	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Gad2_tdTpositive_cell_18	Gad2_tdTpositive_cell_48	Gad2_tdTpositive_cell_49	Gad2_tdTpositive_cell_64	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_32	Ndnf_tdTpositive_cell_12	Ndnf_tdTpositive_cell_19	Ndnf_tdTpositive_cell_20	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_14	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_68	Nos1_tdTpositive_cell_70	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_23	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_72	Sst_tdTpositive_cell_101	Vip_tdTpositive_cell_30	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Gpr27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.37	0.0	0.0	0.0	0.0	0.0	0.82	0.0	0.0	0.0	0.0	18.8	30.35	29.88
Gtf2h1	13.99	0.0	0.0	0.0	0.0	0.0	112.13	32.66	0.47	0.61	18.31	88.02	0.0	89.35	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	1.17	0.0	0.0	0.0	12.64	0.0	1.38	45.45	0.08	0.0	0.94	0.66	0.0	0.0	0.0	10.63	0.0	56.54	0.0	10.43	10.4	12.78	36.68	36.3	31.98
Hmgb2	0.0	0.28	0.76	0.0	0.0	0.0	0.5	0.0	0.0	3.93	1.47	25.64	0.7	0.15	0.0	4.35	0.53	0.56	0.25	0.11	0.16	0.09	16.69	0.06	0.7	2.72	0.0	0.0	0.33	0.41	0.26	5.17	6.2	0.0	0.29	0.13	0.2	0.25	4.8	0.0	0.26	1.11	1.54	0.65	4.8	6.04	4.24
Hnrnpd	24.49	31.2	14.12	27.65	8.45	13.78	54.33	26.3	58.22	30.19	11.34	48.88	0.05	0.29	0.0	20.67	4.68	49.63	10.71	46.8	12.4	15.43	12.9	29.35	0.81	8.85	0.47	3.44	21.93	2.39	16.22	12.45	11.21	13.23	19.59	24.4	18.79	15.58	3.24	79.15	5.47	17.17	15.63	14.47	50.3	51.04	49.61
Hspa1a	3.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	12.41	12.92	10.82
Hspb8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.27	13.9	13.87
Il11ra2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.91	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.07	0.0	0.06	0.0	0.0	0.0	1.27	4.28	1.89	1.73	1.86	1.4
Il1rl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.29	0.63
Irf2bp2	0.0	27.76	6.89	7.61	0.87	37.92	26.24	12.67	0.0	26.27	12.95	44.07	0.0	51.35	0.0	0.04	31.73	0.11	0.0	0.02	0.09	0.0	0.0	3.32	0.0	2.51	3.38	21.59	0.06	2.46	3.95	16.43	2.32	2.58	18.38	15.38	0.12	1.55	0.1	2.81	64.03	3.46	8.06	7.9	23.41	22.51	17.78
Klhdc1	6.3	31.29	0.0	0.0	0.0	0.0	162.04	0.0	257.74	42.39	0.0	102.66	0.0	0.0	0.0	0.0	58.08	0.0	0.07	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	6.33	19.96	5.38	0.0	0.0	33.96	0.0	33.66	58.71	13.64	0.0	0.0	0.0	0.0	17.3	16.92	11.32	19.75	19.93	19.55
Klhl12	0.0	0.0	0.0	39.49	80.28	0.0	0.0	0.0	0.0	31.84	12.91	100.34	0.0	0.0	0.0	1.92	71.67	0.16	76.68	0.73	0.0	42.48	1.09	1.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	31.23	0.0	39.61	0.0	11.63	6.55	13.0	33.49	32.04	32.28
Lcat	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.27	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.34	3.1	3.65	28.14	29.0	26.24
Lcp2	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.06	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.19	1.83	2.12
Lrrc39	3.6	0.25	0.43	0.37	0.73	5.02	1.79	1.49	1.05	0.0	0.67	33.6	0.1	1.2	0.0	0.42	0.24	0.51	1.41	0.37	10.51	0.53	0.32	1.17	1.13	0.88	3.6	0.48	0.51	2.11	0.24	0.61	0.65	14.15	0.52	2.08	0.83	4.44	0.95	2.02	0.86	3.97	2.32	4.48	2.73	1.93	3.07
Map2k5	6.27	0.0	0.0	0.0	0.0	79.13	0.0	7.29	91.97	1.25	0.0	98.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.44	61.71	0.0	1.61	0.0	47.16	1.02	1.73	0.0	14.12	46.17	0.0	91.39	74.87	0.0	0.75	0.0	0.0	0.0	24.85	0.0	4.78	8.73	6.64	31.86	34.97	30.94
Map6d1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86	0.0	69.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	2.63	5.55	10.46	52.78	51.11	55.82
Mast2	12.98	63.72	61.93	0.0	0.61	0.06	50.77	9.94	0.0	0.0	0.0	0.0	5.36	11.83	0.0	21.11	0.81	2.76	16.08	0.02	1.4	1.59	37.18	0.0	0.0	0.04	0.33	28.42	54.2	35.33	0.4	7.01	0.7	5.5	15.78	0.0	48.21	4.98	6.96	0.3	29.06	11.73	10.0	14.12	56.98	53.5	54.18
Mir1982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.89	2.63	15.72
Mpp6	121.22	0.0	26.51	0.0	0.0	0.0	4.96	0.0	0.6	0.0	14.08	136.3	0.0	0.0	0.0	53.38	1.52	57.31	0.18	31.66	51.33	2.06	14.14	0.0	0.0	10.67	38.42	0.0	26.7	26.02	39.39	1.68	15.86	80.5	0.21	0.0	0.0	17.52	11.07	2.17	0.0	5.88	7.14	7.05	33.25	30.69	30.62
Mro	19.39	0.0	18.82	0.0	0.0	0.16	0.27	4.23	0.3	0.0	0.91	66.93	0.0	0.56	0.0	0.14	0.43	0.0	0.06	0.14	0.19	0.0	0.0	0.2	4.64	0.0	7.11	36.98	0.0	0.34	5.55	0.34	0.0	0.12	0.1	0.19	0.5	22.41	75.3	0.0	0.0	6.98	11.06	9.24	14.71	13.14	12.3
Mrps9	104.48	0.78	0.49	153.57	169.93	0.0	7.02	140.51	106.6	3.23	0.0	252.98	0.0	103.51	0.0	1.12	95.74	110.48	0.0	0.22	50.08	0.36	59.66	54.82	0.0	2.57	6.15	0.2	0.0	0.0	26.88	52.72	0.0	96.77	46.89	0.0	32.09	125.09	149.13	36.14	17.3	84.57	84.87	89.65	39.58	44.17	36.5
Mthfd2l	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	13.09	0.0	0.0	72.77	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.53	0.0	0.0	0.92	0.62	5.07	5.27	5.1
Mtrf1l	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	37.5	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.46	5.89	0.0	0.0	22.19	0.1	0.0	0.0	1.56	0.1	0.0	17.34	2.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.62	1.97	1.07	4.97	6.33	4.39
Nckap1	49.7	212.67	104.26	3.69	4.35	113.22	216.4	195.54	28.48	130.76	42.02	168.57	0.11	130.26	13.24	0.14	46.0	0.2	257.4	93.39	59.54	19.51	70.12	96.57	120.57	29.9	12.76	59.24	36.77	0.72	44.1	0.58	29.52	98.5	7.0	74.75	0.0	51.67	76.16	4.96	178.88	136.74	101.19	101.32	414.19	390.98	392.44
Nelf	10.15	0.0	1.45	1.22	0.0	0.0	0.0	1.08	0.0	0.0	0.0	60.02	0.0	0.0	0.0	0.03	0.0	0.06	44.2	0.04	0.0	3.15	0.0	0.3	0.0	0.0	0.07	0.0	0.0	0.39	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.82	11.76	11.45	364.64	385.29	388.0
Nfatc2ip	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	59.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.78	0.0	0.0	0.0	0.0	0.07	2.76	0.0	0.0	0.0	0.0	0.0	0.7	1.62	2.35	5.22	5.06	4.86
Nme6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	175.25	0.0	0.0	0.0	0.0	0.0	44.74	0.0	22.36	27.17	29.95	0.0	0.0	0.0	49.52	0.0	0.0	56.49	0.0	54.27	38.48	0.0	0.0	0.0	0.0	0.0	51.44	114.73	0.0	27.85	20.85	18.11	13.71	6.6	6.5	6.2
Npy	138375.8	64781.64	173305.25	40775.82	1.6	1.46	43922.94	42632.64	68542.73	67463.47	14635.6	125016.83	0.0	63494.68	0.0	149629.49	134232.96	130357.56	105498.11	116117.28	126501.28	173863.58	166048.87	191162.16	154857.31	124150.07	134158.33	153405.37	147732.76	141010.39	101137.64	151963.58	145032.54	28240.98	180453.32	92572.95	8484.11	137945.15	32250.58	120620.2	68416.93	0.6	0.0	0.7	214.21	196.57	200.76
Npy1r	2.49	2.3	3.21	1.45	0.0	1.78	9.67	4.92	2.43	5.11	16.99	174.6	2.15	3.41	0.0	3.27	5.14	2.21	2.53	1.77	3.13	1.29	3.12	11.12	110.37	6.08	2.8	2.68	2.32	1.54	1.86	2.6	2.06	4.88	1.72	6.4	5.54	2.74	5.17	2.12	6.8	23.18	19.6	27.64	27.4	26.53	27.79
Nudt14	31.52	0.0	0.0	92.9	0.0	0.0	0.82	0.0	0.0	23.88	0.0	246.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.3	0.0	0.0	0.0	0.0	0.31	78.04	0.0	0.0	0.0	0.0	0.0	105.53	0.0	0.0	0.0	0.0	0.0	53.84	0.0	23.42	134.24	10.74	13.28	14.33	11.07	12.73	13.56
Osbpl11	0.14	0.0	22.67	15.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.47	2.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.16	0.0	0.0	9.44	0.0	0.0	0.1	0.0	0.79	3.47	0.46	14.34	14.11	12.95
Pcdha4	0.0	0.0	2.33	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	132.09	0.0	0.0	0.0	2.18	0.0	0.0	0.0	0.0	0.0	0.0	15.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.07	0.0	0.0	0.0	0.0	0.0	0.0	0.46	1.65	0.78	7.19	5.75	5.22
Pcdhgb5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	6.3	5.37	4.94
Pcsk1n	11.63	8.85	12.55	2.35	0.55	4.52	23.42	7.28	6.26	6.13	0.0	19.15	0.0	27.64	0.0	0.87	2.61	3.66	3.97	1.22	0.94	5.01	5.77	3.03	1.62	4.91	0.67	1.53	3.48	1.25	1.7	0.68	2.63	3.14	5.25	2.48	0.0	4.26	7.43	3.04	0.0	1.23	1.89	0.0	383.89	483.91	457.22
Pde4dip	24.34	3.06	2.79	9.05	4.88	0.0	58.68	21.29	71.83	63.74	0.0	93.44	0.0	2.35	0.0	0.01	8.68	47.8	20.96	17.13	32.36	23.91	16.54	23.96	41.57	1.98	10.08	9.99	12.98	17.53	25.53	22.3	25.35	0.0	0.4	0.04	12.69	0.08	38.56	40.99	0.25	12.56	14.49	17.76	89.61	85.1	88.65
Pds5a	11.04	0.0	41.47	0.0	0.0	0.0	0.24	39.62	0.0	3.09	0.0	39.17	0.0	0.0	0.0	0.0	6.89	0.04	5.29	8.68	3.2	6.13	1.85	9.3	0.0	1.22	13.08	10.51	0.0	7.73	5.89	2.24	5.19	0.04	24.54	3.15	1.67	4.71	0.0	9.42	0.0	3.79	5.27	6.57	32.45	26.8	30.27
Per3	27.32	0.0	0.0	0.0	0.0	0.0	60.42	35.39	0.0	21.79	0.0	101.06	0.0	2.72	0.0	7.62	4.2	5.89	0.0	10.77	0.0	0.04	36.53	11.27	57.55	54.41	4.19	13.06	9.85	0.0	0.08	19.05	25.31	0.0	5.62	0.06	0.0	16.41	11.8	0.43	24.88	115.34	102.07	103.43	28.55	24.78	23.74
Phactr1	46.38	0.0	50.38	46.34	36.61	0.09	326.3	123.39	151.67	187.05	0.74	128.39	0.0	115.3	0.0	0.22	0.0	1.64	9.0	0.5	25.52	0.13	74.37	40.02	7.4	14.31	32.48	38.17	0.08	40.06	15.85	5.18	20.93	0.04	4.7	0.97	0.14	14.51	32.63	47.48	4.8	194.11	159.98	162.52	250.29	240.7	240.9
Phf21b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.19	0.0	1.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.59	0.37	0.47	8.47	9.0	8.22
Plekhm3	0.0	21.65	9.54	0.0	0.0	0.0	0.03	0.0	6.66	0.13	0.0	43.46	0.0	0.0	0.0	0.04	0.01	0.0	0.0	0.0	0.19	6.98	1.71	4.3	46.15	2.05	10.11	5.6	0.0	0.91	0.0	0.0	0.03	0.0	10.48	0.0	0.0	0.0	0.0	0.01	0.0	7.07	3.69	4.04	17.91	17.65	17.78
Pnp2	45.62	0.0	14.36	0.26	0.0	0.0	0.0	4.97	0.0	3.07	4.14	165.94	0.0	2.07	0.0	0.0	89.45	4.36	0.0	0.0	0.34	61.57	0.0	0.0	3.56	0.0	0.0	0.0	45.79	0.0	55.93	0.0	0.0	0.0	61.48	0.0	0.0	44.19	0.0	0.0	0.0	0.0	0.0	1.15	6.39	7.59	4.28
Ppm1d	0.0	0.0	21.97	0.0	0.0	0.0	0.13	0.18	0.0	0.0	0.0	55.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.88	2.38	2.04	14.04	14.41	11.08
Ppp1r9a	31.35	24.4	22.11	11.82	0.12	5.14	63.68	17.14	35.47	4.62	0.0	49.41	0.07	8.13	0.0	14.05	1.28	17.44	21.37	22.22	40.4	51.01	13.13	3.88	36.95	13.22	28.97	1.0	7.72	2.66	4.36	1.48	19.07	29.73	17.29	43.42	73.27	37.47	16.35	25.03	47.26	71.24	58.61	56.6	116.6	102.97	112.99
Pten	32.82	19.0	17.21	0.05	0.1	10.38	47.65	93.22	53.37	104.61	9.0	71.08	0.94	47.07	0.0	20.68	2.16	22.71	27.32	12.7	32.19	21.33	18.37	6.36	34.61	15.94	16.44	17.79	5.83	18.84	6.46	10.45	42.31	14.98	15.66	30.2	20.51	26.98	63.46	16.46	14.17	61.91	35.2	42.1	64.81	63.48	64.75
Rap2b	2.88	4.4	11.01	0.0	0.0	0.0	21.61	9.21	0.0	10.88	0.0	28.1	0.0	0.29	0.0	8.66	1.27	9.84	5.89	18.79	19.16	4.06	0.38	2.12	0.0	6.57	0.99	1.91	1.31	10.42	0.33	0.0	3.93	3.25	0.0	0.0	0.0	7.63	10.59	6.55	0.0	199.7	135.11	137.06	40.22	41.06	42.79
Raver1	0.0	0.0	0.0	0.0	13.52	0.0	0.0	0.0	0.0	0.0	0.0	24.3	0.0	0.0	0.0	11.38	0.03	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.75	4.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.0	3.28	1.79	3.01	24.03	27.41	26.44
Rbbp9	115.66	0.0	0.0	81.98	33.48	0.0	156.15	0.0	292.1	117.79	0.37	286.44	0.17	289.52	0.0	4.5	0.17	93.55	78.32	0.48	0.0	146.07	0.0	69.68	0.11	193.42	0.19	63.92	202.39	95.8	134.05	0.0	98.19	303.09	0.0	108.78	17.31	55.47	0.0	238.03	0.0	73.46	77.4	90.06	29.94	29.89	28.54
Rbfox3	8.5	12.7	8.63	0.05	47.31	0.0	97.77	61.73	24.97	33.13	0.0	88.65	0.0	7.61	0.0	2.52	0.04	0.11	0.47	2.04	11.02	6.44	0.0	3.83	0.31	6.01	1.18	5.12	0.39	6.36	4.76	0.09	15.42	31.19	14.91	5.04	0.36	13.57	17.0	5.28	23.69	34.44	34.55	34.4	216.71	228.38	226.62
Rgmb	38.45	40.44	32.26	7.58	22.17	0.14	0.0	107.9	125.77	68.01	0.0	59.32	0.0	70.01	0.0	6.01	0.0	0.0	39.71	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	4.11	0.0	0.0	0.0	0.0	2.36	12.35	0.0	0.0	26.36	4.56	48.13	0.0	6.92	3.79	5.67	37.99	40.82	42.33
Rnf130	0.0	9.4	30.67	0.1	0.0	5.7	0.0	0.0	3.53	2.67	0.0	52.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.65	1.69	0.0	0.0	0.0	0.0	0.0	18.5	0.0	0.0	0.0	2.01	12.65	0.0	0.62	0.0	0.0	19.97	0.0	0.37	0.0	1.42	0.7	1.89	80.45	77.33	86.19
Rnft2	3.65	4.16	3.13	0.14	0.0	0.0	0.0	3.38	24.93	24.32	7.42	36.89	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	28.47	1.18	0.0	0.0	2.27	0.57	6.03	16.45	0.0	0.07	0.39	2.94	16.44	0.26	0.08	0.0	3.53	0.0	0.24	0.32	5.52	7.15	5.89	58.46	59.35	61.39
Rps19bp1	8.11	0.46	7.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.22	0.0	0.0	0.0	0.0	0.15	3.58	0.0	0.0	0.0	17.98	1.23	0.0	0.0	5.49	31.46	2.11	0.0	0.0	0.0	0.0	1.09	37.98	20.31	5.56	0.0	0.0	0.0	0.0	0.0	3.41	6.54	6.16	33.75	35.27	34.34
Slc15a5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.04	0.21
Slc25a23	7.59	23.23	49.69	1.25	1.54	24.57	77.38	31.06	54.11	39.54	0.0	86.25	0.0	54.68	0.0	21.37	14.43	0.1	9.31	6.46	0.12	0.0	9.94	0.0	21.67	63.79	9.02	10.29	6.15	10.29	16.71	1.83	9.0	26.96	6.24	66.41	0.0	6.74	69.46	40.24	12.15	26.78	30.08	30.76	290.22	282.16	298.37
Slc34a2	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.05	0.0	0.05
Snd1	7.69	9.37	3.52	0.04	0.0	0.0	3.55	0.88	70.24	32.23	62.01	77.57	0.0	100.79	0.0	1.02	14.79	6.32	20.73	14.93	36.35	87.8	8.02	5.5	0.81	16.32	3.64	4.85	1.34	16.02	18.45	12.06	5.32	33.28	21.85	0.58	0.15	8.97	4.62	3.79	0.0	16.47	23.31	24.82	55.35	57.33	55.23
Sowahb	0.0	0.0	29.15	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.25	32.19	0.0	0.0	0.0	0.02	0.03	0.0	0.0	3.5	0.0	0.0	0.0	8.81	0.0	0.06	0.0	0.0	0.0	0.14	0.0	0.0	0.0	8.59	0.0	0.0	0.0	0.06	0.08	0.0	0.0	7.75	1.32	9.57	16.21	13.31	14.23
Sulf2	8.4	49.7	22.98	22.19	62.17	0.0	77.65	66.92	16.88	0.44	0.0	147.82	0.1	84.12	0.0	7.51	5.76	0.96	41.74	3.52	47.6	0.07	4.82	32.52	0.0	0.0	1.64	1.68	15.09	35.84	47.78	0.0	65.04	0.0	37.3	0.0	0.0	71.42	26.53	0.76	0.0	7.6	10.02	7.56	65.29	70.38	72.62
Syde1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.16	8.07	7.39
Taf6l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	9.96	11.52	11.93
Tmem30a	142.67	67.85	129.84	39.5	31.28	37.54	154.74	112.08	8.12	94.14	71.51	140.66	0.0	2.9	0.0	73.02	227.08	80.79	3.18	167.03	62.4	104.14	34.36	71.65	20.2	104.23	72.33	77.32	198.84	123.87	109.14	83.14	15.03	29.56	57.7	67.69	128.08	106.03	1.63	134.21	19.97	89.12	73.97	74.16	311.87	297.75	306.82
Tnfrsf13c	0.0	0.0	0.0	0.0	0.0	0.0	0.68	0.0	0.36	0.0	0.65	86.66	0.0	0.21	0.0	0.04	0.55	0.0	0.1	0.2	0.0	0.0	0.0	0.23	0.19	0.27	0.16	0.19	0.16	0.15	0.0	0.0	0.0	0.12	0.0	0.0	0.48	0.15	0.0	0.08	0.32	0.31	0.0	0.0	0.26	0.51	0.8
Tnfrsf26	0.0	0.29	0.26	0.12	0.0	0.14	0.53	0.35	0.0	0.0	0.0	0.47	0.0	0.15	0.0	0.12	0.24	0.21	0.13	0.1	0.0	0.14	0.14	0.12	0.0	0.36	0.21	0.11	0.2	0.0	0.0	0.13	0.19	0.33	0.31	0.34	0.0	0.07	0.28	0.05	0.29	0.1	0.32	0.09	0.9	0.53	1.09
Top2b	4.27	67.13	29.57	0.0	0.0	0.0	49.16	69.35	0.0	12.31	32.71	112.11	0.0	43.29	0.0	2.07	59.58	18.42	50.6	26.13	0.0	0.0	23.19	0.0	5.16	23.58	0.44	9.17	13.13	4.84	50.38	14.25	0.65	0.03	30.81	49.92	0.0	18.01	58.27	7.13	0.0	28.85	15.53	22.92	54.63	49.09	53.13
Trappc10	4.15	0.36	15.98	0.0	2.98	0.0	0.0	0.0	0.0	2.2	0.0	46.51	0.0	0.48	0.0	0.06	0.16	0.0	0.0	0.22	0.08	0.39	1.08	0.0	42.61	0.0	0.2	5.67	0.0	0.0	0.09	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	20.88	0.97	0.18	0.88	1.29	53.83	56.97	56.18
Trim7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	2.39	2.51	2.57
Tsen54	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	1.76	1.24	7.6	8.72	8.1
