	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_52	Chrna2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Gad2_tdTpositive_cell_68	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_83	Htr3a_tdTpositive_cell_91	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_29	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_70	Ntsr1_tdTnegative_cell_54	PvalbF.Gad2_tdTpositive_cell_31	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_8	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_39	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_65	Sst_tdTpositive_cell_69	Sst_tdTpositive_cell_72	Sst_tdTpositive_cell_96	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Gm20605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.47	0.0	0.0	0.0	10.74	13.39	12.28
Gm2506	0.14	3.68	0.05	22.17	0.0	28.87	0.0	0.0	21.49	31.22	1.46	0.3	0.0	1.74	7.16	0.58	0.0	0.0	5.37	0.27	1.98	0.0	0.77	0.0	0.29	2.79	4.31	0.0	29.61	1.3	0.0	0.0	1.61	0.0	0.0	33.56	38.65	4.36	4.62	76.52	71.98	30.63	28.29	22.96
Gm9766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	5.28	0.0	0.0	0.0	0.0	0.0	3.31	0.0	0.0	0.0	0.0	0.0	1.84	1.01	0.0	0.0	0.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.67	0.0	0.0	1.42	9.76	6.05	9.99
Gng5	0.0	0.0	1.12	0.0	0.0	0.0	0.0	0.0	0.0	30.1	27.61	0.0	0.0	0.0	27.7	0.0	0.0	0.0	0.0	36.57	30.48	0.0	0.0	0.0	0.48	0.0	0.0	0.0	84.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	254.67	78.25	4.23	12.82	48.08	46.58	60.52
Got1l1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	116.12	0.0	0.0	0.0	0.52	0.49	0.61
Gpr17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	143.78	0.0	0.0	0.0	27.98	29.65	31.41
Gpr179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.22	0.09	0.17
Gpr37l1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	142.04	0.0	1.23	0.46	166.73	179.09	183.06
Gpsm1	0.17	0.0	4.76	0.09	0.0	0.0	31.51	0.0	42.13	0.52	47.67	0.34	0.0	0.0	13.05	0.0	0.0	16.26	14.4	2.96	0.61	3.42	0.0	20.21	0.0	0.0	0.23	0.67	5.88	0.97	0.0	0.0	0.0	65.58	1.66	0.0	0.79	197.03	0.0	1.18	3.55	33.44	38.42	34.28
Gtpbp2	0.0	0.0	0.0	9.63	0.0	0.12	0.0	0.0	0.0	0.08	0.23	1.25	0.0	0.06	0.08	0.11	0.0	0.0	0.0	0.1	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	6.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.19	0.15	21.57	6.27	55.1	56.79	57.19
Hepacam	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04	0.0	0.0	0.22	55.07	59.62	58.27
Hes1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.04	0.0	0.0	0.0	0.0	0.0	8.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.13	0.0	0.73	0.49	13.56	16.16	12.86
Hip1	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	33.94	0.0	0.0	8.71	0.04	0.0	21.94	10.04	8.41	0.0	14.7	0.0	0.0	0.0	1.9	0.0	0.0	0.03	0.0	0.0	3.54	0.0	3.34	0.0	0.0	0.0	0.0	0.06	0.0	63.59	0.0	3.2	2.22	23.09	22.58	24.09
Hist1h2bq	0.03	0.85	0.0	0.0	0.0	0.14	0.0	0.47	0.0	0.06	0.0	0.1	0.03	0.0	0.0	0.15	0.0	0.09	0.0	0.07	0.0	0.04	0.0	0.0	0.0	0.0	0.06	0.0	0.25	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.23	0.0	0.11	0.53	0.38	0.28	0.38
Hist1h2br	0.03	0.85	0.0	0.0	0.0	0.14	0.0	0.47	0.0	0.06	0.0	0.1	0.03	0.0	0.0	0.15	0.0	0.09	0.0	0.07	0.0	0.04	0.0	0.0	0.0	0.0	0.06	0.0	0.25	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.23	0.0	0.11	0.53	0.38	0.28	0.38
Hsph1	187.71	0.22	12.58	10.38	34.32	2.82	105.12	0.56	210.46	142.72	24.98	68.95	76.29	41.2	114.17	2.48	61.36	89.15	127.85	152.85	0.0	84.93	46.07	118.19	3.84	87.15	100.05	160.07	187.18	128.94	107.01	93.28	6.38	104.62	149.97	188.32	121.99	334.45	146.21	193.74	203.15	238.03	226.06	225.17
Id3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.51	104.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93.21	0.0	0.0	0.0	48.88	58.06	59.45
Kank1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.32	0.0	0.19	0.76	8.81	8.89	10.85
Kcnj16	0.0	0.07	0.1	0.07	0.0	0.1	0.34	1.22	0.29	0.0	0.26	0.4	0.2	0.23	0.32	0.16	0.23	0.52	0.11	0.17	0.38	0.2	0.22	0.16	0.44	0.18	0.26	0.12	9.11	0.12	0.26	0.1	0.42	0.0	1.63	0.52	0.22	57.41	0.13	0.0	0.19	14.84	14.96	14.83
Kcnn1	0.25	0.07	0.15	0.07	0.0	0.36	0.0	0.0	0.21	0.37	0.04	0.1	0.0	0.0	0.11	0.27	0.48	0.19	0.0	0.67	0.17	0.06	0.0	0.0	0.14	0.02	0.07	0.0	3.02	0.23	0.16	0.06	0.0	0.24	0.58	0.0	0.1	1.44	0.0	2.33	1.57	9.26	11.18	10.81
Leprel1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.87	0.0	0.0	0.0	44.95	0.0	0.0	0.0	3.21	2.41	2.91
Letm1	0.0	0.0	0.0	0.04	39.1	0.0	0.0	34.63	0.15	54.3	9.24	3.57	35.21	0.76	18.21	0.98	16.95	16.86	0.0	21.66	34.3	12.51	1.01	0.92	0.0	0.0	9.03	1.72	6.68	0.27	0.0	0.0	35.84	1.84	0.0	0.0	1.01	69.57	29.7	10.63	11.12	54.68	58.8	55.57
Lima1	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	20.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	2.01	0.0	0.1	4.84	0.0	7.34	0.0	0.0	4.88	0.15	0.0	3.25	103.18	0.0	0.0	0.17	9.02	10.02	8.65
Llgl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.24	0.0	1.06	2.44	0.78	0.58	0.46
Lmcd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.97	0.0	0.2	0.0	6.04	7.86	8.62
Mast3	0.07	0.0	0.0	1.92	0.0	0.07	0.07	0.88	16.83	0.21	0.0	0.13	0.02	0.03	0.13	0.29	5.13	0.0	0.98	4.27	0.0	0.05	0.0	21.54	0.0	0.0	0.0	0.0	4.27	0.0	0.0	0.04	0.0	5.08	0.15	0.0	0.03	35.44	0.42	12.26	12.25	128.92	128.23	132.72
Mcm8	1.68	3.74	1.48	9.49	0.0	0.37	1.62	4.93	5.83	0.64	1.7	0.98	0.5	2.16	1.3	1.7	0.47	0.74	1.13	1.71	3.72	0.53	0.58	0.53	0.39	2.61	1.18	2.29	1.75	1.41	3.63	0.9	0.0	2.15	4.5	2.0	3.89	101.45	1.4	2.47	9.61	5.91	4.74	4.61
Megf10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.06	0.0	0.0	0.0	9.05	8.99	11.61
Mfsd2a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	22.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	122.6	0.0	0.0	0.0	15.39	18.4	19.35
Mir3070a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.97	0.0	0.0	0.0	1.87	5.29	0.0
Mir3471-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.5	0.0	0.0	0.0	0.0	2.96	5.25
Mir674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.29	0.0	0.0	0.0	0.0	1.46	0.0
Mmp19	0.11	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.07	1.4	0.11	0.0	0.01	0.13	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.35	0.16	0.0	0.0	0.0	0.0	0.0	80.1	0.0	0.13	0.14	0.89	0.61	0.37
Mtl5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64	0.0	0.0	0.0	0.09	0.47	0.05
Mvd	80.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.87	34.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	137.58	0.0	7.91	3.99	22.49	27.95	25.99
Neu4	0.0	0.06	0.0	0.03	0.0	0.02	0.0	0.0	0.06	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	7.25	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.17	96.79	0.0	0.0	0.23	4.9	5.5	5.31
Nfatc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	74.44	0.0	0.0	0.08	3.25	3.19	3.24
Nkx1-2	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.1	0.15	0.0
Nkx2-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36	0.0	0.0	0.0	4.28	4.25	5.72
Nkx2-9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.16	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.92	0.0	0.0	0.0	0.48	0.41	0.9
Nsun6	59.66	0.0	0.0	11.99	1.05	0.0	3.76	0.0	0.0	0.0	0.0	9.26	0.08	0.0	0.0	40.38	0.0	0.0	1.92	3.17	0.0	0.0	1.07	0.0	0.0	0.0	77.82	2.5	16.39	0.0	2.55	0.0	0.0	0.0	0.0	0.0	53.53	173.9	0.0	11.73	6.4	6.57	4.93	8.07
Numbl	1.86	0.74	2.26	2.37	0.0	1.74	2.11	4.69	1.6	1.63	1.1	6.98	1.4	1.28	0.97	2.49	3.92	3.04	1.48	1.66	1.34	1.73	1.18	1.41	5.66	1.07	1.17	0.31	0.97	1.5	0.0	2.89	5.19	3.07	0.98	1.71	2.15	16.88	1.12	2.01	2.03	88.92	93.6	88.07
Olig1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.78	0.0	0.0	1.93	108.51	128.12	146.76
Olig2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.48	0.0	0.42	1.0	25.27	24.04	26.29
Ostf1	2.88	0.7	0.47	0.37	0.96	0.51	0.07	2.99	1.48	15.77	1.37	0.54	1.59	0.36	1.15	1.38	0.72	1.36	0.97	1.83	0.95	39.15	8.58	1.67	0.0	1.03	1.05	1.65	1.82	1.56	1.4	21.77	1.41	12.97	1.08	1.36	2.89	101.1	0.37	1.81	2.86	14.69	14.68	14.87
Pank3	23.99	0.04	0.0	0.0	7.5	1.18	0.06	0.0	0.04	1.87	0.02	19.08	1.74	0.02	3.17	0.0	9.27	0.0	14.81	11.24	0.72	0.0	0.09	0.0	0.0	0.0	4.26	0.0	5.14	0.04	0.09	0.0	9.73	0.57	0.0	0.0	6.13	63.69	1.52	8.16	4.84	33.92	30.94	31.12
Pcdha12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.57	0.0	9.78	23.84	0.0	49.01	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04	0.0	0.0	6.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	117.91	0.0	3.37	7.22	10.93	11.99	10.53
Pde1b	0.0	0.0	0.0	0.0	0.0	0.0	0.82	0.0	39.5	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.64	6.14	24.7	0.0	0.0	0.0	0.0	50.77	0.0	92.8	12.14	7.56	3.29	245.53	258.71	247.87
Pdgfra	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.08	0.08	0.0	0.0	0.0	0.0	0.0	0.0	10.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	303.42	0.0	0.83	0.21	24.76	23.57	25.11
Pdpn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.2	8.32	9.95	8.76
Pion	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.05	0.0	1.19	0.0	0.0	0.0	0.0	0.0	0.0	5.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.81	0.0	0.46	2.58	4.33	4.46	4.51
Plag1	0.0	0.04	0.0	0.32	0.0	0.25	0.0	0.43	0.0	0.0	0.07	0.26	0.03	0.08	0.0	0.0	0.04	0.21	13.9	0.06	0.04	0.03	0.0	0.0	0.0	0.22	0.0	0.81	0.0	0.08	0.36	0.0	0.04	0.16	0.08	0.0	0.0	35.8	0.0	1.84	1.86	2.69	2.08	2.71
Plce1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.51	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.88	0.0	0.0	0.0	2.66	2.55	3.53
Plch2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.47	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	10.76	0.0	0.47	0.34	49.35	50.0	54.36
Pllp	4.87	0.0	0.0	0.0	0.0	0.0	0.0	139.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.38	45.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	512.89	0.0	0.18	13.55	58.13	63.32	70.53
Ppp3cc	0.0	0.0	8.71	0.0	1.03	0.0	0.0	0.0	0.0	0.0	2.16	0.19	0.0	0.0	0.0	0.0	0.0	35.36	1.05	10.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.85	68.32	0.0	0.36	5.39	24.75	27.47	26.13
Prdm4	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.88	0.0	0.0	0.0	0.08	4.89	26.26	9.44	0.0	0.0	0.0	1.06	0.0	0.0	0.0	0.0	0.55	12.49	0.0	0.0	0.0	0.0	4.34	0.0	0.12	0.0	59.68	0.0	8.29	5.81	20.98	20.98	20.76
Prkcdbp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.24	0.0	0.0	0.0	0.0	0.0	0.0	56.54	0.0	127.18	0.0	9.04	2.11	25.79	33.75	36.78
Proz	1.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	3.14	0.0	0.0	0.0	0.0	0.0	0.0	102.83	34.25	0.58	1.6	8.45	8.19	8.94
Ptprz1	0.0	0.0	0.07	1.44	0.0	0.0	14.7	0.0	0.0	0.0	0.02	0.0	4.07	0.02	0.03	0.0	0.0	0.14	0.05	0.0	0.0	0.04	0.0	0.0	0.0	0.06	0.0	0.0	20.29	0.0	0.0	8.42	0.0	0.0	0.0	0.0	0.0	138.18	0.03	0.26	0.0	65.78	60.39	76.37
Pttg1ip	0.0	16.56	83.55	0.0	0.0	0.0	0.0	0.0	0.0	109.94	6.85	0.16	22.14	0.0	0.0	60.01	0.12	0.35	0.0	38.46	72.88	0.0	52.81	59.56	0.0	44.78	116.07	0.0	41.15	0.0	0.0	0.0	0.0	2.87	147.18	0.0	0.35	368.69	65.79	14.0	22.2	62.28	65.93	63.7
Ramp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.06	0.45	0.01	0.26	0.09	0.0	0.1	0.0	0.0	3.56	0.0	0.09	0.13	0.0	0.0	0.0	0.0	0.0	34.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.88	0.0	28.55	26.95	46.29	49.4	47.35
Rasgrp1	0.26	0.05	0.03	0.18	0.07	0.0	0.08	0.24	91.63	92.11	10.4	8.16	3.42	0.14	29.67	0.16	0.05	32.14	47.15	3.04	39.32	5.36	25.59	30.54	0.0	0.0	24.83	0.11	72.21	0.06	0.36	41.24	0.09	8.74	0.13	0.09	0.09	83.9	0.17	144.77	156.48	305.33	284.99	284.95
Rbms1	0.0	0.0	0.0	0.0	12.36	0.0	0.0	0.0	63.43	49.06	0.0	0.0	0.0	0.0	0.0	0.0	9.19	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.26	10.44	0.0	0.0	0.0	0.0	0.0	18.14	0.0	0.0	72.46	0.0	4.56	4.18	17.77	15.4	14.91
Rcn3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	103.82	0.0	0.0	0.0	4.88	6.22	5.89
Rep15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.65	0.0	0.0	0.74	0.82	0.87	2.23
Ret	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.36	0.0	12.34	0.0	0.0	0.0	1.65	1.58	1.25
Rftn2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.03	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	75.59	0.0	0.47	0.0	18.31	18.21	20.94
Rhoc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.81	0.0	0.0	0.0	20.92	22.05	21.79
Rin1	1.13	8.84	11.38	0.8	0.6	0.95	1.36	1.23	0.71	2.28	0.76	0.21	0.13	1.53	0.82	0.0	0.13	0.0	0.83	0.25	0.27	0.32	1.03	0.26	0.44	0.16	0.93	0.91	1.52	2.05	0.35	0.25	0.36	1.33	0.18	4.67	0.43	51.49	0.54	7.28	4.97	40.41	39.93	40.75
Rlbp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.6	0.0	0.0	0.0	21.25	21.05	20.33
Rorb	3.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.02	0.04	0.03	0.04	0.03	0.0	0.0	0.0	0.0	0.03	0.06	0.03	0.0	0.05	0.11	0.05	0.0	0.09	36.59	0.0	0.03	0.0	0.03	0.06	0.0	0.11	0.0	0.1	0.0	0.97	0.5	10.55	9.4	9.66
