	Chrna2_tdTpositive_cell_2	Chrna2_tdTpositive_cell_7	Chrna2_tdTpositive_cell_21	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_27	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_36	Chrna2_tdTpositive_cell_47	Chrna2_tdTpositive_cell_52	Chrna2_tdTpositive_cell_53	Cux2_tdTpositive_cell_72	Gad2_tdTpositive_cell_17	Gad2_tdTpositive_cell_68	Htr3a_tdTpositive_cell_83	Htr3a_tdTpositive_cell_91	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_29	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_68	Nos1_tdTpositive_cell_70	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_40	Sst_tdTpositive_cell_41	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_85	Sst_tdTpositive_cell_92	Sst_tdTpositive_cell_103	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Prkrir	125.69	12.1	84.35	54.6	68.59	4.47	6.04	6.14	3.17	1.08	3.77	6.27	1.61	10.07	2.94	3.56	39.81	11.86	5.79	3.18	1.14	3.59	38.23	6.85	7.31	6.43	6.64	1.12	2.2	3.83	6.31	15.18	52.49	50.61	46.6
Pstk	97.4	0.0	121.65	0.0	0.0	0.0	0.0	2.18	0.0	0.0	90.13	0.0	0.0	75.09	25.41	0.0	0.0	0.0	0.0	0.0	24.75	0.0	34.51	27.27	0.0	0.82	0.0	23.01	0.0	0.0	5.18	8.57	24.16	22.26	26.95
Pwp1	402.77	6.33	0.0	0.0	92.47	8.5	0.0	0.0	56.25	38.29	0.0	2.09	95.67	0.0	0.0	0.14	0.67	0.0	0.0	1.89	61.51	48.12	0.0	0.0	0.22	172.81	9.77	0.0	123.65	0.0	25.11	30.49	18.23	20.06	18.5
Qser1	31.01	0.0	0.07	0.04	0.0	1.61	0.0	0.05	0.05	0.0	0.07	0.06	31.37	3.33	0.0	0.0	0.57	0.0	1.03	0.0	13.89	0.08	0.0	0.03	0.05	0.14	0.12	0.0	7.17	0.53	1.18	1.61	7.33	6.0	6.65
Rae1	88.6	0.76	48.33	0.0	1.33	32.21	0.0	0.71	105.91	0.0	0.24	0.0	0.0	17.63	74.1	24.52	0.0	0.0	0.0	0.0	0.16	0.0	7.6	12.04	0.0	0.0	0.0	0.0	9.22	0.0	15.09	13.52	42.77	47.4	50.73
Rarres1	40.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39	1.67	1.46
Rassf2	1.87	0.35	0.29	0.13	0.12	0.36	0.0	0.13	0.19	0.03	0.09	0.21	0.09	0.24	0.07	0.0	0.16	0.06	0.0	0.25	0.25	0.15	4.01	0.03	1.13	0.19	0.33	0.0	0.45	0.0	6.44	4.76	29.35	29.69	31.74
Rb1	36.05	0.0	0.0	14.45	0.0	0.0	5.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.65	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3	3.94	22.66	20.56	23.35
Rfx1	31.39	0.0	0.0	0.0	0.0	1.3	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.0	0.0	1.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.19	0.33	17.75	18.16	19.2
Rhog	142.56	0.0	0.0	0.0	0.47	0.0	0.0	0.0	0.0	0.0	0.0	1.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	12.4	34.59	32.35	36.77
Rhot2	189.31	0.0	8.56	40.59	4.09	59.69	6.26	9.15	0.0	0.0	83.15	111.59	30.85	0.0	11.88	1.04	0.0	11.41	0.0	36.19	0.0	0.5	0.0	53.78	0.0	0.16	3.06	37.97	0.0	0.0	9.77	7.29	61.7	63.32	63.1
Sepn1	177.03	0.0	85.37	0.0	0.0	0.0	0.0	0.0	5.32	8.21	0.0	0.25	0.0	0.0	0.06	0.0	0.0	25.28	0.0	0.0	0.63	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.27	0.06	0.0	1.0	16.31	17.33	17.31
Sesn2	55.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	10.86	11.87	9.1
Shank1	8.52	3.89	4.56	8.14	0.15	5.96	1.14	0.32	0.1	12.68	0.05	5.34	1.5	1.02	5.52	8.93	0.62	2.39	8.25	4.2	7.89	4.22	4.23	2.54	3.29	0.59	4.89	3.03	7.02	0.86	11.7	11.76	148.7	139.9	181.16
Slc20a2	81.42	0.0	1.36	0.2	0.63	0.0	0.0	1.17	0.0	1.36	0.0	0.0	32.66	0.0	9.32	0.0	0.06	3.58	0.0	0.0	1.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	2.11	3.02	35.29	39.15	40.21
Snx30	46.35	3.04	34.26	0.0	0.17	0.1	0.0	7.24	8.45	0.0	0.2	2.31	0.0	0.98	0.09	6.91	0.06	0.14	0.03	3.42	0.11	0.01	13.76	7.64	0.32	0.0	0.62	0.0	0.18	14.22	4.38	5.99	20.11	19.75	19.6
Spns3	3.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66	0.0	0.05	0.15	0.39
Spr	110.54	0.0	5.54	33.55	19.26	12.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.66	42.72	1.62	0.0	6.7	0.0	0.0	15.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25	12.51	43.14	49.12	46.56
Sspn	0.31	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.16	0.0	0.0	0.0	0.0	0.63	6.39	6.18	7.79
Sst	11867.68	14187.99	32309.85	110572.87	24651.94	52293.57	33532.27	34440.97	33998.26	92299.24	20433.95	20291.72	72114.03	79456.04	80147.45	46171.02	49702.56	68952.67	65451.11	53524.63	59257.22	63808.17	57846.93	78404.02	16869.71	10539.62	70180.73	5156.42	60686.4	6978.44	0.0	0.0	558.6	588.98	558.0
Syce1	111.98	0.0	0.0	0.0	0.0	10.49	0.0	0.0	1.42	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.26	0.28
Taf8	37.87	0.0	87.27	0.0	0.0	0.0	0.0	47.56	0.0	12.17	0.0	0.0	0.89	0.0	62.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.29	0.0	0.0	83.79	33.35	0.0	0.0	10.09	12.12	14.09	14.42	12.68
Tas2r137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1
Thap1	134.19	0.0	0.0	0.0	20.12	0.0	0.0	0.0	0.0	0.0	0.0	111.48	0.0	86.89	29.82	0.0	52.57	0.0	0.0	61.76	0.85	0.0	0.0	0.86	0.0	0.0	0.0	0.0	8.26	0.0	3.57	11.39	11.57	8.88	10.81
Tmc2	0.62	0.0	0.19	0.23	0.44	0.0	0.0	0.0	0.17	0.05	0.26	0.0	0.15	0.48	0.08	0.0	0.0	0.0	0.0	0.11	0.09	0.0	0.0	0.04	0.47	0.09	0.24	0.16	0.29	0.0	0.08	0.0	0.49	0.51	0.61
Tmem132a	12.48	0.0	13.39	0.0	0.0	0.0	0.0	0.0	4.34	0.0	0.0	0.0	0.12	0.0	0.0	0.0	3.81	10.52	0.06	0.0	0.08	0.13	0.14	0.68	0.0	0.0	0.15	1.36	1.06	0.0	7.6	6.84	173.98	189.33	182.59
Tmod4	5.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.22	0.0	0.0	0.0	2.74	273.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.98	0.0	0.16	0.3	0.25
Trcg1	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04
Trim3	149.22	0.22	0.07	35.7	136.06	0.69	0.0	0.0	0.0	52.21	64.83	0.14	27.89	0.0	35.34	0.0	0.21	37.96	0.65	0.0	36.24	6.67	0.08	0.0	0.0	76.66	0.0	0.16	52.78	0.0	19.65	18.89	93.7	101.21	96.21
Tsga14	57.17	0.0	0.0	0.0	0.0	16.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.54	0.0	0.11	0.0	0.0	0.0	0.68	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	7.91	3.99	4.77	5.16	5.59
Ttc23	0.65	0.0	0.1	0.12	0.26	0.37	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.06	0.1	0.0	0.09	0.0	0.1	0.15	0.06	0.07	0.0	0.12	0.12	0.15	0.13	0.25	0.04	1.24	1.56	3.85	3.45	3.35
Ubxn11	172.66	0.0	0.0	0.25	0.0	22.92	0.0	0.0	96.63	0.0	62.77	0.0	0.0	0.0	48.6	40.21	0.0	0.0	0.0	0.0	0.0	0.0	10.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.66	10.29	11.38	12.23	12.92
Uevld	83.76	0.52	1.79	36.89	0.36	17.53	0.14	0.68	51.27	0.52	0.09	0.09	0.0	0.22	0.1	16.36	0.3	29.12	0.08	13.28	0.22	0.09	12.24	33.02	0.26	0.17	0.12	0.18	3.48	0.1	7.41	4.03	10.34	10.67	10.11
Utp18	60.5	22.72	12.94	7.12	31.5	2.1	0.0	0.0	0.0	0.35	0.31	18.25	6.48	28.84	12.87	0.56	0.0	0.1	0.41	2.25	3.67	7.29	0.0	17.18	0.0	3.46	6.39	6.56	0.71	17.74	32.78	20.35	18.72	18.41	17.52
Vax2os2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Whrn	84.74	0.0	0.0	8.61	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.49	0.98	0.0	34.3	0.0	0.0	0.0	0.0	0.0	0.0	2.24	0.61	25.21	28.08	30.17
Zfand5	90.77	0.0	21.54	16.51	35.37	38.33	27.51	0.0	1.78	34.78	0.22	51.8	1.38	0.14	21.05	10.59	0.03	16.27	0.0	16.65	47.75	0.31	23.5	24.36	0.38	2.9	46.34	6.99	22.61	0.0	22.97	15.36	63.85	62.28	60.25
Zfp407	84.57	42.19	0.0	0.0	0.0	0.0	0.0	0.0	0.65	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.0	20.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.16	0.0	4.72	1.56	5.86	5.65	6.08
Zfp560	95.88	1.08	0.31	0.93	7.29	0.28	50.48	0.81	0.59	23.9	12.43	1.18	15.14	0.31	0.74	0.34	42.66	0.37	6.17	46.86	3.56	0.15	1.06	20.98	1.0	2.08	1.46	0.8	13.77	1.12	7.26	9.6	4.31	4.24	4.49
Zp3r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
c2_tRNA-Ala-GCA	52.2	0.0	76.44	15.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.4	0.0	0.0	0.0	61.28	0.0	64.07	8.64	0.0	0.0	6.18	6.69	15.78
c2_tRNA-Lys-AAG	29.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c6_5S	203.21	0.0	56.49	1.04	83.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	11.79	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	3.99	0.0	0.0	0.0	0.0	0.0	0.0	12.75	1.18	2.01
c8_LSU-rRNA_Hsa	118.05	0.0	29.71	38.67	0.0	0.0	0.0	8.77	0.0	0.0	0.0	0.0	0.0	45.72	59.17	13.92	10.08	26.05	0.0	21.8	2.06	72.91	4.63	15.99	0.0	0.0	0.0	0.0	0.0	0.0	2.36	0.0	27.25	25.98	46.28
mt_AK166684	118.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7	0.0	0.0	0.0	0.0	4.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18796.57	17507.83	18655.33
