	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Chrna2_tdTpositive_cell_77	Gad2_tdTpositive_cell_18	Htr3a_tdTpositive_cell_44	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_14	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_25	Nos1_tdTpositive_cell_29	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_45	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_52	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_68	Nos1_tdTpositive_cell_70	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_69	Sst_tdTpositive_cell_79	Sst_tdTpositive_cell_80	Vip_tdTpositive_cell_30	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Fos	152.31	0.0	0.18	185.01	290.98	0.0	25.13	52.92	80.6	60.06	150.2	170.16	20.71	25.53	36.73	214.19	248.62	0.0	0.0	33.1	48.03	0.0	272.21	4.52	371.5	0.0	127.44	0.27	48.32	149.28	134.51	122.65	312.1	65.71	207.14	120.99	133.44	71.23	297.33	283.17	1662.26	84.06	60.71	70.61	98.85	73.82	33.16
Fosl2	11.31	0.0	0.0	0.04	79.98	20.95	10.5	11.2	13.31	8.68	14.14	6.79	20.01	0.0	18.64	13.64	0.0	0.0	0.0	0.0	0.89	0.0	8.69	7.81	0.0	0.0	0.0	9.23	0.05	21.11	0.61	0.0	0.0	9.62	0.0	30.71	69.22	0.0	0.0	0.0	117.84	3.02	1.16	2.99	24.79	22.99	13.75
Frs2	0.0	0.0	10.62	0.0	0.0	2.1	0.0	0.0	0.51	0.0	0.02	0.0	0.0	0.0	0.0	19.31	0.77	0.0	0.0	18.42	0.0	0.0	0.0	0.0	19.9	0.0	0.11	0.0	0.0	0.95	0.0	0.0	8.76	0.05	0.0	11.31	0.0	17.96	0.0	19.08	77.72	8.72	3.83	3.02	27.3	27.76	28.52
Fsd1l	0.0	0.0	0.0	1.76	0.18	27.26	0.18	0.42	15.4	70.01	30.52	1.11	1.6	12.97	10.61	1.11	0.0	0.17	0.0	17.12	14.44	2.1	3.28	29.91	0.17	3.0	27.19	2.02	29.19	0.18	10.39	0.54	56.97	6.45	3.41	14.45	21.09	22.71	35.58	7.22	104.72	10.71	7.2	4.53	15.92	13.49	15.55
Gdnf	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.34	0.0	0.0	0.0	0.36	0.9	0.46
Gm10390	0.0	0.0	0.0	0.0	0.23	0.09	0.13	0.0	0.11	0.21	0.17	0.12	0.47	0.0	0.1	0.06	0.17	0.27	0.07	0.0	0.17	0.0	0.0	0.0	0.12	0.0	0.16	0.34	0.08	0.0	0.0	0.06	0.0	0.2	0.08	0.17	0.0	0.12	0.08	0.15	1.75	0.0	0.0	0.17	0.22	0.13	0.27
Gm14430	2.27	0.0	0.06	0.0	0.0	20.03	6.19	5.76	15.98	0.27	0.01	4.55	5.5	0.17	11.93	0.0	13.27	0.0	0.37	0.47	0.0	6.27	12.37	0.0	0.11	0.0	5.6	4.55	0.54	1.09	2.37	0.22	12.18	6.69	2.39	0.82	4.29	0.0	0.72	0.0	24.16	4.14	5.97	4.22	7.67	5.07	7.49
Gm14434	2.27	0.0	0.06	0.0	0.0	20.03	6.19	5.76	15.98	0.27	0.01	4.55	5.5	0.17	11.93	0.0	13.27	0.0	0.37	0.47	0.0	6.27	12.37	0.0	0.11	0.0	5.6	4.55	0.54	1.09	2.37	0.22	12.18	6.69	2.39	0.82	4.29	0.0	0.72	0.0	24.16	4.14	5.97	4.22	7.67	5.07	7.49
Gm15708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.13	0.0	0.0	0.0	0.0	41.2	27.79	0.22	34.11	0.0	0.0	0.0	0.0	0.0	83.22	0.0	0.0	0.0	0.0	0.0	5.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	162.68	2.57	0.0	1.99	0.84	0.27	0.46
Gm20356	0.0	0.0	0.0	0.11	0.07	0.11	0.2	0.15	0.44	0.53	0.6	0.0	0.14	0.0	0.0	0.14	0.26	0.11	0.0	0.1	0.13	0.76	0.29	0.0	0.0	0.0	0.0	0.44	0.71	0.25	0.07	0.0	0.0	0.63	0.0	0.19	0.18	0.0	0.21	0.0	0.66	0.24	0.42	0.0	0.33	0.14	0.61
Gm3604	0.78	0.12	0.0	0.09	2.48	1.99	0.28	0.69	0.42	1.73	2.47	0.14	4.22	0.0	0.24	0.28	0.3	11.27	1.42	0.33	0.0	0.38	0.89	0.0	14.27	0.66	0.0	0.77	0.19	6.16	2.31	0.7	0.39	3.57	0.48	0.16	0.19	0.0	1.68	0.1	133.96	5.54	4.57	7.58	1.21	0.79	1.44
Gm4724	2.27	0.0	0.06	0.0	0.0	20.03	6.19	5.76	15.98	0.27	0.01	4.55	5.5	0.17	11.93	0.0	13.27	0.0	0.37	0.47	0.0	6.27	12.37	0.0	0.11	0.0	5.6	4.55	0.54	1.09	2.37	0.22	12.18	6.69	2.39	0.82	4.29	0.0	0.72	0.0	24.16	4.14	5.97	4.22	7.67	5.07	7.49
Gm5803	0.0	0.0	0.33	0.0	1.04	0.0	0.0	0.35	0.0	0.25	0.0	0.46	0.33	0.0	0.41	0.0	0.0	0.0	0.0	0.27	2.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.6	0.0	0.0	2.16	0.0	4.42	0.0	0.7	0.39	0.65
Gm9781	0.0	9.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.48	0.0	0.0	0.0	34.08	28.38	28.71
Gpr124	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	2.53	0.53	0.0	0.0	8.61	8.33	8.32
Gpr180	0.26	0.0	0.0	0.1	0.38	0.0	0.07	0.27	0.14	0.47	0.23	0.18	0.5	0.11	0.39	0.29	0.03	0.18	0.32	0.17	0.0	0.25	0.06	0.08	0.59	0.56	0.14	0.17	12.63	0.19	0.12	0.41	0.26	5.66	0.0	0.23	0.31	0.54	0.49	32.39	0.75	3.65	1.33	4.57	20.98	19.71	20.62
Grin1	11.37	0.21	0.0	27.19	0.86	17.78	16.01	11.15	0.76	0.37	4.71	6.43	16.62	10.36	50.02	12.81	7.58	1.06	8.49	1.39	0.58	5.46	0.25	0.0	12.18	4.11	54.65	2.24	15.36	10.11	2.6	1.03	19.36	25.24	5.29	24.76	11.58	65.29	5.57	5.85	56.11	5.86	7.57	9.85	389.58	403.6	404.44
Hmga1-rs1	0.44	67.88	0.0	1.04	42.94	0.0	5.73	1.9	1.54	35.77	0.26	38.28	29.95	27.33	12.45	37.58	4.11	0.56	0.0	0.0	3.0	3.14	3.58	0.0	0.0	0.0	3.7	5.41	0.0	12.96	0.0	11.34	0.64	1.51	71.14	49.53	26.68	0.76	87.44	0.2	265.21	2.07	11.39	13.3	47.68	49.24	34.99
Htr2c	0.0	0.0	0.0	0.17	0.0	0.0	0.03	51.37	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	2.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.67	0.0	0.0	0.0	32.24	32.1	28.82
Il17ra	0.17	0.1	0.0	0.47	0.54	0.07	0.05	0.0	0.02	0.06	0.13	0.0	0.44	0.16	0.33	0.33	0.15	0.05	0.16	0.22	0.0	0.49	0.36	0.27	0.05	0.32	0.05	0.0	0.29	0.14	0.0	0.2	0.25	1.03	0.0	0.0	0.18	0.0	0.05	0.08	76.21	6.45	5.11	5.02	13.28	12.23	11.53
Il20rb	9.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.73	0.0	0.0	0.0	0.8	0.86	0.58
Isoc2a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	121.48	0.0	1.96	0.0	31.43	34.84	32.45
Itga5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.44	0.2	1.56	1.18	3.93	4.11	3.81
Jdp2	0.0	0.0	0.48	0.0	0.0	0.0	0.0	4.78	0.0	0.0	0.0	0.79	0.0	0.0	0.0	0.0	2.07	0.0	0.37	0.0	0.0	0.0	0.0	0.97	0.0	0.0	1.09	0.54	0.0	0.0	0.0	0.0	0.48	4.73	0.56	4.33	0.0	0.77	0.37	1.19	8.75	0.78	2.24	2.94	54.04	55.88	50.43
Kazn	0.0	0.0	0.0	24.08	4.41	0.0	25.15	0.64	6.82	0.0	0.0	1.54	0.0	0.0	22.53	15.88	0.0	2.0	0.33	8.23	36.1	0.09	12.4	0.0	0.0	0.07	1.49	5.25	0.0	0.0	25.47	0.0	1.15	7.22	11.82	2.06	0.0	0.0	0.0	24.42	94.82	2.43	6.49	4.27	63.32	59.17	62.47
Kbtbd5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.48	0.0	0.0	0.0	0.0	0.0	0.25	138.75	15.23	14.33	14.89	6.65	7.07	6.98
Kdm4a	1.21	0.0	0.0	0.0	0.0	14.69	3.68	1.26	22.92	21.28	11.15	0.0	1.37	3.33	0.11	0.72	0.0	1.62	2.24	0.0	0.0	14.09	0.0	1.7	0.0	3.46	0.09	0.0	0.05	0.06	0.0	0.0	1.06	2.39	0.0	0.0	0.0	0.0	2.1	0.0	20.22	0.53	1.42	0.75	33.21	34.05	34.15
Klf9	42.23	0.0	0.11	15.83	63.4	1.84	30.82	40.46	8.26	0.0	0.04	16.64	5.77	38.61	8.29	0.0	7.54	0.0	19.33	6.22	0.0	0.0	14.12	0.0	0.0	0.0	25.1	21.22	5.35	42.7	0.0	21.2	1.21	25.83	13.91	0.0	8.57	0.0	28.01	10.66	107.03	108.54	101.68	105.62	127.72	133.21	122.44
Klri2	0.0	0.0	0.0	0.0	0.03	0.13	0.04	0.28	0.06	0.6	0.44	0.0	0.22	0.14	0.0	0.0	0.08	0.0	0.14	0.0	0.09	0.17	0.17	0.0	0.3	0.11	0.3	0.36	0.0	0.19	0.0	0.16	0.19	0.21	0.0	0.21	0.11	0.1	0.0	0.09	1.96	0.09	0.09	0.09	0.18	0.21	0.31
Krt20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.53	0.0	0.18	0.36	6.89	4.75	6.53
Ky	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.11	0.44	0.13	2.21	2.0	1.76
LOC622070	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89	0.0	0.0	0.0	0.0	0.0	0.0
Lace1	0.0	0.0	0.0	0.0	1.91	0.0	40.56	0.0	11.73	0.0	0.0	0.0	0.0	24.39	27.06	0.0	0.0	0.0	1.01	1.19	0.0	0.0	5.45	0.0	105.9	8.13	3.16	0.0	0.12	0.0	0.0	0.0	5.02	23.02	0.0	0.18	0.0	0.0	0.0	12.47	136.02	10.47	9.19	12.04	14.35	14.66	14.53
Limch1	23.13	0.0	36.71	17.35	0.02	0.04	0.03	0.36	0.78	7.58	3.52	5.94	2.14	0.0	5.31	1.17	13.15	13.53	46.21	0.87	0.06	7.67	11.84	0.0	0.0	0.0	0.03	22.67	0.44	0.31	1.0	28.31	0.0	6.75	7.65	0.0	1.15	39.97	0.0	2.49	155.27	1.78	0.55	2.12	53.13	53.13	57.18
Limd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	9.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.86	0.0	0.0	0.0	0.0	0.0	0.0	26.55	0.61	0.7	0.5	6.69	6.58	6.87
Lpar3	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.13	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.36	0.26	0.46
Lrfn1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.08	0.0	0.0	6.64	0.47	0.2	0.0	42.71	49.13	45.11
Lzts2	0.0	0.0	0.0	0.37	0.04	0.0	0.0	1.41	1.68	0.0	0.72	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.16	0.93	0.0	0.15	0.0	0.0	10.38	0.4	0.21	0.0	0.28	0.0	0.09	1.96	0.12	0.0	0.0	1.97	0.69	1.61	33.11	0.5	0.5	0.88	34.91	41.87	39.9
Mapk8ip3	21.67	40.65	0.0	75.49	114.05	0.28	27.89	26.95	33.98	34.61	41.12	5.73	40.67	16.57	84.86	41.03	45.83	73.58	26.42	0.99	11.71	42.43	7.37	24.44	3.87	3.98	43.74	11.51	19.19	14.61	21.53	54.82	44.36	20.93	2.54	1.2	66.79	92.08	40.9	39.25	148.71	21.85	26.25	30.64	224.21	229.53	233.17
Mcm3ap	9.45	0.0	0.0	0.0	1.69	0.04	0.0	0.28	0.01	0.0	0.0	1.94	1.06	8.08	1.68	17.24	8.82	0.4	0.0	0.04	54.93	9.6	7.74	0.0	0.66	32.86	4.13	0.0	0.32	25.32	1.07	0.0	0.0	10.13	0.0	1.17	0.0	0.0	0.62	6.53	91.77	7.02	5.08	3.63	27.34	27.67	27.57
Metrn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.65	1.12	1.55	1.04	61.59	63.33	70.47
Mmp23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.16	0.85	0.24	0.99	1.67	1.38	1.51
Morn5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6	0.0	10.28	0.0	0.0	0.0	0.0	169.14	3.24	2.66	4.84	0.6	0.98	1.38
Mt1	0.0	516.99	0.0	0.54	0.74	1.06	108.19	103.86	1.12	51.49	197.76	41.44	0.0	24.48	109.65	117.79	32.68	112.33	54.08	1.01	224.5	0.0	0.0	0.0	63.24	3.09	0.0	64.02	51.41	76.28	181.27	2.82	21.47	255.8	38.25	38.86	53.6	115.11	9.66	0.0	818.96	122.7	109.87	149.51	373.8	409.98	403.11
Mxra7	0.8	0.23	0.0	2.81	1.68	1.75	2.71	0.86	0.6	0.1	9.99	0.28	3.46	22.98	3.37	0.98	19.69	3.52	0.3	35.04	0.21	3.81	5.42	0.36	0.66	53.87	2.33	0.16	0.17	9.64	0.92	0.0	5.56	1.66	5.91	41.16	0.26	1.61	0.38	3.85	156.52	0.74	0.9	0.24	12.37	13.15	12.57
Myo1e	4.8	0.07	0.92	2.82	5.89	5.4	1.92	1.2	2.28	1.46	2.36	1.68	2.34	2.43	1.89	2.6	3.26	1.85	1.87	1.63	2.4	3.35	3.55	1.91	2.65	2.65	2.95	3.25	4.74	2.65	3.21	3.2	3.36	5.5	1.21	1.95	1.21	3.42	2.05	1.95	52.23	5.63	2.49	3.71	8.54	10.22	10.21
Npy	173305.25	1.6	1.46	115124.65	43922.94	59230.28	132042.44	105008.15	149629.49	134232.96	105498.11	122165.94	132052.33	122154.33	122963.43	126501.28	98464.67	102118.34	130527.91	173863.58	45711.04	166048.87	115420.41	191162.16	154857.31	124150.07	134158.33	153405.37	147732.76	141010.39	110523.31	101137.64	151963.58	985.16	145032.54	180453.32	137945.15	35571.91	95298.15	137580.94	68416.93	0.6	0.0	0.7	214.21	196.57	200.76
Nqo2	0.18	0.0	0.0	0.0	0.08	0.09	0.04	0.0	0.03	0.03	0.14	33.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.13	0.0	0.0	28.05	11.97	0.0	2.6	18.06	0.0	13.42	0.0	0.07	0.0	175.53	5.04	0.26	0.53	4.86	4.73	5.12
Nt5m	0.54	72.93	0.0	49.19	0.0	0.0	1.42	15.53	48.46	0.09	80.64	0.0	0.0	0.0	34.97	36.2	0.14	4.9	0.22	0.0	17.32	4.56	44.4	0.0	0.0	57.76	57.23	0.0	0.46	1.07	27.61	0.0	0.0	24.56	0.0	96.0	80.25	0.0	62.46	0.24	248.55	8.9	22.13	19.06	47.02	55.78	51.63
Ntsr2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	3.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.85	0.0	0.0	2.05	115.96	120.7	129.09
Nupr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91.45	0.0	0.0	0.0	0.0	0.0	34.24	0.0	34.66	0.0	0.0	0.0	0.0	49.28	33.88	260.17	56.0	0.0	651.61	0.0	2.96	0.0	13.06	13.7	14.67
Nxnl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.05	0.04	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.09	0.09	0.0	0.0	0.08	0.0	0.1	0.0	0.95	0.0	0.0	0.0	0.24	0.16	0.04
Odz4	19.59	0.0	0.0	7.48	0.01	22.76	21.53	6.13	14.83	22.41	1.08	0.02	12.05	6.48	13.68	6.04	1.0	5.64	14.32	2.32	9.61	5.46	10.67	2.23	0.04	5.31	2.45	0.08	15.99	0.0	1.73	1.65	4.96	6.57	7.08	5.89	5.46	13.83	5.18	3.88	74.06	2.21	1.21	1.32	30.76	27.31	33.46
Olfml2a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	1.54	2.24	2.08
P2rx4	35.65	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.68	0.06	0.0	0.0	0.0	0.0	0.0	41.38	45.18	0.0	0.0	0.0	0.0	0.49	0.0	0.0	2.14	0.0	41.46	0.0	11.53	0.0	38.8	1.76	0.0	6.29	0.0	56.25	0.0	0.0	0.0	0.0	167.91	6.79	9.05	9.48	12.79	15.14	13.47
Pard6g	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.96	0.0	0.0	0.0	4.96	0.0	0.0	91.02	3.41	1.31	0.99	5.58	5.49	5.08
Parp3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	18.53	1.13	0.65	1.06	3.41	3.36	3.99
Pcdh20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.45	0.0	0.0	0.0	0.0	12.68	0.06	147.34	0.0	0.0	0.07	18.14	16.79	19.2
Pcp4l1	0.0	148.89	124.11	34.47	38.88	614.76	0.0	0.0	0.05	0.0	0.26	0.0	0.0	107.19	0.25	36.57	0.0	0.42	0.18	0.16	409.48	4.79	0.0	0.14	0.0	0.0	0.0	0.0	0.0	45.01	0.0	11.53	0.0	19.2	0.18	0.0	77.57	396.51	0.12	0.0	1793.6	0.0	4.22	2.69	156.51	179.9	170.19
Pdk4	0.0	0.0	0.16	0.16	0.13	0.0	0.0	0.0	0.02	0.03	0.25	0.14	0.19	0.17	0.0	0.0	0.0	0.0	0.06	0.11	0.1	0.0	0.12	0.01	0.15	0.07	0.0	0.16	0.09	0.1	0.05	0.07	0.07	0.07	0.08	0.19	0.13	0.11	0.06	0.07	0.41	0.25	0.1	0.19	9.05	7.9	8.68
Plcz1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.1	0.0	0.0	0.0	0.54	1.03	1.31
Plekha6	0.0	0.0	0.21	8.4	0.0	0.0	0.36	0.05	0.36	0.02	0.02	0.0	0.0	0.04	0.0	15.18	0.04	2.49	0.16	0.0	0.0	6.74	0.33	0.0	0.0	0.0	1.02	0.0	7.81	5.42	0.46	0.06	4.3	12.09	0.0	0.0	0.0	0.0	0.0	0.0	68.92	6.69	7.34	4.74	47.56	44.89	49.5
Poli	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	32.54	0.0	0.0	0.0	19.95	0.0	0.0	26.8	0.0	0.0	0.0	0.0	0.0	0.0	0.47	0.0	0.0	0.11	0.0	0.0	0.1	5.54	0.0	0.0	0.0	0.0	12.14	0.0	65.61	8.31	8.06	7.43	11.01	12.62	12.16
Prkab2	0.0	0.0	0.0	0.0	0.0	0.0	18.07	0.26	0.0	0.0	26.04	24.55	2.53	22.4	0.0	0.28	25.0	51.5	0.66	0.0	0.06	0.0	19.43	0.0	0.0	0.42	0.0	0.0	27.15	0.0	0.0	0.0	0.0	22.66	0.0	0.0	0.0	0.0	0.81	2.12	93.65	9.1	4.49	3.48	31.73	29.61	32.56
Prok2	0.0	0.0	0.0	0.0	0.0	33.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.64	0.0	0.0	4.57	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.71	0.0	0.0	0.0	0.55	0.6	0.33
Prss48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	0.0	0.0	0.0	0.0	0.0	0.11
Prune	36.52	19.68	53.49	31.4	0.0	0.0	13.54	13.64	29.87	0.0	0.04	0.0	0.0	0.88	92.5	0.0	20.42	44.24	2.77	37.18	0.0	0.0	39.98	36.94	0.07	4.86	68.68	33.92	17.72	47.53	62.56	38.56	86.67	3.54	0.0	0.0	22.81	23.97	67.17	6.46	284.99	22.36	21.97	27.13	24.15	23.88	22.47
