	Chrna2_tdTpositive_cell_54	Cux2_tdTnegative_cell_4	Gad2_tdTpositive_cell_47	Gad2_tdTpositive_cell_55	Ndnf_tdTpositive_cell_20	Nkx2.1_tdTpositive_cell_18	Pvalb_tdTpositive_cell_2	Pvalb_tdTpositive_cell_3	Pvalb_tdTpositive_cell_4	Pvalb_tdTpositive_cell_5	Pvalb_tdTpositive_cell_6	Pvalb_tdTpositive_cell_7	Pvalb_tdTpositive_cell_8	Pvalb_tdTpositive_cell_12	Pvalb_tdTpositive_cell_13	Pvalb_tdTpositive_cell_17	Pvalb_tdTpositive_cell_21	Pvalb_tdTpositive_cell_22	Pvalb_tdTpositive_cell_26	Pvalb_tdTpositive_cell_40	Pvalb_tdTpositive_cell_42	Pvalb_tdTpositive_cell_45	Pvalb_tdTpositive_cell_47	Pvalb_tdTpositive_cell_49	Pvalb_tdTpositive_cell_51	Pvalb_tdTpositive_cell_55	Pvalb_tdTpositive_cell_69	Pvalb_tdTpositive_cell_75	Pvalb_tdTpositive_cell_78	PvalbD.Slc32a1_tdTpositive_cell_18	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbD.Slc32a1_tdTpositive_cell_26	PvalbF.Gad2_tdTpositive_cell_5	PvalbF.Gad2_tdTpositive_cell_8	PvalbF.Gad2_tdTpositive_cell_14	PvalbF.Gad2_tdTpositive_cell_15	PvalbF.Gad2_tdTpositive_cell_21	PvalbF.Gad2_tdTpositive_cell_23	PvalbF.Gad2_tdTpositive_cell_30	PvalbF.Gad2_tdTpositive_cell_34	PvalbF.Gad2_tdTpositive_cell_39	PvalbF.Gad2_tdTpositive_cell_40	PvalbF.Gad2_tdTpositive_cell_42	Rbp4_tdTpositive_cell_51	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Frem3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.35	0.55
Fscn2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.38	0.3
Fstl5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.54	27.58	2.99	3.15	10.81	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	157.96	0.0	0.0	0.0	3.11	2.03	0.0	15.39	0.0	28.67	9.93	0.0	0.09	0.0	0.0	0.0	0.0	63.58	23.08	0.04	13.65	12.27	12.59
Fus	11.56	0.0	0.51	5.04	0.0	1.38	0.0	0.0	0.2	0.0	4.49	2.58	7.81	14.93	0.0	3.83	4.33	2.08	1.09	8.19	4.63	0.0	0.0	0.16	22.26	5.72	1.63	3.87	7.78	5.49	22.35	3.19	0.0	4.31	3.01	8.35	6.36	10.5	7.39	5.27	0.84	7.47	4.46	1.07	236.98	238.88	232.01
Ggt5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23	1.36	0.96
Gm15987	0.0	1.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.79	0.0	0.0	0.52	0.0	0.0	0.0	0.0	0.0	0.0	3.12	0.25	0.68	0.29	1.41	0.0	0.0	0.0	0.39	0.72	0.0	0.0	0.0	0.87	0.52	0.0	0.0	0.52	0.0	0.0	0.21	0.09	0.0
Gm15997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.2	0.48
Gm20268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0
Gm4971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm5129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	108.9	0.0	0.0	0.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.7	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.18
Gm8096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.06	0.16
Gstcd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.34	27.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.83	4.58	4.2
Gtdc1	4.81	2.62	49.61	17.32	0.0	56.4	7.85	38.41	2.82	38.93	6.18	12.96	11.47	12.74	37.66	14.84	12.99	36.43	9.93	38.11	11.17	10.1	9.41	15.23	91.69	11.77	78.27	11.86	66.35	19.84	47.11	13.5	17.58	83.07	12.01	11.51	107.26	14.4	12.06	37.27	24.37	44.9	62.45	42.82	58.73	53.38	59.5
Herpud2	1.25	0.0	0.0	47.93	0.0	46.31	46.55	11.24	21.23	1.22	28.98	47.47	13.1	35.14	0.91	60.63	38.29	11.86	45.81	1.74	7.33	30.08	15.87	0.0	97.43	35.85	0.0	10.88	24.13	21.37	2.43	31.52	42.57	38.35	12.39	8.09	60.44	28.93	53.05	50.63	0.0	9.94	48.25	0.14	46.26	46.54	43.13
Htra2	0.0	0.0	8.16	0.0	0.0	12.07	22.28	0.0	0.0	0.0	0.2	40.72	83.65	0.0	0.0	0.0	0.0	32.2	0.0	0.7	0.0	0.0	0.0	0.0	177.23	0.0	0.0	35.7	41.36	15.12	0.0	49.96	0.0	0.0	0.0	0.0	0.0	38.05	0.32	42.36	0.89	0.0	0.0	71.49	32.07	37.85	34.39
Hyou1	8.34	0.08	1.17	0.51	0.0	0.94	14.19	1.88	1.0	0.11	1.3	22.24	3.96	2.07	40.56	1.42	0.18	1.7	1.25	2.81	1.74	0.52	1.74	1.37	37.65	19.97	0.92	2.0	1.64	0.16	22.32	0.98	2.29	21.79	4.25	1.07	2.04	1.33	1.45	40.03	2.26	2.81	0.91	1.22	59.99	58.04	57.41
Ier5	8.29	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	10.09	11.74	0.39	0.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71	0.14	0.0	30.2	0.87	0.0	0.0	0.0	0.0	0.0	1.11	15.56	0.0	0.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.41	75.64	62.19
Irak1bp1	2.05	0.0	6.48	5.08	0.0	2.55	30.35	11.59	42.76	0.0	2.37	23.0	12.48	52.01	19.78	38.31	0.93	29.23	12.44	5.31	3.59	48.23	0.25	2.1	86.93	3.32	0.43	41.11	42.79	20.21	0.0	0.0	9.04	4.77	27.03	22.99	36.17	12.79	70.46	36.67	1.4	0.3	1.5	35.46	24.24	24.16	24.23
Kif17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.47	0.0	0.0	0.0	0.0	0.0	0.0	6.64	0.0	1.7	0.0	0.0	0.27	0.0	0.14	0.0	0.0	0.0	0.0	0.0	21.19	19.59	21.3
Kifc3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.89	0.0	0.0	0.0	0.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	20.25	0.0	0.16	4.97	55.82	0.0	0.0	3.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.46	6.21	0.0	18.03	0.07	38.63	41.59	38.76
Ldhb	8970.97	2593.67	6819.53	7692.96	0.0	8752.31	8798.32	8750.45	10118.08	10894.4	8525.9	8892.3	7735.26	8217.62	8583.06	8517.89	9220.91	9343.6	8808.99	8574.79	10165.1	9166.61	9602.81	7343.35	5915.04	7785.08	11261.44	10004.69	7259.91	9074.03	13571.31	7287.29	12546.17	9106.97	8513.41	9755.78	8904.1	7659.83	11010.48	8275.76	6703.36	7724.63	10182.84	11746.38	737.58	774.98	752.92
Lonrf1	0.77	0.0	3.17	0.9	0.0	2.53	0.9	21.01	0.06	15.55	7.44	8.71	2.28	2.24	2.02	1.11	3.62	2.22	3.22	2.05	2.14	6.58	2.07	2.97	41.1	5.09	2.81	2.32	1.83	9.4	2.7	5.04	2.93	2.59	2.7	18.59	2.32	1.78	1.37	1.61	3.47	27.25	1.53	1.41	20.65	19.77	17.87
Mcm9	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.12	2.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.49	0.0	0.0	0.0	0.0	0.0	4.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.04	3.39	3.22
Mdc1	0.31	0.0	0.37	0.63	0.0	2.28	0.6	1.04	9.5	1.71	0.69	1.36	1.12	1.8	1.28	0.5	1.06	0.11	0.35	1.25	9.96	3.3	1.65	0.8	19.59	0.35	1.21	0.69	0.81	0.74	1.39	14.06	0.58	0.47	3.02	1.11	11.55	0.63	0.9	0.97	0.63	16.8	0.53	1.59	8.22	9.1	8.61
Mdm4	42.28	0.0	0.0	12.08	0.0	23.44	15.89	11.79	45.87	3.4	0.78	13.18	16.12	68.06	27.27	15.59	80.89	8.66	0.43	0.0	19.07	1.1	1.83	11.57	234.31	33.32	0.0	5.43	52.67	2.24	34.39	20.94	47.07	34.29	5.56	4.22	14.31	15.36	0.0	16.86	6.63	0.0	0.0	12.32	37.43	31.41	38.52
Mdn1	0.32	0.0	1.65	0.6	0.0	1.07	2.14	6.25	0.0	3.01	3.58	4.76	0.69	10.52	0.0	16.4	6.09	7.18	0.61	9.18	6.6	8.98	6.9	2.77	26.33	11.41	4.16	5.75	0.97	3.83	1.65	9.62	7.81	16.08	12.3	9.95	0.5	15.55	4.63	8.91	0.0	5.91	1.41	1.47	15.23	12.55	16.12
Med25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.52	0.0	0.0	0.0	0.0	0.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	59.42	67.15	67.28
Mgat4a	0.0	0.0	0.09	0.0	0.0	2.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.74	0.0	1.6	0.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.53	0.0	33.07	0.0	0.0	0.0	0.0	0.92	0.63	0.0	0.0	0.0	7.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.07	15.88	16.11
Mocs1	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.94	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	7.35	7.24	7.88
Morn1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.28	0.0	0.0	0.0	0.0	0.0	0.0	8.12	4.27	0.0	0.0	0.0	0.0	2.38	0.0	0.56	0.0	109.95	0.0	0.0	0.0	0.0	11.79	0.0	0.0	0.0	0.0	0.0	0.0	9.87	12.25	36.22	0.0	0.0	0.0	6.62	0.0	4.08	4.76	5.57
Mtap1a	0.04	0.15	26.65	46.44	0.0	18.47	35.91	35.57	27.87	80.19	32.83	27.1	49.88	13.87	25.01	59.45	47.91	51.61	51.52	38.02	39.82	3.77	25.02	41.66	69.28	39.15	48.68	62.03	21.9	62.74	58.63	52.97	26.33	29.3	25.66	41.34	32.65	21.3	42.28	40.04	15.69	51.77	53.55	59.79	314.16	309.4	342.35
Mtap7d1	113.91	0.0	10.86	16.98	0.0	3.17	0.19	0.88	39.15	24.58	15.46	25.93	3.23	27.42	26.93	24.39	4.47	43.15	14.19	0.0	16.95	0.0	4.9	16.13	57.41	0.0	13.03	19.02	7.41	7.42	0.0	28.57	28.39	28.65	18.4	11.92	2.74	14.05	14.47	38.56	1.27	1.2	13.78	0.06	184.55	212.08	197.8
Mx2	5.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39	1.72	1.21
Mybl1	0.0	0.0	0.0	1.93	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.86	0.0	0.0	0.0	3.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.35	1.87	1.94
Nmral1	332.94	0.0	0.0	0.0	0.0	45.03	46.79	0.0	125.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.78	0.0	0.0	0.0	0.0	0.0	0.0	120.33	46.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.98	16.8	17.07
Nos1ap	0.0	0.0	3.0	0.0	0.0	20.23	13.75	29.79	0.0	0.0	11.55	0.0	0.0	0.0	20.77	18.35	2.65	10.8	0.0	1.83	10.46	2.31	34.85	0.0	37.73	43.38	36.16	9.22	12.27	0.47	19.93	30.26	0.27	47.66	16.12	44.0	21.3	46.37	43.77	16.77	3.73	32.89	0.0	4.89	86.8	83.23	89.82
Nup155	0.0	0.0	0.0	0.35	0.0	0.0	6.49	4.65	2.15	0.0	0.0	0.0	3.79	19.67	9.98	7.35	5.48	0.0	1.88	12.54	23.34	0.0	0.0	10.87	41.37	0.0	4.66	2.41	0.04	0.0	2.27	0.0	14.12	1.64	19.2	4.37	0.0	3.87	0.0	1.78	6.78	20.36	0.0	19.66	12.0	10.48	10.27
Odz1	0.0	0.0	0.11	0.0	0.0	0.0	2.45	0.17	0.0	11.48	0.0	0.0	20.43	0.0	9.5	21.72	0.0	9.01	0.24	0.07	0.0	0.0	0.0	6.01	29.2	0.8	4.57	0.65	0.75	1.1	0.0	9.94	0.0	1.63	0.18	0.0	0.0	0.0	0.38	4.42	0.0	0.0	1.02	0.0	13.1	10.62	12.45
Olfr907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Oxsr1	0.0	0.0	0.0	11.01	0.0	0.0	0.0	0.0	0.0	25.59	0.58	0.0	2.56	6.16	11.88	4.07	8.43	0.0	15.57	9.31	0.0	0.0	4.31	3.6	43.39	0.72	14.08	7.66	0.0	4.88	0.0	10.7	0.0	0.72	2.03	16.45	11.41	0.0	0.0	9.23	0.0	1.63	0.0	0.0	31.87	31.34	33.79
Pank1	59.31	0.0	4.02	0.21	0.0	0.0	0.0	38.85	0.0	0.0	3.46	0.0	48.59	8.09	34.03	0.69	5.72	0.0	34.33	1.52	7.53	0.0	44.69	0.0	137.42	10.44	0.0	0.0	51.36	6.48	2.92	0.0	5.62	2.58	24.45	0.0	2.85	4.63	57.24	0.0	20.32	0.0	0.49	27.12	18.07	16.15	16.9
Pcdh8	22.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.02	0.0	0.0	0.0	0.0	3.02	0.0	0.0	0.0	0.0	0.0	0.0	13.39	0.0	0.0	0.08	35.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.98	0.0	0.0	0.0	25.22	27.66	31.46	29.13
Pcdhb15	0.0	0.0	0.0	0.0	0.0	0.0	6.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	64.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.25	0.0	0.0	0.0	0.0	0.0	3.88	3.31	3.09
Pcdhga7	0.0	112.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.72	13.31	12.83	12.65
Pde10a	0.0	0.0	0.43	20.9	0.0	34.63	4.32	4.48	0.0	17.22	13.74	0.0	27.58	16.78	22.42	25.42	4.54	0.07	1.68	27.27	0.08	0.0	0.65	0.04	36.56	13.51	0.1	15.26	3.61	17.0	22.51	55.82	0.0	0.14	8.17	6.62	21.04	11.55	38.19	23.23	0.0	1.25	0.29	4.28	105.5	95.25	101.22
Pip4k2b	0.0	0.0	0.36	0.11	0.0	0.16	0.0	0.14	2.0	12.27	0.0	0.0	0.0	0.0	4.07	2.24	0.93	4.04	6.85	0.0	0.0	0.0	0.0	0.11	23.14	1.02	0.0	0.42	0.34	0.7	0.16	0.0	0.0	0.0	0.0	2.82	0.0	0.09	0.0	4.71	10.9	0.0	0.0	0.0	83.28	80.17	79.56
Plcb3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.73	10.65	11.61
Polr1a	0.04	0.0	0.2	0.0	0.0	0.0	0.0	16.89	4.43	10.9	1.39	12.46	0.0	12.16	0.0	15.62	0.0	0.0	0.0	28.13	0.0	0.0	0.0	15.5	39.19	3.34	0.06	16.73	0.0	0.23	0.0	9.99	12.42	4.79	15.85	0.0	7.18	0.0	1.92	0.0	0.0	18.53	9.87	0.0	16.33	16.64	16.75
Ppp5c	0.0	0.0	0.0	41.66	0.0	26.93	0.29	0.0	0.0	4.19	46.01	0.0	0.0	67.88	0.0	42.08	57.69	19.01	3.7	18.32	0.0	0.0	5.58	0.0	179.63	0.65	74.38	0.0	71.35	12.88	0.0	5.31	40.15	43.93	90.28	122.71	0.0	0.0	0.0	13.1	0.0	0.0	4.18	0.19	125.26	136.33	124.06
Prelid2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.27	0.29
Prex1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.65	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	56.59	0.0	0.0	0.0	0.0	0.0	0.08	0.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.32	15.43	0.0	0.0	62.45	62.93	72.01
Prkcd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.87	10.93	9.39
Prr24	0.0	0.0	4.28	0.0	0.0	12.14	2.5	0.0	26.47	0.0	9.68	0.46	0.0	0.0	5.02	20.33	0.0	0.33	2.14	0.0	0.0	19.09	2.77	0.18	132.65	26.77	26.75	21.48	28.13	0.0	10.73	0.0	10.85	0.0	0.0	2.1	1.75	4.68	29.61	18.57	5.79	0.0	26.17	4.22	36.73	42.02	40.0
Prrt3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.64	0.0	0.0	9.99	0.0	0.0	0.0	31.72	15.11	2.7	2.22	0.0	0.0	0.67	0.22	0.0	29.93	0.0	0.0	0.0	23.66	0.0	0.0	0.0	0.16	0.0	0.47	39.26	41.02	44.37
Psg26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.17	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ptges	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.15	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.9	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.26	0.0	0.0	0.15	0.0	0.0	2.42	2.65	2.37
Pygo2	0.0	0.0	0.0	0.0	0.0	0.0	17.28	0.0	0.0	0.0	0.0	0.0	10.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	63.75	0.0	0.0	0.0	0.0	0.0	0.1	0.0	7.01	0.0	0.0	1.64	39.26	0.0	0.37	2.14	0.0	0.0	0.0	0.06	39.59	39.08	37.66
Rab43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.02	0.0	1.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.1	19.05	0.0	0.0	0.0	11.38	0.0	1.84	14.77	1.29	3.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.43	14.19	12.43
Rbm38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	46.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.86	2.16	1.68
Rgs7	0.0	0.0	0.0	0.0	0.0	41.56	27.64	30.64	22.53	0.0	6.82	0.0	0.0	0.0	15.23	0.0	0.0	0.0	1.27	30.35	10.54	0.0	0.19	20.38	105.99	0.11	35.69	18.14	0.0	9.53	23.48	33.97	0.0	20.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.52	29.3	88.61	86.6	88.47
Rnaset2a	0.0	0.0	0.0	0.0	0.0	0.0	30.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.26	0.0	0.0	0.0	0.0	0.0	67.08	4.24	0.0	0.0	26.11	0.0	0.0	0.0	0.0	0.0	25.98	0.0	0.0	1.97	0.0	0.0	0.0	0.0	0.0	0.0	42.96	41.77	40.36
Rps10	418.88	510.95	20.53	110.51	0.0	58.96	205.88	150.44	96.47	324.85	134.1	93.51	25.99	107.61	104.19	215.27	75.16	64.0	91.44	137.3	39.43	105.56	266.43	70.4	359.91	293.15	225.09	109.68	189.83	81.53	82.87	180.92	34.11	115.21	188.99	147.98	35.44	120.31	154.35	151.57	129.58	83.86	38.62	92.76	332.23	401.77	364.23
Sardh	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	2.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.95	6.49	7.48
Sesn2	0.0	0.0	0.0	0.0	0.0	0.0	18.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.15	19.57	0.0	0.0	0.0	0.0	0.0	10.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.86	11.87	9.1
Slc25a45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.41	4.54	5.03
Slc5a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.12
Snord49b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.86
