	Chrna2_tdTpositive_cell_54	Htr3a_tdTpositive_cell_85	Pvalb_tdTpositive_cell_3	Pvalb_tdTpositive_cell_4	Pvalb_tdTpositive_cell_5	Pvalb_tdTpositive_cell_26	Pvalb_tdTpositive_cell_42	Pvalb_tdTpositive_cell_47	Pvalb_tdTpositive_cell_69	Pvalb_tdTpositive_cell_75	PvalbD.Slc32a1_tdTpositive_cell_9	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbF.Gad2_tdTpositive_cell_5	PvalbF.Gad2_tdTpositive_cell_15	PvalbF.Gad2_tdTpositive_cell_30	PvalbF.Gad2_tdTpositive_cell_42	PvalbF.Gad2_tdTpositive_cell_48	PvalbF.Gad2_tdTpositive_cell_49	PvalbF.Gad2_tdTpositive_cell_51	PvalbF.Gad2_tdTpositive_cell_52	PvalbF.Gad2_tdTpositive_cell_53	PvalbF.Gad2_tdTpositive_cell_54	PvalbF.Gad2_tdTpositive_cell_55	PvalbF.Gad2_tdTpositive_cell_56	PvalbF.Gad2_tdTpositive_cell_59	PvalbF.Gad2_tdTpositive_cell_60	PvalbF.Gad2_tdTpositive_cell_62	PvalbF.Gad2_tdTpositive_cell_63	PvalbF.Gad2_tdTpositive_cell_64	PvalbF.Gad2_tdTpositive_cell_65	PvalbF.Gad2_tdTpositive_cell_70	PvalbF.Gad2_tdTpositive_cell_71	PvalbF.Gad2_tdTpositive_cell_72	PvalbF.Gad2_tdTpositive_cell_77	PvalbF.Gad2_tdTpositive_cell_81	PvalbF.Gad2_tdTpositive_cell_83	Rbp4_tdTpositive_cell_51	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Klhl21	0.0	0.16	0.0	40.58	0.0	0.0	9.22	0.0	0.0	0.0	0.14	0.0	0.21	0.0	0.0	0.12	0.28	0.0	0.0	0.0	0.22	0.2	0.16	0.25	0.05	0.05	0.0	0.0	0.09	0.19	0.0	59.32	0.08	0.08	0.0	0.19	0.06	15.22	15.42	12.53
Lat2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.5	0.0	0.0	10.28	0.0	0.0	3.87	2.71	3.36
Ldhb	8970.97	8550.52	8750.45	10118.08	10894.4	8808.99	10165.1	9602.81	11261.44	10004.69	7834.03	13571.31	12546.17	9755.78	11010.48	10182.84	7057.76	6851.78	7891.81	7551.43	6831.71	7750.55	7070.46	7124.4	7194.73	7205.83	7185.39	9082.37	7352.41	7441.82	7910.47	6628.6	7322.67	8351.44	7830.1	8111.86	11746.38	737.58	774.98	752.92
Leap2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.06	19.13	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0
Lmbr1l	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	31.09	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	4.84	0.0	0.0	0.52	0.0	0.0	2.3	0.0	45.75	0.0	0.7	0.0	0.0	0.0	10.73	11.03	8.7
Lrrc4	133.94	48.9	39.07	61.81	7.74	43.85	9.09	56.33	42.49	0.59	33.38	4.2	28.05	26.55	6.67	84.5	57.11	49.26	12.69	35.09	44.89	79.66	33.57	87.25	71.81	42.99	74.88	24.44	4.65	56.56	46.53	237.72	41.64	104.62	18.71	37.97	46.61	70.72	68.88	67.82
Mef2d	0.0	0.0	0.0	0.0	0.0	0.0	1.06	0.0	0.0	0.0	0.0	2.6	1.33	2.31	0.0	0.0	0.0	8.45	0.0	0.0	6.04	3.74	2.99	0.0	3.96	0.0	0.0	0.0	0.0	0.0	0.0	17.18	0.0	0.0	1.92	0.0	3.73	110.76	106.58	106.74
Mertk	0.07	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.12	0.09	0.0	0.0	0.11	0.0	0.0	0.0	0.11	0.11	0.0	0.28	0.0	0.0	13.97	4.07	0.0	0.2	0.0	0.07	0.1	0.0	0.0	34.35	0.1	0.11	0.0	0.1	0.0	25.29	21.03	26.02
Mical3	0.0	2.38	0.0	1.63	0.0	2.1	0.0	3.64	0.0	0.0	0.0	0.0	19.74	0.0	0.0	0.0	0.0	0.0	5.47	0.0	0.0	0.0	0.0	0.26	0.0	5.1	0.0	23.9	0.0	1.71	0.0	55.77	0.0	0.0	0.0	0.12	0.0	31.45	29.99	36.22
Mmp23	0.0	0.0	0.0	0.0	0.0	0.0	1.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.62	0.0	0.0	0.0	0.0	0.0	1.67	1.38	1.51
Mob3b	0.04	1.11	0.24	0.03	0.26	0.0	0.4	0.08	0.43	0.45	0.42	0.28	0.27	0.63	0.34	0.24	0.51	0.59	0.46	0.0	0.51	0.83	0.5	0.71	0.59	0.86	0.77	0.37	0.53	0.13	0.42	1.34	0.31	0.3	0.81	0.62	0.21	2.06	1.95	2.08
Mxra7	0.15	2.84	0.83	0.0	0.35	0.6	0.56	0.29	0.88	1.32	1.15	1.31	2.01	2.12	0.65	1.57	1.42	0.24	1.77	0.54	1.24	1.04	1.49	1.49	2.36	1.41	0.0	1.53	0.0	0.64	3.92	56.73	4.51	2.13	1.31	10.72	1.08	12.37	13.15	12.57
Myl4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.75	0.0	0.0	27.17	0.0	0.0	11.17	0.0	0.23	42.22	37.61	42.4
Nid2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	1.99	2.01	2.41
Nle1	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.0	0.0	3.98	0.0	24.4	0.0	0.0	0.0	0.0	0.0	0.0	5.25	41.95	28.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.37	0.0	0.0	41.08	0.0	0.0	12.32	14.41	14.81
Nusap1	0.0	0.0	0.0	0.0	0.0	0.53	0.0	0.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61	0.0	0.0	0.32	0.0	7.39	0.0	0.0	0.52	0.0	0.0	0.13	0.0	23.0	0.0	0.0	0.0	0.0	0.0	1.96	1.8	2.14
Pax8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.04
Pcdhga3	0.0	0.0	0.0	0.0	18.5	0.0	0.0	0.0	0.0	34.5	0.0	0.96	14.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.23	11.1	0.0	0.0	0.0	0.0	0.0	0.0	57.4	0.0	0.0	0.0	0.0	0.0	14.42	16.32	18.38
Pelp1	0.0	0.09	0.0	0.0	0.0	0.0	0.0	5.04	0.0	0.0	2.96	0.0	0.0	8.06	0.47	0.0	1.06	0.0	0.0	7.36	0.0	1.86	0.0	0.0	0.0	0.09	0.0	0.0	4.77	0.0	0.0	21.55	0.0	1.96	0.0	0.0	0.0	24.86	25.3	25.3
Pik3r6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.54	0.0	0.0	0.0	0.0	0.0	2.77	2.81	3.37
Pla2r1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.05	0.0	0.0	0.41	0.31	0.45
Plxna1	0.0	0.0	2.22	0.0	1.51	0.5	4.82	0.0	3.09	0.5	0.0	2.52	6.69	0.81	8.48	19.8	0.0	2.14	1.3	12.67	0.0	0.0	0.0	13.03	0.0	1.3	0.0	3.03	0.72	0.25	0.0	30.52	1.0	1.81	10.46	0.0	0.0	35.88	37.83	38.57
Ppwd1	0.0	0.0	0.0	0.0	0.0	28.37	1.1	3.7	0.95	2.99	0.47	3.06	6.24	0.55	0.91	2.68	7.06	6.64	2.24	1.57	15.62	22.36	12.81	0.0	0.0	2.13	0.0	20.35	7.03	0.48	1.98	81.01	0.31	1.12	9.53	3.44	4.54	6.44	6.14	6.69
Prelid2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.21	0.0	0.0	0.0	0.0	0.0	0.43	0.27	0.29
Prrt3	0.0	0.0	0.21	0.0	0.87	0.0	9.99	0.0	2.7	2.22	39.07	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	6.49	0.0	0.0	0.0	0.0	0.23	0.0	2.64	0.0	31.82	0.0	0.0	0.0	0.74	0.47	39.26	41.02	44.37
Ptger4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.27	0.0	0.0	0.0	1.16	0.0	1.26	0.95	0.8
Raly	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7	3.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	20.1	33.29	0.0	0.0	4.0	0.0	0.0	115.6	114.16	116.41
Rbm33	0.0	0.78	0.0	0.0	0.0	0.16	2.02	23.3	5.95	0.99	3.64	0.0	3.22	22.8	0.17	3.0	0.0	0.0	0.23	0.0	0.09	13.45	7.02	0.15	0.24	0.07	0.27	3.62	0.0	0.0	1.25	51.31	5.12	22.63	1.05	0.4	0.06	31.73	30.47	35.36
Rhbdd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.57	0.0	0.0	0.0	0.0	0.0	4.54	5.49	5.06
Rimkla	0.0	35.36	0.17	6.39	0.0	0.0	0.0	91.53	63.74	0.07	32.46	10.72	13.77	0.0	0.0	0.0	0.0	18.25	0.0	0.0	0.0	0.0	0.0	51.4	0.0	0.0	0.27	11.6	0.0	0.0	42.9	65.65	7.87	0.0	10.09	0.0	18.34	10.17	9.06	8.76
Rundc3b	0.0	0.0	0.0	0.0	0.0	0.0	12.83	7.82	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.77	0.0	0.0	0.0	0.0	2.23	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	54.02	0.4	0.0	0.0	0.0	0.11	29.92	30.02	29.47
Scarna13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.64	0.0	0.0	0.0	0.0	0.0	1.64	1.31	0.42
Slc12a9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.15	0.25	0.0	0.12	0.0	15.72	0.41	0.0	0.0	0.0	0.0	0.0	4.68	0.0	4.25	0.0	0.0	0.0	1.65	0.0	0.11	2.22	14.01	0.0	0.0	0.0	0.0	0.0	21.54	25.65	25.1
Slc26a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.49	0.0	0.0	0.0	0.0	0.0	1.28	1.52	2.05
Slc31a2	0.0	0.18	2.69	0.0	0.0	45.24	0.0	0.51	0.21	0.0	0.0	23.71	0.0	0.0	52.29	0.0	0.0	0.0	0.0	0.29	0.0	0.0	2.28	0.0	0.17	0.0	0.2	0.0	0.0	0.0	0.0	69.66	0.0	0.0	0.0	0.0	0.0	12.26	11.81	10.81
Smtn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.58	1.64	0.11	2.38	0.0	0.0	4.91	6.04	5.54
Snhg5	0.0	0.0	36.17	0.0	0.0	0.0	0.0	86.25	0.0	0.0	0.0	0.0	0.41	0.0	164.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	96.92	0.0	0.0	37.32	0.0	0.0	0.0	0.0	105.1	0.0	4.65	53.97	0.0	56.09	14.1	13.35	12.39
Snora69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.76	0.0	0.0	0.0	0.0	0.0	0.0	1.08	0.0
Sntn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.4	0.76	0.42
Spag4	0.0	0.0	0.0	0.0	0.0	0.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.43	0.0	0.0	0.0	0.65	0.0	0.0	0.0	0.0	0.0	55.17	0.0	0.0	0.0	2.63	0.0	2.66	3.38	3.43
Stat5b	16.18	0.06	0.0	0.0	0.0	0.0	0.0	25.58	0.0	0.37	0.0	0.0	0.0	1.75	0.0	0.0	0.0	0.39	0.0	0.0	5.96	1.84	2.95	0.0	0.0	0.26	4.67	0.6	0.0	0.69	0.08	34.24	0.0	0.0	0.0	0.0	0.0	17.97	18.48	16.87
Tert	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.66	0.0	0.0	0.0	0.0	0.0	0.95	1.46	1.1
Tspan4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	55.67	36.83	2.02	0.26	0.0	87.35	0.0	0.0	0.0	0.0	0.0	16.88	16.55	15.04
Ttk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.0	0.0	0.0	0.0	0.0	0.34	0.38	0.6
Tysnd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	28.64	0.0	0.0	10.42	1.1	0.0	0.0	0.0	41.51	0.0	0.0	0.32	0.0	2.73	17.18	21.61	21.13
Uhrf1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.56	0.0	0.0	0.22	0.0	0.0	1.27	1.48	1.62
Vmn2r118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.09
Vmn2r18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.24	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.0
Vopp1	0.0	0.0	20.86	0.0	0.0	0.0	0.67	15.56	0.0	0.0	0.0	0.1	0.0	15.98	0.56	0.0	0.0	0.0	0.0	0.0	3.81	0.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.4	0.0	83.11	0.0	0.0	23.4	0.73	0.0	94.53	95.58	89.3
Wdr62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.01	0.0	0.0	0.0	0.0	0.0	0.93	1.07	0.92
Zbtb8b	0.3	0.63	0.0	0.16	0.0	0.5	4.96	31.93	0.13	0.0	0.32	0.65	13.65	0.73	0.8	0.27	0.51	0.6	0.11	0.28	0.21	1.06	0.41	0.48	0.12	0.58	0.06	0.15	0.83	0.29	16.0	50.98	1.48	1.37	1.05	0.45	0.81	4.53	5.45	5.08
Zfand2a	27.67	0.1	0.2	1.61	27.69	18.01	0.0	0.0	0.23	1.7	0.0	39.73	1.19	2.39	0.0	0.0	2.1	0.0	0.0	1.83	0.0	0.44	2.8	0.0	0.11	0.27	0.19	0.97	9.01	2.99	3.52	24.69	0.12	0.0	0.54	0.11	8.14	50.77	49.52	45.23
Zfp238	15.61	0.0	2.0	10.25	15.84	4.59	3.03	0.0	0.0	0.0	0.0	0.0	0.0	16.01	5.95	0.31	4.94	0.0	0.91	0.0	10.64	0.0	3.44	1.54	1.48	9.49	1.92	0.0	11.35	12.91	4.93	59.11	3.22	6.54	8.16	0.91	0.57	221.06	223.84	211.8
Zfp532	0.0	0.0	15.9	0.0	0.0	9.03	0.0	0.0	0.0	0.11	0.0	0.0	0.0	2.27	5.73	1.95	4.75	0.0	0.0	11.45	0.0	0.0	0.0	0.0	15.39	0.0	14.89	0.0	0.0	0.07	0.0	37.78	0.0	6.85	4.89	0.0	0.0	27.18	26.39	27.61
Zfp619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.2	0.0	0.08	0.06	0.0	16.27	0.0	0.25	0.06	0.58	0.0	2.66	2.41	2.75
Zswim6	0.0	0.74	15.76	0.0	8.23	0.0	0.0	0.0	0.0	9.29	0.0	0.0	0.0	21.48	3.42	2.46	1.4	0.0	0.0	0.0	0.15	0.0	0.0	25.93	0.0	0.23	0.0	1.86	0.0	0.0	0.0	50.36	0.0	1.37	0.92	1.92	0.07	17.74	17.91	16.61
c3_tRNA-Ala-GCA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.72	0.0	0.0	0.0	0.0	0.0	6.83	9.6	5.76
