	Calb2_tdTpositive_cell_9	Cux2_tdTpositive_cell_57	Cux2_tdTpositive_cell_65	Cux2_tdTpositive_cell_74	Cux2_tdTpositive_cell_91	Cux2_tdTpositive_cell_96	Cux2_tdTnegative_cell_14	Gad2_tdTpositive_cell_66	Nr5a1_tdTpositive_cell_45	Ntsr1_tdTpositive_cell_10	Ntsr1_tdTpositive_cell_16	Ntsr1_tdTpositive_cell_24	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_32	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_41	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_52	Rbp4_tdTpositive_cell_89	Rbp4_tdTpositive_cell_165	Rbp4_tdTpositive_cell_183	Slc17a6_tdTpositive_cell_19	Slc17a6_tdTpositive_cell_28	Slc17a6_tdTpositive_cell_37	Slc17a6_tdTpositive_cell_38	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_22	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_31
Rras	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.32	283.23	2.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	11.77	13.49	9.48	8.8	0.0	0.0	0.0	0.0	0.0
Runx1t1	121.13	161.13	52.66	1.47	10.29	48.72	18.87	40.55	15.34	94.38	137.55	191.24	193.05	85.55	17.54	22.56	83.35	207.8	11.96	148.13	49.14	31.45	76.19	55.0	51.84	140.79	125.6	100.52	110.63	138.41	176.35	134.59	278.08	177.67	172.82	15.93	47.12	131.08	44.3	68.52
Scamp2	74.8	0.0	135.21	0.0	0.0	0.0	61.73	0.0	0.0	74.74	0.0	78.0	0.0	50.06	0.0	87.26	0.0	0.0	0.0	0.33	0.26	0.0	27.82	0.0	0.0	0.0	12.28	5.18	8.54	15.52	3.32	5.42	8.18	10.91	10.12	0.0	0.0	0.19	0.0	0.0
Slc6a15	0.0	0.21	8.24	0.0	0.0	0.0	0.0	0.0	8.56	0.1	24.57	84.41	0.0	0.09	0.0	0.0	0.99	101.2	0.0	29.13	6.68	0.0	0.0	65.49	0.0	35.97	21.14	20.08	21.51	62.07	27.68	24.23	47.45	37.79	39.06	0.08	0.0	0.0	0.07	0.0
Snhg10	0.0	0.0	164.03	0.0	0.0	0.0	0.0	0.0	0.0	39.62	115.97	9.04	0.0	34.67	0.0	0.0	1.46	159.37	0.0	22.54	0.93	0.0	0.0	1.23	45.54	40.66	19.37	26.93	50.64	12.49	24.49	37.03	39.13	28.29	33.18	5.33	60.59	0.0	0.0	0.0
Suclg1	53.92	356.29	296.12	0.0	576.91	128.53	382.71	414.21	591.34	598.61	357.9	885.43	402.84	482.49	251.47	413.56	792.86	361.46	527.28	401.32	536.55	363.69	302.66	240.14	177.13	432.8	444.05	395.71	539.58	406.88	424.52	526.89	501.72	467.55	450.67	364.36	380.57	0.0	715.3	430.66
Thrsp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.0	0.0	0.0	0.0	0.0	112.23	0.0	0.0	0.0	395.72	0.0	80.86	0.75	0.0	0.0	0.0	0.0	132.7	58.67	0.29	52.0	51.26	0.0	0.0	11.63	21.3	14.22	310.85	0.0	0.0	0.0	232.87
Tmem151a	7.47	7.77	7.24	0.21	14.61	12.25	15.43	20.38	16.11	43.11	0.11	51.6	0.17	0.51	0.07	3.55	12.7	2.98	2.56	6.68	9.3	1.87	29.56	2.38	1.2	12.97	16.41	10.8	13.15	14.44	12.86	11.39	13.01	20.61	12.94	0.0	4.35	18.62	0.18	55.03
Tmem180	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.3	0.0	0.11	0.0	81.67	0.0	9.92	1.58	2.61	0.0	0.0	0.0	1.56	6.15	3.29	12.5	20.22	4.55	5.57	1.05	3.33	7.19	0.0	0.0	0.0	0.0	0.0
Trdmt1	0.0	0.0	0.0	0.0	1.15	0.0	0.0	0.0	0.0	0.0	0.0	76.16	0.0	33.48	0.0	0.0	0.0	0.0	0.0	12.87	0.0	0.0	0.0	0.0	0.0	0.27	0.41	12.66	0.0	3.53	6.86	0.0	3.28	4.31	7.38	0.0	0.0	0.0	0.0	0.0
Ttc9	0.0	0.0	0.0	0.0	0.0	0.37	0.15	0.0	0.0	125.3	0.0	94.39	0.0	0.0	0.0	2.56	0.0	0.0	0.0	0.77	0.0	0.0	13.24	0.0	0.0	19.97	1.77	0.99	3.0	2.22	2.41	2.73	11.48	8.66	4.11	0.0	0.0	0.0	0.0	0.0
Utp14a	0.0	0.15	0.0	0.0	0.0	0.0	0.0	6.0	0.0	13.32	65.32	0.0	8.14	95.52	47.58	0.0	0.0	107.83	0.0	12.25	0.88	67.94	0.0	113.1	2.45	2.23	17.54	24.91	13.82	16.16	15.35	10.58	26.67	15.94	21.06	0.0	124.77	9.65	0.0	0.0
Vps41	69.76	365.57	393.89	0.25	255.96	237.17	79.19	97.05	146.38	462.68	145.72	171.3	224.61	280.35	5.52	108.13	145.02	318.74	421.95	187.56	163.43	155.24	52.17	32.8	179.45	179.29	195.33	143.08	220.46	202.3	182.15	156.76	283.53	240.21	258.59	242.58	96.1	86.61	152.21	606.16
Wapal	0.0	21.14	0.0	0.51	0.0	0.0	0.0	0.0	0.08	70.56	0.0	28.02	0.0	0.0	0.06	0.0	0.0	0.73	0.0	5.71	2.91	3.53	0.0	14.44	0.0	8.75	1.63	8.02	4.89	7.91	4.65	6.07	4.86	5.66	4.66	9.71	24.33	0.0	0.0	0.0
Wbscr16	24.05	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	5.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.8	0.0	2.81	0.0	0.0	0.0	0.0	0.0	3.86	6.07	0.5	0.15	7.43	0.0	6.01	6.35	4.04	1.06	0.0	0.0	0.0	0.0	0.0
Zfp51	4.27	0.29	0.0	0.0	0.0	5.18	2.35	0.0	0.0	4.53	3.68	0.5	0.0	0.52	0.0	0.0	4.9	6.28	0.0	30.68	1.93	0.0	0.0	0.62	0.0	18.41	17.39	11.26	20.18	38.25	7.3	30.51	28.59	13.89	16.9	5.7	0.0	1.41	0.0	0.92
Zmat4	0.0	0.18	0.1	0.0	0.0	0.0	0.0	0.11	0.18	0.0	7.46	99.45	0.0	20.38	0.0	0.0	26.16	0.0	0.0	7.52	25.92	0.0	0.15	0.0	0.0	14.16	11.14	10.45	15.4	20.94	32.23	18.77	35.85	27.38	30.76	0.14	0.0	0.0	0.0	24.07
mt_AK136262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	0.44	33.84	29.26	75.42	0.05	0.0	0.0	0.0	0.0	0.01	0.0	0.0	3.34	0.11	0.18	0.04	100.77	9.86	261.93	46.91	210.2	12.15	19.33	8.22	0.19	1.6	1.14	52.84	4.5	0.0	240.38
mt_AK142003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	0.44	33.84	29.26	75.42	0.05	0.0	0.0	0.0	0.0	0.01	0.0	0.0	3.34	0.11	0.18	0.04	100.77	9.86	261.93	46.91	210.2	12.15	19.33	8.22	0.19	1.6	1.14	52.84	4.5	0.0	240.38
mt_AK166798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	0.44	33.84	29.26	75.42	0.05	0.0	0.0	0.0	0.0	0.01	0.0	0.0	3.34	0.11	0.18	0.04	100.77	9.86	261.93	46.91	210.2	12.15	19.33	8.22	0.19	1.6	1.14	52.84	4.5	0.0	240.38
mt_AK166978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	0.44	33.84	29.26	75.42	0.05	0.0	0.0	0.0	0.0	0.01	0.0	0.0	3.34	0.11	0.18	0.04	100.77	9.86	261.93	46.91	210.2	12.15	19.33	8.22	0.19	1.6	1.14	52.84	4.5	0.0	240.38
