	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_15	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_53	Gad2_tdTpositive_cell_20	Gad2_tdTpositive_cell_26	Gad2_tdTpositive_cell_40	Gad2_tdTpositive_cell_48	Htr3a_tdTpositive_cell_1	Htr3a_tdTpositive_cell_32	Htr3a_tdTpositive_cell_44	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_25	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_55	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_80	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Lrriq1	0.0	0.0	0.0	22.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.17	1.51	1.33	0.69	1.68
Mdh1b	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.44	1.22	1.59	0.72
Mir4660	0.0	16.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir669a-2	0.0	9.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir669c	0.0	51.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mmd	56.81	0.0	55.33	26.07	24.43	3.63	0.0	60.27	0.0	0.0	28.48	1.38	0.0	50.66	7.7	2.48	21.32	41.08	24.02	26.83	1.82	20.23	16.39	8.4	50.59	6.85	23.02	2.63	35.59	35.78	250.17	246.63	234.38
Msh4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.06
Msn	0.0	0.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.38	17.79	17.49
Mtrr	0.0	2.25	0.53	8.67	0.12	0.95	0.0	0.69	0.03	0.38	0.07	0.23	0.12	0.12	0.11	0.42	0.22	0.21	0.13	0.23	0.62	0.17	0.08	0.0	0.0	0.39	0.3	0.08	7.19	6.9	7.68	8.1	7.11
Mvp	0.0	28.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86	5.65	6.32	5.47
Nde1	0.0	44.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.67	2.9	18.47	18.48	22.18
Neurl1a	0.17	35.49	0.0	27.35	0.0	0.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	4.27	0.0	0.0	0.0	0.0	0.0	0.0	3.76	1.4	7.91	6.76	125.32	131.62	134.53
Nhedc1	0.0	2.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.33	0.14
Nhsl2	0.1	5.18	0.0	6.18	0.12	0.21	0.05	0.09	0.08	0.15	0.47	0.1	0.02	0.1	0.09	0.11	0.03	0.12	0.09	0.09	0.1	0.06	0.0	0.35	0.09	0.21	0.1	0.02	3.11	4.37	17.44	16.0	16.79
Nmb	0.0	0.0	0.0	63.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.73	0.0	0.0	0.53	8.65	7.46	5.75
Nomo1	25.51	0.0	12.76	24.12	52.12	7.24	57.88	29.96	4.93	32.37	51.36	14.47	20.94	29.89	0.02	24.86	0.09	0.66	5.47	16.08	5.41	42.17	0.0	10.12	39.88	31.53	6.75	27.53	8.42	10.36	81.15	79.36	78.97
Npl	0.0	0.0	0.0	78.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.53	0.0	19.9	8.51	7.07	6.63	3.76	6.4
Npy	138375.8	56190.59	173305.25	40775.82	108594.8	96206.73	82245.2	42632.64	57444.26	125016.83	59230.28	132042.44	149629.49	130357.56	116117.28	122963.43	126501.28	98464.67	173863.58	126989.03	166048.87	191162.16	108906.97	145032.54	180453.32	128781.07	137945.15	137580.94	0.0	0.7	214.21	196.57	200.76
Nron	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.06
Orai1	0.0	32.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1	0.0	0.0	0.0	0.19	0.0	5.47	6.31	7.51
Pacsin3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.95	0.09	0.0	0.0	0.0	0.0	2.97	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	4.68	4.53	33.78	36.31	33.02
Pcdhga7	0.0	58.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.26	0.0	0.0	8.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.56	0.0	0.0	0.0	4.52	4.44	13.31	12.83	12.65
Pde6c	0.0	4.52	0.0	37.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.94	0.11
Pdlim5	0.0	0.06	0.0	52.99	0.0	0.0	0.0	1.08	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.11	0.0	0.0	1.23	15.21	14.9	16.72
Phf3	0.0	0.52	0.0	31.23	0.05	0.0	3.64	1.0	15.91	0.0	0.0	16.23	0.3	7.1	0.0	0.0	0.0	0.21	1.75	1.18	0.97	28.73	4.92	11.02	0.0	0.04	4.12	0.24	9.07	8.21	31.68	27.61	31.36
Pml	0.0	1.67	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.62	1.05	8.48	7.27	7.08
Pold2	0.0	0.0	1.29	118.61	0.0	0.13	0.0	0.0	0.0	5.71	0.0	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.22	0.0	0.0	82.57	2.02	0.0	0.0	0.0	0.87	8.76	17.33	18.65	14.24
Ppapdc3	0.0	147.87	0.0	0.0	0.0	37.95	0.0	0.0	0.0	92.35	0.0	0.09	1.73	3.59	0.0	44.49	1.12	42.83	0.0	0.0	0.0	0.0	6.74	40.65	0.0	0.49	0.0	0.0	4.96	6.54	26.75	28.17	27.89
Ppard	5.16	8.38	0.0	0.0	0.0	0.0	0.0	1.75	0.0	0.0	0.0	0.0	1.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64	0.0	0.0	0.32	0.22	16.82	16.03	16.36
Prmt3	0.0	25.16	17.04	0.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.08	0.0	0.0	0.04	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.28	7.11	21.73	23.39	24.22
Prodh2	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0
Prss12	0.0	0.0	0.0	40.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.64	2.53	20.87	20.98	19.43
Prtn3	0.0	50.49	0.0	0.0	1.41	0.0	0.0	0.0	0.0	0.0	0.0	17.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.61	0.0	0.0	0.0	0.0	2.5	1.87	1.79
Pskh1	0.0	0.0	1.47	10.48	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.32	6.82	7.66	9.05
Ptger4	0.0	0.0	0.0	10.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.26	0.95	0.8
Ptpn20	0.0	95.09	0.0	0.05	0.0	0.0	0.0	0.0	0.0	46.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.35	0.48	0.33
Pvalb	0.0	37.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.74	78.67	86.9
Rac3	0.0	0.0	0.66	9.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.08	0.0	0.0	0.0	0.0	0.0	1.82	0.48	0.0	0.0	0.0	0.0	0.0	0.0	3.09	0.0	0.0	0.0	0.0	27.49	35.31	32.14
Rarres2	0.0	0.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.29	12.9	10.85
Rnf166	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	4.62	6.43	14.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.51	2.96	33.28	33.87	32.51
Rnf217	0.0	0.0	0.0	4.96	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.37	1.7	10.48	11.26	12.49
Rpl31	122.96	114.32	199.26	330.52	100.32	119.4	59.5	117.59	88.4	142.98	74.36	121.89	107.79	40.11	60.93	94.41	104.26	74.52	145.01	134.26	124.95	202.71	185.62	89.84	165.94	150.36	98.43	96.44	146.39	157.68	182.36	185.11	180.96
Rpl31-ps12	8.19	42.88	41.98	148.59	18.15	25.26	47.07	0.0	27.86	29.21	44.93	37.29	14.86	10.33	24.09	42.79	41.68	46.03	60.03	61.34	36.5	11.45	15.01	22.88	30.16	23.04	0.0	28.0	30.2	22.57	242.37	250.32	239.94
Rps20	145.65	247.58	419.5	681.7	248.35	108.56	81.95	193.2	0.0	282.82	89.53	237.28	255.09	128.35	254.78	379.02	268.36	294.11	501.04	278.75	358.52	165.04	102.56	337.24	244.09	196.38	345.69	415.57	201.62	195.11	354.8	374.38	351.17
Rsph1	0.0	27.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.13	0.92	5.1	5.94	5.35
Rusc1	34.51	85.17	70.02	40.3	190.89	64.06	115.0	176.83	88.63	0.0	41.13	30.27	23.81	52.82	97.71	0.2	17.76	42.85	27.06	50.39	40.08	0.11	1.35	36.49	107.86	43.25	41.7	51.7	30.56	37.44	119.11	132.83	118.88
Rxrg	0.0	9.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.46	0.0	24.34	26.63	23.94
S100a6	0.0	0.0	0.0	486.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.9	0.0	0.0	0.0	16.46	0.0	0.0	0.0	0.0	0.34	24.7	0.0	66.16	1.02	0.0	22.69	24.87	26.37
S100b	0.0	46.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.22	0.0	0.0	2.17	0.0	0.0	0.52	0.0	0.0	0.0	0.0	2.31	8.06	142.33	130.78	139.88
Sart3	0.0	0.0	0.0	34.0	0.0	0.0	24.43	0.0	1.42	0.0	0.0	0.05	0.0	0.0	0.14	0.0	6.97	0.0	0.0	1.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.72	0.29	32.69	35.28	33.58
Scx	0.0	0.0	0.0	17.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.19	3.84	4.39
Sfrp4	0.0	0.0	0.0	12.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.78	0.0	2.15	1.86	1.58
Sh3pxd2b	0.08	18.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.53	7.15	7.94
Skap2	0.0	63.57	0.0	0.0	10.02	0.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.99	14.62	14.95	12.82	16.03
Slc35f3	0.0	56.34	0.0	0.0	20.22	0.21	0.0	44.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	11.12	13.97	31.43	30.13	30.67
Snhg8	31.0	33.48	0.0	133.46	0.0	15.17	0.0	0.0	0.0	0.0	0.0	7.61	0.0	1.57	10.46	28.17	16.89	7.68	59.95	25.6	0.0	11.8	0.0	42.83	6.47	0.0	0.0	23.32	13.43	23.84	13.02	17.03	16.05
Snora28	0.0	0.0	0.0	90.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.61	0.0	19.7	20.79	15.55
Spnb3	0.0	1.31	28.69	16.5	9.96	5.86	23.31	0.98	0.0	6.33	0.0	0.06	6.92	1.12	0.12	6.92	8.19	0.08	38.49	0.59	5.29	17.32	1.77	0.0	5.4	5.48	0.19	0.51	11.25	11.65	367.45	352.95	387.16
Stard8	0.13	3.51	0.67	0.0	0.04	0.04	0.0	0.61	0.0	0.2	0.12	0.03	0.06	0.01	0.02	0.0	0.0	0.13	0.0	0.05	0.09	0.0	0.45	0.12	0.01	0.18	0.24	0.17	0.21	0.19	17.71	17.38	18.68
Synm	0.0	25.92	0.0	11.23	0.0	0.05	0.0	8.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.78	0.08	17.85	18.2	19.38
Tacstd2	0.0	0.0	0.0	35.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56	0.27	0.41
Taf5	0.2	44.45	0.0	0.0	0.0	0.0	0.66	0.0	0.0	48.04	0.88	0.0	0.02	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.79	4.67	6.01	5.44	4.52
Tas2r137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1
Tatdn2	0.0	0.91	3.37	17.54	0.0	0.0	0.0	3.29	0.0	0.0	4.86	0.0	2.0	3.15	0.0	0.0	1.07	0.0	0.0	0.0	0.0	2.34	0.0	0.0	0.0	0.0	0.0	1.03	1.43	1.97	35.62	36.09	36.28
Tbkbp1	0.0	0.82	0.0	32.85	0.11	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.05	0.03	0.0	0.0	0.09	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	34.8	38.98	38.2
Trim29	0.0	0.0	0.0	26.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.16	0.04
Trim50	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14
Tspan15	4.22	9.62	3.98	12.21	5.52	3.51	5.43	6.5	3.94	3.31	4.57	2.27	3.42	2.78	3.43	1.87	3.83	4.12	2.53	5.45	2.98	2.12	3.2	4.55	9.1	4.25	3.46	2.56	8.53	11.31	12.25	14.0	14.48
Tsx	0.0	52.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.12	0.13
Ttc18	0.0	1.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16	0.0	1.01	0.93	0.81
Ttc39d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Usp13	0.0	54.22	1.01	0.0	0.0	0.04	0.0	0.65	0.04	2.56	1.39	23.14	25.88	0.0	0.0	0.0	0.0	6.83	0.0	0.0	0.0	0.0	32.03	0.0	0.0	0.0	0.0	0.0	7.42	3.82	16.56	14.56	16.81
Vangl2	0.0	0.0	0.0	42.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68	0.46	0.77	7.88	9.03	8.63
Vax2os2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Vmn1r45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.06
Vsig8	0.0	6.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.68	0.61
Vstm2l	0.0	1.04	0.0	2.38	0.0	1.42	0.77	1.15	1.54	0.0	0.0	0.0	0.0	0.0	0.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.77	107.87	106.01
Wbscr17	0.0	13.81	0.0	0.0	0.0	0.05	0.0	0.61	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.49	1.48	37.98	45.03	41.83
Zfp319	0.0	38.88	0.0	0.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.11	0.04	0.0	15.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.21	0.0	0.0	0.0	0.5	0.25	12.77	14.21	14.02
Zfp523	0.71	55.94	0.25	2.57	9.03	0.0	0.0	14.17	0.0	0.56	0.0	0.0	0.0	0.0	0.04	0.0	10.75	0.0	0.0	0.0	0.0	0.0	45.28	0.32	0.0	0.0	30.98	12.43	2.16	1.15	73.98	81.45	78.39
Zfp622	0.0	10.08	11.71	5.7	0.0	5.09	7.15	14.25	0.29	0.0	0.0	1.84	4.74	14.65	2.85	0.0	0.0	2.82	0.0	0.0	2.07	2.59	0.0	0.41	3.43	0.0	0.0	1.73	7.18	5.7	29.77	31.42	29.21
Zfp775	0.0	0.0	0.0	18.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54	0.0	0.0	0.0	0.0	0.69	0.0	0.0	0.0	0.0	0.0	0.59	0.42	4.38	5.09	5.44
Zfpm2	0.0	1.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.12	22.89	8.75	10.54	10.09
Zkscan16	26.57	52.63	2.69	0.0	0.0	0.0	0.0	33.92	0.0	0.0	0.0	14.31	0.11	1.43	7.55	0.0	0.0	28.19	0.27	21.76	0.0	0.0	0.0	0.0	43.38	0.0	3.24	17.27	3.94	2.73	42.82	39.54	38.67
Zmynd19	0.53	0.0	0.0	56.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.31	0.0	0.0	1.15	0.58	37.25	34.94	34.39
c17_tRNA-Cys-TGY	0.0	2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.48	0.0	0.0
c6_tRNA-Cys-TGY	0.0	20.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.48	0.0
cx_tRNA-Arg-CGY_	0.0	16.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.42	0.0	0.0
