	Ctgf_tdTpositive_cell_2	Ctgf_tdTpositive_cell_4	Ctgf_tdTpositive_cell_7	Cux2_tdTnegative_cell_6	Gad2_tdTpositive_cell_57	Ndnf_tdTpositive_cell_20	Nkx2.1_tdTpositive_cell_21	Nkx2.1_tdTpositive_cell_23	Nos1_tdTpositive_cell_73	Nr5a1_tdTpositive_cell_51	Ntsr1_tdTnegative_cell_3	Ntsr1_tdTnegative_cell_22	Ntsr1_tdTnegative_cell_29	Pvalb_tdTpositive_cell_12	Pvalb_tdTpositive_cell_45	Pvalb_tdTpositive_cell_49	Pvalb_tdTpositive_cell_51	PvalbD.Slc32a1_tdTpositive_cell_18	PvalbD.Slc32a1_tdTpositive_cell_41	PvalbF.Gad2_tdTpositive_cell_3	PvalbF.Gad2_tdTpositive_cell_4	PvalbF.Gad2_tdTpositive_cell_25	PvalbF.Gad2_tdTpositive_cell_29	PvalbF.Gad2_tdTpositive_cell_32	PvalbF.Gad2_tdTpositive_cell_33	PvalbF.Gad2_tdTpositive_cell_36	PvalbF.Gad2_tdTpositive_cell_40	PvalbF.Gad2_tdTpositive_cell_44	PvalbF.Gad2_tdTpositive_cell_88	PvalbF.Gad2_tdTpositive_cell_89	PvalbF.Gad2_tdTpositive_cell_90	Scnn1a.Tg3_tdTpositive_cell_100	Scnn1a.Tg3_tdTnegative_cell_22	Rbp4_CTX_10pg_1	Rbp4_CTX_10pg_5	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Rbfox3	0.0	0.0	0.0	0.0	0.4	0.0	94.87	11.29	7.21	31.95	0.0	0.16	0.0	18.39	0.0	0.0	0.0	0.0	3.72	1.05	9.37	62.57	1.13	0.0	3.51	9.62	1.81	27.5	0.3	0.52	0.17	301.05	0.0	64.98	48.28	216.71	228.38	226.62
Ror2	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62	0.75	0.51
Ryr2	0.0	0.0	0.02	0.0	0.26	0.0	1.72	2.65	8.92	11.38	0.0	0.0	0.0	6.77	0.36	0.0	0.02	0.92	1.7	0.0	30.42	0.53	5.05	3.65	0.9	6.65	8.51	0.56	0.16	0.25	20.07	22.11	0.0	15.04	10.12	51.84	45.32	51.46
Samhd1	0.13	0.0	0.24	0.0	0.0	0.0	0.16	0.15	31.57	0.04	0.0	0.0	0.35	28.83	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.15	0.49	22.21	0.0	0.0	0.0	0.28	0.0	0.0	0.07	0.95	0.0	0.04	19.09	10.45	11.23	11.84
Scmh1	0.0	0.0	0.0	0.0	0.14	0.0	36.19	10.65	7.68	3.94	0.0	0.0	0.0	11.49	0.53	4.23	4.08	0.49	1.73	0.0	4.88	6.58	6.1	0.14	0.0	17.46	15.68	8.98	4.49	9.26	4.62	10.11	0.0	0.92	2.9	33.8	33.61	32.81
Sh3gl3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	119.29	16.15	0.0	0.0	0.0	1.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	369.51	0.0	0.0	0.49	60.35	55.6	54.26
Slc27a2	0.0	0.0	0.0	0.0	9.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.09	0.34	0.0	0.13	0.0	0.0	22.6	0.0	0.0	50.54	0.0	76.66	0.0	0.0	71.6	0.0	13.17	0.0	0.24	0.0	0.0	0.0	6.96	6.93	5.86
Slco4c1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.71	0.0	0.0	0.0	0.0	0.0	0.0	65.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.69	0.0	2.64	1.87	2.34
Spata9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.75	0.0	0.0	0.0	0.0	0.0	1.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.49	2.44	2.08
Spnb3	0.0	0.0	0.0	0.0	0.24	0.0	0.0	8.97	28.07	64.52	0.0	0.0	0.0	16.65	0.09	0.0	0.03	0.17	51.15	0.0	0.0	15.95	7.88	0.39	0.08	8.08	6.73	9.73	0.16	1.99	8.74	201.05	0.0	13.2	46.88	367.45	352.95	387.16
Stard6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.21	2.55	1.84
Tas2r137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1
Tchh	0.0	0.0	0.0	0.0	0.0	0.0	19.5	0.2	0.0	0.0	0.0	0.0	0.0	6.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.44	4.56	4.25
Thsd1	21.88	0.0	59.02	0.0	0.0	0.0	0.0	0.13	0.0	0.05	0.0	0.0	0.0	15.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.25	2.3	2.63	2.93
Tlr13	0.38	0.0	0.03	0.34	0.0	0.0	0.0	0.14	0.0	0.0	0.38	0.12	1.48	1.35	0.0	0.0	0.0	0.0	1.98	0.0	0.0	0.0	0.0	0.41	0.0	0.0	0.27	0.0	0.56	0.07	0.38	0.0	0.0	0.07	0.06	1.77	1.39	1.9
Tm6sf2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.48	0.0	0.0	0.0	0.0	1.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.39	0.0	0.0	0.0	3.24	3.58	1.89
Tmem198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.94	0.0	0.0	0.0	1.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.29	0.0	0.0	0.76	0.0	0.0	0.63	0.07	0.0	1.98	0.0	9.36	0.95	66.23	69.79	68.44
Trim3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	18.19	0.0	310.29	0.0	130.28	0.0	0.0	0.1	29.2	23.43	18.42	0.46	20.3	0.0	0.48	36.84	22.73	20.52	23.96	45.64	28.61	57.25	80.67	32.61	0.0	0.1	0.14	93.7	101.21	96.21
Tsc22d2	0.0	0.0	0.0	0.0	1.67	0.0	4.19	0.45	4.74	0.2	0.0	0.0	0.0	11.13	9.4	23.83	17.49	12.45	17.64	0.1	6.41	12.34	0.0	0.23	3.39	5.18	20.45	7.01	0.1	0.14	0.03	22.58	0.0	31.32	0.0	12.53	11.57	11.14
Ttc39d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Utp11l	0.0	0.0	0.0	0.0	2.66	1251.15	0.0	0.0	0.0	0.0	3.89	0.0	37.07	85.17	0.0	77.79	0.0	10.16	14.21	0.0	0.0	195.85	22.38	23.67	0.77	107.61	6.54	74.82	106.47	149.07	0.84	1.48	0.0	52.38	92.82	24.33	26.33	28.86
Vax2os2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Vmn2r118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.09
Wasl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	58.91	0.0	0.0	0.0	9.61	48.57	55.96	64.7	16.86	1.26	0.52	41.83	54.65	34.28	4.83	55.16	26.88	46.14	0.12	0.73	9.74	11.18	115.8	0.0	43.57	0.03	88.41	87.19	82.5
Wnt5a	0.0	0.0	0.0	0.0	0.0	0.0	7.93	0.46	0.0	0.11	0.0	0.0	0.0	19.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3	0.0	0.0	15.31	0.0	0.0	0.0	0.0	0.0	30.6	0.0	18.86	5.2	5.32	5.5	4.73
Xlr5c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.18	0.0
Zfp354b	0.0	0.0	0.0	0.0	17.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.52	13.35	0.27	0.51	0.0	0.11	0.0	0.0	0.0	3.12	3.84	2.77
Zfp654	0.0	0.0	0.0	0.0	24.24	0.0	0.0	0.0	0.72	0.0	64.68	0.0	0.0	8.42	0.0	0.0	0.12	0.0	0.0	32.41	0.0	0.0	14.04	0.0	0.0	15.09	0.0	0.0	0.0	0.0	12.99	283.89	0.0	8.25	0.0	12.06	10.24	11.52
Zp3r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
mt_AK131577	2881.05	6221.7	2188.6	6586.18	3857.44	4839.55	5155.32	11869.87	6636.2	12410.34	3678.03	5832.43	2716.42	3199.85	3282.14	3081.6	2923.55	3906.16	3945.17	4930.61	7432.39	7256.23	9933.94	4459.76	10889.61	6412.84	4082.09	3840.57	9572.18	6997.29	7992.08	7229.73	3251.8	4201.12	3671.99	4857.0	4144.16	4779.18
mt_AK132015	2881.05	6221.7	2188.6	6586.18	3857.44	4839.55	5155.32	11869.87	6636.2	12410.34	3678.03	5832.43	2716.42	3199.85	3282.14	3081.6	2923.55	3906.16	3945.17	4930.61	7432.39	7256.23	9933.94	4459.76	10889.61	6412.84	4082.09	3840.57	9572.18	6997.29	7992.08	7229.73	3251.8	4201.12	3671.99	4857.0	4144.16	4779.18
mt_AK132098	2881.05	6221.7	2188.6	6586.18	3857.44	4839.55	5155.32	11869.87	6636.2	12410.34	3678.03	5832.43	2716.42	3199.85	3282.14	3081.6	2923.55	3906.16	3945.17	4930.61	7432.39	7256.23	9933.94	4459.76	10889.61	6412.84	4082.09	3840.57	9572.18	6997.29	7992.08	7229.73	3251.8	4201.12	3671.99	4857.0	4144.16	4779.18
mt_AK167037	2881.05	6221.7	2188.6	6586.18	3857.44	4839.55	5155.32	11869.87	6636.2	12410.34	3678.03	5832.43	2716.42	3199.85	3282.14	3081.6	2923.55	3906.16	3945.17	4930.61	7432.39	7256.23	9933.94	4459.76	10889.61	6412.84	4082.09	3840.57	9572.18	6997.29	7992.08	7229.73	3251.8	4201.12	3671.99	4857.0	4144.16	4779.18
