	Calb2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_54	Gad2_tdTpositive_cell_57	Htr3a_tdTpositive_cell_85	Ndnf_tdTpositive_cell_20	Pvalb_tdTpositive_cell_2	Pvalb_tdTpositive_cell_3	Pvalb_tdTpositive_cell_4	Pvalb_tdTpositive_cell_5	Pvalb_tdTpositive_cell_7	Pvalb_tdTpositive_cell_13	Pvalb_tdTpositive_cell_21	Pvalb_tdTpositive_cell_22	Pvalb_tdTpositive_cell_26	Pvalb_tdTpositive_cell_40	Pvalb_tdTpositive_cell_42	Pvalb_tdTpositive_cell_45	Pvalb_tdTpositive_cell_46	Pvalb_tdTpositive_cell_47	Pvalb_tdTpositive_cell_69	Pvalb_tdTpositive_cell_75	PvalbD.Slc32a1_tdTpositive_cell_18	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbF.Gad2_tdTpositive_cell_5	PvalbF.Gad2_tdTpositive_cell_8	PvalbF.Gad2_tdTpositive_cell_14	PvalbF.Gad2_tdTpositive_cell_15	PvalbF.Gad2_tdTpositive_cell_21	PvalbF.Gad2_tdTpositive_cell_22	PvalbF.Gad2_tdTpositive_cell_30	PvalbF.Gad2_tdTpositive_cell_42	PvalbF.Gad2_tdTpositive_cell_63	Rbp4_tdTpositive_cell_51	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Nacc1	0.0	0.0	29.75	0.0	0.0	0.0	1.93	0.0	9.47	8.52	0.0	0.36	0.0	0.0	1.79	1.35	0.0	0.0	0.32	0.0	0.07	1.48	0.0	0.19	0.0	12.91	2.71	3.35	0.0	17.78	1.46	1.1	0.04	71.08	73.02	74.58
Ncoa4	0.0	0.07	275.77	86.6	0.0	105.81	60.52	22.36	15.13	32.21	86.41	142.83	194.13	85.36	131.95	73.46	6.44	0.0	70.33	13.09	4.68	87.89	124.6	108.31	190.75	191.6	139.31	71.21	44.82	84.32	60.22	61.39	89.99	68.37	68.18	66.04
Nlk	0.0	0.0	255.76	5.61	0.0	50.98	56.89	67.23	41.11	41.29	93.52	14.64	24.29	57.8	16.21	50.12	0.17	43.73	48.35	15.13	18.82	25.7	7.72	93.22	126.87	32.86	42.52	50.4	48.48	11.78	40.85	31.98	17.85	84.39	75.64	77.97
Nudt17	0.0	0.0	118.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.17	8.27	8.89
Nudt7	0.0	0.0	80.86	0.0	0.0	0.0	0.0	0.0	0.0	7.05	0.0	0.0	74.0	0.0	61.38	35.18	0.0	0.0	0.0	0.0	0.0	48.29	36.73	0.0	0.0	0.0	0.0	0.0	67.77	6.58	17.0	0.0	0.0	6.34	6.9	4.98
Nufip1	0.35	0.0	86.62	0.7	0.0	4.75	0.19	0.07	0.23	18.66	2.23	0.0	45.69	0.13	0.11	0.14	0.75	1.15	0.13	0.19	0.28	0.54	0.36	0.0	0.42	25.43	0.2	6.15	0.2	26.18	0.0	0.21	0.18	8.8	9.06	8.07
Pde4b	0.0	0.0	32.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.0	0.0	0.0	82.75	83.55	83.32
Pex10	0.0	0.0	67.3	0.0	0.0	1.1	0.0	64.71	0.0	0.0	0.0	0.0	0.0	0.31	16.93	0.0	0.0	7.1	1.41	0.0	0.0	13.21	18.31	1.26	10.38	0.0	0.54	0.0	17.92	1.66	0.0	0.14	0.0	13.24	15.52	14.23
Pex5l	0.0	0.0	18.05	0.0	0.0	4.36	0.0	0.0	0.0	0.0	6.18	0.0	0.0	0.0	1.92	25.68	0.0	0.0	0.0	0.0	4.66	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.79	3.51	0.0	0.0	160.07	158.61	182.2
Pfkp	64.76	51.4	257.47	280.74	0.0	73.51	186.86	65.89	69.24	134.35	146.88	140.16	97.87	141.02	208.75	311.75	105.92	158.99	62.29	57.42	115.86	157.42	160.02	146.98	90.43	226.43	171.3	27.28	229.81	122.18	85.49	120.15	196.32	177.02	181.34	180.8
Plxna2	0.0	0.0	58.82	35.55	0.0	13.43	0.0	0.09	6.78	7.96	5.49	10.73	1.26	16.23	8.1	12.1	34.39	0.05	3.97	1.46	27.64	13.33	5.25	1.17	17.07	4.59	8.69	15.83	0.39	1.11	3.67	27.56	4.69	47.46	43.4	46.56
Plxnc1	0.0	0.0	49.01	0.0	0.0	39.2	28.18	13.53	17.27	52.68	18.64	20.69	14.67	11.64	17.58	10.1	0.0	2.46	16.72	28.1	0.0	1.5	0.0	12.6	0.29	9.74	4.33	24.23	0.28	0.08	0.32	0.0	9.46	25.51	25.19	26.46
Pot1a	35.03	0.0	100.82	4.23	0.0	11.81	4.88	0.0	0.0	6.33	59.16	1.0	7.55	0.0	31.75	29.36	0.0	0.0	0.0	55.29	0.0	15.83	0.0	0.0	0.0	28.78	42.62	0.0	0.0	0.17	0.0	0.0	0.06	13.12	14.24	15.9
Ppfia1	0.0	0.0	47.58	38.83	0.0	2.26	0.0	0.0	15.79	0.59	25.06	0.0	10.77	0.0	0.0	34.84	0.0	15.4	0.0	24.77	0.23	0.0	0.0	34.25	6.15	0.48	0.08	2.77	0.0	7.73	2.47	9.02	0.0	22.74	22.61	22.25
Preb	0.0	0.0	40.7	3.68	0.0	5.24	10.62	0.0	0.09	15.42	23.09	0.28	4.89	0.0	26.4	29.27	0.14	0.0	1.49	5.11	20.64	13.26	15.53	0.88	0.26	1.62	0.0	5.01	16.95	0.0	0.0	17.72	15.82	31.97	33.28	32.16
Prkca	0.0	0.0	23.34	0.56	0.0	20.04	1.99	9.24	6.25	8.17	24.97	14.05	4.73	21.42	17.1	18.28	0.09	0.07	7.45	4.31	35.67	15.41	6.48	2.79	12.79	3.3	0.0	10.5	14.5	1.15	1.71	19.98	0.0	74.19	69.97	81.49
Prmt6	0.0	0.0	102.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.76	0.0	0.0	0.0	32.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.67	15.92	14.83
Pvalb	0.0	0.0	1749.75	2914.72	0.0	1987.37	1559.12	1319.97	2144.98	1711.38	1292.73	1590.34	1199.86	1414.35	1383.0	1316.24	1251.83	538.76	1724.33	1740.57	1769.21	1815.89	1408.27	1731.8	1698.2	1628.71	1974.07	1237.21	1344.6	1295.74	1914.29	1681.17	3516.69	74.74	78.67	86.9
Qrsl1	0.0	0.13	197.81	0.0	0.0	99.21	61.71	82.58	0.0	305.55	0.0	38.43	59.16	106.29	47.72	65.14	0.0	0.31	78.41	97.31	59.83	167.27	93.72	46.41	0.0	0.0	75.78	106.98	51.77	0.0	0.0	45.81	8.86	17.56	16.08	15.8
Rab21	0.0	0.13	55.84	75.18	0.0	6.57	0.0	1.31	0.0	1.28	1.38	41.17	23.44	0.56	9.6	0.36	0.86	41.0	1.27	1.03	0.0	9.91	45.67	35.99	0.0	0.28	0.24	0.23	0.64	41.84	0.0	25.21	20.36	72.72	70.65	64.04
Rab27a	0.39	0.0	59.99	0.81	0.0	30.65	0.0	0.16	2.43	57.26	1.0	0.86	0.8	24.3	0.4	16.68	0.94	0.23	4.43	0.84	15.64	5.23	16.18	13.5	42.39	17.96	1.8	0.39	45.55	4.02	15.21	15.88	10.01	5.9	4.91	4.52
Rb1	0.0	0.0	80.91	0.0	0.0	0.13	2.4	0.05	11.88	0.0	0.0	17.95	15.7	0.0	0.0	0.0	0.0	0.0	1.77	1.28	0.0	0.0	0.0	0.0	0.0	0.0	9.89	0.0	0.0	0.0	21.3	4.66	0.0	22.66	20.56	23.35
Rfx4	443.67	0.0	1.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.48	9.6	10.66
Rmi1	1.04	0.0	22.06	0.21	0.0	16.75	3.75	0.28	0.66	1.96	0.69	0.44	0.6	1.43	0.17	0.9	1.07	0.84	0.0	0.93	27.52	0.2	4.79	0.23	0.0	10.92	0.54	0.12	4.98	0.75	0.25	3.13	0.79	12.7	10.42	11.6
Rnf38	0.0	0.0	139.03	0.0	0.0	0.0	15.12	0.0	0.0	0.0	0.0	0.0	4.66	0.1	5.73	0.0	0.0	27.25	0.0	0.45	0.0	1.71	18.64	5.14	0.0	0.0	0.0	0.08	7.72	17.56	0.0	1.1	0.0	36.48	34.22	37.6
Rxfp1	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.39	8.6	10.63
Rxfp3	0.0	0.06	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08	1.24	1.98
Serpine3	0.0	0.0	7.32	0.0	0.0	0.43	0.0	0.0	0.0	1.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.0	2.68	0.0	1.09	0.0	1.81	0.0	0.0	0.0	2.0	0.0	0.29	0.67	0.29
Sfxn1	588.33	89.82	183.74	0.11	0.0	32.04	22.19	28.33	0.0	65.24	44.65	42.71	41.87	62.55	49.73	67.66	30.73	100.73	0.16	122.95	0.33	40.69	30.89	27.17	35.34	25.61	19.51	25.84	45.32	58.31	24.26	17.96	59.53	51.37	52.53	49.9
Sh2d5	0.0	0.31	49.46	8.68	0.0	10.17	6.58	20.0	11.83	4.65	0.26	22.83	9.92	14.0	3.99	17.94	2.69	0.18	0.29	0.0	0.0	17.03	0.0	38.34	8.56	14.29	0.0	8.04	28.62	37.07	0.0	20.25	4.26	82.4	82.0	81.33
Sh3gl2	0.15	130.76	487.09	1.51	0.0	213.47	117.43	94.61	105.42	56.75	198.2	126.7	162.43	129.97	220.31	189.68	117.78	126.01	106.46	22.21	200.31	139.29	95.02	32.75	156.66	91.83	58.17	55.7	16.61	304.11	71.36	90.56	77.84	300.58	299.58	283.65
Slc16a6	0.0	0.0	29.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.46	0.0	0.25	0.0	0.0	6.92	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.52	11.34	12.47
Slco6c1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.04
Snx11	0.0	0.0	39.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.89	0.0	0.0	2.77	0.0	0.0	0.0	0.0	0.0	0.0	31.08	31.39	30.35
Sost	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.81	0.05	0.09	0.1
Spata24	0.0	0.0	56.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.2	0.0	0.0	0.0	0.0	0.0	16.27	0.0	0.0	7.85	8.52	11.43
Spopl	0.0	0.0	60.94	0.0	0.0	6.97	22.15	0.0	0.0	0.0	3.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.18	0.0	0.0	0.0	20.01	0.0	0.0	0.0	8.38	8.68	9.91
Spryd3	0.0	0.0	138.49	53.48	0.0	17.8	0.58	1.02	0.91	57.99	31.13	3.25	0.89	30.03	55.32	16.83	0.0	0.25	34.91	70.85	1.14	63.84	0.0	81.34	51.93	60.62	42.82	0.0	79.94	32.84	10.04	57.8	126.18	145.21	153.27	145.79
Sptlc1	0.0	0.0	131.31	87.85	0.0	31.87	13.93	0.0	0.0	12.01	0.0	0.0	2.11	0.39	0.0	19.73	0.0	0.47	0.0	0.0	0.0	43.82	8.98	23.87	39.99	0.0	6.45	1.62	0.0	0.0	0.0	0.0	34.65	29.62	29.07	29.71
Stk33	0.0	0.0	84.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.83	1.01	1.15
Stxbp6	0.74	0.1	147.8	0.52	0.0	18.51	0.0	3.05	1.16	37.76	1.19	37.46	14.67	40.99	0.16	0.28	0.46	0.92	0.32	0.82	0.59	48.94	57.35	0.47	41.77	26.94	1.02	30.99	50.99	0.59	0.45	13.78	0.67	44.81	45.04	46.78
Synb	0.0	0.0	21.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.07	0.0	0.0	0.17	0.26	0.32	0.27
Tas2r137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1
Tbc1d14	0.0	0.0	70.87	0.0	0.0	36.39	73.32	0.0	0.0	0.0	0.43	24.25	0.0	28.14	0.0	0.0	0.0	0.0	22.17	33.18	34.22	17.14	0.0	2.51	5.56	0.77	38.32	48.68	31.88	53.94	0.0	45.78	0.0	62.41	61.71	60.68
Tbc1d22b	0.0	0.07	31.37	4.39	0.0	0.0	7.83	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.46	0.0	0.0	0.0	0.06	0.0	9.84	0.0	0.0	0.0	0.0	9.35	0.0	0.0	35.54	36.1	35.89
Thap3	0.0	26.69	72.41	7.73	0.0	0.0	0.0	0.0	0.88	0.0	0.0	0.0	0.5	2.08	0.0	0.0	0.0	0.0	0.0	0.0	1.42	2.2	7.71	20.06	0.0	31.97	0.0	6.38	36.52	0.0	0.0	11.54	10.95	19.07	24.6	18.38
Timm17b	3.7	2.38	181.74	4.07	0.0	52.24	3.59	53.18	92.04	61.65	106.03	0.9	36.61	21.07	23.91	45.31	53.58	2.7	37.41	140.0	0.81	76.7	41.84	30.44	23.81	6.58	24.12	12.02	93.7	4.98	4.2	3.53	1.57	21.27	18.66	17.75
Tmed8	5.66	0.0	91.13	48.52	0.0	0.0	0.1	0.0	9.53	0.42	40.12	0.43	3.5	0.0	0.0	2.32	0.0	20.26	0.13	0.0	0.0	9.34	0.08	0.0	0.0	4.4	0.54	3.93	0.0	0.44	0.0	15.4	24.53	30.32	28.31	30.02
Tmem106b	0.23	0.04	144.05	1.63	0.0	36.12	45.44	39.29	18.05	1.0	57.27	35.66	17.19	46.97	28.36	14.88	45.25	0.1	5.81	3.39	19.55	26.26	12.55	0.4	66.04	4.71	32.13	26.08	76.66	0.0	20.85	27.22	17.71	84.23	75.31	81.91
Tmem184c	0.0	0.0	124.95	25.42	0.0	28.08	26.67	0.0	0.53	25.29	48.69	12.67	1.82	41.23	1.34	57.64	71.94	1.58	43.96	73.28	46.71	40.59	27.56	0.15	79.35	1.68	27.13	55.84	24.41	2.82	2.53	84.85	32.06	60.35	52.33	59.3
Tmem200a	0.0	0.0	73.37	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.21	0.0	0.18	0.0	0.0	0.06	0.14	12.37	12.34	12.3
Top1	0.0	6.71	129.19	17.73	0.0	22.77	15.57	0.84	28.77	27.08	65.74	18.56	4.77	32.74	8.49	83.22	51.83	7.05	39.46	5.59	62.65	7.02	26.11	8.55	40.24	14.99	67.27	38.47	49.18	23.41	30.28	49.42	36.24	55.19	44.95	49.5
Trhr2	0.0	0.0	43.57	0.0	0.0	0.0	32.1	0.0	0.0	0.0	0.0	21.72	2.9	0.0	0.0	0.0	0.0	0.0	21.0	0.0	37.26	0.0	5.09	1.56	0.0	2.29	0.0	0.29	0.0	0.0	0.0	0.0	0.0	5.38	4.43	7.17
Ttc39d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Twist1	0.0	0.0	38.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98	0.76	0.69
Ube2d3	320.76	0.09	543.04	140.05	0.0	160.83	84.64	205.89	148.49	142.37	256.11	140.36	114.25	99.38	34.26	186.6	221.42	139.29	189.99	48.01	131.02	141.56	99.7	96.8	0.14	112.37	97.03	159.35	22.67	130.06	65.96	47.96	92.83	222.43	213.57	202.85
Ubr1	0.0	14.34	34.02	0.0	0.0	0.0	14.61	0.66	0.07	15.37	40.47	9.54	5.38	0.0	0.68	12.3	4.22	36.76	2.73	29.65	0.0	0.91	0.14	0.78	0.05	11.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.03	25.25	25.69
Unc119	0.0	0.0	76.44	57.04	0.0	4.27	0.0	1.0	0.0	0.0	13.3	8.85	62.98	26.36	0.0	2.6	0.62	0.49	0.0	22.67	0.0	0.0	0.0	40.85	0.0	0.0	15.68	57.4	3.82	7.33	41.21	0.6	0.0	38.1	42.75	36.91
Usp9x	0.0	43.09	145.26	156.95	0.0	38.52	39.33	7.01	15.05	24.84	50.64	33.29	47.11	25.54	26.52	99.32	34.81	11.98	28.73	36.66	33.38	12.53	17.53	19.58	23.28	19.18	43.77	18.99	52.95	21.71	20.53	51.45	25.07	70.13	59.24	67.63
Vax2os2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Vps37c	0.0	0.0	73.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33	0.0	24.09	0.0	0.12	34.26	0.0	0.0	0.0	0.0	37.7	0.0	0.0	0.0	0.0	23.78	24.48	25.18
Xkrx	0.17	0.0	99.5	2.09	0.0	0.0	0.28	0.17	0.0	18.86	0.0	0.55	0.19	0.36	0.23	0.45	0.0	17.96	0.2	0.72	0.11	0.0	0.1	0.32	0.0	20.11	0.7	0.3	0.0	0.23	0.65	0.09	0.0	2.06	2.12	2.79
Zfand2a	0.0	27.67	109.86	0.1	0.0	0.38	0.2	1.61	27.69	1.74	1.11	0.0	1.09	18.01	2.7	0.0	0.0	0.0	0.0	0.23	1.7	1.38	39.73	1.19	0.12	30.45	2.39	0.34	0.11	0.0	0.0	0.97	8.14	50.77	49.52	45.23
Zfp592	0.0	0.0	40.72	0.0	0.0	0.0	0.0	0.0	0.0	9.59	1.91	0.0	0.0	0.0	0.0	6.77	0.0	0.08	0.0	1.3	0.29	0.0	0.0	0.0	0.0	0.0	1.24	0.0	0.27	0.07	0.0	0.0	0.0	12.49	12.94	12.51
Zfp827	0.0	0.0	20.57	0.0	0.0	12.46	2.45	0.0	0.0	0.16	0.0	0.1	0.0	4.01	14.73	0.42	0.09	0.0	0.0	0.0	0.04	12.05	0.0	0.0	8.26	3.37	0.0	0.0	0.0	0.0	0.0	5.22	5.94	19.14	18.31	19.24
Zfp93	0.0	0.0	85.33	4.63	0.0	2.02	0.6	0.0	0.0	0.0	0.0	5.96	0.0	16.47	37.55	29.77	0.0	5.33	0.0	3.65	0.0	11.15	12.65	1.62	0.32	0.43	0.0	0.35	0.0	24.37	38.65	0.0	0.0	6.2	5.86	6.29
Zfp94	0.0	0.0	91.61	0.96	0.0	0.0	0.0	0.0	1.09	0.0	0.0	3.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.06	0.0	36.26	8.33	8.88	1.15	0.0	1.11	10.93	0.0	9.01	0.0	0.0	6.17	7.72	6.96
Zhx2	0.0	0.0	40.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.02	0.0	7.08	8.25	8.34
Zp3r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
c6_5S	8.22	0.0	117.99	0.0	0.0	0.0	0.0	0.0	59.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.23	0.0	0.0	0.0	47.72	16.18	0.0	0.0	16.46	39.52	0.0	0.0	12.75	1.18	2.01
