	Ctgf_tdTpositive_cell_3	Ndnf_tdTpositive_cell_7	Pvalb_tdTpositive_cell_75	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbF.Gad2_tdTpositive_cell_47	PvalbF.Gad2_tdTpositive_cell_48	PvalbF.Gad2_tdTpositive_cell_52	PvalbF.Gad2_tdTpositive_cell_55	PvalbF.Gad2_tdTpositive_cell_57	PvalbF.Gad2_tdTpositive_cell_60	PvalbF.Gad2_tdTpositive_cell_62	PvalbF.Gad2_tdTpositive_cell_63	PvalbF.Gad2_tdTpositive_cell_69	PvalbF.Gad2_tdTpositive_cell_71	PvalbF.Gad2_tdTpositive_cell_72	PvalbF.Gad2_tdTpositive_cell_76	PvalbF.Gad2_tdTpositive_cell_77	PvalbF.Gad2_tdTpositive_cell_82	Rbp4_tdTpositive_cell_51	Sst_tdTpositive_cell_106	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Trpc4	0.0	0.0	34.9	0.0	0.0	36.11	47.82	0.0	50.14	0.0	22.93	38.8	18.62	26.25	125.78	30.73	3.78	193.89	0.0	0.3	14.26	15.72	14.98
Ttc9b	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	4.05	0.0	0.0	0.0	0.0	0.0	0.0	4.26	0.0	26.08	0.0	0.0	202.19	231.72	229.7
Txnrd3	0.0	0.0	0.0	0.0	0.0	32.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.45	0.0	0.0	4.24	4.32	4.38
Tyro3	0.0	0.0	0.0	0.0	0.0	0.0	1.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47	20.61	0.0	0.0	147.78	147.82	151.14
Ube3c	0.0	0.0	12.32	30.83	22.82	39.95	29.31	13.69	26.98	9.94	0.07	20.27	0.14	4.73	1.66	21.84	0.15	88.3	34.72	8.23	55.48	54.31	55.77
Vav2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4	0.0	0.0	7.34	7.05	7.96
Wnk2	0.0	0.0	5.5	0.66	4.1	10.67	10.77	1.72	0.0	4.69	10.7	9.82	3.02	0.0	0.0	0.67	10.3	22.37	3.95	0.0	49.56	48.86	56.38
Xpo4	0.0	0.0	2.3	2.64	0.0	1.29	2.9	2.64	16.25	14.35	0.0	0.0	2.22	0.82	2.85	0.24	2.28	63.82	3.03	0.0	6.75	7.46	7.35
Ykt6	0.0	0.0	0.62	18.78	0.0	89.72	0.0	0.0	2.36	0.0	4.57	5.46	9.37	44.03	7.85	12.75	0.15	76.59	16.37	6.35	89.2	88.57	87.68
Zfp28	0.0	0.0	0.0	0.0	0.0	21.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.2	34.02	0.0	5.99	6.63	6.11
Zfp395	1.02	1.06	0.28	0.31	0.0	0.59	0.12	0.0	0.01	0.16	0.0	0.12	0.69	0.19	0.39	0.15	0.43	19.81	0.11	0.0	5.73	5.79	5.74
Zfp457	1.22	0.0	0.27	0.32	0.2	0.24	1.07	0.66	1.44	0.2	0.84	0.1	0.64	1.12	0.42	1.26	1.13	2.63	1.73	0.0	1.27	0.61	1.78
Zfp760	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	29.19	0.0	0.0	5.77	5.59	5.94
Zfp882	8.06	0.95	1.75	45.35	3.75	2.35	2.58	1.68	1.74	1.94	2.69	1.18	0.63	1.39	3.27	5.27	1.02	43.31	25.14	1.14	4.78	4.17	4.43
Zfp97	0.0	0.0	10.65	10.72	3.24	0.0	6.2	11.74	1.01	10.39	1.22	2.04	2.52	0.51	0.0	10.96	0.0	111.08	3.5	0.0	3.58	3.08	5.18
c13_tRNA-Ala-GCG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.91	0.0	0.0	0.0	10.96	0.0
c13_tRNA-Lys-AAG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.86	0.0	0.0	0.0	0.0	0.0
c8_tRNA-Ala-GCG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.26	0.0	0.0	6.49	6.11	6.7
mt_AK131586	6370.03	4908.34	0.0	0.0	0.0	0.0	0.0	0.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25813.35	24091.17	24561.45
mt_AK166684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.4	15.09	26.94	18796.57	17507.83	18655.33
mt_BC104337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.88	0.0	9032.87	8417.95	8583.15
