	Ctgf_tdTpositive_cell_1	Ctgf_tdTpositive_cell_3	Gad2_tdTpositive_cell_44	Ntsr1_tdTnegative_cell_3	Ntsr1_tdTnegative_cell_5	Ntsr1_tdTnegative_cell_22	Ntsr1_tdTnegative_cell_24	Ntsr1_tdTnegative_cell_44	Pvalb_tdTpositive_cell_81	PvalbF.Gad2_tdTpositive_cell_31	Rbp4_tdTpositive_cell_165	Rbp4_tdTnegative_cell_1	Rbp4_tdTnegative_cell_7	Rbp4_tdTnegative_cell_12	Rbp4_tdTnegative_cell_15	Rbp4_tdTnegative_cell_18	Scnn1a.Tg3_tdTnegative_cell_1	Scnn1a.Tg3_tdTnegative_cell_6	Scnn1a.Tg3_tdTnegative_cell_15	Scnn1a.Tg3_tdTnegative_cell_18	Scnn1a.Tg3_tdTnegative_cell_19	Scnn1a.Tg3_tdTnegative_cell_22	Scnn1a.Tg3_tdTnegative_cell_23	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_3	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2
Rpl15	161.18	410.32	361.23	163.27	180.81	0.0	25.46	237.53	0.21	302.4	416.15	317.67	373.25	328.5	1.18	133.81	0.0	590.82	282.84	135.32	255.37	274.87	38.18	345.71	288.3	353.6	306.68	443.03	429.91	329.06	288.0	191.33	207.85
Rpl7l1	7.95	16.64	5.75	20.63	33.05	207.36	9.12	4.89	8.97	61.28	56.14	6.01	4.7	209.63	12.13	279.04	32.37	480.79	11.18	249.63	32.46	3.74	12.45	94.4	90.62	126.8	47.85	123.04	164.82	96.16	116.55	38.4	38.42
Rpusd2	0.0	0.23	0.17	0.16	0.11	0.17	0.0	0.44	0.61	0.72	4.25	0.18	0.0	0.49	0.33	1.69	0.0	0.77	0.52	0.34	0.16	0.21	0.0	6.87	2.04	4.23	2.44	1.72	5.99	4.73	4.46	3.29	3.61
Rsrc2	0.0	0.19	7.33	0.0	278.68	185.67	0.0	237.52	146.88	107.99	182.88	119.01	0.22	0.0	0.2	37.77	7.49	352.91	137.89	0.0	0.0	0.0	6.29	103.84	159.93	190.02	128.01	198.13	174.54	140.28	134.76	78.1	73.77
Sash1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.57	0.21	0.0	0.0	0.0	0.0	0.0	0.0	1.59	0.0	0.0	0.0	0.0	0.11	0.0	0.41	0.04	0.04	0.0	0.62	0.05	0.05	30.84	29.41
Slc2a1	0.0	0.32	0.0	0.0	0.0	0.0	0.0	44.38	19.83	8.06	9.98	2.22	30.1	0.1	0.0	135.38	5.78	171.22	0.23	0.0	58.76	0.0	152.55	10.78	14.59	11.56	26.58	6.54	3.85	8.84	18.39	78.33	91.62
Smo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.69	8.27	8.75
Sowahb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.82	0.0	0.0	0.0	0.0	0.16	0.0	0.13	0.0	0.0	0.0	0.0	0.0	7.96	4.6	6.72	11.03	1.82	2.12	1.32	9.57	16.21	13.31
Spink10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.6	0.71	0.0	0.0	0.0	0.0	0.0	0.0	8.02	0.0	0.0	0.0	0.0	0.0	0.0	11.87	0.82	0.26	15.93	1.44	6.88	5.05	3.1	2.76
Spock3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	30.22	77.99	0.0	0.08	0.08	584.61	0.0	373.19	756.56	0.0	916.7	0.14	0.0	361.49	79.7	138.0	53.88	121.84	66.8	52.7	53.55	45.81	95.24	87.12
Sqstm1	418.68	0.0	0.08	0.0	68.26	0.0	34.01	642.21	6.41	123.18	138.17	0.12	0.72	6.23	449.57	0.0	1.36	619.1	146.21	0.0	0.0	0.0	0.4	94.3	95.15	84.37	135.79	66.32	83.88	93.45	105.36	475.31	516.54
Srxn1	0.0	0.0	0.06	0.0	0.0	0.38	0.23	0.0	0.0	49.49	28.13	0.09	0.09	0.0	0.0	0.0	0.0	251.35	0.0	0.0	0.0	0.0	0.0	36.33	60.02	51.05	34.47	63.06	44.66	46.29	23.02	77.23	80.92
Ssrp1	0.0	0.0	325.51	124.29	0.0	32.17	0.0	0.0	3.83	65.09	20.56	15.59	0.26	0.09	0.16	0.0	0.0	421.57	0.0	0.0	306.5	0.0	0.29	86.96	78.96	73.65	61.9	69.23	59.75	70.58	78.49	79.15	79.33
Synb	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.32
Timm9	0.0	0.0	0.0	2.16	0.0	0.0	0.0	0.0	0.0	64.08	168.61	0.0	0.0	0.0	0.0	0.0	0.0	279.34	0.0	0.0	0.0	0.0	0.0	108.5	127.24	126.98	91.25	91.31	114.61	81.84	70.99	53.71	51.5
Tln2	0.0	0.13	0.0	0.0	0.13	0.01	0.21	0.0	0.07	4.15	2.26	0.12	0.11	0.0	4.27	0.0	0.09	11.73	0.11	0.16	0.0	0.0	0.0	1.08	6.22	2.34	0.28	4.92	3.68	4.3	4.18	35.9	34.01
Tmem120a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.14	30.1	0.0	0.0	169.26	0.35	0.0	0.0	467.19	0.0	235.44	0.0	0.0	0.0	9.97	0.0	17.82	11.97	26.15	12.06	16.56	19.78	23.45	22.02
Trim71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.09	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	3.18	0.0	0.0	0.87	1.18	0.0	0.33	1.85	0.51	0.55
Utp20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.51	3.94	3.32	0.0	0.0	0.05	0.0	0.0	4.51	0.0	1.19	0.0	0.0	0.0	4.28	4.85	3.35	6.53	1.79	1.43	1.65	2.4	9.8	9.18
Wsb2	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	10.6	14.67	24.37	0.86	0.1	0.0	0.0	0.0	0.0	55.23	0.0	0.0	0.0	0.0	0.0	36.96	15.61	60.47	41.7	44.21	60.34	41.71	39.77	294.59	283.93
Ythdf2	59.83	0.0	66.97	0.0	29.91	0.0	36.85	94.75	213.32	65.86	83.1	30.32	0.06	0.0	0.21	36.29	0.0	277.96	35.13	0.24	0.0	36.59	29.67	42.0	44.19	57.19	53.38	46.69	46.57	66.62	67.16	21.21	20.99
Zbed6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48	3.53	0.05	0.0	0.0	0.0	0.0	0.0	129.65	0.0	0.0	0.0	0.0	0.0	6.25	2.51	0.06	0.45	3.03	1.41	0.2	2.75	32.02	25.57
Zfp317	0.04	0.11	0.03	0.0	124.03	0.17	0.45	0.14	0.09	89.11	83.65	0.25	0.12	0.06	0.88	119.19	0.55	270.78	0.0	0.38	0.0	0.0	0.37	70.99	37.78	59.11	24.66	28.64	30.66	44.67	37.04	17.99	16.65
Zfp598	0.0	0.0	0.0	0.0	0.0	31.68	0.0	0.12	0.0	3.07	6.91	0.0	0.0	0.0	0.0	0.0	0.0	83.28	0.0	0.0	0.0	0.0	0.0	0.32	1.42	3.55	3.57	2.39	0.9	0.31	0.95	29.85	31.91
Zfp689	0.16	0.81	1.4	0.0	0.56	0.0	0.52	0.15	0.86	5.87	4.45	0.41	0.23	0.21	0.0	1.68	0.37	3.26	0.0	1.38	0.0	0.2	0.66	2.39	10.35	3.72	4.53	6.42	4.71	5.74	5.18	4.97	5.35
Zfp738	0.0	0.0	0.04	0.11	0.0	0.0	0.0	0.0	0.0	12.43	16.93	0.34	0.11	0.11	0.12	0.0	0.0	294.34	0.0	0.0	0.0	0.0	0.0	2.79	16.64	18.09	5.99	9.74	16.25	9.69	8.37	12.49	8.02
Zmym2	0.0	500.24	94.99	5.05	0.0	0.0	0.0	0.0	0.0	39.04	29.73	3.1	1.35	0.0	85.91	0.0	0.0	0.0	4.01	121.12	0.0	0.0	4.14	21.94	32.79	22.75	21.51	19.49	7.15	16.2	22.09	41.11	39.19
c2_tRNA-Ala-GCY_	0.0	14.08	0.0	0.0	0.0	0.0	0.0	0.0	13.69	0.0	20.77	0.0	53.8	0.0	0.0	391.89	0.0	315.69	0.0	0.0	0.0	0.0	0.0	48.44	49.54	0.0	0.0	27.69	0.0	0.0	0.0	75.8	61.09
mt_AF357430	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.67	0.0	0.0	5.54	0.0	0.0	9.29	0.0
