	Chrna2_tdTpositive_cell_15	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_30	Chrna2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_55	Gad2_tdTpositive_cell_18	Gad2_tdTpositive_cell_26	Gad2_tdTpositive_cell_68	Htr3a_tdTpositive_cell_83	Htr3a_tdTpositive_cell_91	Nos1_tdTpositive_cell_14	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_29	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_36	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_45	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_52	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_68	Sst_tdTpositive_cell_8	Sst_tdTpositive_cell_28	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_39	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_92	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Me2	0.0	0.0	0.0	0.0	0.0	0.0	62.25	0.0	0.0	0.0	12.88	8.82	0.51	0.0	0.0	0.86	7.76	0.0	13.31	0.59	0.0	6.26	0.0	0.0	0.67	0.0	0.0	1.12	0.0	25.96	23.83	23.18
Mep1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.06	0.03
Mgat5b	1.06	0.0	0.0	0.0	0.0	0.0	55.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	2.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.22	54.09	52.11
Miat	22.56	0.16	0.14	0.02	0.05	14.02	36.13	0.05	0.0	0.0	4.26	15.66	1.99	0.24	2.64	0.24	20.16	0.11	0.0	0.16	15.25	0.21	2.78	0.0	0.24	48.92	0.0	1.51	20.24	196.73	185.46	213.96
Muc4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.02
Myog	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.07
Myom2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.07	0.08
Ncr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.07
Nox4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.06
Nphs2	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.48	0.36
Nr0b1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.1	0.06
Olfr1419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.09	0.1
Olfr1420	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.1	0.11
Otop3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.12	0.04
Otx2os1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.14
Pcmtd1	29.59	70.54	0.16	22.44	0.0	3.2	130.15	53.32	32.35	132.76	0.13	29.02	6.57	23.8	43.64	7.29	15.6	65.94	2.62	23.99	24.5	25.6	27.52	37.42	5.41	79.55	0.1	10.8	19.14	69.06	59.81	70.51
Pcyox1l	1.82	2.55	3.63	0.83	0.0	5.52	95.51	0.62	6.92	4.22	0.8	0.0	0.0	0.11	0.98	8.12	15.2	0.82	31.45	1.92	4.06	2.32	4.44	8.61	2.08	2.14	0.0	0.91	12.85	20.55	22.17	20.93
Prps1l1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.06
Ptp4a3	6.33	5.03	29.24	20.99	16.45	8.97	60.49	28.42	5.31	18.71	4.26	2.83	5.13	1.38	2.13	5.19	3.25	3.11	5.81	2.65	2.8	5.33	14.86	25.81	2.85	52.38	7.99	19.49	3.58	36.37	37.23	39.99
Ptx4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.18	0.07
Rab44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.18	0.12
Raet1d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.16
Rbck1	0.0	4.25	0.0	0.0	0.0	0.0	88.16	0.0	1.53	0.0	10.52	0.0	0.7	0.0	0.0	0.95	0.0	0.15	43.19	0.0	0.0	1.46	0.15	5.2	0.0	2.16	10.14	0.14	0.0	79.28	84.43	85.27
Rbm15b	23.84	0.0	0.0	0.0	0.0	0.0	22.87	2.05	0.0	0.0	0.0	0.0	0.0	3.49	0.0	0.0	26.12	11.89	0.0	1.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.71	30.71	31.95	32.35
Rnf133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.14	0.08
Rnf150	0.53	0.07	6.56	0.0	0.0	0.13	19.53	0.0	0.0	0.0	0.0	0.03	0.09	0.11	0.03	0.15	1.1	0.04	0.01	0.25	0.02	0.02	0.3	9.66	0.05	11.31	0.07	1.76	1.91	27.74	26.88	27.89
Rnf19a	0.07	0.0	0.0	0.0	0.0	0.0	52.95	42.43	0.0	0.0	0.03	0.07	32.59	0.0	18.47	0.0	33.8	0.0	0.0	0.0	0.15	0.05	81.58	4.44	0.0	0.0	0.0	0.0	77.36	23.71	23.0	21.8
Sct	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.21
Setbp1	10.47	0.0	0.0	9.58	0.0	0.0	32.15	0.08	0.05	0.0	0.01	0.02	0.0	1.47	0.0	0.0	12.26	0.0	0.0	0.0	0.0	0.0	4.66	1.48	0.75	0.0	0.0	0.0	0.0	12.73	11.74	13.66
Slc10a5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.07	0.08
Slc25a47	0.0	0.0	0.0	0.0	0.0	80.24	53.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.52	2.5	3.19
Slc4a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.02
Slc4a5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.13	0.04
Slc6a8	26.19	2.73	0.0	10.6	0.0	0.03	56.4	0.04	0.07	32.77	0.1	0.93	0.31	6.88	29.98	0.53	52.74	0.0	0.0	4.16	0.0	20.77	0.0	26.27	21.41	33.55	0.0	0.0	8.41	61.85	65.48	65.64
Slco6c1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.04
Snx33	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.92	5.37	5.44
Speer6-ps1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.1	0.21
Sst	54779.79	110572.87	31942.05	92299.24	48476.57	43.44	0.0	72114.03	79456.04	80147.45	45687.49	43763.2	51085.86	49702.56	51551.12	3.82	41941.87	5.96	63593.53	54941.04	52986.0	63808.17	33804.89	28051.12	78404.02	40301.33	70180.73	21855.63	60686.4	558.6	588.98	558.0
Stmn4	68.61	42.43	2.49	20.12	0.0	0.1	187.28	0.0	1.09	44.51	51.92	55.28	42.88	61.21	2.11	72.54	51.94	2.56	36.33	84.21	95.47	33.66	67.14	159.28	13.53	24.94	0.0	171.32	109.66	296.95	326.33	304.73
Stx11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.09	0.14
Suclg2	0.0	0.0	0.0	0.0	0.0	0.0	9.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.19	19.63	21.51
Supt3h	1.46	0.0	0.0	52.04	0.0	0.0	96.06	0.0	0.0	0.0	0.09	0.07	0.0	0.0	0.0	0.0	0.0	0.0	31.7	0.0	0.0	0.0	0.0	1.62	0.0	0.0	0.0	0.0	0.0	12.59	11.35	10.91
Tac4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.08
Tas1r2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.03
Tas2r137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1
Tcstv1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.12
Tg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.04	0.08
Tktl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.11	0.08
Tnfsf13b	0.0	0.0	0.0	0.0	0.0	0.0	117.81	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.74	1.44	0.89	1.57
Tra2a	9.41	0.78	32.82	0.0	0.0	15.99	127.91	43.83	65.21	96.27	27.36	7.08	0.34	13.22	0.31	24.46	60.0	4.92	39.48	66.85	73.96	2.95	51.18	125.7	8.71	90.13	0.0	123.14	90.52	83.97	67.88	73.86
Trak2	0.39	0.0	0.0	6.51	1.39	1.06	65.25	0.2	0.0	0.0	0.02	3.15	44.47	0.0	0.31	0.19	0.0	0.0	3.98	0.0	0.63	0.0	29.68	0.0	21.41	31.58	0.0	0.05	4.36	105.63	100.92	106.39
Tslp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.17	0.09
Ttc39d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Tubb1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.2	0.07
Txndc2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.11	0.12
Ubqln4	0.18	38.85	0.13	0.0	0.0	1.38	75.6	4.27	59.54	51.72	0.63	10.71	48.4	2.86	25.18	0.71	7.51	0.0	41.64	0.0	4.99	22.01	60.23	19.05	0.0	71.06	0.0	0.0	0.28	106.26	110.47	109.06
Ulk1	10.02	0.0	0.0	5.44	0.0	0.0	72.02	0.0	65.87	0.04	0.0	18.92	6.61	0.0	30.82	0.0	0.0	0.0	8.17	6.62	0.12	0.0	23.56	0.0	22.68	0.0	0.0	20.09	23.32	43.63	46.37	46.9
Usp26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.02
Vmn1r210	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.11
Vmn2r11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.04
Vrk2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.24	2.2	2.24
Wdr25	43.85	0.0	0.32	0.0	0.0	0.47	90.95	0.47	0.0	0.0	1.25	0.08	0.33	0.0	0.42	2.15	0.97	1.44	0.0	0.45	0.08	16.95	1.25	0.36	0.0	0.91	0.33	0.23	0.18	5.68	6.33	6.35
Zfp957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.1	0.07
Zpbp	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89	1.18	0.9
Zscan10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.03	0.04
c5_tRNA-Asp-GAY	0.0	0.0	0.0	0.0	0.0	0.0	1.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.71	6.32	3.46
