	Gad2_tdTpositive_cell_55	Nkx2.1_tdTpositive_cell_18	Pvalb_tdTpositive_cell_2	Pvalb_tdTpositive_cell_5	Pvalb_tdTpositive_cell_6	Pvalb_tdTpositive_cell_8	Pvalb_tdTpositive_cell_13	Pvalb_tdTpositive_cell_17	Pvalb_tdTpositive_cell_22	Pvalb_tdTpositive_cell_26	Pvalb_tdTpositive_cell_35	Pvalb_tdTpositive_cell_40	Pvalb_tdTpositive_cell_46	Pvalb_tdTpositive_cell_47	Pvalb_tdTpositive_cell_69	Pvalb_tdTpositive_cell_71	Pvalb_tdTpositive_cell_75	PvalbD.Slc32a1_tdTpositive_cell_18	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbD.Slc32a1_tdTpositive_cell_26	PvalbF.Gad2_tdTpositive_cell_5	PvalbF.Gad2_tdTpositive_cell_8	PvalbF.Gad2_tdTpositive_cell_14	PvalbF.Gad2_tdTpositive_cell_15	PvalbF.Gad2_tdTpositive_cell_21	PvalbF.Gad2_tdTpositive_cell_30	PvalbF.Gad2_tdTpositive_cell_34	PvalbF.Gad2_tdTpositive_cell_40	PvalbF.Gad2_tdTpositive_cell_42	Rbp4_tdTpositive_cell_51	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Repin1	6.59	7.08	7.2	7.74	17.29	4.24	10.95	14.38	8.43	20.54	12.5	13.52	10.24	42.74	0.63	41.37	6.42	11.83	4.6	9.57	15.03	0.0	1.52	2.06	25.48	27.13	1.3	10.5	11.29	15.96	31.19	32.22	32.44
Rgl1	2.2	5.79	0.0	0.0	0.0	0.0	0.0	0.0	6.52	0.0	0.0	0.0	0.15	0.0	0.0	44.9	0.45	0.55	12.65	0.0	2.4	0.29	7.55	0.11	0.0	0.0	19.17	17.02	0.0	12.54	61.77	58.64	61.78
Rinl	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.15	0.0	0.21	0.21	0.0	0.0	26.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.14	0.0	0.0	0.18	0.0	0.0	1.52	2.38	1.61
Rnpepl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.66	0.0	42.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	24.31	28.57	26.98
Satb2	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.0	0.11	0.17	0.0	0.59	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.08	0.1	0.0	0.0	0.34	0.0	29.34	28.28	28.4
Sec14l2	0.0	16.29	25.37	0.19	1.62	0.0	0.0	9.32	9.67	2.01	0.0	15.87	0.0	0.0	0.0	33.55	0.0	0.0	0.0	0.86	0.0	0.0	7.73	0.0	1.15	0.0	0.0	0.43	0.54	0.0	37.69	41.27	39.73
Sec24b	0.0	19.09	6.87	13.6	13.53	0.0	0.0	13.26	0.23	20.62	2.21	14.49	0.0	0.0	0.0	79.13	24.21	11.3	27.93	5.82	5.34	0.0	0.42	0.0	14.63	16.71	0.0	0.8	31.33	0.0	36.07	34.4	34.96
Slc4a1ap	0.0	22.93	9.56	0.0	23.29	0.0	0.0	0.0	0.0	0.0	0.0	7.66	0.0	0.0	3.24	26.53	12.69	0.0	10.22	0.0	10.64	2.45	15.92	0.0	0.0	35.88	20.67	0.0	0.0	1.45	31.26	30.63	30.38
Snta1	0.0	3.19	0.0	0.23	0.0	0.0	0.4	0.0	0.0	0.0	0.0	2.27	0.0	0.0	0.18	53.8	35.05	0.0	0.0	2.42	0.0	0.0	0.0	3.94	0.0	1.54	0.0	14.79	0.0	0.0	25.48	30.84	30.12
Ssxb10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.0	0.0
Ssxb5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.18
Sult6b1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.83	0.0	0.0	0.0	0.0	8.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.18	0.15
Susd4	30.15	17.23	2.05	61.27	1.01	0.0	0.41	5.35	24.45	19.07	96.82	5.92	0.0	69.94	0.0	102.05	0.0	16.64	36.58	0.0	0.0	0.74	0.0	52.38	31.61	22.16	0.0	23.49	0.0	71.13	111.28	109.18	111.24
Sympk	2.9	0.0	0.0	0.12	0.0	0.14	0.2	0.0	0.13	0.73	0.93	0.0	0.0	0.0	0.0	33.7	6.65	3.79	0.0	0.0	0.1	0.09	2.77	0.1	1.7	5.72	0.23	2.5	0.0	1.78	78.87	79.01	85.02
Tapbpl	5.8	0.83	4.96	3.35	6.3	6.27	2.1	7.66	19.67	2.4	3.64	2.11	13.82	3.39	5.65	87.67	2.72	3.13	2.56	14.11	7.52	3.73	4.92	4.87	6.91	19.22	4.24	5.7	2.47	5.01	9.95	9.09	8.95
Tctn2	0.0	0.15	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.2	0.0	11.99	0.0	0.08	52.91	0.0	0.0	0.0	7.81	0.0	40.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.78	20.4	19.69	20.58
Tmc8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.65	0.77
Tnnc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.23	0.0	0.0	0.0	19.43	15.97	19.46
Trim43a	0.32	0.0	2.87	0.5	0.0	2.0	0.46	0.35	0.6	0.0	4.63	0.78	0.83	0.25	0.62	66.22	0.17	0.0	1.11	0.44	0.35	0.85	1.34	0.27	0.47	4.47	0.0	0.62	0.0	0.86	1.43	1.01	1.06
Ube2m	60.88	56.91	24.97	89.87	66.84	95.01	98.92	70.13	8.93	0.0	37.47	14.74	76.03	36.39	5.75	164.0	51.75	52.19	61.85	4.48	5.88	116.25	50.37	12.98	9.37	84.2	77.81	19.62	30.66	65.9	188.22	200.48	193.34
Upp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.69	0.0	0.0	0.0	7.28	5.54	4.49
Uprt	0.0	6.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.02	0.0	0.0	0.0	0.0	6.82	0.0	35.75	0.0	0.0	0.0	0.0	56.7	0.0	0.0	8.86	6.82	7.52
Wipf2	28.13	9.43	10.91	24.65	23.31	4.53	1.94	6.17	6.26	17.03	3.38	4.05	3.13	5.41	2.55	25.57	14.71	2.58	8.9	2.11	13.93	17.57	9.21	9.02	21.32	2.9	12.48	20.73	8.56	11.19	28.65	28.68	27.32
Zfp180	27.22	5.56	11.69	31.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	50.81	90.56	32.98	13.68	0.0	18.83	22.61	0.33	1.03	0.0	0.0	0.0	26.9	0.0	0.27	0.06	35.55	34.52	33.49
Zfp953	0.11	0.09	0.0	0.0	0.04	0.0	0.18	0.0	0.0	0.11	0.12	0.0	0.13	1.96	0.08	24.49	0.0	0.31	0.11	0.0	0.0	0.22	0.11	12.02	0.0	0.02	0.0	0.0	0.0	0.14	1.22	0.7	1.3
Zfp964	0.0	2.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.17	0.0	0.0	0.0	48.96	2.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.63	2.66	2.54
Zfyve9	22.1	0.19	2.2	0.22	12.67	5.29	0.0	2.06	51.55	21.14	4.6	19.38	10.68	42.72	2.94	58.0	0.57	5.63	12.87	19.53	49.41	0.0	3.24	5.25	24.41	15.25	12.7	0.0	0.0	0.0	54.36	51.25	52.59
