	Chrna2_tdTpositive_cell_75	Nos1_tdTpositive_cell_38	Nos1_tdTpositive_cell_56	Ntsr1_tdTpositive_cell_10	Ntsr1_tdTpositive_cell_12	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_30	Ntsr1_tdTpositive_cell_33	Ntsr1_tdTpositive_cell_35	Ntsr1_tdTpositive_cell_37	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_40	Ntsr1_tdTpositive_cell_41	Ntsr1_tdTpositive_cell_42	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_51	Ntsr1_tdTpositive_cell_57	Ntsr1_tdTpositive_cell_59	Ntsr1_tdTpositive_cell_61	Ntsr1_tdTpositive_cell_75	Rbp4_tdTpositive_cell_1	Rbp4_tdTpositive_cell_5	Rbp4_tdTpositive_cell_41	Rbp4_tdTpositive_cell_44	Rbp4_tdTpositive_cell_50	Rbp4_tdTpositive_cell_62	Rbp4_tdTpositive_cell_96	Rbp4_tdTpositive_cell_108	Rbp4_tdTpositive_cell_154	Rbp4_tdTpositive_cell_170	Rbp4_tdTpositive_cell_171	Rorb_tdTpositive_cell_40	Scnn1a.Tg3_tdTnegative_cell_20	Slc17a6_tdTpositive_cell_3	Slc17a6_tdTpositive_cell_24	Slc17a6_tdTpositive_cell_30	Vip_tdTpositive_cell_69	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_3	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_10	CAV_LP_Ipsi_tdTpos_cell_16	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_32	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Gm15663	0.98	0.8	1.6	1.06	1.64	0.0	1.72	0.71	0.89	1.18	0.68	0.0	2.44	3.77	0.0	0.43	0.78	2.51	3.01	0.89	3.02	3.81	2.71	2.09	5.39	0.2	3.08	67.22	2.88	0.43	2.87	5.01	0.91	1.02	1.68	0.58	2.41	2.08	0.52	1.1	0.7	1.53	2.01	1.04	1.45	6.41	4.92	0.66	0.52	30.17	1.81	3.03	0.78	1.7	0.44	1.38	0.56	26.82	8.46	8.44	9.06
Gm1661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.51	0.17
Gm216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.49	0.0	0.1	108.68	0.0	0.0	0.17	71.6	0.0	0.85	0.0	0.0	0.0	0.0	0.0	41.65	0.0	151.76	0.0	0.0	0.0	18.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	1.48	0.0	7.76	6.43	2.31	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	1.89	2.22	2.04
Gm3279	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.29	0.0	0.0	0.0	33.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.02	0.0	0.32	0.0	0.0	0.0	0.0	0.0	6.19	0.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.01	0.52	0.67
Gpr25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.75	0.0	0.0	0.0	2.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.87	1.24	1.2	0.0	0.41	0.0	0.18	0.71	2.66	0.0	0.0	0.0	0.0	0.0	5.95	0.0	0.0	9.06	9.75	10.24
Hnrpdl	38.25	29.2	3.5	36.68	5.09	55.2	6.7	13.26	22.13	79.24	53.94	14.86	22.57	43.87	17.42	17.25	20.33	29.03	0.0	34.85	35.25	70.59	39.86	19.93	0.16	26.75	69.33	253.08	80.39	15.52	70.06	129.68	54.74	55.05	35.26	16.98	50.76	118.81	0.16	47.62	54.51	39.8	49.28	33.19	58.79	40.38	46.91	39.66	49.11	101.26	39.08	3.03	6.06	47.22	0.16	0.0	0.0	13.88	147.46	153.76	138.44
Ino80d	0.0	11.48	9.73	0.12	12.6	0.0	0.0	0.01	0.66	0.56	0.0	0.04	0.03	8.3	0.57	2.76	0.0	0.9	0.0	1.35	2.03	0.04	0.03	0.0	0.13	0.49	0.0	15.85	0.05	0.09	1.11	8.66	5.69	2.23	0.0	0.0	11.92	0.0	0.0	2.11	4.4	6.48	4.45	4.26	2.19	0.65	1.89	1.65	2.02	0.0	0.0	0.02	0.0	0.0	0.0	0.29	0.0	3.17	10.84	9.2	11.11
Itk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.28	0.33
Kcna3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	16.97	10.68	67.44	0.0	0.0	74.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.14	9.97	13.68
Kcnj3	0.0	0.0	0.0	0.0	0.94	0.0	0.0	0.0	0.0	0.0	43.2	0.0	11.44	0.0	86.72	109.51	87.04	0.33	136.49	6.93	73.53	1.44	153.73	39.23	0.0	83.39	60.52	245.6	43.6	0.0	0.41	8.02	34.31	0.15	6.48	0.0	0.0	61.39	0.0	29.37	15.77	10.2	55.8	26.96	12.22	11.22	36.64	25.56	20.13	25.13	0.0	0.0	5.29	8.57	0.27	0.0	0.0	4.23	87.05	83.59	83.9
Khnyn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	53.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.18	0.0	0.0	0.0	2.45	0.38	0.0	0.23	0.18	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.18	11.32	12.56
Kif22	0.0	3.44	0.0	2.16	0.0	0.17	0.0	10.31	0.0	6.39	6.13	4.32	0.0	13.04	29.27	0.0	0.0	2.37	18.75	6.03	5.94	0.0	10.06	8.0	0.0	15.85	0.0	141.34	8.78	5.67	6.2	8.1	0.0	7.95	0.0	0.0	7.41	17.23	0.0	0.35	2.45	3.96	3.95	4.91	7.11	2.51	4.51	7.72	5.59	0.0	5.23	7.28	7.04	0.0	0.0	15.28	0.0	0.0	2.64	3.07	3.27
Klhl29	0.0	0.28	0.0	1.52	0.0	0.0	0.0	0.0	0.0	0.0	12.48	0.3	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19	0.0	1.16	0.0	31.51	1.16	0.0	0.0	0.0	0.12	2.86	0.0	0.0	0.0	0.0	0.0	0.94	0.0	0.0	1.34	0.0	0.0	1.72	0.08	0.39	0.63	0.0	0.0	0.0	22.94	0.0	0.0	0.0	0.0	0.0	21.62	22.33	22.71
Ky	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.14	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.65	0.05	0.0	0.0	0.11	0.44	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.21	2.0	1.76
Lasp1	0.0	1.46	0.0	15.48	1.92	0.21	0.1	0.09	0.02	0.0	55.82	0.0	33.32	49.02	20.85	0.0	3.88	14.92	7.07	0.0	1.69	0.55	89.93	0.0	0.0	0.09	14.84	80.03	5.66	16.96	0.0	6.15	24.16	0.03	8.53	0.0	0.0	30.53	0.0	10.6	3.11	13.52	9.66	3.07	6.04	1.15	3.81	6.39	13.09	50.76	104.53	0.07	7.32	21.83	0.13	0.0	0.0	0.0	103.07	106.31	102.26
Lgals7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62	0.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.65	0.0
Lipo1	0.0	1.12	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	1.83	0.0	0.0	0.07	0.0	0.0	0.0	54.08	41.07	135.21	0.0	0.0	0.0	0.0	1.09	0.0	0.0	0.0	0.0	0.0	0.0	8.35	0.0	6.7	12.46	0.19	1.54	6.17	8.33	8.1	7.66	0.0	0.0	0.0	0.1	0.0	0.0	0.0	8.27	0.0	7.02	7.06	6.92
Lman2	35.22	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.03	30.92	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.11	21.83	41.0	0.37	0.05	31.97	53.9	0.0	0.0	54.19	0.0	0.0	50.32	44.67	4.47	0.0	0.0	0.57	0.0	16.27	0.0	10.28	13.0	4.58	8.76	5.04	4.09	1.0	6.04	7.83	10.3	0.0	2.3	0.0	126.56	0.0	0.1	0.0	0.06	0.0	44.69	43.89	43.97
Lrp4	1.06	0.41	0.08	1.36	0.72	0.0	0.0	0.16	0.14	0.12	0.46	0.08	0.81	1.08	0.26	0.0	0.12	0.38	0.77	1.12	0.15	0.35	0.75	0.0	1.16	11.53	1.53	23.38	0.1	0.11	0.6	0.43	22.95	7.03	0.68	0.22	0.54	0.26	42.1	0.53	0.22	0.65	0.51	0.32	0.41	2.83	1.63	0.42	1.45	0.73	1.35	0.19	0.43	0.38	0.23	0.18	0.0	0.54	14.58	15.12	16.01
Lrrc4	52.41	34.51	0.0	71.79	2.35	0.0	0.0	0.04	0.1	0.0	0.07	0.0	0.18	26.81	18.19	0.11	54.09	15.41	3.7	53.25	6.56	0.0	0.06	0.78	19.26	0.0	0.0	129.92	0.0	0.16	57.74	4.67	69.24	0.0	0.0	0.0	0.0	80.6	0.0	27.29	17.09	9.46	10.79	15.02	0.47	4.67	12.78	5.1	8.11	0.18	0.28	0.0	0.0	0.0	169.96	102.34	0.07	0.82	70.72	68.88	67.82
Man1b1	35.9	0.0	0.31	0.18	1.45	0.0	0.0	2.79	0.0	0.0	5.39	0.0	0.0	0.0	0.0	0.0	0.0	10.61	0.0	0.23	0.0	0.0	12.39	0.0	0.0	0.0	28.51	23.94	0.0	0.0	5.39	21.17	0.11	1.23	0.0	0.0	1.24	9.18	0.0	4.9	11.2	4.76	4.86	2.19	6.95	3.2	3.88	5.94	5.17	0.0	0.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.02	53.2	50.77
Map4k4	0.35	0.0	0.0	1.64	0.07	5.34	0.0	0.0	0.03	17.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.17	6.59	0.0	0.09	0.07	1.32	2.32	0.0	0.06	0.0	34.42	0.0	0.0	8.09	0.0	0.08	0.0	9.3	0.0	10.13	0.0	0.0	0.06	0.24	0.42	0.91	0.76	5.9	1.83	1.49	1.35	2.34	0.06	5.43	0.0	0.0	0.0	2.91	0.71	0.0	2.76	65.51	65.81	71.26
Mast2	5.01	9.9	0.0	0.0	12.27	0.06	26.14	0.12	65.32	0.02	0.0	0.0	1.5	0.0	0.0	38.13	7.44	41.82	0.95	1.69	15.32	0.14	29.83	2.06	14.62	1.44	0.0	96.65	0.0	0.57	0.0	0.07	1.69	28.41	0.0	60.32	53.48	4.67	0.93	13.92	2.37	10.33	6.58	16.64	15.36	20.16	11.73	10.0	14.12	3.92	1.62	0.0	0.0	11.3	5.56	3.85	8.04	0.0	56.98	53.5	54.18
Med15	0.0	0.0	0.0	38.59	0.59	0.11	0.0	1.18	23.78	0.0	2.35	0.0	0.26	0.23	0.0	0.0	0.0	0.16	3.2	0.0	3.27	17.15	4.52	0.43	0.0	0.88	0.15	22.51	0.0	0.0	0.0	17.49	39.52	25.18	12.8	4.94	0.0	0.0	6.4	0.22	11.65	14.03	27.25	12.13	1.73	20.71	14.39	10.3	13.37	4.84	0.63	0.09	0.0	0.44	0.0	0.0	0.21	0.0	44.79	47.43	48.92
Mid1ip1	29.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.77	0.0	0.0	3.87	0.0	0.0	3.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.21	0.0	0.0	0.0	0.2	0.0	0.12	0.19	0.0	0.0	0.0	0.0	8.87	2.3	8.77	12.2	0.0	0.24	0.0	0.58	0.34	4.93	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	92.35	103.28	101.1
Mir682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.91	0.0	0.0	6.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	3.8	1.18
Mutyh	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.06	0.0	0.0	0.0	0.0	100.69	79.91	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.01	0.37	4.46	0.0	6.71	2.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.56	1.73	2.91	2.2
Myo6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	1.0	0.0	11.6	0.0	0.0	0.0	0.0	0.0	0.0	1.11	0.0	0.0	0.0	0.0	16.51	0.03	0.0	0.0	0.0	0.0	0.0	0.04	2.6	1.23	2.33	2.78	0.06	4.23	0.41	1.21	0.83	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.09	45.52	41.7	48.44
Ndor1	0.91	1.13	0.07	2.17	0.12	0.53	0.0	0.29	10.59	0.76	0.34	0.25	1.24	0.16	0.14	35.07	0.11	0.31	1.06	0.0	0.98	0.23	0.65	0.17	0.13	0.59	0.28	36.75	0.31	0.42	0.0	0.67	30.26	48.39	0.12	0.52	0.0	1.03	0.0	3.68	1.81	4.39	6.65	5.64	7.88	9.39	1.71	3.25	1.05	0.12	1.14	0.0	0.0	0.07	0.54	1.81	0.21	0.16	20.14	19.31	22.51
Nr3c1	16.1	0.26	0.0	71.09	22.64	0.06	43.99	13.46	2.06	108.1	56.82	70.19	80.69	59.58	0.08	45.65	10.94	41.2	35.81	28.13	56.73	64.34	38.01	2.38	50.87	0.2	0.0	195.48	0.05	10.11	0.05	27.03	27.19	56.09	0.0	136.84	59.63	61.54	0.0	40.38	36.08	63.94	44.6	36.52	50.51	39.81	47.53	45.21	43.42	46.2	60.69	80.85	29.12	17.94	9.27	9.82	60.45	24.68	52.23	45.41	48.23
Numa1	25.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.48	20.68	0.0	0.0	0.0	0.0	0.0	0.0	1.02	15.42	0.0	0.0	0.0	10.19	14.87	0.0	0.12	0.0	0.0	27.48	9.17	0.0	1.66	0.0	4.67	0.0	0.0	0.0	0.0	19.53	0.0	4.3	3.0	10.48	3.52	6.23	5.96	2.62	3.17	5.08	3.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.64	43.15	46.99
Parp3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.24	0.0	0.11	0.0	55.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.84	1.13	0.65	1.06	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.41	3.36	3.99
Pcp4	5030.53	1243.35	5082.23	4339.69	3917.8	7467.74	5853.47	5181.2	3874.65	4442.44	3883.72	6240.76	4858.15	5498.56	5326.1	6808.32	7407.1	4322.71	5456.32	4027.97	4964.42	3686.11	3276.12	3177.92	5093.83	4160.15	2429.01	2246.31	1520.81	3038.74	2759.62	1299.54	2779.19	3706.04	4710.66	4815.87	7030.52	5084.45	5492.66	4246.61	3150.04	4108.26	3507.01	4928.48	3901.08	5219.57	2919.09	3442.63	3306.12	7638.97	5242.95	4255.66	6941.16	7178.2	6670.6	6291.11	8685.7	6217.49	788.83	807.59	741.11
Pcsk6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.49	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.1	10.63	10.45
Pde8b	2.94	0.0	20.81	21.39	9.22	0.0	5.33	0.0	16.08	43.06	72.73	6.85	14.19	5.47	1.72	0.0	1.28	22.5	93.83	13.39	18.97	2.35	88.08	0.39	0.3	19.75	58.54	144.78	0.0	0.07	96.86	77.21	139.36	0.22	0.0	0.0	0.0	0.0	50.82	11.6	32.19	26.48	53.11	2.88	18.9	15.32	32.03	20.58	21.06	23.69	0.0	10.6	0.0	13.32	0.0	11.85	0.05	21.71	56.6	55.22	53.0
Plagl1	0.0	0.0	0.28	52.44	0.0	0.0	0.0	0.43	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	12.02	90.62	0.0	0.0	122.94	0.0	0.0	0.0	0.0	0.0	1.85	0.0	0.0	0.0	0.0	0.0	0.0	2.79	0.0	0.0	1.12	3.49	0.0	1.18	2.53	0.52	0.0	0.0	1.94	0.05	0.0	0.0	0.0	0.0	0.0	15.74	15.04	13.9
Plcg1	0.69	0.0	0.0	18.32	8.26	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	14.48	0.0	0.0	0.0	0.12	0.11	0.0	0.0	0.09	19.75	0.0	0.6	0.0	0.0	16.35	7.5	0.0	0.15	0.37	4.54	13.16	0.0	0.0	0.0	0.0	0.0	6.27	3.22	0.08	4.69	1.85	2.37	2.21	5.54	4.69	3.42	9.6	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	47.58	47.21	51.72
Rad51ap1	101.41	0.0	34.73	0.0	105.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.15	0.0	0.0	38.59	0.0	85.66	22.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.98	0.56	0.0	4.41	0.14	1.2	1.15	3.98	4.97	11.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.73	2.03	2.74
Rest	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.98	2.1	2.32
Rhox3-ps	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sec31b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.19	0.23
Setdb2	51.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.26	0.0	0.0	0.0	33.99	0.0	6.2	0.0	0.0	0.0	0.0	0.0	47.86	0.0	0.0	48.86	0.0	5.86	0.0	0.0	0.0	0.77	0.0	0.0	0.0	11.78	0.0	0.0	4.24	5.28	0.0	5.0	3.4	2.51	0.0	3.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.51	3.09	3.95
Snx5	34.01	60.22	0.1	75.99	0.0	0.0	0.0	0.0	49.54	0.27	0.96	7.03	0.09	69.18	0.11	0.0	86.34	6.94	0.21	104.22	8.28	0.16	0.0	0.0	1.47	5.22	0.0	175.02	19.74	51.21	249.32	0.0	0.0	0.0	59.83	0.0	4.6	0.0	823.01	20.32	45.11	36.99	15.18	9.85	53.3	17.54	22.64	18.98	14.4	59.96	0.0	0.0	63.2	5.69	0.0	15.89	78.67	0.0	82.55	87.13	83.93
Specc1l	0.0	0.49	0.0	0.0	0.0	0.0	0.0	3.32	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.57	0.65	0.0	0.48	0.03	0.0	0.09	56.96	10.8	0.0	36.68	0.0	0.0	1.74	0.52	0.0	0.0	0.71	0.0	0.0	0.0	62.67	0.23	5.24	1.82	4.2	0.0	6.68	4.96	2.14	5.27	5.83	0.1	0.0	0.0	0.0	0.0	0.07	0.0	0.45	0.12	28.51	27.24	28.03
Srrm3	0.0	1.27	21.1	0.26	0.0	0.0	0.75	0.16	0.0	0.07	0.0	0.0	0.0	12.92	0.0	8.58	0.0	0.0	0.13	0.0	3.45	1.15	0.96	0.0	0.0	2.41	0.38	9.88	0.08	0.0	0.09	0.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.34	0.93	1.45	0.0	0.91	0.66	0.0	1.36	0.78	1.05	1.39	0.0	0.0	0.07	0.0	0.0	0.0	0.06	0.0	33.91	36.39	36.64
Sycp2	1.17	0.12	0.0	19.8	0.0	0.0	0.0	0.0	0.03	0.0	1.36	0.0	0.0	0.3	0.0	0.0	0.0	0.66	0.0	1.69	0.85	1.06	28.58	1.37	0.0	0.0	0.0	48.0	0.67	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	2.34	0.12	0.35	0.23	0.45	0.6	0.03	0.88	0.12	0.6	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.95	0.52	1.14
Taf4b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	16.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.45	0.0	2.81	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8	2.73	2.81
Tcap	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.84	7.25	7.06
Tceanc	0.63	0.16	0.98	2.18	1.26	0.25	0.16	0.55	0.09	0.13	0.07	0.0	0.37	0.24	0.79	0.44	0.0	0.81	0.0	0.0	62.05	0.0	0.35	0.46	0.87	0.08	0.24	57.21	0.7	1.74	0.79	0.53	0.93	0.84	2.93	1.07	1.29	0.63	1.17	7.26	3.14	0.51	0.4	2.7	2.34	7.44	2.2	0.93	1.19	0.5	0.96	0.56	0.0	0.3	0.0	0.0	0.12	0.16	1.09	1.33	1.36
Tcf23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.05	0.1	0.07	0.0	0.19	0.18	0.09	0.0	0.12	0.0	0.0	0.0	0.05	0.0	0.1	0.0	0.0	0.31	0.0	0.0	0.0	0.16	0.09	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.01	0.48	0.33	0.35
Tle1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.09	0.05	0.0	131.74	0.07	0.11	53.93	0.29	0.0	6.86	0.0	0.0	1.99	0.0	0.0	0.12	0.0	0.0	0.16	0.46	0.0	0.07	0.0	0.0	0.09	0.14	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	21.48	23.56	22.5
