	Calb2_tdTpositive_cell_23	Calb2_tdTpositive_cell_27	Calb2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_20	Chrna2_tdTpositive_cell_51	Chrna2_tdTpositive_cell_72	Cux2_tdTpositive_cell_47	Cux2_tdTpositive_cell_74	Cux2_tdTnegative_cell_16	Htr3a_tdTpositive_cell_95	Ndnf_tdTpositive_cell_2	Ndnf_tdTnegative_cell_9	Nos1_tdTpositive_cell_38	Nr5a1_tdTpositive_cell_31	Nr5a1_tdTpositive_cell_47	Ntsr1_tdTpositive_cell_14	Ntsr1_tdTpositive_cell_41	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTnegative_cell_37	Ntsr1_tdTnegative_cell_41	Ntsr1_tdTnegative_cell_44	Rbp4_tdTpositive_cell_1	Rbp4_tdTpositive_cell_3	Rbp4_tdTpositive_cell_16	Rbp4_tdTpositive_cell_20	Rbp4_tdTpositive_cell_24	Rbp4_tdTpositive_cell_56	Rbp4_tdTpositive_cell_98	Rbp4_tdTpositive_cell_99	Rbp4_tdTpositive_cell_121	Rbp4_tdTpositive_cell_123	Rbp4_tdTpositive_cell_161	Rbp4_tdTpositive_cell_163	Rbp4_tdTpositive_cell_165	Rbp4_tdTpositive_cell_167	Rbp4_tdTnegative_cell_18	Rorb_tdTpositive_cell_31	Scnn1a.Tg3_tdTnegative_cell_13	Slc17a6_tdTpositive_cell_23	Slc17a6_tdTpositive_cell_26	Sst_tdTpositive_cell_83	Ntsr1_tdTpos_100cell_2	CAV_LP_Ipsi_tdTpos_cell_22	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_25	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Hist1h2br	0.0	0.0	0.0	0.0	0.13	0.63	0.17	0.19	0.12	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.08	0.0	0.07	0.0	0.16	0.0	0.76	0.0	0.0	0.08	0.0	0.07	0.0	0.03	0.09	0.0	0.19	0.22	0.0	0.05	0.0	0.0	0.17	0.08	0.11	0.0	0.07	0.0	0.28	0.0	0.0	0.38	0.28	0.38
Hist2h4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.2	0.0	0.0	0.0	0.0	0.0	106.95	0.0	1.16	0.0	0.0	0.0	0.0	0.0	0.0	2.19	1.47	2.91
Hps3	4.6	0.0	4.16	0.24	14.48	2.65	2.48	1.26	8.93	1.38	2.41	2.74	1.31	3.72	1.37	1.77	2.57	0.57	1.66	0.12	0.0	56.84	2.07	11.55	2.84	4.97	0.9	1.5	0.72	0.93	2.53	4.51	4.5	11.8	3.63	0.17	117.65	0.47	3.16	7.94	0.09	10.42	0.33	0.73	0.62	0.0	0.17	3.13	14.44	14.39	14.46
Ier5	0.0	0.0	0.0	0.0	0.58	4.71	0.1	0.0	0.63	0.0	5.52	5.95	26.83	14.92	0.65	0.0	14.46	71.59	6.47	0.0	0.0	0.61	76.56	0.13	0.0	0.64	3.83	2.49	53.96	0.0	0.0	52.56	27.43	6.55	61.01	0.0	0.04	0.0	0.0	81.13	0.0	18.59	89.16	85.07	1.83	72.47	1.2	82.12	75.41	75.64	62.19
Ifitm7	1.8	0.76	1.66	0.38	0.15	0.32	0.76	0.0	0.92	0.0	3.25	0.55	0.18	0.0	1.43	0.0	0.0	0.59	0.42	0.0	0.0	23.13	0.6	0.0	0.34	0.18	0.37	0.76	0.75	0.0	0.11	0.21	0.62	0.58	0.73	0.0	0.76	0.39	0.39	99.85	0.0	0.0	0.0	0.0	0.13	0.0	0.17	0.13	1.18	1.06	0.8
Igsf9	0.15	0.0	0.78	0.13	0.06	2.39	0.12	0.0	0.63	0.6	0.12	0.0	0.23	0.14	0.22	0.08	0.0	0.09	0.0	0.0	0.09	0.54	0.17	0.0	0.08	0.17	0.08	0.45	0.0	0.0	0.27	0.28	0.0	0.71	0.44	0.0	10.3	0.0	0.0	6.77	0.0	0.42	0.0	0.0	0.0	0.0	0.0	0.0	4.13	3.5	4.72
Itpripl2	0.0	0.0	0.03	0.0	0.0	0.0	0.07	0.34	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.02	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.06	0.0	0.06	0.0	0.0	0.1	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	3.29	3.75	3.33
LOC626904	0.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.0	0.0	0.45	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.19	0.05
Lcor	0.0	28.77	0.0	0.0	0.0	0.0	0.07	0.0	4.26	0.0	0.0	0.0	28.42	0.0	0.04	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	43.91	0.26	9.66	0.0	0.0	0.0	0.0	0.0	0.0	7.97	4.35	9.06	0.0	0.0	0.0	0.0	69.35	0.0	1.68	0.0	0.0	0.0	3.84	0.0	0.0	3.05	2.52	2.65
Leng8	27.99	0.0	8.4	0.8	0.25	13.56	17.08	0.31	0.1	6.85	1.24	0.0	4.11	0.15	9.81	0.0	0.05	17.84	0.0	5.02	0.0	0.92	8.34	49.12	0.0	5.84	33.69	0.0	3.53	17.26	49.74	0.3	2.99	10.37	10.21	0.73	10.44	41.74	0.44	67.26	0.12	4.95	0.11	0.0	10.8	0.17	0.06	0.0	164.73	168.18	197.46
Lgals3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.8	0.67
Lrrc7	0.0	0.0	4.81	0.0	0.39	24.73	0.97	0.0	0.06	0.84	1.13	0.17	2.3	0.65	0.0	0.06	0.33	1.29	0.09	0.0	0.13	32.89	1.73	9.1	0.1	0.06	1.85	10.75	0.0	0.0	4.49	0.06	1.32	8.05	2.52	0.0	42.22	0.0	2.26	19.92	1.77	3.85	0.0	0.0	31.81	0.1	6.04	0.0	40.2	29.07	45.43
March4	0.0	0.16	0.24	0.0	0.1	37.65	0.59	0.21	1.41	0.69	0.15	0.47	0.63	0.21	0.25	0.0	0.16	0.2	0.22	0.06	0.0	0.42	0.15	0.4	0.14	0.08	0.04	0.3	0.0	0.36	1.0	0.37	0.27	3.7	0.3	0.0	0.51	0.0	0.53	0.47	0.07	0.4	0.0	0.09	0.1	0.05	0.0	0.0	14.39	14.5	14.89
Med30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.41	0.0	0.0	0.0	0.0	4.5	0.0	0.0	0.49	0.0	0.0	43.32	0.0	2.48	0.0	0.0	0.0	0.0	0.0	0.0	32.79	34.96	32.66
Mex3a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	1.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.31	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.05	2.66	0.0	0.0	0.33	0.0	0.0	8.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.15	2.48	2.14
Mid1	1.85	0.0	9.02	0.0	0.0	0.0	0.0	0.0	5.94	6.57	0.0	0.0	0.0	0.0	0.52	1.19	0.51	0.44	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.18	2.94	0.0	0.0	0.0	0.0	0.0	0.0	1.07	3.25	0.0	0.0	0.0	0.0	25.6	40.98	1.17	0.0	13.79	0.0	0.0	0.16	0.0	12.92	22.49	31.82
Mir3471-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.96	5.25
Mrps15	0.0	0.0	1.21	11.03	0.93	82.31	0.0	0.0	0.0	0.0	0.0	87.49	0.0	0.0	30.57	0.0	0.27	0.39	0.0	0.0	0.0	0.0	2.31	15.16	0.0	30.31	0.0	0.0	0.0	0.0	0.0	0.0	1.78	46.31	1.43	0.0	0.15	0.0	10.03	271.14	0.0	8.8	57.59	121.14	0.0	0.0	0.0	3.96	51.5	50.25	48.73
Nfxl1	0.0	0.0	0.0	131.57	0.0	0.0	0.0	0.0	21.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.65	0.0	4.08	0.0	0.0	0.0	0.0	4.98	0.0	0.0	7.96	0.0	0.0	31.58	0.0	0.84	0.0	0.0	0.0	0.0	0.0	0.0	7.5	8.4	7.55
Nr2c2	0.12	0.0	0.0	35.54	1.12	0.34	54.73	0.0	46.08	12.35	0.0	23.83	6.74	2.02	25.25	60.44	1.19	0.9	69.28	0.0	0.0	2.09	0.0	0.0	6.61	43.42	0.06	43.63	28.18	0.0	11.4	0.14	0.0	5.61	6.99	0.0	24.65	0.0	0.0	149.26	0.0	8.56	1.17	13.88	28.7	53.11	20.1	27.32	47.92	44.91	49.08
Nrcam	59.4	0.79	142.85	0.78	27.84	161.83	20.36	31.26	1.1	85.26	40.01	112.13	97.77	14.79	24.26	17.01	0.1	5.07	79.34	1.51	1.49	87.99	51.62	41.74	106.05	47.24	41.06	4.63	13.51	111.12	4.55	6.81	71.57	57.13	112.5	0.21	89.84	0.84	2.92	80.42	0.13	42.46	57.2	15.12	0.61	38.57	63.63	7.88	149.64	137.89	151.29
Ogg1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	106.94	0.0	58.5	0.0	79.93	48.95	17.04	13.72	0.0	0.0	11.41	0.0	0.0	0.0	10.06	20.42	0.0	0.0	0.0	11.39	70.73	0.0	7.4	0.0	0.0	0.0	0.0	10.02	0.16	5.97	7.62	7.21
Oxtr	0.42	0.0	0.13	0.0	0.05	0.0	0.21	0.0	0.0	0.63	0.08	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.16	0.14	0.0	0.0	0.16	0.07	0.0	0.0	0.07	0.0	0.06	0.24	0.0	0.0	0.0	0.0	0.04	0.0	0.0	10.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.28	4.5	5.75
Palm	0.0	0.0	0.0	152.45	0.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	4.38	0.0	0.0	0.0	0.0	0.0	0.0	0.27	21.16	8.74	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	8.57	0.31	1.37	0.0	0.0	0.0	0.0	37.62	0.0	3.15	11.99	2.14	0.0	0.0	2.64	0.0	185.83	203.34	190.96
Pcca	0.0	0.0	0.0	142.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.89	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	184.61	0.0	0.0	0.0	16.83	0.0	0.0	0.16	0.0	16.48	151.27	0.87	8.6	0.0	55.89	0.0	0.11	15.67	0.09	24.77	24.12	22.52
Pde6a	0.0	0.0	0.17	0.0	0.0	0.16	0.0	0.0	0.0	0.6	0.17	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.08	0.02	0.28	0.15	1.32	0.0	0.0	26.55	0.0	0.16	0.0	0.0	0.49	0.0	0.0	0.0	0.17	0.08	0.19
Peo1	0.18	0.0	0.45	0.29	0.0	115.65	0.32	0.0	0.15	110.07	0.22	0.29	72.12	0.0	0.37	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.37	0.0	31.52	0.0	0.0	0.09	0.79	0.0	0.0	0.09	0.67	0.13	0.0	0.0	0.0	0.0	49.41	0.0	1.59	0.0	0.33	0.0	0.09	0.0	0.0	11.52	10.95	10.76
Pgrmc2	21.95	0.0	0.0	0.0	17.43	0.53	0.0	28.25	0.0	26.75	0.0	80.42	0.0	16.93	23.46	42.93	0.0	0.35	0.0	0.0	0.0	8.43	0.0	0.0	38.85	0.11	79.56	43.92	12.16	0.0	0.0	0.0	0.0	14.4	0.0	0.0	108.81	0.0	0.0	156.56	13.44	12.45	0.0	0.0	0.0	0.0	0.0	100.34	62.84	62.1	60.62
Phc3	1.64	0.0	52.92	0.0	0.06	1.11	0.16	0.07	0.7	3.81	0.36	1.84	4.6	1.06	2.23	2.03	5.35	2.92	0.11	21.61	0.1	3.82	0.06	4.32	2.55	0.31	1.61	2.29	14.25	11.57	0.03	0.06	0.24	2.49	23.4	6.24	15.01	0.0	4.0	82.21	0.08	2.16	0.0	0.38	0.03	6.86	0.0	0.02	22.54	20.64	23.25
Phyhip	219.37	0.0	0.21	0.12	125.45	117.01	23.53	0.28	18.22	49.71	187.93	117.04	138.51	96.18	246.88	0.0	84.42	138.84	0.78	0.1	0.0	319.28	23.81	190.92	154.89	208.96	165.79	165.67	30.12	4.31	2.15	0.41	37.31	50.58	123.59	0.0	246.54	0.0	0.0	220.27	0.35	88.43	97.02	36.28	0.09	93.74	63.64	13.51	399.59	415.43	391.87
Plxna1	0.0	20.07	3.04	0.0	1.68	4.88	0.02	20.65	0.0	0.0	2.17	0.11	0.15	0.0	1.2	0.0	0.0	18.39	0.0	0.0	0.0	0.02	10.74	1.73	0.03	0.0	0.25	0.0	66.27	60.18	0.04	0.04	0.0	4.64	0.17	0.0	0.01	0.08	0.0	31.9	30.62	1.84	0.0	0.0	0.0	0.0	0.0	0.0	35.88	37.83	38.57
Prkd3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.62	1.76	0.0	0.0	54.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.1	9.25	10.61
Prss57	0.0	0.0	0.0	0.0	0.0	24.53	0.0	0.0	0.0	0.0	0.0	10.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25	0.0	0.0	0.0	0.0	0.0	115.94	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	1.45	1.35	0.88
Ptms	0.0	0.0	45.26	4.88	0.38	56.54	45.97	103.34	106.33	2.25	17.11	0.45	0.3	37.78	0.0	0.31	94.74	0.0	126.27	0.0	0.0	10.4	1.91	0.0	7.36	0.0	0.0	0.0	3.07	5.37	0.0	0.0	0.0	18.08	13.43	0.0	85.59	0.0	0.67	87.53	0.0	15.04	1.78	23.03	0.0	0.0	35.55	0.43	736.58	799.51	735.86
Ptpra	0.0	27.41	20.98	133.16	2.58	221.21	94.7	110.47	0.44	5.73	57.32	5.27	15.48	32.52	0.0	29.04	72.43	18.3	4.8	0.0	0.11	25.94	48.01	0.12	116.35	17.78	82.01	145.58	8.54	168.33	105.23	22.23	24.76	52.64	18.73	0.0	150.97	0.0	0.0	230.87	11.06	53.41	30.79	0.9	2.19	59.56	0.69	20.68	123.81	126.6	126.44
Qsox2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.63	0.0	0.0	53.7	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	3.68	0.0	0.0	0.0	14.62	4.82	0.0	0.0	18.41	0.0	0.0	13.88	24.49	0.0	0.0	0.0	0.0	58.68	0.0	3.38	0.11	25.35	0.0	0.0	0.0	0.1	20.22	20.53	20.87
Rad23b	4.55	2.0	0.45	43.32	3.03	0.43	2.29	0.0	0.0	52.56	11.39	0.65	6.81	5.72	15.41	0.0	0.0	0.09	80.56	0.0	0.0	25.02	0.36	47.58	5.9	24.7	27.6	0.0	1.47	0.2	0.0	53.74	14.54	9.86	53.25	0.0	47.3	0.0	0.0	40.27	7.88	8.71	26.32	1.25	5.96	0.0	61.13	21.43	119.39	127.11	122.14
Rcn1	0.8	0.0	0.96	0.25	0.0	0.52	0.34	0.0	2.21	0.0	1.27	84.46	0.33	0.38	0.2	0.11	0.08	0.0	0.18	0.0	0.0	1.83	6.3	0.85	0.88	0.8	0.11	0.3	0.0	0.0	0.0	0.26	0.25	6.78	1.27	0.0	2.47	0.87	0.0	111.17	0.0	0.57	0.46	0.09	0.1	0.48	0.39	0.0	22.14	20.74	19.58
Rfng	0.92	0.0	0.0	0.0	0.0	0.0	214.23	0.0	0.0	0.0	53.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	81.91	1.97	0.0	14.09	0.0	0.0	0.0	25.75	0.0	122.66	0.18	37.13	7.5	0.0	0.0	0.26	0.0	0.0	78.17	0.0	15.53	0.14	0.0	0.0	1.55	0.14	0.0	81.25	85.04	84.63
Rp2h	103.38	0.32	0.67	0.1	0.05	0.41	0.16	0.57	0.13	0.0	0.78	0.76	0.45	0.11	0.21	0.5	0.17	0.0	0.58	0.62	0.35	0.22	0.2	0.82	0.2	0.26	0.0	52.76	0.0	0.37	0.35	0.33	0.3	0.34	0.53	84.01	0.18	0.0	0.33	52.31	0.16	2.08	0.0	0.39	0.15	0.0	0.0	0.27	8.53	7.72	8.15
Rsph6a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.36	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.12	0.26
Rundc3a	0.8	0.0	150.33	3.82	12.62	17.62	8.82	0.0	24.9	32.22	2.34	35.19	7.38	2.58	9.72	15.16	20.09	3.46	0.22	0.0	0.0	51.49	29.48	18.43	13.02	0.58	6.0	31.47	10.47	0.0	0.15	0.0	4.72	23.79	5.78	0.0	24.31	0.0	5.89	56.97	0.42	16.35	0.0	0.12	0.24	10.19	19.3	0.0	259.19	288.36	272.51
Sez6l	0.11	0.0	0.0	5.07	8.19	12.0	0.06	0.0	21.49	4.23	21.06	39.7	7.76	1.25	67.0	3.08	42.04	29.43	11.04	0.0	0.0	22.69	0.0	0.0	0.05	1.06	0.0	0.0	0.0	0.0	24.88	6.67	78.51	20.85	0.14	0.0	33.3	0.0	29.81	49.8	0.86	17.47	20.05	0.0	2.87	68.59	17.98	10.01	100.96	101.75	107.49
Sh2d7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.54	0.0	0.0	0.0	0.0	0.0	0.0	3.51	0.0	0.0	0.0	0.0	0.0	0.0	2.73	0.0	0.69	0.23	0.66	6.86	0.0	0.0	0.0	0.0	9.72	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.84	0.74
Shank1	5.03	0.08	5.24	5.83	8.25	3.6	19.12	2.97	27.27	7.85	6.54	13.06	6.28	13.78	20.2	4.32	27.9	11.65	12.66	0.0	0.0	11.88	2.97	10.56	12.28	5.53	12.89	11.95	7.45	1.76	9.39	2.18	19.73	12.75	14.71	0.0	6.1	0.0	11.9	11.37	1.63	10.95	0.26	10.65	4.03	0.0	4.97	2.46	148.7	139.9	181.16
Slc17a7	34.63	0.0	20.14	0.0	22.17	84.53	0.28	29.17	73.8	50.48	13.86	6.46	20.89	42.97	0.83	4.64	13.93	16.52	67.49	0.0	0.0	54.86	38.32	0.3	28.42	22.31	13.47	41.71	163.76	9.45	1.28	8.03	9.14	18.01	37.4	0.0	69.25	0.0	13.53	87.3	0.0	39.4	20.09	17.85	5.06	27.5	31.85	9.22	1060.92	1095.63	1130.72
Slc2a4rg-ps	112.88	0.0	0.0	0.0	0.14	0.0	0.0	0.0	116.74	329.25	0.0	0.0	39.66	0.0	75.5	0.12	0.0	0.0	1.46	0.0	0.0	35.3	0.23	0.0	69.89	0.0	141.49	86.8	0.0	393.61	137.53	0.13	0.11	24.5	36.7	0.0	0.05	0.0	185.16	66.1	6.98	16.57	0.0	0.0	0.0	4.36	0.0	0.0	7.64	8.67	7.7
Slc6a17	51.58	0.0	99.0	4.35	33.19	36.96	69.16	152.11	57.32	58.39	18.73	0.24	33.93	11.35	43.47	58.44	35.95	39.77	0.68	0.0	0.0	56.37	4.09	136.47	63.9	40.18	21.83	9.25	12.96	77.4	1.18	5.62	16.89	22.54	1.43	0.0	89.21	0.0	3.41	66.28	10.42	20.65	0.04	0.0	0.11	0.14	27.72	11.62	242.23	238.44	246.45
Slc9a7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.14	0.29	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.5	20.4	0.0	0.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.0	0.13	1.82	0.0	15.83	0.0	0.0	0.0	1.27	22.83	20.94	22.93
Smarca5-ps	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	1.53	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.42	0.08	0.0	0.0	0.0	0.0	0.0	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.09	0.13
Smc2	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	95.88	0.0	1.06	0.0	0.0	0.0	0.0	0.0	29.7	15.51	0.0	0.0	0.0	0.0	23.56	0.0	34.67	0.0	0.0	0.0	28.62	0.0	0.0	0.0	0.06	4.09	0.0	0.0	6.3	0.0	0.0	89.97	15.24	5.1	19.14	1.89	0.0	0.06	0.0	0.0	5.98	4.54	5.13
Snord49a	0.0	0.0	0.0	0.0	0.0	26.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.79	0.0	0.0	0.0	0.0	0.0	0.0	35.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.89	0.0	4.02
Spna2	189.54	114.88	12.79	25.31	15.44	75.97	33.37	88.58	0.06	84.27	98.29	81.83	67.19	74.15	56.63	101.44	132.37	18.09	0.2	0.0	0.0	157.67	57.3	86.81	27.91	2.1	56.19	3.82	85.26	43.01	99.07	6.43	108.97	63.63	134.99	0.0	68.12	0.0	97.13	279.98	35.89	49.26	0.04	51.25	0.36	14.97	25.02	52.75	422.57	425.73	438.26
Spnb3	0.0	0.0	69.03	2.91	2.02	8.42	0.02	0.0	62.57	20.81	16.1	0.96	5.51	0.0	6.89	0.08	13.87	55.1	10.36	0.0	0.0	0.05	8.12	9.68	0.11	2.3	0.24	0.05	0.04	0.0	0.49	8.36	10.24	11.61	3.4	0.0	27.77	0.0	0.0	45.48	1.5	11.25	15.38	0.07	24.99	0.0	8.88	14.67	367.45	352.95	387.16
Stmn1	9039.94	10414.48	10776.66	8298.19	10587.49	9820.07	9473.65	8417.79	11391.73	10788.4	10862.63	8164.83	8302.76	9729.87	9070.67	12096.72	9467.14	8680.94	9462.09	5921.51	10015.46	9224.38	10267.64	8905.33	8156.45	9644.83	8519.23	8486.8	8003.8	9374.93	13005.25	11961.92	8724.02	5159.44	8313.77	6980.74	10665.83	6841.51	10788.95	5494.11	7791.07	5222.47	10789.21	9222.0	12161.23	10051.01	11287.74	9866.46	1203.28	1277.94	1116.8
Tbx18	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.24	0.0	0.53	1.2	0.0	0.0	0.0	0.19	0.0	0.0	0.07	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.1	2.14	1.92	1.71
Terf2ip	83.76	190.95	19.42	3.35	16.91	12.78	19.57	7.2	22.57	299.99	11.46	14.82	18.32	34.87	13.63	59.68	10.86	5.19	22.99	7.75	12.03	17.48	8.51	23.17	13.56	21.55	7.07	14.91	5.33	13.84	14.91	14.73	12.22	17.42	11.63	5.24	102.46	10.9	21.25	357.65	12.49	14.41	87.51	9.25	7.48	68.61	35.61	9.01	38.4	37.11	37.75
Tmem108	4.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.01	75.23	0.0	0.0	0.0	0.0	5.39	0.0	5.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	5.44	0.0	0.0	0.0	0.0	0.0	39.75	0.0	0.09	0.0	0.0	0.0	0.08	0.0	0.0	10.46	11.1	12.3
Tmem117	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	7.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.27	99.25	0.0	0.87	32.33	0.0	70.11	0.0	0.0	0.0	6.1	6.48	5.27
Trrap	0.0	0.0	20.79	0.0	6.01	1.05	0.21	0.0	14.33	1.39	0.87	10.81	17.74	18.61	3.26	9.83	0.68	11.53	47.68	0.04	0.0	35.61	0.76	8.38	17.73	20.32	14.6	0.0	5.26	39.79	0.03	15.34	1.29	11.52	8.46	0.0	30.35	0.0	33.11	14.03	0.03	5.32	6.92	0.0	0.72	6.68	0.1	0.0	48.39	44.3	50.87
Ttll10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.08	0.0
