	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_31	Htr3a_tdTpositive_cell_83	Ndnf_tdTpositive_cell_20	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_70	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_18	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Slc12a2	0.0	0.1	33.11	0.0	18.18	1.04	0.0	23.23	21.44	2.16	0.0	0.0	0.0	0.0	0.49	0.0	0.0	0.0	0.03	16.59	3.46	13.84	0.34	13.06	19.23	2.71	7.1	38.31	35.44	39.2
Slc26a11	0.0	0.0	100.85	0.0	0.0	0.0	65.36	0.0	2.09	0.0	0.0	0.0	0.0	45.48	0.55	2.28	0.0	0.0	0.0	8.88	0.0	8.95	0.0	1.54	0.6	0.0	2.06	4.77	5.28	4.35
Slc26a4	0.0	0.0	41.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66	0.0	0.0	0.92	0.0	0.11	0.0	5.18	3.82	4.68
Slc30a4	0.0	0.12	119.24	0.0	0.0	0.01	0.0	0.03	0.09	1.57	1.19	0.0	3.49	0.0	27.66	5.89	0.08	0.0	1.85	0.05	0.26	0.0	0.0	33.17	0.0	15.73	6.4	40.77	37.69	37.46
Slc38a7	0.0	4.36	64.69	0.0	0.0	0.19	0.0	0.0	0.06	0.0	0.0	3.69	22.35	0.0	0.0	0.1	0.0	10.5	0.0	0.0	1.69	0.0	0.15	3.85	0.0	5.31	8.86	21.33	24.04	21.44
Sncaip	2.35	0.0	30.97	0.0	0.0	0.0	11.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.6	0.0	0.66	0.0	0.0	0.0	2.95	3.54	3.34
Snora5c	0.0	0.0	65.22	0.0	0.0	0.0	0.0	0.0	0.0	20.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.4	1.43	0.0
Snord88c	0.0	0.0	7.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.14	1.95	6.15
Spag17	0.0	0.0	6.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.09	0.0	0.24	0.38	0.31
Spock2	24.04	5.41	103.52	49.54	2.71	26.43	2.64	41.03	5.49	22.03	24.44	19.77	17.35	19.29	1.2	27.19	22.31	2.5	2.18	1.3	23.58	7.14	33.48	4.63	13.93	11.86	15.34	393.08	392.03	397.52
Sprn	13.96	0.0	293.69	0.0	77.77	0.02	0.08	15.12	0.0	0.0	22.18	20.35	0.38	0.8	0.0	23.95	0.0	0.74	0.07	7.29	3.42	0.09	0.0	19.82	0.0	43.38	49.15	142.66	148.93	157.76
Synpo	0.71	0.0	41.68	0.0	0.16	0.05	0.0	0.0	1.43	0.0	0.0	4.93	0.0	0.0	24.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	19.74	0.0	12.12	17.75	115.12	119.16	107.25
Tecpr2	0.56	17.45	32.54	0.0	0.43	0.08	0.71	0.07	0.18	0.4	4.86	2.71	0.2	0.04	0.12	0.16	0.1	0.09	0.12	0.11	0.81	0.24	4.61	3.65	0.94	3.95	6.48	37.36	37.41	39.21
Tet3	1.91	9.02	52.33	0.0	0.36	0.0	0.0	0.02	6.56	14.29	8.79	4.34	0.03	3.55	0.04	0.0	0.0	0.0	1.04	0.03	0.0	0.0	0.0	3.46	0.04	8.85	6.97	21.31	19.17	20.01
Thap1	0.0	0.0	86.89	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85	0.0	0.23	0.0	13.72	11.39	11.57	8.88	10.81
Trim11	4.0	0.61	71.38	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.35	0.0	4.71	0.0	0.0	0.72	0.0	0.0	0.0	34.09	0.0	0.0	0.0	6.93	0.0	2.15	0.62	24.3	26.66	25.27
Tsga10	0.0	11.75	26.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	12.37	16.54	2.0	0.0	0.0	0.0	0.0	0.0	0.0	12.67	0.0	8.37	7.83	8.05	6.46	7.99
Ttc32	0.0	0.0	50.25	0.0	0.0	0.0	0.0	0.0	14.03	0.0	0.0	0.0	20.07	0.0	0.0	0.0	0.0	0.0	0.0	36.66	0.0	0.0	0.0	0.0	0.0	1.43	5.05	4.85	4.38	4.58
Ubap2	0.0	7.62	23.85	0.0	0.33	0.65	2.39	0.0	0.88	7.81	1.58	4.69	3.49	0.57	0.34	9.96	0.0	0.0	3.27	0.32	0.0	6.09	4.93	0.53	6.44	2.19	1.42	29.25	27.23	30.43
Ube2l6	11.39	1.31	130.22	0.0	3.02	0.12	0.35	1.48	0.0	7.14	6.83	7.44	0.22	2.92	0.0	2.85	1.79	0.35	3.55	0.64	0.46	0.54	2.22	16.33	70.68	7.15	6.1	19.32	16.45	17.84
Unc80	4.51	29.99	33.55	0.0	4.83	4.08	0.02	16.84	0.28	16.96	16.9	4.82	13.1	0.55	10.96	21.72	0.26	0.07	0.0	9.91	0.04	0.83	0.86	29.59	1.83	23.98	25.88	84.37	69.19	87.32
Uprt	0.0	0.0	104.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.15	0.0	0.0	0.0	0.0	0.0	0.32	1.61	8.86	6.82	7.52
Utp18	0.0	2.1	28.84	0.0	0.56	1.27	5.53	15.74	0.47	5.82	3.27	5.27	1.73	3.77	0.1	7.91	0.41	0.0	12.46	9.69	12.42	3.67	0.0	36.9	4.03	17.67	20.35	18.72	18.41	17.52
Wbscr16	0.0	0.0	63.52	0.0	0.16	0.03	0.0	0.0	18.38	0.0	2.02	0.0	0.0	0.0	1.73	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	2.81	10.04	4.04	1.06	12.91	13.88	15.34
Yes1	0.0	0.0	45.89	0.0	0.0	0.19	0.0	0.0	2.58	0.0	0.0	31.9	0.0	0.0	0.0	0.0	3.17	0.0	40.35	0.0	0.0	14.74	0.0	2.13	3.4	0.0	0.0	7.98	6.9	8.66
Zbbx	0.0	0.0	4.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.25	0.39	0.46
Zdhhc1	0.0	0.0	23.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.19	0.0	0.0	11.82	1.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	2.02	1.36	37.76	39.37	38.09
Zfp212	0.0	0.0	89.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.93	0.0	5.79	0.0	0.0	2.39	0.0	2.16	2.82	11.57	13.4	12.35
Zfp457	0.1	0.0	92.38	0.0	13.67	0.82	0.0	0.5	0.25	0.77	0.76	1.08	0.7	0.22	0.17	0.88	0.01	1.95	0.3	0.15	0.45	0.39	0.52	2.65	0.51	0.24	0.61	1.27	0.61	1.78
Zfp809	0.0	0.0	134.64	0.0	3.02	0.05	0.0	0.0	0.65	0.0	10.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.87	8.8	5.18	0.0	0.84	15.88	0.0	41.36	11.69	13.23	14.72	13.95
cm_tRNA-Leu-TTA(m)	0.0	0.0	10.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.18	8.13	0.0	8.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	669.38	548.77	764.29
mt_AK131586	0.0	0.0	960.9	0.0	0.0	0.0	0.39	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25813.35	24091.17	24561.45
