	Calb2_tdTpositive_cell_19	Calb2_tdTpositive_cell_20	Calb2_tdTpositive_cell_34	Calb2_tdTpositive_cell_35	Calb2_tdTpositive_cell_41	Calb2_tdTpositive_cell_55	Calb2_tdTpositive_cell_56	Chrna2_tdTpositive_cell_14	Chrna2_tdTpositive_cell_24	Chrna2_tdTpositive_cell_47	Chrna2_tdTpositive_cell_51	Chrna2_tdTpositive_cell_52	Chrna2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_54	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_56	Chrna2_tdTpositive_cell_57	Ctgf_tdTpositive_cell_10	Gad2_tdTpositive_cell_23	Gad2_tdTpositive_cell_31	Gad2_tdTpositive_cell_44	Htr3a_tdTpositive_cell_41	Htr3a_tdTpositive_cell_48	Htr3a_tdTpositive_cell_59	Htr3a_tdTpositive_cell_65	Htr3a_tdTpositive_cell_71	Htr3a_tdTpositive_cell_80	Htr3a_tdTpositive_cell_88	Htr3a_tdTpositive_cell_104	Nr5a1_tdTpositive_cell_39	Nr5a1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_9	Ntsr1_tdTpositive_cell_11	Ntsr1_tdTpositive_cell_15	Ntsr1_tdTpositive_cell_21	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_41	Ntsr1_tdTpositive_cell_42	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTnegative_cell_29	Ntsr1_tdTnegative_cell_32	Ntsr1_tdTnegative_cell_41	PvalbD.Slc32a1_tdTpositive_cell_10	PvalbD.Slc32a1_tdTpositive_cell_15	PvalbD.Slc32a1_tdTpositive_cell_42	Rbp4_tdTpositive_cell_54	Rorb_tdTpositive_cell_35	Scnn1a.Tg2_tdTnegative_cell_17	Scnn1a.Tg3_tdTnegative_cell_1	Sst_tdTpositive_cell_1	Sst_tdTpositive_cell_3	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_6	Sst_tdTpositive_cell_9	Sst_tdTpositive_cell_19	Sst_tdTpositive_cell_37	Sst_tdTpositive_cell_62	Sst_tdTpositive_cell_76	Sst_tdTpositive_cell_78	Sst_tdTpositive_cell_79	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_83	Sst_tdTpositive_cell_88	Vip_tdTpositive_cell_1	Vip_tdTpositive_cell_2	Vip_tdTpositive_cell_16	Vip_tdTpositive_cell_45	Vip_tdTpositive_cell_48	Vip_tdTpositive_cell_49	Vip_tdTpositive_cell_50	Vip_tdTpositive_cell_51	Vip_tdTpositive_cell_52	Vip_tdTpositive_cell_61	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_17	CAV_LP_Ipsi_tdTpos_cell_21	CAV_LP_Ipsi_tdTpos_cell_22	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_25	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_33	CAV_LP_Ipsi_tdTpos_cell_38	CAV_LP_Ipsi_tdTpos_cell_39
Camkk1	175.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62	0.0	0.0	31.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.95	0.93	0.0	2.24	0.0	10.32	3.32	0.0	18.54	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	103.52	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.11	0.0	8.57	6.05	18.22	24.71	15.17	9.35	13.42	16.98	27.75	22.48	1.85	134.2	3.9	57.24	0.0	21.23	0.0	69.2	0.0	0.0	0.0
Car7	0.0	0.0	0.0	0.0	0.0	0.0	139.83	0.0	0.0	112.64	66.07	0.0	0.0	0.0	4.22	0.0	31.62	0.0	0.0	0.0	0.0	49.39	0.28	0.0	0.0	0.0	0.0	0.0	0.0	170.06	31.34	0.21	0.0	0.0	0.0	192.1	22.17	0.0	93.9	16.93	0.0	0.27	0.0	0.0	215.7	0.0	0.0	2.28	0.0	0.0	207.09	242.64	0.0	0.0	81.51	0.0	18.25	0.0	1.97	0.18	0.13	0.2	121.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	34.52	27.94	55.54	71.29	47.62	39.84	54.91	42.63	38.46	53.96	122.31	0.0	0.0	178.43	0.16	0.0	41.06	118.86	13.82	0.0	0.0	2.56
Ccl27b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.78	1.57	19.36	0.05	22.17	0.54	0.0	7.09	28.87	0.0	0.0	0.0	0.0	0.0	0.0	10.06	32.35	0.27	90.43	0.0	0.0	110.69	39.42	52.23	176.6	172.96	81.28	5.88	310.16	318.99	272.53	178.93	0.0	0.26	0.0	5.69	0.0	2.89	28.3	110.53	0.0	0.0	46.15	0.24	0.0	0.28	1.16	0.0	3.41	0.0	3.25	0.0	0.0	7.83	0.06	10.5	1.6	23.47	0.0	0.0	8.98	0.18	0.42	0.52	0.0	0.11	164.03	114.56	177.66	125.27	54.7	62.2	75.81	61.27	76.52	71.98	204.01	88.07	319.12	80.83	235.31	83.58	176.84	97.07	149.77	191.16	211.91	132.15
Chsy3	0.0	47.47	0.0	0.0	0.0	0.0	3.9	0.0	0.0	0.0	0.0	0.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	86.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	5.38	0.0	5.45	2.38	4.27	5.27	10.57	3.47	5.61	10.31	7.58	9.51	22.33	0.0	0.0	0.43	0.0	0.0	0.0	13.7	2.55	0.0	0.0	0.0
Creg2	0.57	0.91	0.5	0.39	0.28	23.06	1.14	0.13	11.78	19.83	0.33	1.12	55.38	0.08	0.18	0.39	0.09	0.0	1.12	0.29	0.05	0.05	22.52	0.05	0.74	0.61	0.0	0.0	0.84	76.78	0.27	0.53	18.05	37.52	0.16	0.63	6.88	0.39	0.61	0.52	0.57	0.28	0.04	0.53	0.52	0.4	50.66	70.02	0.0	0.0	53.09	85.6	0.19	48.54	2.03	0.32	0.23	0.08	23.58	0.19	19.75	34.01	39.68	89.46	0.07	0.32	0.0	0.18	0.2	0.97	19.97	0.66	0.41	0.95	7.77	5.32	12.12	10.04	28.53	16.86	5.6	18.01	10.44	13.15	39.53	0.26	21.25	0.67	2.63	94.91	0.0	33.67	78.51	0.72	0.84	0.43
Cst6	0.3	0.12	0.39	0.0	0.0	0.0	30.18	0.38	14.43	0.14	0.0	0.0	7.22	0.0	5.07	5.82	0.17	0.0	0.0	0.0	0.07	0.07	0.15	0.34	0.1	0.0	0.12	18.52	0.12	23.14	8.43	18.46	10.01	0.0	0.23	0.0	0.16	0.31	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	13.11	0.0	0.0	0.0	0.09	0.15	0.0	0.0	0.09	0.0	0.0	6.45	0.45	0.0	8.25	0.0	0.28	0.28	0.0	0.0	0.35	0.0	0.13	0.24	0.28	0.2	0.66	1.53	1.35	5.2	7.23	9.34	6.78	9.43	2.79	4.93	4.1	7.33	13.09	0.29	0.0	11.44	0.0	45.34	0.0	0.0	0.11	0.0	0.06
Dclk3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.44	0.0	0.0	0.0	0.0	0.0	34.72	6.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	3.97	3.19	4.52	4.18	13.76	14.62	6.37	6.56	6.72	0.49	0.0	0.0	0.0	0.0	9.8	0.0	16.7	28.83	2.01	0.0	0.07
Dlgap1	2.07	39.21	20.02	17.05	0.0	72.47	57.64	162.75	45.59	34.41	16.62	4.84	18.82	111.38	9.77	112.84	32.65	0.0	44.39	0.0	0.0	84.6	0.13	103.9	0.0	0.0	133.43	98.9	0.0	346.77	101.13	173.35	192.16	178.15	113.69	53.17	180.91	213.6	47.71	278.47	0.12	0.3	0.0	56.78	93.93	45.26	227.51	183.94	0.05	0.0	147.87	152.28	36.15	90.93	40.72	0.0	97.21	0.0	30.89	63.55	45.18	29.34	83.31	6.17	332.18	0.17	335.85	22.18	207.6	0.3	19.6	138.94	110.94	22.43	146.62	139.11	155.81	135.52	109.39	132.04	113.78	119.71	124.88	118.87	154.37	333.67	190.91	110.27	59.89	62.54	160.72	91.97	47.92	173.47	61.38	95.84
Dmxl2	76.16	76.1	21.09	9.09	1.28	28.24	0.06	22.22	29.49	38.17	53.03	6.1	1.0	30.56	1.22	0.0	0.03	0.0	5.29	14.46	0.0	54.68	32.47	79.15	57.41	0.04	0.0	70.91	0.0	66.5	0.04	20.36	133.33	3.42	58.11	0.21	28.14	17.24	3.6	1.64	0.0	0.22	0.03	19.8	10.49	3.06	34.06	12.42	0.0	0.0	36.95	0.03	5.71	0.03	38.79	0.0	0.17	0.0	28.58	30.71	10.68	12.39	0.0	41.08	202.74	25.12	1.18	0.96	10.51	34.07	1.79	54.2	0.41	0.04	27.24	35.91	30.52	23.83	10.64	19.34	14.23	29.7	24.77	26.6	7.1	114.39	1.29	8.62	0.65	32.24	35.29	28.92	14.45	32.51	66.91	26.37
Dnajc6	151.19	81.19	5.77	4.78	68.55	0.0	14.14	21.9	70.38	3.07	43.47	0.0	27.75	12.2	12.04	44.13	10.02	0.0	0.04	79.23	142.23	0.0	0.0	6.59	0.16	267.49	30.21	99.17	0.0	66.67	8.63	43.14	107.63	96.67	5.96	0.0	28.86	1.57	40.05	78.07	0.0	0.08	0.42	91.76	9.79	3.63	9.29	126.1	0.0	0.13	3.45	70.15	3.36	65.06	14.81	46.01	186.23	130.99	77.23	0.92	37.21	30.45	1.11	58.47	10.45	46.0	1.81	3.12	26.24	1.04	53.2	76.63	0.11	8.61	83.66	48.0	36.4	36.27	47.57	37.3	27.54	55.37	43.52	55.19	18.69	129.26	93.61	49.26	15.88	15.65	48.87	76.25	23.71	2.16	248.21	5.24
Dock3	1.87	2.9	2.06	42.05	9.36	0.0	2.45	5.45	19.94	16.11	11.99	7.73	6.06	47.2	7.52	5.96	24.68	0.0	0.0	11.86	30.47	62.13	35.95	1.34	6.33	6.82	0.58	0.38	7.85	112.98	0.7	26.14	35.63	36.02	1.82	64.6	1.46	16.76	1.41	6.53	0.0	0.09	0.0	15.79	3.45	37.83	10.3	1.95	0.0	0.0	35.28	22.77	11.37	9.63	8.15	0.17	89.73	3.04	10.18	16.41	23.16	0.23	0.84	2.52	0.0	53.06	0.0	17.91	0.04	2.71	0.95	0.0	2.1	4.46	26.8	11.24	29.18	16.81	9.11	15.26	19.58	17.56	14.59	16.2	14.5	0.35	0.69	68.82	8.82	81.85	1.08	44.24	9.68	10.99	0.0	11.56
Drp2	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.02	5.54	1.56	0.0	19.46	0.0	0.21	12.26	0.0	29.96	0.0	0.06	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	2.47	28.41	1.4	0.05	0.05	0.05	0.17	67.94	0.0	0.21	1.56	0.23	0.0	0.06	0.0	0.0	0.0	10.92	1.72	121.73	0.0	0.0	15.19	49.66	0.57	2.07	0.06	0.0	0.05	0.0	2.15	0.0	4.68	4.42	0.23	0.08	0.0	0.0	0.0	0.02	0.0	0.07	0.0	0.07	0.0	0.06	5.47	1.57	5.57	2.63	2.3	1.01	12.13	5.4	5.41	5.69	0.0	8.3	2.72	0.0	0.03	35.46	0.17	16.87	7.46	3.83	0.07	0.0
Efcab6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.26	0.0	0.0	0.0	69.86	0.0	0.0	0.0	47.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.17	3.68	3.03	4.14	0.0	3.5	1.44	2.47	0.0	14.66	0.0	0.0	0.0	0.0	0.0	7.39	0.0	0.0	0.0	0.0
Eftud2	81.05	24.28	88.14	19.03	0.0	59.39	67.84	4.19	0.0	49.33	28.14	0.0	5.78	0.0	3.95	0.0	6.34	0.0	0.07	79.68	0.0	188.15	0.0	0.0	0.12	0.0	7.23	0.0	0.0	63.39	1.34	113.97	81.98	76.98	127.13	67.2	39.72	104.56	39.26	27.27	24.13	0.0	0.0	40.64	54.73	148.64	10.57	198.11	0.0	0.0	0.0	0.0	0.17	210.86	97.61	0.09	28.36	0.0	55.77	0.08	0.06	5.54	0.0	112.83	0.0	0.0	4.82	0.0	0.0	4.83	87.93	0.41	0.0	0.46	57.96	49.89	52.29	44.38	37.82	62.32	52.14	50.68	57.02	54.32	68.26	157.28	78.68	0.42	0.0	68.04	0.0	0.0	25.93	93.45	0.11	76.3
Eif5a	112.3	0.0	155.44	258.75	0.0	42.35	0.0	75.16	98.76	2.31	26.71	43.71	85.06	15.09	133.22	39.24	93.38	0.0	0.0	136.45	0.0	0.0	2.88	6.57	236.69	386.99	1.04	54.83	513.38	2.23	116.39	185.1	338.37	126.96	60.24	39.2	103.6	390.32	161.51	432.42	0.0	0.68	0.0	0.55	322.35	148.82	226.19	296.33	0.0	362.24	3.92	1.33	129.56	258.21	97.26	5.72	131.98	109.43	284.5	1.6	155.06	239.61	47.53	336.93	466.17	22.67	2.99	23.4	315.18	33.97	0.82	49.02	4.67	110.7	144.4	233.05	250.51	281.76	225.94	284.25	204.13	274.55	413.29	390.76	75.88	111.05	56.74	0.24	88.88	0.25	157.45	10.85	62.3	135.02	153.83	327.61
Epha7	0.0	379.95	43.84	0.0	216.7	0.0	77.08	0.0	34.19	11.75	45.95	52.61	41.09	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.02	0.0	0.0	0.13	0.0	311.62	0.0	101.62	0.0	114.29	78.22	138.58	4.86	148.2	38.19	0.05	50.18	0.0	79.41	109.29	0.0	0.0	0.0	45.61	0.33	85.2	87.75	227.79	0.0	0.0	75.58	132.04	0.0	0.0	125.77	0.0	0.0	80.9	0.23	28.03	0.0	0.0	0.05	0.17	379.08	0.0	0.0	218.57	0.24	92.86	75.8	37.23	23.92	227.43	68.48	53.16	83.14	23.19	58.23	51.89	30.7	85.23	72.15	71.55	71.8	0.0	104.26	44.8	0.07	107.29	45.7	0.09	0.0	0.13	150.62	105.39
Faim2	228.56	13.58	156.28	21.48	115.24	176.61	1.91	79.11	41.76	178.03	78.89	114.77	17.53	77.31	117.25	158.63	20.36	0.0	119.04	38.5	164.92	98.02	1.59	209.01	143.36	208.37	77.72	106.53	373.1	133.87	78.5	32.55	129.76	41.61	46.12	98.36	129.02	154.22	19.1	229.0	0.0	9.86	0.06	0.07	79.06	107.13	37.32	26.1	0.0	2.99	20.49	42.64	80.17	102.18	68.24	0.28	121.15	31.54	18.67	25.64	62.27	83.6	49.99	91.21	67.68	37.92	0.77	41.77	314.14	208.85	0.11	152.35	56.37	1.1	86.78	77.31	84.12	98.21	72.29	76.58	89.24	77.52	66.84	80.09	59.78	56.06	123.38	33.27	88.74	45.71	85.11	44.62	25.77	70.14	40.82	0.54
Fam131a	4.17	74.71	0.0	4.53	0.0	29.16	0.0	107.07	193.34	0.0	148.49	46.06	49.36	0.0	12.01	4.8	4.2	0.0	1.81	1.71	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	88.09	213.41	118.42	161.8	30.87	106.78	53.79	190.15	319.29	132.48	181.91	199.92	0.0	0.35	0.12	10.8	0.0	7.3	318.35	93.29	0.0	0.0	113.09	7.31	0.38	29.22	0.0	0.0	3.64	0.0	0.0	0.36	23.38	7.79	0.14	5.85	0.15	6.53	0.0	0.0	28.32	96.12	0.0	125.76	0.24	0.84	307.71	232.28	256.9	207.25	128.27	166.71	231.84	131.91	175.71	155.73	314.84	6.14	148.43	53.02	102.47	130.76	171.39	115.52	66.41	232.16	239.7	106.89
Fam160a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.47	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fam168a	0.08	93.56	6.1	66.49	40.81	101.56	7.25	13.05	33.47	45.88	0.1	26.96	23.12	21.34	64.72	55.93	103.29	0.0	24.42	78.89	50.08	89.13	29.85	170.16	43.06	9.02	0.0	7.03	0.0	43.76	39.27	151.69	7.67	109.32	43.89	40.85	101.0	65.05	43.43	36.54	67.92	94.55	52.77	79.06	0.0	44.22	73.78	2.25	1.3	0.0	13.07	48.0	32.53	75.62	37.74	83.66	84.36	147.13	51.27	20.88	13.83	58.41	76.3	267.98	43.01	18.55	3.99	0.03	36.67	5.73	0.0	0.76	0.66	0.23	55.63	56.03	65.85	53.64	62.55	42.75	50.04	52.41	53.13	55.17	110.86	1.04	72.25	187.53	154.02	75.92	15.05	127.43	77.96	64.64	28.78	45.17
Fam65a	0.0	37.06	0.0	0.7	0.0	19.43	0.0	68.72	0.09	29.27	40.84	0.0	0.0	0.53	22.08	0.04	0.61	0.0	0.0	0.1	0.0	113.56	86.44	0.0	1.59	0.0	0.0	0.0	0.0	3.96	0.0	51.35	41.06	69.32	18.64	2.69	9.54	2.61	17.59	118.45	0.0	0.0	0.0	23.8	1.46	0.08	2.4	0.06	0.0	0.0	8.49	0.0	20.44	0.0	0.0	0.08	50.03	55.27	48.13	25.1	54.96	0.07	0.0	13.13	0.0	33.51	0.0	0.08	0.0	0.0	0.0	0.11	0.0	0.0	23.54	24.49	29.69	21.17	46.15	5.16	18.56	12.75	22.48	17.02	4.37	32.53	0.0	0.27	0.0	25.32	58.25	2.19	38.73	6.19	24.49	1.92
Fam81a	0.0	0.16	0.0	0.0	89.73	120.6	0.53	237.36	173.59	23.33	152.89	21.56	0.0	136.54	1.52	0.0	0.23	0.0	119.6	32.6	0.11	299.95	173.64	0.0	87.01	0.44	0.0	139.78	0.0	443.45	318.89	331.1	454.21	573.92	493.07	326.33	247.84	69.36	244.63	243.67	0.23	2.08	0.0	215.27	228.58	216.68	208.94	637.3	0.1	0.0	376.36	142.48	116.86	229.46	46.73	0.11	52.63	73.09	42.57	200.8	0.0	21.4	0.22	12.76	0.14	129.65	0.13	26.71	0.14	0.17	0.99	77.79	9.53	16.99	581.41	505.32	571.15	554.24	444.34	643.86	366.29	1003.42	689.32	735.46	622.96	400.99	234.31	51.97	146.82	421.49	143.37	87.42	57.07	575.45	397.82	587.06
Fat3	0.12	0.0	0.0	28.11	0.06	61.76	0.0	0.01	22.89	9.67	12.04	12.04	0.0	0.0	4.08	0.99	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	90.71	0.0	34.66	113.28	11.95	0.0	0.0	0.0	0.0	5.93	0.0	0.0	0.0	0.0	12.85	0.0	0.0	0.0	0.0	0.0	0.0	10.75	1.9	0.0	0.0	0.0	0.0	7.49	0.0	0.0	0.0	30.99	21.53	0.0	6.21	7.42	9.91	13.77	0.0	0.0	0.0	0.0	0.01	0.02	0.0	0.59	18.79	16.65	0.06	0.0	1.12	1.05	3.5	2.36	4.28	0.26	3.79	2.73	1.18	0.2	0.0	0.0	0.0	0.0	6.21	0.0	0.0	14.99	19.06	0.0	0.0
Fdx1l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.64	2.34	0.0	0.0	3.26	0.0	0.0	0.0	0.0	0.0	0.0	31.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.62	0.0	0.0	0.0	0.0	0.0	0.0	2.17	5.33	0.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	129.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	247.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.62	18.08	48.64	34.14	56.55	31.4	22.49	10.9	31.94	24.87	31.07	7.22	0.38	99.83	0.0	1.6	170.95	0.0	0.0	0.0	126.98	0.0
Fgf14	446.73	0.0	13.66	14.01	22.1	0.0	0.0	0.04	23.73	1.08	30.85	0.06	6.44	0.0	23.1	0.0	0.0	0.0	0.0	8.97	0.0	0.0	188.62	7.64	0.0	0.0	0.0	289.7	0.0	63.53	221.57	241.89	197.69	17.67	126.6	23.33	12.45	125.34	24.55	53.69	0.0	0.25	0.0	46.69	0.0	0.0	114.13	108.78	0.1	0.0	86.55	30.68	17.89	11.35	55.28	0.1	59.49	0.0	0.23	46.62	10.42	44.65	41.84	299.08	0.38	0.0	432.24	127.7	0.0	0.17	77.55	215.44	197.29	705.32	131.61	112.79	99.29	124.75	115.65	145.07	125.04	304.13	191.21	201.64	198.67	266.31	154.36	42.22	6.62	31.86	95.8	15.06	61.69	337.06	58.2	196.79
Fut9	23.25	41.12	0.0	0.0	0.0	0.0	0.0	36.81	46.16	19.19	39.67	63.42	31.03	45.99	17.23	0.0	13.59	0.0	0.0	0.0	0.0	0.0	49.62	0.0	0.0	0.0	58.73	0.0	0.0	38.62	31.56	49.38	63.82	61.63	7.14	53.58	98.51	31.13	24.46	23.03	0.05	0.03	0.0	38.79	0.0	35.97	37.72	92.3	0.0	0.0	0.0	4.96	38.77	78.62	17.42	0.03	74.72	12.17	19.19	1.38	14.13	41.19	8.17	25.59	0.0	19.76	0.06	4.1	0.1	20.89	32.18	0.0	0.14	0.13	74.92	56.25	58.22	61.53	40.78	55.73	38.33	59.7	44.78	40.12	16.1	219.15	71.5	77.22	3.51	59.23	104.25	115.5	35.67	88.03	29.87	79.0
Gba2	0.0	144.51	0.0	0.37	0.0	0.0	0.19	0.0	0.0	0.0	25.03	0.0	0.05	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.04	0.0	0.12	177.25	0.0	0.0	0.0	0.0	0.0	105.23	33.54	0.09	104.28	0.0	24.93	67.22	0.0	0.14	0.0	2.86	0.0	5.4	0.0	0.0	11.92	0.0	27.24	0.1	0.08	30.97	0.0	85.98	64.42	0.0	0.0	0.0	0.96	0.0	0.0	0.0	19.72	0.0	0.18	179.81	0.0	183.88	0.0	0.19	0.11	0.14	14.27	118.16	0.0	0.34	43.28	46.61	30.63	32.21	20.38	28.1	24.71	31.2	27.45	27.49	35.65	0.0	83.0	53.19	0.95	0.0	112.96	7.13	0.07	0.0	0.0	0.0
Gls	60.17	140.71	0.17	41.84	14.26	82.27	0.32	0.09	117.25	2.18	156.2	49.83	14.16	0.03	7.07	9.65	2.84	0.47	0.48	41.45	0.02	18.44	102.65	93.21	12.94	0.18	0.27	249.09	0.24	101.67	147.57	67.43	57.28	52.67	27.96	4.79	39.2	57.82	91.16	80.51	0.13	22.01	242.78	3.12	6.28	75.17	26.71	86.99	7.78	0.68	0.15	36.66	24.62	0.0	2.31	2.94	0.45	0.36	11.42	11.05	29.03	31.29	0.26	0.07	1.81	11.93	0.08	32.94	3.26	5.18	38.01	52.49	31.27	140.91	37.54	20.77	29.1	31.87	34.54	41.5	25.1	83.83	56.13	65.64	33.21	207.58	8.23	93.3	58.53	136.34	78.55	8.72	27.41	90.65	155.16	127.22
Glt8d2	0.26	0.0	0.0	0.0	0.0	0.14	0.0	0.0	87.79	0.0	68.62	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.33	0.0	0.58	0.0	0.0	0.0	0.0	458.68	81.61	0.15	0.0	0.0	0.0	0.0	56.77	0.12	0.0	0.0	0.31	0.0	0.0	0.0	0.18	0.0	125.1	0.16	0.14	0.28	0.0	0.0	0.13	0.0	0.0	0.15	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.19	0.22	0.52	0.1	12.77	13.21	0.0	9.47	0.0	9.41	37.12	39.03	18.97	24.33	40.31	0.0	0.13	0.0	0.0	0.0	0.0	0.0	52.58	0.36	0.0	0.11
Gm11549	0.99	0.54	0.18	1.79	1.05	0.0	0.55	0.04	292.4	0.0	97.86	0.17	0.13	0.0	0.0	0.0	0.0	0.0	0.12	1.07	0.0	0.11	0.0	0.0	0.24	0.1	0.0	0.0	0.0	248.88	173.28	129.04	236.92	95.83	232.52	483.76	14.37	51.49	460.26	215.44	0.3	1.09	0.0	0.13	0.0	0.68	117.47	173.52	0.46	0.27	1.3	0.38	0.0	0.2	0.39	9.55	0.63	0.0	0.0	0.38	0.3	0.19	0.14	1.4	0.0	0.0	0.0	0.73	1.66	1.15	1.46	0.0	1.73	0.74	196.21	265.02	291.38	230.28	165.14	194.39	205.49	236.96	244.21	213.97	135.74	125.73	126.57	0.2	95.79	84.69	65.13	147.08	0.1	149.93	133.35	105.19
Gm13306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.78	1.57	19.36	0.05	22.17	0.54	0.0	7.09	28.87	0.0	0.0	0.0	0.0	0.0	0.0	10.06	32.35	0.27	90.43	0.0	0.0	110.69	39.42	52.23	176.6	172.96	81.28	5.88	310.16	318.99	272.53	178.93	0.0	0.26	0.0	5.69	0.0	2.89	28.3	110.53	0.0	0.0	46.15	0.24	0.0	0.28	1.16	0.0	3.41	0.0	3.25	0.0	0.0	7.83	0.06	10.5	1.6	23.47	0.0	0.0	8.98	0.18	0.42	0.52	0.0	0.11	164.03	114.56	177.66	125.27	54.7	62.2	75.81	61.27	76.52	71.98	204.01	88.07	319.12	80.83	235.31	83.58	176.84	97.07	149.77	191.16	211.91	132.15
