	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_55	Ctgf_tdTpositive_cell_6	Ctgf_tdTpositive_cell_9	Cux2_tdTnegative_cell_4	Gad2_tdTpositive_cell_26	Gad2_tdTpositive_cell_40	Gad2_tdTpositive_cell_48	Gad2_tdTpositive_cell_64	Gad2_tdTpositive_cell_69	Htr3a_tdTpositive_cell_24	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_14	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_25	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_47	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_70	Ntsr1_tdTnegative_cell_54	Rbp4_tdTpositive_cell_165	Scnn1a.Tg3_tdTnegative_cell_4	Scnn1a.Tg3_tdTnegative_cell_8	Scnn1a.Tg3_tdTnegative_cell_16	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_39	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_96	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Npy	173305.25	1.6	0.0	0.0	0.0	96206.73	82245.2	42632.64	67463.47	65548.38	45335.24	149629.49	134232.96	130357.56	105498.11	122165.94	122154.33	122963.43	126501.28	117863.77	98464.67	130527.91	173863.58	80801.23	166048.87	191162.16	154857.31	124150.07	134158.33	153405.37	147732.76	141010.39	110523.31	151963.58	24726.66	985.16	0.0	0.0	0.0	145032.54	180453.32	128781.07	23340.13	137945.15	48908.54	137580.94	65353.97	0.7	214.21	196.57	200.76
Nsg2	37.4	0.0	0.0	0.0	0.0	357.05	621.99	466.41	188.18	442.09	337.94	55.02	29.19	57.32	99.2	106.94	48.88	119.08	100.14	130.04	107.07	40.46	119.59	65.91	105.09	59.0	44.37	74.77	18.78	58.63	39.14	105.28	54.2	70.31	255.21	150.07	0.0	0.0	0.0	160.8	99.83	110.13	421.91	72.68	222.52	137.5	132.01	55.69	642.61	673.47	621.36
Olfm1	49.55	112.29	0.0	0.0	0.0	613.98	289.94	639.86	231.71	445.24	397.46	55.71	21.92	2.17	43.41	85.63	133.15	38.48	47.62	13.34	117.08	117.48	80.67	229.59	20.57	69.79	41.79	52.81	122.99	7.74	31.53	65.41	93.75	36.04	63.81	326.2	0.0	0.0	0.0	127.94	75.52	50.01	23.79	39.17	3.8	133.7	66.86	304.21	1129.63	1145.72	1126.81
Pdcl	0.0	0.0	0.0	0.18	0.0	16.38	67.56	201.23	84.89	94.91	336.84	43.59	0.0	115.3	0.09	0.0	0.1	85.42	0.0	22.57	40.3	0.1	1.56	57.51	82.56	0.07	0.0	0.0	36.75	0.0	51.68	91.82	0.0	19.58	18.35	10.23	0.0	0.0	0.0	2.1	0.0	12.62	0.0	19.32	0.0	17.54	0.0	35.45	23.74	22.62	24.01
Pex3	43.52	0.0	0.0	0.0	77.03	0.0	26.21	175.93	109.14	0.27	358.33	55.86	0.0	0.0	0.69	81.66	8.17	48.02	0.0	0.0	0.0	0.0	14.09	53.7	14.09	0.0	1.13	0.0	0.0	0.12	0.0	0.0	0.0	76.17	0.0	26.64	0.0	0.0	0.0	14.24	105.12	0.22	102.45	37.93	0.0	0.0	51.37	23.94	26.78	23.97	27.05
Phlpp2	1.38	0.0	0.0	0.0	0.0	0.0	0.0	50.93	30.94	5.11	56.16	0.16	0.0	0.02	11.88	0.0	0.0	9.12	0.36	11.49	16.35	14.28	1.75	0.0	0.24	0.0	1.21	27.83	0.21	0.91	0.0	0.03	13.39	0.03	0.0	0.78	0.0	0.0	0.0	0.0	13.11	1.82	0.0	6.78	0.0	3.24	0.38	4.36	26.27	24.08	25.5
Ppdpf	50.67	0.0	0.0	0.0	0.0	0.0	74.37	18.96	8.92	48.95	283.84	28.67	0.0	34.96	0.0	51.73	64.95	36.44	0.0	80.38	110.35	13.42	40.85	70.79	72.3	0.0	0.0	58.72	8.29	65.86	29.41	63.74	43.31	19.95	39.31	69.17	11.2	0.0	0.0	0.0	104.54	18.22	8.48	37.16	90.68	0.0	103.29	31.27	81.05	96.17	88.75
Ppox	0.0	0.0	0.18	0.0	0.0	55.96	227.29	0.0	0.0	0.0	249.32	40.97	0.0	0.92	40.69	0.0	58.74	0.0	0.0	43.23	0.0	0.0	60.17	50.79	31.71	44.9	0.13	61.97	40.64	10.03	0.32	0.0	32.46	0.27	0.0	16.22	0.0	0.0	0.0	0.0	66.69	0.0	0.0	0.0	0.0	53.97	79.5	17.54	20.65	23.95	22.68
Prickle2	0.08	23.27	0.0	0.0	0.0	66.63	101.5	42.88	2.97	15.4	124.04	0.74	21.98	3.28	10.0	6.11	0.7	0.0	19.98	0.12	0.36	0.1	0.0	23.47	4.38	0.0	0.0	0.0	1.68	17.68	9.06	36.84	20.13	7.18	15.72	26.76	0.0	0.0	0.0	5.21	9.56	12.87	5.08	12.04	123.84	0.22	11.56	21.0	85.57	84.5	85.69
Ptprg	5.65	0.0	0.11	0.0	0.0	0.38	35.71	25.37	4.87	0.34	106.13	0.23	0.05	0.02	0.0	2.87	0.0	16.47	4.51	0.0	0.0	0.02	0.0	1.71	0.38	0.05	0.01	0.0	14.64	0.0	0.0	0.01	0.0	0.03	0.0	4.88	0.0	0.0	0.0	0.21	0.0	0.0	54.92	0.0	0.0	0.03	0.0	3.16	27.45	26.48	29.73
Pus3	0.0	0.0	0.0	0.0	0.0	0.0	67.76	0.0	0.0	0.0	174.32	0.08	0.0	44.82	0.07	0.0	0.0	0.0	31.85	0.0	0.0	0.0	0.0	75.36	0.0	0.96	0.0	0.0	0.0	0.0	0.44	66.19	0.0	0.0	0.0	18.67	0.0	0.0	0.0	0.0	0.0	14.11	0.0	48.16	55.49	22.37	0.0	15.83	11.38	10.01	11.29
Pygm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.64	0.0	0.0	113.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.23	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	77.09	0.0	0.0	0.0	0.0	31.21	0.0	1.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.29	0.0	0.0	25.56	25.06	27.78
Rab6a	103.17	145.5	0.0	0.0	0.0	959.14	940.15	673.51	796.8	498.69	400.51	52.89	8.86	139.6	180.09	58.98	73.1	57.38	107.39	56.62	38.74	49.45	104.85	176.67	43.83	113.94	153.83	7.67	50.29	143.23	37.97	79.93	39.25	97.49	93.61	204.36	0.0	0.0	0.0	32.7	83.7	98.39	75.77	110.92	117.34	143.87	121.62	121.82	535.81	530.39	513.29
Rap2b	11.01	0.0	10.13	0.0	27.64	42.83	13.88	9.21	10.88	4.73	18.67	8.66	1.27	9.84	5.89	2.79	3.39	4.77	19.16	7.92	2.92	0.0	4.06	32.5	0.38	2.12	0.0	6.57	0.99	1.91	1.31	10.42	2.38	0.0	1.83	106.56	0.0	0.0	0.0	3.93	0.0	4.16	15.68	7.63	8.89	3.88	0.1	137.06	40.22	41.06	42.79
Rgs7bp	1.06	0.0	0.84	4.32	0.0	100.71	123.92	194.24	52.63	54.32	66.05	4.23	0.49	0.49	9.15	11.46	23.83	11.42	14.41	4.55	1.26	4.34	3.97	92.27	7.66	0.49	1.67	10.32	0.71	0.46	0.93	7.49	0.6	3.13	18.57	42.87	1.57	0.76	0.89	25.93	0.15	0.4	59.33	6.09	12.71	11.89	60.96	51.79	124.57	101.66	124.47
Rnase10	0.0	0.0	0.0	0.0	0.0	0.0	0.48	0.0	0.0	0.0	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.14
Rnf139	0.51	0.07	0.0	0.0	0.0	1.37	0.59	97.93	3.53	4.9	102.39	8.07	0.29	0.2	0.34	42.52	15.2	0.39	1.37	13.78	0.89	0.78	0.78	28.13	2.45	15.1	0.97	1.37	0.44	0.36	0.36	0.49	0.55	1.09	0.23	18.29	3.39	2.44	0.0	1.44	1.09	0.49	1.0	0.77	0.28	19.66	35.44	10.9	20.14	18.71	19.07
Rpa1	0.0	0.0	0.0	0.17	0.0	69.74	15.96	0.0	78.89	0.82	152.37	0.93	68.61	0.05	0.0	30.83	25.39	18.82	69.32	63.92	0.0	46.86	48.82	58.45	15.45	0.0	0.0	59.16	37.89	0.0	0.0	0.0	0.0	0.0	12.84	18.59	0.0	0.0	0.0	51.38	0.0	0.0	0.0	23.99	108.86	0.2	1.29	33.13	38.97	41.28	38.72
Samd1	0.0	1.36	0.0	0.0	0.0	6.54	0.0	0.0	0.0	0.0	31.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	2.55	0.0	0.1	0.0	0.0	0.0	0.0	18.04	0.0	0.0	0.6	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.74	1.01	22.06	22.74	23.66
Sgip1	98.19	4.18	0.0	0.0	0.0	144.03	131.26	210.07	137.53	105.45	100.69	19.81	54.62	1.47	41.47	61.08	28.98	44.53	41.99	47.45	45.73	35.01	3.86	97.34	30.77	15.45	23.68	77.91	19.39	38.77	52.68	41.96	21.79	1.06	31.92	19.05	0.0	0.0	0.0	13.47	8.81	2.83	125.31	12.23	37.95	82.34	26.53	48.23	103.31	98.05	102.23
Slc25a23	49.69	1.54	0.0	0.31	1.21	138.81	170.72	31.06	39.54	87.49	99.64	21.37	14.43	0.1	9.31	3.64	7.27	0.0	0.12	30.14	0.47	1.0	0.0	14.04	9.94	0.0	21.67	63.79	9.02	10.29	6.15	10.29	13.37	1.83	44.86	41.56	0.0	0.0	3.96	9.0	6.24	4.43	28.44	6.74	57.67	0.36	3.37	30.76	290.22	282.16	298.37
Snap29	25.62	0.0	0.0	0.0	0.0	0.0	15.58	38.0	0.0	0.0	99.72	4.5	0.03	0.0	0.0	0.0	0.08	6.08	0.82	0.0	0.0	4.08	0.22	0.16	0.0	0.0	0.0	0.0	4.3	5.0	4.24	35.64	0.0	0.0	0.0	4.36	0.0	0.0	0.0	0.0	0.0	0.0	20.32	1.99	0.0	0.26	0.13	5.54	22.72	20.53	17.65
Snrnp35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.75	0.0	0.59	301.76	50.28	0.0	0.0	0.13	31.27	30.24	0.0	0.38	1.71	0.0	27.97	0.0	63.38	0.92	62.47	16.25	89.25	0.0	0.0	0.0	0.0	44.63	0.0	4.07	10.53	0.0	0.0	0.0	0.0	25.99	0.0	0.0	0.0	0.0	23.52	0.0	13.15	12.82	14.69	11.52
Srsf3	232.22	5.11	0.13	115.6	0.0	287.77	533.08	279.15	90.44	160.99	577.68	148.27	189.55	128.92	57.97	127.28	30.85	136.56	86.25	127.16	72.11	90.26	248.79	187.31	60.61	129.97	111.18	88.1	116.49	150.07	75.97	140.41	43.79	185.03	273.29	283.11	32.07	0.0	0.0	158.84	64.14	198.56	371.1	60.02	363.05	189.11	150.41	207.2	119.57	118.61	108.91
Srsf6	0.96	0.9	0.0	0.0	0.0	17.68	40.38	0.0	0.0	47.83	297.99	0.02	74.74	18.26	15.26	7.78	40.76	10.12	0.0	28.11	0.0	2.37	10.67	37.04	0.45	46.89	19.65	0.0	11.47	15.36	19.27	5.91	0.0	8.31	1.94	23.4	0.0	0.0	0.0	0.0	0.45	4.53	61.97	0.0	0.0	0.0	0.0	13.25	78.5	82.94	77.17
Syt7	5.31	29.58	0.05	0.0	0.0	16.45	0.0	0.12	44.64	5.85	50.57	2.57	2.74	14.13	0.48	0.0	8.68	10.42	0.3	7.87	3.2	11.7	1.22	22.64	0.71	21.74	0.0	0.56	4.0	0.08	29.51	2.28	0.35	8.52	20.37	20.23	0.0	0.0	0.0	1.34	1.37	20.55	2.14	2.6	24.12	1.13	0.2	34.42	137.04	129.89	141.23
Thy1	74.67	36.36	6.15	0.0	0.0	144.78	178.87	138.69	153.21	75.99	154.85	108.07	83.49	55.92	165.4	58.55	99.0	49.07	56.48	38.22	81.62	104.27	92.73	82.45	98.6	64.8	30.03	90.13	60.99	83.04	55.77	109.42	78.63	60.78	236.94	134.45	0.0	0.0	0.0	80.44	72.11	148.53	154.32	115.2	23.05	173.15	49.06	91.22	659.66	677.75	653.67
Usp32	54.64	12.04	0.0	0.0	0.44	15.22	146.26	14.64	63.64	12.75	185.07	22.12	0.71	67.51	2.64	0.58	11.67	3.04	22.35	22.88	5.46	9.38	2.13	30.9	0.51	0.0	0.1	37.95	12.34	20.25	3.67	34.76	0.58	17.24	36.68	28.29	0.0	0.0	0.0	39.29	28.28	0.54	121.15	2.58	0.55	7.92	16.65	16.78	69.08	61.44	68.37
Vps54	0.14	2.86	0.0	0.0	0.0	10.44	42.46	14.76	35.5	0.0	85.88	14.38	0.0	0.14	39.22	2.84	0.29	4.49	0.0	9.98	0.0	1.83	18.55	0.06	21.58	0.0	0.0	11.52	0.0	14.84	3.75	1.04	0.0	1.04	1.18	19.9	0.0	0.0	0.0	0.12	0.0	17.41	32.61	8.43	0.2	0.0	0.0	10.08	19.2	18.06	18.81
Wdr44	0.0	0.0	0.0	0.0	0.0	47.3	70.52	0.0	0.0	28.25	51.62	4.55	17.99	1.16	19.22	1.05	6.39	0.0	0.0	9.25	0.15	0.0	0.48	0.13	13.91	28.29	15.74	30.58	0.0	16.91	20.39	0.07	5.69	0.0	0.0	23.75	0.0	0.0	0.0	0.42	9.65	22.25	21.95	27.97	0.0	0.0	0.11	12.41	13.23	12.26	13.91
Ythdc1	13.96	2.37	0.0	0.0	0.0	80.58	4.0	142.73	41.5	72.03	299.39	29.37	38.82	0.11	19.94	38.46	30.73	48.44	51.02	0.69	0.0	0.0	9.85	4.17	16.55	29.2	0.0	0.25	0.69	0.43	42.96	1.31	0.36	16.31	23.49	31.41	0.0	0.0	323.92	2.92	38.3	39.57	45.19	0.8	0.0	25.77	0.14	25.8	50.95	51.53	50.4
Zdbf2	27.58	0.0	0.0	0.0	0.0	0.0	48.36	1.16	36.05	0.0	47.75	0.18	0.01	0.84	0.02	0.0	0.0	0.0	1.42	0.0	6.12	11.62	5.77	0.0	7.74	0.0	12.61	0.54	0.0	0.0	0.0	6.55	0.62	0.0	0.0	4.74	0.0	0.0	0.0	0.0	15.96	0.16	0.0	0.36	0.0	0.0	0.0	2.19	9.24	7.29	6.94
Zfa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.08	0.05
Zfp160	0.0	14.45	0.0	0.0	0.0	3.04	150.57	0.0	0.0	0.0	244.16	0.24	0.0	0.0	5.93	0.38	16.53	0.0	2.97	0.0	0.0	31.09	4.23	0.0	0.0	0.0	0.0	50.79	2.84	0.07	0.0	0.0	0.0	0.0	17.92	11.46	0.0	0.0	0.0	0.0	0.0	0.0	89.35	3.88	0.25	31.03	0.0	18.65	9.07	8.22	10.29
Zfp428	2.42	0.0	0.0	0.0	0.0	0.0	24.68	0.0	0.0	0.0	42.87	0.91	0.0	0.0	0.0	2.35	3.41	5.83	0.0	0.0	0.0	0.0	5.06	0.0	0.86	0.0	0.0	4.73	0.55	0.25	0.0	0.0	0.0	2.11	0.0	2.29	0.0	0.0	0.0	0.0	0.61	0.0	0.0	0.39	0.0	0.0	0.0	0.92	41.49	46.5	46.86
Zfp536	21.09	0.0	0.0	0.0	0.0	51.21	7.73	8.94	8.57	20.4	45.08	1.81	0.27	23.91	1.59	1.9	0.0	27.48	4.1	0.0	12.32	0.0	0.61	7.25	22.92	0.48	0.0	5.27	0.0	0.0	0.0	1.11	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	5.94	0.0	0.0	0.0	0.41	0.0	0.16	8.26	7.15	11.03
Zfp592	2.87	0.0	0.0	0.0	0.0	0.0	15.02	27.66	0.0	0.08	26.78	13.8	1.36	0.0	0.0	0.0	0.19	0.0	1.97	0.0	0.34	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	2.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	3.91	0.89	12.49	12.94	12.51
Zfp711	12.08	0.0	0.0	0.0	0.0	0.0	74.39	121.97	0.0	0.14	123.27	16.49	0.0	0.04	0.0	0.0	0.0	4.44	0.0	28.95	0.15	5.87	31.04	9.15	0.0	1.86	1.73	0.0	0.0	0.0	0.07	12.59	0.0	0.0	30.77	12.15	0.0	0.0	0.0	0.0	0.0	30.4	0.0	0.0	0.0	0.0	0.0	7.64	7.94	5.98	7.98
Zfp772	0.0	46.97	0.0	0.19	0.0	13.48	0.0	217.48	1.01	1.35	200.67	0.26	13.58	35.5	0.9	0.51	0.79	4.78	0.15	0.21	0.0	0.0	0.09	46.9	0.0	0.0	0.33	69.82	0.21	34.31	58.67	0.31	0.91	3.07	0.51	3.91	0.0	0.0	0.43	0.56	0.5	6.75	1.55	0.0	0.0	0.22	0.73	10.8	11.53	12.53	11.14
Zfp874a	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	111.06	0.0	406.58	0.17	0.35	0.0	0.0	0.09	0.08	0.0	0.0	0.0	0.0	0.52	0.15	0.17	0.1	0.13	0.0	66.73	44.65	0.0	0.27	0.17	0.05	0.25	0.0	48.42	0.0	0.0	0.0	48.96	4.57	71.57	24.58	5.12	0.0	0.0	76.06	24.75	12.24	11.29	9.9
