	Calb2_tdTpositive_cell_27	Chrna2_tdTpositive_cell_18	Chrna2_tdTpositive_cell_56	Ctgf_tdTpositive_cell_12	Htr3a_tdTpositive_cell_107	Htr3a_tdTpositive_cell_123	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_41	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_68	Rbp4_tdTpositive_cell_1	Rbp4_tdTpositive_cell_5	Rbp4_tdTpositive_cell_99	Rbp4_tdTpositive_cell_159	Slc17a6_tdTpositive_cell_24	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_2	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_10	CAV_LP_Ipsi_tdTpos_cell_19	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_25	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Nup210	0.0	2.52	0.0	16.03	0.0	0.0	0.0	0.0	7.42	0.03	16.43	0.0	0.14	58.63	0.0	0.0	0.0	0.2	0.0	1.26	1.21	3.22	5.25	0.58	5.17	19.52	0.0	0.0	0.0	0.03	0.0	0.0	0.04	0.0	14.41	13.6	15.74
Ovgp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.93	0.0	0.0	0.0	0.0	0.0	0.0	2.51	0.0	0.0	0.0	1.37	0.0	0.0	0.0	0.0	0.0	0.0	141.8	0.0	0.0	4.77	5.16	5.09
Padi2	5.78	4.84	0.99	11.31	7.64	6.64	7.9	3.58	9.88	9.64	11.22	7.13	9.84	16.09	8.79	7.76	2.87	6.75	14.31	12.53	11.21	11.96	9.08	9.17	5.74	7.06	19.94	16.1	14.08	6.2	5.32	14.92	7.76	2.31	19.35	19.34	21.61
Pcp4	2218.95	4061.01	3507.11	3820.49	3849.16	3389.89	7467.74	5853.47	6240.76	5498.56	6808.32	7407.1	6583.41	3006.03	3276.12	3177.92	2547.46	3535.48	7030.52	4480.25	4373.65	4108.26	4928.48	5219.57	3442.63	7638.97	5242.95	4439.21	6941.16	7178.2	5557.87	6670.6	6291.11	8685.7	788.83	807.59	741.11
Picalm	19.1	11.88	0.18	34.81	3.2	15.01	123.7	67.47	25.55	11.22	1.06	0.36	0.16	157.61	18.1	1.97	0.0	97.97	53.95	21.72	30.98	16.8	16.01	8.76	32.97	11.5	42.4	42.26	75.77	45.08	69.71	1.43	1.59	0.12	86.4	85.45	86.36
Pla2g4b	3.3	1.3	0.58	1.98	1.87	1.2	21.75	80.66	0.49	67.91	31.33	0.86	11.83	80.62	21.49	1.73	0.95	21.92	1.96	25.85	10.18	10.71	37.26	19.99	22.0	2.31	37.59	36.88	5.48	12.46	2.45	1.88	1.25	2.07	6.32	6.3	5.06
Polm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.19	4.4	7.89	2.82	0.0	59.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.83	5.75	6.02
Ppifos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.37	0.0	6.11	0.0	0.0	0.0	0.0	0.16	0.0	3.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.04	4.57	5.12
Prdm16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.36	0.05	0.0	0.0	0.0	0.0	0.0	1.14	0.0	0.93	0.14	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.1	0.0	3.75	3.6	4.12
Prdm2	0.0	0.0	0.0	20.72	0.64	0.09	0.16	0.04	2.82	0.1	0.47	0.11	0.12	61.03	0.18	5.17	0.18	0.2	24.42	9.72	3.42	5.78	9.62	7.68	5.88	0.09	5.59	5.03	0.0	0.0	0.16	0.0	0.11	0.13	26.89	26.87	24.83
Proca1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3	0.0	0.0	33.61	0.0	1.9	0.0	0.0	0.0	0.0	0.39	0.0	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03	3.11	2.18
Prpf40b	0.0	0.0	0.0	0.38	0.0	17.61	0.0	0.31	0.08	0.08	0.85	0.0	0.1	39.25	0.99	0.0	0.0	2.37	44.24	11.64	13.16	18.13	15.8	7.05	10.32	12.02	98.5	0.11	0.0	4.02	0.0	0.0	0.0	0.0	52.56	53.59	57.39
Prr5l	0.57	0.86	0.25	1.27	0.45	1.45	0.44	0.8	0.54	0.6	0.6	0.69	2.49	2.58	1.86	0.39	0.15	1.32	2.04	5.67	1.1	1.25	0.78	0.57	1.18	0.89	1.2	2.07	1.4	0.41	0.82	2.24	0.88	0.34	8.45	8.22	8.82
Prss57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.06	0.0	0.0	0.0	0.0	0.0	8.78	0.0	0.0	3.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	1.45	1.35	0.88
Ptprh	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	4.13	0.0	0.1	0.0	0.0	13.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.01	2.1	0.24	1.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66	1.17	0.81
Pxdn	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	64.17	1.94	0.0	0.05	0.0	31.66	7.27	15.49	6.05	3.5	11.0	5.6	0.0	15.48	10.91	0.0	12.89	2.48	0.07	0.09	0.0	38.49	35.82	40.82
Rnf128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.78	0.0	0.0	0.0	0.0	0.0	72.75	0.0	0.0	0.0	0.0	0.0	0.0	5.26	1.03	1.28	2.19	1.97	0.49	0.13	0.0	0.0	0.0	0.0	0.0	3.25	0.0	15.69	17.13	14.67
Rprm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.19	9.55	5.86	93.53	2.95	157.64	527.45	94.63	0.0	127.07	0.0	0.0	202.46	270.69	195.59	144.13	330.45	224.26	0.0	26.77	155.14	15.01	65.5	1.65	31.97	89.17	4.69	85.29	102.71	87.06
Rps15a	0.88	17.92	35.05	33.27	10.31	35.93	148.28	26.51	86.74	11.59	19.07	27.67	61.8	208.42	5.93	0.08	10.95	18.4	31.57	23.95	24.44	15.75	20.09	32.75	21.34	63.1	57.3	30.82	17.98	55.78	50.73	4.69	38.26	19.16	51.8	52.3	52.1
Rpusd1	0.0	0.0	23.2	50.26	104.89	0.0	0.0	0.0	214.68	0.15	60.71	326.35	186.44	277.35	0.13	0.0	0.0	74.35	113.98	129.53	87.78	75.4	73.85	85.39	69.2	71.61	95.8	0.2	0.0	60.26	0.35	0.52	0.0	135.6	65.84	68.91	62.31
Rpusd2	0.0	0.0	0.03	0.63	0.64	0.3	0.45	0.0	0.0	2.39	0.49	0.17	12.08	1.84	0.76	0.18	0.0	0.09	0.67	4.79	7.59	1.12	0.76	5.99	4.73	0.9	15.83	0.23	0.05	4.79	0.45	0.09	0.18	0.07	3.29	3.61	3.58
Sart1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.43	0.0	0.0	0.0	0.0	0.06	26.5	0.0	1.1	0.0	0.0	0.11	8.14	7.94	4.6	4.06	7.69	2.88	9.27	0.18	0.07	0.0	0.0	2.82	0.0	0.06	0.0	27.52	30.31	28.43
Sdccag8	0.0	8.18	0.0	68.05	33.13	4.48	0.0	0.0	0.0	2.69	77.35	0.0	105.9	189.66	56.29	71.06	0.0	0.0	11.16	35.98	23.3	31.37	60.35	29.16	30.12	31.45	142.9	38.7	73.05	63.98	0.0	0.0	0.0	0.0	18.43	18.61	20.08
Serinc2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	141.71	0.0	0.0	22.19	0.0	0.0	119.82	0.0	0.0	23.28	0.0	6.6	41.64	54.5	33.84	36.4	16.07	28.7	0.0	108.49	105.18	0.15	0.0	0.0	0.0	0.0	0.0	6.29	4.73	5.46
Sgcb	0.0	0.0	0.0	29.99	1.55	14.55	0.0	0.35	48.46	0.0	42.7	0.0	47.12	162.07	9.52	0.0	0.0	132.07	0.78	14.04	7.98	20.82	22.16	22.98	17.44	46.15	66.2	58.75	0.15	0.06	1.03	0.0	0.0	19.98	44.39	44.9	41.34
Slc22a15	1.44	0.41	0.46	0.27	0.13	0.5	0.11	0.33	0.61	0.5	0.13	0.17	0.11	22.98	0.35	0.34	0.26	0.09	0.52	0.6	0.53	0.14	0.2	0.15	0.89	0.05	0.72	0.44	1.43	0.02	0.21	0.35	0.29	0.18	3.35	3.81	3.78
Slc5a8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.03	0.08
Snora16a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.92	0.93	1.01
Spag6	0.0	0.0	0.0	0.0	17.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.74	339.96	0.0	0.0	0.0	2.07	88.79	22.7	18.47	24.44	14.68	28.44	18.87	0.0	0.0	0.0	0.0	50.45	0.0	0.0	0.0	20.11	5.7	5.55	6.52
Srsf1	0.0	26.74	9.34	33.6	23.33	35.99	0.0	0.0	0.0	14.21	0.0	1.44	29.07	163.35	10.73	0.0	0.0	0.0	29.11	18.82	28.36	18.43	17.19	18.69	11.77	15.27	1.01	28.56	29.45	0.0	11.58	76.21	10.9	0.0	87.9	85.06	85.18
Tctn3	0.0	0.0	0.4	61.55	0.0	65.83	0.0	0.0	0.2	5.9	0.0	1.68	0.2	211.3	0.16	0.21	0.0	0.0	78.45	36.65	21.21	23.8	24.5	9.14	39.91	0.0	8.5	0.0	0.0	110.34	0.0	0.32	0.0	34.98	27.44	27.89	27.4
Tfdp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.2	0.0	102.84	0.06	0.0	0.82	0.13	0.0	1.23	5.07	0.1	3.18	0.79	1.83	0.27	2.28	0.05	0.0	0.0	0.0	48.42	0.0	21.52	17.23	15.54	16.2
Tmc4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93.51	0.0	0.0	0.0	0.0	0.0	1.99	11.19	6.21	5.41	1.44	1.32	9.8	0.0	25.2	0.0	48.36	0.0	0.0	0.0	0.0	3.65	4.1	3.77
Tmem20	0.98	1.52	0.91	0.19	0.82	0.38	0.0	0.37	0.0	0.62	0.52	0.11	1.29	5.28	0.98	1.75	0.17	0.32	1.66	1.23	0.87	0.45	1.62	0.62	1.89	0.62	0.29	0.9	0.06	1.43	0.4	0.81	1.69	0.15	1.78	2.78	2.14
Tns1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.7	0.0	0.0	0.0	2.0	1.15	0.39	2.27	2.04	3.62	1.89	2.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.3	13.19	13.04
Trim41	0.0	0.0	0.0	0.35	0.0	0.0	0.0	3.11	0.0	0.0	1.11	0.0	0.09	48.21	1.16	1.63	0.0	0.0	45.74	4.21	3.13	1.45	7.1	5.67	0.59	0.0	1.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.73	37.37	39.45
Trip11	0.1	0.0	0.0	9.31	3.43	0.0	0.0	0.0	0.0	0.0	0.0	5.49	0.0	94.34	5.08	20.69	0.0	0.0	0.0	7.35	12.11	9.26	5.61	8.11	6.59	12.71	0.0	26.24	0.09	0.07	0.0	0.0	25.98	0.0	11.24	9.02	13.26
Trp53bp1	149.55	10.78	0.0	26.96	26.57	11.27	0.0	4.66	15.84	11.6	0.1	0.76	0.04	104.31	2.64	35.44	4.85	0.24	17.63	10.13	10.56	10.81	8.44	6.16	9.99	20.35	10.08	0.0	0.04	0.0	30.07	0.0	0.59	0.0	48.54	45.07	44.05
Unc45a	0.0	0.0	0.0	2.41	1.77	2.61	0.0	0.8	0.0	0.0	2.94	0.0	2.71	13.01	0.07	0.0	0.0	0.86	6.07	5.03	12.03	7.43	13.16	1.45	2.63	26.22	0.0	6.65	0.0	0.0	0.0	1.21	0.0	0.07	26.91	25.32	22.3
Uroc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Wwox	0.0	3.39	0.0	0.0	457.39	0.0	0.0	136.98	0.0	0.66	0.0	0.0	7.33	259.87	1.1	0.0	0.0	0.0	0.0	19.33	15.79	42.67	33.74	23.29	24.57	211.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.64	18.76	20.6
Wwp1	0.0	0.0	0.0	20.18	2.6	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	55.89	18.52	0.11	0.0	8.07	0.0	0.28	5.05	5.88	2.62	0.27	2.89	0.0	0.0	12.94	0.0	0.0	1.39	1.8	0.06	0.0	23.59	20.31	21.83
Zbp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.94	0.0	1.54	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.05	0.61
Zfp143	0.0	0.23	0.0	29.59	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.11	310.12	0.0	0.0	0.0	0.0	132.91	9.49	17.71	33.9	11.02	4.39	19.83	0.0	0.0	44.91	0.0	0.0	0.0	0.0	2.82	0.0	8.67	7.55	9.49
Zfp345	0.0	0.55	0.32	1.91	0.9	0.39	1.36	1.98	0.28	1.89	0.94	0.27	0.69	5.66	2.4	1.14	0.35	1.19	0.68	1.06	1.85	1.9	1.3	1.15	0.81	0.16	1.83	2.36	0.33	2.19	2.45	1.04	0.63	0.36	0.74	0.86	0.95
Zfp799	7.82	0.98	3.54	5.87	1.72	2.17	0.62	1.47	1.13	12.02	4.23	1.05	1.83	108.82	2.19	3.41	1.77	2.89	4.17	16.73	9.22	6.33	3.83	8.74	7.98	2.07	9.09	28.51	0.87	4.88	3.33	43.84	0.81	2.54	18.36	15.58	17.74
Zfp948	0.0	0.0	0.0	15.46	2.56	77.58	0.0	0.0	3.53	34.3	121.35	42.02	121.32	338.16	0.26	0.0	0.0	0.36	0.0	43.33	58.53	39.2	24.47	10.36	24.62	4.73	1.2	0.0	20.93	8.99	0.9	1.87	0.0	0.0	10.12	8.49	8.8
