	Calb2_tdTpositive_cell_3	Calb2_tdTpositive_cell_8	Calb2_tdTpositive_cell_45	Cux2_tdTpositive_cell_2	Cux2_tdTpositive_cell_3	Cux2_tdTpositive_cell_8	Cux2_tdTpositive_cell_16	Cux2_tdTpositive_cell_23	Cux2_tdTpositive_cell_44	Cux2_tdTpositive_cell_56	Nr5a1_tdTpositive_cell_2	Nr5a1_tdTpositive_cell_3	Nr5a1_tdTpositive_cell_4	Nr5a1_tdTpositive_cell_5	Nr5a1_tdTpositive_cell_8	Nr5a1_tdTpositive_cell_14	Nr5a1_tdTpositive_cell_27	Nr5a1_tdTpositive_cell_28	Nr5a1_tdTpositive_cell_32	Nr5a1_tdTpositive_cell_33	Nr5a1_tdTpositive_cell_36	Rorb_tdTpositive_cell_11	Rorb_tdTpositive_cell_36	Rorb_tdTpositive_cell_38	Scnn1a.Tg3_tdTpositive_cell_20	Scnn1a.Tg3_tdTpositive_cell_34	Scnn1a.Tg3_tdTpositive_cell_52	Slc17a6_tdTpositive_cell_18	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2
Hey2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.71	3.67
Hhla1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04
Hist1h3f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.14
Hist1h4i	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	4.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.79	4.32
Hmgn2	714.54	133.29	414.44	75.8	72.25	10.02	78.02	255.73	159.79	12.1	676.78	329.79	395.77	246.61	279.75	1.29	670.24	13.84	335.85	353.96	154.53	199.99	134.39	303.48	171.91	321.91	486.57	0.0	145.56	159.57
Hoxd8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07
Hpd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07
Irf9	0.0	4.09	0.51	0.55	0.15	0.37	0.51	0.08	0.0	6.34	0.0	0.18	1.5	0.33	0.66	0.81	149.91	0.24	5.1	0.2	0.0	0.4	0.0	0.72	0.49	1.39	0.83	0.86	13.97	12.58
Khdc1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04
Kif2c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.28
Klhdc5	0.0	6.9	0.09	0.0	0.0	14.84	0.0	0.0	0.03	7.24	1.37	0.0	44.95	0.06	0.0	20.92	44.96	34.24	9.43	0.06	0.12	0.0	32.16	12.87	0.65	14.52	0.0	22.34	13.41	13.46
Klhl18	0.0	0.0	41.37	0.0	0.04	19.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	130.41	0.0	0.1	0.0	0.0	115.76	0.0	0.0	0.07	60.28	0.0	0.0	20.1	21.69
Ldb2	284.63	90.13	0.0	54.9	0.16	0.0	0.0	0.0	290.93	86.78	0.0	0.08	0.0	0.08	0.16	52.15	419.35	0.0	0.18	0.0	3.53	65.87	0.04	0.0	0.0	5.47	31.06	17.2	50.55	48.2
Leo1	0.0	15.35	197.99	158.25	0.09	0.62	0.0	0.0	0.0	0.0	0.2	148.83	110.3	0.35	0.27	102.66	292.23	9.05	0.0	103.43	0.0	0.0	152.68	40.41	129.21	0.0	0.0	234.7	24.8	22.89
Limd2	0.0	30.75	0.0	5.42	0.04	1.38	0.33	0.0	37.89	0.0	0.0	0.12	0.05	20.74	3.97	0.0	56.78	0.0	0.0	0.0	0.27	0.0	0.07	0.04	45.21	0.27	0.0	0.23	39.83	44.35
Lipk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04
Lmx1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.08
Map3k1	0.0	0.02	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	14.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.39	4.42
Mfsd3	0.0	0.0	0.0	0.0	0.09	0.0	76.61	0.0	7.77	0.0	0.0	0.09	0.0	0.0	0.0	0.0	129.34	0.0	0.0	0.0	0.0	0.0	0.05	86.85	0.0	0.0	0.0	2.7	4.8	6.55
Mir466h	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mlf1ip	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.08	0.0	0.0	127.53	0.0	0.0	0.0	0.0	0.0	0.04	0.05	0.0	0.0	0.0	0.0	2.13	1.07
Mobp	0.25	0.29	0.0	0.12	0.17	0.1	0.48	0.0	0.16	0.0	0.22	0.48	0.09	0.0	0.58	0.14	0.78	0.32	0.59	0.78	0.25	0.0	0.04	0.07	0.11	0.29	0.66	0.2	224.3	231.89
Morc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03
Mrpl28	183.85	204.18	219.19	95.81	333.67	115.43	194.65	0.0	664.07	213.95	177.91	56.53	101.62	0.56	137.25	316.28	793.18	354.98	447.48	421.2	505.77	341.49	8.87	225.39	277.85	142.71	181.68	464.2	60.03	58.96
Ms4a4b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.08
Msh4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03
Muc5b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.01
Nkx6-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04
Nlrp5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.06
Nr1i2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04
Ntn4	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.13	7.42
Olfr691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0
Pars2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	160.88	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.12	6.66	7.36
Pef1	253.6	9.17	0.0	190.85	23.13	80.14	224.16	27.46	0.0	268.14	0.57	18.65	0.11	62.4	342.89	0.0	408.61	0.0	0.0	295.43	0.52	0.0	0.0	439.41	0.0	167.41	225.12	0.44	73.29	76.67
Pgc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07
Phf13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.14	0.06	13.48	0.0	0.06	0.76	100.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.69	14.68
Plch1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.59	5.47
Plekhb1	0.0	0.0	0.0	0.0	5.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	164.1	52.56	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	297.36	295.72
Pmp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07
Ppfia3	10.14	0.06	6.07	0.0	0.04	0.0	1.77	0.0	86.79	0.0	2.84	27.5	0.75	0.0	0.0	7.33	31.65	1.49	0.0	0.0	0.0	0.0	0.04	1.39	7.76	0.0	0.0	0.0	109.04	115.42
Prss52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	129.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.28
Rad54b	5.1	0.09	0.13	0.22	0.06	0.0	0.0	0.12	0.0	0.0	0.18	0.0	0.0	0.0	0.2	0.24	63.0	0.0	0.1	0.11	0.0	0.0	0.0	0.06	0.14	7.9	0.16	0.0	1.01	1.05
Rgs4	4301.63	2604.26	2990.24	3554.62	4793.66	4051.91	3740.02	3251.23	2647.51	3726.59	3187.17	4839.36	4315.87	5539.67	4276.53	4053.59	5390.4	2870.31	4377.15	3267.12	2147.03	4166.93	5219.32	5037.98	6274.8	4444.37	2734.57	6781.39	495.03	470.64
Rnf183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07
S100b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.11	0.0	0.0	0.12	0.0	92.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	142.33	130.78
Sars	100.92	146.69	281.79	186.45	300.27	298.07	186.97	8.68	303.75	245.68	229.25	274.12	187.86	2.02	179.33	243.47	372.8	341.19	206.63	60.53	93.72	270.52	52.99	234.85	169.49	200.4	341.83	132.31	102.8	111.7
Serpinh1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.57	14.57
Sik2	0.0	0.0	0.0	0.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.43	0.0	0.17	0.0	70.43	38.0	0.51	1.67	0.0	0.0	0.0	0.57	0.0	6.47	0.0	0.56	18.17	16.51
Slc37a4	0.0	0.0	0.0	0.0	0.0	118.86	0.0	0.0	159.55	0.0	0.0	0.0	0.0	0.0	152.32	0.0	175.6	0.0	0.0	0.0	0.0	254.85	236.1	0.0	0.0	0.0	0.0	0.0	23.44	24.8
Slco1a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.16	0.14	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0
Slco6c1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04
Snhg5	0.0	95.06	0.0	0.0	0.0	0.0	70.77	0.0	0.0	40.53	5.82	0.0	42.86	0.0	0.2	0.41	258.4	0.0	0.0	122.36	0.0	0.0	149.09	127.62	0.0	0.0	1.24	4.79	14.1	13.35
Snrnp48	0.0	0.0	0.0	57.74	0.0	0.0	0.0	1.52	0.0	0.0	0.0	4.71	0.09	0.11	103.72	89.89	146.04	0.0	0.0	0.0	0.0	0.0	0.06	19.74	0.0	0.0	0.0	0.0	16.05	13.92
Srp19	230.13	18.75	240.27	145.72	0.24	189.25	0.0	26.33	133.62	376.09	243.69	184.98	480.3	69.04	34.42	777.44	398.46	0.0	430.16	80.66	24.79	41.91	168.43	271.69	416.93	213.78	279.44	351.02	58.71	61.64
Srrd	0.0	0.0	0.0	0.0	0.05	0.84	4.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05	0.0	75.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	129.02	0.0	0.0	0.0	19.83	26.01
Suclg2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	126.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.19	19.63
Tasp1	0.0	19.24	0.0	0.75	0.05	0.0	0.91	0.0	4.81	0.0	0.21	0.0	0.0	9.56	0.0	28.0	307.26	0.0	0.22	66.8	0.0	0.0	0.0	0.0	155.35	155.16	0.19	0.0	21.82	22.18
Tatdn1	88.84	5.28	0.0	0.0	0.08	0.0	1.44	0.0	16.92	0.0	0.0	11.55	88.38	0.0	0.0	14.8	93.13	0.0	0.0	0.0	22.06	0.0	83.47	74.25	0.25	0.0	27.74	16.95	11.43	10.56
Tcf3	0.0	0.0	0.0	0.11	0.06	0.0	0.0	0.0	0.11	0.0	0.0	0.4	0.0	0.23	0.18	0.0	1.78	0.0	0.0	0.0	0.0	0.28	0.83	0.54	0.0	0.0	0.0	0.0	18.71	22.55
Thap7	0.0	27.74	113.68	0.08	0.18	0.0	145.29	0.0	53.35	0.0	0.0	0.0	49.96	0.0	0.0	0.0	271.2	135.18	1.22	78.5	0.0	78.79	0.0	0.0	11.14	134.86	6.06	109.65	29.02	28.15
Thg1l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	127.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.86	9.81
Thop1	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.64	0.0	1.95	0.0	0.0	0.0	16.85	0.0	0.0	55.34	0.0	0.77	36.1	39.69
Tmbim6	971.1	506.81	848.31	203.44	407.49	641.91	595.44	316.98	137.34	7.59	38.35	229.06	287.92	301.31	30.96	266.58	745.86	358.48	193.4	103.54	133.56	247.71	143.96	310.84	391.11	554.37	321.28	397.36	259.34	282.1
Tnfrsf18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.96	0.0	0.0	0.0	0.0	44.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.53	7.37
Tpte	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04
Tpx2	0.0	0.26	0.14	0.39	0.67	0.23	0.43	0.0	0.41	0.0	0.24	0.05	0.31	0.12	0.41	0.0	0.71	0.12	0.0	0.0	0.19	0.23	0.0	0.03	0.16	1.21	0.64	0.05	2.25	2.28
Trip10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.1	0.0	0.0	5.46	5.63
Unc13a	2.94	7.22	12.52	8.98	4.0	2.64	23.11	0.73	6.84	5.49	12.49	28.68	28.44	3.96	3.79	60.69	34.9	23.54	8.0	8.86	7.5	8.57	3.6	3.09	8.81	6.23	31.58	11.06	173.28	162.24
Vmn2r18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.04	0.04
Vmn2r84	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.11	0.0	0.0	0.57	0.0	0.0	29.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82	0.0	0.16	0.0	2.24	2.0
Wdr27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61	0.61
Wnk1	0.0	4.62	10.39	0.15	0.41	17.34	24.66	23.52	10.79	58.02	20.03	0.24	1.38	0.02	33.57	0.03	42.33	1.92	1.88	0.04	27.66	0.0	0.0	20.62	24.47	14.24	3.76	0.12	63.79	56.84
Xdh	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.08	3.68
Yipf7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.08
Zc3hc1	332.79	0.0	280.83	89.69	24.93	117.9	253.77	0.0	0.1	362.47	117.82	0.1	0.18	0.11	17.7	0.43	204.83	149.29	84.93	0.0	170.85	0.0	0.0	0.0	2.18	0.0	309.43	0.0	23.07	25.64
Zfp598	0.0	0.56	0.0	27.81	0.03	0.0	2.63	0.0	0.0	0.0	0.0	1.37	0.3	0.0	0.0	0.0	31.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	29.85	31.91
Zfp618	0.0	0.05	0.0	0.0	0.04	0.0	0.17	0.0	0.0	0.0	0.0	0.14	0.12	0.06	0.0	0.0	2.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.77	0.0	0.14	0.0	2.37	1.98
Zfp637	6.48	298.6	358.58	385.34	0.67	325.26	118.14	238.77	178.89	0.0	187.04	156.1	0.47	0.18	20.93	187.03	380.63	387.91	0.0	0.0	0.0	0.0	0.3	0.0	0.62	156.02	181.43	0.63	40.94	44.89
Znrf2	0.0	0.11	2.63	0.0	0.0	0.0	2.59	0.0	0.94	0.0	0.0	0.0	0.0	0.07	0.0	10.93	0.0	1.95	2.28	2.13	2.14	5.09	0.0	3.44	0.0	0.0	0.0	0.0	12.95	11.91
