	Chrna2_tdTpositive_cell_75	Ctgf_tdTpositive_cell_17	Ctgf_tdTpositive_cell_19	Htr3a_tdTpositive_cell_96	Htr3a_tdTpositive_cell_106	Nos1_tdTpositive_cell_56	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_41	Ntsr1_tdTpositive_cell_42	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_45	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_52	Rbp4_tdTpositive_cell_89	Rbp4_tdTpositive_cell_159	Rbp4_tdTpositive_cell_180	Scnn1a.Tg3_tdTpositive_cell_62	Slc17a6_tdTpositive_cell_24	Vip_tdTpositive_cell_69	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_7	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_32	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Map3k8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.87	0.0	0.0	1.17	0.0	0.47	2.06	2.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.69	2.12	1.63
Mir425	0.0	0.0	0.0	19.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.09	16.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.64	8.37
Mllt10	5.64	6.83	7.91	20.83	0.78	0.0	0.0	0.0	19.63	10.5	0.05	78.57	0.0	8.37	17.05	8.32	0.0	155.62	0.46	26.58	15.34	0.0	5.09	12.8	13.72	4.49	0.0	0.0	0.05	1.32	0.0	0.0	0.2	19.25	21.32	21.32
Mpzl3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.77	0.0	0.03	0.0	0.0	0.0	0.0	80.18	0.0	0.0	0.0	0.0	6.21	3.85	3.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.25	3.88	4.78
Mtag2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.36	0.0	0.0	0.0	0.0	0.0	5.95	7.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.32	3.0	3.87
Mtrr	0.14	0.35	1.25	0.3	0.68	0.23	0.0	0.6	0.43	0.08	0.14	0.23	23.45	0.42	0.54	0.39	0.0	64.73	0.32	0.05	0.0	0.55	1.96	7.19	6.9	21.83	0.0	0.08	0.13	0.24	0.3	0.11	0.32	7.68	8.1	7.11
Mustn1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	95.92	0.0	0.0	0.0	0.0	0.0	0.0	0.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.05	1.61	1.94
Myh7b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56	0.0	0.0	0.0	0.0	1.28	0.0	1.45	0.0	0.0	0.03	0.28	0.06	0.0	0.0	0.45	0.0	0.0	0.0	0.0	0.0	3.51	3.82	3.92
Nfat5	1.98	0.15	6.95	2.73	12.78	17.32	0.92	6.07	0.0	0.02	0.4	1.34	0.03	9.67	1.16	12.2	0.0	41.4	15.64	0.25	18.36	27.15	6.28	3.02	4.55	0.04	11.68	1.66	0.75	11.62	8.91	0.0	2.82	31.7	27.59	34.05
Nmi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.8	0.0	0.0	0.0	0.0	0.0	1.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.68	2.97	4.33
Npepl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.0	0.0	0.0	0.0	0.0	1.82	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.17	14.55	13.17
Npsr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.48	6.99	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.23	2.3	2.25
Nrg2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.99	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	6.66	7.42	8.53
Nrl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.3	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62	0.63	0.54
Nron	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.06
Nrp2	1.97	0.87	2.24	0.32	0.83	0.39	0.37	0.14	0.17	0.36	0.35	0.27	0.59	1.46	1.33	0.66	0.11	2.74	1.16	0.47	0.82	0.31	0.52	0.34	0.36	0.52	0.57	0.35	0.13	0.27	0.46	0.31	0.59	20.63	19.11	20.72
Nup62	0.0	0.0	41.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.63	113.32	0.0	117.47	0.0	82.86	0.0	0.0	0.98	0.0	7.4	4.05	4.68	24.72	0.0	0.0	107.66	0.0	0.0	0.0	0.0	29.98	28.77	28.12
Ocm	0.75	0.0	0.9	0.0	0.49	0.0	5.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61	0.0	72.54	0.0	0.0	1.8	0.0	0.0	0.0	0.0	1.4	0.0	0.41	0.0	0.0	0.0	0.0	0.0	1.65	1.92	1.14
Olfr1420	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.1	0.11
Os9	116.17	41.73	11.97	0.0	22.73	1.99	0.0	30.46	0.0	49.39	17.56	7.5	0.0	38.92	7.25	42.43	0.0	27.42	11.18	59.57	24.64	0.11	22.04	23.2	22.02	0.17	1.19	0.0	9.29	0.0	0.0	0.06	46.53	80.2	89.94	81.87
Pbx4	0.39	0.0	2.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.28	0.0	38.16	0.0	0.0	18.62	0.0	0.15	1.31	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.99	8.89	8.97
Pcp4	5030.53	5350.95	4871.0	5130.46	3629.17	5082.23	7467.74	5853.47	6240.76	5498.56	5326.1	6808.32	7407.1	5341.11	6583.41	5620.14	3516.12	3535.48	4470.96	5307.32	7030.52	5492.66	5219.57	3442.63	3306.12	7638.97	5202.71	6941.16	7178.2	6670.6	6291.11	8685.7	6217.49	788.83	807.59	741.11
Pcyt1b	0.0	6.05	0.0	0.0	0.0	0.0	0.0	14.07	51.97	59.86	0.0	0.0	1.57	0.0	0.0	2.93	0.0	72.04	0.46	49.24	0.0	0.0	20.16	10.63	9.1	0.0	8.65	0.0	33.35	0.09	0.0	0.0	13.93	29.61	28.65	27.62
Per1	0.77	0.0	0.0	0.14	4.95	0.0	0.0	0.98	0.0	1.56	0.06	0.82	6.45	3.44	0.07	0.0	0.0	13.24	0.24	0.0	3.12	0.0	4.14	1.32	1.78	4.97	0.5	2.35	0.15	0.0	3.11	0.0	1.17	73.62	71.21	38.52
Phf3	0.0	46.45	25.07	0.6	13.26	0.0	0.0	29.32	18.1	0.0	17.71	10.02	0.0	27.58	16.15	0.0	0.0	34.66	2.74	0.04	0.76	37.9	11.37	9.07	8.21	36.76	8.07	0.0	19.49	38.18	6.15	6.51	21.54	31.68	27.61	31.36
Pi4k2b	0.0	0.0	23.72	0.0	0.0	0.0	0.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.24	0.0	0.0	0.0	0.0	1.0	0.45	0.34	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.42	1.97	2.56
Pigm	14.79	0.92	11.48	1.51	2.11	0.09	1.5	13.62	3.01	1.72	0.35	1.51	3.24	2.3	1.4	1.55	0.0	91.94	7.69	49.61	44.66	0.5	0.98	2.54	3.17	0.88	0.19	1.05	0.25	5.16	0.09	0.37	21.28	7.88	7.13	7.52
Plk4	0.0	0.0	0.18	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.69	23.8	0.0	0.0	0.0	0.17	2.37	1.17	5.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.41	3.11	3.47
Podxl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.23	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.65	16.48	16.46
Poglut1	0.0	49.3	30.02	81.33	82.76	0.0	198.38	0.12	0.0	0.0	69.05	0.0	36.65	0.17	0.0	116.49	0.0	391.26	0.22	0.0	0.0	0.0	31.0	62.85	89.35	0.0	138.83	27.32	46.66	0.0	37.79	0.0	101.5	44.67	43.32	40.7
Polrmt	0.0	0.0	0.16	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	4.22	0.15	0.0	0.0	0.0	1.62	3.64	3.12	0.09	0.0	0.0	0.06	0.0	0.0	0.0	0.0	18.4	21.44	20.42
Prkcdbp	0.52	50.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.71	0.0	0.0	0.0	0.0	7.2	9.04	2.11	0.0	25.65	5.43	0.0	0.0	62.13	0.0	0.0	25.79	33.75	36.78
Prpf19	13.96	12.34	9.69	9.77	0.11	7.27	0.0	4.09	2.19	0.04	0.0	4.55	0.0	0.07	0.17	0.22	0.0	19.44	0.19	0.06	0.0	0.08	3.86	5.45	5.28	12.08	4.94	0.1	2.78	0.08	3.74	0.0	5.19	65.92	70.75	68.94
Rab11fip4	0.0	10.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.27	0.0	0.0	0.74	0.99	1.5	0.44	2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	127.04	122.04	128.94
Ranbp10	4.81	0.84	1.63	0.73	0.63	0.0	0.0	0.0	0.15	0.16	0.05	0.79	7.93	1.07	0.0	1.73	0.0	37.7	0.21	0.0	0.0	0.0	1.51	2.12	3.11	6.02	0.0	0.0	0.13	0.0	7.71	3.54	0.7	20.22	19.31	20.42
Rhox12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.0	0.0	0.0	0.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0
Rnf122	0.0	0.0	0.0	0.0	0.28	2.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.36	0.0	0.0	0.0	288.86	0.0	0.0	4.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.66	4.15	4.44
Rnf2	0.17	0.0	14.19	0.0	0.0	0.0	0.12	0.0	0.0	0.0	71.4	50.45	49.26	0.15	35.92	91.31	299.5	171.8	0.0	117.84	0.19	0.0	29.11	29.03	24.49	0.11	105.08	5.03	8.56	0.15	0.0	11.4	10.27	24.28	25.87	23.65
S1pr3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.79	3.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.89	5.51	5.58
Sbno1	41.27	45.95	13.66	53.27	24.79	5.75	3.4	33.28	11.35	32.38	9.27	63.27	27.64	28.7	13.06	53.25	2.56	122.31	73.64	47.68	43.68	101.35	35.8	46.14	46.34	65.34	36.42	24.01	26.71	30.1	0.0	0.07	49.75	46.85	42.42	47.03
Sema4c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.46	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.98	12.29	11.33
Sh3yl1	0.0	0.0	0.0	0.0	0.2	41.31	0.0	0.0	0.0	0.0	0.0	70.77	0.0	127.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	892.39	12.22	6.42	7.49	0.0	43.89	0.0	0.0	0.0	71.48	0.0	0.0	10.54	11.28	11.53
Slc11a1	0.0	4.45	2.81	0.43	0.55	0.73	7.2	0.65	0.52	0.0	0.37	24.56	0.16	1.79	0.36	0.57	0.0	10.58	5.55	0.35	0.0	11.09	1.67	1.05	0.8	2.53	0.13	0.38	0.09	0.58	1.36	0.0	0.73	3.67	2.9	3.54
Slc30a10	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	22.7	0.0	36.25	0.0	0.0	0.0	0.2	0.0	0.93	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.47	10.57	13.18
Slc7a6os	0.0	12.52	3.75	0.0	3.29	0.0	0.0	33.8	0.0	18.62	0.0	0.0	0.0	0.0	0.0	0.1	0.0	52.96	13.24	0.0	0.0	0.0	5.8	5.28	4.87	0.0	0.0	0.0	0.32	0.0	9.74	0.0	19.14	27.25	26.58	28.7
Snora33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.86	0.0	0.0	13.44	34.22	0.0	84.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.86	1.35	2.96
Snora7a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.75	0.0	77.26	0.0	0.0	0.0	4.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.75	16.94	9.83
Snta1	0.0	0.0	0.0	0.0	0.32	0.0	1.01	0.0	0.0	0.0	2.82	0.0	0.0	0.0	0.0	0.0	0.0	58.84	0.27	0.0	0.0	0.0	6.11	4.42	2.97	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	25.48	30.84	30.12
Sox8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	11.02	52.05	1.03	0.0	0.83	0.0	3.37	0.0	53.97	1.7	16.73	0.0	0.45	8.09	3.54	2.08	0.0	0.1	0.19	36.98	0.0	0.0	0.0	0.0	44.76	43.15	32.46
Sphk1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.64	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.27	4.64	3.8
Stx16	7.62	0.0	12.16	0.0	1.64	10.52	44.56	24.04	1.83	0.0	0.07	0.0	14.67	3.83	1.34	0.69	0.0	179.41	21.26	0.24	0.0	0.49	6.16	11.73	7.34	0.79	22.49	0.08	25.66	0.21	8.4	0.13	6.82	62.49	61.21	64.02
Styxl1	1.51	0.4	0.38	0.24	0.21	0.0	0.0	0.0	0.0	0.29	0.0	0.84	0.0	0.54	0.29	0.36	0.0	1.47	1.37	0.74	0.14	0.55	0.0	0.48	0.21	0.7	0.0	0.0	0.0	0.0	0.32	0.0	0.0	1.55	0.48	0.84
Sympk	0.0	0.0	0.45	11.68	2.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.77	0.0	0.1	0.0	12.23	1.78	3.31	0.0	0.0	2.33	1.24	1.42	0.62	0.0	0.0	0.0	0.0	0.0	0.0	0.06	78.87	79.01	85.02
Tbc1d10c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.85	0.0	0.0	0.0	0.0	9.67	0.0	0.4	0.0	46.5	0.0	0.0	0.0	0.0	0.0	0.0	1.87	1.86	2.22
Tbxas1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.21	2.03	2.59
Tectb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.12	0.55	0.75
Tinagl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.33	0.0	0.0	0.0	0.0	0.0	0.0	0.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.89	6.65	7.39
Tmcc1	12.48	4.59	18.66	24.3	7.39	18.8	0.06	0.0	0.0	25.09	56.02	0.06	18.97	0.0	0.0	28.34	0.0	66.91	9.32	0.0	0.0	0.08	9.09	8.57	9.49	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.04	39.25	38.54	38.8
Tmem144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	154.84	0.0	0.0	0.0	0.0	0.0	0.75	0.0	2.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.64	8.54	9.22
Tnrc18	0.0	0.0	1.38	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.03	0.04	0.0	0.0	0.0	0.07	0.0	0.27	1.36	0.0	0.0	0.05	0.09	0.24	0.13	0.12	0.0	0.0	0.0	0.03	0.0	0.0	0.02	31.29	32.2	36.11
Tst	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.38	0.65	2.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.28	42.25	43.29
Tstd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.72	0.0	0.0	0.0	0.0	0.0	0.0	1.38	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.95	1.78	0.98
Twistnb	0.0	6.99	0.0	0.0	0.0	9.35	0.0	0.0	0.0	0.0	73.11	68.09	0.0	0.19	0.14	0.0	0.0	148.02	0.0	0.0	0.0	0.38	0.34	3.86	4.05	0.0	31.62	0.0	0.0	0.0	0.79	0.52	29.95	9.49	9.94	11.29
Vmn2r43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.11	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.21
Wfikkn2	0.16	0.0	0.19	0.1	0.29	0.08	0.0	0.0	0.0	0.0	0.1	0.23	0.1	0.0	0.0	0.2	0.0	0.65	0.67	0.18	0.0	0.0	0.14	0.0	0.12	0.28	0.13	0.08	0.0	0.0	0.0	0.07	0.06	1.98	1.38	1.39
Xirp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.69	11.63	0.0	0.0	0.0	0.1	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.52	0.67
Yipf7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.08	0.09
Zfp493	0.0	0.2	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.2	105.84	0.25	0.0	0.0	0.45	2.05	8.83	7.05	65.22	0.0	0.0	0.8	0.0	0.0	0.0	0.0	2.24	1.89	2.04
c2_SSU-rRNA_Hsa	0.0	0.0	0.0	0.0	0.0	18.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.42	0.0	0.06	0.0	0.0	0.0	0.0	0.0	19.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0
mt_AK018753	0.0	0.0	0.0	0.0	11.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.84	0.0	0.0	0.0	0.0	0.0	523.51	127.8	626.69
