	Chrna2_tdTpositive_cell_15	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Gad2_tdTpositive_cell_20	Gad2_tdTpositive_cell_40	Gad2_tdTpositive_cell_48	Gad2_tdTpositive_cell_68	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_24	Htr3a_tdTpositive_cell_44	Htr3a_tdTpositive_cell_83	Htr3a_tdTpositive_cell_91	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_14	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_29	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_45	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_70	Ntsr1_tdTnegative_cell_54	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_8	Sst_tdTpositive_cell_23	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_49	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_65	Sst_tdTpositive_cell_78	Sst_tdTpositive_cell_92	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Gm1943	0.0	0.0	1.7	58.71	0.14	0.0	10.48	0.0	5.85	0.86	3.07	0.0	0.0	0.0	0.24	2.67	0.08	3.71	0.44	153.03	63.23	0.23	48.6	0.0	0.0	0.0	3.17	0.22	0.24	0.19	0.85	105.3	58.55	55.03	60.23	0.4	41.58	6.95	3.04	0.38	0.0	1.5	317.3	4.03	4.15	0.0	0.0	24.27	19.87	23.75	22.02	24.93	20.32
Gm4827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61	0.0	0.0	0.71	0.0	0.0	0.0	0.0	0.25	0.22	0.59
Gm4847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.09	0.03
Gm4980	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.85	0.0	0.0	0.0	0.0	0.1	0.0	0.0	5.65	4.89	5.69
Gm6249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.1	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.09	0.08	0.06
Gm628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.41	1.08	1.78
Hcn3	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	26.1	0.0	0.0	0.0	0.0	0.0	16.82	0.0	0.0	20.62	33.0	0.0	0.08	1.97	0.0	0.0	0.0	67.28	11.29	11.28	0.0	0.0	0.0	23.63	0.0	0.0	1.5	0.0	36.13	0.1	4.78	15.12	95.36	0.0	0.43	0.17	0.0	0.0	0.0	0.0	11.89	12.1	12.24
Heg1	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	5.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	2.78	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.51	2.7	0.0	0.0	0.1	0.19	0.0	0.0	9.95	9.14	9.91
Hic2	0.66	0.0	0.04	0.38	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.38	0.13	0.0	0.41	0.0	0.0	0.05	0.0	0.04	0.69	0.0	0.0	0.0	0.0	0.0	0.07	0.08	0.75	0.0	0.0	0.0	4.87	33.82	0.0	0.0	0.0	0.0	2.28	1.27	1.62	4.56	4.67	4.6
Homer1	15.33	1.58	0.0	20.13	1.05	0.0	0.0	30.81	106.44	2.72	44.26	0.0	0.0	0.0	28.41	97.58	1.64	48.91	0.07	7.48	0.73	26.51	0.0	1.13	0.0	27.36	0.0	5.78	0.0	0.0	15.87	0.0	34.09	16.97	2.27	59.91	75.85	66.55	110.27	80.06	66.59	35.65	176.31	4.88	35.08	33.34	16.74	83.5	55.45	61.95	109.75	88.93	100.72
Hsd3b2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.27
Hyls1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.0	63.4	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.17	0.0	0.0	0.0	13.27	0.0	0.0	0.0	0.0	0.33	75.78	0.0	0.0	0.0	0.29	5.71	4.46	7.29	8.0	7.49	5.88
Il18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.83	0.0	0.0	0.0	71.19	0.0	156.96	0.0	0.0	0.0	0.0	18.45	16.67	40.37	35.46	32.73	36.23
Ints5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	20.17	0.0	0.0	0.0	28.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82	0.0	0.08	0.0	0.0	0.0	0.0	0.0	98.48	0.0	0.0	0.0	40.33	1.17	1.98	3.15	17.06	18.81	15.83
Itgb1bp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.93	0.0	0.0	0.0	0.0	0.62	0.0	0.0	0.0	0.0	0.0	15.21	0.0	0.0	0.0	15.16	0.95	0.0	0.0	0.39	0.58	0.56
Kazald1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.0	0.0	7.07	3.82	5.66	5.8	7.65	8.23
Kif14	0.07	0.0	0.03	0.0	0.06	0.0	0.07	0.0	0.08	0.06	0.05	0.0	0.13	0.01	0.09	0.02	0.06	0.04	0.03	0.13	0.03	0.04	0.0	0.05	0.0	0.04	0.0	0.0	0.04	0.02	0.0	0.03	0.0	0.01	0.0	0.0	0.3	0.02	0.13	0.7	0.0	0.0	1.5	0.21	0.05	0.0	0.16	0.04	0.02	0.13	0.36	0.25	0.35
Lamb3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.0	0.0	5.46	0.0	0.0	23.76	0.35	0.0	0.0	0.0	0.0	0.0	0.0	1.31	1.14	1.03
Lingo1	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.12	3.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	2.21	24.63	7.52	0.09	0.0	0.05	0.0	47.19	0.0	0.0	0.0	0.0	11.82	10.64	12.29	232.82	237.98	251.08
Lsm2	4.08	0.0	0.0	6.12	19.58	0.0	80.04	0.0	0.0	0.0	0.62	0.0	0.0	0.78	0.0	0.0	0.0	0.0	19.75	0.0	0.0	6.11	3.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.32	0.0	0.0	0.0	0.0	12.21	3.09	0.0	0.0	0.0	0.18	0.0	77.9	0.0	0.7	0.4	0.7	4.69	3.08	2.08	13.31	14.55	14.75
Macrod2	1.3	14.67	0.0	0.0	0.0	24.5	0.0	28.84	0.0	0.0	1.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.8	0.0	6.6	0.0	0.0	0.0	0.0	0.0	9.11	0.0	6.39	0.0	0.23	0.0	0.0	13.47	6.19	4.36	1.62	2.71	0.0	0.0	1.04	10.0	29.49	0.0	0.0	14.29	0.0	6.21	1.81	3.2	29.11	28.47	30.48
Magi3	16.35	0.11	0.0	0.0	1.25	0.0	0.0	0.51	0.0	0.15	0.0	0.0	0.26	0.0	0.04	10.96	4.43	1.3	0.0	0.0	2.19	0.0	0.0	0.0	0.0	18.73	0.0	0.95	0.0	0.0	0.96	0.7	0.0	10.79	0.74	0.0	7.9	2.24	3.85	0.66	14.96	0.0	41.22	0.58	0.0	0.0	0.0	1.37	1.99	1.83	28.15	24.58	29.89
Mapk8ip2	4.87	0.31	40.74	15.01	23.93	33.49	0.0	47.54	30.8	0.43	0.0	0.0	13.14	19.01	30.37	42.56	0.98	53.78	34.02	27.6	8.82	12.29	14.26	13.9	0.28	4.64	0.06	0.0	6.52	11.2	23.99	10.19	0.54	25.46	22.55	53.95	10.19	15.37	6.24	1.05	1.8	0.0	39.8	0.0	8.53	32.96	28.2	15.1	12.48	17.68	190.79	206.07	202.05
Med25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.14	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.54	0.0	0.0	0.0	0.33	0.0	0.34	0.0	0.3	0.0	0.0	0.0	55.79	0.0	0.0	0.72	0.0	0.13	0.61	0.15	59.42	67.15	67.28
Mir1188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.94	9.94	16.95
Mir3112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.16	4.08	8.93
Mir341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.21	0.0	0.0	6.55	0.0	0.0	0.0	0.0	3.3	6.22	10.22
Mrpl37	0.0	11.65	0.0	0.0	0.0	0.27	0.0	0.64	24.84	0.0	0.0	0.0	0.0	0.0	277.26	100.85	0.06	0.0	108.39	92.64	0.21	0.0	4.38	9.36	0.0	0.0	0.15	0.0	92.1	56.5	0.0	0.0	10.05	94.04	0.0	0.0	23.6	0.0	0.0	0.0	60.41	0.0	270.95	0.0	0.0	0.0	67.3	44.28	44.5	34.98	52.44	55.74	54.41
Msh3	0.69	26.25	0.0	0.0	0.0	40.46	0.0	0.0	3.24	0.0	22.85	0.0	0.0	0.0	0.0	0.0	0.0	48.17	25.19	25.2	13.07	0.0	28.54	0.0	0.0	0.0	6.23	0.0	0.0	0.32	0.0	0.0	0.0	0.28	0.0	0.0	12.76	0.0	1.72	0.0	0.0	0.0	76.02	0.0	0.0	0.07	0.0	9.61	3.7	6.03	14.98	14.14	15.57
Naif1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.19	0.0	0.0	0.0	0.0	0.0	0.43	0.0	2.1	1.91	2.3
Napg	140.06	43.11	80.87	143.59	26.29	64.08	0.0	95.67	121.52	215.39	236.84	184.42	259.28	98.8	277.56	59.4	122.71	87.1	85.06	126.07	173.66	104.34	160.31	177.82	61.15	67.86	69.29	92.19	80.66	116.65	214.59	180.05	218.01	117.17	153.37	216.88	48.39	13.71	79.04	33.77	157.93	206.27	672.25	158.97	122.54	99.65	234.25	232.31	181.06	192.62	140.49	137.95	131.59
Nefl	27.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	17.07	0.0	6.69	0.22	0.0	10.75	0.0	22.72	0.0	0.0	1.8	0.0	0.0	15.6	0.14	0.0	0.12	0.22	52.42	0.0	54.53	0.17	1.5	49.03	317.1	0.0	0.0	65.75	0.0	149.01	205.76	221.46	385.15	425.16	402.43
Nefm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	8.66	0.0	4.06	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.09	0.0	10.05	7.37	0.0	0.0	42.58	0.0	21.26	0.1	5.85	15.17	50.66	0.0	0.14	0.17	0.0	55.91	50.93	45.95	170.79	173.01	185.04
Neu1	40.47	4.43	60.4	11.72	1.83	18.36	0.85	0.4	0.0	0.67	0.0	0.0	0.15	0.0	44.33	14.7	0.51	4.25	10.3	85.3	0.29	0.0	0.09	25.52	0.17	0.0	0.13	0.86	1.69	0.05	13.13	40.18	0.3	1.87	4.07	38.07	4.82	0.76	0.44	0.6	2.64	1.0	82.36	4.24	0.03	0.0	0.36	9.47	8.92	11.3	33.45	35.47	32.28
Ninl	1.42	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.5	0.0	0.0	0.0	0.0	0.0	0.0	5.1	0.0	0.0	0.0	0.0	0.06	19.36	0.0	0.0	0.0	0.2	0.0	0.0	12.6	0.55	0.0	33.54	0.0	1.52	0.0	0.0	2.03	0.67	0.34	4.29	5.06	5.68
Nptx1	19.36	0.01	0.0	10.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	28.25	9.77	3.06	0.79	0.0	0.0	0.0	0.0	0.74	0.0	0.0	0.19	0.0	0.0	0.0	0.05	0.0	0.05	0.0	19.75	0.0	0.0	0.06	16.83	0.0	2.02	0.0	0.17	14.95	0.0	76.51	86.04	78.5	195.59	193.13	194.22
Nsun3	0.23	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	13.63	0.0	0.0	62.27	0.0	22.96	0.0	0.0	0.0	0.0	0.0	40.32	0.0	0.0	1.67	12.56	0.0	0.0	7.89	0.0	0.0	0.0	0.0	0.06	80.57	0.0	0.0	0.0	0.0	5.68	6.3	8.19	7.75	6.79	6.69
Oxsr1	0.06	34.21	10.38	0.44	18.6	0.0	25.88	5.02	0.0	28.97	20.87	0.0	0.0	0.0	0.33	18.42	0.0	0.02	0.0	0.0	0.39	0.0	10.39	0.0	0.0	1.17	0.05	0.0	9.13	0.04	0.24	0.0	0.0	16.57	10.58	0.0	10.17	11.14	0.0	0.0	0.44	0.46	51.6	0.0	0.0	0.0	0.0	5.54	5.29	6.59	31.87	31.34	33.79
Pcdhb6	0.0	0.0	30.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.25	0.0	0.0	0.0	0.0	0.0	57.96	0.0	0.0	0.0	37.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	154.37	0.0	0.18	0.0	0.0	0.0	0.49	0.56	2.76	2.74	1.94
Pcdhb8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.02	0.0	0.0	0.0	0.0	1.66	1.93	2.66	2.35	2.45	1.63
Pcsk1	2.18	149.12	0.0	2.18	3.7	16.55	0.0	0.0	0.29	0.0	20.05	0.0	0.0	0.1	66.11	54.67	129.83	20.24	48.28	12.82	69.93	0.34	15.64	19.45	0.0	0.0	1.27	0.0	0.0	0.08	109.11	0.0	10.82	77.84	0.0	21.24	30.83	59.52	0.0	0.13	4.57	0.0	284.01	0.0	10.96	1.56	30.82	67.96	53.44	50.89	27.11	24.71	23.31
Pdgfb	0.0	0.0	0.0	0.0	0.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.5	0.0	0.0	0.0	0.0	0.34	24.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.64	0.0	0.0	8.13	0.0	0.0	76.35	0.0	10.61	0.0	0.0	14.17	11.68	9.31	22.86	26.58	25.28
Pgm5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.24	2.12	2.48
Phlpp1	9.8	29.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.98	0.04	0.32	0.62	0.0	2.93	1.25	0.0	0.0	0.0	1.1	0.86	0.0	0.0	0.0	0.0	0.0	10.59	0.0	0.0	0.0	14.5	0.0	32.45	19.46	0.0	0.0	9.03	2.34	1.28	0.04	0.61	2.75	4.96	5.0	46.57	46.47	51.56
Plcxd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.46	12.09	0.0	0.06	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.69	0.0	0.0	0.0	0.0	0.0	9.56	5.33	3.78	0.1	0.0	16.41	0.0	30.14	1.3	0.0	0.0	0.0	4.15	2.98	3.03	14.59	14.9	16.3
Pom121	2.05	0.26	0.0	0.0	0.0	0.0	31.19	0.0	0.0	0.0	42.21	0.0	0.1	3.08	0.0	1.27	0.6	10.46	14.01	0.78	4.48	0.25	0.58	0.0	0.0	0.11	0.0	0.0	0.0	8.28	0.0	0.17	0.05	21.29	0.0	13.95	9.43	0.0	0.0	0.0	0.08	0.0	36.97	0.0	2.32	1.82	0.25	4.47	3.5	6.08	39.1	41.0	41.92
Ppp1r14b	0.0	0.0	0.0	0.0	4.8	0.0	0.0	0.0	0.0	27.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.0	0.0	1.41	0.0	35.91	0.0	0.0	0.0	2.03	0.0	17.37	0.0	0.0	9.47	18.53	0.0	1.18	0.0	0.0	0.0	0.0	0.0	54.25	0.0	0.0	4.61	0.0	0.34	0.0	0.0	31.01	36.7	38.39
Pptc7	15.91	3.29	1.47	7.8	4.52	0.0	0.0	0.0	23.86	17.95	0.0	0.0	11.51	7.89	6.18	61.62	0.17	2.83	4.82	19.93	3.44	1.85	4.92	10.25	0.35	11.37	3.26	5.41	20.65	27.04	2.09	3.64	6.76	2.57	1.86	28.39	19.15	5.74	17.54	15.03	33.48	64.67	86.47	0.0	0.0	0.0	22.55	17.25	6.88	12.84	40.75	41.4	36.47
Prss8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.16	0.0	1.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	1.53	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.64	0.4	0.17
Ptpn11	0.16	0.0	0.0	0.12	5.87	19.99	40.8	0.0	22.01	3.44	0.0	0.0	0.0	16.99	0.69	0.0	8.2	18.86	0.73	5.41	0.0	3.36	2.5	8.47	6.12	2.56	10.33	0.0	30.16	0.0	0.1	1.86	3.19	1.14	1.7	6.23	3.48	0.58	0.61	20.54	0.0	0.19	56.32	5.02	4.78	0.0	0.0	6.32	8.09	5.28	96.6	96.33	99.54
Pyhin1	0.24	0.13	0.07	0.2	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.08	0.0	0.29	0.03	0.05	0.0	0.11	0.09	0.0	0.0	0.0	0.0	0.09	0.0	0.24	0.0	0.0	0.0	0.0	0.07	0.13	0.15	0.0	0.0	0.0	0.0	0.0	0.06	0.1	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.13	0.14
Rad54b	0.0	0.08	0.06	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.01	0.03	0.0	0.0	0.05	0.03	0.05	0.0	0.0	0.0	0.0	0.17	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.04	0.0	0.23	0.0	0.0	1.97	0.0	0.0	0.03	0.0	1.53	0.09	0.0	1.01	1.05	1.48
Rbak	1.33	0.13	0.0	0.29	8.94	0.0	0.0	79.71	0.86	1.3	0.4	0.6	1.13	1.02	0.95	0.73	0.23	0.44	0.54	0.2	0.44	0.14	0.5	0.41	0.9	45.78	0.38	1.16	1.37	0.54	0.88	1.14	0.15	0.29	0.06	0.59	8.5	0.56	0.47	0.56	10.87	6.11	99.81	0.4	0.54	0.46	0.62	3.18	4.76	10.06	10.16	9.94	10.23
Reep6	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.06	0.0	0.0	0.0	0.0	0.16	0.0	0.0	12.3	13.34	11.63
Rho	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.21	0.34	0.16
Rnls	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.17	0.0	0.0	0.0	0.0	0.0	0.0	5.35	0.0	0.0	2.11	0.0	0.0	0.0	0.0	0.0	35.87	0.0	0.0	0.2	0.0	0.44	1.53	1.8	2.54	2.53	3.07
Rs1	0.35	0.06	0.19	0.12	0.0	0.0	0.42	0.09	0.12	0.0	0.26	1.02	0.0	0.0	0.19	0.58	0.12	0.08	0.0	0.34	0.29	0.15	0.0	0.0	0.22	0.1	0.03	0.0	0.04	0.07	0.03	0.0	0.13	0.0	0.1	0.18	0.36	0.0	0.11	0.23	0.03	0.47	0.68	0.12	0.0	0.32	0.65	0.14	0.31	0.18	0.38	0.44	0.32
Sept8	0.0	0.0	0.0	0.0	7.58	1.87	0.0	0.0	0.16	15.12	10.43	0.0	0.0	11.29	0.06	0.0	0.04	0.0	1.97	1.91	0.0	0.34	0.0	0.52	0.0	0.0	1.97	0.0	4.1	7.31	22.12	4.11	0.0	11.58	6.17	0.0	6.39	0.0	1.65	0.0	0.0	0.0	24.79	0.0	0.0	0.0	0.42	20.97	19.05	15.97	127.62	129.62	131.18
Sept9	0.0	0.25	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	124.14	0.0	0.0	0.0	0.0	0.15	22.12	0.0	0.0	0.7	22.91	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79	0.0	11.61	0.0	5.25	1.23	0.0	3.47	28.15	9.04	0.0	54.01	0.0	0.75	18.99	47.53	13.75	29.94	27.9	47.07	49.95	49.54
Setd4	3.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55	0.0	0.0	6.95	0.0	0.0	26.97	0.92	0.0	0.0	0.95	14.32	15.88	0.0	3.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.2	11.61	0.0	0.0	35.53	0.0	0.0	76.81	0.0	0.0	14.69	0.0	9.42	5.72	15.19	8.7	9.18	8.51
