	Gad2_tdTpositive_cell_43	Gad2_tdTpositive_cell_55	Nkx2.1_tdTpositive_cell_10	Nkx2.1_tdTpositive_cell_18	Pvalb_tdTpositive_cell_2	Pvalb_tdTpositive_cell_3	Pvalb_tdTpositive_cell_4	Pvalb_tdTpositive_cell_5	Pvalb_tdTpositive_cell_7	Pvalb_tdTpositive_cell_8	Pvalb_tdTpositive_cell_9	Pvalb_tdTpositive_cell_13	Pvalb_tdTpositive_cell_21	Pvalb_tdTpositive_cell_22	Pvalb_tdTpositive_cell_26	Pvalb_tdTpositive_cell_29	Pvalb_tdTpositive_cell_40	Pvalb_tdTpositive_cell_42	Pvalb_tdTpositive_cell_45	Pvalb_tdTpositive_cell_46	Pvalb_tdTpositive_cell_47	Pvalb_tdTpositive_cell_55	Pvalb_tdTpositive_cell_69	Pvalb_tdTpositive_cell_70	Pvalb_tdTpositive_cell_71	Pvalb_tdTpositive_cell_75	PvalbD.Slc32a1_tdTpositive_cell_18	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbD.Slc32a1_tdTpositive_cell_28	PvalbF.Gad2_tdTpositive_cell_5	PvalbF.Gad2_tdTpositive_cell_8	PvalbF.Gad2_tdTpositive_cell_14	PvalbF.Gad2_tdTpositive_cell_15	PvalbF.Gad2_tdTpositive_cell_22	PvalbF.Gad2_tdTpositive_cell_23	PvalbF.Gad2_tdTpositive_cell_30	PvalbF.Gad2_tdTpositive_cell_34	PvalbF.Gad2_tdTpositive_cell_42	Rbp4_tdTpositive_cell_51	Tac2_tdTpositive_cell_8	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Igtp	0.0	0.0	57.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.73	49.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.53	6.23	6.71
Il13ra1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.94	4.1	4.6
Il18rap	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.08	0.04
Irf4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.51	0.0	1.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66	0.23	0.24	0.19
Itgae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.84	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.07	0.21
Kbtbd5	0.0	0.0	3.89	8.73	6.78	0.0	41.98	0.0	1.26	0.0	0.0	0.0	0.0	0.0	0.0	1.09	0.0	0.0	2.84	0.0	0.0	0.0	0.0	0.0	0.0	0.5	1.75	48.44	64.72	0.0	0.0	3.88	15.47	0.0	0.0	0.0	0.0	0.0	28.75	0.0	14.89	6.65	7.07	6.98
Kctd18	0.0	10.11	8.81	14.97	16.93	0.0	0.0	0.0	0.0	0.0	11.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.02	0.0	2.35	0.0	2.65	72.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99	9.98	9.88	10.67
Kctd7	0.44	0.0	0.0	0.0	2.76	11.9	0.46	0.22	22.22	2.26	5.67	0.39	0.0	2.9	3.3	3.56	2.5	5.74	0.0	0.0	0.0	0.0	19.42	8.03	0.12	4.57	16.8	1.1	45.51	6.08	3.14	1.86	0.0	6.67	0.0	1.88	0.22	21.23	13.8	0.0	4.52	9.0	9.62	9.0
Keap1	0.0	0.0	10.52	16.72	0.0	9.76	0.0	0.0	7.07	0.0	9.65	0.0	0.0	0.0	0.0	0.42	0.57	8.22	0.73	21.5	0.0	0.0	3.78	0.65	0.0	10.29	0.0	0.0	30.78	7.37	4.74	0.0	0.0	0.0	21.95	0.0	1.37	0.0	0.92	0.0	5.06	46.23	54.83	51.32
Kif20a	0.0	1.15	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	4.89	0.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39	1.31	0.82	0.0	0.0	0.0	5.22	0.0	0.0	45.43	0.25	0.71	0.0	0.0	0.0	1.44	0.0	0.0	0.0	0.0	0.0	1.13	1.44	1.36	1.63
Ldhb	9309.63	7692.96	6832.63	8752.31	8798.32	8750.45	10118.08	10894.4	8892.3	7735.26	7234.97	8583.06	9220.91	9343.6	8808.99	6807.49	8574.79	10165.1	9166.61	7814.88	9602.81	7785.08	11261.44	7829.53	8285.69	10004.69	9074.03	13571.31	7093.74	12546.17	9106.97	8513.41	9755.78	8390.99	7659.83	11010.48	8275.76	10182.84	11746.38	7324.1	2284.99	737.58	774.98	752.92
Lipm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.1	0.11
Lrch2	0.0	0.0	0.87	1.15	0.16	0.0	0.0	0.0	11.44	0.0	0.0	0.0	0.0	0.0	7.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.02	0.0	0.0	0.08	26.59	3.03	5.67	7.02	2.64	0.0	0.0	0.45	0.0	0.0	0.0	0.0	1.82	14.69	12.81	14.38
Lrrtm1	53.41	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.64	0.0	0.48	0.0	0.0	0.0	0.0	7.31	0.0	6.54	0.0	93.73	0.0	64.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.13	2.07	62.55	63.75	60.55
Lrtm2	0.0	0.0	0.0	0.0	10.05	0.0	0.0	0.0	1.8	0.0	0.0	0.0	0.0	0.0	21.33	0.0	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.43	1.07	0.88	0.0	0.0	0.81	0.0	0.0	0.0	0.53	0.02	0.0	4.67	49.41	51.96	48.48
Maff	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	1.41	0.97
Map3k4	0.0	17.78	7.5	13.61	0.0	0.39	0.0	0.0	0.0	0.0	0.0	12.41	0.0	0.0	0.0	0.0	0.0	12.72	0.0	0.0	0.0	0.0	0.0	0.0	13.83	0.17	0.0	4.41	32.02	0.84	0.98	7.37	0.0	7.65	0.18	0.0	12.56	6.15	19.2	0.0	3.95	24.02	23.63	24.0
Mapk11	0.0	0.0	0.36	0.34	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.0	0.14	0.0	32.84	48.01	42.59	47.35
Mapk7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16	0.0	0.0	0.0	0.0	0.0	0.0	17.94	0.0	0.0	0.0	2.82	0.0	0.0	14.36	0.0	0.0	0.0	0.0	3.32	19.51	20.03	20.18
Mast2	14.43	12.1	6.86	10.38	6.68	21.62	17.2	36.43	14.02	3.46	1.27	0.72	15.2	1.87	28.52	2.42	0.1	15.08	11.63	15.93	22.42	31.66	0.13	9.15	31.8	46.17	0.0	6.75	130.91	20.38	33.16	38.08	33.31	42.79	37.44	8.13	3.17	19.1	9.85	1.3	14.12	56.98	53.5	54.18
Mep1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.06	0.03
Mgst2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.18
Mkl2	21.45	44.73	8.42	12.66	21.74	22.48	14.75	1.24	25.87	42.98	0.74	20.28	33.66	12.51	16.73	21.41	25.23	32.52	0.97	42.74	18.97	12.02	45.42	17.02	10.17	21.15	16.36	11.14	70.3	18.53	5.29	4.59	22.72	28.62	6.62	27.98	28.78	29.95	21.59	13.45	249.53	89.28	82.44	89.75
Mll1	25.96	7.82	9.26	14.96	7.76	20.4	0.82	7.4	15.7	13.73	2.4	5.76	5.05	10.5	2.18	1.07	1.64	11.18	5.72	10.11	10.18	2.17	26.49	2.48	10.78	17.88	12.35	5.31	25.05	5.47	12.87	8.04	20.17	18.68	7.14	11.73	8.68	9.17	1.21	20.77	6.58	41.15	35.88	42.39
Mmp25	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.14	0.0	0.11	0.0	0.0	0.0	0.42	0.16	1.05	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.13	0.18	0.0	0.21	0.33	0.28	0.32
Mtmr1	0.68	2.46	5.75	10.05	0.0	0.0	0.0	3.99	27.36	0.0	0.0	23.12	0.0	0.0	6.16	23.08	0.51	0.0	0.0	0.0	10.4	8.04	0.0	7.64	0.0	38.6	0.0	0.06	40.03	0.0	3.93	0.53	0.0	0.0	0.0	0.0	22.42	14.59	0.0	0.0	14.48	30.51	30.88	29.59
Myo5b	0.38	4.26	15.33	4.24	4.93	0.0	0.0	0.0	12.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.44	10.42	0.0	0.0	6.68	6.75	0.0	0.06	0.0	18.87	0.0	18.2	33.32	1.88	2.23	0.0	0.0	0.0	0.81	1.68	0.0	2.21	8.56	13.61	16.2	18.94	18.75	19.46
Nab2	0.0	0.0	0.0	0.18	6.74	0.0	0.0	0.0	0.0	28.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.12	47.58	0.17	0.0	0.0	0.0	0.17	0.19	0.0	0.0	0.0	0.09	0.0	1.89	46.24	45.77	32.04
Nox3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.06
Npbwr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.53	0.91	1.21
Nudt16	0.0	0.0	0.0	0.0	9.37	0.0	0.0	0.0	0.0	0.0	15.78	0.0	0.0	0.0	2.24	0.0	0.0	0.0	9.76	0.0	0.0	0.0	0.0	0.0	35.24	0.0	33.9	0.0	77.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.46	14.52	14.96	18.64
Oca2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.21	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.25	0.33	0.1
Olfr1420	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.1	0.11
Parp12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.89	7.28	6.96
Pcdhgb1	0.0	0.0	0.0	0.81	0.0	0.0	0.0	23.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.28	0.73	0.53	0.0	0.0	0.0	0.0	0.0	0.0	4.17	0.0	0.0	0.0	8.2	7.24	8.43
Pde1b	0.0	1.75	44.64	1.28	0.0	18.95	0.0	11.14	22.13	46.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.25	0.0	0.0	0.0	1.45	23.29	75.53	20.29	5.95	0.68	0.0	0.94	9.85	23.52	0.0	1.07	0.0	13.73	3.29	245.53	258.71	247.87
Pdk4	0.18	0.18	0.08	0.0	0.0	0.25	0.0	0.13	0.0	0.16	0.0	0.0	0.23	0.16	0.0	0.19	0.0	0.0	0.53	0.5	0.0	0.01	0.41	0.0	0.3	0.17	0.41	0.08	1.33	0.0	0.22	0.0	0.56	0.0	0.0	0.36	0.29	0.13	0.08	0.0	0.19	9.05	7.9	8.68
Pdpr	0.0	6.0	3.08	4.9	4.69	0.0	0.0	0.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	9.82	0.0	0.0	14.89	3.65	0.0	1.2	5.39	0.0	0.0	0.0	8.76	20.82	4.88	2.68	2.15	18.98	16.36	19.21
Pla2g3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	14.16	27.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.22	2.09	2.53
Pla2g4e	7.87	0.13	13.19	24.25	0.0	3.42	0.0	1.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.85	0.0	0.0	0.0	0.0	0.0	2.89	0.0	0.0	0.0	0.0	0.06	55.5	0.0	4.81	0.0	0.0	1.68	0.0	0.0	0.0	1.8	28.87	17.49	2.31	8.09	8.57	8.85
Prdm8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	1.6	0.09	6.56	0.11	0.2	0.0	0.0	0.0	0.16	0.0	0.15	0.0	0.0	0.0	0.89	28.2	33.99	26.7
Prr15	0.46	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.87	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.46	7.98	1.24	1.64	1.42
Pus7	3.82	0.0	0.09	0.47	0.61	0.21	0.12	2.43	0.23	27.34	0.41	0.72	0.24	0.24	1.86	0.0	0.9	2.37	0.46	0.91	0.14	0.47	0.0	0.25	0.47	18.39	0.22	0.17	49.36	7.76	0.11	0.14	18.79	0.12	0.82	0.98	12.6	0.82	0.23	0.36	6.69	15.45	14.66	14.87
Pvrl1	0.0	0.56	4.3	0.0	0.0	1.37	0.0	0.09	0.0	0.11	0.0	0.0	0.15	0.0	0.3	1.96	0.0	0.89	0.75	0.83	0.27	0.0	0.0	0.0	1.44	0.0	8.11	4.31	20.73	6.0	0.0	0.0	0.0	0.0	0.45	0.74	0.0	0.0	3.09	0.0	0.27	16.31	17.43	21.0
Rarg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88	0.0	0.0	0.27	8.96	10.44	8.04
Rasgrp4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.26	3.36	3.32	3.14
Rbm33	0.0	7.32	11.84	0.0	2.34	0.0	0.0	0.0	0.08	8.05	0.44	5.52	2.7	0.0	0.16	1.17	1.67	2.02	6.96	0.06	23.3	11.25	5.95	0.0	0.0	0.99	1.41	0.0	29.66	3.22	0.12	0.52	22.8	0.0	0.0	0.17	0.3	3.0	0.06	0.0	4.32	31.73	30.47	35.36
Rgs6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.88	33.36	28.93	32.52
Rimbp2	0.0	0.0	9.29	3.03	12.03	0.0	0.0	0.89	0.11	14.62	0.0	0.0	0.0	0.0	0.0	4.03	6.97	0.15	13.28	0.0	1.82	0.12	9.31	4.06	0.0	6.8	1.0	0.06	15.3	1.24	6.71	0.58	1.46	10.09	0.69	1.51	2.14	0.0	4.82	0.0	2.18	75.53	65.13	80.53
Rnf126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54	0.8	0.0	0.59	0.0	1.15	0.0	0.0	0.0	0.92	0.0	0.0	0.0	0.66	0.53	1.72	0.0	1.52	2.52	0.0	8.72	0.58	0.0	0.0	0.0	0.29	5.79	0.0	0.0	0.0	0.0	0.0	1.22	70.12	80.08	77.08
Serpinb6c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.22	0.24
Sesn1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.9	0.0	0.0	26.87	8.7	0.0	0.0	16.31	0.0	0.16	0.2	0.0	1.37	24.17	79.12	0.0	0.29	0.0	0.17	0.0	47.03	0.0	43.3	8.14	0.0	3.24	25.17	56.95	56.36	51.62
Shisa7	0.0	30.42	25.68	11.39	10.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	3.48	0.0	0.0	67.56	5.58	5.73	0.99	0.0	20.7	0.0	0.0	14.24	0.92	0.0	0.0	12.4	75.61	74.19	79.5
Shroom3	0.0	0.0	0.0	0.0	0.0	0.0	8.2	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72	0.32	1.01	0.35	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.06	0.91	1.22	1.74	1.64
Slc22a4	0.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.41	0.0	0.0	7.04	0.23	0.0	0.64	0.0	84.89	6.9	0.0	0.22	0.0	0.0	0.2	0.24	0.0	0.6	0.0	0.58	4.01	7.18	7.12	7.34
Snord55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.75	2.24	4.9
Snph	2.81	0.0	9.47	17.37	56.51	1.03	11.05	0.3	20.52	43.07	1.55	24.25	50.42	21.1	55.6	28.58	22.86	39.11	65.38	0.13	17.93	10.37	71.46	0.09	6.34	39.44	26.9	21.45	103.62	1.73	34.36	64.58	43.35	38.18	10.42	63.51	60.67	40.3	11.59	0.62	24.36	167.43	174.0	180.8
Sorbs3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	22.54	24.09	23.75
Ssbp3	33.3	7.17	29.45	15.83	11.0	16.61	0.0	0.0	15.05	0.0	16.99	5.33	0.0	0.0	4.06	9.81	10.14	1.25	34.59	0.0	13.51	33.19	0.0	5.46	23.58	17.01	30.7	8.54	76.53	33.36	13.92	0.0	12.95	26.27	35.07	17.62	1.39	25.47	23.98	20.5	105.21	89.36	86.96	88.95
Sstr4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.07	0.3	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.92	26.73	23.69	26.85
Tbcd	22.71	0.0	1.54	2.66	15.81	26.34	0.0	0.88	0.0	0.0	6.97	0.0	21.87	15.43	0.74	8.63	29.6	0.0	2.13	5.39	10.62	6.76	51.91	9.18	22.44	0.0	10.32	23.64	112.53	17.22	4.28	3.3	47.67	31.45	3.82	7.26	0.44	31.67	0.25	2.4	3.23	28.97	30.35	29.4
Tdg	0.0	0.0	0.0	1.86	2.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.08	11.07	16.73	16.91
Tigd3	0.31	0.28	0.67	0.46	0.86	1.0	0.0	0.54	1.87	1.35	0.32	0.31	0.0	0.34	0.24	0.41	0.29	0.28	0.69	0.89	0.25	2.02	1.17	0.97	1.38	0.51	0.0	0.17	82.92	0.33	1.04	1.32	0.85	0.52	0.73	0.83	1.35	0.49	2.79	0.68	4.16	3.59	4.34	3.25
Tmem150a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.08	14.04	0.0	0.0	0.0	0.0	1.23	2.91	0.0	0.0	0.0	0.0	1.4	12.94	15.8	15.01
Tmem17	0.0	0.0	0.0	0.0	27.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.81	0.0	0.0	0.0	0.0	0.0	0.0	101.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.77	8.62	8.46	10.78
Tmtc2	0.0	5.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.12	6.96	6.51	7.24
Tnfrsf1b	0.13	0.0	0.06	0.0	0.01	0.13	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.08	0.17	0.09	0.0	0.0	0.11	0.0	0.09	0.12	0.0	0.0	2.41	2.38	2.69
Treml2	0.0	0.13	0.0	0.0	0.13	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.46	0.05	0.0	0.0	0.11	0.0	0.12	0.07	0.0	0.06	3.06	0.0	0.0	0.22	0.29	0.09	0.0	0.0	0.0	0.1	0.0	0.08	0.0	0.35	0.38	0.4
Tssk4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3	0.0	0.0	0.0	13.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71	0.66	0.44
Ube2ql1	12.53	39.63	8.84	12.65	45.75	30.59	41.42	0.0	45.95	35.98	51.62	96.14	84.29	22.68	58.04	15.9	50.6	26.4	35.97	59.49	51.67	29.21	27.67	48.16	16.47	0.0	91.48	12.33	165.27	53.94	28.5	48.31	54.41	33.42	8.0	31.39	81.42	142.57	12.48	48.84	54.4	174.48	185.53	183.77
Unc5c	0.0	2.31	32.38	0.0	9.11	0.0	0.0	9.67	1.88	0.0	0.0	4.58	0.0	0.0	0.05	0.49	0.0	0.0	0.0	0.0	0.0	3.95	20.08	0.0	0.0	0.0	7.12	0.0	42.37	2.51	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.03	0.33	13.18	13.74	14.31
