	Calb2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_14	Cux2_tdTnegative_cell_2	Cux2_tdTnegative_cell_4	Cux2_tdTnegative_cell_6	Gad2_tdTpositive_cell_41	Htr3a_tdTpositive_cell_85	Nr5a1_tdTpositive_cell_51	Pvalb_tdTpositive_cell_5	Pvalb_tdTpositive_cell_69	Pvalb_tdTpositive_cell_75	PvalbD.Slc32a1_tdTpositive_cell_18	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbD.Slc32a1_tdTpositive_cell_36	PvalbF.Gad2_tdTpositive_cell_5	PvalbF.Gad2_tdTpositive_cell_30	PvalbF.Gad2_tdTpositive_cell_45	PvalbF.Gad2_tdTpositive_cell_49	PvalbF.Gad2_tdTpositive_cell_52	PvalbF.Gad2_tdTpositive_cell_53	PvalbF.Gad2_tdTpositive_cell_54	PvalbF.Gad2_tdTpositive_cell_55	PvalbF.Gad2_tdTpositive_cell_56	PvalbF.Gad2_tdTpositive_cell_58	PvalbF.Gad2_tdTpositive_cell_60	PvalbF.Gad2_tdTpositive_cell_61	PvalbF.Gad2_tdTpositive_cell_62	PvalbF.Gad2_tdTpositive_cell_63	PvalbF.Gad2_tdTpositive_cell_65	PvalbF.Gad2_tdTpositive_cell_67	PvalbF.Gad2_tdTpositive_cell_70	PvalbF.Gad2_tdTpositive_cell_71	PvalbF.Gad2_tdTpositive_cell_72	PvalbF.Gad2_tdTpositive_cell_73	PvalbF.Gad2_tdTpositive_cell_76	PvalbF.Gad2_tdTpositive_cell_77	PvalbF.Gad2_tdTpositive_cell_81	PvalbF.Gad2_tdTpositive_cell_83	Rbp4_tdTpositive_cell_51	Scnn1a.Tg3_tdTnegative_cell_12	Scnn1a.Tg3_tdTnegative_cell_22	Tac2_tdTpositive_cell_4
Prune	0.0	9.94	0.0	0.0	0.0	0.0	0.14	0.0	29.14	32.08	36.84	0.0	27.44	0.0	35.16	0.0	0.0	97.03	4.21	42.22	123.75	0.0	42.11	35.63	0.1	45.67	0.0	0.76	0.0	0.0	0.12	44.56	0.0	98.42	0.13	10.54	0.0	8.18	37.43	657.9	0.0	64.79
Psme1	420.49	55.47	0.61	92.48	62.96	0.0	15.04	0.69	0.0	90.48	49.69	21.32	0.0	111.75	259.11	77.48	58.07	273.3	114.59	121.79	243.67	104.36	27.38	103.61	52.7	0.0	63.91	101.65	0.0	17.47	0.0	38.76	21.83	267.2	100.29	66.22	0.0	9.76	104.41	0.0	0.0	118.83
Pvalb	0.0	0.28	0.0	0.0	0.0	0.0	2914.72	0.99	2144.98	1740.57	1769.21	1815.89	1408.27	1444.32	1731.8	1295.74	1142.65	1166.7	1223.54	1915.25	760.46	1555.2	1457.87	1909.51	1332.22	1806.53	1251.18	1681.17	1693.91	2567.22	1689.22	1182.99	894.38	1415.72	1388.14	1830.01	1823.48	1749.01	3516.69	0.0	0.0	256.32
Rab27a	0.39	0.14	0.0	0.0	2.19	1.55	0.81	0.74	2.43	0.84	15.64	5.23	16.18	16.12	13.5	4.02	19.19	0.38	0.0	17.17	0.48	1.12	0.07	0.32	22.13	1.55	0.48	15.88	0.54	27.54	0.0	0.46	1.64	123.0	19.21	7.64	9.37	0.41	10.01	269.55	0.0	91.13
Rbm42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.58	0.57	0.22	0.0	0.0	0.0	0.0	3.65	0.0	16.45	4.66	0.0	1.01	26.77	0.0	0.0	46.85	0.0	0.0	0.22	0.0	0.0	5.59	0.0	0.0	0.0	0.0	16.83	25.6	0.0	0.0	0.0	0.0	0.0	2.95
Rcbtb1	0.21	0.0	0.0	0.0	0.0	0.02	8.8	0.0	7.19	0.05	0.39	10.02	0.0	0.0	39.59	0.0	4.46	2.48	8.23	42.25	0.0	34.41	8.57	0.0	57.53	0.14	34.71	6.69	0.0	0.0	25.39	40.36	14.32	30.45	0.0	48.9	24.72	0.09	51.9	0.17	2.27	0.0
Reps2	0.0	0.0	0.15	0.0	0.0	0.0	25.7	0.04	49.06	35.5	69.7	26.65	30.75	37.62	62.74	37.18	76.23	84.0	55.72	12.56	71.84	7.34	55.72	56.07	87.65	47.49	54.98	81.16	22.91	77.45	28.6	76.64	26.65	65.66	124.24	56.25	55.16	24.78	98.47	0.09	0.0	38.26
Sbf2	0.0	0.0	0.0	0.0	0.0	0.0	2.56	1.35	0.0	3.13	0.0	0.1	9.8	0.04	0.73	1.26	0.0	23.29	1.39	0.0	0.0	12.11	0.91	0.77	5.27	18.46	24.65	6.41	0.05	0.59	15.1	0.0	0.0	0.28	0.28	20.62	1.75	1.7	19.01	0.19	0.0	0.17
Sirt6	0.0	0.0	4.1	0.0	0.0	0.0	7.66	4.85	9.95	6.43	94.35	34.46	31.9	33.06	24.29	64.48	46.37	23.04	32.8	49.13	70.65	41.68	3.1	23.73	28.49	35.35	75.16	51.46	42.81	31.37	81.15	41.37	7.84	128.11	36.3	10.32	28.45	37.55	23.43	0.0	0.0	60.5
Slc25a46	135.38	48.91	0.13	0.15	5.75	0.0	23.87	1.02	26.75	6.05	6.07	30.61	95.56	28.29	20.12	22.77	35.24	11.8	15.08	4.34	67.33	1.35	18.78	2.12	38.45	11.27	42.13	37.62	37.76	15.17	60.97	158.95	10.94	7.95	21.39	21.2	12.56	72.68	5.19	0.0	0.0	103.73
Smarca2	23.11	70.33	0.0	173.81	0.96	0.0	3.59	31.28	17.44	10.79	6.5	58.4	39.14	25.84	34.23	5.07	257.32	353.53	72.67	34.53	188.13	118.66	47.53	191.3	87.92	128.97	254.69	67.56	244.08	32.13	54.47	17.53	1.25	125.77	0.0	56.25	71.73	36.77	42.92	3.8	0.0	205.66
Spata9	0.0	18.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.68	16.49	0.0	28.0	1.21	0.0	0.0	0.0	0.0	0.0	0.0	36.59
Stk32c	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	1.97	1.4	53.66	0.0	0.0	0.0	0.0	0.0	0.0	9.86	0.57	0.0	51.14	0.0	0.6	0.0	1.03	0.0	1.19	0.67	0.61	1.05	0.0	50.89	0.0	0.0	0.22	0.0	1.17	0.57	0.0	0.0	0.0	0.33
Svop	0.0	39.51	0.0	0.0	0.0	0.0	0.0	0.6	16.75	40.59	42.35	10.29	6.0	0.05	29.53	0.0	97.82	60.72	0.0	1.46	44.49	5.87	0.0	0.58	0.0	30.26	0.0	0.7	0.0	0.0	45.23	0.9	1.38	0.0	0.0	8.85	6.69	1.32	0.06	0.0	0.0	68.1
Tceb3	244.47	0.0	0.0	0.0	0.0	0.22	0.0	2.32	45.6	54.4	76.72	53.56	39.14	42.03	66.67	19.91	59.53	2.36	37.42	18.37	24.74	114.74	0.0	117.25	42.53	22.69	32.79	41.78	24.98	0.0	29.86	97.59	131.79	92.46	0.0	150.08	15.02	109.56	80.39	0.0	0.08	132.13
Tfam	0.0	0.03	0.28	0.0	0.0	0.0	4.17	0.76	1.7	0.09	1.09	5.62	3.31	2.29	13.99	12.72	18.18	53.97	0.94	42.79	9.9	15.89	17.76	27.03	54.93	47.85	69.14	2.54	45.08	0.0	36.68	37.03	2.79	23.41	14.22	64.35	51.19	0.0	31.32	0.0	0.09	94.34
Tfdp2	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.03	2.12	0.35	3.52	12.63	3.15	0.0	0.18	0.0	12.15	7.25	0.0	2.93	13.16	0.0	18.85	0.16	0.05	0.0	5.2	0.0	0.0	0.5	0.0	0.0	1.73	0.0	0.75	0.16	1.92	0.0	0.0	0.0	0.0	0.25
Tln2	0.14	0.03	0.0	0.06	34.63	0.0	0.19	0.87	0.05	5.67	0.04	0.84	7.59	0.24	4.41	0.5	10.07	0.21	0.12	0.1	17.26	0.2	5.4	0.15	0.18	3.69	0.16	6.43	2.77	0.23	13.06	0.08	0.13	20.95	4.27	0.1	12.68	2.88	0.13	109.99	0.0	15.43
Tmem132b	0.04	0.0	0.0	0.0	0.0	0.12	0.0	0.27	20.98	0.0	10.87	5.75	0.14	22.77	10.98	0.0	76.57	26.27	24.75	20.34	49.49	43.47	22.59	2.86	4.02	6.06	21.05	29.32	15.03	14.52	8.12	50.44	0.05	85.3	8.26	0.02	1.01	0.0	0.0	0.0	0.0	38.54
Tmem35	0.0	0.0	0.0	0.18	0.0	0.0	7.77	0.0	111.39	51.19	60.65	130.19	143.84	1.87	50.29	112.37	152.53	58.05	44.35	137.71	295.9	70.59	0.39	1.57	78.47	79.35	58.68	47.35	62.11	150.11	0.0	147.65	51.06	149.59	78.65	111.28	89.99	52.87	258.72	0.0	0.0	298.21
Tmem38b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.04	8.99	0.0	5.8	1.14	26.93	0.0	28.82	0.19	0.0	19.85	0.0	0.0	0.0	0.0	28.53	0.0	0.0	3.99	20.88	28.02	0.0	0.0	47.5	4.58	0.39	26.32	22.29	23.63	0.0	0.0	44.39
Tyw1	0.1	0.0	0.24	0.56	0.29	0.22	0.0	0.42	0.0	62.13	0.0	0.45	0.12	0.03	0.38	0.34	0.41	36.3	0.0	0.09	41.75	0.1	0.0	3.28	0.13	0.08	1.09	5.92	0.72	3.72	0.08	88.13	0.31	0.09	0.35	25.52	0.24	0.17	0.59	0.0	0.0	47.94
Vps33a	66.42	0.06	0.0	0.0	0.0	0.0	0.0	4.87	4.16	59.24	63.58	24.87	41.86	1.47	19.14	7.03	58.37	57.44	0.77	1.74	64.32	31.73	0.0	47.44	34.07	1.76	115.41	30.61	0.0	0.0	16.52	62.54	39.27	43.9	9.1	39.66	33.44	3.75	116.51	0.0	0.0	22.61
Vps39	0.0	0.0	43.53	0.0	0.0	0.0	0.21	0.0	31.29	0.0	2.52	15.01	21.24	0.03	0.28	77.8	67.82	15.27	49.36	41.45	16.32	52.24	0.0	0.0	24.67	8.64	3.38	14.61	2.52	60.48	0.18	41.82	58.52	148.14	46.16	33.47	1.65	46.36	12.3	51.52	17.9	114.48
Xpa	0.0	3.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.12	0.0	0.0	0.0	2.06	0.0	0.0	11.09	13.45	0.0	6.5	20.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.91	0.0	0.0	8.04	10.27	4.35	3.46	0.0	0.0	0.0	0.0
Yars	0.0	0.17	0.0	0.0	0.32	0.0	0.0	17.24	90.69	166.88	167.16	83.01	102.45	97.55	20.73	125.98	159.16	84.99	52.88	116.12	184.84	53.15	46.35	98.18	12.29	27.86	139.71	2.17	83.36	125.79	48.62	119.43	72.04	140.51	100.21	113.61	49.25	1.59	88.83	0.0	0.0	152.16
Zdhhc7	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.17	0.25	16.34	0.0	0.0	0.0	28.26	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.1	0.13	0.05	0.0	0.16	0.0	0.0	0.0	49.96	0.0	0.0	0.0	0.0	37.38	0.0	0.0	15.19
Zfp280c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.24	0.0	0.0	0.0	8.3	21.59	0.0	0.37	43.41	0.0	0.27	20.93	33.27	1.58	0.0	30.02	0.0	0.0	0.0	2.44	0.49	0.0	0.0	23.58	25.04	21.39	21.53	25.6	20.79	21.85	6.76	0.0	0.0	0.0
Zfp949	0.12	86.36	0.54	0.0	0.0	0.08	0.18	1.23	0.0	0.0	0.0	0.14	0.0	0.18	22.16	34.44	4.53	49.78	0.16	3.4	56.17	19.74	0.11	19.66	25.04	3.2	1.79	2.09	3.9	0.12	24.06	3.07	0.33	83.52	0.03	0.0	0.11	0.9	14.88	2.41	32.76	51.52
mt_AK138996	4496.68	3227.14	4929.8	6384.11	11219.41	3148.45	3847.23	17721.28	1952.15	2793.67	3491.04	4541.91	3929.79	4345.0	1023.72	2136.74	5018.09	3551.12	4688.57	4232.97	3729.75	3921.85	3723.26	4846.36	4478.39	4792.69	4282.12	4717.75	4520.47	3982.85	3609.64	3813.55	4680.88	3287.67	4221.22	4784.4	4618.47	4102.41	3887.43	2739.73	6355.0	4095.15
