	Ctgf_tdTpositive_cell_3	Ctgf_tdTpositive_cell_6	Ctgf_tdTpositive_cell_7	Ctgf_tdTpositive_cell_9	Ctgf_tdTpositive_cell_10	Cux2_tdTnegative_cell_5	Cux2_tdTnegative_cell_6	Cux2_tdTnegative_cell_12	Cux2_tdTnegative_cell_15	Ndnf_tdTpositive_cell_3	Ndnf_tdTpositive_cell_5	Ndnf_tdTpositive_cell_6	Ndnf_tdTpositive_cell_10	Ndnf_tdTpositive_cell_11	Ndnf_tdTpositive_cell_20	Ndnf_tdTnegative_cell_11	Ntsr1_tdTnegative_cell_18	Ntsr1_tdTnegative_cell_28	Ntsr1_tdTnegative_cell_32	Rbp4_tdTpositive_cell_70	Rbp4_tdTpositive_cell_74	Rbp4_tdTpositive_cell_95	Rbp4_tdTpositive_cell_134	Rbp4_tdTpositive_cell_149	Rbp4_tdTpositive_cell_165	Rbp4_tdTpositive_cell_175	Rbp4_tdTpositive_cell_178	Rbp4_tdTpositive_cell_180	Rbp4_tdTpositive_cell_182	Rbp4_tdTpositive_cell_185	Rbp4_tdTnegative_cell_1	Rbp4_tdTnegative_cell_2	Rbp4_tdTnegative_cell_3	Rbp4_tdTnegative_cell_4	Rbp4_tdTnegative_cell_10	Rbp4_tdTnegative_cell_12	Rbp4_tdTnegative_cell_14	Rbp4_tdTnegative_cell_15	Rbp4_tdTnegative_cell_16	Rbp4_tdTnegative_cell_19	Rbp4_tdTnegative_cell_21	Rbp4_tdTnegative_cell_22	Rbp4_tdTnegative_cell_23	Rorb_tdTpositive_cell_19	Rorb_tdTpositive_cell_54	Scnn1a.Tg2_tdTpositive_cell_20	Scnn1a.Tg3_tdTpositive_cell_100	Scnn1a.Tg3_tdTnegative_cell_2	Scnn1a.Tg3_tdTnegative_cell_4	Scnn1a.Tg3_tdTnegative_cell_6	Scnn1a.Tg3_tdTnegative_cell_8	Scnn1a.Tg3_tdTnegative_cell_10	Scnn1a.Tg3_tdTnegative_cell_12	Scnn1a.Tg3_tdTnegative_cell_15	Scnn1a.Tg3_tdTnegative_cell_16	Scnn1a.Tg3_tdTnegative_cell_19	Scnn1a.Tg3_tdTnegative_cell_21	Scnn1a.Tg3_tdTnegative_cell_23	Scnn1a.Tg3_tdTnegative_cell_24	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Dbndd1	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.63	0.0	0.0	0.0	3.93	0.0	5.54	0.0	1.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.43	21.96	21.94	24.5
Dhfr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.19	0.0	0.0	5.54	0.0	0.0	0.21	0.0	0.0	0.09	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.06	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	3.18	1.96	2.17	2.12
Dhx16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.18	0.0	0.0	0.0	0.6	0.0	20.88	0.25	0.0	6.47	0.0	0.49	0.0	0.34	0.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.8	0.79	0.0	0.0	0.0	0.0	1.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.65	19.51	21.69	20.11
Dnalc1	0.0	0.0	0.41	0.09	0.64	0.08	0.08	0.0	0.17	0.09	0.0	0.15	0.27	0.1	0.0	0.18	0.22	0.14	0.21	24.89	0.39	9.85	1.98	1.05	10.25	2.27	11.93	1.92	16.32	1.24	0.0	0.0	0.22	0.0	0.27	0.05	0.61	0.22	0.12	0.8	0.0	0.65	1.18	12.15	0.44	10.96	12.06	0.14	0.27	0.02	0.0	0.08	0.14	0.0	0.31	0.0	0.71	0.28	0.0	11.16	67.35	64.52	65.11
Dnmbp	0.0	0.0	0.0	0.0	8.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	92.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85	6.09	5.8	7.07
Dnmt3b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.68	0.55
Dopey1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.83	14.77	2.32	0.0	1.2	6.5	331.79	3.54	19.86	9.25	0.0	0.05	44.87	0.14	0.0	0.0	0.0	0.07	0.0	0.0	0.0	19.84	0.0	0.0	20.88	18.88	0.46	6.27	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.27	6.09	20.62	18.0	19.29
Dpp7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	106.08	56.08	75.96	60.45	30.62	0.0	14.29	5.91	85.89	169.41	297.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.08	0.0	0.0	0.0	0.0	26.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.37	22.32	23.73	23.8
Dub1	3.53	0.93	4.49	2.96	1.79	6.38	7.11	10.03	9.81	4.65	4.91	5.74	3.9	4.36	0.0	5.41	2.52	7.55	5.43	10.92	10.68	10.83	9.66	6.39	7.19	55.63	16.84	12.04	7.87	6.26	6.06	10.41	2.15	0.22	5.38	5.91	3.27	0.73	5.83	12.25	10.42	5.8	24.89	11.33	18.74	16.04	32.79	2.41	3.09	6.49	4.78	1.37	8.2	2.69	1.64	3.64	3.82	9.34	0.5	5.34	1.26	1.0	1.55
Eml5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	12.62	31.58	27.12	16.24	16.23	24.58	449.72	7.27	29.78	32.43	40.44	0.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.07	0.0	0.0	1.07	1.28	0.41	5.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.62	0.0	17.7	32.58	26.15	37.17
Emx2os	0.31	0.0	2.05	0.62	0.09	0.0	0.56	0.18	0.07	0.23	0.08	0.17	0.48	0.75	0.0	0.17	0.0	0.21	0.0	0.78	0.8	0.66	0.66	0.27	1.08	2.89	0.47	0.78	3.43	0.27	0.05	0.35	0.51	0.0	0.48	0.0	0.13	0.78	0.21	0.52	1.12	0.45	1.63	0.66	0.58	1.25	2.22	0.0	1.55	0.1	1.01	0.23	0.0	0.39	1.04	0.28	0.68	0.16	0.0	0.09	2.09	1.82	2.23
Erc1	0.0	1.27	7.26	0.23	0.4	4.21	1.44	0.89	1.17	0.45	0.23	1.59	0.0	10.33	0.0	0.42	1.03	0.3	0.68	2.87	6.73	8.11	35.55	3.0	5.72	229.18	5.7	14.45	18.6	3.82	4.57	5.97	1.36	30.41	3.9	1.05	2.94	0.0	1.36	5.09	1.01	16.41	3.06	14.41	57.95	5.93	11.28	0.44	1.24	0.85	2.49	0.0	2.75	1.03	1.81	0.18	3.22	0.63	2.27	6.54	22.95	20.68	22.78
F2rl3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.85	0.64
Fabp12	0.0	0.0	0.0	0.0	0.0	0.0	3.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.71	0.34	0.23	0.0	9.2	0.26	0.0	0.12	0.0	0.0	5.25	1.7	4.14	0.0	0.0	0.77	0.0	0.14	0.0	2.35	1.21	1.89	0.28	0.0	0.0	0.0	0.0	0.0	0.0	4.49	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.5	0.0	0.15	0.12	0.05
Fam26d	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.52	0.09	0.0	0.27	0.12	0.27	0.0	0.0	0.07	2.4	0.6	0.3	0.07	0.16	0.06	0.65	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.38	0.29	0.34	0.51	1.89	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.35	0.0	0.04	0.08	0.08
Fgfrl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.6	15.48	16.45
Fhl4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	429.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.63	0.94	0.88
Fmn2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.84	4.33	0.0	0.0	0.9	2.26	0.0	31.69	0.0	20.44	17.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.93	181.06	37.64	2.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.53	37.67	34.6	37.41
Foxb1	0.0	0.25	0.0	0.35	0.0	0.15	0.0	0.16	0.0	0.1	0.0	0.0	0.14	0.26	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	1.26	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.11	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
G630071F17	0.0	0.0	1.28	4.45	0.1	0.0	1.75	1.03	0.29	0.16	0.4	0.0	7.66	0.0	0.0	0.41	0.21	0.0	0.94	0.7	1.23	1.54	1.09	0.89	0.42	5.35	0.76	0.38	0.83	0.38	0.15	0.0	0.13	0.0	0.74	0.0	0.76	0.0	0.0	0.0	0.06	0.45	0.75	0.58	0.46	0.99	3.92	0.2	0.88	0.52	0.0	0.17	0.0	0.0	0.0	0.0	0.2	0.0	0.38	0.56	0.03	0.0	0.0
Gar1	0.0	22.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.62	0.0	10.92	0.0	1.25	0.0	0.0	10.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.68	16.55	17.61	15.63
Gcm1	0.17	0.16	0.58	0.0	0.0	0.0	1.17	3.64	0.0	0.91	0.0	4.65	0.9	0.0	0.0	0.0	1.79	0.0	0.58	4.59	3.19	0.58	1.94	0.91	1.06	7.4	3.59	3.85	2.59	2.43	0.0	0.0	0.51	2.27	0.0	0.66	1.8	0.0	0.0	0.0	2.73	1.66	1.22	1.98	7.44	5.33	4.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.58	0.0	0.31	0.0	0.0	0.4	0.19	0.22	0.25
Gm13306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	0.34	0.26	54.72	30.68	0.23	21.3	2.83	40.26	110.35	0.49	118.2	93.01	75.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	150.8	0.11	49.16	14.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.98	30.63	28.29	22.96
Gm14430	0.0	0.0	0.0	0.0	0.0	0.07	1.53	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.06	0.0	0.0	4.76	8.15	0.0	0.0	23.63	6.69	57.22	18.78	0.2	1.12	0.0	0.0	0.0	0.04	61.94	0.0	0.03	0.28	0.0	0.12	0.0	0.0	0.0	0.0	13.33	0.0	13.93	11.54	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.41	0.0	84.73	0.0	0.0	4.22	7.67	5.07	7.49
Gm14434	0.0	0.0	0.0	0.0	0.0	0.07	1.53	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.06	0.0	0.0	4.76	8.15	0.0	0.0	23.63	6.69	57.22	18.78	0.2	1.12	0.0	0.0	0.0	0.04	61.94	0.0	0.03	0.28	0.0	0.12	0.0	0.0	0.0	0.0	13.33	0.0	13.93	11.54	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.41	0.0	84.73	0.0	0.0	4.22	7.67	5.07	7.49
Gm2506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	0.34	0.26	54.72	30.68	0.23	21.3	2.83	40.26	110.35	0.49	118.2	93.01	75.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	150.8	0.11	49.16	14.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.98	30.63	28.29	22.96
Gm4724	0.0	0.0	0.0	0.0	0.0	0.07	1.53	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.06	0.0	0.0	4.76	8.15	0.0	0.0	23.63	6.69	57.22	18.78	0.2	1.12	0.0	0.0	0.0	0.04	61.94	0.0	0.03	0.28	0.0	0.12	0.0	0.0	0.0	0.0	13.33	0.0	13.93	11.54	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.41	0.0	84.73	0.0	0.0	4.22	7.67	5.07	7.49
Gm872	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.21	372.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64	1.13	0.85	1.12
Gsdmc2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0
Gucy2c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	455.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.29	0.13
Hist1h3f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	101.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.02	0.0	0.0	0.0	0.14	0.14	0.14
Hnrnpl	64.85	89.88	237.26	311.63	47.45	37.52	55.35	89.02	22.95	146.43	26.6	94.71	233.07	10.18	165.58	90.92	25.33	51.29	47.07	125.19	96.85	85.72	62.45	73.34	97.59	57.26	105.61	150.49	49.44	76.46	47.89	13.67	89.71	44.09	41.35	22.15	107.41	15.45	1.81	84.29	43.5	98.98	33.29	183.14	48.83	168.86	91.99	24.37	5.4	28.29	0.0	22.09	49.94	22.15	49.73	83.41	70.54	11.26	43.87	73.98	164.26	169.32	160.95
Idi2	0.0	0.15	0.0	0.0	0.22	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.27	0.0	0.9	0.0	0.0	0.0	0.0	0.0	4.04	1.25	0.0	0.35	209.06	1.03	0.12	1.42	0.0	0.11	0.31	1.23	0.0	0.54	0.0	0.0	0.0	0.79	0.19	0.0	0.87	0.42	0.09	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.83	0.0	0.0	0.0	0.55	0.0	0.0	0.0	0.13	0.27	0.37
Impg2	0.06	0.09	1.94	0.81	0.0	0.0	0.61	0.0	0.0	0.0	1.55	1.02	0.0	0.0	0.0	0.0	0.11	0.0	0.84	0.1	0.27	0.4	0.88	0.39	0.82	4.23	12.4	0.92	0.84	0.35	0.53	0.0	0.33	0.37	0.87	0.06	0.26	0.62	0.47	1.26	0.09	0.43	0.74	0.56	1.27	0.89	2.04	0.07	0.0	0.08	0.73	0.09	0.07	0.0	0.0	0.06	0.26	0.23	0.0	0.25	0.72	0.4	0.75
Isoc2b	0.0	0.0	0.0	0.0	0.0	0.0	3.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.22	0.0	0.0	9.81	0.0	134.23	0.0	1.28	32.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.63	25.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.97	11.84	9.61	13.0
Kalrn	0.0	0.06	0.22	1.36	0.0	0.19	0.21	20.41	0.7	0.07	0.24	0.65	0.2	0.21	0.0	0.74	1.61	1.47	0.58	34.42	69.74	25.35	31.47	35.82	23.62	169.6	107.48	11.67	11.14	39.04	0.36	0.72	1.05	1.05	1.35	0.3	2.82	0.09	0.37	1.51	0.68	2.65	1.75	15.51	0.97	129.08	44.86	0.14	1.12	0.52	0.11	0.47	0.64	0.08	0.41	0.29	0.74	0.0	0.25	18.98	250.25	239.88	249.16
Kcnj1	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.14	0.02	0.0	3.61	0.0	0.31	0.01	0.11	0.0	0.0	0.1	0.0	0.39	0.45	0.0	0.0	0.0	0.0	0.0	0.14	1.5	0.0	0.07	0.0	0.08	0.0	0.0	0.0	0.67	0.0	0.0	0.14	0.0	0.27	0.0	0.0	0.18	0.0	0.03	0.09	0.11
Kcnj6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	3.82	11.8	5.63	1.04	0.44	14.9	427.2	0.0	77.78	6.68	0.11	0.0	0.0	0.0	0.44	0.0	0.0	0.19	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	38.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.22	35.49	28.94	38.3
Klk14	0.0	0.0	4.85	0.42	0.43	0.23	1.8	0.0	0.07	1.45	2.9	1.83	31.68	0.0	0.0	1.01	2.29	0.0	2.04	6.45	2.09	2.42	0.0	3.1	2.69	6.41	6.05	8.06	3.49	1.81	0.0	0.0	0.48	0.32	0.65	0.2	0.62	0.0	0.0	3.49	0.0	2.34	2.99	5.7	0.87	2.58	11.66	0.0	0.0	0.0	0.0	1.21	0.0	0.0	2.93	0.34	0.0	0.65	1.83	1.17	0.08	0.0	0.0
Leprel2	9.97	1.01	0.07	7.25	1.77	0.65	2.15	0.51	0.0	1.61	6.4	9.81	2.17	1.03	5.39	0.13	2.02	8.27	1.08	3.81	3.78	1.45	6.33	2.17	5.3	30.93	128.34	11.12	6.58	14.12	15.72	2.59	9.85	0.7	3.52	1.86	5.66	7.04	3.19	1.29	1.2	3.75	11.34	2.2	3.33	20.34	26.17	3.52	2.42	2.81	6.22	3.28	5.57	0.31	2.4	2.54	21.61	2.41	4.14	3.86	19.22	20.26	19.87
Lilra6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.1	0.0
Lmnb1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.0	0.0	0.0	3.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	7.04	8.86	8.66
Mapkbp1	0.72	0.0	0.5	0.3	0.13	0.06	1.05	0.11	0.0	0.0	0.0	0.34	0.34	0.0	0.0	0.0	3.38	0.76	0.3	7.17	0.35	0.11	0.75	5.11	2.43	116.04	0.33	1.13	0.67	6.29	0.03	0.13	0.43	0.06	0.39	0.0	0.18	0.0	0.05	0.18	0.09	0.53	0.27	0.15	0.43	55.84	0.91	0.22	0.0	0.73	0.36	0.07	0.38	0.18	0.0	0.14	0.0	0.1	0.18	3.06	28.61	27.57	30.3
Mbd3l2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.78	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.59	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.09	0.0
Mical2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	37.02	69.58	41.91	35.6	63.24	46.86	312.92	110.56	51.24	109.51	36.8	0.0	0.0	0.09	0.0	0.0	0.0	0.17	0.0	0.09	0.0	0.03	0.0	0.0	42.9	0.14	174.54	46.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.97	226.64	202.81	243.34
Mir1196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.47	0.0	0.0	0.0	0.0	0.0	21.59	0.0	0.0	0.0	25.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir1949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	226.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.04
Mir27a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.01
Mir297a-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	171.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
