	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_28	Chrna2_tdTpositive_cell_30	Chrna2_tdTpositive_cell_47	Chrna2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_57	Cux2_tdTpositive_cell_98	Cux2_tdTnegative_cell_4	Gad2_tdTpositive_cell_8	Gad2_tdTpositive_cell_26	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_83	Htr3a_tdTpositive_cell_91	Ndnf_tdTpositive_cell_4	Ndnf_tdTpositive_cell_12	Ndnf_tdTpositive_cell_20	Ndnf_tdTpositive_cell_21	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_29	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_52	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_68	PvalbF.Gad2_tdTpositive_cell_31	Rbp4_tdTpositive_cell_165	Rbp4_tdTnegative_cell_10	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_8	Sst_tdTpositive_cell_23	Sst_tdTpositive_cell_28	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_39	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_72	Sst_tdTpositive_cell_92	Sst_tdTpositive_cell_96	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Nnt	0.0	0.0	51.27	29.01	0.0	0.0	0.31	86.23	0.0	0.25	40.5	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.03	17.83	0.0	0.34	0.17	8.02	0.0	0.0	27.89	0.0	0.74	0.0	0.0	0.33	0.08	0.0	38.37	13.18	4.68	0.0	0.0	47.32	0.1	2.1	19.56	0.0	0.0	0.0	0.0	1.85	6.76	13.06	13.3	12.35
Nsmce4a	3.36	0.0	0.0	0.3	0.0	69.19	0.0	122.17	0.0	0.0	56.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.63	0.0	0.0	60.15	38.4	38.41	11.0	0.0	52.6	85.12	0.0	0.0	0.0	0.0	0.0	3.35	16.67	11.89	2.39	0.0	0.0	30.59	0.0	0.08	3.7	7.59	0.0	39.66	0.0	0.0	7.9	35.23	41.45	34.79
Nudcd1	0.88	48.0	0.14	78.85	0.52	8.65	0.0	169.71	0.0	0.35	0.64	32.74	0.0	18.93	0.0	0.0	0.0	0.0	0.36	0.12	8.8	34.41	31.84	0.0	4.82	3.19	0.0	60.14	2.95	0.0	39.69	76.08	1.5	1.14	51.99	4.65	8.28	0.0	2.57	0.9	0.0	49.48	95.7	0.0	3.14	63.14	5.66	0.13	25.18	11.65	11.87	11.78
Odz4	0.34	0.0	0.0	1.27	0.23	10.62	0.0	14.3	0.0	7.46	18.29	0.0	0.0	19.93	0.0	0.0	0.0	0.0	10.13	0.02	12.05	6.04	5.36	5.64	14.32	2.32	8.93	5.46	10.67	2.23	0.08	15.99	0.0	1.73	1.65	3.63	6.57	0.0	15.97	14.06	10.63	0.69	9.41	0.35	2.24	0.0	3.8	0.0	1.32	30.76	27.31	33.46
Olfr287	0.44	0.42	0.41	0.24	0.34	0.0	0.19	1.95	0.22	0.18	0.33	0.0	0.23	0.38	0.23	0.44	0.0	0.26	0.13	0.17	0.0	0.23	0.0	0.0	0.0	0.14	0.0	0.17	0.0	0.0	0.49	0.0	0.0	0.09	0.13	0.25	0.12	0.0	0.12	0.0	0.0	0.42	0.03	0.1	0.0	0.18	0.28	0.5	0.11	6.35	6.09	5.57
Pcyt1b	2.0	0.0	31.29	1.04	34.72	11.88	0.0	160.4	0.0	32.74	36.59	0.0	0.0	9.13	0.0	0.0	0.0	0.0	0.0	9.77	0.0	0.0	15.88	0.09	16.18	0.0	0.0	24.51	0.88	0.0	10.39	12.68	0.0	0.0	0.24	1.52	1.79	0.0	0.0	0.0	23.81	0.0	11.81	0.0	0.0	0.0	7.58	22.69	9.1	29.61	28.65	27.62
Pdk3	40.19	0.0	0.0	0.0	0.0	28.99	0.0	253.0	0.0	173.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.04	0.22	27.51	0.13	3.24	0.33	0.0	0.0	45.1	54.19	64.53	0.0	0.0	0.22	17.22	0.0	0.0	110.15	0.0	0.0	0.0	8.35	0.0	0.0	0.0	0.0	8.75	38.63	36.34	39.56
Pex11b	0.0	129.19	384.47	23.67	7.67	230.63	299.87	557.38	564.38	85.27	77.24	1.24	6.57	88.85	0.0	0.16	0.0	0.0	55.56	93.91	41.64	61.36	73.6	0.0	50.21	2.48	1.46	0.0	48.86	0.0	0.0	107.57	6.87	85.3	90.97	55.3	109.35	0.0	19.94	178.96	41.96	26.82	54.59	537.88	0.0	296.25	83.83	3.06	127.37	51.11	56.16	56.02
Ppfia3	2.89	0.0	0.0	0.09	0.0	0.22	0.0	30.92	0.0	0.0	0.17	5.22	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.44	2.53	0.08	0.18	0.48	0.34	2.28	0.0	0.0	0.0	12.95	0.96	2.68	0.06	2.4	0.0	0.63	0.9	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.22	0.0	0.0	0.0	1.7	109.04	115.42	111.21
Prkaa1	0.0	11.16	28.13	0.0	0.0	0.06	44.89	76.12	0.0	0.57	12.08	0.0	0.0	11.99	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.52	1.03	0.0	0.66	0.05	12.95	0.0	0.0	0.0	40.89	19.72	0.06	17.47	0.25	4.78	9.54	0.0	0.0	37.73	4.1	39.12	1.52	1.94	0.11	0.0	4.96	32.33	5.1	20.04	19.78	18.73
Pxdn	0.0	45.96	0.0	0.0	0.0	0.02	0.0	63.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	1.85	0.0	10.77	0.0	0.13	0.0	0.0	0.0	0.0	0.0	2.32	0.0	0.0	0.0	0.0	1.64	9.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.25	38.49	35.82	40.82
Rap1gds1	141.29	6.52	77.93	39.2	93.58	40.77	74.25	172.16	0.0	161.2	224.72	0.28	33.1	70.8	0.0	0.0	0.0	0.0	72.14	9.62	79.76	99.78	174.83	51.44	73.47	87.65	48.01	8.02	33.12	1.03	64.52	34.07	59.64	103.07	51.99	78.93	82.22	0.0	91.75	140.02	0.0	94.1	123.55	78.08	140.71	0.0	42.38	13.26	252.04	284.57	290.45	264.54
Rasal2	0.18	0.0	43.3	0.09	2.34	3.23	0.0	34.8	0.0	18.66	1.19	0.0	0.2	0.07	3.21	0.0	0.0	0.05	0.0	0.17	12.85	2.96	0.74	0.26	0.06	0.44	1.89	0.0	8.04	0.0	0.0	0.0	0.02	0.01	11.43	5.08	7.14	0.9	8.36	19.74	0.0	4.53	15.94	35.26	0.06	0.18	1.51	0.0	7.42	34.89	33.03	35.51
Rsph6a	13.18	0.0	0.0	0.0	0.0	0.0	0.0	38.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.12	0.26
Scyl1	0.0	0.0	3.32	9.89	0.0	8.29	0.0	276.04	0.0	31.02	8.56	0.0	0.0	22.71	0.0	0.0	0.0	0.0	0.0	31.39	1.76	15.98	0.46	41.59	0.32	43.0	0.0	0.73	2.18	38.88	42.61	1.66	0.0	0.06	0.88	16.67	20.03	0.0	0.0	7.81	6.92	12.19	0.0	5.74	2.04	0.18	5.13	0.0	4.48	50.92	58.19	53.44
Sec63	7.17	0.04	44.13	0.0	1.51	2.71	0.0	49.24	0.0	0.0	12.59	1.13	0.0	0.33	33.12	0.03	0.0	0.0	20.36	33.56	0.05	0.0	8.51	9.56	25.35	0.0	10.97	0.0	0.0	0.07	4.09	0.12	0.0	19.43	1.52	22.97	10.98	0.0	26.13	0.0	0.0	26.09	0.43	1.81	0.0	1.82	0.08	0.0	13.89	40.39	35.34	39.94
Sfrp2	0.0	0.0	0.0	0.0	0.0	0.61	0.0	90.62	0.0	0.0	0.21	58.6	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	7.96	4.26	0.0	0.14	0.0	0.0	0.0	2.3	0.0	0.0	0.0	0.0	0.0	1.64	0.0	0.0	0.0	1.15	30.45	3.23	0.0	11.28	23.15	29.8	1.4	0.0	83.79	0.87	1.44	2.1	1.79
Sh2d7	3.17	0.0	0.0	1.39	0.0	0.0	0.0	8.49	0.0	4.17	4.49	0.0	1.61	0.0	0.0	0.0	0.0	0.0	0.76	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.74	0.0	1.6	0.08	1.12	0.66	0.0	3.86	0.0	0.12	0.98	0.0	0.0	0.0	0.0	1.01	0.0	0.5	1.0	0.84	0.74
Slc2a4rg-ps	23.51	0.0	37.34	0.0	35.2	0.0	0.0	122.56	0.0	0.0	40.87	0.0	15.21	1.93	0.0	0.0	0.0	0.0	0.0	19.02	0.0	42.1	0.2	30.59	1.22	30.99	0.1	25.5	63.95	0.0	5.57	0.0	25.79	12.4	0.0	60.51	24.5	0.0	58.34	39.5	51.47	44.28	0.0	0.0	0.0	58.47	0.0	0.15	23.91	7.64	8.67	7.7
Spire1	0.53	1.15	5.36	1.51	1.08	17.45	0.0	97.24	0.0	5.11	78.54	12.1	1.23	3.68	0.0	0.0	0.0	0.0	0.02	3.51	1.48	25.2	1.25	29.83	6.64	0.0	39.99	33.1	24.75	1.98	0.0	0.06	1.93	4.11	12.02	44.35	30.18	0.0	2.18	21.37	4.68	16.96	0.62	0.45	0.0	59.75	14.65	0.0	22.41	93.54	91.17	91.85
Spty2d1	0.07	0.0	0.0	0.0	0.0	0.0	0.0	88.5	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	68.24	0.97	1.92	0.47	1.46	6.97	0.0	22.48	0.0	0.0	0.0	0.95	0.0	0.0	1.33	0.0	31.23	0.0	0.5	0.69	0.0	0.93	41.25	0.0	1.6	30.8	61.28	1.94	1.75	0.88	0.75	6.78	13.97	12.3	10.09
Sst	110572.87	47293.26	27080.23	31942.05	34440.97	92299.24	39954.99	32059.53	0.0	28510.84	0.0	41248.39	79456.04	80147.45	0.0	0.0	0.0	0.0	39090.22	56866.87	51085.86	53884.47	50199.22	49702.56	51551.12	68952.67	41941.87	63593.53	54941.04	65451.11	54018.45	54281.29	59257.22	56460.73	63808.17	26.27	0.0	2.17	40924.0	33804.89	40020.56	28051.12	78404.02	40301.33	70180.73	27831.0	60686.4	43001.18	0.0	558.6	588.98	558.0
Tecpr1	0.87	5.54	0.0	0.2	33.02	0.0	0.0	50.92	0.0	0.49	0.0	0.0	0.0	6.47	0.0	0.0	0.0	1.23	1.22	0.0	10.79	0.39	0.22	3.54	0.4	1.54	1.46	0.0	0.8	0.0	0.0	0.0	3.59	0.34	0.0	1.15	3.72	0.0	0.08	12.78	20.2	12.45	1.74	0.0	0.0	1.98	0.67	0.0	5.22	59.71	59.83	62.65
Thop1	0.0	0.0	0.0	0.0	0.0	0.99	0.0	71.23	0.0	28.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	3.92	7.32	0.0	32.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.21	36.1	39.69	37.66
Tmem30a	67.85	33.0	96.64	75.38	7.99	39.5	37.54	340.61	0.09	179.37	195.15	71.51	20.39	74.32	0.12	0.0	0.0	0.0	46.24	107.27	47.51	62.4	74.07	47.68	31.5	104.14	100.35	34.36	60.14	71.65	77.32	198.84	123.87	64.42	109.14	83.18	151.36	0.0	29.56	240.04	67.69	92.74	179.98	113.04	128.08	1.63	161.15	58.18	74.16	311.87	297.75	306.82
Tradd	0.81	0.0	0.0	0.0	0.0	0.0	0.0	70.04	0.0	0.0	3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.02	8.02	8.98	8.2
Trim2	46.39	38.61	11.83	16.38	42.82	15.76	0.0	104.0	0.0	36.62	62.76	4.89	6.83	107.58	0.0	0.0	1.3	0.0	34.7	20.54	68.71	76.32	16.81	22.99	53.36	63.43	56.11	36.09	45.79	51.99	39.57	32.13	21.69	32.77	61.54	40.53	17.31	0.0	47.47	83.52	53.83	45.81	92.22	84.89	72.8	72.01	62.57	23.91	30.49	107.53	98.64	106.4
Tspan2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	139.76	0.0	1.01	0.0	0.0	0.0	10.16	0.0	0.0	0.0	0.0	0.0	36.75	0.0	31.55	40.75	31.13	47.34	65.24	34.56	0.08	5.74	46.54	0.14	33.18	34.55	39.43	58.8	114.23	2.02	0.0	0.0	0.0	1.81	0.03	35.52	36.43	0.0	74.43	0.11	0.0	33.84	89.2	86.44	99.13
Ttc30a1	0.0	0.0	0.0	0.0	2.78	0.0	0.0	97.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.03	62.93	3.05	0.0	44.6	0.0	0.0	0.16	0.0	6.2	5.12	5.9	4.92
Ubqln4	38.85	5.36	0.0	0.13	1.81	0.0	0.0	155.69	0.0	44.45	75.6	0.0	59.54	51.72	0.0	0.0	0.0	0.14	25.9	0.0	48.4	0.0	19.43	2.86	25.18	0.0	7.51	41.64	0.0	0.0	0.0	13.81	47.84	14.76	22.01	14.44	15.76	0.0	0.0	60.23	17.55	19.05	0.0	71.06	0.0	0.0	0.28	22.89	9.54	106.26	110.47	109.06
Ubxn4	58.46	21.13	74.8	0.51	3.31	7.86	1.01	107.04	0.0	39.75	49.73	35.54	10.1	0.24	0.13	0.06	0.0	0.34	51.68	42.7	42.13	43.32	0.99	35.12	19.29	11.43	17.89	0.65	41.61	7.0	7.05	12.24	10.35	27.9	3.87	31.32	16.48	0.96	71.06	82.21	54.08	0.57	21.48	33.06	37.09	48.6	42.09	2.66	13.33	41.41	39.08	39.42
Usp12	0.76	6.09	39.47	15.5	0.0	0.32	40.17	46.54	0.0	0.0	0.05	0.0	0.0	0.0	13.05	0.0	31.38	0.0	0.0	0.0	8.06	34.7	13.1	0.0	4.25	6.33	0.0	3.67	0.0	21.26	6.97	5.43	0.0	0.0	12.34	0.1	6.25	0.0	0.0	0.0	0.0	0.05	0.21	0.0	0.12	0.0	0.0	0.0	4.11	48.88	50.75	47.0
Wdr11	0.0	0.0	0.0	0.0	50.44	0.0	0.0	86.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.19	0.0	0.0	19.45	0.0	61.67	4.59	0.0	0.0	33.53	0.43	22.04	0.0	0.0	0.09	0.0	0.0	0.0	0.07	30.91	10.08	10.5	0.0	0.04	0.0	0.07	18.15	17.25	0.23	8.91	0.0	0.1	0.1	3.71	35.59	34.95	35.38
Zdhhc3	0.46	0.25	0.96	1.34	2.59	0.04	1.01	36.44	0.0	0.96	0.93	0.0	0.11	0.17	0.07	0.0	0.0	0.0	0.31	6.46	1.44	2.94	0.26	13.98	0.06	3.2	0.03	16.03	0.13	13.57	1.5	0.91	7.45	4.58	0.72	4.6	2.63	0.0	0.14	1.48	0.24	0.2	17.34	0.46	0.78	1.76	0.75	0.32	4.87	24.69	26.51	25.39
Zfand2a	0.0	0.18	0.16	19.47	0.2	0.1	0.12	105.56	0.0	0.31	0.3	0.0	0.0	0.0	0.0	273.28	0.0	0.0	6.73	16.09	0.1	13.81	6.86	0.0	0.09	23.89	0.14	0.0	40.97	0.0	0.76	0.37	1.07	0.15	1.02	1.69	2.26	0.39	0.06	10.31	0.11	6.3	1.83	0.73	0.13	30.19	1.35	0.0	13.61	50.77	49.52	45.23
Zfp235	0.0	0.0	101.41	0.0	42.37	34.68	0.0	157.28	0.0	92.15	0.0	0.0	0.0	7.19	0.0	0.0	0.0	0.0	0.19	0.76	2.95	47.28	0.0	8.63	0.0	0.0	0.0	2.53	4.21	24.8	0.08	0.0	29.83	2.4	0.0	36.82	12.4	0.0	27.85	38.69	64.82	0.0	3.25	68.89	47.19	5.22	63.06	0.13	20.01	12.37	11.85	11.15
Zfp292	3.6	0.0	0.0	16.24	0.12	0.0	0.0	43.17	0.0	0.0	7.49	0.29	0.9	2.11	0.0	0.0	0.0	0.0	0.0	0.55	0.06	2.6	2.7	0.0	0.53	1.28	17.17	3.72	0.0	28.26	9.54	0.03	13.69	6.47	0.0	6.0	15.85	0.0	2.39	9.57	7.0	4.99	5.9	2.43	0.0	13.4	9.75	16.33	6.48	11.56	8.79	11.23
Zfp78	0.0	0.08	0.11	0.09	0.0	6.29	0.0	72.8	0.0	0.0	0.05	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.11	0.0	29.5	0.0	21.95	0.0	0.07	0.11	0.0	0.07	0.0	0.04	0.06	0.14	0.0	0.05	4.94	0.64	0.06	0.0	0.08	0.09	0.15	0.0	0.0	0.0	0.0	48.34	0.0	0.0	4.18	1.29	1.92	1.79
Zfp830	0.51	103.0	24.8	0.67	0.33	0.32	0.64	162.24	0.0	0.2	0.58	1.44	0.52	38.35	0.66	0.21	0.0	0.9	0.51	0.17	0.77	10.31	0.18	0.54	0.56	0.13	0.32	0.47	0.08	0.0	25.88	0.6	0.5	14.11	0.57	0.38	13.83	0.0	0.17	47.27	31.02	0.18	0.25	0.45	1.33	0.65	18.04	0.0	11.81	9.6	8.15	8.84
Zyg11b	24.28	11.52	34.28	3.22	29.4	31.07	0.97	127.79	0.95	61.25	41.23	7.87	15.96	21.0	4.14	1.59	0.0	2.27	21.01	20.01	11.24	22.55	13.4	11.8	24.55	5.18	9.96	8.53	3.0	18.04	3.19	29.08	1.4	4.04	12.47	8.71	17.66	3.77	40.37	9.13	2.53	28.74	1.19	9.69	20.59	19.42	52.11	1.08	17.68	75.5	71.7	74.11
