	Calb2_tdTpositive_cell_11	Chrna2_tdTpositive_cell_5	Chrna2_tdTpositive_cell_11	Chrna2_tdTpositive_cell_65	Gad2_tdTpositive_cell_58	Gad2_tdTpositive_cell_71	Nkx2.1_tdTpositive_cell_5	Nkx2.1_tdTpositive_cell_16	Pvalb_tdTpositive_cell_10	Pvalb_tdTpositive_cell_11	Pvalb_tdTpositive_cell_15	Pvalb_tdTpositive_cell_19	Pvalb_tdTpositive_cell_36	Pvalb_tdTpositive_cell_38	Pvalb_tdTpositive_cell_50	Pvalb_tdTpositive_cell_53	Pvalb_tdTpositive_cell_54	Pvalb_tdTpositive_cell_59	Pvalb_tdTpositive_cell_62	PvalbD.Slc32a1_tdTpositive_cell_10	PvalbD.Slc32a1_tdTpositive_cell_11	PvalbD.Slc32a1_tdTpositive_cell_12	PvalbD.Slc32a1_tdTpositive_cell_14	PvalbD.Slc32a1_tdTpositive_cell_22	PvalbD.Slc32a1_tdTpositive_cell_24	PvalbD.Slc32a1_tdTpositive_cell_25	PvalbD.Slc32a1_tdTpositive_cell_36	PvalbD.Slc32a1_tdTpositive_cell_42	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_100	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Gm15645	45.76	62.27	33.57	58.8	26.59	49.83	76.89	5.28	188.63	54.35	96.68	66.47	54.95	66.05	129.74	126.34	72.97	50.8	38.71	28.74	50.49	19.34	46.44	33.11	41.13	32.48	152.9	15.18	114.58	84.57	79.98	89.47	3.3	1.6	3.97
Gm3286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.87	0.0	2.39	0.0	0.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.49	0.0	0.32	0.0	0.26	0.0	0.02	0.41	0.15	0.06	0.0
Gm684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7	0.56	1.35	1.79	1.97
Gm8989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0
Gm9079	82.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.78	5.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.98	1.87	2.14	2.32
Gmds	0.34	0.0	0.0	0.0	0.0	100.82	0.0	0.0	113.26	0.0	0.0	2.32	0.0	15.94	44.81	2.66	0.0	0.0	3.36	0.0	0.0	0.0	26.95	1.57	170.44	0.0	86.18	0.0	5.41	0.0	2.41	4.64	9.32	11.7	10.3
Gpnmb	12.84	0.0	46.91	0.0	19.72	0.0	0.0	0.0	41.21	0.0	0.0	0.0	61.63	55.72	0.0	24.96	0.08	5.03	41.9	0.0	0.0	0.0	0.0	0.0	0.0	20.3	4.11	0.0	0.07	0.0	0.0	0.0	1.6	1.29	1.71
Gpr162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85	0.0	0.0	0.21	0.0	0.26	1.17	0.25	0.34	0.0	0.35	0.0	0.0	0.25	0.0	0.0	0.0	0.26	0.71	0.0	0.48	0.0	0.22	1.54	148.73	153.94	159.75
Greb1l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.03	0.0	0.23	0.0	0.0	0.0	0.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	4.63	4.25	4.78
H2-Q7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.69	0.37	0.0
Heatr1	0.0	0.0	0.0	5.84	5.85	0.0	2.12	0.0	27.02	0.0	0.0	0.0	0.0	22.51	6.34	0.0	0.0	0.0	0.0	1.55	0.0	0.0	0.0	0.0	0.0	0.0	20.2	0.0	8.08	0.0	2.82	3.26	12.54	12.07	10.87
Hmgb2	32.83	51.07	0.0	0.17	23.04	0.0	58.85	0.0	59.07	0.0	42.83	0.0	0.45	0.85	0.36	0.61	50.44	0.12	45.72	0.0	15.6	26.02	0.27	0.0	0.87	0.0	0.17	0.25	11.78	0.61	1.11	1.54	4.8	6.04	4.24
Hmox1	0.0	3.46	0.0	0.0	0.0	0.0	0.0	0.0	254.75	118.35	0.0	66.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	125.83	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.38	0.67	5.5	4.89	5.34
Hnrnph3	91.92	8.99	51.63	63.96	14.79	121.08	77.45	0.0	126.37	76.91	69.18	47.26	67.25	28.19	40.26	49.26	23.51	0.0	118.93	0.0	4.77	3.43	9.52	73.52	0.34	0.0	49.53	0.16	55.28	42.47	15.89	21.0	28.62	29.1	30.71
Hrk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.46	0.15	0.05	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.19	3.68	0.0	2.31	4.31	27.79	26.86	26.7
Htr1d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.16	0.0	0.0	0.0	0.0	0.0	16.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.58	2.4	3.01
Ift172	0.09	0.0	0.08	0.0	0.83	0.16	0.0	4.98	30.06	0.15	0.0	0.0	0.11	0.0	0.0	2.35	0.0	0.0	0.0	0.0	19.26	6.05	13.12	0.0	31.33	4.65	0.03	0.0	14.22	0.0	3.77	6.3	36.37	33.52	36.9
Invs	0.62	0.0	1.48	0.15	0.13	0.0	0.0	0.0	9.5	0.0	66.82	0.0	0.11	0.12	6.91	2.7	3.06	0.11	0.0	0.29	0.0	0.0	0.0	0.05	0.19	0.55	0.21	0.12	1.06	1.28	1.69	2.09	7.81	7.46	8.44
Ipcef1	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	9.48	0.06	0.0	0.04	0.0	0.2	0.05	0.1	0.0	0.33	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	2.84	0.16	115.53	75.37	48.31	43.08	50.27
Itsn2	0.58	0.0	111.41	0.17	0.3	0.0	0.0	20.27	69.5	0.0	0.0	4.47	0.3	0.0	4.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.74	0.0	0.0	0.12	30.51	0.0	10.59	0.0	8.15	8.27	26.86	22.35	29.29
Kcnh5	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	5.74	0.0	1.18	0.42	0.0	0.0	23.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.0	4.6	1.77	15.05	12.6	18.03
Kcnv2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.02
Kitl	0.0	0.0	0.0	0.0	0.0	40.65	0.0	0.0	71.87	1.05	0.0	0.0	0.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.75	0.0	0.0	0.0	0.0	0.03	20.79	3.1	0.0	13.21	7.06	24.91	24.32	25.37
Klf16	0.0	0.0	12.11	0.0	0.0	0.0	0.0	0.0	19.99	0.0	0.0	8.86	0.0	0.0	0.0	7.57	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.94	0.0	13.51	11.82	42.76	47.45	41.34
Lrrc29	3.98	0.0	2.65	5.83	0.0	0.0	8.39	0.0	8.74	0.0	0.0	0.0	0.0	32.49	0.0	1.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.16	0.0	0.0	0.0	0.27	0.0	0.16	0.18	1.45	1.65	1.65
Lsm14b	9.4	0.0	0.0	25.4	0.0	6.26	0.0	0.0	41.0	4.23	1.53	0.0	0.0	0.0	7.97	26.14	0.0	0.0	38.15	3.57	0.0	0.13	20.74	3.58	17.09	7.67	3.22	0.13	17.33	0.05	6.01	5.99	66.75	73.07	69.63
Mapk7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8	0.0	0.61	2.23	19.51	20.03	20.18
Mdn1	0.39	12.51	7.5	7.94	2.77	4.04	16.18	0.0	43.88	0.86	12.02	0.0	0.03	2.09	10.05	2.06	0.0	0.0	7.49	8.1	4.5	6.79	2.34	0.02	39.55	10.32	0.45	5.73	3.35	0.17	3.62	2.58	15.23	12.55	16.12
Mir1931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.41	0.0	32.08	0.0	0.0	0.0	4.87	0.0	0.0	0.0	0.0
Mir5113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.38	0.0
Mpp3	41.19	0.0	0.8	0.0	0.0	0.0	0.0	0.0	63.76	0.0	5.78	7.03	0.0	0.49	0.0	0.0	0.11	0.11	46.55	0.05	0.02	23.33	0.0	0.0	0.38	0.0	5.06	0.0	34.87	0.0	11.52	10.02	42.99	45.77	47.83
Mrm1	2.46	0.0	2.23	0.0	0.0	0.0	0.0	0.0	91.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.48	0.0	0.0	2.2	0.0	6.04	2.23	13.4	14.24	14.7
Nhlh1	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71	0.64	0.62
Olfr658	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.07	0.06	0.14
P4ha1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.37	0.0	0.0	0.14	37.72	22.39	0.0	21.97	0.22	0.0	3.21	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	22.8	0.0	28.72	23.75	30.0	28.35	25.94
Pcdh18	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	11.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.11	0.46	3.4	3.34	3.72
Pcdhb9	0.0	0.0	0.0	0.0	0.0	38.65	0.0	0.0	45.49	0.0	0.0	0.0	75.65	90.44	0.0	46.08	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.56	0.0	0.08	0.0	15.23	10.03	11.11	11.96	10.34
Pfkfb4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.2	0.0	2.82	0.0	0.0	0.0	4.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.25	0.0	0.18	2.7	2.53	0.0	0.97	0.61	10.46	10.34	11.37
Phc2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.08	0.0	18.64	3.03	0.0	0.0	19.52	0.0	0.0	0.0	0.0	2.66	0.0	25.73	18.95	0.0	0.0	2.36	0.0	0.0	6.51	0.0	2.11	6.49	62.58	72.31	66.96
Pigm	0.07	1.0	0.42	3.55	2.08	1.5	3.41	0.0	18.55	0.21	0.13	0.07	0.38	0.0	0.05	0.73	0.12	2.16	2.15	0.63	3.07	0.02	1.39	0.46	1.47	0.55	23.16	0.21	11.6	0.12	2.96	2.54	7.88	7.13	7.52
Prkaa2	0.36	0.0	1.0	0.0	0.0	0.05	0.0	0.0	4.64	0.0	0.0	7.91	0.0	0.0	0.0	1.42	0.0	0.0	0.04	0.0	16.39	0.0	0.0	0.0	8.17	0.0	3.87	0.0	12.48	0.0	6.49	5.34	20.98	17.76	18.1
Prr24	7.63	0.0	0.55	6.22	0.0	43.0	20.16	3.14	57.11	27.63	42.06	2.07	4.03	1.26	0.0	44.67	0.0	0.0	36.83	0.0	0.0	2.15	0.0	0.18	9.52	43.19	5.01	1.63	8.12	0.0	0.9	2.28	36.73	42.02	40.0
Ptcd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.35	0.0	0.33	0.0	0.0	0.0	0.08	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	12.28	0.0	0.95	0.0	6.59	5.49	19.81	23.04	21.17
Ptprj	0.0	0.0	13.17	0.05	1.16	0.0	0.0	0.0	21.62	0.0	0.13	0.0	0.08	0.33	0.06	0.0	0.14	0.07	0.0	0.21	0.0	0.0	0.09	0.0	0.04	0.0	1.17	0.0	5.08	0.0	7.63	5.6	51.0	50.87	55.26
Pum2	38.94	3.75	6.32	50.47	0.0	45.39	24.66	3.17	178.01	36.71	0.0	0.0	114.17	0.47	0.0	0.06	39.32	0.73	0.0	28.23	29.22	3.5	68.03	0.98	0.46	56.04	12.83	0.06	29.7	0.0	31.7	28.51	94.04	86.54	93.06
Pvrl3	16.77	0.0	10.36	0.0	0.38	0.14	5.51	0.0	59.88	0.0	87.16	0.0	0.0	0.0	0.0	8.98	0.59	0.0	0.91	5.78	0.0	0.0	0.0	2.84	37.8	0.88	0.0	0.0	25.63	0.0	0.1	0.0	22.83	18.26	21.19
Rab40b	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.79	0.0	0.0	0.0	0.0	0.0	0.09	0.18	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	15.01	0.08	22.14	25.93	45.54	52.68	49.7
Rbm45	0.0	1.23	15.37	10.55	3.37	2.34	2.06	0.92	23.77	14.46	5.67	7.31	10.01	25.92	9.45	16.11	14.42	11.38	2.98	0.17	2.91	0.7	5.34	0.31	1.1	4.5	13.62	0.0	29.19	0.73	13.18	10.07	35.4	33.46	35.22
Rnf152	0.0	0.18	0.0	0.05	0.09	11.14	0.0	0.0	7.19	0.0	0.11	0.0	0.21	0.0	0.03	0.0	0.0	0.08	0.0	0.04	0.0	0.0	0.0	0.0	0.15	0.0	0.04	0.0	0.28	0.05	7.88	9.78	7.32	6.59	6.8
Sbf1	0.0	1.72	0.0	2.15	0.0	0.56	0.0	0.0	2.18	0.0	0.0	0.0	28.68	12.77	0.0	0.0	0.0	0.0	1.99	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.54	0.0	3.6	0.02	2.0	4.61	87.42	87.58	93.92
Scn1b	2.04	0.0	0.0	0.0	0.0	3.53	3.9	0.59	29.49	0.0	34.48	4.61	0.41	0.0	2.74	43.32	0.2	11.87	0.21	2.38	0.0	0.0	0.0	0.0	0.0	4.27	5.47	0.0	9.55	0.0	6.82	6.93	508.98	541.93	555.14
Scn3b	0.0	0.0	31.5	0.1	0.0	0.0	0.0	0.07	48.57	0.0	49.32	0.14	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	16.21	0.1	0.0	3.69	28.11	0.1	0.25	13.3	0.03	23.47	19.14	86.72	84.57	77.54
Sema5b	0.0	0.0	0.11	0.0	0.15	0.0	0.0	0.0	40.53	0.0	0.0	0.0	77.65	0.15	0.06	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.06	0.14	0.0	0.0	0.07	0.14	0.0	4.61	2.41	13.04	12.14	15.32
Serac1	0.0	0.0	26.05	0.05	0.0	0.0	1.3	0.26	4.19	0.0	0.0	1.21	0.43	0.0	0.0	4.76	0.0	3.54	0.06	0.0	4.93	1.1	0.06	0.0	0.03	0.0	6.86	0.0	10.67	0.0	12.51	6.51	19.35	16.98	18.38
Setx	0.23	0.0	6.95	0.04	0.0	3.39	5.26	0.0	20.58	0.0	12.42	1.64	2.56	0.0	18.12	0.03	2.89	0.64	6.95	0.0	0.0	0.0	0.0	0.0	0.31	0.03	0.88	2.44	4.11	0.12	3.53	4.45	22.16	18.26	22.55
Sgms2	0.07	0.0	0.08	0.54	0.29	0.07	0.5	0.0	13.45	0.14	0.0	0.28	0.21	0.12	0.08	0.17	0.27	0.11	0.27	0.02	0.09	0.0	0.49	0.0	0.45	0.08	0.04	0.32	3.32	0.2	0.17	0.0	1.96	1.91	2.05
Sgpp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.17	0.0	72.25	0.0	0.0	0.0	0.0	53.52	0.64	8.08	0.0	19.86	0.0	0.3	0.0	36.99	7.1	0.0	1.33	0.0	17.62	0.0	5.01	6.7	34.14	35.26	32.71
Sgsh	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.06	0.0	1.92	0.63	3.9	4.56	4.15
Slc24a3	0.0	6.7	0.0	0.0	0.0	0.0	0.0	0.0	43.83	8.38	98.04	2.33	0.0	7.29	65.35	3.54	0.18	0.0	0.63	0.0	0.0	1.25	0.0	0.0	0.0	0.5	28.78	0.2	6.3	0.11	2.43	2.1	102.8	101.41	101.16
Slc6a20b	0.0	0.0	0.0	0.09	0.0	0.13	0.0	0.0	0.92	0.0	1.2	0.0	20.61	0.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.18	0.11	0.12	0.02	0.09
Spink13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0
Stard6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.75	2.21	2.55	1.84
Tab1	0.17	39.48	0.16	0.0	0.0	3.9	0.16	0.0	104.93	0.0	0.66	27.1	0.0	0.0	68.64	0.11	0.0	83.09	0.0	34.95	0.0	0.0	39.63	0.0	99.8	60.77	35.95	1.03	8.55	0.0	3.15	8.32	17.18	19.13	19.78
Tac1	4302.34	6532.88	7648.19	5419.98	3356.89	6061.09	1817.24	4096.61	4256.24	358.11	6618.42	5550.42	5725.34	8114.55	11032.51	6960.91	820.6	1510.17	7084.35	2142.19	5991.55	1050.33	1519.21	1745.66	1354.52	1614.85	6135.38	189.69	7.26	446.69	0.0	0.0	97.93	105.12	85.26
Tbx4	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.16	0.17
Tcp11l1	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	2.57	0.0	0.0	3.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	13.47	0.0	0.0	0.0	0.0	0.0	2.14	0.0	2.16	0.0	0.25	0.98	12.47	9.5	12.93
Tpx2	0.36	0.07	0.0	0.06	0.13	0.31	0.9	0.0	3.28	0.0	0.0	0.02	0.16	0.0	0.14	0.08	0.1	0.22	0.18	0.13	0.0	0.08	0.09	0.05	0.55	0.32	0.21	0.08	0.72	0.52	1.8	0.29	2.25	2.28	2.27
Trim59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.73	0.0	0.0	2.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	1.84	1.29	13.81	12.4	16.73
Trmt5	0.0	0.0	0.0	96.39	0.43	71.63	0.0	0.0	185.78	0.0	0.0	0.0	0.0	0.0	4.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.22	74.12	0.0	0.0	33.97	0.0	29.01	16.31	12.88	13.43	12.99
Trp53inp2	0.77	0.0	81.16	0.2	0.0	58.65	0.0	56.73	76.2	0.0	0.0	59.41	0.0	46.91	69.48	1.41	0.31	0.39	3.15	0.0	31.42	0.08	2.77	21.66	72.78	0.18	89.08	0.0	3.6	3.42	8.06	21.29	141.93	139.5	142.37
Tubb2b	0.0	0.0	0.0	53.19	0.0	0.0	64.3	0.0	191.69	0.0	192.21	0.0	145.15	0.0	0.0	0.0	0.0	0.0	72.24	0.0	0.72	0.53	108.23	0.0	0.0	83.54	0.98	6.33	2.33	2.66	0.0	0.0	145.03	151.02	154.92
Tubb6	2.35	0.0	70.61	0.0	0.0	0.0	0.0	0.0	105.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.36	0.0	7.06	0.0	1.39	0.4	6.67	6.95	6.98
Ube2cbp	0.0	0.0	0.76	0.0	0.0	0.0	0.0	0.0	80.36	0.0	0.54	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.14	0.69	3.66	1.71	1.79	2.61	2.3
Urb2	0.0	0.0	3.83	0.07	0.0	0.0	0.04	0.0	30.21	0.0	0.0	0.0	0.0	11.44	1.59	0.06	0.05	0.05	0.05	0.06	0.0	0.0	0.05	0.0	0.0	0.0	0.06	0.0	3.16	0.0	2.45	0.94	7.6	7.3	6.9
Utp15	1.93	0.0	26.05	50.44	0.0	27.77	18.07	0.0	119.65	0.0	92.58	21.23	0.0	9.84	0.07	56.2	0.0	0.0	0.0	17.64	1.72	0.0	0.12	0.0	72.91	76.18	0.16	0.0	17.81	57.21	14.99	9.09	20.29	20.09	18.04
Vmn2r-ps54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79	0.0	0.1	0.0	0.22	0.03	0.24
Vmn2r29	0.0	0.0	0.0	0.0	0.45	5.32	0.0	0.0	33.66	0.0	15.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.09	0.0	19.72	0.0	13.12	7.68	9.85	9.88	9.48
Vmn2r41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zc3h12b	0.0	0.0	0.0	0.0	0.0	10.42	0.0	0.0	14.56	0.0	0.0	0.0	42.03	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.61	0.0	0.79	2.24	10.18	8.65	10.57
Zfp335	29.09	0.0	6.21	0.0	12.07	0.0	0.0	0.0	53.21	0.0	0.0	0.12	0.13	0.0	0.0	11.4	0.0	0.0	0.14	0.0	0.52	0.0	0.0	0.0	0.0	23.64	0.13	0.0	12.09	0.0	0.39	2.17	22.0	22.79	23.63
Zfp560	0.1	1.61	6.07	0.25	0.0	10.02	0.75	0.0	25.37	7.93	3.65	5.89	0.64	0.88	0.65	0.93	0.57	1.83	0.85	0.28	5.3	0.28	1.8	1.03	1.08	6.86	4.94	1.15	9.83	0.37	7.26	7.52	4.31	4.24	4.49
Zfp687	0.0	0.0	0.0	3.29	0.0	0.38	6.42	0.0	4.51	0.43	0.48	1.81	0.0	3.84	2.1	1.52	0.0	0.16	0.0	0.0	0.0	0.07	0.0	0.0	0.0	1.07	9.1	0.0	2.26	0.0	1.26	1.72	16.24	17.64	17.33
Zfp831	0.05	0.0	0.03	0.04	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.02	0.05	5.27	0.0	1.23	0.76	9.57	9.46	9.79
Zfp882	2.82	0.72	5.73	1.46	1.05	1.17	1.92	0.92	55.88	3.89	6.0	0.72	1.74	3.16	2.12	0.91	8.75	3.2	1.61	0.67	1.43	1.55	5.38	2.29	2.86	2.78	1.58	1.58	9.99	3.03	3.4	6.17	4.78	4.17	4.43
Zkscan3	0.0	6.21	0.0	1.68	0.27	1.54	0.0	1.22	68.81	0.0	0.0	2.61	0.7	0.0	62.37	0.51	3.73	22.91	2.57	0.0	0.0	0.0	0.0	0.9	1.59	4.15	6.15	0.0	14.92	14.22	13.69	11.12	25.68	23.25	24.03
c16_tRNA-Ala-GCA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.14	0.0	0.0	0.0	0.0	0.0	0.0
c5_5S	0.0	44.52	0.0	0.0	0.0	0.0	0.0	0.0	142.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.09	27.55	0.0	0.0	0.0	0.0	17.46	0.0	0.0	0.0	0.0	4.62	0.0	7.6	0.0	25.13	15.57	9.58
c7_LSU-rRNA_Hsa	15.8	0.0	17.52	47.88	22.15	58.61	8.74	14.32	142.61	0.0	23.43	29.76	38.31	19.69	32.82	24.89	25.8	43.04	6.59	2.88	2.22	0.61	9.8	18.41	14.25	10.53	57.19	8.54	15.03	56.43	181.21	228.99	94.71	85.64	91.89
c7_tRNA-Ala-GCY_	0.0	0.0	19.06	0.0	0.0	18.36	24.7	0.0	67.59	0.0	40.16	23.93	0.0	28.78	0.0	0.0	12.69	12.89	0.0	0.0	0.0	0.0	0.0	0.0	15.36	44.01	40.7	55.59	88.36	6.02	54.36	31.62	68.54	44.51	52.08
