	Gad2_tdTpositive_cell_47	Pvalb_tdTpositive_cell_4	Pvalb_tdTpositive_cell_5	Pvalb_tdTpositive_cell_8	Pvalb_tdTpositive_cell_13	Pvalb_tdTpositive_cell_26	Pvalb_tdTpositive_cell_35	Pvalb_tdTpositive_cell_42	Pvalb_tdTpositive_cell_45	Pvalb_tdTpositive_cell_46	Pvalb_tdTpositive_cell_47	Pvalb_tdTpositive_cell_49	Pvalb_tdTpositive_cell_66	Pvalb_tdTpositive_cell_69	Pvalb_tdTpositive_cell_70	Pvalb_tdTpositive_cell_71	Pvalb_tdTpositive_cell_72	PvalbD.Slc32a1_tdTpositive_cell_17	PvalbD.Slc32a1_tdTpositive_cell_18	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbD.Slc32a1_tdTpositive_cell_28	PvalbF.Gad2_tdTpositive_cell_5	PvalbF.Gad2_tdTpositive_cell_15	PvalbF.Gad2_tdTpositive_cell_21	PvalbF.Gad2_tdTpositive_cell_22	PvalbF.Gad2_tdTpositive_cell_23	PvalbF.Gad2_tdTpositive_cell_30	PvalbF.Gad2_tdTpositive_cell_40	PvalbF.Gad2_tdTpositive_cell_42	Rbp4_tdTpositive_cell_51	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Pip4k2a	17.79	72.83	6.72	18.66	0.0	0.0	0.0	16.57	23.45	0.17	9.34	0.0	0.0	2.67	30.25	0.0	0.0	0.0	53.52	7.89	3.1	25.54	0.37	0.48	0.0	0.0	31.4	0.0	1.94	19.06	71.54	69.04	66.65
Rad54b	0.0	0.0	0.1	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	2.06	0.0	0.17	0.13	0.1	0.18	0.0	0.11	0.12	0.0	0.0	0.13	1.01	1.05	1.48
Raver1	0.0	0.0	0.0	20.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.37	0.0	0.0	14.0	5.58	0.0	0.0	0.0	0.0	0.0	0.0	2.37	0.0	0.0	0.0	0.06	24.03	27.41	26.44
Rnf216	0.0	0.0	0.0	0.0	0.0	11.62	1.22	1.72	0.0	0.0	0.0	0.0	2.17	0.0	0.0	0.0	0.0	2.45	0.16	0.0	0.0	1.08	0.0	15.26	0.0	1.51	2.48	0.0	10.93	10.12	27.69	27.49	26.54
Rusc2	1.63	2.57	0.0	0.55	0.0	8.32	0.11	0.12	15.17	0.23	0.0	0.0	0.58	3.99	2.56	0.0	0.11	0.09	4.51	1.64	0.0	0.0	3.91	0.0	0.0	0.0	0.72	0.73	0.0	0.07	69.0	79.5	70.54
Sall1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.24	12.82	13.17
Satb1	22.62	33.69	60.09	42.43	12.33	74.47	33.95	76.67	11.49	73.27	22.78	1.63	40.18	13.96	7.22	5.2	42.91	31.6	141.0	51.79	56.24	37.89	27.5	51.31	12.68	22.09	52.46	39.45	12.33	21.72	56.14	52.71	54.15
Slc37a4	83.74	0.0	58.38	0.0	57.81	20.24	0.0	0.0	0.0	0.0	0.22	0.0	0.0	147.59	120.76	0.45	76.15	86.97	68.02	12.74	0.0	89.73	165.26	8.01	0.0	0.0	0.0	30.28	0.0	0.0	23.44	24.8	23.16
Snord12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.36	3.16	0.0
Spag8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.93	2.42	1.66
Srf	0.0	0.12	0.93	18.14	0.0	0.0	0.0	2.21	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.0	0.0	1.17	0.0	0.0	0.0	2.38	0.0	0.0	0.0	0.0	8.77	5.09	0.11	0.0	36.57	39.4	34.31
Stk17b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.38	6.34	6.85
Sv2c	0.91	0.0	0.23	0.8	1.12	1.4	0.35	1.16	1.54	1.72	0.79	0.32	1.27	1.14	1.8	0.53	2.18	0.82	3.0	0.97	1.35	0.52	1.59	0.82	1.59	0.53	1.85	1.12	1.17	0.92	15.13	14.21	18.25
Tagln2	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.44	0.0	0.14	12.19	13.16	13.04
Tas2r137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1
Tbc1d2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.31	0.0	0.0	0.0	0.0	0.76	0.0	0.0	0.0	0.0	0.0	0.0	2.74	2.56	2.35
Trim30a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	2.2	1.31	1.52
Ttc23	0.1	0.13	0.04	0.0	0.0	0.0	0.16	0.0	0.0	0.79	0.0	0.08	0.0	0.0	0.11	0.14	0.16	0.13	14.19	0.23	0.0	0.12	0.12	0.21	0.33	0.0	0.0	0.0	0.13	0.12	3.85	3.45	3.35
Ttc39d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Tulp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.11
Ubxn6	36.38	0.15	0.57	3.06	0.0	0.3	6.91	1.93	0.0	0.0	0.0	0.0	0.0	5.55	1.45	0.0	0.0	0.0	58.75	21.5	2.76	1.7	0.0	17.53	0.0	0.0	2.25	49.02	9.95	35.06	96.98	109.7	101.44
Vax2os2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Vipr2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.14	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.57	1.39	1.32
Vmn2r1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.47	0.56
Zfp498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.23	15.19	16.39
Zhx3	0.0	26.62	0.0	0.0	0.0	0.0	0.0	2.73	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	4.0	0.0	0.16	1.35	0.0	11.48	0.0	1.84	5.11	5.76	2.03	0.0	0.0	0.0	18.29	18.18	19.18
Zp3r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
c1_tRNA-Ala-GCA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.15	0.0	0.0	69.63	0.0	0.0	58.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.58	11.16
c7_tRNA-Ala-GCY_	0.0	0.0	19.83	47.09	0.0	22.65	0.0	25.59	0.0	0.0	0.0	0.0	0.0	87.0	88.19	0.0	0.0	20.27	0.0	10.58	0.0	0.0	74.66	36.32	0.0	0.0	44.33	22.57	0.0	49.64	68.54	44.51	52.08
