	Ctgf_tdTpositive_cell_15	Ctgf_tdTpositive_cell_17	Cux2_tdTnegative_cell_5	Cux2_tdTnegative_cell_6	Cux2_tdTnegative_cell_12	Cux2_tdTnegative_cell_15	Htr3a_tdTpositive_cell_101	Htr3a_tdTpositive_cell_111	Htr3a_tdTpositive_cell_113	Nos1_tdTpositive_cell_37	Nos1_tdTpositive_cell_42	Nos1_tdTpositive_cell_46	Nos1_tdTpositive_cell_49	Nos1_tdTpositive_cell_65	Ntsr1_tdTnegative_cell_18	Ntsr1_tdTnegative_cell_28	Rbp4_tdTpositive_cell_1	Rbp4_tdTpositive_cell_77	Rbp4_tdTpositive_cell_99	Rbp4_tdTpositive_cell_153	Rbp4_tdTpositive_cell_165	Rbp4_tdTpositive_cell_169	Rbp4_tdTpositive_cell_171	Rbp4_tdTnegative_cell_2	Rbp4_tdTnegative_cell_3	Rbp4_tdTnegative_cell_4	Rbp4_tdTnegative_cell_10	Rbp4_tdTnegative_cell_14	Rbp4_tdTnegative_cell_16	Rbp4_tdTnegative_cell_19	Rbp4_tdTnegative_cell_21	Rbp4_tdTnegative_cell_23	Rorb_tdTpositive_cell_54	Scnn1a.Tg3_tdTnegative_cell_2	Scnn1a.Tg3_tdTnegative_cell_4	Scnn1a.Tg3_tdTnegative_cell_8	Scnn1a.Tg3_tdTnegative_cell_12	Scnn1a.Tg3_tdTnegative_cell_16	Scnn1a.Tg3_tdTnegative_cell_21	Scnn1a.Tg3_tdTnegative_cell_24	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Hdac1	0.0	296.74	0.0	0.0	0.0	0.0	65.55	151.61	0.0	52.63	99.2	54.08	83.78	0.0	1.26	54.14	0.0	108.64	0.0	0.0	22.12	107.96	0.0	17.07	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	353.04	0.0	0.0	0.63	0.0	27.02	35.04	27.36	32.01	35.32	30.19
Hdac11	21.6	117.3	0.0	0.0	0.0	0.0	47.42	84.58	64.62	103.55	1.01	0.0	11.93	36.61	0.25	0.0	149.44	46.02	0.63	53.62	33.31	4.54	10.7	0.55	0.78	0.0	0.0	0.52	0.28	0.0	0.22	0.0	0.43	0.4	0.0	0.0	0.0	0.0	0.25	0.0	21.58	23.23	21.91	163.09	171.47	168.04
Hs3st5	0.0	71.35	0.0	0.0	0.0	0.0	0.34	11.5	42.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	7.23	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.35	5.77	8.92	6.23	6.93	6.12
Il11ra2	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.08	0.0	0.1	1.5	8.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.27	4.28	1.89	1.73	1.86	1.4
Il17re	0.0	9.04	0.0	0.0	0.0	0.0	2.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61	0.0	0.0	0.0	1.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.37	0.37	0.17	0.25	0.29
Inadl	0.0	44.56	0.0	0.0	0.0	0.0	0.0	0.0	9.55	0.0	0.0	0.0	0.13	0.0	0.0	0.0	62.08	0.0	0.0	0.0	0.0	0.0	47.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62	0.62	2.25	4.14	4.07	4.56
Itga5	0.0	71.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	1.56	1.18	3.93	4.11	3.81
Itgal	0.0	5.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56	0.64	0.54
Jph4	1.82	27.6	0.0	0.0	0.0	0.0	0.22	2.98	2.52	0.34	2.76	0.43	1.23	0.5	0.0	0.0	3.71	1.46	0.97	1.18	8.07	6.83	34.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.89	9.58	6.98	201.25	207.8	201.7
Kcnab2	0.35	33.41	0.0	0.0	0.0	0.0	17.47	0.63	23.68	19.37	4.02	0.43	28.0	0.72	0.0	0.0	124.95	39.36	1.84	0.19	10.01	10.38	2.95	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.15	32.49	24.29	267.74	284.22	279.19
Lbh	0.0	33.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	26.54	0.0	0.0	0.0	0.0	0.0	0.0	3.79	16.29	1.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.49	3.47	3.85	33.89	36.55	35.92
Lef1	0.0	4.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	3.38	4.0
Lin37	63.76	213.59	0.0	0.0	0.0	0.0	194.37	110.08	144.35	39.34	148.48	95.46	99.78	70.62	0.0	0.0	46.88	86.04	0.0	0.35	127.12	59.36	18.47	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55	0.0	837.57	0.0	0.0	0.0	0.0	0.0	117.2	113.91	102.67	33.32	34.35	30.13
Lin7b	87.44	591.83	0.0	0.0	0.0	0.0	105.08	293.95	136.3	4.02	229.41	0.0	219.41	6.26	0.0	0.0	139.59	171.89	0.0	86.76	153.41	258.7	116.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.48	72.61	87.23	120.36	132.27	124.9
Lmnb1	0.0	4.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	7.04	8.86	8.66
Lpcat3	0.0	91.58	47.53	0.0	4.87	19.13	73.27	67.35	0.0	0.0	0.84	0.0	0.0	0.0	15.49	0.0	0.0	66.86	0.0	3.88	4.57	2.31	0.17	17.32	0.0	63.56	2.9	0.0	0.14	13.5	1.65	2.6	369.79	1392.28	0.0	0.0	0.0	0.0	0.0	26.58	4.68	8.11	4.66	16.07	16.23	18.17
Lrrc28	54.2	134.88	0.0	0.0	0.0	0.0	145.28	33.2	70.79	24.13	14.55	109.94	28.18	0.0	0.0	0.0	3.56	37.95	0.0	139.81	25.59	22.28	70.86	0.24	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	16.74	0.0	0.0	0.0	0.22	0.0	29.92	22.87	32.67	17.01	17.96	18.41
Luc7l	78.14	173.33	1.54	0.17	159.43	0.0	30.11	116.71	81.5	68.43	32.32	42.56	12.42	92.88	0.0	1.89	37.44	62.2	0.0	44.17	32.56	47.23	69.89	1.92	0.47	0.0	626.54	10.38	0.07	0.76	0.04	0.45	0.07	0.0	0.44	0.83	0.15	0.14	0.0	0.0	41.59	35.66	33.49	74.84	72.22	72.25
Ly6f	0.0	19.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.22	0.0
Mettl17	15.42	175.28	0.0	0.0	0.0	0.0	0.0	29.75	28.97	0.24	95.44	49.33	4.41	0.0	0.0	0.0	21.17	66.52	0.0	0.0	16.83	0.0	140.1	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	523.21	0.0	0.0	0.0	14.0	28.19	18.24	24.85	26.24	25.19
Mex3a	0.0	11.2	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	2.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	1.33	0.0	0.24	2.15	2.48	2.14
Mmp9	0.0	63.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.69	0.0	0.0	6.99	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91	1.24	0.94
Mtss1l	1.06	33.52	0.29	0.0	0.0	0.0	15.92	0.54	0.0	1.62	11.98	0.9	0.0	0.03	0.0	0.0	0.0	1.14	2.51	0.0	1.36	0.0	0.8	0.0	0.07	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.36	1.39	101.71	102.34	109.18
Mtx2	0.0	92.91	0.0	0.0	0.0	0.0	1.65	0.0	16.03	0.0	31.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.12	4.08	17.72	0.76	62.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	872.6	0.0	0.0	1.03	15.34	8.42	15.86	54.29	54.22	52.58
Ncf4	0.0	19.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.85	1284.64	0.0	0.0	1.39	0.0	0.0	0.0	0.0	80.03	0.0	552.95	0.0	0.0	0.0	0.0	0.0	0.0	1.58	0.78	1.06
Noc2l	0.0	18.98	0.0	0.0	62.39	0.0	2.55	28.22	0.0	69.36	66.84	0.0	41.77	0.0	0.0	158.78	83.64	0.0	0.0	0.0	22.33	8.33	32.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	120.99	0.0	0.0	339.95	0.0	0.0	0.0	12.67	17.15	11.98	73.97	82.72	77.15
Nr2c1	0.0	54.3	0.0	0.0	0.0	0.0	0.0	0.0	3.81	0.0	0.0	0.0	10.9	9.67	0.0	0.0	68.83	0.0	0.0	0.0	5.45	4.98	17.9	0.0	0.0	0.0	153.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.87	6.52	3.16	7.76	7.8	7.16
Nsdhl	259.62	252.84	0.0	0.0	0.0	574.85	0.0	82.43	0.0	51.98	58.95	0.0	0.0	9.9	1.39	0.0	192.09	0.0	142.55	0.0	20.53	8.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	281.95	77.61	0.0	0.0	0.0	0.0	0.0	0.0	46.92	44.44	34.62	22.27	23.88	25.2
Olfr110	0.0	176.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.26	0.0
Olfr111	0.0	18.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47	0.0	0.5
Olfr112	0.0	3.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr116	0.0	96.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0
Olfr1372-ps1	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.5	0.32
Oxsm	0.97	44.42	0.0	0.15	0.2	0.14	5.38	0.25	0.39	0.22	0.0	0.42	0.22	0.0	0.44	0.18	0.95	0.15	0.0	0.46	0.89	0.18	0.3	0.0	1.33	0.22	2.38	1.88	0.12	0.32	0.57	1.47	0.97	0.76	0.17	0.0	0.32	0.43	0.0	0.0	2.77	2.74	1.38	7.16	6.05	7.59
Pdlim3	0.0	107.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.21	2.86	1.63
Phxr4	0.0	72.36	0.0	0.68	0.0	0.0	0.0	0.47	0.48	0.0	0.0	0.0	0.0	0.0	0.45	0.0	0.89	0.29	0.0	0.83	0.39	0.35	0.0	5.24	0.66	0.5	0.89	2.12	3.43	0.49	0.0	0.0	0.0	0.0	0.0	0.0	2.26	0.0	2.67	0.0	0.0	0.25	0.0	0.25	0.3	0.87
Pigl	22.45	110.93	0.0	0.0	0.0	0.0	0.0	0.98	0.0	0.0	0.0	0.0	17.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.92	9.69	5.31	8.28	9.45	10.17
Pnldc1	0.0	42.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	1.45	0.42	1.24	1.28	1.64
Pnmal2	48.3	78.72	0.0	0.0	0.0	0.0	67.13	61.72	2.81	2.95	20.21	27.91	6.84	5.85	0.15	0.0	12.83	59.93	0.0	0.88	13.87	21.52	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.61	9.43	7.08	12.88	188.1	213.32	193.8
Poc1b	0.0	51.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.88	0.0	1.38	0.0	0.47	0.0	0.0	0.0	0.0	99.2	0.0	0.0	0.0	0.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	1.01	0.38	4.52	5.73	5.49
Polg	0.0	0.0	0.0	115.98	0.0	0.0	18.71	18.99	37.29	0.08	35.48	0.0	0.0	80.56	2.12	0.0	0.0	0.0	31.64	10.66	23.35	0.0	21.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	8.1	0.0	0.0	0.0	0.0	0.0	58.61	8.66	1.93	5.02	37.2	38.95	38.58
Polr2m	0.0	235.26	0.0	0.0	0.0	0.0	88.75	31.99	136.54	101.31	176.6	26.81	119.48	12.13	0.0	0.0	152.57	8.27	181.8	7.41	20.62	79.94	34.65	0.0	17.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	825.54	0.0	0.0	0.0	0.0	0.0	28.46	31.41	25.4	182.36	197.49	182.07
Pop7	167.74	460.71	0.0	0.0	0.0	0.0	0.0	34.28	231.4	1.54	0.83	0.0	87.68	210.45	0.0	0.0	202.76	103.95	0.0	0.0	90.67	166.88	106.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.76	144.49	124.99	27.72	30.24	31.81
Ppm1n	0.0	5.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0
Prkcsh	0.0	104.01	0.0	0.0	0.0	0.0	4.59	62.85	8.74	69.69	30.34	0.0	23.83	0.0	0.0	0.34	0.0	0.0	0.0	0.0	22.42	66.9	70.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.44	0.0	0.0	0.0	0.0	0.0	4.68	0.0	7.09	12.52	16.49	76.36	83.69	73.99
Rbm38	0.0	26.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.86	2.16	1.68
Rfc3	0.0	123.73	0.0	0.0	0.0	0.0	0.0	0.0	75.61	0.0	0.0	0.0	177.18	0.0	0.0	0.0	0.0	0.0	0.26	0.0	25.39	83.84	75.81	0.0	0.0	0.0	906.65	0.0	0.0	0.0	0.0	0.0	317.91	0.42	0.0	0.0	0.0	0.0	924.01	0.0	28.79	12.81	27.9	7.6	7.32	8.42
Rian	59.07	73.06	0.0	0.0	0.0	0.0	1.33	50.3	40.9	0.75	31.02	39.9	76.17	61.72	0.0	0.0	85.1	60.5	0.17	113.72	47.8	75.46	27.94	0.66	0.0	0.0	0.0	0.18	0.4	0.0	0.0	0.0	0.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.15	79.97	67.76	439.96	415.61	429.09
Sele	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07
Slc8a3	0.13	50.6	0.0	0.0	0.0	0.0	3.84	0.06	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	11.99	0.0	0.0	1.95	0.0	0.0	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.19	1.1	5.01	14.22	16.17	16.97
Smpd1	0.0	358.24	0.0	0.0	0.0	0.0	201.76	61.2	64.03	10.57	177.88	85.8	207.64	105.91	0.0	0.0	171.57	125.61	49.11	147.46	43.49	0.19	38.33	0.0	0.27	0.0	0.0	2.41	0.44	0.27	0.0	0.58	0.07	44.96	0.0	0.0	0.0	0.0	0.0	0.0	73.69	61.95	59.2	89.71	106.59	99.65
Smpd2	0.0	108.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	167.26	77.21	0.0	0.39	0.0	0.0	0.0	0.0	0.0	7.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	612.38	0.0	0.23	0.0	31.57	0.0	0.0	0.0	0.0	0.0	4.35	5.67	5.5	15.91	17.34	16.76
Snord52	0.0	35.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.42	4.17	9.13
Stk16	0.0	115.12	0.0	0.0	0.0	0.0	0.0	0.0	12.03	0.0	0.0	0.31	4.87	3.16	0.43	0.0	0.0	0.0	22.28	109.34	18.4	47.36	30.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	30.22	177.31	0.0	0.0	0.0	0.0	0.0	0.0	2.78	18.61	16.9	33.59	37.07	34.43
Tbc1d2b	0.0	30.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.23	8.95	9.56	8.88
Tmem203	40.37	59.93	0.0	0.0	0.0	0.0	0.0	0.0	15.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68	0.0	3.57	24.53	25.93	28.41
Tmtc1	23.9	38.49	0.0	0.0	0.0	0.0	0.12	0.08	0.09	11.02	0.07	0.05	0.09	0.09	5.07	0.0	0.24	0.0	0.0	0.04	2.02	0.17	3.82	0.12	0.04	0.0	0.14	0.0	0.28	0.13	0.0	0.11	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.38	3.11	2.13	37.73	36.63	37.51
Trim58	0.29	0.66	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.34	0.0	0.17	0.16	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.0	0.0	0.0	0.21	0.05	0.17
Tspan2	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	2.02	0.0	0.0	0.33	0.63	0.19	0.0	1.57	0.87	0.0	0.09	0.0	0.0	0.35	0.94	0.0	0.5	0.44	0.29	0.31	0.0	1.26	33.84	89.2	86.44	99.13
Ucp3	0.0	5.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	2.43	2.39
Zfp105	0.0	89.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.18	0.52	0.0	0.0	0.0	21.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	1.04	0.7	4.26	4.66	4.85
Zfp960	4.94	155.33	3.86	11.48	9.63	209.33	14.2	1.25	62.22	2.64	0.45	60.88	32.32	1.63	0.42	0.0	7.51	1.12	3.87	0.52	33.12	37.41	0.0	0.0	618.0	0.0	0.0	0.0	0.0	0.0	0.48	0.0	29.39	0.66	0.0	0.0	2.56	0.0	0.23	0.0	36.51	37.6	49.53	6.9	4.67	4.97
Zswim3	0.0	146.42	0.0	0.0	0.0	0.0	0.0	0.0	66.27	0.0	67.01	0.0	0.0	0.0	0.0	0.0	116.68	0.0	1.28	0.0	1.06	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.1	6.4	6.46	9.91	9.01	7.09
mt_AK157367	347.08	527.51	6.12	426.05	26.68	0.61	17.83	308.13	8.32	392.22	8.0	3.82	18.3	11.23	7.13	8.48	223.96	12.39	2.89	319.16	252.07	10.38	412.72	0.0	0.0	0.0	0.0	0.0	14.83	244.79	69.43	10.2	190.11	2.13	0.0	27.33	0.0	31.19	22.78	62.06	19.67	8.35	9.64	685.03	782.54	798.36
