	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_77	Cux2_tdTpositive_cell_98	Gad2_tdTpositive_cell_68	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_18	Htr3a_tdTpositive_cell_24	Htr3a_tdTpositive_cell_83	Ndnf_tdTpositive_cell_19	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_52	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_70	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_39	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_69	Sst_tdTpositive_cell_92	Sst_tdTpositive_cell_101	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Phactr1	50.38	46.34	36.61	23.31	0.11	0.0	0.74	379.05	104.63	103.44	115.3	34.44	0.22	0.13	0.06	36.54	0.57	25.52	21.69	46.8	0.13	51.38	74.37	61.89	40.02	7.4	32.48	38.17	0.08	40.06	31.24	5.18	79.77	20.93	4.7	0.16	8.18	31.01	14.51	19.73	0.1	0.26	47.48	154.66	194.11	162.52	250.29	240.7	240.9
Pnpla2	0.0	0.0	0.0	13.71	0.0	0.0	0.0	87.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.06	0.99	13.47	16.31	13.59
Pole2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.21	0.82	0.39	0.91
Prtg	0.0	0.0	0.0	1.16	0.0	0.02	0.0	26.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.25	0.0	0.03	0.0	0.0	0.05	0.0	0.0	0.0	0.0	11.82	0.03	0.0	0.24	1.22	1.12	1.24
Ptger1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.43	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.79	0.0	2.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39	0.29	1.64	20.27	21.52	20.0
Ptpn13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.13	0.0	0.0	0.0	2.32	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.29	7.45	6.34	6.4
Pus10	0.0	0.0	0.0	0.83	0.0	0.0	13.92	181.97	0.0	0.0	0.0	0.0	1.02	0.21	25.2	6.59	38.66	0.0	0.0	1.06	0.0	0.0	0.0	33.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.62	15.92	15.31	10.76	9.58	10.79
Rap1gds1	115.78	40.77	61.54	36.34	172.16	84.58	0.28	291.1	27.41	33.1	173.36	88.29	84.24	72.14	9.62	79.76	147.77	99.78	174.83	73.47	87.65	48.01	8.02	33.12	1.03	29.57	175.93	64.52	34.07	59.64	103.07	65.02	82.22	13.7	2.53	123.55	27.75	78.08	98.98	7.64	37.3	42.38	15.97	263.15	163.34	252.04	284.57	290.45	264.54
Raph1	19.01	0.0	0.0	4.65	1.03	1.34	0.0	69.35	14.23	0.0	0.0	0.81	11.12	11.38	0.13	8.24	5.72	0.0	7.5	0.0	0.0	13.2	0.01	0.03	1.73	0.53	7.06	0.0	0.0	25.66	0.02	0.0	7.47	9.47	15.7	7.19	0.76	0.0	12.75	0.0	0.0	12.39	4.94	17.26	18.24	11.38	24.17	19.87	22.43
Rhbdl1	89.27	0.0	0.0	0.0	36.51	0.0	3.25	136.06	0.2	0.0	0.0	0.0	14.44	0.22	0.0	1.02	6.2	0.0	48.14	0.0	0.82	0.77	0.0	4.74	0.0	0.0	22.54	0.0	0.19	0.0	23.81	0.0	1.19	0.0	0.15	0.0	11.05	0.35	19.67	0.0	0.0	0.0	0.42	11.54	1.38	0.92	63.67	79.86	77.35
Rptor	11.02	1.23	0.0	13.62	0.0	5.11	0.0	48.39	0.0	0.0	45.04	0.0	0.01	0.0	20.64	0.0	0.31	0.0	0.0	0.0	1.34	0.21	0.0	0.34	28.6	0.0	1.01	41.23	26.67	0.0	15.04	0.0	0.07	3.96	0.03	0.53	0.0	4.26	19.33	0.0	28.96	0.2	0.01	0.53	3.62	8.46	33.5	34.93	36.88
Sez6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.08	0.0	0.0	0.0	0.04	0.12	0.03	0.0	0.23	0.0	0.0	0.22	0.68	0.0	0.07	11.2	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	13.45	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.11	0.0	57.13	36.28	41.01	153.01	159.71	158.47
Sft2d2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.88	0.0	0.0	0.0	0.0	0.0	20.95	0.0	0.0	0.0	0.36	0.0	6.09	6.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.4	14.09	0.0	14.67	15.83	0.0	0.0	0.0	1.27	0.0	0.0	0.0	11.54	0.0	0.43	0.93	19.91	18.91	18.73
Sh2b1	0.0	0.0	3.79	0.0	0.0	0.0	1.17	52.65	0.0	0.0	0.0	0.0	0.0	0.0	10.35	0.0	0.0	0.12	0.18	0.0	0.0	0.0	5.26	0.0	7.9	0.0	9.32	0.0	0.0	0.0	6.19	0.0	6.78	12.3	0.0	0.0	0.0	2.49	0.0	0.0	1.74	6.48	0.21	0.0	2.86	3.54	51.42	51.96	51.66
Shisa9	9.19	0.0	0.0	0.0	0.0	0.0	0.0	50.72	0.0	0.0	0.0	0.0	20.2	0.0	0.0	43.42	0.0	0.0	0.75	0.0	1.08	1.81	3.07	0.0	0.04	0.0	0.0	0.0	0.0	0.0	10.32	0.0	7.49	17.64	15.44	0.0	0.0	0.0	3.01	0.0	0.0	0.1	0.86	0.0	2.65	6.31	37.8	37.88	36.34
Shkbp1	0.0	0.0	0.0	0.0	0.24	0.0	0.0	43.96	0.0	0.0	0.0	0.0	0.0	1.09	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	7.86	0.0	5.77	0.0	0.0	0.0	0.0	6.18	0.0	23.93	0.0	0.25	0.38	1.34	14.05	13.42	13.35
Sipa1l1	11.81	0.01	7.33	10.82	0.0	0.05	0.11	48.62	5.03	0.0	7.67	8.63	17.14	0.03	12.04	0.12	10.42	30.74	19.8	12.49	5.99	0.0	6.2	8.13	0.0	62.99	20.39	0.95	1.15	18.42	10.84	3.77	21.94	5.29	9.26	0.0	10.13	0.21	9.12	13.15	0.0	0.06	22.23	28.67	30.57	27.9	155.29	141.67	160.84
Slc31a2	4.93	65.52	0.0	0.0	0.0	0.0	0.0	171.33	0.0	0.0	0.0	0.0	0.09	0.0	35.42	0.34	32.58	3.39	42.32	0.0	30.04	0.0	0.0	0.13	67.84	0.0	0.0	0.15	0.16	0.3	44.96	0.0	0.57	44.94	48.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	8.11	10.09	7.55	12.26	11.81	10.81
Slc52a2	5.46	0.0	0.0	0.3	0.0	0.15	18.26	197.97	0.1	0.0	0.0	0.11	0.02	1.65	0.45	0.0	24.02	2.85	4.47	0.1	0.37	0.0	0.0	0.0	0.08	0.38	0.08	0.21	0.87	39.63	9.37	10.54	1.29	0.19	35.69	0.0	0.11	0.67	0.0	0.16	0.0	0.0	0.0	11.26	4.64	5.66	10.97	11.29	11.91
Slc8a3	0.0	16.05	8.42	0.0	0.11	14.59	1.65	85.84	0.3	0.0	0.0	3.68	0.0	11.97	0.02	0.0	22.95	0.0	31.68	7.68	0.1	18.18	0.0	0.0	1.21	0.0	0.0	0.07	0.0	1.15	18.94	1.21	1.95	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	19.96	0.04	1.84	2.19	5.01	14.22	16.17	16.97
Smpd1	23.33	52.33	2.09	5.53	0.0	127.01	0.0	242.5	125.39	66.32	213.01	3.39	0.13	68.79	31.48	47.68	0.11	59.1	92.47	2.81	3.2	0.0	0.0	0.6	7.72	0.0	54.46	42.17	7.78	39.36	63.34	40.94	43.49	72.28	42.05	152.71	98.08	0.0	1.29	0.0	0.0	0.19	85.52	71.22	73.69	59.2	89.71	106.59	99.65
Snora61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.02
Socs1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.32	2.17	1.45
Spink10	31.69	0.0	0.0	0.0	0.0	0.0	0.0	92.25	0.0	0.0	2.24	36.34	0.0	4.84	0.44	0.0	0.0	0.0	0.55	0.0	2.94	0.53	5.28	0.22	1.55	0.0	0.0	1.01	63.46	68.11	1.0	15.69	0.71	34.63	0.83	0.0	1.07	0.0	75.57	0.0	0.0	0.0	2.3	0.26	6.24	5.05	3.1	2.76	2.84
Tagap	9.01	2.7	0.0	0.0	0.0	0.0	0.0	32.9	0.0	0.0	0.48	5.0	9.95	3.16	0.0	6.95	0.29	9.86	9.43	0.58	0.0	0.31	0.0	6.79	15.03	10.22	5.49	17.35	9.69	15.35	1.93	0.0	0.0	0.0	21.72	0.0	0.16	1.45	0.0	0.0	0.0	1.06	0.0	0.0	0.0	0.44	1.16	1.01	1.5
Tbc1d16	0.48	0.0	2.82	0.0	0.0	0.0	0.0	19.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.07	0.0	0.08	0.59	0.59	23.36	24.86	24.36
Tcea2	56.93	12.16	0.0	112.05	0.0	0.0	129.25	205.02	0.0	0.0	5.45	0.0	59.94	0.0	4.06	99.43	11.71	0.72	8.29	9.47	16.74	0.0	0.57	55.68	0.0	13.99	0.0	0.0	55.65	5.71	14.48	0.0	43.08	0.0	0.0	56.57	5.45	40.2	35.63	2.13	0.0	22.31	0.0	17.04	11.63	14.15	48.87	51.26	50.92
Tex13	0.0	0.0	0.0	0.0	0.0	0.19	0.0	9.49	0.0	2.74	0.2	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.11	0.1	0.0	0.0	0.0	0.0	0.0	0.49	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.44	0.83
Tmem123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.21	1.09	14.13	14.92	14.72
Tmem136	15.49	30.19	0.0	13.3	0.16	15.11	0.57	182.19	10.58	0.32	0.0	0.0	3.88	0.51	0.17	69.39	0.0	30.46	17.21	0.82	0.28	14.8	3.66	0.38	0.88	0.26	1.31	25.36	27.87	64.79	22.97	3.08	7.45	0.09	4.92	4.56	21.05	0.23	50.46	18.64	78.47	42.57	0.04	10.74	8.31	10.21	17.04	17.29	16.03
Tmem232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.09	0.0	0.0	0.0	0.0	0.0	33.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.88	3.58	3.63	2.33	2.12	2.21
Tnfrsf18	0.71	0.0	0.0	0.0	0.0	0.0	0.0	41.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.7	0.0	0.0	0.0	0.0	0.0	2.26	0.39	1.43	8.53	7.37	7.89
Trp53bp2	0.0	0.0	7.08	0.0	0.0	0.0	0.0	64.12	0.0	0.0	6.48	0.0	0.02	0.0	0.0	0.84	0.0	0.0	0.0	0.13	0.0	0.0	9.15	0.0	0.0	0.0	0.0	0.0	0.0	0.62	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.38	0.0	0.0	1.63	5.76	3.0	18.69	19.47	17.47
Unc13a	3.96	5.11	0.4	10.57	0.92	1.38	1.22	30.76	6.24	2.27	6.91	1.51	2.34	4.18	7.76	1.92	4.2	4.16	4.86	3.1	3.48	2.83	4.67	4.16	0.79	7.39	9.15	1.82	2.95	4.73	5.98	1.92	16.25	1.67	4.11	3.38	3.88	1.79	8.35	6.99	2.96	2.77	2.67	11.55	14.56	12.99	173.28	162.24	184.32
Vamp1	1.25	0.0	19.83	0.0	8.07	18.06	0.0	114.01	0.0	0.0	8.23	10.61	4.76	0.0	0.0	13.9	29.94	23.33	0.0	15.7	3.08	0.21	10.12	0.96	0.0	0.0	0.0	0.0	0.53	2.24	32.39	37.43	3.78	0.0	4.67	10.22	16.37	19.11	27.81	35.32	15.82	0.17	12.51	8.37	5.66	8.23	119.15	119.1	127.66
Vsig10	0.0	0.12	0.1	0.0	0.24	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.2	0.08	0.0	0.0	0.07	0.0	0.0	0.04	0.06	0.06	0.0	0.0	0.0	0.04	0.0	0.19	0.0	0.0	0.04	0.0	0.0	0.16	0.16	0.19	0.0	0.03	0.17	0.07	0.0	1.2	1.5	2.19
Zdhhc9	0.23	1.17	0.79	0.32	0.0	0.0	0.0	18.08	0.11	0.25	0.42	6.98	0.21	3.99	0.08	0.7	0.92	0.0	13.91	2.21	0.15	0.0	10.43	0.97	2.05	0.0	0.0	0.32	1.08	0.89	0.8	6.65	10.53	6.4	2.1	0.0	0.0	1.25	0.65	0.0	0.0	0.0	10.76	4.69	4.84	2.68	47.74	47.8	47.1
Zfp442	0.81	2.47	0.46	0.38	0.0	1.71	0.0	163.09	0.73	5.19	1.05	0.6	11.78	0.5	16.29	77.55	0.16	0.33	0.22	0.48	59.54	1.09	0.77	0.63	0.0	0.0	2.61	0.47	44.69	1.21	59.15	68.11	21.06	0.2	1.93	2.52	0.0	2.27	0.52	0.25	0.0	3.29	1.33	7.94	17.54	11.61	3.58	2.46	2.87
Zfp598	0.62	0.0	0.0	0.0	0.0	0.0	0.0	40.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.66	0.0	0.0	0.3	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	6.91	0.0	0.07	1.45	0.0	0.0	0.6	28.92	0.0	0.0	0.0	3.57	2.35	0.95	29.85	31.91	30.48
c13_tRNA-Val-GTG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08	0.0	0.0
mt_BC081549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	401.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.23	27.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	151.07	0.0	0.0	0.0	251.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	28.34	0.0	0.19	175.25	190.99
