	Calb2_tdTpositive_cell_2	Calb2_tdTpositive_cell_15	Calb2_tdTpositive_cell_22	Chat_tdTpositive_cell_2	Chrna2_tdTpositive_cell_61	Gad2_tdTpositive_cell_1	Gad2_tdTpositive_cell_2	Gad2_tdTpositive_cell_6	Gad2_tdTpositive_cell_7	Gad2_tdTpositive_cell_22	Gad2_tdTpositive_cell_46	Gad2_tdTpositive_cell_70	Gad2_tdTpositive_cell_73	Htr3a_tdTpositive_cell_13	Htr3a_tdTpositive_cell_20	Htr3a_tdTpositive_cell_25	Htr3a_tdTpositive_cell_36	Htr3a_tdTpositive_cell_39	Htr3a_tdTpositive_cell_40	Htr3a_tdTpositive_cell_49	Htr3a_tdTpositive_cell_73	Htr3a_tdTpositive_cell_74	Htr3a_tdTpositive_cell_103	Htr3a_tdTpositive_cell_115	Htr3a_tdTpositive_cell_119	Vip_tdTpositive_cell_3	Vip_tdTpositive_cell_11	Vip_tdTpositive_cell_15	Vip_tdTpositive_cell_17	Vip_tdTpositive_cell_23	Vip_tdTpositive_cell_70	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Htr2b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.09	0.49
Igf2bp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6	0.0	0.88	1.23	0.97	1.26
Il11ra2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.13	0.0	0.0	0.0	0.05	0.0	0.0	0.0	1.27	4.28	1.89	1.73	1.86	1.4
Iqcd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.99	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.77	0.0	0.0	0.36	0.0	0.21	2.09	1.52	2.09
Itgae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	21.52	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.18	0.07	0.21
Itpr1	0.0	0.02	0.0	0.0	0.09	0.0	7.37	0.0	15.76	0.02	0.0	0.0	0.33	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85	0.03	0.0	0.0	6.68	0.0	0.0	0.0	64.04	43.81	49.96	211.99	196.39	212.52
Kctd9	0.0	0.06	0.0	0.0	0.63	0.0	0.0	0.0	50.6	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	1.63	2.19	11.47	10.83	11.3
Khdc1c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0
Kif4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71	0.67	0.75
Lhx3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.13	0.0
Lpcat2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.16	0.0	0.0	1.42	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.77	1.35	6.07	8.45	10.22	10.55
Lrrc19	0.0	0.21	0.0	0.0	0.0	0.0	0.29	0.16	7.97	0.0	0.19	0.0	0.0	0.4	0.0	0.13	0.11	0.0	0.0	0.5	0.0	0.17	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.0	0.11	1.12	0.0	0.04	0.1	0.07
Lrrc34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.43	0.36	0.56
Lsm2	0.0	0.0	0.0	0.0	0.28	0.0	10.14	0.0	12.68	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.29	0.0	0.0	0.0	0.0	2.9	0.0	0.0	0.0	0.0	0.0	0.0	4.69	3.08	2.08	13.31	14.55	14.75
Mir674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.46	0.0
Mob3a	16.85	0.31	8.01	0.0	0.14	0.0	0.0	0.0	72.3	0.0	0.0	2.06	0.1	0.13	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.11	0.0	0.0	3.27	1.82	2.1	9.79	9.59	9.62
Mylk2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02
Myo5c	0.07	0.17	0.0	0.21	0.09	0.0	0.0	0.0	11.03	0.12	0.22	0.07	0.06	0.25	0.13	0.7	0.15	0.05	0.07	0.0	0.06	0.27	0.0	0.05	0.07	0.0	0.34	0.04	0.0	0.06	0.07	0.18	1.32	1.52	3.22	2.07	2.65
Nt5e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.1	0.0	4.78	5.72	4.4
Numb	0.0	0.11	0.0	0.0	0.0	99.15	0.0	0.0	165.68	13.53	0.0	77.6	0.0	0.0	0.0	0.0	66.83	192.43	0.0	24.05	0.0	0.0	4.21	54.45	7.6	0.0	0.0	0.0	0.0	0.0	0.0	53.86	35.85	42.17	32.4	29.55	34.1
Nup93	0.0	0.0	0.28	0.0	0.19	0.0	0.0	0.0	24.43	0.06	0.0	9.64	0.0	0.12	0.14	0.0	0.21	0.36	0.69	0.0	3.68	8.54	0.0	0.0	0.0	0.0	0.0	0.0	0.39	6.61	0.0	21.26	30.52	43.11	19.77	20.05	22.78
Olig3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.15
Opn4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.22	0.33	0.78
Orai3	0.0	0.0	0.23	0.25	0.28	0.19	0.0	0.0	37.12	0.28	0.26	0.0	0.17	0.05	0.0	0.0	0.19	0.0	0.2	0.0	0.0	0.22	0.46	0.0	10.45	0.0	0.38	0.56	0.25	0.0	0.24	1.96	2.43	2.81	21.92	22.88	20.54
Orc1	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	6.84	0.0	0.0	0.0	0.55	0.0	0.0	0.0	4.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	1.23	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.23	0.52	0.18	0.54
Parp10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.21	2.24	1.97	2.25
Pcdh19	19.55	8.86	0.0	0.0	17.0	25.39	34.61	0.0	42.27	0.0	0.0	57.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.58	28.7	0.0	24.78	0.0	0.0	39.35	0.0	2.12	2.32	1.71	14.46	14.27	13.79
Pcdha12	0.0	0.0	3.5	0.0	0.0	0.0	0.0	0.0	35.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.67	3.37	7.22	10.93	11.99	10.53
Pdcd7	0.0	1.24	0.0	0.0	0.0	0.0	0.0	0.0	20.27	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.77	0.0	0.0	4.69	0.0	0.0	0.0	0.0	0.0	0.0	12.59	0.0	9.75	8.99	5.25	22.38	23.06	22.47
Pdk3	0.0	0.1	0.0	0.0	0.0	0.0	0.76	5.44	10.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.61	0.0	0.0	0.38	0.0	0.0	0.0	0.0	9.93	5.9	8.75	38.63	36.34	39.56
Poc1a	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.64	0.0	0.0	0.0	10.73	0.0	0.0	0.0	0.0	0.0	16.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.03	9.4	8.45	9.79	9.44	10.41
Podxl2	0.0	0.0	0.0	0.0	0.09	0.0	4.58	0.0	2.73	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.17	0.18	126.83	155.0	146.28
Pou2f2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82	0.42	0.21	4.68	3.6	5.8
Prmt3	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	2.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.0	0.91	0.0	0.0	0.0	0.0	0.0	0.0	3.71	4.28	7.11	21.73	23.39	24.22
Pus7	11.26	2.08	0.27	0.59	0.5	0.23	0.12	0.39	12.06	0.0	0.0	0.0	3.32	0.53	0.0	0.56	0.0	0.52	0.28	0.31	0.7	2.41	0.09	0.54	0.0	0.36	1.6	0.24	0.0	0.36	5.61	2.24	3.83	6.69	15.45	14.66	14.87
Rab13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.94	0.0	0.0	0.0	0.0	0.0	18.41	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.88	2.66	2.35	7.25	6.74	7.77
Rab40c	0.0	0.0	0.0	0.0	0.0	0.0	1.99	0.0	22.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.84	0.0	0.0	0.0	0.0	0.23	0.0	1.24	0.0	0.0	0.0	0.0	8.37	6.85	5.5	42.0	45.32	41.57
Rarb	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	27.45	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	21.59	22.3	17.81
Rfc5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.97	5.04	4.27	12.53	13.81	12.75
Rnase10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.14
Ror2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62	0.75	0.51
Rpia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	10.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.02	0.59	0.79	11.67	10.89	11.81
Rps6kc1	0.0	0.0	41.9	0.0	0.09	0.0	36.76	0.0	1.34	9.93	0.13	0.0	29.54	0.0	22.12	0.0	70.61	0.0	0.0	31.22	0.0	0.0	38.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.01	6.07	12.95	33.42	33.68	34.58
Sag	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.91	2.29	2.03
Samd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.19	0.0	2.32	0.67	1.01	22.06	22.74	23.66
Sart3	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	23.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.57	0.0	1.26	0.0	0.0	0.0	0.0	0.0	0.0	3.06	1.72	0.29	32.69	35.28	33.58
Sfrp1	0.0	0.04	0.2	0.12	0.0	0.0	0.09	0.14	9.7	0.07	0.4	0.1	0.0	0.32	0.58	0.0	0.0	0.44	0.15	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.24	0.29	0.0	0.0	0.0	1.83	0.08	0.0	5.61	5.56	5.12
Sh3pxd2a	0.1	0.01	0.0	0.0	0.0	0.0	1.75	0.0	0.0	0.0	0.06	0.0	0.03	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.86	0.06	0.27	0.0	0.02	0.0	0.0	0.17	0.39	0.26	19.99	19.21	19.26
Shc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.11	0.65	0.0	0.0	0.16	0.0	0.0	0.2	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	8.94	9.62	8.87
Slc22a13b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	1.06	1.51	1.22	1.17
Slc25a18	0.0	0.0	0.0	0.0	0.0	0.0	1.13	0.0	49.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.09	2.08	68.57	74.11	75.37
Slc2a9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.67	1.21	0.84
Slc47a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.15	3.07	1.74
Spata17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54	0.0	0.23	0.58	0.61
Srp54a	0.0	1.18	34.93	0.0	47.08	0.0	8.55	31.14	100.94	10.96	0.0	22.24	9.49	0.0	18.3	0.0	24.83	35.7	17.32	0.0	0.0	0.0	12.13	6.17	21.11	0.0	28.62	5.69	6.63	92.16	0.0	19.53	23.65	25.23	26.55	24.93	28.66
Tfap4	0.0	0.0	0.0	0.0	0.0	0.0	1.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.33	2.63	2.34	2.37
Tmem160	0.0	0.0	0.0	0.0	0.0	0.0	1.95	0.0	9.22	0.0	0.0	3.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.02	1.67	0.0	0.0	0.0	0.0	0.0	0.0	4.63	1.33	1.35	41.54	54.71	48.69
Tmem194	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.04	0.0	0.0	0.0	1.2	1.15	1.16	3.2	2.72	3.53
Tmem40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69	0.0	0.0	2.93	2.87	4.5
Tmprss7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.58	0.13	2.42	1.91	2.48	1.93
Tnnc1	0.0	0.0	0.0	0.0	0.0	17.37	0.0	0.0	30.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.72	0.0	2.11	19.43	15.97	19.46
Ttll11	0.0	0.0	0.0	0.0	0.0	2.51	0.0	0.0	14.42	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	1.73	28.31	0.0	2.42	6.8	6.42	33.44	32.55	33.62
Tymp	0.0	0.0	0.0	0.0	0.0	0.0	1.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56	2.31	2.95	2.93
Vmac	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	2.74	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.66	3.14	0.53	8.64	10.91	11.02
Vmn2r107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Vps37d	0.0	0.0	0.0	0.0	0.15	7.63	0.0	0.0	11.92	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	0.0	0.0	1.21	0.0	0.0	0.0	0.0	0.24	0.27	0.28	24.24	31.01	24.14
Wisp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.7	5.9	2.26	2.48	1.86	1.87
Wscd1	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	4.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.85	3.14	7.99	63.53	68.22	74.36
Zbtb34	0.35	0.2	0.0	0.22	0.07	0.26	0.08	0.38	13.0	0.08	0.17	0.18	0.15	0.37	0.39	0.52	0.05	0.0	0.14	0.28	0.47	0.0	0.19	0.0	0.14	0.0	0.23	0.35	0.07	0.63	0.12	1.94	2.06	1.46	10.73	10.32	10.94
Zbtb45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.02	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.24	1.78	0.98	23.88	26.56	24.8
Zfp229	0.0	0.0	0.0	0.0	0.04	0.0	0.08	0.22	0.71	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.16	0.05	0.0	0.0	0.0	0.33	0.08	0.24	1.09	1.22	1.45
Zfp389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98	0.92	1.01
Zfp458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.64	0.0	0.0	0.0	0.0	0.0	0.0	1.7	5.49	5.45	3.85	2.68	3.6
Zfp51	3.42	0.0	0.0	0.0	0.36	1.35	1.36	2.65	53.95	0.15	3.39	2.86	0.0	5.13	0.0	0.0	0.0	11.29	0.72	0.0	0.15	0.01	0.12	0.96	0.0	0.0	0.0	2.83	0.0	0.0	0.0	28.59	13.89	16.9	3.78	2.27	2.49
Zfp78	0.0	0.18	0.0	0.0	0.06	0.08	5.14	0.09	23.49	0.0	0.2	17.31	0.15	0.16	0.18	0.0	0.14	0.0	0.4	0.09	0.06	0.2	0.07	0.15	12.69	0.13	2.71	0.2	0.21	8.09	0.0	4.39	4.73	4.18	1.29	1.92	1.79
Zfp783	0.0	0.0	0.0	0.0	0.22	0.0	0.08	0.0	3.09	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.63	4.18	4.26	4.66
Zhx2	0.0	0.0	0.0	0.0	0.0	0.84	0.0	0.0	11.26	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.69	0.61	0.0	0.0	0.0	0.34	0.23	1.1	7.08	8.25	8.34
Zkscan5	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	2.81	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	9.37	5.05	1.45	9.52	9.67	9.31
c13_tRNA-Met-i	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c2_tRNA-His-CAY_	0.0	0.0	0.0	0.0	2.71	0.0	5.51	0.0	14.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c3_tRNA-His-CAY_	0.0	0.0	0.0	0.0	3.61	0.0	7.34	0.0	19.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.56	0.0	0.0
c3_tRNA-Met-i	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c4_tRNA-His-CAY_	0.0	0.0	0.0	0.0	0.9	0.0	1.84	0.0	4.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
