	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_77	Cux2_tdTpositive_cell_98	Gad2_tdTpositive_cell_8	Htr3a_tdTpositive_cell_83	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_14	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_29	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_70	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_8	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_76	Sst_tdTpositive_cell_79	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_92	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Gpc5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	0.0	0.0	3.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.67	0.0	33.77	35.5	36.48
Grhl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.2	0.13	0.18
H2-M3	0.0	0.0	20.57	0.0	0.0	0.0	0.0	92.48	31.25	0.0	96.7	0.0	0.0	58.8	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.9	0.0	0.0	115.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.71	0.0	3.65	3.63	3.98
Hcn2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.09	0.0	0.18	0.0	0.0	0.0	0.0	0.2	0.26	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.07	0.18	0.28	0.0	0.3	0.09	0.0	0.0	0.11	0.0	92.46	107.87	102.63
Homer1	0.0	1.58	20.13	0.06	19.68	18.13	28.41	0.0	0.18	1.64	0.29	48.91	2.86	1.79	7.48	26.51	19.39	0.0	1.13	27.36	0.0	5.78	0.0	0.0	15.87	0.0	34.09	2.27	75.85	9.8	66.55	110.27	38.81	0.0	16.63	12.8	18.15	0.15	16.74	83.5	55.45	61.95	109.75	88.93	100.72
Inhbc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.1
Iqsec2	3.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.62	0.0	0.03	0.0	0.0	7.49	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	3.07	0.8	2.56	0.7	0.03	18.82	0.04	0.11	0.21	0.0	0.0	0.0	0.44	0.85	0.98	2.44	87.13	87.02	96.39
Jph4	0.0	1.46	0.6	0.0	2.53	0.2	0.23	11.88	0.0	0.75	0.03	0.09	0.72	1.64	24.85	14.17	0.81	1.32	1.03	0.0	2.07	0.0	0.0	0.6	2.76	3.1	0.06	0.05	8.07	0.57	37.76	29.57	10.34	0.84	0.0	0.0	2.75	0.0	1.03	3.89	9.58	6.98	201.25	207.8	201.7
Kcnk10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.89	6.57	0.0	0.0	0.81	0.12	14.6	0.0	0.0	1.2	0.0	1.06	0.54	0.41	4.25	4.33	3.7
LOC100504608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.42	0.15
Lrrc15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.05	0.02
Lrrc26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.59	0.0	3.68	3.92	4.12
Mpst	0.0	0.0	0.0	0.0	0.0	0.0	0.62	0.0	0.0	0.06	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.22	0.0	0.0	0.0	0.0	0.0	0.0	78.56	0.0	0.0	0.0	0.0	0.0	21.21	0.0	0.71	0.0	0.0	32.51	38.56	38.84
Msh4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.06
Mtap7d1	15.1	10.31	9.04	15.05	0.0	20.14	29.52	0.89	11.89	20.45	0.0	0.0	0.0	0.39	1.46	25.58	0.0	0.0	23.08	8.93	24.23	18.72	1.92	24.67	0.0	0.0	1.29	14.67	21.42	13.88	35.53	67.34	19.43	26.77	41.44	10.18	35.79	0.48	19.65	18.67	16.78	28.18	184.55	212.08	197.8
Ngdn	89.95	0.0	35.18	2.28	125.77	30.85	133.54	33.95	80.79	41.06	216.68	3.65	0.18	34.26	16.95	0.0	34.0	80.77	0.0	39.01	53.08	0.0	0.0	73.11	0.0	0.0	45.95	108.52	95.58	0.0	177.76	283.64	149.03	44.96	0.0	64.6	203.11	79.95	53.44	98.76	96.43	102.67	19.25	23.02	20.74
Ngef	4.89	0.0	0.75	0.0	3.94	0.0	0.29	0.0	0.0	1.27	0.43	2.27	0.04	1.01	0.0	0.0	0.1	7.77	0.0	17.24	0.0	0.0	0.0	0.83	0.0	11.36	0.0	0.36	18.92	30.82	0.0	0.0	0.0	5.65	24.66	0.0	0.0	6.85	0.0	26.46	40.03	38.99	293.26	311.79	319.16
Ninj1	0.0	0.33	0.62	47.23	0.0	0.0	0.0	23.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.66	0.0	0.0	0.0	26.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	127.92	0.0	0.0	0.0	0.0	0.0	19.38	8.93	3.81	5.64	4.11	21.07	31.23	24.68
Nkx6-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.09
Nmnat1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.06	0.0	0.0	78.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.72	9.77	25.41	7.54	6.2	6.36
Npy	138375.8	64781.64	173305.25	115124.65	12448.57	16044.9	13383.72	132042.44	105008.15	149629.49	134232.96	105498.11	116117.28	132052.33	122963.43	102118.34	130527.91	173863.58	126989.03	166048.87	191162.16	154857.31	124150.07	134158.33	153405.37	147732.76	141010.39	151963.58	985.16	145032.54	28240.98	13964.96	180453.32	128781.07	137945.15	49931.63	95298.15	137580.94	65503.76	0.6	0.0	0.7	214.21	196.57	200.76
Nron	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.06
Nt5c1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.57	5.59	5.75
Opn1sw	0.0	0.0	0.28	0.11	0.0	0.12	0.09	0.08	0.44	0.28	0.0	0.27	0.0	0.35	0.16	0.0	0.09	0.09	0.12	0.38	0.09	0.1	0.27	0.0	0.16	0.12	0.0	0.0	0.49	0.15	0.19	15.8	0.07	0.39	0.4	0.0	0.16	0.0	0.0	0.75	0.2	0.0	0.6	0.49	0.59
Oxct2a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.09	0.29	0.21
Pcid2	32.0	55.23	0.0	30.33	107.57	26.92	0.0	37.89	39.38	0.0	0.0	95.77	60.53	0.0	90.47	0.0	42.77	0.21	0.0	0.0	0.0	0.0	50.84	44.56	0.0	32.43	3.08	0.0	14.77	34.37	0.11	172.4	0.0	0.12	0.0	0.52	0.0	75.45	0.0	26.57	37.27	31.67	30.98	30.33	28.12
Pex7	0.36	0.0	0.0	0.59	7.31	0.0	0.0	0.0	0.61	0.0	0.0	0.0	0.87	0.17	0.43	0.0	2.04	0.0	0.81	30.9	0.0	0.0	0.0	0.0	0.0	0.0	8.68	2.2	18.88	0.0	0.0	89.58	30.96	0.0	0.0	0.0	0.0	0.0	0.0	3.5	3.64	6.19	31.55	31.4	30.73
Phc2	0.0	0.86	4.57	0.0	0.0	0.0	0.0	0.0	1.15	0.0	0.0	0.21	0.0	0.0	28.04	0.0	0.0	0.39	0.0	18.13	0.0	0.0	0.0	0.0	0.87	0.0	0.0	0.0	6.51	0.0	0.0	44.41	0.0	1.61	0.0	0.0	0.9	0.0	0.0	2.11	6.49	4.91	62.58	72.31	66.96
Pin1	27.4	16.77	18.54	38.45	2.02	16.83	25.7	25.66	25.66	50.62	14.54	0.4	0.81	32.78	28.55	38.57	2.07	14.39	14.47	33.43	14.92	27.17	9.27	20.16	11.43	14.04	1.91	34.35	53.84	13.27	21.66	68.94	36.56	23.64	33.12	18.94	16.23	39.04	42.93	38.1	51.59	41.22	38.67	41.94	39.78
Pkdcc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.29	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.12	0.0	0.0	8.84	9.75	9.6
Plag1	0.0	0.0	0.0	0.1	0.12	0.21	0.0	0.07	0.26	0.0	0.03	0.2	0.07	0.0	0.21	0.04	0.0	0.03	0.0	0.0	0.0	0.0	0.12	0.22	0.0	0.18	0.0	0.0	0.19	0.06	0.08	0.36	0.19	0.04	0.28	0.14	0.18	0.0	0.1	0.7	1.84	1.86	2.69	2.08	2.71
Plod1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.27	0.0	0.0	0.0	0.0	0.0	9.04	0.0	26.27	0.0	0.0	0.0	0.0	20.67	0.0	0.0	0.0	0.0	1.92	13.37	15.04	14.97
Ppp1r3e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	19.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	10.62	12.07	11.13
Prss23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.81	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.27	49.12	37.29	12.42	14.43	14.27
Ptrh1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.61	0.0	0.0	86.02	0.0	31.85	0.0	0.0	0.0	0.0	0.0	0.34	0.79	2.38	6.58	7.54	5.56
Rad51	4.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.96	0.0	0.0	0.0	0.15	6.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.85	7.43	0.0	0.83	0.0	0.0	0.0	0.0	2.67	0.0	1.14	1.44	1.83	1.2
Rap1a	15.5	52.09	31.11	0.39	0.0	0.0	0.0	41.76	0.0	0.12	0.0	0.0	0.0	0.0	68.0	0.0	0.0	19.34	0.0	18.24	20.69	0.0	9.91	1.38	11.82	49.31	0.0	0.0	35.12	0.0	2.64	93.47	21.65	0.0	41.03	0.0	4.92	0.0	25.08	14.23	14.14	10.7	74.21	65.82	72.21
Rasl12	0.26	0.22	0.0	0.0	0.28	0.16	0.0	0.17	0.16	0.34	0.29	0.17	0.01	0.62	0.2	0.21	0.0	0.0	0.15	0.0	0.0	0.12	0.13	0.33	0.0	0.0	0.0	0.14	1.0	0.31	0.07	78.86	0.33	0.34	0.08	0.14	0.0	0.0	0.0	0.0	0.42	0.19	5.66	4.41	6.34
Rbm19	0.0	0.0	0.0	0.0	4.59	0.0	0.0	1.34	0.0	1.61	6.47	0.0	0.0	0.0	0.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.0	0.0	19.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	1.47	1.13	8.29	9.73	8.3
Rhot2	0.0	40.59	59.69	0.0	5.33	0.0	0.0	0.0	1.04	0.08	30.33	0.09	0.0	0.99	36.72	0.0	48.77	11.41	22.9	33.88	0.0	0.0	36.19	0.37	0.0	0.0	0.0	0.0	5.24	0.1	58.5	123.97	0.08	0.0	0.0	0.97	1.91	0.11	0.0	9.77	11.76	7.29	61.7	63.32	63.1
Rmrp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rnaset2b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	5.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.68	15.8	0.0	6.4	18.18	2.86	0.0	0.0	0.0	79.81	0.0	0.0	4.24	0.0	0.0	0.0	0.0	0.0	0.0	4.63	18.72	21.85	27.23
Setmar	0.0	0.0	0.0	0.0	0.0	0.0	4.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.47	0.0	0.0	84.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.89	13.25	21.25	8.36	7.35	7.67
Slc35f2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.12	2.68	0.68	4.04	3.91	4.29
Slc39a3	18.59	0.0	0.0	0.0	2.3	0.0	0.0	0.0	51.07	0.0	0.03	0.0	0.0	0.0	49.63	1.42	0.0	1.64	1.26	0.0	0.0	0.0	0.0	0.06	0.4	0.0	0.0	0.0	4.77	5.6	0.05	54.5	0.0	0.0	1.84	0.57	0.0	0.09	2.82	1.03	3.27	2.79	60.42	61.8	64.04
Slc47a1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	3.15	3.07	1.74
Slc6a20b	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.78	2.94	5.03	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	2.02	0.0	0.0	0.0	0.09	0.0	1.0	44.18	0.0	0.0	19.83	0.0	0.06	0.0	4.66	0.18	0.11	0.11	0.12	0.02	0.09
Slmo1	38.84	6.92	65.32	0.3	5.96	20.74	0.35	0.1	15.0	0.39	0.17	0.31	0.25	51.39	45.01	24.23	109.9	44.27	1.18	57.41	0.22	0.58	0.21	70.48	0.53	44.34	59.31	0.02	13.57	0.09	0.09	277.97	44.46	36.61	34.11	0.61	62.73	0.0	0.0	30.58	45.21	45.98	33.1	32.1	34.86
Spata19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	3.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.0	0.28	1.07
Sytl4	0.15	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.07	0.07	0.0	0.17	0.0	13.04	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.02	0.0	0.82	0.42	0.33
Tceal7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2	4.43	5.91	3.44	2.95	1.72
Tfpt	8.49	12.76	40.81	6.55	0.0	35.79	0.0	30.74	18.07	0.0	0.0	0.0	0.0	0.0	10.29	23.26	29.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.12	0.55	23.84	0.0	10.05	2.17	28.38	56.96	38.37	0.0	18.01	0.0	0.0	24.18	1.33	16.41	21.51	12.83	26.76	32.96	29.27
Tgfbr3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.89	0.0	0.0	23.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.85	0.06	0.0	5.67	6.28	5.26
Tmem40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.31	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69	0.0	0.0	2.93	2.87	4.5
Trim16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.06	0.0	0.0	0.0	0.0	0.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.14	1.16	1.22
Trpv1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.46	0.24	0.0	33.99	0.0	0.0	0.0	20.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.24
Trpv3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.14	0.0	0.36	0.42	0.67
Ube2j2	0.98	1.18	1.24	1.33	0.96	2.87	8.27	2.32	1.06	1.42	1.2	7.1	0.62	1.04	1.82	1.52	0.9	2.24	6.63	2.95	0.92	0.53	1.91	0.67	5.16	2.08	1.15	2.42	6.05	0.66	1.67	7.08	2.73	2.36	0.74	1.16	1.95	1.62	1.93	4.66	2.89	2.9	7.7	8.8	8.38
Wdfy4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.93	0.73	1.16
Zbtb8b	0.31	0.21	1.14	0.25	0.71	0.36	0.86	0.35	0.55	0.49	0.27	0.37	0.44	0.31	0.66	0.13	0.09	0.08	0.18	0.1	0.13	1.54	0.64	0.34	0.51	0.0	0.36	0.14	1.15	0.85	0.36	42.06	0.21	0.69	0.34	0.19	0.18	0.0	0.17	2.0	2.27	2.55	4.53	5.45	5.08
c5_tRNA-Ala-GCY_	0.0	64.58	94.85	12.53	0.0	12.62	0.0	7.81	113.53	0.0	44.07	0.0	0.0	61.46	0.0	11.08	13.39	0.0	0.0	13.75	0.0	0.0	0.0	0.0	0.0	0.0	25.91	0.0	22.58	0.0	0.0	122.8	0.0	64.25	36.79	0.0	8.89	0.0	0.0	0.0	0.0	0.0	90.39	84.63	75.42
mt_AK131577	2332.54	497.75	729.87	1075.15	1241.89	897.81	1740.55	1434.28	1432.28	1040.04	1263.81	1078.56	1746.06	1051.38	1454.66	793.39	1060.94	1006.07	1113.29	594.69	1416.58	2085.68	1038.29	1262.48	1047.52	1585.46	1060.54	1216.13	2144.09	1016.28	2016.34	2265.86	1141.51	883.44	885.59	1744.92	1150.63	850.74	930.68	1815.08	1813.18	1570.81	4857.0	4144.16	4779.18
mt_AK131589	0.0	0.0	0.0	0.0	17.54	0.0	0.0	0.0	0.0	0.0	60.37	14.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.76	9.84	0.0	0.0	0.0	0.0	255.14	834.15	376.34	57.67	14.75	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mt_AK132015	2332.54	497.75	729.87	1075.15	1241.89	897.81	1740.55	1434.28	1432.28	1040.04	1263.81	1078.56	1746.06	1051.38	1454.66	793.39	1060.94	1006.07	1113.29	594.69	1416.58	2085.68	1038.29	1262.48	1047.52	1585.46	1060.54	1216.13	2144.09	1016.28	2016.34	2265.86	1141.51	883.44	885.59	1744.92	1150.63	850.74	930.68	1815.08	1813.18	1570.81	4857.0	4144.16	4779.18
mt_AK132098	2332.54	497.75	729.87	1075.15	1241.89	897.81	1740.55	1434.28	1432.28	1040.04	1263.81	1078.56	1746.06	1051.38	1454.66	793.39	1060.94	1006.07	1113.29	594.69	1416.58	2085.68	1038.29	1262.48	1047.52	1585.46	1060.54	1216.13	2144.09	1016.28	2016.34	2265.86	1141.51	883.44	885.59	1744.92	1150.63	850.74	930.68	1815.08	1813.18	1570.81	4857.0	4144.16	4779.18
mt_AK167037	2332.54	497.75	729.87	1075.15	1241.89	897.81	1740.55	1434.28	1432.28	1040.04	1263.81	1078.56	1746.06	1051.38	1454.66	793.39	1060.94	1006.07	1113.29	594.69	1416.58	2085.68	1038.29	1262.48	1047.52	1585.46	1060.54	1216.13	2144.09	1016.28	2016.34	2265.86	1141.51	883.44	885.59	1744.92	1150.63	850.74	930.68	1815.08	1813.18	1570.81	4857.0	4144.16	4779.18
mt_EF437370	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
