	Gad2_tdTpositive_cell_55	Nkx2.1_tdTpositive_cell_18	Pvalb_tdTpositive_cell_2	Pvalb_tdTpositive_cell_3	Pvalb_tdTpositive_cell_4	Pvalb_tdTpositive_cell_5	Pvalb_tdTpositive_cell_6	Pvalb_tdTpositive_cell_9	Pvalb_tdTpositive_cell_12	Pvalb_tdTpositive_cell_17	Pvalb_tdTpositive_cell_21	Pvalb_tdTpositive_cell_22	Pvalb_tdTpositive_cell_35	Pvalb_tdTpositive_cell_40	Pvalb_tdTpositive_cell_46	Pvalb_tdTpositive_cell_47	Pvalb_tdTpositive_cell_69	Pvalb_tdTpositive_cell_70	Pvalb_tdTpositive_cell_75	PvalbD.Slc32a1_tdTpositive_cell_17	PvalbD.Slc32a1_tdTpositive_cell_18	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbF.Gad2_tdTpositive_cell_5	PvalbF.Gad2_tdTpositive_cell_14	PvalbF.Gad2_tdTpositive_cell_15	PvalbF.Gad2_tdTpositive_cell_30	PvalbF.Gad2_tdTpositive_cell_40	PvalbF.Gad2_tdTpositive_cell_42	Rbp4_tdTpositive_cell_51	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Plscr3	14.64	0.0	0.0	20.63	0.0	0.0	14.95	0.0	0.0	0.0	9.36	0.39	0.0	0.0	0.0	0.0	0.0	30.75	0.0	0.0	0.0	0.0	0.59	0.0	0.0	0.0	0.0	0.0	0.0	12.29	13.6	11.0
Plxnd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.32	48.04	46.87
Polr3e	0.0	0.5	0.0	4.35	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	19.88	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	2.74	0.0	0.0	23.61	27.48	23.53
Ppara	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1	1.94	2.31
Ppcs	0.0	10.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.79	1.09	0.0	0.0	21.25	25.74	0.0	31.14	0.0	0.0	0.0	0.0	7.98	10.85	8.74
Ptplb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.01	0.0	32.51	0.0	13.77	0.0	6.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.26	23.76	24.49
Raver1-fdx1l	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.95	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	2.96	4.62	3.54
Reep4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.09	0.0	0.0	2.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.58	3.54	3.14
Rpl13	10.95	16.53	17.71	41.91	39.64	36.36	24.57	51.37	23.68	11.24	7.52	35.43	76.53	16.24	110.38	89.09	16.21	15.45	74.27	0.0	13.61	33.98	34.93	36.01	0.0	4.39	28.89	19.55	1.85	510.21	616.96	603.97
Rps6ka6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.62	2.94	3.43
Rtf1	0.12	0.8	12.42	1.43	0.0	18.77	2.05	29.49	1.39	3.91	0.0	0.14	6.16	1.3	17.47	5.97	0.18	42.1	0.47	1.95	3.66	15.57	0.18	0.43	2.15	5.15	0.0	42.92	0.04	51.07	46.92	51.09
Scarna3a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4	2.48
Scgb1c1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0
Sfrp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.08	0.0	0.0	27.8	0.0	0.0	0.0	16.23	0.0	5.04	0.0	0.0	0.0	0.0	0.0	1.44	2.1	1.79
Slc22a13b	0.0	42.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.81	0.0	0.0	5.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.14	1.51	1.22	1.17
Slc2a8	0.28	0.0	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.87	0.0	0.0	0.0	18.64	0.0	0.0	15.21	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.79	26.38	27.3
Slco6c1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.04
Snora41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.26	0.0	72.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.56	2.41	1.32
Spns3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.34	15.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.15	0.39
Stk11	0.0	22.06	0.74	0.0	0.16	71.21	13.68	0.0	0.0	0.0	0.0	87.67	0.35	0.0	0.0	0.0	0.0	140.26	1.73	0.0	8.06	0.0	14.07	0.63	29.72	0.0	25.24	0.0	0.0	71.22	81.33	72.57
Stx3	3.98	12.31	0.0	0.0	0.0	0.0	1.69	0.0	27.11	0.0	1.29	0.0	0.0	13.65	0.0	24.06	5.62	124.57	12.77	5.57	34.63	0.0	40.98	0.0	0.0	45.97	0.44	10.13	0.0	33.96	34.94	34.1
Tas2r137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1
Tatdn2	0.0	0.63	2.45	0.0	0.0	2.5	1.03	6.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6	1.97	5.68	0.0	0.0	1.08	1.89	1.85	2.65	0.0	2.45	11.55	2.22	0.0	35.62	36.09	36.28
Tm7sf2	9.89	17.33	23.67	0.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.81	74.41	10.34	32.01	9.57	42.47	0.0	0.0	0.0	42.82	0.0	41.75	22.0	26.19	23.21
Tmcc1	0.0	0.0	1.74	24.36	10.37	0.0	2.42	0.0	25.44	0.0	20.62	6.1	0.96	6.92	1.05	7.53	2.26	49.7	16.87	0.0	18.92	12.44	3.39	12.36	4.67	0.75	0.09	9.69	0.03	39.25	38.54	38.8
Tmem211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0
Trim43b	5.38	1.55	1.94	10.45	3.46	0.1	2.65	1.86	1.94	1.54	1.83	5.22	7.64	2.29	6.07	4.13	6.36	20.05	3.95	2.51	2.93	2.04	3.12	2.27	4.88	6.04	5.4	1.36	4.27	3.67	2.53	3.12
Trip13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.53	0.99
Tspan33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.71	24.7	24.78
Tspan8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.71	0.0	0.0	0.0	0.74	0.96	0.15
Ttc39d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Tulp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0
Vax2os2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Wdr47	53.71	11.73	17.69	23.55	0.0	20.55	65.26	19.34	2.18	46.9	23.58	20.65	17.27	27.67	0.0	39.34	30.93	141.21	46.95	4.66	14.95	50.99	26.98	14.69	98.35	10.27	48.45	29.62	0.0	99.53	98.5	93.79
Wdr90	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	11.27	11.47	12.22
Zbed6	0.0	1.16	0.0	0.0	0.0	0.0	0.07	0.0	11.53	0.0	0.0	0.0	0.11	0.0	0.0	6.71	0.0	30.83	0.0	0.0	0.0	0.0	0.08	0.0	0.0	8.32	0.0	0.18	0.0	32.02	25.57	32.1
Zbtb42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.69	0.55
Zfp580	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.6	0.0	12.18	0.0	0.0	0.0	1.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.5	33.72	36.61
Zfp608	0.0	3.59	0.38	4.35	0.0	0.39	1.1	4.93	0.0	0.0	7.15	0.26	2.23	3.96	1.96	1.71	4.16	17.99	3.23	0.0	0.93	9.21	0.0	0.0	0.0	0.0	0.0	0.0	0.57	10.12	9.02	10.68
Zfp74	10.16	0.0	0.0	3.57	9.87	0.0	0.17	8.13	8.45	0.15	0.0	0.0	0.0	0.32	0.16	0.0	0.0	39.38	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.15	0.1	1.57	0.0	10.37	9.43	10.5
Zp3r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
