	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_77	Gad2_tdTpositive_cell_18	Gad2_tdTpositive_cell_49	Gad2_tdTpositive_cell_64	Ndnf_tdTpositive_cell_16	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_25	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_52	Nos1_tdTpositive_cell_55	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_68	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_79	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_96	Sst_tdTpositive_cell_101	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Plekhh1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	1.18	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	17.46	17.52	20.61
Pon2	36.36	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.21	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.75	47.84	54.54
Ptrf	19.43	0.0	19.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81	0.0	17.85	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	3.56	0.05	0.0	0.0	0.0	19.58	0.0	0.0	3.1	0.0	0.0	12.06	14.09	11.56
Rasgrp4	7.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.36	3.32	3.14
Ror2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62	0.75	0.51
Sbf1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.87	0.0	14.74	0.0	7.35	0.06	0.97	0.0	3.29	0.0	0.08	0.0	8.75	0.0	1.15	0.0	20.83	3.44	4.77	2.01	0.0	0.18	0.0	14.68	0.0	0.0	5.29	87.42	87.58	93.92
Serpina3g	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.57	0.31
Shcbp1	64.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88	0.92	0.91
Slc4a4	47.44	0.05	11.78	0.62	0.09	8.94	0.14	7.89	11.16	1.54	7.24	24.09	48.27	28.84	11.72	22.92	56.95	0.42	0.0	12.56	14.47	23.36	5.0	0.0	6.55	19.05	0.0	17.73	14.28	0.06	22.81	4.1	0.0	2.5	69.79	64.08	73.14
Srebf1	21.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.38	0.17	0.0	0.0	0.73	9.23	0.0	0.0	4.05	0.0	2.44	0.34	0.0	0.07	0.0	0.0	0.0	10.2	2.89	0.04	0.0	0.0	16.48	24.46	27.8	28.11
Stom	21.81	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.04	0.0	17.12	0.09	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.99	11.15	10.18
Tjp2	0.0	0.55	0.0	0.0	0.98	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.41	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	17.17	16.31	18.99
Tln2	19.68	3.22	1.01	0.17	0.05	0.8	0.1	2.73	4.63	7.22	6.49	4.98	4.34	1.22	4.14	12.61	6.63	0.0	0.06	0.22	0.24	1.47	0.11	3.16	5.04	0.09	3.3	0.05	2.77	0.15	4.42	8.51	0.13	15.91	35.9	34.01	36.54
Trpv6	3.93	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.95	4.88	4.61	4.78
Tsku	1.8	0.0	0.0	0.0	0.0	0.0	0.0	0.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.77	2.05	1.52
Tstd1	7.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.95	1.78	0.98
Wnk4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.44	0.0	0.0	1.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7	3.08	3.86
Xrra1	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.43	1.34	1.24
Zbtb32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.63	2.0	2.02
Zdhhc12	72.14	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.64	0.2	0.0	0.0	36.42	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	55.55	0.0	45.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.28	9.12	7.57
Zfp36l2	37.87	0.0	16.17	0.0	39.55	3.16	0.0	0.36	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.92	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.97	0.06	0.0	0.0	0.0	0.0	0.0	0.0	19.99	19.15	20.78
Zfp418	64.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.62	7.15	6.84	0.0	0.0	0.0	0.0	20.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.59	0.0	0.0	4.92	0.0	0.0	0.0	49.74	0.0	0.0	2.49	2.75	2.68
Zfp516	10.86	0.0	0.0	0.2	0.08	5.28	0.0	0.13	0.04	0.02	0.0	1.33	0.06	0.0	0.0	0.05	0.0	0.0	0.95	0.04	0.0	0.12	0.04	0.1	3.53	0.0	0.0	0.0	1.88	0.05	0.11	3.92	0.0	0.0	7.01	6.45	6.59
Zfp575	28.51	0.89	0.0	1.23	0.0	2.44	2.55	0.17	0.48	0.46	0.92	0.99	0.44	0.0	0.61	0.27	1.04	2.24	0.54	5.61	0.19	0.07	0.76	8.08	0.24	0.0	0.3	15.49	1.13	1.6	0.57	1.03	1.01	1.06	8.73	10.02	10.98
c1_tRNA-Ala-GCG	29.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.37	0.0	0.0
mt_AK131577	2332.54	497.75	1075.15	776.38	1267.61	1233.46	1152.55	1434.28	1746.06	1673.84	1167.03	1034.56	1454.66	1117.53	810.34	929.83	1113.29	1711.99	1099.33	2085.68	1262.48	1047.52	1585.46	1060.54	1340.98	1303.98	1016.28	1141.51	885.59	912.33	1150.63	850.74	740.23	1499.9	4857.0	4144.16	4779.18
mt_AK132015	2332.54	497.75	1075.15	776.38	1267.61	1233.46	1152.55	1434.28	1746.06	1673.84	1167.03	1034.56	1454.66	1117.53	810.34	929.83	1113.29	1711.99	1099.33	2085.68	1262.48	1047.52	1585.46	1060.54	1340.98	1303.98	1016.28	1141.51	885.59	912.33	1150.63	850.74	740.23	1499.9	4857.0	4144.16	4779.18
mt_AK132098	2332.54	497.75	1075.15	776.38	1267.61	1233.46	1152.55	1434.28	1746.06	1673.84	1167.03	1034.56	1454.66	1117.53	810.34	929.83	1113.29	1711.99	1099.33	2085.68	1262.48	1047.52	1585.46	1060.54	1340.98	1303.98	1016.28	1141.51	885.59	912.33	1150.63	850.74	740.23	1499.9	4857.0	4144.16	4779.18
mt_AK139402	68.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.22	20.63	0.0	0.0	0.0	0.0	0.0	0.0	4.31	0.0	6.05	0.0	1.82	0.0	4.84	0.0	6.91	7.15	0.0	0.0	0.0	0.0	0.0	8.56	0.0	0.0	35.78	50.34	47.54
mt_AK140457	483.47	26.06	78.56	102.98	35.7	0.0	295.21	358.32	138.82	411.36	60.73	210.08	426.61	373.65	111.91	154.38	167.45	296.93	147.41	644.62	287.24	563.82	78.37	405.19	428.47	347.29	134.46	174.72	239.0	91.1	290.7	263.69	198.59	223.5	2834.26	2375.87	3021.71
mt_AK167037	2332.54	497.75	1075.15	776.38	1267.61	1233.46	1152.55	1434.28	1746.06	1673.84	1167.03	1034.56	1454.66	1117.53	810.34	929.83	1113.29	1711.99	1099.33	2085.68	1262.48	1047.52	1585.46	1060.54	1340.98	1303.98	1016.28	1141.51	885.59	912.33	1150.63	850.74	740.23	1499.9	4857.0	4144.16	4779.18
