	Calb2_tdTpositive_cell_17	Calb2_tdTpositive_cell_21	Calb2_tdTpositive_cell_34	Calb2_tdTpositive_cell_37	Calb2_tdTpositive_cell_38	Calb2_tdTpositive_cell_40	Calb2_tdTpositive_cell_49	Calb2_tdTpositive_cell_52	Calb2_tdTpositive_cell_54	Calb2_tdTpositive_cell_56	Calb2_tdTpositive_cell_62	Cux2_tdTnegative_cell_1	Gad2_tdTpositive_cell_14	Gad2_tdTpositive_cell_15	Gad2_tdTpositive_cell_19	Gad2_tdTpositive_cell_23	Gad2_tdTpositive_cell_29	Gad2_tdTpositive_cell_34	Htr3a_tdTpositive_cell_14	Htr3a_tdTpositive_cell_27	Htr3a_tdTpositive_cell_34	Htr3a_tdTpositive_cell_36	Htr3a_tdTpositive_cell_45	Htr3a_tdTpositive_cell_48	Htr3a_tdTpositive_cell_76	Htr3a_tdTpositive_cell_81	Htr3a_tdTpositive_cell_104	Ndnf_tdTpositive_cell_20	Rbp4_tdTpositive_cell_165	Vip_tdTpositive_cell_6	Vip_tdTpositive_cell_25	Vip_tdTpositive_cell_34	Vip_tdTpositive_cell_40	Vip_tdTpositive_cell_45	Vip_tdTpositive_cell_48	Vip_tdTpositive_cell_50	Vip_tdTpositive_cell_51	Vip_tdTpositive_cell_52	Vip_tdTpositive_cell_63	Vip_tdTpositive_cell_65	Vip_tdTpositive_cell_67	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Gm20110	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.04	0.1
Gm2506	3.13	5.92	0.0	22.81	0.0	10.98	27.99	0.0	0.0	0.0	18.57	0.0	0.0	0.0	0.0	0.0	17.73	6.68	0.0	0.0	5.27	3.71	4.03	0.0	0.1	5.02	0.0	0.0	40.26	7.33	13.03	0.0	29.94	0.0	8.98	0.42	0.52	0.0	7.57	0.0	0.0	71.98	30.63	28.29	22.96
Gm833	0.0	2.24	0.0	0.0	0.0	0.0	0.37	0.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.47	0.0	0.38	0.0	0.4	0.0	0.0	0.0	0.42	0.0	0.0	0.0	0.0	0.34	0.07	0.14
Gpr137	0.0	0.0	0.0	0.0	0.0	0.0	65.03	97.66	0.0	0.0	0.0	0.0	0.0	0.0	1.08	0.0	0.0	166.93	0.0	0.27	0.0	0.0	163.4	0.0	0.0	0.0	0.0	0.0	13.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	130.04	6.16	14.5	100.32	106.61	106.39
Grb2	49.55	92.17	3.23	4.98	0.0	0.0	72.01	6.65	0.0	1.02	25.9	0.0	89.96	0.0	0.0	0.09	0.0	0.13	0.0	0.0	0.0	11.41	4.68	46.67	5.82	42.96	0.0	0.0	28.11	0.0	33.69	86.8	109.12	12.75	0.15	0.0	76.98	0.21	9.29	53.22	0.0	42.48	133.21	134.34	136.09
Grlf1	16.99	7.77	0.2	0.51	6.36	1.05	3.46	39.32	0.0	0.0	44.38	0.55	6.65	7.97	3.53	0.0	3.06	2.42	4.95	0.05	1.33	2.99	4.34	3.87	32.95	0.81	0.0	0.0	12.05	1.33	4.34	0.23	30.71	9.64	1.45	0.0	0.16	2.08	0.54	1.32	3.22	9.13	71.07	67.29	71.92
Grwd1	0.0	0.0	0.0	0.0	0.0	0.0	186.68	0.0	0.0	0.0	141.04	0.0	0.0	0.0	376.98	0.0	0.28	263.7	0.0	0.0	0.0	0.0	0.0	225.52	0.0	0.0	0.0	0.0	15.66	0.0	0.0	0.0	0.0	127.38	0.0	0.0	0.0	0.0	0.0	202.1	0.0	19.72	17.54	17.82	16.54
Hirip3	0.0	32.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.97	0.0	0.0	0.0	0.0	3.92	0.0	0.0	2.02	0.0	0.32	0.0	0.0	16.26	0.0	0.0	2.02	0.0	0.0	0.0	0.0	6.65	21.72	21.68	21.07
Hoxd8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Hus1b	0.0	51.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0
Ikbke	0.0	21.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17	0.98	1.49
Ildr2	26.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.89	0.0	0.15	0.0	0.0	0.05	0.0	0.0	0.0	0.0	13.88	0.0	0.0	2.42	66.9	0.04	0.05	0.0	8.65	86.11	0.11	0.06	0.63	15.95	58.19	53.49	59.1
Impg2	0.43	18.24	0.08	0.19	0.31	0.0	0.44	0.54	0.0	0.09	0.52	0.0	1.46	0.03	0.2	0.21	0.97	0.05	0.15	0.28	0.0	0.24	0.43	0.12	0.09	1.35	0.5	0.0	0.82	0.39	0.22	0.37	0.96	0.12	0.29	0.55	0.24	0.23	0.38	0.07	0.08	0.25	0.72	0.4	0.75
Kcnip1	231.22	178.79	0.0	6.98	265.03	0.0	0.0	291.94	93.16	0.0	0.0	0.0	0.0	0.0	135.73	0.0	0.0	4.69	472.92	0.0	29.22	352.38	48.85	324.23	0.29	0.0	0.0	0.0	6.14	173.82	200.3	11.85	436.9	71.16	53.74	0.22	0.0	179.58	0.0	191.34	14.11	0.0	23.16	21.84	22.22
Kcnq4	0.0	91.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.3	0.0	0.0	0.0	4.44	5.26	6.58
Kctd16	0.66	0.0	0.0	0.0	7.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.14	0.0	0.0	0.0	7.57	0.0	0.0	0.0	0.0	0.0	71.63	0.0	0.0	0.0	19.38	0.0	0.0	1.79	142.82	0.0	0.3	0.0	0.0	52.16	91.02	0.0	0.0	9.1	36.64	26.1	42.37
Lao1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Lrrn2	0.0	91.73	0.0	0.0	3.23	0.0	0.0	2.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.32	0.0	0.12	3.71	35.18	0.05	0.12	0.0	0.0	0.16	14.83	0.0	0.0	8.48	70.86	81.35	80.0
Ly6g6c	0.0	6.23	0.0	0.0	0.0	0.0	0.56	0.0	0.0	0.0	1.23	0.0	0.79	1.3	0.0	0.56	0.0	0.0	1.48	1.24	0.0	2.11	0.0	0.8	0.0	0.0	0.89	0.0	1.64	0.0	2.37	0.0	1.47	2.34	1.99	0.0	0.0	0.0	2.35	0.0	0.0	0.55	0.91	0.24	0.51
Lyst	0.59	3.82	0.28	0.0	17.97	0.0	0.04	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	3.36	1.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.76	0.0	0.0	0.04	2.23	0.0	3.28	2.86	0.0	0.09	0.0	1.72	0.04	3.88	17.51	14.99	20.29
Madd	0.35	21.86	2.05	0.98	0.34	0.0	6.12	0.11	0.15	0.85	0.4	0.04	0.54	2.21	0.05	0.41	98.65	214.03	8.21	7.94	4.4	73.66	2.2	0.3	1.4	0.15	0.0	0.0	19.22	0.0	0.21	1.76	86.92	68.0	3.64	0.23	8.03	48.17	2.27	2.11	0.05	31.56	113.32	109.49	109.17
Man2a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	0.0	0.0	0.0	0.0	0.0	0.0	5.22	0.0	0.0	0.0	8.12	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.56	15.39	13.21	13.12
Morc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.0
Mtbp	0.0	147.22	0.0	22.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	129.04	0.0	0.0	0.0	0.0	0.16	103.85	0.0	1.85	1.84	1.49
Muc5b	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.01	0.0
Ncapg2	0.0	22.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.78	0.0	0.13	0.0	6.09	0.0	0.0	0.0	0.0	0.0	0.0	0.72	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	1.77	2.76	2.23	2.75
Nin	6.49	49.97	0.0	0.0	0.0	0.0	22.98	0.0	0.0	0.0	1.37	0.0	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.23	1.42	17.46	0.0	0.0	0.0	0.0	0.0	0.0	8.87	0.0	0.0	0.0	0.71	13.9	0.0	0.0	0.09	15.79	11.78	0.0	0.0	4.78	21.48	21.19	22.87
Nppa	1.12	36.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	196.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	1.35	2.2	0.63
Nrcam	10.58	57.13	7.16	0.35	53.67	1.2	3.13	137.1	2.26	8.38	11.63	70.95	0.61	58.58	1.82	32.84	0.14	51.2	30.63	111.68	36.64	0.09	6.16	21.49	51.59	10.94	31.39	2.01	57.13	1.05	43.29	0.71	10.46	28.59	201.55	2.75	14.13	0.85	0.12	4.97	0.84	38.86	149.64	137.89	151.29
Ntrk2	51.08	341.25	0.54	6.21	67.23	22.24	40.65	0.1	69.83	149.08	244.91	135.32	246.31	156.99	105.03	0.41	41.75	79.83	183.04	135.46	86.9	105.28	4.02	0.18	101.68	0.77	0.15	0.0	28.11	0.06	0.63	17.74	102.79	0.43	75.25	8.92	81.64	53.47	174.95	89.27	185.73	31.89	244.04	230.22	259.3
Palb2	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92	1.21	0.64	1.3
Pcbp3	0.0	0.0	0.0	0.0	0.59	0.0	7.51	39.26	107.01	0.0	100.23	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	117.57	103.27	0.0	2.14	227.35	59.37	0.0	20.11	0.0	0.55	0.0	0.0	22.35	0.0	0.0	2.77	0.0	0.21	0.91	0.24	20.87	45.53	56.86	52.97
Pcdh8	12.56	0.0	0.0	36.51	0.77	0.0	54.23	92.19	0.0	0.0	42.15	65.19	0.17	0.0	0.0	105.64	0.0	0.0	72.17	0.72	49.87	17.77	7.12	0.11	38.81	0.0	0.0	0.0	26.28	0.0	0.0	0.0	0.0	32.06	0.0	0.0	0.0	0.0	0.0	0.0	36.64	0.0	27.66	31.46	29.13
Prc1	0.71	20.91	1.38	0.64	2.21	2.77	0.0	0.0	0.5	3.78	2.11	0.51	0.17	2.29	1.1	0.95	3.65	0.33	1.45	0.4	0.32	0.0	0.52	0.61	0.14	0.47	0.51	0.0	0.83	1.27	1.4	0.67	4.91	0.31	0.47	0.68	0.0	0.43	1.07	1.06	0.0	1.18	2.66	3.8	4.01
Prelp	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	13.35	13.3	11.56
Prkag2	0.0	159.97	0.0	15.61	120.12	0.0	7.22	0.0	0.0	152.79	1.65	0.0	0.0	0.0	17.13	0.0	0.23	0.0	0.0	0.0	2.51	0.0	0.16	0.0	0.0	0.0	0.0	0.0	54.71	0.0	0.0	0.0	4.09	0.0	150.55	0.0	0.0	0.0	125.88	123.3	0.0	39.07	80.89	78.16	70.89
Rab11fip4	0.0	140.36	0.0	0.0	0.0	0.0	16.89	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	2.55	0.0	0.0	3.53	0.0	0.0	0.0	0.0	0.0	0.99	0.0	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.18	0.0	0.0	0.0	2.2	127.04	122.04	128.94
Rarres1	0.0	14.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39	1.67	1.46
Rdh11	176.45	491.69	0.0	154.87	5.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	186.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.19	0.0	0.0	0.0	225.98	0.0	0.0	0.0	0.0	0.0	86.15	0.0	0.0	21.75	29.76	27.14	24.65
Rel	0.0	85.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	13.84	0.0	6.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	2.87	2.12	2.37
Rhpn1	0.0	89.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.37	8.53	9.46	10.5
Ripply1	0.0	0.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16
Rnf183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.0
Rnf25	0.0	0.0	0.0	0.0	0.0	152.9	0.0	1.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.24	0.0	0.0	0.0	4.74	0.0	0.0	0.0	0.0	0.0	0.0	18.45	0.0	0.0	0.33	0.0	0.0	0.55	0.33	0.0	0.0	224.73	0.0	0.0	3.84	47.16	51.39	46.62
Rundc3a	9.98	105.56	0.17	0.0	6.7	16.97	1.47	19.08	68.8	0.43	5.11	0.0	11.54	0.0	1.75	44.15	0.0	0.0	20.49	0.0	0.0	1.28	7.18	0.0	0.0	0.0	0.0	0.0	23.79	20.63	0.0	2.9	0.9	22.3	0.0	51.07	0.0	3.26	0.19	0.0	12.45	17.15	259.19	288.36	272.51
Scgn	160.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	612.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	231.96	0.0	0.0	0.0	0.0	357.91	0.0	0.0	0.0	0.75	0.35	1.6	0.8
Sdr42e1	0.0	213.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.3	6.71	7.47	8.4
Sec63	0.0	0.0	17.59	0.08	40.66	0.0	0.0	0.0	13.77	0.0	37.7	0.0	1.67	0.0	0.0	3.72	0.0	0.0	0.07	0.57	0.07	0.0	0.0	0.0	0.05	0.0	0.0	0.0	10.98	0.09	0.0	0.0	4.54	76.71	70.46	0.0	67.41	0.1	0.07	0.08	0.09	13.89	40.39	35.34	39.94
Sept3	39.56	111.73	6.79	46.95	0.03	0.15	25.3	0.08	80.91	118.14	40.07	0.0	0.32	9.7	0.64	3.04	0.0	0.0	13.77	46.44	0.0	64.8	90.13	0.1	31.15	1.07	0.43	0.0	35.96	67.09	0.0	183.59	89.69	0.1	3.33	123.99	0.38	95.86	61.22	87.73	99.84	103.32	270.67	257.5	265.53
Serp1	11.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	5.19	0.0	0.0	0.0	0.0	0.0	0.0	24.66	0.0	0.0	0.0	0.0	0.0	4.41	46.41	47.54	42.93
Serpinb11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.06	0.0
Serpinb6b	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.05	1.52	0.88
Sfrp2	0.0	0.0	0.0	0.0	0.0	0.0	138.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	178.95	0.0	0.0	0.0	0.0	0.0	42.55	26.54	0.0	0.0	30.84	24.51	0.0	0.0	0.0	0.87	1.44	2.1	1.79
Shank1	9.96	27.71	1.69	3.77	4.61	5.46	5.07	0.69	9.38	8.1	2.65	1.03	10.12	1.79	10.34	3.93	5.78	3.95	6.79	11.77	1.52	3.78	1.21	1.54	1.87	2.11	9.05	0.0	12.75	2.7	18.75	6.07	16.32	1.19	0.67	5.22	0.66	0.86	9.52	6.88	2.81	11.76	148.7	139.9	181.16
Slc1a1	0.12	86.61	0.2	0.0	0.69	0.16	94.87	0.0	94.86	68.9	202.79	0.0	0.28	8.67	63.11	0.13	1.33	1.52	0.0	170.97	0.23	72.97	0.0	0.0	78.59	4.73	0.0	2.01	49.42	39.13	0.55	0.84	0.24	2.87	177.34	50.89	0.49	0.0	0.47	104.87	50.67	61.74	81.77	88.56	82.67
Slc1a2	52.07	46.54	0.26	32.48	37.25	58.17	123.95	53.38	84.01	0.13	8.42	5.17	0.17	0.53	58.06	222.69	1.4	0.47	126.67	237.37	35.36	4.7	70.62	125.61	49.49	35.74	0.4	0.0	46.09	21.41	66.07	164.14	181.07	131.4	76.44	124.51	217.74	228.03	115.21	38.94	102.85	194.62	687.16	596.01	766.65
Slc44a5	0.32	56.44	0.0	0.0	0.0	0.0	0.98	7.01	48.19	4.18	13.06	0.0	0.0	0.0	0.0	0.0	0.0	41.91	3.94	32.36	0.0	32.09	9.88	0.1	33.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.68	0.0	21.98	1.06	0.0	80.09	0.0	19.97	5.25	0.34	6.71	6.51	7.08
Slc9a1	0.0	89.05	15.76	0.0	0.0	0.0	2.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.82	0.0	0.0	0.52	33.34	33.99	36.04
Slco6c1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.04
Snx5	0.0	335.04	119.05	124.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.14	0.0	0.0	0.0	1.43	44.7	1.63	0.0	0.0	111.87	0.0	0.0	0.0	33.29	0.0	0.0	0.0	0.0	17.11	0.0	271.93	0.19	0.23	155.46	0.0	3.5	14.4	82.55	87.13	83.93
Sox15	0.0	104.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.09
Sp8	0.0	67.59	0.09	0.0	68.46	238.67	186.44	218.78	108.66	0.0	0.0	0.0	0.14	0.0	0.0	83.12	0.12	407.51	0.0	272.86	269.83	521.25	501.05	370.92	396.75	0.0	446.52	0.0	0.0	0.0	0.0	0.85	682.07	96.98	0.0	0.0	38.51	229.55	0.1	1333.66	0.47	0.0	1.29	2.41	1.93
Spon1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.13	0.0	0.0	0.0	39.97	0.0	0.0	0.0	0.0	0.03	0.06	0.08	0.0	0.0	0.0	0.0	0.0	15.97	33.09	33.53	34.31
Supt3h	0.0	218.84	61.57	0.0	0.0	0.0	4.18	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	3.1	0.0	0.0	0.0	44.52	0.0	0.0	0.0	0.0	39.42	0.0	0.0	0.0	12.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.53	0.0	0.0	0.0	4.53	12.59	11.35	10.91
Tas2r137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1
Tmem132a	0.0	30.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.48	0.0	0.0	0.0	0.0	5.69	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.84	173.98	189.33	182.59
Tnrc6c	30.17	53.13	46.76	5.85	7.14	0.0	15.52	21.69	0.03	0.0	1.96	0.0	0.14	29.5	0.1	42.58	0.0	21.14	24.61	15.55	33.65	31.7	20.53	6.1	30.57	3.49	8.48	2.54	20.66	0.72	23.44	18.66	13.24	1.42	55.87	34.99	25.97	57.98	0.05	0.0	21.79	35.29	39.79	38.65	41.82
Tpra1	266.54	356.04	0.0	0.0	191.24	0.0	173.9	89.94	0.0	2.93	118.1	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.0	178.27	8.04	0.0	40.28	1.91	0.0	0.0	0.0	0.0	12.02	0.66	284.62	0.0	162.04	0.0	0.44	0.0	175.78	1.22	0.0	66.96	0.0	40.68	25.2	31.67	28.43
Trim15	0.0	103.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.34	0.53	0.17
Trim2	48.3	102.19	66.7	2.89	0.1	0.0	36.0	144.08	28.3	7.82	116.21	0.06	23.47	68.93	204.31	0.32	0.27	15.02	57.07	14.23	34.07	0.11	3.46	0.79	125.3	0.18	17.31	1.3	17.31	0.1	0.07	1.33	45.46	80.37	65.35	50.48	86.95	76.25	0.33	39.95	4.96	30.49	107.53	98.64	106.4
Ttc39d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
