	Calb2_tdTpositive_cell_1	Calb2_tdTpositive_cell_24	Calb2_tdTpositive_cell_31	Calb2_tdTpositive_cell_43	Cux2_tdTpositive_cell_119	Cux2_tdTnegative_cell_4	Gad2_tdTpositive_cell_32	Gad2_tdTpositive_cell_71	Gad2_tdTpositive_cell_74	Nos1_tdTpositive_cell_65	Ntsr1_tdTnegative_cell_5	Ntsr1_tdTnegative_cell_19	Pvalb_tdTpositive_cell_20	Pvalb_tdTpositive_cell_23	Pvalb_tdTpositive_cell_62	Rbp4_tdTnegative_cell_4	Scnn1a.Tg3_tdTpositive_cell_8	Scnn1a.Tg3_tdTpositive_cell_9	Scnn1a.Tg3_tdTpositive_cell_97	Slc17a6_tdTpositive_cell_6	Slc17a6_tdTpositive_cell_7	Slc17a6_tdTpositive_cell_15	Slc17a6_tdTpositive_cell_33	Sst_tdTpositive_cell_42	Vip_tdTpositive_cell_2	Vip_tdTpositive_cell_64
Sars	685.27	317.5	372.23	889.04	150.46	0.0	525.9	413.85	847.03	195.97	151.23	206.28	409.17	670.51	561.49	0.0	141.14	325.59	209.92	85.57	165.58	157.25	124.07	331.95	633.92	389.51
Sbsn	0.0	8.83	0.0	59.75	0.0	0.0	0.0	0.0	17.7	0.0	0.0	0.0	34.84	0.73	0.0	0.0	0.0	43.1	6.13	0.0	30.36	0.0	0.0	35.5	99.08	0.0
Scg2	1568.06	3193.7	2789.96	1543.46	71.25	0.0	4316.17	6748.89	2906.34	1838.64	0.0	0.0	4330.1	4551.6	4196.82	0.0	1138.48	1315.92	522.41	4171.72	3842.6	5031.49	927.79	3692.43	1296.48	1571.38
Scn1a	101.63	57.15	50.74	138.66	0.56	0.0	128.5	239.88	180.7	28.22	0.0	0.0	101.93	233.1	104.92	0.0	15.29	21.84	24.16	14.96	13.65	81.14	21.48	59.99	2.29	4.81
Scrn3	0.0	0.0	0.0	0.16	0.98	0.21	66.04	83.27	0.0	8.82	0.0	0.0	10.58	133.19	36.66	0.0	96.33	0.0	1.67	0.0	106.16	0.0	0.0	0.12	12.09	0.16
Sdha	1608.8	236.81	550.73	1199.52	301.79	0.24	795.84	533.78	1190.09	555.87	170.69	0.39	684.89	965.4	980.68	0.0	1070.08	1499.51	189.17	304.3	351.46	405.34	698.11	807.76	458.92	592.28
Sdhc	114.52	349.94	0.0	590.69	49.74	0.0	255.39	231.22	0.0	129.73	0.0	0.49	96.87	106.52	207.18	0.0	0.0	99.25	152.39	258.27	172.42	294.26	182.44	182.6	65.37	105.72
Sept11	378.97	167.66	107.6	222.36	260.86	0.0	239.27	369.67	376.8	151.8	0.0	10.69	418.18	373.93	270.95	0.0	146.62	265.49	213.22	275.64	211.21	104.5	190.14	211.36	280.9	130.11
Sh2d1b2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slc22a30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slc38a1	135.43	262.06	24.58	141.51	52.9	0.0	5.93	117.46	121.21	28.28	0.0	0.0	69.56	139.03	109.73	0.0	11.33	6.12	0.65	0.0	1.05	14.95	24.16	95.11	76.17	94.16
Snx32	301.51	0.0	0.0	479.79	154.54	0.0	0.0	264.77	0.0	0.5	0.0	324.28	76.04	274.49	167.33	0.93	151.47	0.0	0.33	133.18	86.47	0.0	65.83	395.26	532.43	0.62
Stip1	798.3	503.59	0.27	523.69	329.97	828.07	291.31	231.57	600.02	409.31	769.13	0.26	665.29	394.48	690.47	0.0	282.74	265.19	275.84	401.02	326.67	175.71	402.84	683.93	421.85	231.83
Tdrd12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thyn1	0.39	0.0	203.15	0.0	129.9	0.0	0.0	90.21	294.28	111.22	0.0	0.0	165.28	106.88	122.75	0.0	0.0	131.46	123.82	71.06	271.31	120.24	69.14	96.46	186.74	14.36
Tmem126b	0.19	195.12	321.37	0.0	79.39	0.0	100.05	71.22	164.42	79.61	0.0	0.68	252.79	0.61	118.41	0.0	0.0	0.0	34.46	77.64	0.0	0.0	0.9	320.92	111.68	0.0
Tmem55a	71.95	370.63	59.92	184.3	25.17	1375.58	228.4	271.48	116.5	68.01	0.0	0.0	280.64	209.57	384.81	0.0	0.0	225.59	101.93	62.08	44.63	34.81	81.65	0.0	368.52	131.6
Tmem74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.79	0.0	0.0
Treh	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Trpc4	1.49	0.0	0.0	0.0	0.0	0.0	15.19	0.0	10.05	0.0	0.0	0.0	0.75	0.0	0.1	0.0	0.0	0.0	0.0	0.0	42.76	0.0	45.92	2.77	1.83	0.0
Ttc3	461.17	312.81	307.24	359.01	491.32	0.0	408.34	548.04	393.6	461.83	0.0	5.35	420.05	407.38	433.78	115.87	411.04	347.66	314.51	421.51	377.04	407.07	278.31	493.37	212.1	443.04
Ube2b	0.58	298.88	265.59	448.29	344.22	40.63	491.84	229.14	386.79	325.16	383.98	0.0	87.67	258.24	344.84	0.0	519.11	297.86	289.98	205.46	250.59	70.08	136.38	270.75	443.36	90.84
Wnk4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Wt1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Yars	123.54	387.65	94.77	274.55	147.74	0.0	331.74	261.61	437.41	0.28	0.0	0.0	20.32	275.25	200.63	0.0	0.0	0.0	2.22	125.75	48.03	94.71	59.3	163.85	0.19	396.21
Ypel5	917.79	294.7	0.2	653.55	269.98	315.99	183.85	927.35	870.01	371.7	79.34	0.0	783.98	427.71	466.59	0.13	65.69	243.58	89.34	308.1	119.2	356.96	149.16	380.35	436.96	187.07
Zfp260	0.2	0.0	152.54	88.81	145.9	0.0	173.52	270.13	289.58	109.68	3.36	0.0	0.0	99.49	141.18	37.44	102.17	2.44	151.66	71.48	0.0	350.89	14.03	0.0	168.8	246.57
c12_tRNA-Lys-AAG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mt_AK136262	0.0	0.0	0.0	0.0	0.13	0.0	0.4	1.14	0.22	0.0	0.0	0.2	0.22	5.96	255.35	0.0	0.01	0.0	0.02	0.01	0.01	4.49	0.0	0.0	0.0	0.0
mt_AK142003	0.0	0.0	0.0	0.0	0.13	0.0	0.4	1.14	0.22	0.0	0.0	0.2	0.22	5.96	255.35	0.0	0.01	0.0	0.02	0.01	0.01	4.49	0.0	0.0	0.0	0.0
mt_AK166798	0.0	0.0	0.0	0.0	0.13	0.0	0.4	1.14	0.22	0.0	0.0	0.2	0.22	5.96	255.35	0.0	0.01	0.0	0.02	0.01	0.01	4.49	0.0	0.0	0.0	0.0
mt_AK166978	0.0	0.0	0.0	0.0	0.13	0.0	0.4	1.14	0.22	0.0	0.0	0.2	0.22	5.96	255.35	0.0	0.01	0.0	0.02	0.01	0.01	4.49	0.0	0.0	0.0	0.0
