	Chrna2_tdTpositive_cell_15	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_55	Cux2_tdTpositive_cell_98	Gad2_tdTpositive_cell_8	Gad2_tdTpositive_cell_48	Gad2_tdTpositive_cell_68	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_24	Htr3a_tdTpositive_cell_44	Htr3a_tdTpositive_cell_83	Htr3a_tdTpositive_cell_91	Ndnf_tdTpositive_cell_19	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_45	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_68	Ntsr1_tdTnegative_cell_54	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_8	Sst_tdTpositive_cell_28	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_49	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_79	Sst_tdTpositive_cell_92	Ntsr1_tdTpos_100cell_1	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Pabpc4	0.37	0.4	0.0	0.0	0.0	0.0	0.1	0.0	4.58	0.0	0.0	0.0	3.49	0.0	0.0	4.11	0.0	1.54	0.0	0.0	0.0	0.0	6.93	0.17	0.41	0.14	0.0	0.0	0.0	41.06	0.22	19.81	1.67	29.6	31.94	31.63
Pcdhb3	0.0	0.0	0.0	3.03	0.0	0.0	0.0	0.0	0.0	1.81	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.53	0.0	0.0	0.0	0.0	175.72	1.01	0.0	2.36	3.62	4.36	3.71
Pfkfb1	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.4	0.0	0.0	0.0	0.0	0.0	0.0	171.2	0.0	0.0	3.86	0.92	0.6	0.66
Pgbd1	0.0	0.0	0.08	37.66	0.0	0.0	0.0	0.0	0.66	0.0	0.0	0.0	0.0	0.0	0.0	51.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.61	0.0	3.25	0.0	0.0	1.2	93.26	0.0	0.0	7.83	2.23	1.96	2.09
Pih1d2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.73	0.0	11.69	0.0	0.0	0.0	0.0	62.03	0.0	0.0	2.5	2.26	2.1	1.82
Pik3ap1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.43	0.0	0.0	0.0	2.83	2.31	2.85
Pld6	0.0	0.0	0.14	0.08	0.0	0.0	0.0	0.0	0.0	1.09	0.0	0.0	0.0	0.0	0.0	0.14	0.0	8.68	4.76	14.93	5.18	0.0	0.0	0.0	0.0	0.0	7.08	0.0	0.0	67.52	14.86	0.0	0.68	1.35	1.59	1.74
Pls1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.5	0.0	0.0	0.0	0.0	0.0	0.0	49.0	25.35	0.0	2.41	8.94	7.54	9.48
Pole3	0.0	0.0	0.0	22.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91.18	0.0	0.0	1.26	0.0	1.4	0.0	0.0	0.0	39.8	116.46	0.0	99.95	0.0	59.11	11.89	27.93	28.71	27.35
Polr3e	0.58	20.98	0.0	8.91	1.34	0.0	3.66	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	5.87	0.0	3.92	0.0	0.0	0.0	8.35	3.4	0.0	3.58	0.25	0.0	0.0	66.07	0.0	7.35	2.42	23.61	27.48	23.53
Ppp1r26	0.0	0.13	0.25	8.34	0.14	0.0	0.11	0.16	0.02	0.0	0.3	0.13	0.15	0.12	0.09	0.14	0.0	8.29	0.08	0.24	1.2	0.0	2.9	0.03	0.18	0.13	0.17	0.29	0.0	36.5	42.03	8.03	3.4	14.64	14.13	14.44
Ppp2r2a	5.72	19.63	44.7	5.18	0.0	2.39	18.95	0.0	0.0	0.0	0.0	0.0	0.06	2.92	24.57	24.82	1.14	18.89	0.05	44.79	23.82	17.36	35.42	34.48	0.65	7.32	18.55	53.07	3.69	92.07	30.83	40.03	29.28	64.94	65.65	61.43
Prpsap2	23.65	66.8	0.0	0.0	0.0	143.31	9.22	178.03	89.63	0.0	0.0	9.43	39.62	0.0	0.0	2.2	0.0	0.0	66.35	0.0	0.0	34.66	8.7	93.16	0.0	0.0	0.0	0.0	0.0	315.64	48.44	1.07	34.1	38.29	41.14	42.42
Pygb	0.08	68.41	20.42	0.0	21.84	1.77	0.0	0.0	16.99	0.0	0.0	0.0	0.0	0.06	0.0	0.13	0.0	33.83	0.0	0.0	0.42	44.78	1.34	69.27	46.69	20.92	8.94	0.0	12.4	113.06	54.97	53.48	10.12	122.1	133.81	129.61
Rab40b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	2.68	0.07	10.22	0.0	0.0	0.0	0.0	0.0	0.13	0.0	15.01	0.0	0.0	0.0	0.0	0.0	0.0	74.61	38.9	0.0	22.14	45.54	52.68	49.7
Rad52	71.68	59.3	0.0	0.0	0.0	117.99	0.0	0.0	1.03	0.0	0.0	0.0	0.0	0.0	0.0	54.47	0.0	5.4	40.51	4.22	0.0	0.0	7.57	0.0	88.89	21.89	44.72	162.03	0.0	112.0	64.23	0.0	20.67	14.36	13.43	17.44
Ranbp9	0.0	0.0	54.6	0.0	14.21	56.9	12.95	0.0	0.13	0.0	0.0	0.0	0.0	2.68	0.0	0.24	16.57	13.27	0.0	81.88	16.56	3.64	23.83	0.0	64.71	14.55	11.71	0.0	4.12	89.77	0.0	10.77	30.02	65.58	64.59	60.61
Rbl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.25	1.39	1.33	1.71
Rinl	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.14	0.69	0.0	0.0	0.0	0.06	0.01	0.0	0.0	0.0	0.0	0.0	37.12	0.0	0.0	0.06	0.0	0.0	0.0	0.25	0.0	34.52	0.0	0.0	1.24	1.52	2.38	1.61
Rprd1b	11.31	0.0	0.0	0.0	0.0	0.0	7.7	0.0	0.0	0.0	2.29	13.84	1.81	0.0	0.0	15.66	0.0	0.0	0.0	0.0	0.0	23.11	8.7	27.81	0.0	16.06	0.0	27.44	14.63	56.39	4.83	23.22	2.86	21.17	21.76	20.48
Rps6kc1	14.06	0.54	3.2	0.0	0.0	0.0	0.18	0.26	0.1	0.0	0.0	0.0	0.0	0.0	0.0	11.06	0.0	3.45	28.01	0.0	32.02	4.49	3.61	0.0	1.27	0.0	0.3	0.0	0.0	52.24	25.54	31.99	6.01	33.42	33.68	34.58
Rrm2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.99	0.0	0.0	0.0	0.0	0.0	0.0	102.65	0.0	0.0	7.29	2.82	2.4	2.45
Rspo3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	13.87	0.0	0.0	52.29	0.0	0.0	0.0	60.91	0.0	0.0	9.74	11.46	11.97	13.03
Scarna13	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	122.76	0.0	94.81	0.0	0.0	0.0	1.64	1.31	0.42
Sema4g	0.0	0.0	0.0	0.03	3.04	9.35	0.14	0.0	0.0	0.0	0.0	0.0	0.06	2.18	0.0	0.63	0.0	1.34	0.0	0.0	0.05	0.3	0.06	0.0	0.0	0.0	7.22	0.0	13.29	46.23	0.0	0.0	0.0	15.72	16.16	16.98
Sepn1	37.95	0.0	0.0	8.21	24.6	0.0	0.0	116.53	0.0	0.0	0.0	0.0	0.0	0.06	0.0	25.28	0.0	0.0	0.0	0.0	0.0	19.64	18.63	40.29	0.0	0.0	0.0	0.0	0.0	256.02	0.0	0.27	0.0	16.31	17.33	17.31
Siae	25.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.46	0.0	24.89	0.0	0.0	0.0	0.0	25.46	76.01	0.1	0.07	13.48	0.0	0.0	137.1	0.06	0.0	39.36	18.87	15.77	19.02
Skint3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.14	0.85	0.0	0.0	0.18	0.0	0.06	0.18	0.05	0.12	0.58	0.05	0.0	0.03	0.04	0.45	0.13	0.79	0.0	0.09	0.06	0.12	0.08	0.25
Slc22a21	0.0	0.0	0.0	12.41	0.0	0.0	2.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.74	0.0	0.0	0.0	21.06	0.0	0.0	0.0	1.45	1.45	2.21
Slc22a4	0.0	0.0	0.0	75.44	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.23	0.0	0.69	0.0	0.22	0.0	0.14	0.0	1.25	0.92	0.0	2.3	0.29	0.0	0.0	0.4	0.0	0.62	93.15	0.09	0.0	16.31	7.18	7.12	7.34
Slitrk5	0.06	3.91	0.0	0.0	0.0	0.0	11.13	0.0	0.26	0.0	27.7	0.0	0.0	0.0	0.0	10.76	0.0	0.0	0.0	0.0	0.91	4.7	6.83	0.0	4.79	0.0	0.0	28.28	0.0	33.48	1.78	4.13	13.22	41.42	38.83	41.03
Smad9	0.0	0.0	0.14	0.21	3.75	0.63	0.19	0.21	0.17	0.0	0.5	0.0	0.17	0.04	0.15	0.0	0.0	0.3	0.0	0.0	0.0	3.97	0.13	0.1	0.12	0.03	18.01	0.0	0.0	42.78	0.25	0.05	0.17	8.54	7.59	7.89
Snord16a	0.0	0.0	19.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.24	0.0	0.0	0.0	5.41	8.36	5.2
Sparc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.48	0.0	0.0	0.0	190.99	205.31	188.39
Sst	54779.79	110572.87	47293.26	92299.24	48476.57	32059.53	28510.84	1.85	72114.03	41248.39	0.0	0.0	79456.04	80147.45	0.0	68952.67	5.96	63593.53	65451.11	55479.93	63808.17	50608.74	0.0	40924.0	33804.89	28051.12	78404.02	70180.73	33572.19	40569.83	19702.28	60686.4	0.0	558.6	588.98	558.0
Syt2	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.12	0.0	0.16	0.03	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.24	0.0	0.07	0.42	0.06	0.0	0.0	22.11	23.84	25.48
Tbc1d8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	3.14	0.0	0.0	0.0	0.14	4.09	0.0	67.08	0.0	0.0	3.08	20.16	19.89	20.27
Tmem11	326.29	69.72	54.23	98.48	0.0	128.57	201.04	0.0	0.0	0.0	121.31	0.0	97.96	169.51	0.0	126.39	186.39	88.69	0.18	0.0	0.2	0.36	106.95	9.34	241.03	344.98	201.39	140.43	201.3	335.7	364.12	105.81	52.67	35.17	39.67	32.45
Tmem145	3.29	0.16	0.0	0.0	0.51	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.98	0.0	0.0	0.0	0.0	0.0	0.41	3.38	0.23	0.07	0.15	1.08	0.0	0.0	0.0	77.89	0.0	0.0	0.0	46.98	46.54	54.47
Tmem179b	0.0	0.0	0.0	0.0	0.0	0.0	50.09	0.0	0.0	0.0	0.0	146.43	0.0	0.0	13.73	34.43	0.69	0.0	0.0	0.0	47.81	0.0	21.79	0.0	0.0	6.54	0.0	0.0	0.0	147.77	58.54	0.0	14.06	9.96	10.09	10.71
Tmem38b	0.0	0.0	0.0	4.38	0.0	0.0	0.41	0.0	47.27	0.0	6.53	0.46	0.0	36.91	0.0	0.0	0.0	0.22	0.0	0.0	17.92	75.12	8.93	0.0	0.48	24.07	0.0	0.0	0.33	89.84	0.0	25.24	1.35	9.24	10.06	7.83
Tmem81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.9	0.0	0.0	31.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.54	0.0	0.0	0.0	4.34	4.87	5.42
Traf3	0.0	0.1	36.24	19.03	20.55	0.08	18.53	0.0	0.0	0.0	0.0	0.0	35.52	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.54	0.22	0.0	19.73	2.62	0.0	0.15	0.41	60.61	0.0	2.81	1.62	26.87	25.46	26.86
Ttll11	0.1	0.35	0.0	32.12	0.0	1.3	0.38	0.0	10.57	0.32	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.98	2.18	1.01	1.11	0.15	0.43	0.0	0.0	10.93	17.32	0.3	2.42	33.44	32.55	33.62
Unc45a	42.89	8.57	0.0	0.0	0.0	1.05	0.0	21.12	0.0	9.93	0.0	10.65	0.0	48.53	18.79	3.8	0.6	23.94	0.26	0.0	0.71	0.0	11.55	3.05	0.94	0.0	0.0	0.0	0.14	103.31	0.0	0.14	7.29	26.91	25.32	22.3
Usp16	17.12	3.99	0.0	13.36	0.0	0.0	8.74	0.18	13.65	0.0	16.01	43.76	1.82	0.0	0.0	0.0	3.55	0.0	15.52	0.0	38.04	0.3	5.02	10.27	63.29	57.65	18.53	63.61	73.84	76.76	32.29	2.89	21.03	22.24	21.18	23.35
Vil1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.57	0.0	0.0	0.38	0.38	0.48	0.39
Vps33a	8.44	20.59	8.16	27.27	2.32	35.86	0.5	0.0	38.17	53.32	0.0	0.0	0.0	0.0	1.4	22.57	0.0	24.54	34.63	0.0	33.36	1.94	13.2	0.0	36.37	25.63	13.1	0.0	0.0	96.25	1.71	10.13	50.64	80.81	76.86	78.85
Vrk3	0.0	0.42	0.0	0.0	0.0	135.28	0.0	104.51	0.0	0.0	0.33	131.75	0.0	0.0	127.48	43.38	0.0	15.85	0.0	0.0	0.0	68.85	11.22	0.09	0.0	84.53	53.01	0.0	0.0	138.86	55.22	16.44	45.52	26.22	29.52	24.78
Vwa5b2	0.13	0.0	0.0	0.03	0.0	0.0	0.26	0.0	0.09	13.17	0.0	0.0	0.0	11.41	1.17	26.78	0.0	2.12	0.0	0.0	19.29	0.0	6.28	0.0	1.57	0.0	23.21	12.13	0.0	53.49	0.8	20.73	3.46	37.24	38.11	39.6
Xrcc6bp1	0.0	6.71	0.0	0.0	0.0	0.0	0.0	0.0	2.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	18.61	15.46	0.0	0.0	9.32	11.59	11.36
Zfp598	4.33	0.11	1.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.2	0.0	0.0	0.14	0.0	6.91	0.0	28.78	0.36	1.45	0.16	0.0	28.92	0.0	0.0	2.35	29.85	31.91	30.48
c15_tRNA-Ala-GCY_	0.0	23.02	8.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	130.4	0.0	0.0	13.87	43.97	40.89	51.24
c18_tRNA-Gly-GGG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.29	0.0	0.0	28.72	0.0	11.81	19.18	0.0	0.0	6.45	0.0	0.0	10.18	0.0	10.25	0.0	0.0	0.0	0.0	19.21	35.56	60.15	9.06	20.84	13.19	25.49	15.42	46.86
