	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_28	Chrna2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_57	Cux2_tdTpositive_cell_98	Gad2_tdTpositive_cell_68	Gad2_tdTpositive_cell_69	Htr3a_tdTpositive_cell_83	Htr3a_tdTpositive_cell_91	Ndnf_tdTpositive_cell_16	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_29	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_45	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_68	Ntsr1_tdTnegative_cell_54	Sst_tdTpositive_cell_8	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_39	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_49	Sst_tdTpositive_cell_72	Sst_tdTpositive_cell_76	Sst_tdTpositive_cell_92	Vip_tdTpositive_cell_30	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Slc6a5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04
Slco6c1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.04
Spata3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65	0.95	0.66
Spint2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	1.06	0.0	45.0	0.51	48.04	0.0	38.03	5.65	0.92	2.05	0.0	0.0	0.42	0.0	0.0	0.0	0.0	0.0	0.0	30.38	30.33	27.08
Sst	110572.87	47293.26	27080.23	92299.24	39954.99	32059.53	72114.03	327.67	79456.04	80147.45	0.0	39090.22	49702.56	68952.67	5.96	65451.11	59257.22	63808.17	50608.74	33804.89	78404.02	40301.33	70180.73	33572.19	27831.0	27470.9	60686.4	0.0	558.6	588.98	558.0
Tas2r137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1
Tbx3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8	1.45	1.45
Tcf7l1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.13	2.3	3.64
Tesk1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64	1.47	0.0	0.0	0.0	1.05	0.0	0.0	2.32	0.0	0.0	0.0	1.83	4.69	3.49	0.0	0.78	59.09	56.63	56.61
Tmem30c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.14	0.15
Tmem66	55.38	66.68	15.72	9.63	0.0	15.79	59.04	29.6	23.41	52.4	0.0	140.75	231.11	117.46	0.0	55.5	84.36	71.34	75.02	0.73	102.56	33.27	3.61	36.36	33.35	1.22	39.24	34.92	243.44	258.82	245.15
Tmprss9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.63	0.48	0.79
Tnfsf12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.14	9.99	10.76
Tnmd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.83	0.78	0.78
Tnn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.19	0.16
Ttc39d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Vasn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.13	0.0	0.0	53.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.96	12.71	12.53
Vax2os2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Vmn1r45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.03	0.03	0.06
Vmn2r9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04
Vti1a	0.21	0.0	0.0	9.01	0.0	5.34	0.0	0.0	4.28	0.0	1.53	0.0	38.79	0.0	0.0	0.06	22.08	0.0	3.52	2.3	0.0	3.91	11.96	0.0	0.0	0.0	0.41	0.2	45.2	40.67	39.75
Wwtr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.28	9.78	11.34
Xirp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.52	0.67
Zfp167	0.0	0.0	0.0	0.0	0.84	0.0	0.0	0.0	0.0	0.0	0.0	0.35	11.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.93	3.01	3.53
Zfp217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.02	2.12	2.21
Zhx3	0.0	1.0	0.0	0.0	0.0	0.0	1.74	0.0	0.0	0.0	0.0	0.0	30.55	6.05	0.0	0.0	0.0	3.08	0.0	0.0	13.1	0.0	0.0	0.1	0.0	1.93	37.67	0.0	18.29	18.18	19.18
Zp3r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
c16_5S	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.52	58.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.24	0.0	0.0	45.72	0.0	0.0	0.0	0.0	42.01	0.0	2.85	3.58	1.86
c7_tRNA-Ala-GCA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.05	17.34	21.05
