	Calb2_tdTpositive_cell_15	Calb2_tdTpositive_cell_18	Calb2_tdTpositive_cell_22	Calb2_tdTpositive_cell_25	Chat_tdTpositive_cell_2	Chat_tdTpositive_cell_5	Chat_tdTpositive_cell_6	Chrna2_tdTpositive_cell_61	Gad2_tdTpositive_cell_1	Gad2_tdTpositive_cell_2	Gad2_tdTpositive_cell_6	Gad2_tdTpositive_cell_7	Gad2_tdTpositive_cell_22	Gad2_tdTpositive_cell_46	Gad2_tdTpositive_cell_70	Gad2_tdTpositive_cell_73	Htr3a_tdTpositive_cell_20	Htr3a_tdTpositive_cell_36	Htr3a_tdTpositive_cell_49	Htr3a_tdTpositive_cell_65	Htr3a_tdTpositive_cell_90	Htr3a_tdTpositive_cell_103	Htr3a_tdTpositive_cell_115	Htr3a_tdTpositive_cell_119	Ndnf_tdTpositive_cell_20	Rbp4_tdTpositive_cell_165	Vip_tdTpositive_cell_3	Vip_tdTpositive_cell_15	Vip_tdTpositive_cell_17	Vip_tdTpositive_cell_23	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
P2rx7	0.29	0.89	0.28	0.0	0.2	0.11	0.27	0.29	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.14	0.0	0.0	0.21	0.0	0.15	0.0	0.0	0.0	0.0	0.4	0.37	0.03	0.0	0.0	0.0	1.08	6.22	5.61	6.16
Pcdhb15	0.0	325.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.92	5.59	3.88	3.31	3.09
Pcdhb4	0.0	229.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	50.0	0.0	0.0	0.32	0.0	2.8	1.93	1.69
Pcdhgb5	0.0	118.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	6.3	5.37	4.94
Pck1	0.08	0.42	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.14	0.12
Pebp4	0.0	0.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.15
Phb2	0.0	315.02	3.05	0.0	0.0	0.0	28.74	0.7	0.0	0.0	93.43	42.13	0.42	0.0	0.0	1.01	0.0	87.98	0.0	0.0	8.49	0.0	49.7	0.0	0.0	12.26	0.0	17.88	0.0	5.94	3.81	8.09	98.22	102.23	98.96
Pi4kb	3.57	12.77	1.94	0.0	0.0	0.0	7.87	3.62	0.1	2.29	0.0	0.2	0.19	0.28	0.0	3.4	0.11	0.0	0.0	0.0	0.0	2.03	3.94	1.22	0.0	6.78	0.0	3.87	2.59	1.15	7.98	5.36	35.74	35.19	35.07
Picalm	0.0	191.95	58.2	0.0	34.04	40.34	1.11	75.86	24.57	50.45	46.51	22.03	14.3	13.24	26.56	52.3	65.27	103.65	12.85	6.18	0.07	8.52	31.01	0.64	1.87	66.51	5.26	13.09	0.61	16.75	44.49	38.26	86.4	85.45	86.36
Pik3r4	0.04	137.44	0.0	0.0	0.0	0.0	2.97	67.74	0.0	22.03	0.0	12.91	0.0	0.0	0.0	0.0	55.0	11.93	0.0	0.0	0.0	5.09	0.07	0.0	0.0	4.46	0.0	0.0	0.0	5.21	5.75	8.8	24.18	24.2	22.93
Pip4k2a	0.0	267.76	0.0	0.17	65.36	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	113.49	54.15	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	14.85	0.0	0.0	0.0	0.0	19.25	21.81	71.54	69.04	66.65
Pira1	0.0	0.17	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.02	0.03	0.04
Ppp1r2	0.05	211.3	0.66	0.0	0.0	0.0	0.0	5.25	49.5	33.86	34.5	45.23	3.86	2.79	175.41	53.59	0.1	0.0	47.04	0.1	150.68	10.47	3.69	44.69	47.59	25.76	1.36	0.0	59.07	26.04	18.54	12.7	107.87	115.66	108.77
Pppde2	0.0	161.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	2.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	34.51	15.86	0.0	16.26	0.0	0.0	0.0	0.0	4.3	11.2	103.5	101.86	107.13
Prkd3	0.0	89.1	0.0	0.0	0.0	0.0	0.0	1.67	0.0	0.0	0.0	0.0	1.8	0.0	52.52	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	4.91	0.0	1.86	1.49	10.1	9.25	10.61
Prpsap2	1.93	323.53	115.58	0.0	208.79	0.0	0.0	64.89	174.7	57.13	13.99	27.83	0.11	0.0	76.58	55.27	0.0	0.19	237.86	0.0	140.99	0.0	65.19	0.38	627.65	8.7	0.0	0.0	0.0	10.71	34.1	21.63	38.29	41.14	42.42
Psmg4	0.0	460.86	0.0	0.0	0.0	0.0	0.0	0.0	114.51	60.74	0.0	95.4	40.76	0.0	0.0	0.0	0.0	71.57	3.55	0.0	0.0	62.36	27.37	82.54	0.0	44.79	0.0	0.0	0.0	0.0	14.54	16.88	12.41	18.37	15.43
Rap1gap	0.0	85.01	0.14	0.0	0.0	0.0	13.45	0.06	0.0	3.73	3.85	0.61	4.02	0.0	0.15	0.0	0.0	0.0	0.0	0.24	4.12	0.09	0.44	0.5	0.0	4.64	0.0	2.77	0.0	0.0	3.69	6.62	171.3	186.02	178.43
Reps1	0.0	194.5	192.77	4.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.78	0.0	0.0	5.22	16.85	4.65	0.0	0.0	0.0	0.0	46.47	34.61	0.0	10.64	0.0	0.0	0.0	0.0	10.49	11.08	32.66	33.14	33.52
Rhoq	0.0	171.99	0.0	0.0	0.0	0.0	0.0	0.1	0.0	1.12	0.1	0.07	0.0	0.0	76.16	0.0	0.1	0.0	0.04	0.0	0.0	0.0	20.2	8.6	0.0	8.14	0.0	0.0	3.34	0.0	4.26	2.16	24.1	24.56	23.28
Runx2	0.02	1.5	0.31	0.0	0.0	0.47	0.0	0.49	0.13	0.0	0.15	0.04	0.07	0.65	0.49	0.38	0.16	0.21	0.3	0.0	0.04	0.0	0.0	0.1	0.0	0.45	0.23	0.05	0.0	0.13	2.26	1.63	3.07	3.56	3.45
Sbf1	64.41	68.2	0.07	0.0	0.0	0.0	0.0	0.03	0.0	16.62	0.0	0.08	4.78	0.0	2.69	0.0	102.82	32.76	11.11	0.0	4.77	0.48	0.0	2.58	0.0	3.6	0.3	0.04	59.75	1.58	2.0	2.99	87.42	87.58	93.92
Sema4d	0.0	38.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.95	0.0	0.0	0.08	0.0	66.15	0.0	0.0	0.06	1.1	0.0	0.44	0.0	1.87	0.0	0.0	0.0	0.0	2.91	2.99	34.11	35.44	37.74
Sgip1	1.93	325.15	1.33	18.86	74.35	103.57	24.39	87.03	80.51	101.52	103.3	36.59	54.0	18.41	35.47	118.08	132.05	7.27	16.64	0.66	69.07	100.39	80.77	3.29	0.0	19.05	138.18	30.04	2.12	70.47	46.86	48.23	103.31	98.05	102.23
Sin3b	124.34	379.1	0.76	0.0	0.0	0.12	0.11	3.25	0.0	3.18	5.1	50.06	85.06	50.22	130.97	3.71	0.0	86.28	9.35	0.2	5.06	28.3	6.6	73.6	0.0	12.53	0.0	1.02	22.89	23.64	14.14	23.74	71.08	71.79	68.02
Slc13a3	0.0	186.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.66	12.48	11.73
Slc25a28	0.0	224.82	5.67	0.0	0.65	0.0	0.0	0.37	35.41	9.25	0.57	2.93	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.0	0.0	4.01	0.0	35.56	0.0	9.09	8.22	0.0	91.53	0.0	9.69	5.06	37.24	45.6	38.7
Slc36a1	0.0	34.68	17.0	0.0	0.0	0.1	0.0	14.03	0.0	12.4	0.0	3.63	0.0	0.0	0.09	0.07	0.0	0.0	0.09	3.47	0.0	5.62	3.33	0.06	0.0	3.5	0.0	0.14	0.09	0.25	4.98	6.58	40.34	37.04	38.5
Slc3a1	0.0	2.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.12
Smad2	3.15	85.79	0.3	1.32	55.91	1.14	1.13	27.01	0.29	0.9	30.35	0.29	21.78	0.96	0.62	1.17	1.45	0.5	83.85	0.38	1.47	0.1	22.47	12.22	0.0	5.26	0.18	1.88	0.39	0.37	10.7	13.45	12.09	11.69	11.57
Snora65	0.0	293.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.02	14.72	16.13
Sppl3	0.07	239.16	55.47	0.0	0.0	20.23	37.67	22.45	113.18	76.58	0.0	22.5	2.0	0.0	0.18	0.0	0.0	9.39	0.0	0.0	32.43	28.21	95.57	28.21	0.0	32.56	2.2	0.0	20.54	0.0	18.72	12.81	69.72	74.61	73.59
St18	0.0	149.46	0.0	0.0	0.07	0.09	0.0	0.0	0.0	0.0	0.03	0.0	0.04	0.77	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.02	0.0	0.14	0.0	0.18	0.08	0.0	0.08	93.44	0.0	1.19	4.21	4.03	4.76
Stx1b	0.0	131.43	0.0	0.0	5.68	0.0	0.0	0.27	0.0	5.11	0.0	0.0	0.86	0.0	5.96	0.0	0.0	0.49	0.41	0.27	0.34	18.74	77.48	6.89	0.0	17.7	0.0	0.19	66.0	21.17	30.64	41.03	327.87	287.97	326.53
Taf1d	0.0	148.06	0.0	2.71	0.0	64.84	0.0	65.54	11.94	15.25	41.65	59.67	45.12	37.88	0.0	10.22	0.0	37.57	0.0	0.0	44.67	12.71	24.57	37.6	0.0	58.7	29.49	0.61	10.95	16.31	31.66	26.12	19.75	18.02	20.18
Taf8	11.02	106.07	0.0	0.0	3.17	0.0	0.0	72.81	0.0	0.0	0.0	9.2	2.99	0.0	0.0	0.0	0.0	10.82	0.0	10.99	0.39	0.22	0.0	0.0	0.0	1.96	0.0	0.0	0.0	0.0	10.09	12.12	14.09	14.42	12.68
Tas1r3	0.58	27.93	0.5	0.22	0.15	0.29	0.0	2.09	0.1	0.86	0.0	0.13	0.06	0.15	0.26	0.54	0.0	1.09	1.01	0.27	0.43	0.09	0.1	0.0	0.0	0.37	0.0	0.0	0.17	0.23	0.09	0.11	0.96	0.62	0.29
Tbc1d22b	0.0	26.64	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	15.27	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.65	0.0	0.0	0.0	15.1	0.68	2.66	35.54	36.1	35.89
Timm44	0.0	383.89	2.91	0.0	6.12	8.76	0.0	9.78	53.04	48.18	75.95	5.3	3.63	0.0	0.0	90.07	0.0	160.15	6.0	0.0	4.12	170.28	217.92	6.42	8.51	32.18	0.0	30.23	69.32	33.87	55.57	79.64	55.22	59.27	58.76
Tmem101	76.53	643.89	105.74	0.0	0.0	0.0	0.0	0.07	0.0	36.47	0.0	75.12	64.34	0.0	0.0	0.0	0.0	156.6	0.0	0.8	0.0	4.68	0.0	13.13	0.0	31.37	0.0	0.0	0.0	0.76	27.9	23.96	22.52	27.47	23.74
Tmem90a	0.0	24.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.44	0.0	0.0	41.85	0.12	0.0	7.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.09	45.13	40.42
Tprn	0.0	97.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.87	12.4	15.45	14.14
Trex1	0.0	443.15	141.03	1.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.36	1.02	67.83	0.0	0.0	0.0	174.62	0.0	0.0	0.0	0.0	0.0	0.0	20.97	0.0	4.38	0.0	75.67	7.0	13.57	18.04	16.98	15.85
Trrap	0.04	37.5	0.0	14.64	0.0	0.53	0.0	21.91	0.0	13.2	27.01	7.85	0.0	7.55	1.91	4.06	33.77	1.42	22.28	0.0	17.73	0.26	12.3	0.0	0.0	11.52	0.0	12.76	0.04	4.3	11.05	7.58	48.39	44.3	50.87
Ttc38	0.88	46.82	1.18	2.4	2.66	3.43	4.03	1.78	1.89	0.12	1.69	1.18	0.82	5.68	1.79	2.76	2.97	1.34	0.59	0.86	0.8	1.32	19.42	0.54	0.0	2.36	2.54	1.4	2.15	1.39	3.68	4.51	7.84	7.69	7.21
Wdr27	0.0	120.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.36	0.19	0.0	0.0	0.0	0.86	0.0	0.61	0.61	0.26
Wdr45	0.0	362.94	0.0	0.0	0.0	0.0	0.29	32.03	0.24	131.76	0.0	43.34	3.66	5.4	0.0	0.0	10.44	0.0	92.22	0.27	0.0	8.23	51.37	42.54	0.0	30.87	0.0	0.0	29.0	0.0	39.08	39.84	45.84	50.2	45.14
Wdr52	0.0	92.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	2.13	1.65	2.07
Zbed3	0.0	149.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	2.04	11.48	12.15	13.15
Zbtb10	0.0	34.0	1.91	7.16	0.0	0.0	0.0	0.0	0.0	0.0	1.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	3.28	0.0	0.0	0.0	0.0	0.47	0.51	4.6	4.25	3.46
Zbtb46	0.0	170.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04	0.0	7.15	8.78	7.45
Zcchc16	0.05	22.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3	0.0	0.0	0.0	0.0	1.47	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	6.1	0.0	0.0	1.73	0.0	0.0	0.0	1.92	1.96	1.62
Zfhx4	0.0	45.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.3	0.0	2.8	2.61	3.19
Zfp532	0.0	101.12	0.11	0.0	0.0	111.79	0.0	0.0	9.57	0.0	0.0	10.71	0.0	0.0	0.0	2.05	0.0	44.64	0.0	0.15	2.75	0.0	26.87	0.0	0.0	11.8	0.0	0.0	0.0	0.0	2.47	7.25	27.18	26.39	27.61
