	Calb2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_54	Gad2_tdTpositive_cell_55	Nkx2.1_tdTpositive_cell_10	Nkx2.1_tdTpositive_cell_18	Pvalb_tdTpositive_cell_2	Pvalb_tdTpositive_cell_3	Pvalb_tdTpositive_cell_4	Pvalb_tdTpositive_cell_5	Pvalb_tdTpositive_cell_6	Pvalb_tdTpositive_cell_8	Pvalb_tdTpositive_cell_9	Pvalb_tdTpositive_cell_12	Pvalb_tdTpositive_cell_22	Pvalb_tdTpositive_cell_26	Pvalb_tdTpositive_cell_32	Pvalb_tdTpositive_cell_35	Pvalb_tdTpositive_cell_40	Pvalb_tdTpositive_cell_42	Pvalb_tdTpositive_cell_46	Pvalb_tdTpositive_cell_47	Pvalb_tdTpositive_cell_49	Pvalb_tdTpositive_cell_55	Pvalb_tdTpositive_cell_65	Pvalb_tdTpositive_cell_66	Pvalb_tdTpositive_cell_69	Pvalb_tdTpositive_cell_73	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbF.Gad2_tdTpositive_cell_5	PvalbF.Gad2_tdTpositive_cell_14	PvalbF.Gad2_tdTpositive_cell_15	PvalbF.Gad2_tdTpositive_cell_21	PvalbF.Gad2_tdTpositive_cell_30	PvalbF.Gad2_tdTpositive_cell_34	PvalbF.Gad2_tdTpositive_cell_42	Rbp4_tdTpositive_cell_51	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Kcnc3	0.0	0.0	2.59	4.92	7.36	10.1	6.18	1.96	7.5	3.21	10.08	0.03	5.98	2.87	7.84	0.16	1.74	11.58	8.77	0.0	0.0	0.06	6.09	4.31	3.14	6.75	16.67	18.42	9.2	5.08	7.27	0.89	19.57	0.09	2.21	8.74	58.25	63.26	64.17
Kcnj3	0.0	0.0	29.15	31.04	43.81	7.87	4.23	5.26	0.27	22.46	4.48	23.19	6.58	29.49	0.0	15.3	5.34	0.0	78.0	0.0	1.11	104.51	25.4	84.18	98.09	60.54	141.32	27.83	86.31	25.96	70.98	80.61	15.63	0.0	2.18	46.13	87.05	83.59	83.9
Kcnj9	0.0	0.07	41.12	17.62	25.69	18.24	18.79	0.0	53.01	20.8	15.65	4.83	35.86	28.03	42.63	26.79	3.7	6.19	30.07	0.37	0.0	64.1	18.53	3.29	12.94	1.36	62.11	50.29	37.49	7.47	21.14	1.26	0.0	3.08	24.64	66.25	121.29	116.59	115.73
Kdm3b	0.0	0.44	0.08	1.76	2.39	11.35	5.45	0.0	2.85	11.42	1.03	0.83	15.2	0.3	0.07	0.0	13.88	0.5	0.27	0.0	3.61	10.75	0.22	2.07	1.05	0.16	29.88	0.0	8.73	0.49	0.18	0.0	0.45	0.87	2.19	0.81	26.29	25.01	26.31
Klc1	0.0	1.03	8.69	39.73	34.46	19.48	52.56	20.66	78.73	15.82	0.0	6.46	28.23	42.52	19.0	7.34	45.44	26.94	50.54	1.28	70.37	13.13	2.09	7.24	9.59	24.31	90.94	18.56	6.71	46.98	12.66	38.26	15.98	7.9	21.27	34.74	706.38	755.05	722.85
Klhl26	0.0	0.0	2.99	0.0	0.0	3.69	0.0	0.0	0.0	5.67	0.0	0.0	18.86	0.0	0.14	0.0	0.0	1.65	0.0	26.02	0.0	0.0	0.0	10.77	0.0	0.0	38.6	0.1	0.14	0.17	16.58	0.0	0.0	0.0	0.0	0.0	47.35	50.31	46.63
Klhl33	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.0	0.0	0.0	0.0	30.92	0.0	0.0	0.0	20.58	0.0	0.0	27.16	0.0	0.29	0.0	0.0	0.0	0.0	0.0	42.84	0.0	0.0	0.0	22.91	0.0	29.74	0.0	0.0	0.0	3.86	3.81	3.79
Ldhb	7486.96	8970.97	7692.96	6832.63	8752.31	8798.32	8750.45	10118.08	10894.4	8525.9	7735.26	7234.97	8217.62	9343.6	8808.99	7074.56	8223.21	8574.79	10165.1	7814.88	9602.81	7343.35	7785.08	7061.15	7167.6	11261.44	5133.35	13571.31	12546.17	8513.41	9755.78	8904.1	11010.48	8275.76	10182.84	11746.38	737.58	774.98	752.92
Lmx1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.11	0.16	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.16	0.05
Lrp1	0.53	0.08	0.08	5.32	0.25	2.62	2.31	0.0	0.41	2.61	1.32	0.6	3.99	1.79	0.8	0.21	3.25	3.16	0.13	0.0	1.33	4.63	2.26	0.0	2.63	0.0	14.16	0.2	0.62	2.57	2.21	0.19	0.57	0.86	8.56	0.21	105.31	103.13	117.97
Lzic	0.0	0.0	0.0	1.32	4.3	0.0	0.0	63.08	23.13	0.39	48.74	0.0	0.0	9.89	35.21	1.8	0.0	0.0	0.0	0.0	0.0	33.02	0.0	3.31	0.0	0.0	66.32	0.0	8.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.48	11.86	13.8
Man1b1	0.0	0.0	0.0	1.38	2.12	0.0	0.0	0.0	0.0	12.97	0.0	0.4	2.03	0.14	7.68	0.0	4.7	1.59	0.0	0.0	2.32	0.0	0.49	0.0	8.07	15.92	30.5	0.0	0.0	5.58	3.24	6.17	7.75	4.85	1.44	19.69	50.02	53.2	50.77
Map1lc3a	0.0	0.0	60.43	26.06	44.08	36.12	9.03	2.36	22.6	41.24	43.63	53.8	44.29	59.21	51.67	33.78	8.71	129.37	23.89	19.84	101.83	6.74	50.21	52.67	89.59	12.09	55.58	13.43	40.98	73.86	15.1	10.9	51.36	57.2	46.14	53.48	252.6	292.72	275.52
Map3k12	0.0	0.19	50.16	8.67	0.0	0.15	3.61	0.0	12.2	8.73	0.0	0.0	29.3	14.53	0.0	12.11	6.92	35.83	11.49	0.0	0.0	0.0	0.0	0.0	30.38	9.26	36.44	0.86	3.71	6.35	11.39	5.58	16.16	0.0	0.0	14.66	58.63	61.47	58.98
Mmp17	0.0	0.0	0.82	1.48	1.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	167.46	165.74	168.59
Mmp9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91	1.24	0.94
Mrap2	0.0	0.0	0.64	23.3	37.05	0.36	0.65	0.0	0.76	0.34	1.32	0.24	0.91	0.07	0.02	0.12	0.0	0.0	0.0	0.0	0.07	0.27	0.0	0.0	0.21	0.52	66.87	0.46	0.21	0.25	0.46	1.18	0.58	0.0	0.29	0.51	7.06	6.98	7.22
Mtdh	181.15	0.07	10.4	7.43	4.65	8.97	0.19	0.0	21.57	7.93	47.45	2.97	1.17	0.0	28.35	19.05	0.15	1.13	8.95	49.0	7.81	28.01	14.67	7.51	2.97	7.76	67.25	48.49	6.07	20.94	4.47	11.99	0.0	0.65	0.85	37.38	55.09	53.26	56.2
Mtmr9	0.0	0.0	0.0	0.0	0.0	8.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.91	0.0	0.0	0.0	4.98	0.81	0.0	0.0	0.0	0.0	0.0	36.67	0.0	67.96	6.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.94	73.44	71.47	77.25
Myh14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	13.36	14.87	15.9
Nlgn3	1.94	0.06	0.15	15.23	21.89	1.97	11.66	0.06	0.0	14.76	9.98	14.21	14.17	6.8	4.93	1.22	1.56	1.83	10.63	1.09	26.52	17.67	1.67	72.63	1.07	0.76	148.87	0.14	1.05	0.64	32.99	35.87	0.41	0.12	0.58	2.64	50.02	47.15	49.14
Nol6	0.0	0.0	0.13	0.0	0.0	4.72	5.27	3.8	0.0	7.25	22.98	48.96	2.17	1.92	6.15	0.53	0.0	2.78	3.59	0.0	18.77	47.55	9.7	0.18	38.95	0.33	89.56	4.79	27.47	21.46	2.7	28.43	15.03	8.4	1.7	0.26	71.62	76.65	71.89
Npc2	170.22	37.21	22.46	8.48	13.84	28.25	9.85	1.6	0.0	0.0	24.41	0.0	16.48	0.66	0.0	5.56	7.09	17.71	7.34	0.0	1.4	0.0	0.48	0.63	0.0	0.0	74.51	6.62	0.12	0.15	0.0	0.0	21.09	6.61	9.39	4.46	33.26	36.59	36.98
Ntf3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	167.17	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	2.57	2.09	3.6	3.5
Ogfr	0.0	32.88	0.0	0.13	0.0	0.0	0.0	2.31	0.0	0.0	0.5	0.0	5.98	0.0	0.0	0.0	0.0	0.26	0.0	1.86	0.0	0.0	9.62	0.0	2.33	0.0	59.8	0.0	0.36	0.22	0.19	0.0	0.0	0.0	0.0	0.0	40.39	38.33	36.92
Oxct2b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65	0.61	1.19
Pacsin3	0.0	11.18	0.0	0.0	0.0	0.32	0.38	0.0	0.0	0.0	0.0	12.92	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.33	11.78	9.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.78	36.31	33.02
Pcdh1	0.0	0.0	0.0	0.0	0.0	0.0	2.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.22	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	5.6	0.0	0.21	0.0	0.11	0.0	0.0	3.55	0.0	0.0	79.88	79.04	80.23
Pde6c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.94	0.11
Pgap3	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.59	0.0	13.02	0.0	0.0	0.0	0.0	9.94	0.0	21.63	0.0	0.0	0.0	0.0	0.0	41.82	0.0	0.0	0.0	0.0	0.0	37.04	5.17	0.0	0.0	9.46	9.46	9.18
Pgm2	0.0	0.0	52.61	48.84	70.88	52.51	44.31	19.16	86.73	53.72	78.54	0.79	59.74	56.0	0.65	17.71	50.85	30.07	35.46	50.85	75.14	91.97	143.58	90.11	41.78	59.63	191.84	59.14	1.05	102.57	19.1	0.0	5.57	92.21	0.0	53.77	57.08	63.19	59.45
Phf13	0.0	0.0	0.0	0.46	0.0	0.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.85	0.0	0.0	0.0	19.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.17	0.0	8.99	0.0	2.5	0.0	0.0	0.0	0.0	0.0	16.69	14.68	12.71
Phf2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98	0.0	0.0	2.04	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.12	0.0	0.0	0.0	0.0	0.55	0.49	0.0	15.81	0.0	0.0	0.0	0.0	0.0	0.3	0.09	0.0	0.18	25.4	26.09	28.47
Phf23	162.31	87.01	43.35	3.47	7.35	29.23	35.77	2.87	60.02	4.78	5.43	11.59	53.16	0.27	0.0	24.96	6.08	10.76	21.44	0.3	0.0	4.08	0.0	0.0	0.0	50.92	25.29	0.0	35.15	5.75	39.0	0.0	0.0	36.08	0.0	0.0	40.96	38.3	34.76
Pik3cd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.21	0.0	0.0	0.0	5.55	0.0	0.0	0.0	0.0	5.54	0.0	0.0	0.0	0.0	40.99	0.0	0.0	3.31	0.09	0.0	0.0	0.0	0.0	0.0	16.92	15.47	15.82
Plekhg5	0.0	0.0	0.0	0.77	1.11	0.0	0.85	0.0	0.0	0.0	0.0	0.0	9.73	0.0	0.0	0.0	9.07	0.0	0.16	0.0	0.0	0.0	0.0	0.0	13.65	18.81	17.5	0.07	3.35	0.0	14.19	0.6	0.0	3.95	0.0	0.05	54.79	56.74	54.57
Pnpt1	0.0	0.0	0.0	7.91	11.31	19.29	19.18	0.0	8.31	9.98	12.03	0.0	6.05	0.0	0.0	0.0	14.31	0.0	36.75	33.87	4.07	0.0	0.0	0.0	0.0	90.45	89.21	45.01	0.0	14.24	0.64	0.0	0.2	0.18	0.33	0.0	20.88	17.74	21.36
Polq	0.0	0.0	0.29	5.47	8.69	0.0	0.0	0.0	0.0	0.0	0.0	1.79	1.13	0.0	0.0	0.81	0.0	0.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.34	0.0	0.0	0.19	0.5	0.0	0.48	0.0	0.0	0.0	1.94	1.59	1.77
Ppip5k1	0.0	8.59	1.76	5.95	9.7	9.44	1.75	0.18	11.81	5.26	26.65	0.44	1.17	0.78	6.99	9.7	1.09	0.0	13.36	14.21	34.96	0.68	1.31	1.22	12.83	27.7	27.02	0.3	25.54	14.34	1.09	2.95	24.02	6.14	12.3	16.52	66.18	64.87	65.93
Pprc1	0.0	0.05	0.0	0.0	0.0	7.38	0.0	0.0	0.0	3.74	10.56	0.0	0.0	0.1	0.0	0.0	0.0	13.87	10.42	0.0	0.0	0.33	2.61	0.0	0.0	0.0	52.77	0.0	1.08	0.0	0.0	11.43	0.0	0.18	0.0	0.0	13.37	12.98	11.42
Prkrir	8.35	1.92	36.4	4.44	2.88	18.5	27.52	0.43	13.46	3.38	4.82	3.33	5.11	5.55	6.25	18.11	2.9	4.06	3.8	24.66	1.62	23.45	6.59	10.31	5.81	4.23	7.01	9.48	12.51	14.28	4.63	11.87	2.09	2.27	10.44	43.04	52.49	50.61	46.6
Prkx	0.88	1.04	0.19	47.58	65.47	0.18	5.88	0.08	5.96	15.25	0.72	0.21	3.08	0.34	18.28	44.86	0.62	0.19	0.0	1.62	3.13	1.32	16.61	6.3	0.84	1.18	107.56	0.52	0.66	0.62	1.2	0.16	0.0	0.16	0.94	2.99	11.01	9.82	9.78
Prrt1	0.0	0.0	0.0	0.33	0.0	0.0	4.77	0.0	0.0	0.0	0.0	0.0	0.0	6.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.87	0.0	0.0	0.0	12.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.55	104.6	118.51
Ptk7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	18.45	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	7.03	7.91	7.41
Rab11fip2	0.0	0.0	0.96	0.97	1.25	2.11	1.18	0.0	0.18	2.62	31.82	7.64	4.07	1.93	6.55	2.52	1.03	0.0	0.0	0.11	0.0	0.0	7.71	0.08	3.62	1.74	32.55	18.49	1.77	1.5	3.16	1.47	0.0	1.35	1.44	0.0	41.52	36.24	39.33
Rab26	0.0	115.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	73.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.6	55.4	53.37
Rapgef1	0.0	0.0	0.58	17.38	5.33	0.5	0.59	0.0	0.08	1.68	0.0	0.0	12.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.24	0.04	0.0	7.2	20.58	16.28	7.62	33.84	13.55	0.81	0.0	0.0	0.98	0.0	0.0	59.62	59.34	62.33
Rassf2	0.28	0.0	0.0	0.08	0.0	0.0	0.1	0.0	0.2	0.08	0.12	0.0	0.22	0.0	0.21	0.0	0.0	0.0	0.0	0.13	0.0	0.07	0.12	0.11	0.17	0.06	1.03	0.0	0.15	0.14	0.0	0.09	0.11	0.1	0.0	0.07	29.35	29.69	31.74
Rps6kc1	0.0	0.86	0.0	1.87	0.0	5.75	0.0	0.0	3.45	0.0	0.0	0.0	0.0	12.27	8.19	0.0	0.96	22.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	49.99	0.07	14.32	11.31	0.32	0.0	0.0	12.91	0.0	25.65	33.42	33.68	34.58
Rsbn1	0.0	0.0	0.0	0.0	0.0	0.0	11.21	8.73	7.51	6.16	8.97	15.19	0.0	0.0	0.0	3.95	0.0	0.0	13.53	0.09	0.0	0.0	0.0	0.12	0.63	0.0	23.54	0.0	0.0	0.0	0.0	23.6	1.43	0.42	0.0	13.71	14.32	14.78	13.81
Rtp3	0.19	0.7	0.23	0.35	0.0	0.48	1.14	0.3	0.2	0.28	0.0	0.5	0.89	0.22	0.42	1.94	3.15	0.49	0.8	0.0	0.94	0.0	0.85	1.36	0.77	1.07	4.27	1.93	2.39	3.24	1.24	0.17	1.32	0.79	0.0	0.0	2.72	2.32	3.2
Scamp2	0.0	0.0	2.95	5.08	7.55	15.75	0.0	0.0	0.0	21.06	0.24	0.0	0.47	0.23	23.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81	0.0	0.33	0.0	70.63	23.83	0.0	0.0	25.56	0.0	0.0	0.0	0.0	28.42	19.47	19.92	19.36
Sdf4	0.0	140.76	47.34	100.52	133.15	92.27	78.97	93.6	79.95	43.56	30.01	63.72	62.76	139.48	60.65	16.33	51.72	42.66	108.48	130.52	41.42	143.9	88.39	111.36	74.09	115.53	236.33	95.3	20.7	63.32	113.12	33.6	68.52	68.48	55.7	27.91	110.78	109.13	110.52
Sema4g	0.0	0.0	21.45	16.0	3.87	0.0	1.13	6.77	0.0	0.24	0.92	1.83	1.13	15.64	0.23	2.74	2.13	18.88	0.15	0.14	0.0	0.2	0.42	1.72	2.01	18.22	11.65	1.47	0.0	7.84	1.81	0.0	1.12	10.86	9.19	7.63	15.72	16.16	16.98
Slc10a3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.9	0.0	44.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.67	0.0	50.3	14.47	50.15	0.0	0.0	0.0	0.0	0.0	3.48	3.01	3.51
Slc43a2	0.15	0.0	2.37	0.09	0.12	1.04	0.64	0.18	0.07	4.88	0.31	0.0	2.12	0.16	0.71	3.95	0.25	0.09	0.4	0.0	0.63	0.06	0.21	0.07	0.1	0.0	34.54	0.09	3.5	8.96	0.44	0.95	0.31	1.85	0.42	0.25	25.54	27.71	30.42
Slc52a2	0.18	0.09	0.0	0.0	0.0	0.0	23.37	0.0	0.0	0.25	0.0	0.69	0.4	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	47.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.97	11.29	11.91
Slco6c1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.04
Snapc4	0.0	30.09	11.33	1.18	1.14	4.38	0.0	0.0	3.52	0.0	0.0	0.0	17.92	2.95	0.0	4.13	0.13	1.08	11.42	0.0	8.2	0.0	0.06	0.0	0.0	35.78	50.85	10.97	0.0	0.91	15.81	7.34	0.49	0.98	0.0	0.0	27.77	29.82	29.1
Snx22	0.0	0.0	6.19	5.24	9.37	4.7	0.65	0.0	0.23	4.98	4.74	0.28	2.25	6.89	3.39	0.0	1.27	0.0	1.77	0.0	0.0	2.97	0.0	0.0	9.49	11.4	47.94	0.0	1.13	3.07	0.0	1.74	3.19	12.71	6.33	0.0	12.79	12.52	14.18
Sorcs2	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.52	26.44	26.95	30.37
Stk38	0.0	0.07	25.41	18.57	25.55	28.02	7.86	0.0	0.0	0.0	0.35	0.92	15.02	27.95	20.58	1.2	1.84	1.99	0.59	0.0	0.0	11.12	28.23	2.14	104.31	0.56	104.71	0.5	0.0	0.0	0.13	44.36	6.54	0.73	0.82	0.0	27.2	26.95	27.88
Strn4	0.0	0.0	0.0	0.16	0.24	2.69	0.0	4.9	11.03	2.13	2.57	0.0	6.94	8.91	0.0	0.0	0.0	0.0	13.06	0.0	12.08	0.0	21.66	4.94	0.0	0.0	136.86	12.98	1.27	26.91	0.0	0.0	0.15	0.0	34.8	0.66	158.54	169.33	162.89
Stxbp3a	145.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	13.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.95	0.0	0.0	5.82	66.64	2.78	40.52	0.0	0.0	0.0	0.0	1.8	0.0	0.0	18.92	17.3	20.57
Tcirg1	0.0	0.18	0.0	3.02	4.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.5	25.47	23.87	0.0	0.0	27.06	0.0	0.0	0.0	0.0	0.0	1.84	0.0	60.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.82	12.65	13.85
Tesc	0.0	0.0	0.0	0.0	0.0	0.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.17	0.0	40.76	22.14	0.0	0.0	0.0	1.84	0.0	0.0	0.0	0.0	90.56	94.33	96.13
Th	0.0	525.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.89	4.32	4.26
Tmcc2	0.0	0.0	0.0	0.0	0.0	0.52	16.99	13.46	0.0	2.61	2.3	0.36	0.0	9.98	3.11	0.0	0.0	7.33	0.0	0.0	0.0	0.0	9.07	0.0	0.0	4.57	24.54	15.98	0.0	3.65	0.0	2.91	0.0	0.0	0.0	1.08	125.04	130.95	130.63
Tmem132a	0.0	16.15	0.16	0.0	0.0	3.21	0.33	0.0	0.41	0.0	0.65	0.0	0.0	5.26	0.0	1.58	11.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.91	21.0	0.0	0.23	7.13	0.0	0.0	0.0	1.92	0.0	0.0	173.98	189.33	182.59
Tmem150b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	9.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08	0.8	1.42
Tmem151b	0.0	32.29	42.56	28.37	44.88	54.36	46.37	26.77	38.56	8.3	26.19	0.0	30.82	27.81	32.71	17.0	23.37	22.82	83.01	0.33	26.41	36.95	66.4	100.41	148.48	21.6	232.24	27.15	39.63	33.6	4.72	43.42	69.37	27.49	27.57	76.89	73.63	72.91	73.42
Tmem181a	0.0	0.0	5.33	3.53	2.34	0.0	11.26	1.9	7.29	15.54	16.13	3.26	11.38	2.61	10.49	0.0	25.61	1.01	0.73	0.0	6.94	0.0	36.19	3.41	0.0	0.0	65.34	2.46	11.3	4.86	0.73	0.0	2.74	10.92	4.0	0.0	77.48	72.85	83.86
Tmie	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.27	4.0	4.19
Tonsl	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	24.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.59	3.72	4.43
Tor1a	0.0	0.0	16.14	93.73	130.15	0.42	0.0	0.0	8.72	24.44	37.26	14.98	35.95	17.15	33.8	66.7	15.51	1.26	16.41	0.0	0.0	36.01	39.77	0.0	0.0	0.52	228.75	82.31	0.0	71.96	124.11	0.0	27.25	123.19	53.29	91.01	36.8	38.69	36.35
Traf3ip2	0.0	0.0	0.0	0.0	0.0	0.0	12.21	0.0	0.0	0.0	0.0	2.12	0.0	3.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.59	0.0	0.0	0.0	0.0	0.0	2.26	0.0	0.0	3.05	3.29	3.42	4.08
Trappc10	5.76	0.0	0.0	0.06	0.08	0.0	0.0	0.0	0.0	4.89	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.35	1.15	0.0	0.45	0.0	0.0	0.0	0.0	0.44	29.21	0.0	0.73	4.41	12.99	0.0	0.0	2.45	0.0	0.0	53.83	56.97	56.18
Trpc2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.22	0.0	0.0	0.0	0.0	0.0	0.0	3.91	0.0	0.09	5.92	6.08	6.25
Twsg1	19.75	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	21.0	0.0	0.08	0.97	0.0	1.4	3.03	0.0	0.0	0.0	0.0	0.0	68.81	39.61	44.75	13.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.82	23.23	22.45	20.6
Vax2os2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Vwa5b2	0.0	0.0	0.88	0.25	0.0	12.2	14.28	0.0	0.0	1.72	12.63	0.0	0.0	19.72	0.0	1.32	11.26	0.0	5.83	4.81	0.0	11.55	0.69	0.0	22.61	22.7	47.28	5.23	0.72	0.21	0.0	0.0	12.17	10.0	2.87	0.04	37.24	38.11	39.6
