	Gad2_tdTpositive_cell_57	Htr3a_tdTpositive_cell_85	Pvalb_tdTpositive_cell_2	Pvalb_tdTpositive_cell_4	Pvalb_tdTpositive_cell_5	Pvalb_tdTpositive_cell_14	Pvalb_tdTpositive_cell_22	Pvalb_tdTpositive_cell_24	Pvalb_tdTpositive_cell_32	Pvalb_tdTpositive_cell_40	Pvalb_tdTpositive_cell_42	Pvalb_tdTpositive_cell_45	Pvalb_tdTpositive_cell_46	Pvalb_tdTpositive_cell_47	Pvalb_tdTpositive_cell_55	Pvalb_tdTpositive_cell_68	Pvalb_tdTpositive_cell_69	Pvalb_tdTpositive_cell_75	Pvalb_tdTpositive_cell_78	Pvalb_tdTpositive_cell_87	PvalbD.Slc32a1_tdTpositive_cell_11	PvalbD.Slc32a1_tdTpositive_cell_17	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbF.Gad2_tdTpositive_cell_5	PvalbF.Gad2_tdTpositive_cell_8	PvalbF.Gad2_tdTpositive_cell_15	PvalbF.Gad2_tdTpositive_cell_16	PvalbF.Gad2_tdTpositive_cell_21	PvalbF.Gad2_tdTpositive_cell_30	Rbp4_tdTpositive_cell_51	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Ifitm2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.42	0.0	0.0	0.0	25.11	0.0	0.0	0.0	1.86	0.0	15.46	15.33	13.01
Ikbke	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17	0.98	1.49
Kank1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.54	0.0	0.0	0.0	0.0	0.0	8.81	8.89	10.85
Kcnc3	0.08	17.17	10.1	1.96	7.5	0.0	2.87	1.21	0.16	11.58	8.77	1.36	0.0	0.0	6.09	3.17	6.75	15.04	8.17	6.94	1.07	4.84	18.42	9.2	19.58	7.27	0.91	0.89	19.57	8.74	58.25	63.26	64.17
Kcnk7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.09
Kdm6a	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	1.04	23.48	5.97	0.44	0.0	13.97	0.44	49.89	0.0	0.0	0.0	4.22	0.0	0.0	0.05	0.0	0.0	0.0	0.0	2.65	0.0	0.0	22.45	14.79	17.17
Kera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Kif9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.12	0.0	0.0	0.0	0.0	1.93	0.0	27.71	0.59	0.0	0.0	0.0	0.0	4.63	4.25	5.51
LOC319574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lama5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.79	4.02	4.04
Lao1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Ldhb	5768.08	8550.52	8798.32	10118.08	10894.4	8302.41	9343.6	6570.82	7074.56	8574.79	10165.1	9166.61	7814.88	9602.81	7785.08	8469.38	11261.44	10004.69	7259.91	6682.6	8757.21	7112.99	13571.31	12546.17	9106.97	9755.78	7935.39	8904.1	11010.48	11746.38	737.58	774.98	752.92
Lima1	0.0	40.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.98	4.97	0.0	0.0	0.0	0.45	1.29	0.0	0.09	3.88	0.0	0.84	0.0	18.64	0.0	1.48	0.0	13.11	0.0	9.02	10.02	8.65
Lipm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.1	0.11
Lrfn1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.76	0.0	0.0	0.0	0.0	0.0	42.71	49.13	45.11
Lst1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.05	0.0	0.0	0.0	0.0	0.0	4.62	4.11	3.45
Ly6c2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0
Ly6i	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.25
Mdh1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.22	1.59	0.72
Mesdc1	0.0	0.0	0.0	0.0	1.73	26.78	0.0	0.0	0.0	0.0	13.25	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.1	0.0	1.5	7.18	0.11	22.5	0.0	0.0	24.11	0.0	3.82	23.57	26.69	23.74
Mettl14	0.0	0.0	0.0	0.0	0.0	0.0	13.65	0.0	4.83	0.0	0.25	0.0	0.0	0.0	0.0	5.77	0.0	1.05	0.47	0.0	0.0	24.74	0.0	0.0	31.42	0.0	0.0	0.0	35.78	0.0	17.36	17.92	17.65
Mir130b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir1898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.62	0.0	0.0	34.4	0.0	0.0	0.0	0.0	0.0	2.12	3.99	8.74
Mir3058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.86
Mnd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.78	0.0	0.0	0.0	0.0	0.0	0.58	1.1	1.2
Mthfd1	0.0	0.0	9.06	0.0	14.47	0.0	0.0	36.46	20.17	75.76	24.52	9.25	0.0	27.08	29.33	15.19	35.19	0.0	26.45	12.67	0.0	16.69	33.39	5.88	0.0	0.0	0.0	0.0	0.0	38.01	27.48	29.4	28.61
Muc5ac	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.01
Myl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56	0.0	0.0	0.0	0.0	0.69	0.89	0.77
Nat10	0.0	0.0	0.0	0.0	0.0	122.97	21.11	0.0	0.0	2.0	0.0	23.26	4.38	0.12	0.0	17.87	0.0	0.0	0.0	0.0	0.18	4.12	0.0	33.37	73.36	1.12	0.0	0.0	0.0	0.3	22.8	21.9	22.63
Nek3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.71	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.82	0.0	0.0	0.0	0.0	0.0	1.94	1.97	1.45
Nek6	0.0	0.41	0.0	0.0	0.3	0.82	0.34	0.26	0.23	22.95	0.0	0.16	0.19	0.28	2.44	0.76	0.12	0.19	0.17	0.0	0.0	0.15	0.0	0.13	0.24	0.0	0.0	0.42	0.17	0.12	19.46	22.32	19.56
Nlrc3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.8	0.32	0.0	0.0	0.0	0.0	0.48	0.54	0.45
Ntf5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.2	0.0	0.0	0.0	0.21	0.36	0.0	0.0	0.0	0.0	0.0	0.17	0.25	0.25
Olfr1344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.0	0.0	0.0	0.0	0.0	47.62	0.0	0.0	0.0	0.0	0.0	1.99	1.18	1.3
Olfr1420	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.1	0.11
Panx1	0.0	0.0	0.0	0.0	0.0	0.0	5.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.45	0.0	0.0	17.15	3.78	0.0	29.08	0.0	0.0	0.0	0.0	0.0	17.96	20.74	18.98
Pax8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.04
Pbx2	0.0	0.0	0.21	0.0	8.36	0.0	1.74	0.0	0.0	0.0	1.16	0.0	0.0	14.89	0.0	0.0	0.0	0.0	8.84	0.0	0.0	0.0	0.0	10.22	36.49	0.0	0.15	0.0	0.0	4.86	39.55	41.16	37.27
Pcdha4	0.6	0.0	6.55	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.5	0.0	0.0	0.0	0.0	0.0	7.19	5.75	5.22
Pim1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.87	0.0	0.44	0.0	0.0	1.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	3.01	2.46	3.89
Plb1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.81	0.0	0.0	0.0	0.0	0.0	2.15	2.02	1.38
Plekha4	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.82	0.0	0.0	0.0	0.0	0.0	1.97	1.99	1.86
Plxna1	0.0	0.0	3.49	0.0	1.51	0.0	0.12	0.0	4.92	14.68	4.82	0.0	0.0	0.0	6.1	0.0	3.09	0.5	0.03	0.23	0.07	30.71	2.52	6.69	19.55	0.81	5.58	3.96	8.48	0.0	35.88	37.83	38.57
Ppme1	85.8	57.55	81.11	73.01	21.53	143.78	90.85	139.36	22.55	71.11	52.43	131.47	60.31	111.87	114.14	7.93	14.73	52.76	57.55	159.48	46.48	12.96	6.73	139.22	143.09	81.43	176.14	105.91	99.25	25.12	202.91	195.24	212.01
Prtg	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9	0.0	0.0	0.0	0.0	0.0	1.22	1.12	1.24
Ptar1	88.25	0.15	30.07	4.74	1.87	0.0	5.56	0.0	0.0	0.0	14.25	0.38	0.0	0.22	36.61	0.0	9.46	0.0	0.0	8.55	0.14	0.0	39.85	0.0	90.27	0.0	57.25	71.01	56.57	0.0	11.91	8.59	12.89
Ptpn22	0.0	0.0	0.0	0.0	0.0	0.0	4.77	0.0	0.0	22.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.53	3.67	0.0	0.0	0.0	4.35	0.54	0.34	0.78
Ptpru	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.87	0.0	0.0	0.0	0.0	0.0	23.57	24.74	26.08
Rad23b	0.0	0.0	17.47	3.38	22.31	0.0	1.7	0.92	6.2	62.5	3.39	47.68	15.03	49.07	13.75	0.0	15.84	10.46	11.97	9.94	0.09	8.46	13.69	0.0	0.49	0.91	25.1	9.84	0.42	26.78	119.39	127.11	122.14
Rsc1a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.0	0.0	17.58	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.05	0.0	68.86	0.0	1.01	0.0	0.0	0.27	8.81	4.5	8.89
Rsph6a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.21	0.0	0.0	0.0	0.0	0.0	0.21	0.12	0.26
Ryr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85	0.0	0.0	0.0	4.27	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	8.42	7.09	8.38
Samd5	0.0	0.25	4.28	0.0	54.7	0.0	0.0	0.0	0.0	89.76	1.32	0.0	0.0	0.0	0.0	0.0	0.0	5.3	0.2	3.21	0.0	0.0	2.68	0.0	7.52	3.5	0.0	3.0	0.0	0.0	8.66	8.73	9.81
Serpina1f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	1.05	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0
Sh3glb1	0.0	3.87	3.43	0.0	0.12	0.0	0.0	0.0	18.73	34.43	0.0	0.0	0.0	24.32	18.91	0.09	14.72	0.31	4.63	0.0	0.0	13.4	10.55	11.61	37.6	2.85	0.32	0.0	0.69	1.03	42.82	38.51	40.68
She	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	2.39	2.31	2.02
Slc29a4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23	0.0	13.35	0.0	0.0	0.0	5.77	0.0	0.15	0.0	0.0	0.0	9.37	9.23	10.36
Slc6a6	1.55	0.05	21.17	0.0	2.16	1.0	0.35	0.42	13.89	38.55	6.37	1.3	0.15	22.58	28.15	2.84	23.89	0.2	5.26	25.22	0.01	15.59	16.69	8.64	38.4	32.57	28.28	57.0	21.59	4.95	71.84	70.52	75.99
Slc7a8	6.97	37.27	13.86	11.58	12.12	45.65	13.28	8.46	0.0	15.15	31.33	9.31	0.15	15.15	48.33	0.0	0.63	5.13	0.0	64.89	13.06	9.54	0.0	18.7	74.79	4.15	23.52	18.19	0.0	0.05	52.53	53.6	51.77
Slco6c1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.04
Sqstm1	39.16	167.17	35.25	9.91	35.1	7.74	40.47	43.54	51.48	99.08	84.0	0.39	83.43	121.51	82.74	253.52	108.21	138.13	35.85	70.66	170.36	154.95	22.54	106.01	118.01	53.33	80.83	113.68	192.69	94.75	475.31	516.54	466.69
St6gal1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.85	0.0	0.0	20.88	0.0	0.0	0.0	0.0	0.33	13.58	12.77	13.39
Suv420h2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	2.08	33.39	0.0	0.0	0.0	0.0	0.0	14.32	13.93	16.2
Sypl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69	0.0	0.0	0.0	0.0	0.0	2.67	2.0	2.44
Tas2r137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1
Tctn1	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	7.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.7	11.9	11.1
Tep1	0.93	0.99	0.21	0.0	0.8	0.0	0.0	0.0	0.38	8.73	0.24	0.28	0.95	0.33	0.0	0.85	0.99	0.15	0.44	0.09	0.0	0.18	0.03	0.79	0.0	0.32	0.0	0.0	0.33	0.85	2.74	1.94	2.62
Tifa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.58	0.0	0.0	0.0	0.0	0.0	0.0	5.47	7.82	6.36
Tk1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66	0.96	0.68
Tlcd2	1.29	0.0	0.33	0.0	0.0	1.18	0.98	0.0	0.0	25.62	0.0	0.0	2.74	1.62	0.66	1.89	0.3	1.13	0.91	0.0	0.88	0.0	0.49	0.31	0.64	0.41	0.38	0.7	1.38	0.19	9.03	7.47	11.19
Tril	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	11.39	0.0	0.0	0.0	0.0	0.0	0.0	5.42	0.0	0.0	0.0	0.0	0.0	21.66	22.0	27.44
Trim68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.58	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.27	5.65	5.85
Ttc39d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Ttyh1	0.13	0.75	5.72	0.04	1.1	0.55	4.95	0.0	0.23	20.77	16.52	0.9	0.54	0.09	7.9	4.75	33.7	3.91	10.38	30.86	3.16	19.51	0.6	6.91	61.95	15.51	3.76	5.54	42.83	6.88	290.25	308.4	320.21
Uck1	0.0	0.0	14.1	0.0	6.92	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	27.03	0.27	0.18	0.0	24.44	0.0	0.0	0.0	1.75	4.88	3.17	44.15	0.0	0.22	4.5	0.0	14.78	41.96	46.95	41.68
Vax2os2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Vmn1r213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0
Vmn1r32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.08	0.13
Vps37b	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.03	0.0	0.0	0.0	0.0	0.0	39.01	44.26	36.05
Vsx2	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.1	0.16	0.12	0.0	0.0	0.26	0.0	23.28	0.0	0.0	0.13	0.17	0.0	0.49	0.2	0.46
Wfdc13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.28
Xlr4a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.13	1.0	0.0
Zfhx3	0.0	0.0	0.01	0.01	0.0	0.0	0.0	0.03	0.0	4.36	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.03	0.0	0.0	0.0	0.0	1.1	0.91	1.29
Zfp862	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	12.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.43	5.53	6.55
Zfp934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.51	0.0	2.63	0.0	5.64	0.0	0.0	6.1	0.0	0.0	0.0	0.0	8.9	1.23	3.19	66.3	0.84	0.4	1.17	0.0	1.89	2.3	2.07	2.14
Zp3r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
c10_tRNA-Asp-GAY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c11_tRNA-Asp-GAY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c11_tRNA-Val-GTY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c13_tRNA-Asp-GAY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c13_tRNA-Val-GTY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c1_tRNA-Asp-GAY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c3_tRNA-Tyr-TAC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.79
c3_tRNA-Val-GTY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c5_tRNA-Asp-GAY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.41	0.0	0.0	0.0	0.0	0.0	6.71	6.32	3.46
