	Chrna2_tdTpositive_cell_54	Gad2_tdTpositive_cell_43	Gad2_tdTpositive_cell_74	Pvalb_tdTpositive_cell_2	Pvalb_tdTpositive_cell_4	Pvalb_tdTpositive_cell_5	Pvalb_tdTpositive_cell_6	Pvalb_tdTpositive_cell_12	Pvalb_tdTpositive_cell_17	Pvalb_tdTpositive_cell_21	Pvalb_tdTpositive_cell_22	Pvalb_tdTpositive_cell_26	Pvalb_tdTpositive_cell_35	Pvalb_tdTpositive_cell_40	Pvalb_tdTpositive_cell_42	Pvalb_tdTpositive_cell_45	Pvalb_tdTpositive_cell_47	Pvalb_tdTpositive_cell_69	Pvalb_tdTpositive_cell_75	Pvalb_tdTpositive_cell_78	PvalbD.Slc32a1_tdTpositive_cell_18	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbF.Gad2_tdTpositive_cell_5	PvalbF.Gad2_tdTpositive_cell_8	PvalbF.Gad2_tdTpositive_cell_14	PvalbF.Gad2_tdTpositive_cell_15	PvalbF.Gad2_tdTpositive_cell_21	PvalbF.Gad2_tdTpositive_cell_30	PvalbF.Gad2_tdTpositive_cell_42	PvalbF.Gad2_tdTpositive_cell_63	PvalbF.Gad2_tdTpositive_cell_77	Rbp4_tdTpositive_cell_51	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Ldhb	8970.97	9309.63	8204.16	8798.32	10118.08	10894.4	8525.9	8217.62	8517.89	9220.91	9343.6	8808.99	8223.21	8574.79	10165.1	9166.61	9602.81	11261.44	10004.69	7259.91	9074.03	13571.31	12546.17	9106.97	8513.41	9755.78	8904.1	11010.48	10182.84	9082.37	8351.44	11746.38	2284.99	737.58	774.98	752.92
Lin28b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	2.45	2.41	2.42
Lipm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.1	0.11
Lrp10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99	0.0	0.0	0.46	18.03	22.06	21.75
Lrrc48	9.45	0.0	0.0	0.0	59.56	0.0	0.0	0.0	37.68	0.0	0.0	0.0	0.0	19.49	9.18	0.0	0.0	0.0	0.33	142.06	0.0	0.0	27.32	0.0	2.99	0.0	64.03	2.35	0.0	0.0	0.0	0.0	13.41	15.12	14.95	14.4
Lrrc7	0.0	0.0	0.0	0.0	0.0	0.0	8.78	0.0	2.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.25	0.31	4.59	0.36	4.18	0.2	8.07	0.0	0.0	0.0	0.54	0.0	0.0	0.19	9.14	3.71	40.2	29.07	45.43
Mina	53.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	55.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.75	14.02	11.47	12.01
Mir680-2	0.0	0.0	27.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.76	0.0	0.0	0.0	9.86	13.22	0.0	0.0	0.0	12.01	0.0	0.0	4.89	0.0	5.31	8.34	7.14
Myo19	0.0	0.0	0.0	18.62	0.0	1.11	0.88	8.93	0.0	2.04	9.47	0.0	9.05	0.0	0.0	0.0	0.24	0.0	0.0	26.19	2.56	1.85	0.0	0.1	0.26	12.52	0.1	0.0	0.0	0.0	31.82	1.21	1.25	7.05	7.18	7.28
Myo1d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.67	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.06	8.31	8.4	8.53
Nadk	0.33	0.0	0.0	2.42	0.0	0.0	0.0	27.79	14.91	0.27	16.24	0.0	0.0	24.59	0.0	0.0	32.13	0.0	0.0	49.89	0.0	1.7	0.0	0.0	11.73	0.0	1.55	17.79	1.48	24.49	7.31	0.0	9.09	50.13	50.36	49.79
Nfatc2	0.0	0.0	0.0	0.0	0.0	0.0	9.21	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.11	0.0	0.0	0.0	13.69	0.0	9.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.22	7.9	8.5	9.11
Nkain2	0.0	0.0	0.0	0.0	0.0	0.0	15.92	0.0	0.0	0.25	13.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	10.78	0.0	0.0	0.0	0.0	7.93	0.0	0.0	1.68	0.0	0.0	0.0	0.0	6.16	43.75	43.56	41.28
Olfml1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.83	11.74	12.62	14.09
Oscar	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	2.62	2.42	2.93
P2ry1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.48	2.36	2.11
Parp3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.96	0.0	29.88	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	1.06	3.41	3.36	3.99
Pcdhb10	0.0	0.0	191.57	0.0	0.0	0.0	20.77	0.0	12.96	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.76	0.0	0.0	0.0	0.0	0.0	0.0	1.6	0.0	0.0	0.0	0.0	0.0	0.57	4.9	4.36	3.75
Pcdhb21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.78	57.45	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.2	0.0	0.0	0.0	0.0	2.82	3.38	3.14	3.43
Pcdhb22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.9	0.0	0.0	55.04	0.0	0.0	0.0	0.0	0.0	11.15	0.0	0.0	0.0	0.0	0.0	0.0	0.23	7.34	6.97	7.49
Pcnxl3	0.0	0.0	0.0	0.56	0.0	5.58	0.0	0.0	5.7	3.97	0.0	0.21	7.06	0.0	0.0	10.9	0.0	0.0	0.0	8.53	3.79	0.79	0.06	0.1	0.61	5.8	0.0	0.0	0.0	1.45	0.0	0.05	0.94	27.31	28.15	29.54
Pctp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.31	91.89	0.0	2.33	0.0	44.85	0.26	0.18	25.48	1.68	0.0	0.0	0.0	0.14	0.0	1.93	1.26	1.92
Pde7b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.39	1.46	1.2	0.0	0.0	0.0	0.0	0.0	0.0	37.05	0.0	0.0	0.0	0.0	1.56	0.0	0.0	0.0	1.41	0.06	0.27	0.0	0.75	36.52	32.28	35.06
Pi4k2b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	2.42	1.97	2.56
Pion	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.58	4.33	4.46	4.51
Pllp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	19.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.55	58.13	63.32	70.53
Polk	0.06	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	21.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	64.62	0.0	0.0	0.0	0.09	0.0	0.41	0.0	0.38	0.0	0.0	0.0	0.03	8.95	8.84	7.29	7.47
Postn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.29	1.25	1.39
Prdm9	0.42	0.35	18.9	4.1	0.0	1.34	0.2	0.49	0.67	0.4	0.0	4.96	0.32	0.0	1.88	0.0	0.29	0.11	0.6	29.69	1.66	0.19	0.24	0.73	0.59	0.63	0.12	2.18	0.1	0.38	8.28	0.06	1.4	2.41	3.04	2.37
Prrx1	0.0	0.0	0.12	0.0	0.0	2.42	0.08	0.0	0.15	0.18	0.0	0.0	0.0	0.12	0.31	0.0	0.0	0.0	0.0	0.31	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.12	0.09	0.04	0.56	4.61	4.23	4.13
Prss52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.72	2.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.28	0.31
Ptpdc1	0.0	0.0	0.0	0.0	0.0	0.0	14.14	1.25	0.0	17.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.14	0.33	0.0	18.99	0.34	16.8	0.0	0.1	0.0	0.0	0.0	0.0	0.0	3.44	18.67	22.55	19.99
Ptprk	20.78	0.0	0.0	0.07	0.04	0.0	0.0	0.08	0.06	0.0	0.0	0.15	0.21	0.07	0.0	0.0	0.0	0.04	0.07	17.93	0.12	0.1	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.11	0.15	0.28	30.75	29.92	32.35
Ptrh1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.5	0.0	0.0	0.0	0.0	4.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.38	6.58	7.54	5.56
Rap1gds1	59.24	181.81	12.18	37.27	71.53	79.81	86.47	46.88	47.49	78.9	93.97	35.44	44.76	94.01	89.5	0.0	62.96	36.61	222.27	310.07	94.31	144.03	37.81	89.69	118.89	35.01	87.2	4.89	34.66	89.09	71.21	195.52	252.04	284.57	290.45	264.54
Rgag1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.67	0.0	0.0	0.0	4.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88	0.94	1.03
Rnf217	0.0	0.0	20.22	6.63	0.0	0.0	0.0	0.0	5.77	0.0	0.0	0.0	0.0	0.0	0.0	18.47	0.0	0.0	0.0	34.45	0.0	0.0	0.0	0.0	23.93	0.0	0.0	0.0	4.74	0.0	0.65	0.0	1.7	10.48	11.26	12.49
Rps19-ps3	0.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.09	0.0	0.0	1.71	0.0	0.0	0.0	0.0	1.13	0.0	51.85	0.0	0.0	0.0	5.62	0.0	4.47	2.56	0.0	0.0	0.0	29.7	13.46	5.31	2.87	2.71	4.43
Ryr2	1.86	0.0	0.0	1.14	0.01	0.05	5.62	6.77	1.37	0.78	0.15	7.2	3.79	4.89	4.7	0.36	3.53	0.37	2.33	12.96	0.92	4.76	0.64	3.44	6.82	2.97	0.0	4.38	4.88	0.02	12.52	0.01	10.66	51.84	45.32	51.46
Sarm1	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	1.25	6.51	16.19	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	11.09	3.79	0.0	0.0	6.69	0.59	1.8	3.26	0.0	2.04	0.18	0.0	0.0	1.77	17.37	17.42	16.05
Serpina3a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.55	0.24	0.78
Sh3d19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	0.0	1.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	8.76	8.5	8.98
Slc30a9	0.07	12.03	136.18	20.24	1.38	34.74	36.07	70.3	28.01	3.46	15.04	19.09	30.0	59.59	25.4	0.0	1.2	29.93	31.1	67.1	40.31	68.37	20.99	0.0	0.0	3.81	0.0	0.31	19.26	91.37	58.74	44.58	15.1	113.22	114.28	108.85
Slc38a4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.63	0.65	0.66	0.72
Socs6	0.0	2.17	0.0	0.0	3.17	1.04	1.17	0.0	0.0	14.23	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	33.98	0.0	0.0	0.0	0.0	0.0	0.0	2.96	0.0	0.0	0.0	3.63	0.0	5.18	9.57	8.9	10.22
Specc1l	0.0	0.0	0.0	4.06	1.38	1.56	0.0	0.0	0.1	0.0	18.66	14.62	25.41	18.32	4.87	0.0	0.0	38.84	0.05	53.89	8.63	0.36	11.12	0.0	0.0	22.93	0.0	0.18	0.0	0.0	19.79	0.0	5.83	28.51	27.24	28.03
Sqle	0.0	0.0	0.0	1.29	0.0	0.0	0.0	0.0	65.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	103.89	14.83	0.3	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	28.68	60.06	63.86	59.38
Stox2	10.66	8.92	6.44	6.21	0.0	25.82	4.19	0.0	0.27	4.09	19.1	4.07	4.44	2.27	6.59	12.24	1.89	21.43	7.66	31.02	0.83	3.06	0.35	14.03	2.96	3.32	24.67	18.96	3.25	16.29	8.06	15.45	5.98	37.81	34.32	35.05
Tbc1d1	0.0	0.0	0.0	0.0	0.0	9.47	3.36	0.0	0.0	0.0	2.07	8.68	15.9	0.0	0.0	26.84	2.59	0.0	13.42	19.03	0.0	0.0	0.68	0.07	0.46	0.0	0.91	0.0	0.0	0.05	0.0	0.25	0.89	12.2	12.12	11.44
Tbc1d9b	0.0	39.25	0.0	8.69	3.32	6.64	0.78	8.3	16.46	0.0	0.1	18.05	26.94	0.11	14.22	48.04	0.0	0.0	0.0	69.43	10.48	20.42	48.62	0.71	0.57	29.03	0.32	17.05	0.09	0.0	4.45	6.96	6.35	102.92	106.91	109.57
Thbs4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.03	3.79	5.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.65	6.67	7.4
Tmem136	0.0	0.72	17.05	6.75	0.0	14.02	1.17	0.19	23.88	0.0	8.03	0.0	28.84	2.9	5.56	0.0	0.39	0.78	0.51	89.24	0.0	20.16	0.0	49.38	21.36	0.12	36.24	31.22	0.0	0.09	0.86	0.16	10.21	17.04	17.29	16.03
Tmem192	0.0	19.28	0.0	0.0	0.0	0.0	7.87	1.14	0.0	0.0	0.0	10.1	0.0	0.0	0.0	0.0	30.67	0.0	53.98	31.48	6.75	0.0	0.0	1.96	11.91	2.79	0.0	2.71	0.0	0.0	8.7	0.0	1.91	26.81	29.17	27.31
Tmem196	0.86	0.0	0.0	3.13	0.0	0.0	0.0	5.76	0.0	0.0	11.96	5.81	0.0	22.12	0.0	0.0	0.0	11.5	8.93	65.99	25.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19	0.0	0.0	0.0	24.19	17.13	14.67	17.21
Tmem203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.29	1.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	3.57	24.53	25.93	28.41
Tmem86a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.75	17.7	20.86	18.1
Tpd52l1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.38	33.34	36.0	31.77
Trhde	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.22	0.0	0.0	12.78	5.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.4	18.34	16.98	17.46
Txlnb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.95	1.2	0.93
Txnip	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.03	0.0	15.66	20.18	15.73
Usp19	0.0	0.0	2.35	1.0	0.0	2.2	1.15	0.57	0.27	1.99	5.71	3.5	4.84	0.0	1.29	0.0	1.55	1.17	1.23	14.22	4.81	1.75	0.0	1.89	13.75	3.5	4.62	1.59	7.36	0.95	1.27	1.52	5.64	83.97	82.11	83.33
Vldlr	0.03	36.94	0.0	0.99	13.07	0.0	0.04	1.25	3.96	26.42	31.73	3.16	14.71	23.35	0.0	46.14	5.51	19.42	18.19	55.01	38.83	29.47	4.51	10.87	9.05	7.83	0.0	3.49	28.05	6.0	0.33	1.14	2.3	36.0	32.4	35.55
Xylb	0.06	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.14	0.0	0.0	0.1	0.0	4.29	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	5.47	0.13	0.0	6.11	4.65	4.87	5.03	4.83
Zbtb12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.49	0.0	0.0	0.0	1.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.68	5.61	5.48
Zbtb22	0.0	0.0	0.0	0.0	6.69	0.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.18	16.3	0.0	0.0	0.0	0.86	0.0	0.0	0.0	0.41	0.0	0.0	0.58	0.9	1.6	31.62	34.2	31.51
Zbtb25	0.0	0.0	0.0	29.41	5.88	0.0	0.0	1.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.99	14.89	12.79	15.23
Zfp109	0.0	0.0	0.0	6.26	0.0	0.0	11.99	28.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	84.94	0.0	76.78	0.0	0.0	0.15	0.0	0.0	15.53	0.0	0.0	0.0	4.31	50.27	0.0	0.76	6.99	7.45	6.67
Zfp433	0.1	103.78	0.89	1.18	0.0	0.2	0.86	0.84	52.1	51.42	3.06	0.77	53.88	35.59	1.61	4.64	21.85	0.16	174.83	237.34	2.23	0.23	86.27	14.14	0.23	2.18	1.53	70.74	0.57	0.16	2.42	1.39	50.46	12.58	9.11	12.27
Zfp623	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.29	0.0	0.0	0.0	0.0	0.0	126.18	0.0	0.0	0.0	0.0	14.31	0.0	0.0	39.56	15.48	0.0	0.0	14.58	5.18	12.6	10.6	9.31
Zfp709	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.3	41.86	0.0	0.0	21.89	0.0	55.19	0.0	0.0	0.0	0.0	0.11	3.16	3.42	6.47	0.0	0.0	0.0	0.0	2.95	4.0	3.49	3.39
