	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_77	Cux2_tdTpositive_cell_98	Cux2_tdTpositive_cell_117	Cux2_tdTnegative_cell_4	Gad2_tdTpositive_cell_13	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_1	Htr3a_tdTpositive_cell_32	Htr3a_tdTpositive_cell_44	Ndnf_tdTpositive_cell_16	Ndnf_tdTpositive_cell_20	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_14	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_29	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_47	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_68	Nos1_tdTpositive_cell_70	PvalbF.Gad2_tdTpositive_cell_31	Rbp4_tdTpositive_cell_17	Scnn1a.Tg2_tdTpositive_cell_20	Scnn1a.Tg3_tdTpositive_cell_107	Scnn1a.Tg3_tdTnegative_cell_22	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_79	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_101	Vip_tdTpositive_cell_16	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Slain1	0.0	27.23	0.0	0.0	0.0	0.04	0.0	0.0	97.13	5.24	0.0	57.39	0.0	0.0	0.0	0.0	0.0	0.0	6.71	0.0	0.0	0.18	14.48	7.14	4.11	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.91	1.6	20.47	1.09	3.47	0.0	6.75	3.55	0.09	0.0	0.0	0.0	0.08	0.44	0.0	0.0	3.5	0.0	0.0	0.0	44.08	47.41	49.76
Slc15a1	0.81	1.1	0.38	0.8	1.38	1.19	0.0	0.0	4.1	0.62	0.27	0.94	1.37	0.0	0.7	0.29	0.76	0.29	1.26	0.34	0.5	0.35	0.67	0.48	0.63	0.31	0.78	0.48	0.53	0.24	0.21	0.36	1.01	0.86	0.43	0.38	0.58	0.39	0.44	0.36	1.28	0.73	1.27	6.15	2.41	0.0	0.45	0.28	0.28	0.59	0.16	0.45	0.43	0.41	0.0	1.22	0.74	1.03
Slc20a1	90.44	28.08	58.11	80.17	270.24	96.47	0.0	0.07	620.54	0.0	4.71	0.08	0.0	0.0	92.93	25.56	0.11	28.2	232.45	20.14	34.89	42.99	84.52	43.31	60.48	48.32	36.4	70.65	106.81	0.0	83.02	19.25	1.06	0.0	84.72	46.77	60.34	61.57	16.79	30.81	96.91	102.42	201.59	8.01	14.53	0.0	25.41	1.24	0.0	17.7	108.14	124.72	38.11	44.03	0.0	138.28	132.09	138.7
Slc25a42	7.82	9.26	0.57	10.18	17.51	37.92	0.0	1.49	47.68	21.41	19.99	31.14	20.01	2.36	5.01	6.16	6.81	3.58	11.84	4.78	5.03	6.34	11.12	10.18	11.72	64.84	9.08	18.47	15.45	33.1	6.35	5.58	9.63	38.64	13.67	7.19	7.34	6.38	4.53	7.97	11.27	20.06	41.9	36.93	49.48	1.25	20.61	6.86	4.76	7.37	19.03	5.95	4.63	5.26	0.0	27.98	30.22	30.29
Smg5	1.71	0.76	0.0	11.8	4.08	3.58	0.0	0.0	75.4	0.0	0.0	2.34	0.12	41.87	3.53	5.73	2.1	9.87	0.0	4.23	2.13	1.13	14.66	0.0	1.99	0.0	0.0	3.1	0.07	1.04	0.0	1.19	5.67	1.7	1.49	0.0	0.0	0.0	1.23	4.87	15.3	2.65	13.57	77.24	0.0	0.0	0.32	13.63	1.82	0.0	0.0	4.19	0.0	0.0	0.0	54.28	56.32	54.46
Tardbp	38.07	28.74	7.13	30.84	116.96	61.71	0.0	9.81	338.24	0.04	76.69	4.45	0.56	0.0	26.7	63.31	10.6	12.72	2.28	32.52	6.32	49.69	9.53	13.31	28.32	17.04	3.67	17.73	31.17	20.13	12.1	13.45	5.94	9.56	1.16	24.08	15.88	4.8	31.48	26.21	18.19	25.63	58.07	198.55	83.37	0.0	7.37	36.71	40.72	0.36	24.94	47.73	11.57	10.73	0.0	82.06	76.98	83.35
Tgm3	1.33	0.84	0.48	0.48	0.55	3.68	0.0	0.07	4.29	0.73	0.55	1.05	0.87	0.0	0.32	0.63	0.91	0.04	0.67	0.19	1.66	0.0	1.24	0.41	0.09	0.91	0.8	1.22	0.98	0.68	0.7	0.39	2.56	0.78	1.44	0.17	0.19	0.3	0.54	0.49	0.72	4.35	13.62	10.12	5.02	0.0	0.37	0.22	0.29	0.57	0.41	0.65	0.38	0.52	0.0	3.24	2.81	3.68
Tmco3	12.53	3.33	17.3	14.83	123.75	7.56	0.1	1.9	206.38	5.49	9.45	9.75	7.71	2.58	24.35	10.84	2.26	38.07	40.87	3.0	27.82	72.07	5.76	23.36	28.15	38.11	25.24	39.07	17.86	21.52	28.19	6.32	4.08	46.21	56.25	31.61	9.86	7.24	8.43	34.63	6.41	22.39	78.72	31.47	19.47	2.66	20.87	9.0	4.91	38.9	8.22	8.7	32.82	62.0	1.22	25.99	25.17	27.38
Tmem88b	5.74	10.76	2.39	5.29	12.79	7.97	0.44	1.02	16.44	5.21	2.67	8.81	6.33	0.0	2.14	3.14	3.31	9.11	7.6	2.35	2.93	5.74	6.74	2.97	5.18	2.67	3.29	5.03	4.76	3.88	4.19	4.62	5.62	4.7	3.09	3.47	3.9	1.2	2.2	3.31	4.96	21.73	11.13	20.57	35.58	540.21	4.97	3.0	1.02	4.56	2.33	5.37	8.19	2.39	0.28	48.45	52.52	56.97
Tsnax	16.35	35.32	0.0	0.0	0.72	448.28	0.0	1.57	313.48	4.95	80.68	0.77	0.0	0.0	41.63	0.0	3.3	104.71	7.98	59.85	4.0	14.87	0.0	23.01	28.96	26.2	0.0	47.45	0.0	2.43	16.92	0.09	76.7	5.13	3.06	20.52	28.32	86.55	31.33	4.68	0.93	44.16	192.52	152.61	31.37	20.09	0.0	43.1	1.69	47.88	11.78	59.85	2.17	0.04	0.0	208.3	195.42	197.29
Usf2	10.64	11.88	16.88	0.42	0.53	5.06	0.0	0.1	100.08	0.91	48.21	0.94	26.28	0.0	0.28	0.11	0.15	0.69	0.25	0.14	0.74	0.12	12.89	0.0	6.94	4.64	0.83	0.52	9.3	1.95	0.27	0.0	41.45	0.11	0.09	0.11	6.67	0.11	0.9	0.0	12.21	3.53	0.15	54.55	8.61	0.0	0.24	0.28	0.28	0.33	1.87	15.82	4.41	0.37	0.0	85.09	90.72	88.71
Usp33	70.36	78.96	37.42	4.06	223.72	118.22	0.0	1.18	503.01	0.49	140.51	7.58	9.61	0.0	18.25	62.09	64.95	50.11	9.28	63.37	19.68	16.9	74.44	13.9	75.88	39.19	3.4	21.56	71.43	16.38	75.78	54.78	0.0	48.68	18.92	69.77	8.44	28.86	8.38	21.46	14.11	48.42	78.48	172.02	101.24	0.0	0.0	35.0	33.19	39.82	72.4	26.25	53.72	5.6	0.0	99.71	93.96	96.49
Vamp5	1.63	0.0	0.0	2.05	0.38	2.23	0.97	0.0	9.26	0.0	1.34	2.58	1.88	0.0	0.33	0.96	1.91	0.58	0.46	0.32	2.74	1.65	1.6	0.55	0.77	0.46	1.32	0.49	0.1	0.75	0.0	0.42	1.32	0.49	0.96	0.73	0.41	0.48	0.0	0.48	0.29	9.78	2.43	21.11	8.01	0.0	1.42	0.0	0.3	1.56	0.45	1.45	0.19	0.12	0.0	3.03	2.48	2.96
Zfp58	0.0	0.0	10.71	0.0	121.22	1.46	0.0	0.0	360.19	0.0	0.0	0.0	10.92	0.0	0.0	0.84	0.0	0.14	0.0	0.0	3.87	1.95	0.0	0.0	49.5	0.0	0.0	59.1	0.0	0.0	36.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.17	0.0	7.15	0.0	0.0	228.99	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	5.96	6.55	6.23
Zfp704	0.05	1.12	0.0	0.06	34.59	17.24	0.0	0.08	65.25	1.83	0.45	0.28	0.13	0.0	11.04	0.07	0.19	0.28	0.15	0.16	7.8	0.07	0.04	0.12	0.17	11.67	1.02	0.97	5.32	0.33	0.03	0.1	0.0	5.74	0.12	0.1	2.8	4.12	5.11	0.32	0.06	5.55	0.25	66.46	60.74	0.09	3.09	0.28	0.87	0.06	0.08	2.41	10.82	0.77	5.19	20.21	18.49	20.35
Zmynd11	14.32	0.0	0.0	7.62	40.77	160.86	0.0	34.65	191.95	15.58	27.71	46.58	0.0	0.0	12.89	9.74	34.2	54.0	38.4	0.1	0.06	1.88	7.63	14.37	37.95	91.86	9.95	41.69	0.07	17.38	6.73	57.77	28.64	73.85	29.75	19.59	28.42	0.0	66.86	7.53	34.11	52.52	54.13	110.16	102.21	0.0	10.08	31.53	1.46	14.02	77.61	21.16	9.16	2.43	0.0	146.99	144.86	141.41
c8_tRNA-Ala-GCY_	0.0	0.0	0.0	12.9	74.85	86.8	0.0	0.0	117.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.57	0.0	34.97	0.0	0.0	32.71	0.0	0.0	0.0	0.0	0.0	12.42	0.0	0.0	0.0	0.0	0.0	28.42	73.18	71.59
mt_AK137202	3.71	100.85	31.14	66.98	17.07	15.73	5.88	5.07	323.9	7.11	9.16	7.78	81.83	0.0	6.5	6.27	5.99	5.02	53.31	60.74	15.23	43.97	17.68	16.78	5.63	17.81	19.43	3.14	4.05	77.01	10.33	5.49	130.53	10.02	14.94	7.56	74.64	4.95	2.85	8.23	35.5	43.8	22.14	4.59	7.1	3.41	14.44	1.86	4.42	5.32	29.28	52.28	82.33	31.79	4.18	363.87	211.46	248.44
