	Htr3a_tdTpositive_cell_88	Ndnf_tdTpositive_cell_21	Ndnf_tdTnegative_cell_11	Nos1_tdTpositive_cell_54	Ntsr1_tdTnegative_cell_27	Rbp4_tdTnegative_cell_22	Scnn1a.Tg2_tdTnegative_cell_3	Rbp4_CTX_10pg_1	Rbp4_CTX_10pg_5	Rbp4_CTX_250ng_2
Osm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Osta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Otoa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Otop3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Ovol1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48
P2ry2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4
Pabpc1l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2
Pabpc6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Padi1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Palld	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.99
Papolb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2
Parp10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.97
Patl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19
Pcdh1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68	0.0	79.04
Pdcd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24
Pgr15l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Phox2a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Pira1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Pira2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Pkd1l2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Pla2g4d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Pla2g4f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Plac8l1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38
Plek2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24
Pnliprp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Pou4f1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Prap1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.78
Prodh2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Prrt4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2
Prrxl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Prss32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Prss45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77
Prss8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4
Psg27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Psors1c2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8
Ptgir	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Rag1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Rbmxl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Rgn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24
Rgs18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2
Rhbg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Rhox5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Rnase10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Rpl3l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77
Rsad2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76
Rsph6a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
S100a8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77
S100a9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2
Scnn1g	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Scx	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.84
Selp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Sept1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39
Serpina12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Serpina1f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Serpina3c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Serpinb10-ps	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Serpinb2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Serpinb7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Serpinb9b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Sfta2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2
Shh	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8
Shox2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Sis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Slc16a5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8
Slc22a18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81
Slc25a43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77
Slc26a9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Slc27a3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	6.13
Slc28a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Slc34a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Slc36a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2
Slc45a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Slc4a9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Slc5a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Slc5a4a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Slc5a8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Smok3a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Smyd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.54
Spata25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Spdyb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Spesp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Spn-ps	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Sptlc3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Sult1b1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Svs2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Syce1l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24
Syngr4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Sytl3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2
T	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Tal1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.62
Tarm1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2
Tas2r137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Tcp10c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2
Tekt3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Tex14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Tex21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Tgm7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48
Tinagl1	0.0	0.0	0.0	1.66	0.0	0.0	0.0	0.0	0.0	6.65
Tk1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.96
Tlr12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.73
Tmem150b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8
Tmem174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Tmem217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Tmem221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24
Tmprss11a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Tmprss15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Tmprss2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Tmprss4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Tmprss9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48
Tnfsf18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Tnip3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Tnni2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.73
Trdn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Treh	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Trim58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Trim6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Trim69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Trim75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19
Trpc2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.08
Trpm6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4
Trpm8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Tsnaxip1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38
Tssk2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2
Tsx	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Ttc22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.54
Ttc36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38
Ttc39d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Tubb1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2
Tyrp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Ubc	1402.38	2440.28	6039.08	8377.19	3864.49	25793.51	4110.61	3174.87	1209.04	703.28
Ubtfl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Ugt1a7c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77
Unc13d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77
Unc5cl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2
Ush2a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Vil1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48
Vmn1r200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2
Vmn1r205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2
Vmn1r206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2
Vmn1r207-ps	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Vmn1r208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Vmn1r45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Vmn2r13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Vmn2r31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Vmn2r42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Vnn3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Vrtn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Vwa2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Wdr52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.65
Wfikkn1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48
Xkr9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Zar1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38
Zbbx	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39
Zfp185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81
Zfp474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24
Zfp750	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Zfp819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Zfp957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Zp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Zp3r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Zscan10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
c9_tRNA-Glu-GAG_	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85
