	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_77	Gad2_tdTpositive_cell_68	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_14	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_29	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_68	Nos1_tdTpositive_cell_70	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_92	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Plcd3	0.0	0.0	0.0	14.26	0.0	0.0	0.0	0.0	0.0	0.0	1.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	3.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79	0.34	13.3	13.96	12.32
Pmel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.2	0.0	0.0	4.78	3.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.68	0.3
Ppp1r42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.41	3.74	1.87	0.71	0.86	1.08
Rccd1	0.0	0.0	0.0	22.34	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.59	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.3	9.13	9.4	10.3
Rgag1	0.0	0.0	0.0	0.0	0.0	0.0	14.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88	0.94	1.03
Rgnef	2.83	0.0	0.0	0.46	0.0	0.0	0.0	0.01	0.0	0.06	0.0	0.0	2.8	0.04	19.8	0.0	0.61	0.0	0.79	0.0	0.51	0.04	2.16	0.16	3.8	0.18	0.0	0.0	0.0	0.0	0.0	3.15	1.85	4.93	15.42	14.91	15.83
Rgs19	0.0	0.0	0.0	45.0	81.16	47.16	115.23	0.0	0.0	88.44	72.52	68.54	36.42	0.0	136.28	68.2	0.0	95.3	47.74	55.79	56.22	54.76	116.9	101.36	67.22	0.0	81.0	109.33	0.0	7.44	167.08	57.42	46.22	53.93	20.02	22.73	21.21
Ros1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0
Rttn	0.0	8.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.63	10.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.66	0.0	9.61	0.0	3.59	0.0	0.0	0.0	0.0	0.0	0.06	1.13	1.49	0.8	2.32	2.13	2.36
Ryr1	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.04	0.0	8.42	7.09	8.38
Sap130	0.0	0.0	0.0	8.02	11.33	4.9	1.36	2.7	5.43	0.48	2.92	10.97	0.0	2.89	0.0	2.63	23.7	0.0	0.72	7.56	9.25	3.72	0.0	0.31	6.66	0.0	7.19	0.0	0.0	18.33	0.0	3.1	2.72	4.47	24.37	27.06	26.32
Sftpb	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.11	0.0	0.0	0.15	0.32	0.0	1.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.12	0.12	0.0
Slc12a9	0.0	0.0	0.0	32.67	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	13.89	0.0	5.53	0.0	0.0	0.0	0.0	0.0	0.0	31.95	0.0	2.72	0.0	0.83	0.0	0.0	0.0	10.09	0.9	0.1	0.31	21.54	25.65	25.1
Slc16a1	0.0	0.0	0.0	1.37	0.0	0.0	2.14	15.07	1.43	0.26	1.0	0.49	0.25	0.72	0.0	17.93	0.38	32.77	1.31	3.24	0.46	1.29	0.42	0.66	4.12	0.0	2.46	0.0	0.89	0.14	0.0	4.88	6.71	3.97	23.48	23.61	24.18
Slc30a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	4.2	0.0	0.0	0.0	0.0	0.0	0.0	1.26	2.07	0.21	4.37	3.55	3.59
Slc35c1	0.0	0.0	0.0	30.61	0.16	0.0	0.14	0.06	0.0	11.42	0.0	0.0	0.0	7.41	0.0	0.0	0.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2	0.0	0.0	0.0	0.75	0.0	0.0	4.96	5.07	6.69	12.26	13.46	13.59
Slc39a12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61	0.0	0.0	0.0	0.0	0.55	0.0	0.0	0.0	0.0	2.19	0.0	45.55	42.89	46.77
Slco2b1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.2	11.11	11.93
Snord4a	0.0	0.0	0.0	10.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.9	11.11	3.04
Solh	0.0	0.0	0.0	21.99	0.0	0.0	0.0	0.0	0.0	0.0	1.47	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	2.51	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.31	0.42	29.12	31.21	32.67
Sostdc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.59	0.86	1.41
Speer4b	0.0	0.0	2.19	0.0	0.0	0.14	0.0	0.0	0.29	0.0	0.0	0.0	9.44	0.0	0.24	0.0	0.0	6.63	0.0	0.0	1.94	0.0	31.72	29.52	0.66	0.0	0.0	14.06	3.49	4.69	0.0	0.0	0.35	0.28	0.48	0.2	0.79
Srebf2	0.0	1.04	0.0	3.46	0.0	0.0	0.0	0.0	2.45	0.84	1.14	0.0	2.04	1.24	0.7	0.0	0.05	0.0	3.03	0.0	0.38	1.54	21.0	0.86	2.25	0.31	4.96	0.0	2.21	1.52	0.0	2.2	2.54	2.49	117.15	120.52	122.1
Tekt1	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	17.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.02	1.78	1.88	2.28
Tmem108	0.86	0.0	0.0	1.15	0.0	18.57	0.0	0.66	0.0	2.09	16.36	0.0	0.0	0.0	1.5	2.0	0.29	0.0	0.0	0.0	0.0	0.0	34.52	0.0	5.44	1.47	0.86	26.4	0.0	0.0	0.0	0.0	0.09	0.56	10.46	11.1	12.3
Tpd52l1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	202.87	0.0	32.26	0.0	0.0	0.0	0.0	0.0	0.0	40.36	42.62	55.38	33.34	36.0	31.77
Tssk3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.55	0.2
Tulp3	0.95	0.07	0.0	0.55	0.12	0.54	0.43	0.02	0.31	0.23	0.36	0.76	0.81	0.51	0.43	0.19	0.5	0.14	0.45	0.25	0.17	0.0	8.75	0.96	2.73	0.51	0.0	0.17	0.13	0.27	0.28	1.32	3.45	2.46	14.82	15.52	13.9
Uck1	7.61	0.0	0.83	53.04	31.38	3.27	0.0	52.79	0.0	1.6	12.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.06	0.0	2.04	0.0	2.28	0.0	0.0	4.55	0.0	0.0	0.0	0.62	4.8	6.28	41.96	46.95	41.68
Urb1	0.0	0.0	0.0	0.0	0.0	0.0	0.64	0.12	0.0	0.05	0.0	0.0	0.0	1.0	0.0	0.0	2.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.0	0.0	0.0	14.72	0.0	0.0	1.12	0.37	0.23	6.88	7.37	7.51
Usp49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.15	0.0	1.65	0.1	0.0	0.0	0.0	0.0	0.0	0.05	0.06	0.55	9.47	8.3	9.91
Vcam1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.73	0.0	2.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.71	18.36	18.51
Wwc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.17	21.74	0.0	0.0	12.83	0.0	0.0	0.0	2.02	0.0	0.0	0.22	0.86	0.0	0.0	0.0	4.52	19.9	0.0	2.24	1.24	1.88	64.87	62.97	62.83
mt_AK140152	18.37	37.56	0.0	54.08	4.93	3.04	17.16	2.36	0.0	20.44	7.71	0.0	6.98	41.66	0.0	0.0	5.28	14.35	0.0	7.15	0.0	0.0	30.24	0.0	0.0	0.0	0.0	4.33	12.78	81.37	0.0	5.67	0.0	0.0	0.0	1.65	0.0
