	Calb2_tdTpositive_cell_9	Chrna2_tdTpositive_cell_51	Cux2_tdTpositive_cell_57	Cux2_tdTpositive_cell_65	Cux2_tdTpositive_cell_74	Cux2_tdTpositive_cell_91	Cux2_tdTpositive_cell_96	Cux2_tdTnegative_cell_14	Gad2_tdTpositive_cell_66	Nr5a1_tdTpositive_cell_30	Nr5a1_tdTpositive_cell_36	Nr5a1_tdTpositive_cell_43	Nr5a1_tdTpositive_cell_44	Nr5a1_tdTpositive_cell_45	Ntsr1_tdTpositive_cell_6	Ntsr1_tdTpositive_cell_16	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_31	Ntsr1_tdTpositive_cell_32	Ntsr1_tdTpositive_cell_38	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_41	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_60	Ntsr1_tdTpositive_cell_75	Rbp4_tdTpositive_cell_89	Rbp4_tdTpositive_cell_127	Rbp4_tdTpositive_cell_134	Rbp4_tdTpositive_cell_165	Rbp4_tdTpositive_cell_182	Rbp4_tdTpositive_cell_183	Scnn1a.Tg2_tdTpositive_cell_2	Scnn1a.Tg3_tdTpositive_cell_92	Scnn1a.Tg3_tdTpositive_cell_105	Slc17a6_tdTpositive_cell_28	Slc17a6_tdTpositive_cell_30	Slc17a6_tdTpositive_cell_31	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_9	CAV_LP_Ipsi_tdTpos_cell_21	CAV_LP_Ipsi_tdTpos_cell_22	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_31	CAV_LP_Ipsi_tdTpos_cell_32	CAV_LP_Ipsi_tdTpos_cell_33	CAV_LP_Ipsi_tdTpos_cell_35	CAV_LP_Ipsi_tdTpos_cell_36	CAV_LP_Ipsi_tdTpos_cell_37	CAV_LP_Ipsi_tdTpos_cell_39	CAV_LP_Ipsi_tdTpos_cell_42	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Gtf3a	0.0	0.17	0.0	0.0	61.57	0.0	0.0	23.47	0.0	1.86	0.0	0.0	0.0	0.3	0.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.54	0.11	0.0	0.0	0.0	5.41	0.0	5.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.68	1.07	4.82	6.43	4.22	13.34	0.0	4.59	3.61	5.42	3.39	0.0	0.0	108.64	0.19	0.0	16.13	0.0	16.55	0.0	0.0	0.0	0.0	0.0	4.41	0.0	30.54	35.09	33.98
Haus7	0.0	106.6	0.38	0.44	0.0	0.0	105.55	0.0	0.0	0.69	0.0	0.0	0.0	0.0	54.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	179.0	0.0	0.0	14.52	0.75	0.61	0.0	0.17	0.17	0.0	0.0	0.0	14.14	0.0	44.05	12.77	14.4	28.42	11.6	15.54	15.54	10.88	8.01	0.36	25.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	154.69	0.0	10.3	9.18	7.05
Hist1h3f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.14	0.14
Hnrnpa0	0.0	24.22	22.77	228.8	117.56	50.37	34.13	241.74	63.49	52.34	9.82	0.82	21.92	33.15	54.05	49.92	91.59	35.95	61.03	83.35	7.02	69.62	40.86	8.28	0.82	201.48	42.95	43.48	169.57	103.28	279.86	65.22	114.29	54.83	194.63	37.75	87.52	62.46	66.87	63.16	78.5	31.26	58.73	52.65	50.23	83.72	68.65	66.29	223.37	0.4	23.37	79.58	46.63	0.0	56.9	0.0	7.49	75.09	22.84	151.19	68.4	84.75	85.45	47.35	126.2	144.89	131.58
Hoxd8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Hpdl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.87	1.7	2.25
Hsf5	52.86	3.78	0.0	0.0	0.0	0.0	18.21	0.0	0.0	0.0	12.17	0.0	0.0	0.0	0.0	20.91	0.0	0.0	0.0	8.8	0.83	0.0	0.0	0.0	0.0	0.0	9.73	0.0	12.61	0.28	0.11	0.0	0.0	0.0	0.0	0.0	0.0	6.44	7.26	2.33	7.5	3.08	1.71	5.77	7.31	6.84	1.97	8.95	42.41	0.0	0.0	0.88	0.0	22.38	0.0	2.46	0.0	0.0	0.2	0.0	2.98	0.0	0.0	0.0	0.26	0.29	0.27
Iffo2	0.28	0.09	1.15	1.46	0.27	1.73	14.92	0.96	0.34	0.06	0.75	0.05	0.53	0.65	0.0	0.15	0.46	0.0	0.57	1.15	0.0	0.94	0.13	0.0	0.38	0.0	1.22	2.8	1.17	2.42	1.09	0.12	1.11	3.56	2.07	0.87	0.85	1.75	5.65	8.33	0.94	1.96	1.69	2.82	0.4	1.16	1.64	1.94	1.6	2.02	0.53	0.68	0.13	0.26	0.28	0.0	0.0	0.19	0.63	0.6	1.05	0.0	0.87	0.22	12.79	12.86	11.38
Il11ra2	0.0	0.13	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.37	0.49	0.1	0.0	0.0	0.0	0.16	0.2	0.1	0.22	0.0	0.43	4.1	0.0	0.18	0.0	0.07	3.3	0.0	1.5	0.04	1.12	8.17	0.0	0.03	0.0	0.24	0.0	0.61	0.21	2.82	5.81	2.35	3.62	0.41	0.96	1.27	4.28	1.89	0.0	0.21	0.17	27.58	0.0	0.0	0.36	0.28	0.0	0.2	0.08	0.09	0.06	0.12	0.0	9.22	1.73	1.86	1.4
Kcnj12	0.0	0.0	0.0	11.96	0.0	0.0	0.0	2.32	52.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.12	0.0	2.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.91	0.44	1.4	0.0	0.0	5.95	0.0	4.91	1.7	1.4	2.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.24	0.0	0.0	0.0	10.95	12.02	10.35
Kera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Khdc1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.16
Lao1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Ldlrap1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.99	4.28	3.7
Lipt2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.53	0.0	6.49	0.0	9.28	0.0	0.0	1.16	1.75	0.86	4.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.27	7.38	8.26
Luzp2	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.06	0.19	0.06	0.15	0.0	0.0	0.08	0.16	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.16	8.28	0.17	0.12	0.13	0.0	0.1	0.0	0.11	0.0	3.08	0.55	0.0	5.4	4.0	3.45	1.85	17.06	11.01	7.62	8.54	0.07	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	61.35	0.0	0.09	0.06	0.06	0.0	0.0	94.04	77.43	101.06
Lypla2	49.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.0	0.0	0.0	0.0	0.0	5.75	0.0	0.0	0.0	0.0	2.1	0.0	0.83	0.81	0.99	3.45	0.29	0.0	0.1	0.0	3.58	0.0	0.0	24.91	28.31	12.29	9.7	6.31	6.4	19.36	9.58	8.18	14.48	19.04	65.54	0.0	5.08	0.0	3.22	0.0	0.0	0.0	0.0	0.32	0.0	0.88	0.0	0.0	0.62	0.43	83.25	93.67	96.28
Madcam1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.4	0.15
Mthfr	0.0	0.0	0.0	0.09	0.0	0.0	0.0	30.47	0.0	0.0	69.65	1.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	69.41	0.0	2.31	0.0	3.58	11.68	0.0	0.0	0.0	0.02	0.0	0.0	0.0	1.63	2.54	0.43	0.67	0.59	5.38	3.61	6.36	1.06	0.51	1.78	0.0	0.0	4.77	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.0	0.0	0.0	0.06	0.0	0.0	16.49	17.06	15.82
Naa30	0.0	0.0	0.0	0.0	0.0	0.0	4.89	0.83	0.0	40.78	0.34	0.0	6.37	0.0	0.0	0.0	6.03	0.0	0.0	71.21	0.0	0.21	0.0	0.0	0.04	0.0	0.0	40.62	6.59	11.99	10.78	0.03	0.11	0.0	0.0	0.0	0.0	10.79	10.27	9.67	0.36	0.0	5.57	10.27	4.22	9.2	6.46	9.96	4.52	0.0	0.0	0.0	13.48	0.0	0.0	33.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.13	27.89	27.27
Necab2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.16	13.11	0.0	0.0	0.07	0.0	12.83	0.0	0.0	0.0	1.45	0.18	5.15	0.69	3.53	13.51	20.84	0.1	0.61	2.29	1.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.45	80.52	73.62
Nfkb2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68	0.0	0.0	0.0	2.15	0.0	0.0	0.12	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.69	2.13	2.98
Nt5c2	0.0	0.06	34.51	0.0	0.0	0.0	0.0	0.32	39.79	0.0	0.0	0.0	0.05	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.07	1.79	6.46	0.27	0.2	0.03	0.13	0.0	0.16	0.0	0.0	23.28	1.04	5.69	8.82	0.16	10.29	7.46	1.49	8.88	5.99	6.69	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.06	0.06	43.72	44.09	41.79
Nup37	0.0	87.31	0.0	0.0	780.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.13	0.0	0.0	0.0	155.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.88	0.0	48.34	57.14	9.18	3.3	1.45	0.0	0.66	0.0	106.66	0.0	0.0	22.34	16.17	28.53	6.54	33.63	13.19	28.87	2.98	16.89	14.15	23.79	0.0	1.72	0.0	0.0	0.0	0.0	0.0	0.0	173.07	157.68	0.0	0.0	16.92	0.0	0.0	0.0	6.07	5.78	5.86
Osbpl11	0.0	0.0	0.57	0.0	0.0	0.0	0.99	0.8	0.0	0.0	3.84	0.0	0.0	0.0	14.22	0.0	0.15	1.52	0.0	3.43	0.0	0.0	0.0	0.0	0.3	0.0	3.42	0.0	4.66	1.57	0.0	9.69	0.0	0.0	35.61	0.0	0.0	1.32	0.55	0.63	0.0	5.06	0.0	3.68	2.08	0.79	3.47	0.46	0.0	115.4	0.0	0.0	0.0	0.0	0.0	0.0	72.27	0.0	0.46	1.51	0.0	0.0	0.0	3.33	14.34	14.11	12.95
Pabpc1	92.0	0.5	156.49	18.38	0.0	0.36	112.68	18.8	117.55	102.27	2.26	112.11	86.45	24.31	9.48	5.65	4.08	5.28	10.74	10.0	9.87	71.29	36.64	12.24	87.13	19.65	37.91	18.0	13.21	20.22	6.24	5.43	0.35	150.28	69.47	0.9	11.36	33.49	34.1	36.17	34.24	45.28	25.36	20.38	35.93	28.66	19.14	23.01	15.74	87.95	0.0	0.7	42.57	85.51	35.02	20.71	26.92	42.63	10.46	148.12	5.5	194.18	17.13	90.46	117.21	122.41	111.85
Phf2	0.0	1.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36	0.03	0.0	0.07	0.03	0.0	0.0	0.0	0.0	0.53	0.94	0.05	0.25	0.23	0.0	0.42	0.0	0.22	0.65	0.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.0	25.4	26.09	28.47
Plaur	0.0	0.0	0.0	0.0	0.0	0.0	35.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.74	0.0	0.0	0.0	0.0	0.0	34.99	17.73	0.0	0.0	0.0	0.0	0.0	0.0	5.2	0.79	0.42	4.2	28.32	0.0	11.56	13.31	30.57	14.35	11.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.65	1.15	1.46
Pms1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.01	0.0	0.0	0.0	36.94	52.27	4.09	0.0	0.0	0.0	1.83	0.0	0.0	0.0	0.0	8.3	4.13	18.09	5.12	17.68	11.81	3.53	6.7	10.71	4.42	4.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.86	0.0	0.11	0.0	0.0	3.22	2.55	3.19
Ppil6	0.0	0.0	0.0	0.0	0.0	95.6	0.0	0.0	0.0	0.0	0.0	73.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.34	0.0	0.0	0.0	0.5	1.41	13.3	0.0	0.0	0.0	1.21	0.0	0.0	11.68	4.5	2.5	0.65	0.87	10.27	14.09	13.2	1.44	2.0	2.35	0.0	0.0	0.0	0.0	0.0	26.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17	0.0	5.19	6.48	6.13
Ppp1r13b	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	38.6	2.0	0.0	0.0	0.2	0.0	43.28	0.0	0.0	0.0	0.0	0.63	0.0	0.0	2.82	0.0	40.94	0.0	0.0	12.4	2.55	5.7	0.14	6.57	0.79	26.56	0.29	31.05	0.0	11.21	0.66	14.15	8.43	0.69	12.94	8.42	6.7	7.72	6.3	6.92	0.0	0.0	0.07	0.13	38.38	84.65	0.0	5.66	0.0	9.19	0.0	36.81	0.0	0.0	0.0	0.05	46.63	47.78	45.5
Prkab2	0.0	0.0	30.15	37.93	5.69	0.12	0.0	0.0	0.0	43.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.43	0.0	0.0	0.0	1.8	0.4	0.0	0.0	2.84	0.69	22.66	0.72	0.35	4.03	0.15	0.03	47.11	0.79	0.89	7.6	12.09	1.27	1.97	6.64	4.65	9.66	8.74	9.1	4.49	3.48	0.0	0.12	0.0	0.0	13.25	0.0	0.0	0.0	1.17	8.36	27.61	3.96	5.67	70.0	1.64	0.0	31.73	29.61	32.56
Ptpn1	6.47	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	16.26	0.0	0.0	0.0	0.0	2.91	0.63	0.0	0.0	0.0	0.09	0.0	16.42	0.0	10.22	1.24	0.62	10.88	0.85	0.07	0.28	0.0	0.0	8.61	3.79	7.99	0.4	2.68	10.34	7.04	0.05	2.46	4.3	3.68	1.95	0.63	16.88	0.0	0.0	0.0	16.26	0.0	0.0	1.06	0.0	0.0	0.0	0.12	0.0	0.0	32.35	32.97	30.2
Pus3	0.0	0.0	0.0	0.0	0.0	8.38	185.77	164.32	0.0	79.61	0.0	0.0	51.46	150.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.33	0.0	0.0	0.0	0.0	0.0	0.0	18.67	0.0	0.0	19.31	34.91	0.0	0.0	0.0	0.0	8.89	1.08	13.68	14.05	25.85	22.17	13.73	14.26	10.16	15.69	15.83	0.0	0.0	184.19	18.27	0.0	0.0	0.0	0.0	0.0	38.48	0.0	2.53	0.0	0.0	0.0	0.0	11.38	10.01	11.29
Rasip1	0.0	0.07	17.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	9.54	0.0	15.76	9.17	0.0	0.0	12.57	18.97	0.11	0.0	0.0	0.49	6.85	0.0	14.22	0.0	0.07	0.0	0.0	0.0	3.82	0.23	1.0	1.92	2.09	2.72	4.53	3.56	2.55	4.25	2.97	0.0	8.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.87	0.0	0.0	0.0	0.0	9.26	10.94	9.48
Rbak	49.68	0.06	0.74	32.51	1.69	0.69	0.53	0.39	8.88	0.6	1.98	0.25	6.01	1.46	0.47	0.24	0.0	0.0	1.2	0.1	0.39	0.4	0.58	0.0	21.51	0.76	1.02	0.57	8.5	1.92	1.1	0.56	0.08	1.41	1.08	1.57	0.47	4.55	3.28	3.88	8.63	7.84	2.89	9.39	6.93	3.18	4.76	10.06	1.73	1.58	0.09	0.34	3.37	0.31	0.35	0.0	1.12	0.62	1.01	1.22	0.69	0.44	0.17	0.55	10.16	9.94	10.23
Rnf152	0.0	0.0	0.04	0.03	0.0	0.0	0.0	0.03	0.05	0.0	0.0	19.05	0.01	0.0	0.0	0.0	0.0	0.09	0.04	0.06	0.0	37.26	31.8	0.03	0.13	0.0	11.52	0.15	0.28	0.04	0.08	0.01	0.05	0.19	0.0	7.61	0.0	0.0	5.2	7.25	5.08	5.88	19.81	7.49	19.22	7.88	9.78	10.22	14.45	4.63	11.71	0.06	0.03	6.81	9.11	36.03	42.87	0.03	0.24	0.0	0.0	28.22	0.26	0.0	7.32	6.59	6.8
Ryk	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	10.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86	0.0	30.24	0.0	0.08	0.13	3.25	0.04	0.27	1.75	0.05	0.0	0.0	0.0	0.0	1.52	1.64	3.96	2.89	0.46	4.38	1.28	0.18	4.56	2.21	1.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03	0.0	1.83	0.0	0.0	0.0	0.0	0.07	0.0	20.16	19.78	18.76
Sema5a	0.04	0.0	0.1	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.03	0.0	0.03	0.18	0.0	0.0	0.0	0.18	0.04	0.0	0.0	0.0	2.55	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	1.55	4.01	3.67	5.17	6.88	8.64	14.0	9.59	31.51	11.97	15.45	0.0	0.02	0.0	0.0	0.0	0.0	25.77	0.0	0.0	0.0	0.0	0.04	0.0	85.25	0.0	30.31	16.08	14.68	16.4
Slc2a2	0.0	0.0	0.0	0.0	0.0	5.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.07	0.16
Smpd3	3.53	0.0	0.65	0.17	0.0	0.0	0.0	0.06	2.53	32.69	35.84	5.53	0.09	0.07	0.81	31.76	0.0	0.24	1.31	2.76	0.0	0.09	30.16	0.55	0.12	0.91	11.74	0.6	3.88	14.44	2.01	20.9	0.28	0.2	0.0	0.97	29.0	1.36	5.51	4.31	7.34	13.66	10.49	0.57	5.34	8.62	6.02	3.94	38.34	0.0	0.0	0.0	36.77	0.0	0.04	0.05	0.0	0.0	0.0	0.09	0.23	0.06	0.66	0.04	52.6	55.28	52.37
Snord33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.49	6.11	6.7
Snord35a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.96	5.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.62	1.76	5.66
Spag1	4.2	0.0	0.0	17.53	0.0	66.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	1.92	0.0	0.0	0.0	0.0	0.0	3.48	4.17	0.0	0.0	2.66	0.0	0.1	0.0	1.07	1.45	0.67	2.68	1.6	0.65	0.11	0.0	0.0	0.0	0.0	2.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.86	0.0	10.31	9.19	9.88
Stac2	0.13	0.0	0.0	3.25	0.0	2.99	0.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.12	1.61	0.0	25.0	1.34	0.69	0.0	0.0	0.0	0.0	0.0	1.8	6.04	7.03	8.09	13.49	14.43	18.59	20.6	14.94	14.84	23.2	15.91	5.72	0.0	0.0	0.0	0.0	0.0	70.48	0.0	0.0	0.0	0.0	1.95	0.1	0.0	0.0	0.0	75.0	77.02	85.87
Supt3h	0.0	38.79	0.0	0.0	0.0	0.0	0.52	0.0	0.0	0.0	0.0	0.09	0.0	0.0	6.89	0.0	0.0	47.61	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	12.09	0.0	0.0	22.44	0.0	0.05	0.0	0.0	0.0	0.24	16.73	0.0	8.59	12.78	3.94	11.36	4.62	5.53	6.38	4.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.0	8.2	0.0	87.87	0.0	0.0	12.59	11.35	10.91
