	Calb2_tdTpositive_cell_54	Gad2_tdTpositive_cell_33	Gad2_tdTpositive_cell_45	Gad2_tdTpositive_cell_54	Htr3a_tdTpositive_cell_21	Htr3a_tdTpositive_cell_41	Htr3a_tdTpositive_cell_45	Htr3a_tdTpositive_cell_47	Htr3a_tdTpositive_cell_68	Htr3a_tdTpositive_cell_81	Pvalb_tdTpositive_cell_34	Pvalb_tdTpositive_cell_44	Pvalb_tdTpositive_cell_45	Pvalb_tdTpositive_cell_51	Pvalb_tdTpositive_cell_69	Vip_tdTpositive_cell_9	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Tubgcp3	0.0	0.0	0.0	0.0	0.0	0.0	36.41	0.0	0.0	0.0	101.05	37.44	11.35	24.11	0.1	0.0	30.37	29.06	26.76
Ugcg	266.51	81.13	344.56	0.0	131.93	142.94	72.49	0.11	87.23	139.89	131.91	15.17	3.31	34.69	51.59	0.0	61.2	57.48	58.66
Usp26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.02
Uts2d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.77	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0
Uvrag	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.6	0.0	0.0	0.0	0.0	0.0	26.63	29.36	28.19
Vat1l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109.51	0.0	20.87	0.0	0.0	0.0	0.0	0.0	45.55	46.63	43.57
Vmn1r210	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.11
Vmn2r11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.04
Wdr46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	8.6	10.58	10.16
Wdr62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.93	1.07	0.92
Zc3h4	0.0	0.0	0.0	1.26	0.0	0.0	0.0	0.0	1.35	0.0	20.57	0.11	0.0	0.0	0.0	0.0	25.06	27.79	28.3
Zfp454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	127.42	0.0	0.0	16.37	9.5	0.0	4.34	4.2	5.07
Zfp687	0.0	3.02	0.23	0.0	0.0	0.0	0.46	3.19	20.11	0.0	25.39	0.16	0.0	15.89	0.0	0.16	16.24	17.64	17.33
Zfp689	84.79	2.04	0.96	1.1	1.87	0.4	0.11	0.13	1.06	0.98	81.28	0.09	0.47	1.26	1.08	1.26	4.97	5.35	4.93
Zfp69	0.0	0.0	0.0	0.0	12.01	0.0	0.0	0.0	0.0	0.0	3.26	0.0	0.0	0.0	0.0	0.0	1.38	1.18	1.3
Zfp865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.59	0.0	0.0	0.0	0.0	0.0	16.11	20.13	18.94
Zfp870	0.12	0.17	0.08	0.0	0.15	0.0	0.0	0.08	2.27	0.0	0.37	0.11	0.0	0.1	0.08	0.1	5.5	5.5	6.1
Zfpm2	0.0	75.98	0.0	0.0	0.0	0.0	0.07	69.69	30.19	0.0	73.05	0.0	0.0	0.0	0.0	0.0	8.75	10.54	10.09
Zswim6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.68	0.0	5.03	16.09	0.0	0.0	17.74	17.91	16.61
Zxda	0.24	0.13	0.22	0.29	0.87	0.25	0.32	0.15	1.11	0.63	23.51	0.17	0.0	0.09	0.26	0.33	3.26	3.14	3.37
c11_5S	12.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	143.84	41.55	0.0	0.0	0.0	0.0	1.25	3.24	7.4
c14_5S	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.16	30.72	0.0	0.0	0.0	0.0	10.37	13.69	13.41
c19_tRNA-Ala-GCA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.47	0.0	0.0	0.0	0.0	0.0	3.74	0.0	0.0
c4_tRNA-Ala-GCA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	135.9	60.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.82
c6_tRNA-Ala-GCG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.33	0.0	0.0	0.0	0.0	0.0	4.63	0.0	0.0
