	Calb2_tdTpositive_cell_16	Calb2_tdTpositive_cell_40	Calb2_tdTpositive_cell_41	Calb2_tdTpositive_cell_44	Calb2_tdTpositive_cell_54	Calb2_tdTpositive_cell_57	Calb2_tdTpositive_cell_59	Chrna2_tdTpositive_cell_1	Ctgf_tdTpositive_cell_4	Ctgf_tdTpositive_cell_6	Gad2_tdTpositive_cell_15	Gad2_tdTpositive_cell_33	Gad2_tdTpositive_cell_34	Gad2_tdTpositive_cell_45	Gad2_tdTpositive_cell_54	Gad2_tdTpositive_cell_79	Htr3a_tdTpositive_cell_21	Htr3a_tdTpositive_cell_23	Htr3a_tdTpositive_cell_31	Htr3a_tdTpositive_cell_34	Htr3a_tdTpositive_cell_41	Htr3a_tdTpositive_cell_45	Htr3a_tdTpositive_cell_47	Htr3a_tdTpositive_cell_52	Htr3a_tdTpositive_cell_56	Htr3a_tdTpositive_cell_68	Htr3a_tdTpositive_cell_81	Htr3a_tdTpositive_cell_104	Ndnf_tdTpositive_cell_4	Ndnf_tdTpositive_cell_7	Ndnf_tdTpositive_cell_15	Ndnf_tdTpositive_cell_20	PvalbF.Gad2_tdTpositive_cell_31	Rbp4_tdTpositive_cell_59	Rbp4_tdTpositive_cell_165	Rbp4_tdTpositive_cell_182	Scnn1a.Tg3_tdTpositive_cell_102	Vip_tdTpositive_cell_4	Vip_tdTpositive_cell_6	Vip_tdTpositive_cell_8	Vip_tdTpositive_cell_9	Vip_tdTpositive_cell_20	Vip_tdTpositive_cell_25	Vip_tdTpositive_cell_26	Vip_tdTpositive_cell_27	Vip_tdTpositive_cell_29	Vip_tdTpositive_cell_31	Vip_tdTpositive_cell_37	Vip_tdTpositive_cell_44	Vip_tdTpositive_cell_47	Vip_tdTpositive_cell_49	Vip_tdTpositive_cell_51	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Hopx	0.0	96.43	0.0	0.0	0.0	185.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.0	80.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.35	0.0	2.91	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	49.63	61.3	63.91
Ints1	0.0	0.0	0.0	1.2	0.0	44.25	0.0	9.62	15.58	0.0	0.0	0.0	0.0	0.0	0.0	31.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.45	0.0	0.0	0.0	0.0	0.0	0.98	0.05	2.55	0.22	3.54	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	5.55	0.0	0.0	1.25	1.7	1.74	2.15	2.12	40.11	41.85	42.62
Itgb5	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.42	0.0	29.46	28.45	30.72
Izumo4	53.93	0.0	0.0	0.0	0.0	481.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	140.08	28.82	0.0	0.0	0.0	146.97	0.0	0.0	0.0	2.71	0.0	14.69	16.39	23.3	63.91	0.0	0.0	0.0	151.16	5.16	0.0	0.0	0.0	0.0	0.0	135.7	0.0	0.0	163.18	0.0	0.0	29.05	10.12	29.56	24.49	24.33	36.06	38.39	31.56
Kalrn	0.12	0.06	23.75	37.19	0.37	86.45	7.26	0.75	0.02	0.06	14.69	0.32	40.88	31.71	0.38	39.85	7.55	1.23	0.36	0.36	0.25	21.1	40.01	1.0	2.1	15.15	0.2	0.34	0.06	0.15	0.35	0.0	14.54	129.19	23.62	11.14	191.39	29.49	47.15	1.05	2.54	0.19	0.5	0.41	0.76	0.22	41.46	0.34	0.65	73.58	0.85	0.27	20.19	21.24	17.99	18.67	18.98	250.25	239.88	249.16
Kat2a	0.0	0.0	0.0	0.0	20.07	176.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.86	0.0	0.0	0.0	25.63	148.22	0.0	149.35	0.0	0.0	62.74	0.0	0.0	0.0	0.0	0.0	0.0	8.8	44.64	8.23	4.56	1.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.36	6.66	7.92	12.18	11.14	57.33	61.26	58.57
Kif17	0.0	0.0	0.0	0.0	0.0	55.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.3	89.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.12	1.18	0.0	0.05	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.67	10.39	7.05	5.23	9.29	21.19	19.59	21.3
Lactb2	3.13	0.22	5.72	3.18	3.52	212.82	3.08	5.02	0.75	0.4	11.01	2.54	4.18	4.59	0.46	9.33	4.12	2.06	1.95	105.11	2.71	0.96	3.76	143.75	7.31	5.46	2.01	10.43	24.72	2.66	7.64	20.06	30.96	22.39	8.27	97.08	9.33	11.85	16.01	5.62	4.41	6.16	10.88	30.02	4.63	1.56	8.96	11.73	6.49	8.19	3.13	115.2	12.87	1.94	19.59	7.97	20.13	19.22	18.34	21.78
Ldb2	0.0	0.0	0.0	144.24	16.72	614.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	135.25	0.0	0.0	126.68	0.0	6.47	0.0	0.0	0.0	190.21	9.95	34.9	0.0	3.17	2.74	0.0	0.0	0.0	0.0	100.76	167.78	175.4	49.59	0.06	0.18	0.0	186.36	0.0	34.2	0.0	0.0	0.0	0.0	7.67	0.0	0.0	0.0	0.0	0.0	117.55	192.47	177.23	171.89	202.17	50.55	48.2	45.35
Lrrc4	0.04	0.0	88.55	0.0	52.2	133.08	45.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.22	0.0	0.0	0.0	0.0	94.49	0.0	94.64	94.24	0.0	15.48	0.27	0.0	0.0	0.0	8.41	0.0	17.54	104.59	8.96	0.6	289.32	8.4	0.0	52.59	14.73	205.22	0.0	0.0	0.0	0.0	0.13	0.0	9.7	97.03	0.13	0.0	10.79	4.67	12.78	5.1	8.11	70.72	68.88	67.82
Ly6h	0.98	9.42	1.29	3.83	6.92	65.41	15.94	2.72	0.0	0.0	9.08	0.0	3.27	0.0	2.0	0.0	3.71	5.02	22.16	1.52	9.45	0.0	10.2	6.78	4.24	12.44	0.0	0.0	0.0	0.0	0.0	0.0	0.51	5.59	12.34	28.74	10.24	3.04	10.36	0.0	8.99	0.58	0.0	0.0	4.6	0.88	12.15	0.0	19.35	1.6	1.09	0.0	5.94	3.87	0.7	0.8	2.83	305.82	367.1	337.26
Magi3	0.0	0.0	38.53	0.06	9.31	213.09	40.66	20.93	0.0	0.0	108.36	34.66	75.48	41.81	106.41	4.13	0.0	54.06	50.82	54.04	1.06	0.0	47.48	54.08	8.08	0.0	0.0	0.0	4.22	0.16	0.0	0.0	11.28	0.59	7.9	1.65	0.33	12.01	0.0	72.13	11.01	75.17	67.98	47.18	0.0	38.95	0.0	165.54	47.46	61.06	0.0	10.85	1.04	0.77	1.37	1.99	1.83	28.15	24.58	29.89
March6	24.05	112.21	92.52	21.61	59.86	186.92	51.59	56.8	0.0	9.92	159.37	0.0	80.17	4.59	189.34	103.85	2.02	6.71	13.66	2.45	66.02	18.04	110.56	79.14	31.91	176.72	120.76	7.99	0.07	0.0	9.4	0.0	49.47	138.36	62.66	126.8	260.69	0.07	0.0	4.92	0.0	0.0	0.0	8.39	112.8	0.0	12.73	0.22	0.0	75.65	20.0	6.77	28.77	20.88	52.5	39.1	49.08	142.1	139.38	135.54
Meis2	0.25	0.0	0.36	0.16	0.28	0.44	0.21	0.0	0.14	0.0	0.24	0.34	0.0	0.48	0.34	0.2	0.32	0.14	0.57	0.1	0.12	0.07	0.31	0.17	0.0	0.15	0.14	0.07	0.0	0.0	0.3	0.0	10.07	2.35	22.78	0.85	0.33	0.18	0.23	0.58	0.35	0.74	0.21	0.09	0.14	0.0	0.17	0.75	0.68	0.5	0.1	0.37	13.19	33.87	14.62	26.91	16.99	66.68	69.5	64.81
Mfsd10	0.0	0.0	0.0	0.0	0.0	250.66	0.0	0.0	0.0	0.0	1.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.58	0.0	3.9	0.0	0.43	2.27	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	206.83	18.37	4.06	0.0	5.64	0.0	3.47	4.76	9.41	21.21	23.51	22.0
Mipep	0.0	0.0	0.0	0.0	0.0	206.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.11	14.18	11.55	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.0	0.2	0.0	0.0	6.34	9.58	6.03	2.61	28.67	30.3	27.57
Mtdh	0.0	0.0	61.99	0.0	0.0	137.95	1.48	0.0	0.0	0.0	1.79	0.0	0.0	3.34	18.75	143.12	0.11	0.36	2.71	0.0	51.43	0.0	0.0	61.14	0.0	0.27	0.0	0.0	0.0	0.0	0.4	0.0	15.47	14.65	27.64	1.82	120.11	0.0	20.98	4.71	0.0	0.27	0.0	15.97	0.0	0.2	0.26	101.04	0.0	4.11	0.0	0.0	32.5	15.27	17.01	17.65	19.42	55.09	53.26	56.2
Muc13	0.28	0.0	0.0	0.0	0.18	1.2	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.45	0.0	0.4	0.35	0.1	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.09	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.54	0.27	0.0	0.0	0.0	0.01	0.0	0.1	0.0	0.03	0.0	0.03
Mxra8	0.0	0.0	0.0	0.0	0.0	115.18	0.0	0.0	7.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.82	0.0	0.0	0.0	0.0	0.0	0.0	6.25	6.67	5.15
Mycbp	24.92	342.03	15.96	0.56	0.0	335.33	33.83	0.0	0.0	0.0	56.41	0.0	0.0	10.98	0.0	0.0	0.0	0.0	0.0	70.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.27	13.29	6.21	0.7	0.2	0.0	17.92	0.0	75.66	145.18	30.79	8.84	0.0	0.0	13.03	0.0	0.0	0.0	19.81	0.0	9.26	12.75	23.23	16.76	12.86	8.87	8.3	8.4
Mzt2	0.0	0.0	492.63	184.69	0.0	553.68	0.0	142.52	0.0	0.0	0.0	0.0	303.09	0.0	0.0	28.23	182.6	177.32	0.0	0.0	0.0	146.93	268.92	56.72	0.94	0.0	242.28	0.0	0.0	0.0	38.09	0.0	62.01	22.98	57.44	10.07	0.45	0.0	0.0	0.0	453.33	0.0	0.0	255.26	123.88	115.88	0.0	310.75	415.03	202.21	0.0	0.0	71.59	58.95	27.63	60.13	67.47	30.01	34.96	33.24
Naaa	132.18	0.0	0.59	37.01	0.0	224.68	0.0	0.0	0.0	0.13	0.59	0.0	0.6	0.18	0.4	5.27	1.07	1.06	167.4	0.36	1.73	0.17	10.55	1.02	0.73	3.17	23.34	0.98	0.0	0.18	0.28	0.0	49.83	0.88	6.7	1.14	2.05	0.89	1.35	0.9	0.0	0.28	1.08	0.17	17.46	1.24	0.21	0.0	0.0	0.21	0.0	0.82	2.74	6.37	4.07	4.01	0.29	27.29	28.31	28.88
Ncan	53.2	0.0	59.93	0.47	13.04	222.43	56.29	31.63	0.09	0.64	15.39	52.97	70.56	0.46	41.86	218.64	112.24	44.04	18.43	10.39	66.45	38.41	0.66	45.04	3.23	48.93	117.32	0.21	0.17	0.71	41.74	0.0	87.69	70.38	63.35	23.69	42.03	20.15	50.81	22.63	35.83	59.96	123.11	130.25	64.93	0.11	43.17	1.51	87.99	85.87	25.69	46.67	148.5	95.07	269.87	196.5	197.17	87.88	87.21	94.46
Ncdn	2.9	0.0	22.59	0.0	7.39	84.48	53.01	1.12	0.0	0.0	0.16	0.0	0.38	16.35	0.92	0.0	0.0	11.73	6.48	0.0	0.0	0.0	6.04	5.16	0.0	6.27	7.92	0.0	0.0	0.0	3.19	0.0	10.65	70.25	32.9	23.66	56.56	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	2.15	46.26	0.0	0.27	36.6	0.0	0.12	31.75	21.66	7.53	15.26	17.58	907.72	1022.47	941.79
Ncoa2	0.0	0.0	0.0	0.0	0.95	145.37	40.24	40.65	0.0	0.0	0.0	41.62	0.0	7.19	8.53	0.0	0.0	0.0	0.0	0.0	0.0	4.69	0.0	0.42	0.0	52.55	108.22	0.0	0.0	0.0	0.0	0.0	4.88	16.43	5.14	3.44	4.18	0.0	0.0	18.2	0.0	0.0	0.0	0.0	0.0	28.41	0.0	15.69	0.0	0.0	0.0	0.06	3.8	7.37	7.57	8.18	6.12	41.1	39.57	43.52
Nell2	0.21	245.65	745.58	4.4	55.56	523.54	107.34	43.27	0.0	0.0	175.7	57.53	1.24	2.17	141.11	219.44	4.01	0.29	0.0	135.7	0.0	0.0	0.0	146.52	274.36	123.63	0.0	0.0	0.0	0.0	40.05	0.0	90.52	213.44	96.74	132.49	84.45	0.13	0.0	10.3	203.86	0.74	277.09	107.09	275.83	0.0	226.99	2.84	0.0	138.25	0.0	82.5	129.71	80.43	138.54	143.03	141.54	447.3	471.39	442.87
Nhsl2	0.1	0.0	0.63	0.17	0.08	0.86	0.36	0.31	0.05	0.0	43.6	0.44	0.02	0.01	0.8	0.32	0.06	0.11	0.18	0.22	0.04	0.25	0.06	0.18	0.21	0.24	0.22	0.04	0.0	0.01	0.11	0.0	2.16	1.28	4.22	0.68	13.47	0.98	0.24	0.58	0.14	32.14	0.78	0.04	0.11	0.03	0.14	0.0	0.38	0.92	0.17	0.75	15.31	4.61	1.9	3.11	4.37	17.44	16.0	16.79
Nlgn3	0.07	217.54	2.41	0.53	0.75	225.88	1.12	83.21	0.0	0.0	215.18	1.27	0.0	0.0	0.22	0.0	0.0	1.27	1.15	92.77	5.97	2.29	0.0	1.23	0.93	0.87	1.28	2.23	0.0	0.0	2.4	0.0	18.37	9.17	6.1	0.47	17.83	0.0	0.61	1.21	197.76	2.18	0.71	5.81	0.2	0.0	30.42	85.93	0.0	1.54	0.0	0.94	13.89	6.82	29.24	25.1	22.48	50.02	47.15	49.14
Nr2f6	0.0	0.0	0.0	2.42	0.0	21.92	2.24	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.27	0.0	8.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76	0.0	3.28	0.0	0.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.94	2.05	29.59	34.98	32.94
Nsun2	0.0	0.0	0.0	0.0	0.0	200.27	0.0	110.16	0.0	0.0	0.0	0.0	0.0	107.49	22.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	373.88	0.0	0.0	0.0	5.31	0.0	5.29	0.31	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	14.89	7.61	9.27	9.98	8.05	39.45	38.03	38.03
Nupl1	0.0	0.0	39.46	0.69	0.0	219.36	0.0	0.0	0.0	0.0	0.0	0.34	5.12	11.12	0.0	0.0	0.0	1.95	0.0	0.0	54.02	0.0	0.0	0.0	130.16	8.76	0.0	0.0	0.0	0.0	0.0	0.0	5.17	5.07	5.75	1.96	0.0	60.19	0.0	0.0	0.0	0.0	0.33	0.0	10.94	63.73	0.0	0.0	0.0	0.17	0.0	0.0	11.06	15.32	6.5	9.37	8.78	45.88	41.83	41.84
Oip5	0.57	0.51	0.98	0.0	0.66	61.73	0.57	0.77	0.65	0.0	2.19	0.21	0.24	2.87	0.56	3.02	0.89	1.17	1.19	0.64	0.61	0.48	0.0	0.74	0.6	1.51	0.71	0.63	0.85	3.48	0.97	0.0	0.79	0.86	1.02	2.28	0.68	1.39	0.67	0.0	0.0	0.34	1.52	0.3	0.52	0.99	2.02	3.55	0.83	0.99	0.32	0.3	3.38	0.73	2.74	1.1	3.64	1.4	1.74	1.5
Osr1	0.28	0.0	0.29	0.56	0.0	1.64	0.0	0.47	0.0	0.0	0.0	0.41	0.0	0.23	0.0	0.0	0.46	0.0	0.17	0.0	0.0	0.0	0.44	0.67	0.45	0.0	0.25	0.22	0.0	0.0	0.0	0.0	0.41	0.1	0.0	0.68	0.48	0.31	0.0	0.0	0.25	0.0	0.41	0.0	0.0	0.0	0.48	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.17	2.7	2.6	2.52
Pcsk4	0.0	0.0	0.0	0.0	0.0	84.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.58	0.07	0.21	21.29	0.0	1.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	4.45	3.67	3.45
Pde4a	0.0	0.39	19.37	7.19	0.0	38.51	45.69	62.11	0.0	0.0	0.86	0.0	32.2	0.0	10.05	1.94	0.0	0.0	40.7	0.0	0.0	0.0	0.51	22.66	22.91	6.63	0.0	0.0	0.0	0.0	11.24	0.0	30.17	9.33	29.83	21.16	10.05	0.0	7.12	0.0	7.78	0.96	39.33	2.56	0.0	0.0	0.0	0.0	2.3	40.97	0.0	0.0	53.87	34.1	45.86	44.49	50.32	70.0	69.52	69.31
Penk	11138.18	7669.37	5037.4	10714.69	21119.42	0.0	7052.5	8723.78	0.0	0.0	14614.46	30305.82	14273.96	24078.42	18579.64	5419.03	29110.93	10693.84	7583.12	15168.53	23047.57	13973.88	19453.81	4293.64	11802.85	22944.38	23364.23	0.35	0.0	0.0	5463.18	0.0	0.0	0.0	5.24	14.7	0.0	16623.49	7740.57	7531.18	24984.25	7859.51	8575.12	4970.72	8940.47	3699.3	7467.25	5789.22	9357.5	9658.52	11865.47	225.27	0.22	0.0	1.73	1.49	3.51	368.19	372.55	337.73
Pgpep1	0.0	0.0	0.0	71.51	0.0	82.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.79	0.0	4.1	0.03	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.91	54.08	5.11	0.0	7.63	5.17	5.92	5.75	5.95	5.56
Phgdh	0.0	351.26	0.0	0.0	0.0	351.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	37.51	0.0	0.0	99.03	0.0	0.0	0.0	4.74	0.0	0.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.6	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.0	0.0	323.51	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.13	0.74	6.19	78.48	87.44	88.17
Pigx	0.0	0.0	0.0	0.0	0.0	222.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	151.5	0.0	0.0	0.0	0.0	0.0	0.0	25.16	0.0	0.0	0.0	0.0	0.0	0.0	0.93	0.0	15.04	71.72	0.16	0.0	0.0	0.0	0.0	0.0	7.97	0.0	0.0	0.0	0.0	131.54	1.07	178.83	0.0	0.0	17.65	10.87	16.41	10.48	9.54	20.78	20.91	17.73
Pip4k2b	6.27	0.0	0.0	0.0	0.0	65.32	0.0	0.0	0.0	0.0	18.48	0.0	0.0	0.0	0.0	6.02	0.0	6.53	0.98	0.0	0.0	33.14	0.0	0.94	34.28	0.0	0.0	0.0	0.0	0.0	0.68	0.0	1.12	0.19	3.05	3.55	0.06	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.94	0.0	0.0	4.64	1.28	2.22	2.36	2.93	83.28	80.17	79.56
Pnpla8	0.06	0.0	0.0	0.0	9.5	182.09	65.19	0.0	0.0	0.0	16.1	0.0	0.0	0.0	0.0	42.02	0.09	6.95	6.43	0.0	0.0	0.0	5.75	118.14	0.0	0.11	2.77	0.0	0.0	0.0	0.0	0.0	32.83	0.97	28.58	29.94	0.0	0.0	0.0	19.84	109.11	0.0	8.23	0.0	0.0	0.0	33.51	0.0	38.2	0.09	0.0	0.0	16.82	11.26	22.71	17.52	21.82	68.69	61.52	66.05
Pop7	222.43	0.0	0.0	0.0	0.0	524.63	222.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	394.91	0.0	0.0	166.99	0.0	0.0	131.57	0.0	0.0	228.17	0.0	0.0	0.0	149.48	0.0	87.45	61.35	90.67	70.37	2.15	0.0	316.27	0.0	0.0	0.0	0.0	0.0	213.75	314.44	0.0	0.0	9.4	18.12	0.0	0.0	142.94	182.28	100.76	144.49	124.99	27.72	30.24	31.81
Ppp1r16a	0.0	0.0	0.0	0.0	0.0	50.38	2.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89	0.0	0.0	0.0	0.0	0.3	0.0	0.0	10.94	0.0	0.0	0.0	0.0	0.0	0.0	1.18	9.55	3.75	0.11	405.02	0.0	0.0	0.0	0.0	2.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.07	3.92	1.94	2.63	1.06	56.2	61.66	62.56
Prrg4	0.02	0.14	0.0	0.0	0.0	37.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.02	0.06	0.22	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.11	0.17	0.0	0.0	0.0	0.66	0.0	0.0	0.0	0.0	0.0	0.11	0.95	0.5	0.32
Psd3	4.15	0.0	24.99	11.34	0.03	7.27	25.47	47.23	0.0	0.0	0.0	0.0	0.0	50.67	0.0	14.48	0.09	0.16	11.2	0.05	0.06	0.0	0.09	0.44	121.08	4.25	0.18	0.19	0.0	0.0	0.0	0.0	76.44	91.21	48.59	70.58	51.15	0.23	0.0	5.51	0.86	0.45	0.4	7.38	0.0	0.44	16.65	0.0	40.64	0.49	0.16	0.1	48.83	29.49	48.78	45.11	41.08	186.39	161.39	187.14
Rbm33	0.86	0.0	0.0	0.0	0.0	44.33	1.02	56.78	0.0	0.0	49.91	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	8.5	0.0	0.0	0.0	0.0	0.0	0.51	0.0	12.56	3.04	4.57	0.26	0.08	0.0	0.0	0.22	7.38	0.0	0.0	0.0	6.77	1.41	0.0	8.95	3.4	0.04	39.9	0.0	4.41	4.36	6.28	3.93	4.32	31.73	30.47	35.36
Ret	0.0	0.0	0.0	0.0	0.0	120.79	0.0	0.0	0.0	0.0	5.97	0.0	0.0	40.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.53	0.0	0.0	69.2	0.0	0.0	0.0	0.0	0.0	51.23	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.65	1.58	1.25
Rps6ka1	0.0	0.0	0.0	0.0	0.0	73.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.24	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76	0.0	0.0	9.98	11.18	10.7
Rsbn1l	0.0	0.0	0.0	0.0	24.04	135.26	53.01	0.6	0.0	27.9	0.0	0.0	43.23	0.0	0.0	6.33	0.0	3.43	32.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81	0.0	0.0	0.0	0.0	0.0	9.59	29.55	3.78	7.05	0.03	0.0	0.0	3.01	1.38	0.0	0.0	1.26	2.18	0.0	0.0	0.0	27.6	0.0	0.0	0.0	15.65	6.33	7.33	5.39	5.5	13.97	12.85	14.07
Scml4	0.56	0.0	0.0	0.39	0.37	98.41	0.12	69.17	0.0	0.0	0.24	0.19	0.0	0.0	0.0	0.74	0.0	0.28	0.63	0.27	0.17	0.12	0.37	0.2	0.21	0.75	0.39	0.64	0.04	0.14	0.19	0.0	0.24	0.22	0.76	0.4	1.66	0.0	0.51	0.0	0.23	0.0	0.06	3.27	10.99	1.69	0.09	0.54	0.28	0.34	0.0	0.29	0.48	0.38	0.34	0.0	0.04	2.28	2.19	2.28
Scn7a	0.02	0.0	0.0	0.0	0.0	136.22	61.66	0.0	0.0	0.0	0.0	0.0	2.44	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.04	17.49	46.57	24.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.76	0.0	0.0	0.0	0.0	0.64	0.0	0.0	0.0	38.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.25	1.87	2.05
Senp6	0.0	0.0	82.09	0.99	84.1	165.84	1.1	5.56	0.0	0.0	0.0	0.0	1.54	0.0	0.86	208.31	14.31	6.72	7.64	0.0	0.16	0.36	32.47	2.75	21.75	57.71	0.0	0.0	0.0	0.0	18.71	0.0	6.54	17.26	13.77	1.91	0.97	10.41	0.0	25.19	1.45	0.0	136.4	2.78	0.0	0.0	21.07	39.32	3.55	89.9	59.41	1.02	15.52	20.61	15.73	9.45	9.26	34.49	33.22	36.28
