	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_28	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_55	Cux2_tdTpositive_cell_98	Gad2_tdTpositive_cell_18	Gad2_tdTpositive_cell_20	Gad2_tdTpositive_cell_48	Gad2_tdTpositive_cell_49	Gad2_tdTpositive_cell_64	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_1	Htr3a_tdTpositive_cell_83	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_25	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_70	PvalbF.Gad2_tdTpositive_cell_31	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_39	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_69	Sst_tdTpositive_cell_80	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Gm6592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.35	0.0	6.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.03	0.0	0.0	0.65	0.0	0.0	0.0	0.3	0.43
Gm6981	0.45	2.03	0.41	0.82	0.13	0.29	0.0	0.38	9.8	2.13	8.17	28.03	0.68	0.56	0.0	0.75	0.58	0.26	8.86	3.93	4.44	0.22	3.81	0.21	0.0	0.42	0.25	0.61	0.17	1.35	0.0	0.43	0.98	2.69	0.42	2.16	2.27	0.96	0.83	0.75	1.41	0.37	0.29	0.24	3.0	1.7	1.44	1.82	4.83	2.55	2.56
Gm8709	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.11	0.46	0.33	2.22	4.63	0.0	0.0	0.0	0.0	0.0	0.09	0.43	0.0	0.0	0.0	1.89	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.24	0.0	0.0	0.0	1.13	0.26	3.49	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.5	0.0	0.6	0.3	0.62	0.19	0.2
Gpr63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68	0.0	0.0	0.0	5.7	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88	0.0	0.0	0.0	0.0	0.56	0.0	0.0	0.0	9.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	6.76	5.31	5.13
Gprc5c	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.06	0.13	0.0	0.17	49.93	0.0	0.05	0.2	0.15	0.04	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.08	0.05	0.14	0.0	0.07	0.08	0.0	0.06	0.12	0.06	0.0	0.0	0.01	0.28	0.11	0.0	0.0	0.0	0.07	0.15	0.0	0.0	2.54	2.85	3.01
Heatr2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.31	0.0	28.4	0.0	0.0	0.08	11.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.0	0.0	0.0	4.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.3	0.4	5.74	5.74	5.71
Igf2	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.05	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.07	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	36.6	41.72	35.05
Igj	0.0	0.23	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.65	0.47	0.0	0.62	0.78	0.19	0.0	0.06	0.0	0.0	0.0	10.46	0.0	0.0	0.7	0.0	0.0	0.0	0.0	0.26	0.28	0.26	0.0	0.0	0.12	0.27	0.0	31.61	0.0	0.0	0.0	0.39	0.0	0.09	0.0	0.33	0.66	0.34	0.82	0.69
Itgb1bp3	7.21	0.14	1.4	3.92	0.33	1.88	6.16	7.16	4.03	4.21	5.16	43.76	11.17	5.21	4.53	5.01	3.62	1.05	3.24	3.66	3.07	2.13	0.44	3.65	2.13	2.94	2.16	1.46	5.39	2.28	2.19	2.73	2.81	1.78	12.57	8.83	3.71	4.11	3.29	6.31	2.66	5.58	2.26	2.85	5.5	7.51	6.59	5.71	0.51	0.44	0.92
Kcns2	0.0	0.0	1.55	0.0	4.57	0.0	0.0	0.0	0.0	0.35	0.0	56.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	10.56	0.0	0.0	0.0	0.0	13.27	0.0	31.1	1.84	7.8	6.11	3.4	19.88	19.16	22.8
Klhl10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.17	0.15	1.21	0.0	0.49	0.51	0.97
Klrg1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.41	0.53
Kncn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.3	0.22
Larp7	0.0	0.14	0.0	75.65	0.0	33.92	0.0	0.76	0.0	40.35	0.31	102.98	0.0	73.06	0.99	40.84	46.56	21.29	0.63	18.08	0.18	11.6	0.0	0.8	0.12	71.87	0.0	48.92	0.0	0.0	0.0	70.98	3.63	12.41	30.09	39.06	0.0	0.0	9.61	64.16	0.1	0.0	16.95	3.17	35.51	44.57	45.06	56.01	19.09	18.51	17.02
Lars2	6.47	0.0	0.0	0.0	2.47	0.0	0.0	0.28	1.95	1.99	9.31	5.18	0.0	0.0	0.0	0.34	0.5	0.0	0.05	0.08	0.13	0.09	0.09	0.0	0.07	0.0	0.11	0.06	0.07	0.0	0.17	0.08	0.0	0.0	0.74	1.57	0.08	0.0	3.13	0.0	0.0	0.0	0.33	0.17	3.62	4.71	5.48	4.27	14.27	13.31	13.93
Lrriq3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.26	0.13	0.45	0.39	0.42
Mapk4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	1.98	2.37	14.79	0.0	4.14	0.0	1.0	0.02	0.0	2.93	0.77	0.0	0.0	1.09	2.29	0.0	2.45	0.0	0.23	0.0	1.39	1.02	0.94	1.59	0.64	5.68	26.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.33	1.54	2.22	3.81	39.26	38.73	38.99
Marveld1	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	4.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.33	1.01	7.46	7.72	6.35
Mfhas1	2.17	3.34	0.0	0.0	0.63	5.42	0.0	0.21	0.0	1.9	0.0	25.24	0.0	0.0	0.0	0.05	0.01	0.0	0.0	0.3	2.75	2.36	0.0	3.51	0.0	2.39	2.64	12.7	19.59	8.52	5.18	0.36	0.0	0.0	13.1	3.91	7.55	4.34	0.91	0.58	2.73	0.0	0.0	0.0	5.36	5.43	5.15	5.25	20.47	19.59	19.15
Mir598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mmp15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.94	0.0	0.0	0.08	0.0	10.99	11.41	12.38
Mmp28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.48	2.38	1.89
Mob1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.17	0.57	0.51	0.0	0.0	0.0	0.0	0.0	24.13	0.0	0.0	0.0	1.55	0.22	0.23	23.68	17.56	20.43
Mto1	0.0	0.0	6.6	0.0	0.0	5.77	0.0	0.0	0.16	0.22	0.0	91.42	0.0	0.0	0.0	5.72	6.78	0.15	0.07	0.0	0.0	1.92	2.82	40.0	4.11	0.0	0.0	0.0	0.35	0.0	37.51	30.64	0.0	0.0	6.73	6.7	0.0	0.0	0.0	0.0	0.09	0.0	74.5	0.0	15.86	3.29	4.53	0.74	21.79	22.34	21.98
Mynn	0.0	3.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.7	1.41	37.46	0.0	0.2	9.24	0.0	0.04	48.34	3.24	0.0	0.0	0.0	3.68	0.0	0.0	0.0	0.0	32.1	0.0	0.07	0.0	2.71	1.68	8.16	0.0	14.65	37.95	0.0	29.69	0.0	41.49	4.72	1.22	16.54	6.5	8.13	10.17	8.84	8.08
Myo1d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.71	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.18	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.33	0.17	0.45	0.06	8.31	8.4	8.53
Myo7a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	26.22	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	1.28	0.0	0.0	2.96	1.07	0.0	0.0	0.08	0.0	0.12	0.0	0.05	0.0	0.87	0.82	1.41	1.33	4.69	8.64	8.5
Nampt	0.0	0.0	0.0	0.0	0.03	0.0	0.12	35.19	24.47	23.68	1.28	142.7	0.0	0.04	0.06	0.0	0.05	0.0	0.0	13.76	0.0	1.18	78.3	39.75	1.9	7.84	3.52	1.91	0.0	49.12	33.81	0.13	0.12	51.27	18.05	8.53	13.62	0.0	0.0	24.14	20.73	1.89	0.0	0.07	19.52	53.27	40.45	37.86	32.41	31.43	32.53
Neurod1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.73	15.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.69	0.7	13.75	12.99	13.13
Nmt2	57.52	15.72	1.04	0.0	0.0	0.0	0.61	6.41	0.61	98.43	0.0	83.6	3.71	3.2	0.0	0.0	0.04	1.09	0.0	16.61	0.0	32.15	7.5	0.61	62.2	0.63	1.56	0.0	74.94	1.46	0.0	0.94	1.18	0.4	17.76	1.11	0.92	0.37	1.1	1.73	26.4	6.74	1.26	0.33	8.83	28.74	11.11	15.69	63.98	59.74	62.22
Npy	138375.8	359.05	9073.51	173305.25	40775.82	1.6	12448.57	43922.94	108594.8	42632.64	68542.73	67463.47	14635.6	57444.26	13383.72	132042.44	149629.49	134232.96	130357.56	122154.33	122963.43	117863.77	98464.67	130527.91	173863.58	126989.03	166048.87	191162.16	154857.31	134158.33	153405.37	147732.76	141010.39	151963.58	12.38	985.16	145032.54	180453.32	128781.07	23340.13	137945.15	48908.54	35571.91	137580.94	0.0	0.6	0.0	0.7	214.21	196.57	200.76
Nr3c2	0.0	0.0	0.71	4.32	0.0	13.4	0.0	0.0	0.0	0.0	6.79	18.8	0.0	0.0	0.0	0.0	17.72	0.0	0.0	0.0	0.0	0.0	0.38	0.89	0.0	0.0	0.0	0.0	8.23	0.0	0.0	0.0	0.0	0.0	4.17	0.25	0.0	4.28	26.38	0.13	0.0	0.0	0.0	0.0	1.01	1.52	1.92	1.18	26.0	25.41	24.47
Nrgn	0.0	0.0	0.0	0.0	0.0	0.0	3.15	0.97	0.0	0.0	2.06	43.12	0.0	32.85	0.0	0.0	0.31	0.0	0.26	0.22	0.0	0.72	3.51	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	149.48	434.86	0.0	0.0	0.0	1.69	0.0	0.0	0.0	0.0	323.21	267.46	286.83	289.37	2256.7	2403.01	2414.28
Nubp1	0.0	0.0	0.0	1.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.1	0.0	0.0	0.0	3.07	55.17	0.0	0.0	0.0	0.55	0.0	12.19	0.0	0.0	0.0	0.0	0.0	2.33	0.0	0.0	0.0	0.0	1.13	1.96	0.0	0.0	0.0	12.98	0.0	0.0	0.0	0.0	0.0	0.1	2.61	2.24	4.9	17.71	16.92	16.56
Ogg1	0.42	0.0	0.0	17.58	0.0	0.0	0.0	0.08	0.0	0.0	0.0	31.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.53	0.0	0.0	0.0	18.86	26.38	0.0	0.0	0.0	10.06	31.35	0.0	13.53	0.0	32.19	0.0	0.0	0.0	2.87	8.06	7.4	9.15	5.97	7.62	7.21
Opn4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.22	0.33	0.78
Papss2	0.24	0.18	0.43	0.5	0.06	0.0	0.46	0.55	1.43	1.08	0.18	34.33	0.0	0.0	0.06	0.09	0.2	0.76	0.0	0.0	0.0	0.0	0.56	0.53	0.0	0.3	0.0	0.0	0.09	0.0	0.13	0.2	0.0	0.14	0.69	0.47	0.14	0.13	0.23	0.67	0.06	0.0	0.16	0.09	7.45	2.51	0.22	0.62	9.31	8.81	11.68
Parp9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	2.15	2.22	2.35
Pcdha6	0.0	0.0	0.0	0.0	29.82	0.0	0.0	0.0	0.0	0.0	0.0	135.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.58	7.83	5.67	6.28	6.93	5.35
Pcdhgb4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	146.9	0.0	0.0	40.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05	0.0	0.0	0.0	0.0	0.0	0.0	61.14	0.0	0.0	0.59	0.0	0.0	0.35	6.68	6.6	6.17
Phka1	24.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.42	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	9.04	0.52	0.0	0.0	0.0	0.0	0.0	1.69	0.0	0.1	0.0	0.0	0.0	0.0	11.15	10.2	11.14
Phyhip	15.14	5.69	5.05	23.06	0.0	0.43	5.12	0.09	23.08	68.16	55.43	57.49	0.0	61.59	26.14	39.45	49.58	0.0	55.03	48.1	7.37	18.28	33.48	31.86	5.17	45.17	47.18	0.08	95.3	11.44	8.57	30.7	0.0	30.16	37.25	50.58	15.5	18.45	33.55	8.05	2.93	0.0	50.31	5.77	112.48	83.94	88.43	93.96	399.59	415.43	391.87
Pigq	0.33	0.22	80.83	11.98	2.39	0.0	0.0	0.21	71.63	0.82	0.2	162.49	1.52	59.59	0.42	1.91	0.16	0.06	0.05	0.08	21.2	28.21	0.0	0.09	0.24	0.17	0.0	0.07	0.5	0.33	0.1	0.01	2.12	0.16	21.21	18.23	0.28	25.41	18.32	16.45	24.45	0.56	8.47	6.68	22.39	7.82	17.86	19.66	79.81	85.55	87.13
Ppm1e	21.07	56.03	26.22	67.27	0.59	24.09	0.0	52.19	24.63	33.18	19.8	127.12	0.0	14.64	51.82	13.55	69.98	3.12	3.64	18.71	40.9	1.46	24.77	4.53	63.13	49.31	5.69	49.84	0.0	19.45	0.13	12.3	20.17	0.42	49.95	69.35	19.0	31.0	22.22	93.87	64.84	19.6	71.14	36.2	9.12	29.49	24.98	21.89	127.2	120.08	127.03
Prkdc	0.65	0.0	0.04	0.53	0.0	0.0	0.0	0.0	14.33	0.04	12.56	31.37	6.58	0.0	0.0	0.0	0.24	0.01	1.67	0.0	0.27	0.0	10.1	6.39	0.04	1.25	0.0	0.0	0.0	0.0	0.02	0.02	0.0	0.0	1.47	5.59	0.0	0.02	0.73	2.61	4.84	0.0	0.09	0.0	1.16	2.5	1.74	1.29	10.04	8.21	9.69
Psg21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pten	32.82	27.38	0.99	17.21	0.05	0.1	35.31	47.65	29.14	93.22	53.37	104.61	9.0	47.58	10.86	16.3	20.68	2.16	22.71	31.83	25.52	3.96	16.16	15.4	21.33	33.38	18.37	6.36	34.61	16.44	17.79	5.83	18.84	10.45	34.26	34.83	42.31	15.66	21.79	9.32	26.98	32.64	16.16	18.81	34.2	61.91	35.2	42.1	64.81	63.48	64.75
Rab3d	0.0	0.39	0.24	0.34	0.22	0.0	0.0	0.69	0.27	0.05	0.67	43.17	1.42	0.64	0.87	0.17	0.24	0.18	0.6	2.09	0.1	0.0	0.33	0.22	4.23	0.25	0.21	0.0	0.0	0.08	0.61	0.48	0.23	0.06	0.4	2.39	0.4	7.71	3.64	0.75	0.23	0.71	0.5	0.16	4.68	2.84	2.35	0.77	9.53	10.1	9.83
Rassf2	0.0	0.0	0.31	0.36	0.03	0.0	0.18	1.81	5.53	85.72	9.84	10.24	0.21	1.59	0.24	0.15	0.22	0.09	0.03	0.14	0.07	0.06	0.18	0.0	0.06	0.21	0.13	0.0	0.09	0.08	0.12	0.24	0.25	4.01	1.37	1.38	0.06	0.33	0.24	0.13	0.13	0.08	0.08	0.0	4.21	6.44	6.69	4.76	29.35	29.69	31.74
Rbm27	2.12	0.0	14.1	0.0	0.0	6.49	0.0	0.0	12.44	0.0	0.0	36.97	3.73	6.1	8.62	6.02	0.0	0.75	0.03	1.26	0.0	2.76	16.03	7.41	2.0	3.83	2.04	0.27	1.89	0.0	1.27	2.81	0.04	18.33	19.73	12.17	4.7	8.23	0.42	0.0	0.0	0.0	0.0	7.71	16.92	10.63	8.31	7.28	15.85	14.69	14.48
Recql4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	1.53	1.76	1.67
Renbp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.12	0.0	0.0	1.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66	0.0	0.52	4.0	4.12	4.95
Rgnef	2.83	0.0	0.0	0.0	0.02	0.0	0.0	0.74	30.91	26.45	0.1	72.67	0.0	14.48	0.0	0.0	0.01	0.0	0.0	9.96	0.06	0.24	0.0	2.8	0.04	19.8	0.0	0.61	0.0	0.79	0.0	0.51	0.04	0.16	8.06	3.8	0.18	0.0	0.0	0.0	0.0	1.22	0.0	0.0	4.05	3.15	1.85	4.93	15.42	14.91	15.83
Ripk1	0.26	0.11	0.21	0.0	0.0	0.0	0.24	0.55	0.0	0.11	0.14	27.36	0.91	0.09	0.36	0.13	0.06	0.14	0.06	0.06	0.0	0.07	0.07	0.0	0.29	0.17	0.5	0.0	0.0	1.56	0.18	0.06	0.02	0.27	0.2	0.36	0.06	0.4	21.96	0.44	0.14	0.32	2.38	0.0	0.39	2.58	0.91	0.27	3.57	3.93	3.93
Runx1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.42	0.0	0.0	0.36	0.31	0.38
Scrg1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.57	0.53	44.63	37.18	36.22
Sdcbp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.12	0.66	1.53	2.82	2.6	2.86	2.24
Sez6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.34	33.7	48.88	61.54	68.34	0.0	97.91	0.0	0.04	0.12	1.33	0.0	0.0	11.21	0.22	23.91	0.68	0.0	0.07	11.2	0.0	0.0	0.0	0.07	0.0	0.0	0.0	22.24	13.45	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.07	20.69	36.28	42.36	41.01	153.01	159.71	158.47
Slc22a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65	0.44	0.38
Slc25a34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.49	5.69	5.58
Slc41a1	0.0	0.0	0.0	0.0	0.0	0.0	22.83	0.0	39.68	0.0	0.41	43.41	0.0	0.7	0.0	0.0	0.02	0.0	0.21	0.0	0.0	0.0	0.0	27.4	0.0	0.44	0.94	0.0	0.0	0.0	5.5	0.0	0.0	0.0	0.19	0.11	8.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1	2.16	0.22	1.85	35.26	37.16	36.56
