	Calb2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_54	Cux2_tdTnegative_cell_12	Gad2_tdTpositive_cell_55	Nkx2.1_tdTpositive_cell_18	Pvalb_tdTpositive_cell_2	Pvalb_tdTpositive_cell_3	Pvalb_tdTpositive_cell_4	Pvalb_tdTpositive_cell_5	Pvalb_tdTpositive_cell_7	Pvalb_tdTpositive_cell_8	Pvalb_tdTpositive_cell_12	Pvalb_tdTpositive_cell_13	Pvalb_tdTpositive_cell_17	Pvalb_tdTpositive_cell_21	Pvalb_tdTpositive_cell_22	Pvalb_tdTpositive_cell_35	Pvalb_tdTpositive_cell_40	Pvalb_tdTpositive_cell_42	Pvalb_tdTpositive_cell_45	Pvalb_tdTpositive_cell_46	Pvalb_tdTpositive_cell_55	Pvalb_tdTpositive_cell_69	Pvalb_tdTpositive_cell_70	Pvalb_tdTpositive_cell_71	Pvalb_tdTpositive_cell_74	PvalbD.Slc32a1_tdTpositive_cell_18	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbD.Slc32a1_tdTpositive_cell_28	PvalbF.Gad2_tdTpositive_cell_5	PvalbF.Gad2_tdTpositive_cell_14	PvalbF.Gad2_tdTpositive_cell_15	PvalbF.Gad2_tdTpositive_cell_21	PvalbF.Gad2_tdTpositive_cell_22	PvalbF.Gad2_tdTpositive_cell_23	PvalbF.Gad2_tdTpositive_cell_30	PvalbF.Gad2_tdTpositive_cell_34	PvalbF.Gad2_tdTpositive_cell_40	PvalbF.Gad2_tdTpositive_cell_42	Rbp4_tdTpositive_cell_51	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Gpkow	0.0	0.07	0.0	14.23	0.12	0.0	0.0	0.0	73.99	2.15	2.7	29.74	77.1	0.0	20.9	1.36	38.47	49.09	0.54	0.0	0.17	0.0	164.53	45.56	6.44	2.81	17.52	38.18	29.86	22.07	15.18	1.55	0.0	0.0	0.0	75.25	20.81	11.09	25.04	48.7	30.56	30.85	28.08
Gpt2	0.0	0.0	0.0	0.0	3.13	16.89	66.9	0.0	0.49	68.2	14.21	15.83	20.7	40.09	0.0	30.47	0.0	19.01	0.18	0.0	75.17	2.82	132.3	0.0	0.0	0.52	12.66	28.28	0.0	14.58	20.75	16.42	0.0	0.0	0.0	0.0	1.33	38.93	6.25	0.0	38.64	37.59	35.57
Grtp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.39	61.58	0.0	2.14	2.11	0.0	0.0	0.35	0.0	3.59	4.9	4.26
Gyltl1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.61	0.0	0.0	0.0	0.0	0.16	0.12	0.09
Has2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.24	0.19
Haus6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.2	0.0	0.0	11.44	9.62	1.03	0.0	0.0	0.0	0.0	13.6	0.0	0.0	0.0	14.15	0.0	0.85	0.0	2.69	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.73	0.0	0.0	4.89	4.39	4.66
Hhip	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.09	2.81	3.49
Hmbs	0.0	0.0	0.0	53.58	0.83	13.35	0.0	0.0	5.37	22.56	26.79	29.54	0.0	10.09	0.0	16.15	19.73	20.92	10.73	0.0	0.0	18.64	99.33	24.97	0.0	0.0	0.0	6.25	0.0	11.88	57.2	14.11	0.0	6.06	56.71	49.56	0.0	0.0	12.88	1.29	17.15	21.24	20.53
Hr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.13	0.0	0.0	5.51	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	25.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.26	19.01	18.77
Il6st	0.0	8.99	0.0	0.0	0.0	0.11	0.0	1.58	3.64	0.0	0.0	5.04	0.0	0.0	1.58	0.0	0.0	0.76	0.24	0.28	0.0	15.41	50.26	23.17	15.46	0.14	0.65	0.0	27.92	0.0	0.09	21.65	0.08	18.79	32.71	0.59	17.8	0.0	0.0	0.04	38.92	37.89	39.19
Impad1	0.25	0.06	0.0	33.21	12.01	0.0	0.0	22.93	47.81	22.12	5.38	8.76	51.65	21.59	27.59	31.38	3.31	6.03	38.6	0.0	0.13	45.12	62.61	24.19	0.56	0.0	30.64	33.99	19.71	6.3	35.66	7.37	12.97	17.91	10.95	59.75	22.77	26.64	15.29	6.59	60.92	58.53	58.67
Itpr1	0.0	0.0	0.0	4.41	26.38	27.24	11.39	0.02	18.25	36.03	15.71	27.92	84.64	18.43	32.52	32.34	12.06	67.98	56.97	14.23	0.06	25.24	89.6	10.89	52.94	64.09	38.85	8.03	4.72	23.9	22.58	52.66	46.38	1.03	5.1	11.4	5.61	14.52	29.95	29.32	211.99	196.39	212.52
Kcnj13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.48	0.0	0.0	0.0	27.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3	1.75	2.07
Kcnj3	0.0	0.0	0.0	29.15	43.81	7.87	4.23	5.26	0.27	34.87	4.48	6.58	0.0	31.49	29.11	29.49	5.34	0.0	78.0	9.04	0.0	25.4	60.54	14.95	18.73	0.23	50.94	27.83	47.15	86.31	25.96	70.98	80.61	0.24	5.51	15.63	0.0	42.15	2.18	46.13	87.05	83.59	83.9
Kif14	0.0	0.03	0.0	0.0	0.05	0.0	0.22	0.0	0.0	0.0	0.0	0.1	0.07	0.0	0.0	0.06	0.07	0.06	0.07	0.0	0.09	0.0	0.31	0.05	0.04	0.05	0.0	0.09	0.0	0.0	0.0	0.09	0.03	0.08	0.12	0.05	0.03	0.13	0.0	0.04	0.36	0.25	0.35
Klhl20	0.41	0.07	0.0	57.87	0.2	0.0	8.28	0.0	36.1	48.14	0.0	42.22	27.6	8.29	0.36	34.78	29.55	20.14	32.58	0.0	0.0	0.06	75.65	0.2	9.7	0.64	0.0	21.39	0.0	18.79	22.88	0.04	0.0	0.07	0.22	34.16	5.69	39.31	18.89	17.12	16.69	14.67	15.55
Kri1	0.0	0.0	0.0	0.0	0.0	13.79	0.0	0.0	0.0	0.0	0.0	0.0	6.09	0.0	28.01	0.0	0.0	0.0	12.76	16.65	0.0	0.0	62.63	0.0	0.0	4.76	0.0	0.0	0.0	10.7	0.0	12.59	0.0	0.0	0.0	0.0	0.62	13.61	0.0	48.91	22.64	22.81	24.06
Krr1	2.52	1.05	6.81	84.53	13.42	26.5	17.3	0.24	1.13	34.81	51.43	15.61	75.42	11.59	21.52	36.49	41.02	22.44	18.01	22.47	1.84	23.5	112.54	22.48	46.67	40.84	23.08	18.7	3.15	15.39	20.68	49.55	44.43	3.68	48.17	15.46	19.39	2.27	8.8	82.67	21.55	20.76	20.4
LOC100041033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC380994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25	0.0	0.0	0.0	0.0	0.0	0.0	2.58	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC629206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.04	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.09	0.05	0.04	0.07
Ldhb	7486.96	8970.97	5274.92	7692.96	8752.31	8798.32	8750.45	10118.08	10894.4	8892.3	7735.26	8217.62	8583.06	8517.89	9220.91	9343.6	8223.21	8574.79	10165.1	9166.61	7814.88	7785.08	11261.44	7829.53	8285.69	6159.05	9074.03	13571.31	7093.74	12546.17	8513.41	9755.78	8904.1	8390.99	7659.83	11010.48	8275.76	7724.63	10182.84	11746.38	737.58	774.98	752.92
Lig3	0.0	0.0	0.0	0.0	0.0	4.34	10.02	0.1	0.0	0.0	2.09	0.0	0.0	0.0	0.0	0.0	0.0	12.82	15.76	0.0	0.0	0.64	60.32	0.0	0.0	0.0	0.0	12.38	27.64	0.0	2.16	0.0	0.07	0.53	0.0	0.0	0.0	0.0	23.81	0.07	16.4	14.44	14.32
Lmod3	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.47	0.0	0.0	0.0	0.0	12.33	0.0	6.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.12	0.14
Lrrc42	0.0	0.0	0.0	0.0	0.0	0.0	12.52	0.0	0.0	0.0	0.0	0.0	0.0	4.03	0.0	26.9	0.0	0.0	3.37	0.0	0.0	0.0	69.18	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.92	0.28	0.0	16.67	0.0	23.89	25.49	23.96
Madd	0.0	0.46	0.11	54.31	20.39	10.72	21.71	26.0	22.28	54.68	2.4	11.41	42.33	15.75	14.02	26.73	24.88	39.17	50.44	2.59	8.49	3.3	94.3	42.42	27.46	0.62	46.96	24.73	65.82	5.81	60.48	22.22	25.79	17.91	17.26	39.47	42.76	10.32	41.29	67.4	113.32	109.49	109.17
Map2k5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.0	65.27	0.0	0.0	0.0	0.0	14.99	43.94	41.28	3.62	0.0	76.26	0.0	15.92	0.0	209.95	0.0	71.59	0.17	0.32	28.18	0.0	0.0	31.66	38.54	76.0	0.0	0.0	3.84	0.64	41.01	0.0	9.86	31.86	34.97	30.94
Map3k11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.72	0.0	0.0	0.0	0.0	0.0	24.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.65	18.28	16.03
Mirlet7f-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.87	3.53	1.93
Mns1	0.0	0.0	0.0	0.0	20.63	0.0	0.0	65.44	35.2	0.0	0.0	0.0	22.71	0.0	6.47	0.0	0.0	12.01	0.0	0.0	0.0	1.9	76.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.92	0.0	0.0	8.33	0.0	0.0	0.0	0.0	0.0	2.24	2.62	2.02
Mogs	0.0	0.0	0.0	0.0	0.0	1.28	0.0	0.0	0.0	0.0	4.74	0.79	0.0	3.21	0.0	10.77	0.0	0.0	1.64	0.0	0.0	3.3	48.57	0.0	0.19	0.0	0.26	0.0	0.0	0.74	0.0	0.0	0.9	0.0	0.99	2.92	26.03	14.76	0.0	11.79	22.47	23.62	21.43
Mpz	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.14	0.1
Msl3l2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.08	13.61	15.48	13.81
Mup2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.0
Nfkb1	0.0	0.0	21.65	0.0	0.0	7.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	58.78	14.49	0.0	0.0	5.17	20.03	0.0	9.85	10.49	0.0	3.7	0.0	0.0	0.0	0.0	0.13	0.0	0.0	9.97	8.94	9.95
Nhlrc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.91	18.48	17.41
Nox4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.06
Pcdha2	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.43	0.89	29.51	0.0	0.62	1.26	0.64	0.0	0.19	2.33	0.0	3.53	0.0	2.58	0.87	27.06	1.11	1.15	1.62	2.0	0.39	0.0	0.2	2.38	27.13	2.74	0.0	0.37	0.0	0.0	0.96	0.0	0.0	3.14	3.64	2.8
Pcdhga12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.94	0.0	59.87	0.0	0.0	0.0	0.0	0.0	0.0	23.14	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	17.38	18.09	18.21
Pcgf6	0.0	0.0	0.0	0.0	0.0	2.27	0.0	0.0	14.67	36.58	0.0	0.0	0.0	0.0	0.0	1.04	0.0	0.0	0.0	0.0	0.0	0.0	71.36	0.0	0.0	0.0	9.61	0.0	0.0	0.0	0.0	19.01	0.0	0.0	0.0	0.0	16.38	48.67	3.25	1.21	17.33	16.99	15.5
Pet112l	0.21	0.0	0.0	1.5	79.03	0.0	25.01	16.9	0.0	47.6	0.0	67.34	0.0	0.0	34.73	81.94	0.0	0.0	0.28	0.0	79.7	36.01	96.2	47.71	34.9	0.0	26.45	55.37	8.08	0.18	6.96	133.41	0.18	1.73	0.2	0.0	0.0	54.35	29.1	86.49	16.71	18.46	16.29
Pigt	0.0	0.0	0.0	0.22	0.0	0.0	9.06	0.0	0.0	7.84	2.68	1.49	2.93	7.72	8.66	4.67	0.0	0.0	10.93	0.0	0.0	1.84	40.73	0.16	0.21	0.0	14.56	9.58	8.48	3.52	7.05	0.0	0.32	1.09	0.0	16.05	0.0	8.76	38.04	0.99	72.19	79.62	79.03
Pkd1	0.0	0.0	0.0	0.0	0.1	0.41	0.0	0.0	0.41	0.0	0.0	1.07	0.17	0.0	3.93	4.22	0.19	0.0	5.58	0.0	0.0	0.0	6.84	13.26	15.04	0.0	2.89	0.09	0.0	0.32	4.47	0.06	5.9	5.12	0.33	5.83	0.0	1.92	2.36	3.73	33.03	31.69	34.04
Pknox2	0.0	13.36	0.0	46.3	2.76	0.17	2.0	0.43	2.91	2.64	23.01	16.28	40.69	3.13	0.23	0.0	33.81	4.94	0.94	68.97	0.35	0.76	131.47	48.98	0.0	2.71	23.23	8.3	0.89	0.12	5.13	0.0	4.81	66.63	46.59	0.0	0.0	0.0	0.77	32.31	42.64	48.59	44.8
Pomc	0.0	0.0	0.0	0.0	0.0	0.0	12.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.59	0.0	0.0	0.0	8.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.63	0.0	6.94	0.0	0.0	0.0	1.81	2.55	2.38
Prdm4	0.0	0.0	0.0	0.0	0.0	14.28	0.0	0.0	0.0	0.0	1.3	4.42	48.48	0.0	0.0	25.86	4.34	1.82	5.53	0.0	0.0	4.37	71.44	8.34	0.13	7.5	30.27	18.03	6.67	6.52	0.0	0.0	0.0	29.07	1.27	4.65	2.19	0.0	0.0	0.0	20.98	20.98	20.76
Prrg1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	3.2	4.32
R3hdm2	0.0	0.0	0.0	1.98	8.6	6.57	4.32	0.0	23.0	4.94	4.92	0.0	23.97	2.66	2.14	19.25	13.35	12.17	13.78	0.0	0.0	18.58	58.42	9.8	20.63	0.0	12.14	19.18	0.19	18.3	43.73	5.15	10.22	0.0	4.52	71.92	2.84	3.6	10.97	3.64	167.66	158.1	167.93
Rab4b	0.0	0.0	0.0	99.67	159.43	71.96	83.27	75.82	76.11	140.93	65.28	139.03	70.96	43.65	162.79	4.78	277.44	32.07	62.83	91.67	100.31	172.98	301.44	34.66	135.16	150.92	105.68	49.16	64.64	86.96	113.53	75.42	113.49	122.98	8.83	47.92	51.61	44.63	128.43	163.47	93.04	99.86	91.08
Radil	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.09	12.82	13.94
Rapgef5	0.0	0.0	0.0	43.49	12.12	0.0	9.6	44.8	0.24	32.05	27.02	42.51	11.18	12.67	1.77	0.95	18.72	10.87	31.06	5.96	23.12	16.71	79.31	25.79	36.55	0.0	10.51	0.0	0.0	6.0	45.84	26.04	0.11	0.1	11.71	56.53	2.99	2.17	28.36	1.99	53.76	49.47	54.47
Rccd1	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.13	9.4	10.3
Rmnd5a	0.0	0.0	0.0	56.96	31.33	39.33	19.43	36.07	25.82	133.0	26.53	65.41	49.31	23.63	54.06	65.56	31.53	58.81	105.12	59.59	11.08	19.83	141.97	33.06	33.9	14.95	40.45	33.71	0.75	1.11	33.9	89.07	59.95	0.26	33.94	33.63	30.98	0.0	1.45	68.4	71.66	70.02	68.69
Rorc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	1.34	1.45	1.26
Rtp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.33	0.16
Sec23a	24.95	2.25	0.0	71.75	39.13	23.78	24.22	8.68	62.26	47.2	42.63	75.57	2.36	5.53	17.77	38.41	39.67	0.29	108.12	44.0	71.97	23.59	169.29	46.21	118.95	60.62	50.29	113.01	55.88	50.85	70.45	112.83	35.61	15.97	23.16	70.66	33.58	64.07	34.4	0.09	77.89	76.58	68.8
Sfn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.18	2.04	2.42	1.66
Slc12a3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.08	0.31
Slc25a35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.31	0.0	0.0	0.0	0.0	43.83	0.0	0.0	0.0	0.0	22.59	0.0	0.0	0.0	0.0	0.0	13.0	0.0	14.02	0.0	0.0	0.0	0.0	9.79	9.02	9.49
Slc38a8	0.0	0.09	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.31	0.12
Slc39a14	25.55	0.0	26.39	1.26	2.58	0.29	0.0	9.48	2.71	10.93	1.7	2.29	17.92	0.0	10.23	2.63	0.0	0.34	13.36	0.23	0.0	0.2	80.56	1.25	2.01	0.23	1.89	11.11	0.0	3.4	0.49	0.38	0.73	0.69	19.71	0.57	1.02	0.11	0.48	0.08	18.79	17.75	17.61
Slc4a11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11	0.67	0.98
Slc4a3	0.0	0.11	0.0	0.0	18.94	0.4	8.14	0.0	8.75	3.96	7.9	5.84	35.46	5.82	2.12	7.51	0.62	17.66	0.29	17.05	1.76	24.24	100.23	10.97	20.9	9.86	3.03	12.27	15.37	2.01	7.82	13.71	10.09	5.96	0.0	19.28	12.78	2.44	10.19	8.65	97.14	100.66	102.08
Smarcc1	0.0	1.2	0.0	14.21	0.51	9.61	4.61	0.04	0.5	1.07	0.3	0.57	2.17	5.32	8.26	6.15	0.0	9.38	1.47	0.0	0.32	0.0	37.95	10.9	0.0	0.85	3.61	10.65	0.74	0.07	4.88	19.81	11.57	0.28	1.03	5.45	0.34	3.52	6.06	11.03	34.43	31.44	33.7
Smok2a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Snapc4	0.0	30.09	0.0	11.33	1.14	4.38	0.0	0.0	3.52	0.0	0.0	17.92	23.39	0.0	0.0	2.95	0.13	1.08	11.42	0.0	0.0	0.06	35.78	0.0	0.84	0.0	6.65	10.97	0.0	0.0	0.91	15.81	7.34	20.87	4.14	0.49	0.98	0.0	0.0	0.0	27.77	29.82	29.1
Spata7	0.0	0.0	0.0	0.0	0.63	4.72	0.35	0.0	2.14	51.76	15.63	81.37	58.77	25.0	0.0	0.0	0.55	0.0	2.59	0.0	0.0	0.0	65.51	0.0	58.9	0.0	11.04	0.14	0.38	0.2	31.36	0.22	0.0	3.77	14.53	1.34	1.91	0.0	1.35	1.36	22.78	24.7	23.77
Spred2	0.0	0.09	0.0	0.0	0.0	0.0	19.99	0.0	23.94	0.0	17.27	11.94	0.0	22.11	0.55	1.7	25.75	0.0	0.0	0.0	0.0	4.36	43.82	0.71	0.0	0.0	0.99	0.0	55.67	10.66	21.04	0.45	11.11	0.0	0.32	10.88	8.83	0.0	0.0	0.2	61.42	58.66	58.3
Sptlc2	0.0	31.79	0.0	0.0	0.0	0.0	7.24	0.0	0.51	0.0	9.28	0.0	1.98	4.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.09	61.8	0.0	5.01	0.0	12.88	0.0	0.0	0.0	4.77	5.31	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	16.83	15.71	16.18
Stk11ip	0.0	0.11	0.1	0.0	0.0	0.0	17.93	0.0	0.0	0.0	0.13	11.76	7.77	0.0	0.0	1.45	0.12	0.0	0.0	0.0	0.0	0.74	43.81	0.0	29.83	0.0	0.0	0.06	0.0	0.0	0.78	33.46	0.0	0.0	0.13	1.08	7.06	1.31	0.0	0.0	22.95	24.4	24.19
Strc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	0.35	0.32
Thnsl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115.54	0.0	0.0	0.0	30.45	0.0	0.0	0.0	0.0	0.0	0.23	3.16	0.0	0.0	0.0	0.0	0.0	0.0	2.99	3.57	2.99
Tnfrsf4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.57	1.64	0.9
