	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_57	Gad2_tdTpositive_cell_18	Gad2_tdTpositive_cell_40	Gad2_tdTpositive_cell_48	Gad2_tdTpositive_cell_68	Gad2_tdTpositive_cell_69	Htr3a_tdTpositive_cell_32	Htr3a_tdTpositive_cell_83	Ndnf_tdTpositive_cell_16	Ndnf_tdTpositive_cell_19	Ndnf_tdTpositive_cell_20	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_14	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_45	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_70	Ntsr1_tdTnegative_cell_22	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_23	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_65	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_101	Vip_tdTpositive_cell_30	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Mgat4a	4.57	15.42	0.0	8.06	0.0	0.0	47.46	0.0	28.53	0.0	30.71	0.0	0.0	2.31	0.0	0.03	3.02	18.6	5.2	0.0	0.0	11.01	0.0	8.43	0.0	0.0	0.22	2.14	0.0	0.91	18.48	0.0	10.73	3.44	5.27	1.36	13.32	0.04	17.33	0.1	9.22	8.76	16.07	15.88	16.11
Mink1	2.09	0.0	25.28	0.03	19.69	1.77	0.0	1.66	0.0	0.0	0.43	6.27	0.0	0.03	1.05	5.37	0.02	0.03	1.16	0.0	1.48	0.0	17.13	16.01	0.0	1.59	0.54	3.62	0.0	4.38	0.0	7.93	0.0	0.0	1.14	0.18	27.19	0.06	3.2	0.0	2.78	5.19	186.96	186.51	192.9
Mllt3	97.92	41.55	0.23	3.03	2.55	3.08	192.56	0.0	43.66	0.0	27.61	12.94	0.0	28.71	30.15	28.67	7.07	1.3	6.26	26.76	0.0	18.94	16.78	0.11	19.69	3.75	3.0	28.97	0.0	2.91	7.87	62.6	7.8	13.14	10.63	17.24	0.1	14.57	38.48	0.0	7.32	5.21	13.89	12.56	13.12
Mospd4	0.0	0.0	0.0	0.0	0.0	0.0	22.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.0	0.11	0.24
Npy	138375.8	173305.25	1.46	43922.94	82245.2	42632.64	6792.77	65548.38	125016.83	13383.72	80627.8	63494.68	0.0	132042.44	105008.15	149629.49	134232.96	105498.11	126501.28	173863.58	45711.04	166048.87	191162.16	154857.31	134158.33	153405.37	110523.31	151963.58	0.0	985.16	145032.54	180453.32	92572.95	38762.64	128781.07	137945.15	70964.58	137580.94	120620.2	68416.93	0.6	0.0	214.21	196.57	200.76
Nudt18	4.46	20.33	0.0	0.0	0.03	8.78	22.75	0.17	23.03	0.0	0.0	0.0	0.0	0.0	12.86	13.84	0.09	0.12	0.0	25.74	0.18	0.26	0.06	0.09	0.0	9.3	10.01	14.06	0.0	3.4	0.0	0.06	0.0	1.5	0.24	11.09	0.13	15.85	0.7	0.0	4.07	10.32	22.4	25.54	23.22
Nup107	1.86	1.55	34.77	0.0	0.0	0.0	98.27	0.0	0.0	0.0	0.0	0.0	2.42	38.66	1.78	13.47	0.15	4.94	0.0	2.89	0.0	1.73	0.0	0.0	22.35	53.9	26.64	0.4	0.0	15.37	36.04	2.07	2.83	1.73	0.0	1.71	0.0	0.0	0.0	10.03	35.8	33.97	14.5	13.57	13.68
Obox3	0.0	0.0	0.0	0.54	0.0	0.33	13.89	0.0	0.0	0.0	0.34	0.62	0.0	0.0	0.23	0.05	0.1	0.0	0.32	0.0	0.21	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.0	1.45	0.0	0.0	0.0	0.11	1.49	0.0	0.3	0.19	0.06	0.0	0.19	0.0	0.45	0.52	1.06
Oxct2b	0.0	0.0	0.0	0.0	0.0	0.0	11.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65	0.61	1.19
Pdxdc1	13.15	72.14	1.38	6.07	19.66	2.18	181.28	6.51	20.9	14.91	79.08	2.66	4.64	2.76	1.1	51.49	25.11	4.28	7.57	3.46	89.0	52.82	22.29	2.35	48.6	1.84	3.38	47.98	3.51	50.56	33.9	39.82	2.5	15.51	42.09	80.86	154.43	34.43	23.48	13.5	35.79	36.53	77.77	73.56	80.44
Plod3	0.0	22.97	0.0	0.0	16.46	4.74	64.08	0.0	0.0	0.64	0.0	0.0	0.0	18.66	4.24	0.0	0.37	0.04	6.16	0.0	0.2	0.0	0.0	0.0	1.79	0.0	1.43	0.0	0.0	0.24	0.0	0.0	0.0	34.1	2.43	0.0	0.0	0.0	0.0	0.0	1.0	2.84	21.87	22.46	21.84
Pnma5	0.0	0.0	0.0	0.0	0.0	0.0	12.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.09	0.2
Pou3f4	0.0	0.0	0.0	0.0	0.0	0.0	66.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05	0.0	0.0	0.0	0.0	27.23	0.0	0.0	0.0	0.0	0.0	0.0	20.79	0.0	0.0	1.97	7.52	8.39	8.91
Ppp1r35	7.82	0.0	0.0	0.0	8.74	0.0	14.68	0.0	3.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.03	0.0	0.0	0.0	0.0	3.4	0.0	0.0	0.0	0.33	0.76	17.59	21.75	17.6
Prkg2	10.68	0.0	0.0	0.0	0.0	0.0	61.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.2	1.72	0.0	0.03	0.0	0.0	0.0	3.4	0.0	0.0	0.26	20.23	25.28	0.42	0.0	8.03	0.0	0.0	0.0	20.48	0.0	0.05	0.0	0.0	1.03	0.0	1.01	0.0	6.31	5.06	6.6
Rab21	62.56	0.38	1.62	67.86	18.64	0.28	150.57	62.79	34.87	52.6	60.96	0.0	0.0	0.28	0.0	29.59	27.89	16.96	2.24	22.6	0.0	35.24	0.47	47.33	1.27	0.15	0.09	0.41	0.0	22.67	29.85	11.41	33.4	33.11	0.33	33.2	0.0	45.97	7.34	0.0	17.2	14.49	72.72	70.65	64.04
Rab9b	0.39	0.37	0.09	0.05	0.0	0.0	154.93	0.0	91.91	0.15	0.0	0.1	0.0	0.21	0.19	8.83	55.62	34.82	0.28	0.07	0.0	0.08	32.13	0.2	37.1	0.16	87.18	57.09	0.11	0.25	0.06	31.19	0.0	0.41	152.43	23.02	47.77	44.55	0.05	0.44	17.33	13.64	18.22	15.89	16.93
Rbms2	22.15	0.0	0.07	0.09	0.0	0.15	46.59	0.0	0.08	0.14	0.0	0.08	0.0	0.21	11.05	0.02	0.21	0.08	0.0	0.0	0.07	0.25	0.0	0.0	8.57	0.05	0.03	0.0	0.0	0.41	0.0	0.0	0.13	0.0	0.15	0.0	0.09	0.0	0.03	0.0	1.7	1.97	6.08	6.95	5.89
Rd3	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.03	0.15	0.17
Reep5	419.74	335.27	93.82	10.3	183.87	373.05	439.0	242.28	100.28	110.39	84.7	64.35	0.0	116.72	82.99	145.32	161.18	156.51	117.85	181.55	0.91	201.28	85.07	79.96	293.9	241.99	183.38	208.26	97.61	88.11	161.19	203.89	137.93	225.49	250.57	169.2	377.68	123.37	189.61	71.13	117.56	121.5	346.59	359.18	339.17
Scarf1	0.0	0.0	0.0	0.0	0.0	0.0	34.74	0.0	0.0	0.0	0.0	0.0	20.8	0.0	0.0	0.0	0.0	0.0	13.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.67	2.46	3.12	2.79
Sept9	10.85	0.0	0.0	0.0	0.0	0.0	124.14	0.0	0.0	0.0	0.0	0.0	0.0	0.68	0.0	22.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.61	0.0	0.0	1.23	0.0	0.0	28.15	9.04	0.0	0.15	0.75	0.0	26.46	6.23	13.75	29.94	47.07	49.95	49.54
Sh3bgrl2	0.0	0.0	0.0	0.0	0.0	0.0	59.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.45	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.13	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	1.23	11.02	0.0	8.09	0.09	0.0	0.0	4.92	3.91	24.74	24.46	23.82
Slc19a3	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	2.65	2.22	2.67
Slc34a1	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.06	0.1
Smarcd2	0.0	0.0	0.0	0.0	0.0	0.55	20.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.38	0.87	14.98	15.2	12.9
Snn	12.11	0.0	0.0	0.0	4.18	1.94	24.41	0.0	26.31	0.0	0.54	0.0	0.0	0.0	1.12	17.81	0.0	31.83	0.0	0.0	0.0	1.0	0.07	0.0	0.0	0.0	0.0	5.51	0.0	12.83	0.59	0.0	0.0	0.0	0.0	16.26	0.0	1.25	0.0	0.0	15.38	26.27	193.32	197.85	194.31
Spryd3	123.8	102.78	0.0	0.66	2.95	0.21	49.42	0.0	24.28	0.43	0.21	0.0	0.0	6.44	41.67	43.87	0.05	22.63	12.37	70.77	0.0	0.13	11.15	9.1	42.13	46.99	44.56	62.44	0.0	13.0	70.72	69.45	96.67	12.23	134.23	52.38	0.0	1.25	50.9	0.0	109.25	104.35	145.21	153.27	145.79
Susd1	0.19	0.0	0.0	0.0	0.0	0.0	65.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.62	1.66	8.75	9.71	8.91
Tgfbr1	0.0	0.0	0.0	0.0	0.0	0.0	2.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.52	13.61	13.99
Tjp1	3.31	0.79	0.0	0.02	0.0	0.0	7.76	0.0	20.17	2.44	0.0	0.0	0.0	0.05	0.38	9.16	0.38	0.0	0.23	1.18	0.0	0.6	0.0	0.0	1.08	0.8	3.14	0.0	0.0	9.87	0.0	0.79	12.56	0.0	1.43	0.0	5.96	14.92	0.01	0.0	5.01	3.31	44.75	39.86	45.19
Tle3	0.74	0.26	0.0	0.0	0.0	0.0	30.17	0.0	28.01	0.0	0.0	2.76	0.0	0.38	0.0	0.0	0.11	11.49	0.55	0.62	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	1.9	0.0	0.04	0.0	0.03	0.0	2.66	0.0	2.04	0.85	0.0	0.06	0.07	17.78	20.27	19.26
Tmem42	0.0	0.0	4.7	0.0	0.0	0.0	42.07	0.0	0.0	0.0	2.6	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.7	0.0	0.0	0.0	0.0	0.0	0.88	0.0	0.0	0.0	0.0	1.18	4.44	27.68	24.83	28.1
Tmem80	0.0	0.0	0.0	0.0	0.0	0.0	150.39	36.6	0.0	12.96	3.2	0.0	0.0	19.55	0.21	46.32	17.82	0.0	6.18	0.0	0.0	0.0	0.0	122.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.34	0.0	48.65	0.0	10.69	0.0	0.0	0.0	0.0	14.36	16.39	37.13	31.79	35.08
Ttc17	7.74	1.63	0.0	4.77	0.0	5.2	81.54	7.84	2.61	2.37	3.73	52.88	0.0	0.0	0.0	7.67	1.8	6.18	0.87	13.68	0.0	0.0	0.46	0.0	3.25	0.0	0.0	0.0	0.0	1.68	0.19	4.01	0.07	0.48	5.83	4.39	0.0	0.0	3.2	0.15	8.05	13.6	20.6	22.36	22.22
Ttc8	0.0	55.22	0.0	0.0	0.0	0.0	165.98	0.0	0.0	0.0	32.91	0.0	0.0	15.4	11.53	0.0	0.0	7.12	1.61	0.0	0.0	43.25	22.57	0.73	6.37	46.07	52.47	9.94	0.0	60.21	0.0	0.0	53.48	19.05	47.66	0.0	3.71	12.9	0.0	128.64	57.35	35.81	24.13	22.5	24.03
Ube2e3	165.4	14.92	85.15	0.0	0.0	112.43	581.18	0.41	45.58	0.0	98.29	0.0	0.0	39.36	15.03	62.66	0.24	274.82	61.02	67.04	3.92	89.16	49.81	147.39	0.14	0.0	41.24	114.01	0.0	267.5	92.78	31.0	0.0	174.22	27.9	104.93	0.0	69.47	64.02	310.76	53.06	69.81	106.47	103.84	94.86
Ublcp1	74.11	43.15	124.41	0.0	0.0	100.54	407.91	6.18	1.42	55.12	18.24	0.0	0.0	57.43	89.78	114.57	295.24	2.63	116.17	38.48	7.15	93.84	66.0	2.21	71.65	203.7	102.5	175.35	0.0	79.78	264.12	147.58	105.1	196.92	102.98	37.87	0.22	77.5	184.51	0.0	142.65	167.92	50.14	49.1	49.25
Vangl1	0.0	0.0	0.0	0.0	0.0	0.0	14.53	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.56	2.17	2.53
Vmn2r28	0.0	0.0	0.0	0.0	0.0	0.0	5.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.04	0.05	0.07
Zfp719	0.38	31.37	0.0	0.17	73.84	14.63	101.59	0.0	0.15	28.52	0.0	64.61	0.0	0.13	0.07	1.08	0.0	0.0	0.08	0.0	0.0	21.75	23.74	0.0	0.0	0.0	21.08	13.75	0.16	15.0	14.32	0.05	0.0	0.08	0.0	0.09	0.0	0.0	39.54	0.0	22.19	16.52	9.39	9.1	8.66
Zfp747	0.0	0.0	0.0	0.14	0.0	0.0	20.86	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.02	0.0	0.0	0.0	0.0	0.19	0.53	0.0	0.0	0.0	0.2	2.58	1.15	4.96	5.62	4.39
Zpld1	0.0	0.0	0.0	0.0	0.0	0.0	112.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.07	0.24
