	Chrna2_tdTpositive_cell_15	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_30	Chrna2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Cux2_tdTpositive_cell_98	Gad2_tdTpositive_cell_49	Gad2_tdTpositive_cell_68	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_44	Htr3a_tdTpositive_cell_83	Htr3a_tdTpositive_cell_91	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_29	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_40	Nos1_tdTpositive_cell_45	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_68	Ntsr1_tdTnegative_cell_54	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_8	Sst_tdTpositive_cell_28	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_39	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_49	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_69	Sst_tdTpositive_cell_72	Sst_tdTpositive_cell_76	Sst_tdTpositive_cell_92	Sst_tdTpositive_cell_96	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Klf16	8.37	0.0	0.0	0.0	0.17	5.28	0.0	0.0	12.02	0.0	0.0	26.7	0.0	0.0	0.03	0.0	11.13	0.0	21.92	0.0	0.0	0.0	0.0	1.46	0.0	0.0	6.9	0.0	2.42	0.0	5.84	0.0	0.0	0.0	0.19	7.52	0.0	13.51	11.82	12.71	42.76	47.45	41.34
Klhl28	11.28	75.38	0.0	0.0	0.0	18.75	0.0	0.0	312.2	1.3	0.0	0.0	5.4	1.32	0.89	5.06	33.01	32.54	0.0	0.0	24.17	52.6	0.0	59.94	0.0	0.0	44.37	0.0	46.66	39.17	85.97	0.0	141.39	3.07	0.17	111.37	0.0	23.71	17.83	19.81	14.55	12.7	14.02
Lcor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.21	0.0	0.09	0.0	22.9	0.0	0.0	52.03	0.0	0.0	18.28	9.25	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.74	0.0	2.28	1.68	2.22	3.05	2.52	2.65
Lrg1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33	2.3	2.29
Lrig3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33	1.6	1.68
Lrrk2	0.55	0.0	0.0	0.0	0.0	0.0	0.0	2.87	34.56	0.0	5.08	0.0	0.0	1.25	0.8	0.0	0.0	0.06	0.0	0.59	0.0	0.0	18.63	0.0	0.0	0.0	0.27	13.75	1.15	0.0	0.0	0.0	0.0	4.7	0.12	1.34	20.03	5.89	3.79	3.7	22.78	19.27	21.71
Ltbp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.2	0.3
Mavs	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.71	0.0	0.0	0.0	0.12	0.0	48.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11	0.0	0.26	6.45	6.05	5.97
Mir17hg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.06	0.64	1.22
Mir9-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.79	2.62	5.74
Mpp4	0.0	0.0	11.55	0.0	0.0	2.94	0.0	0.0	18.92	0.0	0.0	0.0	5.81	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	17.91	0.0	0.0	0.05	13.15	0.79	4.84	10.75	0.0	10.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.91	0.63	1.0
Naa30	0.59	0.47	0.0	0.18	0.0	0.0	0.0	30.05	66.58	0.0	0.0	0.0	53.11	0.0	33.42	85.2	5.15	0.0	15.76	0.0	0.0	0.05	0.0	0.0	0.0	0.0	51.6	0.0	0.0	0.0	8.29	0.0	0.0	6.86	0.0	15.68	0.0	9.2	6.46	9.96	30.13	27.89	27.27
Nrxn2	0.1	2.5	2.22	0.84	0.63	1.37	0.0	0.65	22.47	0.07	0.32	0.64	0.6	2.18	1.8	0.0	0.04	0.16	0.46	0.0	0.63	0.52	0.0	0.41	1.04	1.84	1.64	0.46	1.66	0.0	3.88	1.41	0.13	2.94	0.69	0.84	1.86	0.68	0.84	1.02	132.61	136.52	147.18
Oca2	0.0	0.0	0.0	0.53	0.0	0.0	0.0	0.0	3.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.33	0.25	0.33	0.1
Osbpl1a	19.47	138.33	50.41	51.09	22.09	74.29	104.15	0.0	188.32	139.05	0.0	0.1	0.0	88.53	0.22	0.23	0.0	15.1	83.04	0.0	0.37	0.08	0.09	40.08	137.53	129.4	0.23	0.0	50.05	42.92	0.0	37.44	13.52	3.8	23.09	56.09	80.85	164.55	162.18	190.95	291.73	292.51	284.34
Pcdha11	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	71.19	0.0	0.0	0.0	0.0	0.0	36.13	0.0	0.0	35.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.96	0.0	0.0	0.0	0.0	0.0	0.0	11.81	0.05	0.0	0.0	0.0	2.91	3.82	3.14	4.23	4.84	2.9
Pgf	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	266.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.46	0.0	0.0	0.0	0.0	0.0	0.0	17.79	7.58	8.55	2.16	3.17	1.77
Pi4k2b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	117.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.55	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.45	0.34	2.42	1.97	2.56
Ppp1r8	0.0	3.96	0.0	62.0	0.0	3.15	36.41	0.0	110.7	16.91	0.0	0.0	0.0	17.35	2.38	0.0	29.65	47.53	24.22	0.0	0.0	10.33	0.0	1.91	0.0	0.17	68.2	0.0	0.0	6.64	38.62	26.15	13.51	9.34	37.1	2.76	14.91	14.73	18.51	14.57	34.14	36.42	31.18
Prkci	0.0	1.46	0.0	18.13	3.26	0.0	0.0	0.0	62.94	0.0	0.0	0.0	0.0	3.51	0.04	28.24	26.25	0.0	0.0	0.0	8.17	0.0	16.29	0.0	33.96	0.08	0.0	31.35	25.53	28.8	2.29	0.0	0.0	0.31	0.51	14.81	4.96	7.02	6.19	7.94	43.33	41.46	43.77
Prkdc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.56	0.0	6.58	0.12	0.0	0.0	0.24	0.01	0.0	0.04	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	2.61	0.0	0.0	0.0	0.09	0.0	0.0	11.61	0.54	2.5	1.74	1.29	10.04	8.21	9.69
Ptger2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.34	0.0	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.22	0.13
Rab7l1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.55	4.46	0.0	6.66	6.36	6.97
Ranbp2	0.35	0.0	5.37	15.82	0.03	0.58	15.69	4.21	43.35	0.09	0.0	0.82	11.2	0.02	0.03	0.0	0.0	12.42	12.56	0.34	0.47	0.0	0.05	1.61	1.12	0.0	4.03	19.2	0.06	4.81	0.24	0.0	4.07	0.0	0.16	0.39	0.14	7.5	5.26	7.85	46.32	36.88	44.52
Rnf17	0.0	0.0	0.0	0.0	0.0	2.31	0.0	0.0	114.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.98	0.0	0.0	0.02	0.0	45.26	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	1.72	0.0	1.27	0.49	0.31	0.67
Rnf216	4.65	2.49	0.0	0.0	0.0	0.0	27.3	4.36	26.78	0.0	0.0	0.0	0.0	0.0	0.0	26.52	0.05	9.69	3.58	0.07	0.0	0.05	0.0	7.96	0.0	0.0	0.75	0.85	0.0	0.59	0.0	0.0	0.0	0.0	6.49	0.0	0.0	3.45	4.67	4.36	27.69	27.49	26.54
Runx2	0.0	0.0	0.0	0.14	0.16	0.07	0.07	0.0	44.7	4.82	0.0	0.14	0.0	0.08	0.15	0.19	0.0	0.0	1.04	0.17	0.0	0.12	0.04	0.15	1.42	0.06	0.07	0.39	0.18	0.0	0.08	0.0	0.0	0.16	0.0	0.23	0.14	2.26	0.77	1.63	3.07	3.56	3.45
Sec14l3	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.32	0.0	0.0	0.07	0.19	0.0	0.0	0.09	0.0	0.06	0.13	0.08	0.01	0.16	0.0	0.0	0.16	0.0	0.0	0.08	0.26	0.0	0.12	0.12	0.0	0.1	0.04	0.15	0.11	0.0	0.0	0.09	1.59	1.18	1.29
Setx	3.06	17.2	0.0	0.0	1.73	0.22	0.03	9.02	19.0	2.81	0.0	2.28	0.28	0.0	0.01	1.57	0.0	20.33	32.03	0.0	1.13	0.0	0.0	20.57	1.97	10.54	0.01	3.21	0.0	0.0	0.08	0.0	0.0	26.88	0.0	0.04	9.31	3.53	4.45	3.55	22.16	18.26	22.55
Sin3b	0.29	0.0	0.0	1.55	0.07	0.0	171.06	2.34	166.15	0.0	0.0	31.22	107.85	3.86	2.93	1.99	22.59	15.59	48.88	0.0	6.51	63.41	0.23	8.82	0.0	0.25	9.85	2.34	15.34	10.92	64.83	0.0	39.7	124.65	29.05	62.28	102.58	14.14	19.48	23.74	71.08	71.79	68.02
Slitrk1	0.0	49.0	0.0	0.0	18.31	0.0	0.0	0.0	98.47	0.0	0.0	0.0	0.0	0.0	9.13	0.03	0.0	0.0	83.42	0.0	0.0	8.12	15.39	2.41	6.04	0.0	0.0	0.0	0.0	4.14	0.0	0.56	18.1	51.18	0.0	0.11	0.0	48.67	68.37	52.45	69.52	64.99	66.52
Sox5	0.0	0.0	0.0	0.06	0.02	0.0	0.0	0.0	41.9	0.0	0.0	0.56	0.04	0.04	0.0	0.01	0.08	0.0	4.54	1.39	0.0	0.03	0.0	0.06	0.0	0.0	0.0	0.0	0.07	0.07	0.0	0.0	0.0	0.16	0.0	0.65	8.5	8.66	8.04	7.67	16.24	14.52	15.03
Speer5-ps1	0.98	0.39	0.52	0.0	0.0	0.0	0.0	0.0	11.95	0.44	0.0	0.0	0.29	0.72	0.08	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.46	0.17	0.0	0.5	0.0	1.15	0.53	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.66	0.0	0.21	0.52	0.09
Sst	54779.79	110572.87	47293.26	31942.05	92299.24	48476.57	39954.99	32059.53	9.41	72114.03	41248.39	0.0	79456.04	80147.45	45987.89	53894.31	49702.56	68952.67	4.67	5.96	63593.53	65451.11	63808.17	50608.74	40924.0	33804.89	28051.12	78404.02	40301.33	70180.73	33572.19	40569.83	34709.45	27831.0	27470.9	60686.4	43001.18	0.0	0.0	0.0	558.6	588.98	558.0
Sv2b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.4	0.0	0.0	0.05	0.0	0.0	25.64	32.64	10.95	2.5	24.18	0.0	24.51	33.47	12.27	0.08	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.08	249.69	166.21	194.14	302.25	285.41	283.79
Syap1	0.0	54.48	0.0	0.0	35.68	49.87	0.0	0.0	81.15	0.0	0.0	0.11	0.0	0.0	0.0	0.0	36.3	16.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.41	1.54	0.0	3.24	0.0	0.0	0.0	3.22	0.0	0.0	2.02	0.0	8.92	7.16	7.83	34.59	32.47	30.63
Tbl2	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	41.94	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.06	3.92	18.53	0.0	0.0	0.0	0.0	0.08	0.02	0.0	0.0	0.0	21.13	0.0	0.0	0.0	11.56	0.0	0.0	2.18	2.44	2.15	16.84	16.74	16.2
Tgm7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.65	0.48	0.29
Tmem168	0.0	0.0	0.0	31.69	2.83	0.0	47.24	0.0	88.98	0.0	0.0	0.0	0.0	59.84	0.02	76.96	54.07	0.0	0.0	0.0	0.07	0.0	0.0	1.91	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.09	0.0	1.48	11.12	8.4	15.59	11.09	11.17	10.09
Tpst1	0.16	7.5	9.81	3.47	3.59	0.0	0.0	0.0	125.92	0.0	0.0	21.98	0.0	0.0	0.98	0.0	39.14	10.76	0.0	0.18	0.0	0.0	0.0	0.0	52.26	3.14	0.32	0.0	21.69	0.0	0.0	0.0	0.0	38.18	0.0	12.36	0.0	1.13	3.35	2.44	40.03	40.95	40.09
Tpst2	0.0	12.38	0.0	0.0	0.0	0.0	0.0	0.0	18.48	0.0	0.0	0.0	0.15	0.0	2.73	0.67	0.0	0.0	0.0	0.37	0.0	13.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.1	0.0	0.0	0.0	0.52	0.0	2.0	1.92	2.52	32.37	33.75	31.49
Trim46	0.78	0.67	0.09	12.47	0.0	1.17	0.0	0.0	80.57	23.06	0.0	0.0	0.1	1.15	0.06	0.39	0.0	0.09	42.14	0.12	0.0	0.0	0.0	0.16	27.61	0.0	0.78	5.86	0.79	0.0	0.9	0.53	0.43	9.5	0.09	27.85	74.03	6.17	6.7	6.33	74.11	77.53	76.37
Ttll9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	1.45	0.97	1.46
Ubxn2a	41.01	27.06	0.22	0.0	6.16	0.0	7.9	5.24	160.81	9.66	0.38	16.05	4.8	0.16	0.5	0.0	43.13	106.42	6.68	36.98	74.24	27.85	5.13	44.14	42.69	9.01	0.34	7.73	0.0	0.0	8.98	10.0	37.15	15.66	37.67	52.08	5.6	9.65	17.61	11.97	48.43	41.2	49.0
Wdr5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.73	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.0	1.88	42.91	0.0	13.1	1.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.74	1.44	29.53	11.39	4.85	7.29	24.86	23.99	21.86
Wfs1	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	55.34	0.0	0.0	0.0	0.0	0.07	0.04	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	1.8	1.63	1.55	94.55	92.85	94.87
Wisp3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56	0.75	0.67
Xlr3b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	130.2	0.0	0.0	0.0	0.0	0.0	152.28	0.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.72	4.14	8.07	1.41	2.06	4.51
Ydjc	0.0	0.0	0.0	0.0	0.0	0.0	1.39	0.0	28.24	0.0	0.0	0.0	0.0	0.0	7.97	0.09	0.0	0.0	0.0	0.0	11.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.0	0.0	0.69	0.8	0.81	25.72	30.3	28.23
Zbtb40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.7	0.0	22.89	0.0	0.0	4.89	0.0	0.0	0.0	0.0	12.74	0.0	0.0	0.0	0.0	0.0	24.85	0.0	0.34	0.0	0.0	0.08	0.85	0.43	4.86	4.28	3.86
Zfp114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	41.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	2.27	0.94	3.32	2.8	3.25
Zfp142	4.78	0.96	16.33	0.0	0.0	0.0	0.0	0.0	44.79	3.76	0.13	0.0	0.0	0.0	14.69	26.73	0.09	16.44	25.84	0.0	0.0	0.0	0.15	0.0	0.0	18.75	4.07	0.0	1.13	0.0	0.0	0.0	0.0	0.0	0.0	7.32	0.29	3.88	3.15	3.07	15.05	14.47	13.87
Zfp345	0.93	0.47	0.28	0.79	0.72	0.15	0.92	3.06	8.53	0.62	3.53	1.59	0.71	1.24	0.52	1.3	0.66	1.13	1.45	0.58	0.99	0.56	0.21	6.65	0.97	0.53	0.15	0.25	2.01	1.45	0.89	0.72	0.64	0.67	0.68	2.5	1.47	1.36	0.81	1.32	0.74	0.86	0.95
Zfp652	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	51.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.25	2.33	2.74	15.85	14.74	16.25
Zfp781	6.48	3.92	16.7	79.69	2.56	0.91	3.06	11.6	218.27	6.47	179.26	102.62	75.96	8.02	85.04	79.73	144.83	6.53	7.42	8.41	26.52	2.81	4.4	3.88	5.78	7.6	75.35	3.88	54.44	11.08	9.59	9.92	6.11	8.1	25.11	65.58	49.25	47.67	40.92	26.84	18.46	13.57	19.27
Zfp808	0.52	0.0	0.0	6.87	0.0	0.0	0.0	0.0	40.18	0.0	1.16	0.06	0.0	0.0	0.11	0.35	0.24	0.23	1.69	0.11	0.0	0.0	0.0	40.45	0.19	0.0	0.33	0.9	0.0	1.07	0.15	1.66	0.0	4.37	4.27	0.37	0.0	7.83	5.01	2.22	1.83	0.87	1.65
Zfp930	29.01	0.98	0.25	3.1	36.02	13.14	0.0	9.42	137.85	4.78	35.51	10.42	22.75	87.64	1.64	191.09	0.33	171.7	129.74	0.57	4.32	74.09	2.08	2.05	106.62	0.0	5.4	6.17	9.18	0.49	4.85	1.21	0.32	2.12	0.51	4.22	15.6	42.66	22.46	29.54	9.6	6.09	7.62
Zfyve27	32.03	89.72	4.62	134.11	3.44	28.42	27.87	1.15	125.65	46.07	120.34	54.86	0.32	28.47	14.88	0.43	2.07	49.7	127.38	0.43	33.16	44.63	8.76	33.34	23.4	29.89	41.75	0.06	74.49	5.61	10.78	52.52	101.01	49.39	1.51	37.19	27.53	71.9	52.75	48.97	37.9	39.61	40.32
Zim1	0.0	0.0	8.28	0.0	0.0	5.44	0.0	0.0	81.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.09	2.05	2.14	2.2
