	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_57	Chrna2_tdTpositive_cell_77	Gad2_tdTpositive_cell_20	Htr3a_tdTpositive_cell_32	Ndnf_tdTpositive_cell_16	Ndnf_tdTpositive_cell_19	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_14	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_47	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_63	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_49	Sst_tdTpositive_cell_65	Sst_tdTpositive_cell_92	Sst_tdTpositive_cell_96	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Nek4	0.0	0.0	0.0	3.13	41.35	0.0	0.0	0.0	0.0	9.59	0.0	0.0	0.0	0.0	27.47	0.0	0.0	55.03	0.0	0.0	0.0	0.0	19.18	0.0	0.0	0.0	0.0	16.58	28.02	0.0	25.98	15.5	14.9	16.04
Nfkbie	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.96	2.38	1.18
Npc1l1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.43	0.0	0.0	0.0	0.0	0.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.14	1.02	1.24
Npy	64781.64	173305.25	1.46	115124.65	108594.8	125016.83	80627.8	63494.68	105008.15	149629.49	130357.56	105498.11	116117.28	122165.94	117863.77	173863.58	126989.03	80801.23	166048.87	191162.16	154857.31	147732.76	985.16	145032.54	28240.98	180453.32	128781.07	7487.26	70964.58	65503.76	65353.97	214.21	196.57	200.76
Nron	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.06
Olfr78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.35	1.66	1.78
Pafah2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.08	0.0	0.0	0.0	0.0	0.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	5.92	6.88	6.5
Pde7a	5.26	2.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.2	0.0	0.08	0.0	32.8	0.52	0.08	0.0	22.73	0.0	0.0	0.0	0.0	4.95	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.55	20.14	18.27	19.69
Pde9a	0.0	10.7	104.59	5.71	59.62	0.0	0.0	0.0	0.0	68.62	5.93	0.07	0.0	98.76	12.37	48.15	55.36	150.44	0.47	0.0	0.0	25.09	10.99	39.7	0.08	34.27	0.0	0.0	91.26	60.52	0.0	16.76	18.64	20.08
Pdlim3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.21	2.86	1.63
Phf10	0.0	47.44	0.0	0.0	0.0	0.0	4.99	0.0	0.0	0.0	0.0	0.0	0.0	3.97	0.0	0.0	0.0	63.3	0.0	0.0	0.0	0.0	14.82	0.0	0.0	0.0	0.18	0.0	0.28	0.0	0.0	42.15	39.09	41.24
Plb1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.15	2.02	1.38
Plekha2	0.0	0.14	0.0	0.05	0.0	0.2	0.25	0.0	0.0	0.02	0.0	0.0	0.03	0.09	0.06	0.0	0.12	34.05	0.12	0.0	0.0	0.0	1.68	0.11	0.17	0.14	0.0	0.0	0.0	0.19	0.0	10.11	12.65	12.77
Plxnd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.0	0.0	1.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.32	48.04	46.87
Ppm1e	0.0	67.27	5.04	0.0	24.63	0.08	27.13	0.58	16.53	69.98	3.64	0.08	26.92	64.16	1.46	63.13	49.31	86.33	5.69	49.84	0.0	12.3	69.35	19.0	8.66	31.0	22.22	37.7	0.15	21.0	33.21	127.2	120.08	127.03
Prodh	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.12	27.13	28.09
Ptprz1	0.0	19.25	0.0	0.0	8.7	0.0	0.06	0.0	0.0	0.08	0.02	0.0	0.01	0.03	0.0	0.04	0.0	3.51	0.0	0.0	0.0	0.36	1.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	65.78	60.39	76.37
Rest	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.98	2.1	2.32
Rhd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.45	0.0	0.0	0.0	11.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.94	0.0	0.07	0.19	0.0
Selenbp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.18	10.43	11.2
Selenbp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.91	0.38
Serpina1f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0
Sh3glb1	1.01	0.0	0.0	0.6	6.39	0.0	8.83	5.68	6.55	18.86	0.0	38.47	0.03	0.0	0.38	0.38	0.0	57.04	12.17	1.13	35.29	0.15	17.91	19.31	0.0	17.67	7.6	29.95	0.0	1.29	36.02	42.82	38.51	40.68
Sv2c	0.7	0.2	0.46	0.66	0.99	3.25	1.22	0.74	0.51	0.51	0.18	1.02	0.31	0.51	0.89	0.9	0.36	48.73	0.54	0.53	2.11	0.55	1.1	0.42	0.88	0.76	0.31	1.1	0.95	0.73	0.72	15.13	14.21	18.25
Tars	17.71	50.93	0.0	62.97	0.0	1.15	0.0	0.78	50.3	89.04	13.88	1.26	0.08	40.45	43.65	116.83	59.18	115.7	16.29	34.2	0.0	0.22	26.84	1.09	90.12	0.43	103.71	0.0	0.0	0.18	0.0	26.92	28.68	28.65
Tas2r137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1
Tbata	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.49	0.0	0.0	0.0	0.0	9.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.24	5.76	5.26
Tcf15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	1.03	0.79
Tectb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.12	0.55	0.75
Tmem39a	9.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.09	0.0	37.53	0.0	0.0	8.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.78	3.96	6.7	6.51	6.57
Tmem72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.22	0.12
Trpc3	0.0	11.06	0.0	0.0	0.0	2.85	1.41	3.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.81	0.0	32.34	4.08	0.0	0.0	0.0	0.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.26	12.51	12.86
Ttc39d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Ttpal	0.0	27.78	0.0	0.0	0.0	0.0	14.13	30.14	1.61	0.42	18.41	0.0	13.03	16.45	24.62	0.0	0.0	89.09	9.2	0.0	0.0	0.0	11.36	2.14	0.0	0.0	0.0	1.03	2.97	0.0	0.0	48.18	48.03	44.14
Txnrd2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	78.12	0.0	0.0	0.0	0.0	7.84	0.0	0.0	44.38	0.0	0.0	0.0	0.0	0.0	14.91	14.84	15.71
Uba7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8	2.73	3.5
Uox	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65	0.61	0.89
Usp1	0.0	1.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.72	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.29	0.0	0.0	0.0	8.88	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	21.59	20.18	20.61
Uts2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97	0.55	0.8
Vax2os2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Vmn1r45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.06
Wnt7b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.94	26.39	24.84
Zbtb34	0.06	0.0	0.0	0.04	0.25	0.37	9.34	0.0	0.88	0.05	0.05	0.0	0.11	0.12	0.05	0.1	0.05	0.17	0.06	0.03	0.11	0.04	6.49	0.0	0.05	0.03	0.24	0.15	0.07	0.0	0.0	10.73	10.32	10.94
Zp3r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Zscan21	0.0	117.29	0.0	0.0	0.0	0.0	114.03	105.54	0.17	21.92	79.24	0.06	0.23	123.46	5.23	0.0	0.4	178.43	0.0	0.0	0.0	0.0	16.36	65.4	28.89	0.0	0.0	0.0	0.0	116.93	0.2	14.24	17.25	14.37
mt_AK131577	497.75	729.87	1835.08	1075.15	1259.91	1175.84	1152.55	877.3	1432.28	1040.04	1050.47	1078.56	1746.06	1167.03	810.34	1006.07	1113.29	1915.97	594.69	1416.58	2085.68	1585.46	2144.09	1016.28	2016.34	1141.51	883.44	1039.1	832.63	930.68	740.23	4857.0	4144.16	4779.18
mt_AK132015	497.75	729.87	1835.08	1075.15	1259.91	1175.84	1152.55	877.3	1432.28	1040.04	1050.47	1078.56	1746.06	1167.03	810.34	1006.07	1113.29	1915.97	594.69	1416.58	2085.68	1585.46	2144.09	1016.28	2016.34	1141.51	883.44	1039.1	832.63	930.68	740.23	4857.0	4144.16	4779.18
mt_AK132098	497.75	729.87	1835.08	1075.15	1259.91	1175.84	1152.55	877.3	1432.28	1040.04	1050.47	1078.56	1746.06	1167.03	810.34	1006.07	1113.29	1915.97	594.69	1416.58	2085.68	1585.46	2144.09	1016.28	2016.34	1141.51	883.44	1039.1	832.63	930.68	740.23	4857.0	4144.16	4779.18
mt_AK140457	26.06	308.5	4.45	78.56	78.86	0.0	295.21	155.47	114.19	440.37	341.15	111.13	138.82	60.73	111.91	177.46	167.45	925.83	81.84	176.14	644.62	78.37	650.21	134.46	38.76	174.72	107.61	187.07	198.91	155.6	198.59	2834.26	2375.87	3021.71
mt_AK167037	497.75	729.87	1835.08	1075.15	1259.91	1175.84	1152.55	877.3	1432.28	1040.04	1050.47	1078.56	1746.06	1167.03	810.34	1006.07	1113.29	1915.97	594.69	1416.58	2085.68	1585.46	2144.09	1016.28	2016.34	1141.51	883.44	1039.1	832.63	930.68	740.23	4857.0	4144.16	4779.18
mt_BC128309	0.0	42.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	231.96	0.0	7.16	19.36	95.58	0.0	41.52	54.04	225.33	0.0	0.0	0.0	32.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	574.0	521.54	621.05
