	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_18	Ctgf_tdTpositive_cell_11	Ctgf_tdTpositive_cell_12	Ctgf_tdTpositive_cell_14	Ctgf_tdTpositive_cell_17	Ctgf_tdTpositive_cell_18	Ctgf_tdTpositive_cell_19	Ctgf_tdTpositive_cell_20	Ctgf_tdTpositive_cell_21	Htr3a_tdTpositive_cell_45	Htr3a_tdTpositive_cell_79	Htr3a_tdTpositive_cell_86	Htr3a_tdTpositive_cell_96	Htr3a_tdTpositive_cell_98	Htr3a_tdTpositive_cell_99	Htr3a_tdTpositive_cell_111	Htr3a_tdTpositive_cell_113	Htr3a_tdTpositive_cell_117	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_64	Ntsr1_tdTpositive_cell_6	Ntsr1_tdTpositive_cell_15	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_21	Ntsr1_tdTpositive_cell_26	Ntsr1_tdTpositive_cell_28	Ntsr1_tdTpositive_cell_38	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_40	Ntsr1_tdTpositive_cell_42	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_52	Ntsr1_tdTpositive_cell_56	Rbp4_tdTpositive_cell_1	Rbp4_tdTpositive_cell_6	Rbp4_tdTpositive_cell_47	Rbp4_tdTpositive_cell_54	Rbp4_tdTpositive_cell_60	Rbp4_tdTpositive_cell_65	Rbp4_tdTpositive_cell_76	Rbp4_tdTpositive_cell_82	Rbp4_tdTpositive_cell_89	Rbp4_tdTpositive_cell_97	Rbp4_tdTpositive_cell_108	Rbp4_tdTpositive_cell_125	Rbp4_tdTpositive_cell_159	Rbp4_tdTpositive_cell_165	Rbp4_tdTpositive_cell_171	Scnn1a.Tg3_tdTnegative_cell_20	Slc17a6_tdTpositive_cell_24	Slc17a6_tdTpositive_cell_40	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_55	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_6	CAV_LP_Ipsi_tdTpos_cell_11	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_43	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Eef1a2	6.3	30.93	10.4	18.25	8.23	2.87	23.49	20.27	0.54	0.55	0.18	24.49	14.71	31.14	2.82	28.39	20.11	0.16	1.11	42.16	43.37	4.73	0.35	0.0	0.15	64.36	4.83	35.71	6.2	0.95	55.91	4.36	0.98	67.23	72.13	56.11	70.85	33.55	112.98	26.26	15.48	40.47	1.8	42.03	17.67	1.04	22.61	38.65	17.58	24.47	47.88	6.65	52.06	34.56	2.26	0.87	12.76	16.75	15.02	25.26	16.39	31.14	23.21	36.36	32.48	41.62	2.19	2.08	32.44	18.01	0.0	75.07	0.57	919.63	958.3	943.69
Eid2b	1.06	0.0	0.0	0.25	0.23	0.0	0.43	0.0	0.0	7.79	0.3	0.0	0.15	0.0	0.0	0.0	0.0	0.13	0.19	0.11	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.22	23.32	0.0	0.13	0.0	0.0	0.19	0.0	18.4	0.26	0.11	0.0	5.31	0.0	0.0	0.0	0.0	0.0	0.0	6.26	0.0	0.0	0.0	0.0	0.0	4.85	0.44	4.61	2.97	0.31	0.75	1.39	0.99	1.99	1.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.75	29.76	32.85
Fam185a	0.0	0.0	0.0	42.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.27	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	66.8	0.0	0.0	33.44	0.0	0.0	0.0	0.0	12.94	0.0	0.0	8.8	0.68	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.09	0.1	2.25	7.36	2.99	1.78	3.91	0.0	16.34	0.0	0.0	0.08	0.0	0.0	0.0	14.83	14.06	13.83
Fam26e	0.0	96.57	0.0	0.0	0.0	0.0	57.17	5.33	68.55	0.0	0.0	0.0	48.06	0.93	0.0	36.71	0.0	152.08	0.0	0.0	0.0	0.0	154.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.08	68.72	46.0	148.81	0.24	283.2	0.0	4.85	218.1	137.58	0.0	0.0	27.93	0.35	76.1	0.0	0.0	94.91	0.0	42.08	0.0	0.0	0.0	211.18	0.0	42.82	79.04	29.2	34.86	40.3	15.35	0.0	48.68	33.13	47.6	0.0	0.0	0.0	288.96	0.0	0.0	0.0	268.05	6.85	8.07	7.12
Fancf	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.68	0.0	17.06	4.47	2.06	3.75	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	3.39	4.32	4.92
Fbxl14	11.34	1.3	0.77	0.46	0.14	0.67	0.28	10.82	0.49	1.48	0.0	0.23	10.45	0.22	1.14	1.47	0.42	0.42	13.27	0.3	0.0	1.19	0.56	0.12	0.28	0.33	0.0	6.92	0.0	12.44	0.0	0.12	0.0	0.07	0.27	0.11	1.46	0.77	1.77	0.07	0.0	0.0	0.0	5.61	0.0	0.0	0.23	0.65	0.19	0.83	0.84	2.19	0.84	0.19	10.13	0.05	2.04	1.53	1.55	0.32	1.61	0.09	1.11	1.61	1.6	0.29	0.6	9.09	0.01	0.0	0.1	0.85	8.7	15.44	17.6	15.44
Fbxo2	11.4	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.16	0.0	0.0	0.0	0.0	0.0	88.51	0.0	0.0	0.0	0.0	9.13	0.0	1.31	0.0	39.74	70.41	0.0	0.12	0.0	0.0	0.0	0.0	15.37	0.0	0.0	0.0	1.76	0.0	0.0	87.85	0.0	24.4	6.8	5.66	0.0	0.0	6.66	0.16	2.73	2.58	2.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	107.01	122.26	111.07
Fermt3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	3.2	3.64	3.59
Foxo4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.26	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	15.87	0.0	0.0	0.0	0.0	0.97	0.0	0.0	19.18	0.0	0.0	0.0	0.0	0.0	0.0	3.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.15	0.0	0.78	0.0	2.45	0.0	0.0	2.87	0.0	0.54	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.7	14.61	14.28
Galntl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.91	1.91	1.88
Ggt6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.34
Gm12886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0
Gm14827	16.54	0.0	1.71	0.59	2.38	0.92	0.0	0.0	0.35	1.64	4.91	0.0	0.84	0.0	0.11	31.57	0.1	0.0	1.54	4.13	0.0	0.43	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.08	0.0	0.0	0.0	0.21	0.14	0.0	2.05	0.0	46.77	48.24	2.05	0.22	0.88	0.0	0.0	0.0	0.1	0.08	72.41	27.33	0.27	7.25	0.75	0.0	15.54	11.21	8.42	2.43	2.6	2.71	0.69	1.52	2.07	0.55	3.7	0.24	16.3	0.35	0.0	0.0	0.0	0.0	0.65	7.46	6.88	6.96
Gm16894	34.44	0.0	0.0	0.0	0.0	0.0	0.0	9.92	0.0	0.0	0.0	0.0	0.0	55.01	0.0	0.0	0.0	0.0	0.0	27.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111.99	0.0	0.0	0.0	0.0	0.0	43.57	0.0	100.53	0.0	61.8	0.0	0.0	50.76	0.0	0.0	78.99	0.0	40.18	8.54	0.0	0.0	0.0	1.27	42.77	27.84	7.83	28.93	7.75	7.71	13.58	7.26	2.92	5.05	6.8	1.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.96	2.57	3.8
Gm1715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.19	0.62
Gm2109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.13	0.37
Gm5415	0.0	0.18	0.0	0.0	1.92	0.0	0.0	5.38	0.0	0.89	0.0	0.0	7.54	1.74	6.37	4.84	0.0	0.0	0.0	0.0	0.0	6.32	9.53	0.0	0.08	0.31	117.29	23.09	13.52	0.06	0.21	7.97	0.0	7.58	0.22	0.0	0.0	8.47	59.16	8.05	0.0	0.04	0.0	4.85	0.0	0.56	0.16	6.96	8.85	18.78	1.12	0.0	0.0	0.0	0.0	0.0	4.47	5.97	9.6	8.13	7.32	7.68	5.83	5.51	6.08	2.23	9.66	1.29	1.48	1.01	0.47	0.25	11.92	0.3	0.21	0.27
Gm6639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0
Gm6878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0
Gm9781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	2.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.08	28.38	28.71
Golm1	13.07	0.0	0.0	0.0	0.0	0.0	3.19	0.0	0.0	0.0	0.0	68.19	0.1	0.0	0.0	0.0	0.0	0.0	0.0	19.12	0.15	0.0	65.34	402.98	0.09	0.0	0.0	0.0	0.0	43.17	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	66.87	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.0	0.0	0.0	39.42	0.0	16.01	30.08	14.32	0.64	13.68	6.86	9.95	7.76	4.43	7.09	0.0	42.06	20.23	0.0	0.0	0.0	0.0	0.0	20.66	21.05	20.03
Gpr183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.15	0.0	16.22	0.0	0.0	0.0	1.35	48.22	0.0	0.0	0.11	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.23	0.84	0.0	0.0	64.63	0.0	0.0	0.0	0.0	0.13	0.9	0.72	0.83
Gpr77	0.39	0.25	1.21	1.12	0.51	0.89	0.61	0.15	1.31	0.84	0.45	0.58	0.73	0.4	0.07	0.79	0.55	1.04	0.59	0.0	0.22	0.32	0.46	0.65	1.19	1.18	0.37	0.22	0.39	0.82	0.0	0.47	0.0	0.96	2.37	1.3	0.94	0.37	12.82	0.43	0.6	0.5	0.25	0.33	0.1	0.0	0.0	0.34	0.57	0.51	0.62	0.54	1.92	1.45	0.18	0.25	0.0	0.27	0.69	0.47	0.36	0.86	0.54	0.44	0.14	0.44	0.46	1.24	0.79	0.17	0.22	0.15	1.83	0.68	0.3	0.68
Gpr98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.27	0.38
Gprc5c	0.0	0.0	0.0	0.15	0.12	0.16	0.0	0.0	0.15	0.14	0.0	0.11	0.18	0.0	0.18	0.18	0.06	0.0	0.25	0.07	0.0	0.1	0.17	0.18	0.16	0.0	0.0	0.0	0.0	0.17	0.07	0.0	0.0	0.0	0.0	1.04	0.13	0.0	1.07	0.04	0.0	0.47	0.0	0.23	0.0	0.0	0.02	0.0	0.11	0.06	0.0	0.13	0.0	0.0	0.0	0.11	0.09	0.1	0.0	0.07	0.0	0.07	0.15	0.0	0.0	0.08	0.0	0.17	0.07	0.0	0.0	0.0	0.0	2.54	2.85	3.01
Gstt2	0.0	47.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.5	0.0	2.94	0.0	8.73	7.32	1.33	1.34	0.51	0.26	0.0	0.0	109.8	0.0	0.0	0.0	0.0	0.0	3.29	2.96	2.26
Gucy2e	0.0	0.08	0.0	0.14	0.12	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.04	0.04	0.0	0.17	0.13	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.0	0.0	0.0	0.05	0.04	0.03	0.02	0.08	0.0	0.04	0.0	0.0	0.0	0.0	0.0	1.12	1.34	1.7
Gxylt2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76	0.97	0.79
H2-M2	0.0	0.0	0.51	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.24	0.0	0.25	0.0	0.0	0.25	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.23	0.0	0.18	0.0	0.18	0.0	0.0	0.0	0.28	0.0	0.0	0.0	1.9	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.25	0.19	0.0	0.0	0.0	0.0	0.07	0.15	0.14
Hook1	16.64	22.8	0.0	14.65	57.42	1.36	0.0	6.72	14.94	0.0	0.0	22.63	7.95	4.6	0.75	32.86	63.35	0.0	0.0	0.07	0.0	0.0	0.08	0.0	6.15	27.8	0.08	0.0	7.73	0.0	0.76	3.7	0.0	0.08	0.0	64.35	40.42	0.0	120.81	0.08	43.86	0.45	0.21	0.0	0.0	0.0	0.0	13.68	0.0	20.31	3.27	0.0	0.0	0.0	2.62	3.57	11.71	9.05	6.6	10.67	7.61	6.29	14.17	6.28	8.05	0.0	0.0	0.0	0.0	32.1	0.1	43.9	0.0	47.35	42.78	46.19
Ipo4	0.0	100.64	14.44	38.67	0.31	72.58	4.14	43.31	26.74	44.48	84.09	58.47	38.21	6.5	0.0	2.76	26.74	0.27	93.14	4.67	145.33	0.12	0.0	0.0	0.0	0.0	0.0	0.0	35.11	0.0	47.91	0.96	35.27	24.33	0.0	22.38	14.27	31.94	108.89	2.39	48.72	67.43	2.89	0.0	0.0	12.58	0.41	3.61	73.02	6.06	4.89	0.0	39.1	0.0	24.86	33.13	42.34	21.6	31.76	21.81	25.52	16.39	22.02	19.41	24.87	0.0	10.94	93.72	61.92	21.47	0.0	24.28	0.0	57.08	62.85	56.58
Iqgap3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47	0.49	0.48
Itih5	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.07	0.07	0.13	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.06	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.05	0.0	0.03	0.04	0.0	0.0	0.08	0.0	0.0	0.29	0.09	0.0	0.13	0.11	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.13	0.04	0.0	0.0	0.04	0.0	0.07	0.03	0.0	0.0	0.22	0.0	0.0	0.0	0.01	0.04	0.03	0.0	0.0	0.12	14.03	13.64	13.59
Kdm3a	10.67	1.14	0.0	0.0	32.44	0.0	0.21	17.97	27.82	2.3	0.0	40.08	17.83	0.07	5.53	0.0	0.0	0.0	0.0	12.06	0.0	58.77	0.0	0.0	4.56	14.92	0.0	0.0	0.0	0.04	5.65	0.0	19.88	0.27	9.73	0.0	0.05	1.34	147.37	0.0	0.0	0.0	18.98	18.06	0.0	0.0	0.0	0.0	70.8	9.75	3.96	0.0	5.29	0.0	0.0	0.0	5.77	4.42	6.92	11.17	6.82	5.37	10.86	7.68	7.36	2.32	6.57	30.55	0.0	4.09	0.0	0.69	0.0	26.24	24.54	24.39
Kera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Klhl35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91	1.58	1.68
LOC545261	0.0	0.0	0.0	0.0	43.21	1.08	0.0	1.36	0.0	0.0	0.0	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	29.1	0.0	0.0	0.0	0.0	0.0	0.39	0.0	76.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91	0.0	0.0	6.83	0.0	2.03	0.0	0.44	0.0	7.3	9.0	5.78	0.56	0.53	0.0	0.0	0.0	0.0	0.0	0.0	5.04	3.79	3.28
Lamb1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.83	0.0	0.0	0.0	0.0	0.0	0.0	2.04	4.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.78	0.0	0.33	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.04	0.3	0.0	0.53	0.0	0.0	0.0	0.0	0.0	1.19	0.0	0.0	0.0	10.49	10.83	9.87
Lao1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Lmln	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.08	0.0	0.0	0.0	0.0	0.05	2.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.52	0.0	0.19	1.5	0.0	0.0	0.0	0.0	0.65	0.08	0.0	3.05	2.1	0.12	0.24	0.19	0.0	0.08	0.0	1.43	0.16	0.0	0.0	0.0	0.0	0.0	9.32	8.48	8.63
