	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_28	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Chrna2_tdTpositive_cell_77	Gad2_tdTpositive_cell_8	Gad2_tdTpositive_cell_40	Htr3a_tdTpositive_cell_18	Htr3a_tdTpositive_cell_32	Htr3a_tdTpositive_cell_91	Ndnf_tdTpositive_cell_20	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_25	Nos1_tdTpositive_cell_29	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_36	Nos1_tdTpositive_cell_40	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_55	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_70	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_8	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_28	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_39	Sst_tdTpositive_cell_65	Sst_tdTpositive_cell_69	Sst_tdTpositive_cell_76	Sst_tdTpositive_cell_79	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_101	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Kif5a	138.04	126.18	48.08	29.17	35.99	30.83	7.24	144.26	33.02	1.77	55.95	33.01	0.0	68.26	45.85	6.52	63.89	12.83	47.37	62.18	59.8	101.43	18.2	141.96	73.37	87.54	57.3	46.36	19.4	77.45	124.1	75.19	0.7	72.95	41.16	73.73	85.86	60.22	41.03	22.07	21.56	17.76	119.9	149.77	60.92	68.86	52.35	40.47	123.43	18.61	47.1	51.97	53.88	66.11	47.85	53.83	1306.65	1262.44	1324.69
LOC100504703	0.0	17.35	0.0	49.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.3	0.0	1.2	0.0	0.0	0.0	0.0	0.0	22.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.12	0.0	34.53	0.0	56.2	0.0	0.0	0.0	0.0	3.86	1.22	1.04	6.49	4.96	6.27	4.33	4.71	4.47
Lman1	0.0	0.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.36	20.24	0.0	0.0	3.61	2.35	17.87	1.13	9.47	0.0	0.0	0.0	0.0	35.09	1.72	16.77	1.78	12.36	0.0	8.35	0.17	7.23	1.86	4.16	0.0	0.0	16.22	1.12	0.0	28.56	0.0	108.28	1.3	0.0	3.72	0.0	0.41	7.83	13.9	2.99	4.6	5.02	30.49	29.44	31.49
Lrrc7	0.0	6.9	1.14	0.68	1.07	0.67	15.4	0.0	0.0	2.49	0.0	0.97	0.0	3.37	16.45	0.1	0.19	1.4	3.22	5.56	0.51	14.45	0.47	15.13	0.4	0.38	1.83	0.75	0.13	1.62	12.04	1.18	2.13	1.72	0.0	0.05	0.7	0.05	4.32	3.59	0.99	2.05	4.9	5.1	0.0	20.25	0.0	0.86	0.41	1.76	5.45	3.1	9.68	3.84	3.85	3.71	40.2	29.07	45.43
Lrtm2	4.86	0.14	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.12	0.0	0.13	0.0	0.0	43.27	0.0	0.0	0.0	0.0	0.0	29.56	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	50.74	11.06	0.0	0.0	0.0	0.0	1.28	0.0	4.8	2.92	4.67	49.41	51.96	48.48
Micall1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	2.14	1.76	0.0	0.0	0.05	0.05	0.0	0.0	0.0	0.0	5.23	0.03	0.0	0.03	0.0	4.84	19.63	0.0	6.44	0.0	0.0	0.95	6.01	0.04	0.0	0.0	0.0	0.0	0.01	0.0	0.08	0.0	34.06	0.0	0.02	0.0	0.0	0.06	0.53	0.04	0.0	0.11	0.82	25.54	25.68	29.06
Mlc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	170.89	175.61	177.2
Myo5c	0.0	0.0	0.0	0.02	0.0	0.05	0.16	0.12	0.0	0.0	0.3	0.04	0.0	0.15	0.01	0.07	0.07	0.05	0.04	0.0	0.0	0.12	0.06	0.0	0.08	0.0	0.0	0.0	0.07	0.0	0.0	0.14	0.0	0.02	0.0	0.0	0.03	0.04	0.0	0.06	0.0	0.08	0.13	0.16	0.07	0.17	0.0	0.03	0.0	0.03	0.36	0.67	1.84	0.18	1.32	1.52	3.22	2.07	2.65
Npy	359.05	9073.51	173305.25	40775.82	1.6	1.46	115124.65	16044.9	82245.2	77711.12	125016.83	34339.27	0.0	132042.44	149629.49	134232.96	130357.56	116117.28	120987.76	122165.94	122154.33	122963.43	126501.28	98464.67	102118.34	130527.91	173863.58	101365.79	73168.9	166048.87	191162.16	108906.97	154857.31	153405.37	147732.76	141010.39	151963.58	145032.54	28240.98	13964.96	180453.32	48343.46	128781.07	23340.13	70964.58	35571.91	49931.63	95298.15	137580.94	120620.2	0.0	0.0	0.0	0.6	0.0	0.7	214.21	196.57	200.76
Obscn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.78	0.0	0.0	0.0	0.0	2.46	2.97	3.01	0.43	2.94	2.94	1.1	0.97	1.06
Odz3	0.0	0.0	0.0	4.56	0.0	0.0	0.02	0.0	0.0	0.0	8.42	0.12	0.0	0.01	0.01	0.01	0.0	0.02	0.59	0.0	1.36	0.0	0.0	0.34	0.0	0.0	13.18	0.0	0.0	0.0	7.67	0.0	0.0	0.0	0.31	0.02	0.0	0.8	0.0	0.0	1.84	0.02	1.03	0.0	9.37	32.5	1.28	0.0	0.11	0.01	27.77	15.48	9.2	8.91	9.2	9.74	34.84	35.08	33.85
Osbp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.0	18.98	0.0	0.0	0.0	0.0	0.0	20.43	0.0	0.0	0.0	0.0	0.1	3.45	0.0	0.0	0.0	5.83	0.0	0.0	16.06	0.0	0.0	0.0	0.0	2.06	0.0	0.0	0.0	0.0	0.11	0.01	7.49	0.0	8.07	23.18	0.0	0.05	0.0	0.0	4.56	0.57	2.64	0.72	1.08	0.93	65.44	64.47	63.93
P4ha2	0.0	0.0	1.51	0.0	33.47	0.0	27.89	0.0	0.0	0.0	0.0	16.48	0.0	0.0	8.75	75.19	3.52	12.86	0.1	35.52	28.03	81.35	0.0	0.0	0.0	18.43	19.45	17.25	18.79	97.93	27.69	0.13	0.0	0.0	51.01	15.2	38.41	0.0	0.0	0.0	47.61	0.73	31.95	0.24	0.0	228.51	38.42	33.36	152.82	61.71	29.85	21.42	36.38	14.56	22.43	16.83	10.93	11.48	10.34
Pcdhgb6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9	0.28	0.0	0.81	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.3	0.0	0.0	0.0	0.0	0.45	0.0	0.59	0.0	0.61	0.0	13.85	17.36	13.9
Pfn1	0.3	1.75	0.82	97.2	0.48	0.0	0.0	0.0	17.25	0.0	0.0	0.0	0.0	20.45	0.1	0.57	3.8	0.0	18.04	29.65	32.2	24.29	22.44	28.26	0.26	24.76	92.34	0.73	0.93	0.0	71.6	0.34	0.0	0.0	0.0	3.96	37.2	34.88	0.0	0.0	9.65	1.42	22.59	0.0	1.68	117.66	143.56	39.86	12.45	2.15	25.27	26.09	24.5	21.6	25.71	26.79	226.7	228.79	213.61
Phgdh	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	79.63	0.0	0.0	0.0	0.04	0.0	0.09	0.11	0.06	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.91	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.13	0.74	6.19	78.48	87.44	88.17
Ppp1r16a	36.44	0.19	1.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	43.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	18.43	0.0	0.0	0.54	0.0	0.0	0.0	55.8	0.0	0.0	0.0	0.03	4.47	0.0	5.15	1.94	2.63	1.06	56.2	61.66	62.56
Ppp1r9a	10.19	3.36	22.11	11.82	0.12	5.14	29.91	56.82	9.82	0.61	49.41	6.75	0.0	25.54	14.05	1.28	17.44	22.22	36.88	32.39	0.11	50.58	40.4	13.75	19.77	13.26	51.01	54.0	21.71	13.13	3.88	47.72	36.95	1.0	7.72	2.66	1.48	19.07	29.73	16.23	17.29	22.0	29.72	16.61	22.92	23.23	21.75	57.1	16.6	25.03	54.53	39.77	52.07	71.24	58.61	56.6	116.6	102.97	112.99
Ptk2	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	34.06	22.31	0.0	28.37	6.08	16.2	6.28	0.02	0.0	20.21	0.08	0.0	9.52	0.09	0.0	0.44	16.77	0.0	24.55	27.41	4.94	30.01	0.0	16.24	29.03	1.41	0.0	0.16	0.09	23.17	0.1	1.36	5.5	34.12	1.42	26.55	15.52	17.27	1.91	0.07	84.94	55.3	92.46	91.52	73.55	75.02	77.05	74.15	81.2
Pygo2	1.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.09	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.56	21.4	0.0	0.8	0.0	0.0	0.0	0.0	3.15	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.04	0.0	0.0	0.0	111.21	20.15	3.02	1.67	0.0	12.06	5.22	9.25	3.48	5.08	4.17	39.59	39.08	37.66
Rangrf	0.0	0.0	0.0	0.0	0.0	125.96	50.54	0.0	0.0	0.0	63.58	76.0	0.0	0.22	0.0	18.85	0.0	64.72	0.15	139.16	3.66	2.58	0.0	36.98	0.0	108.54	161.77	0.0	0.0	67.44	63.09	68.27	0.0	0.0	64.5	0.0	0.0	47.25	0.22	2.27	0.0	0.0	146.35	0.0	15.48	251.27	38.35	0.0	0.0	0.0	5.67	26.98	13.75	38.13	32.48	34.63	21.99	24.47	18.68
Rcn2	20.75	10.3	36.8	0.37	80.4	0.0	70.54	27.95	60.03	77.53	76.74	112.51	0.0	41.55	51.31	99.31	50.21	2.6	17.82	2.62	36.57	78.24	45.75	38.45	48.01	33.17	96.51	57.33	84.85	29.25	1.9	45.89	8.12	28.38	8.94	1.66	3.04	93.14	84.08	15.84	50.23	63.71	39.8	36.91	50.85	149.07	4.93	54.14	113.57	64.58	31.7	40.0	28.73	24.58	22.24	36.15	141.56	145.16	138.67
Rgs14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.16	0.0	0.0	0.0	0.0	0.15	11.66	16.01	12.58	4.69	4.29	61.74	66.59	61.35
Robo3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.9	7.05	0.0	0.0	0.0	0.0	0.0	1.63	3.25	1.25	0.72	1.24	18.16	17.81	25.42
Ror1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81	0.6	0.57
Sema3f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.46	4.82	0.0	0.0	0.0	0.0	0.1	2.28	0.25	0.09	0.5	0.92	7.92	8.58	9.52
Serinc4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.45	0.0	0.0	0.0	0.0	0.0	7.0	1.69	0.0	0.0	0.0	2.34	1.84	2.33
Sez6l2	4.32	24.83	76.73	74.8	23.84	40.48	15.26	0.77	90.71	88.14	84.47	197.78	0.0	43.01	114.9	47.06	0.7	79.84	94.07	38.71	33.52	89.78	113.69	50.52	96.19	6.73	64.07	149.03	56.96	9.08	34.96	128.69	93.22	90.79	68.8	9.03	1.22	70.86	96.75	49.92	57.95	97.69	23.31	47.76	73.47	112.86	85.52	60.09	68.31	43.63	26.79	27.0	20.71	19.13	25.24	27.61	200.78	204.89	199.02
Slc47a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.08	0.09
Snai3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88	0.0	0.63	0.59	0.91
Snhg10	0.0	0.0	19.85	0.63	12.39	0.0	49.15	0.0	0.0	0.0	0.0	33.25	0.0	53.86	19.84	0.0	16.2	9.13	13.43	36.57	0.0	46.68	0.0	44.12	0.0	0.0	0.0	31.95	0.0	14.78	0.0	32.42	0.0	0.0	4.25	0.0	0.0	3.57	155.46	4.97	0.0	21.02	36.43	32.86	1.93	83.72	31.49	55.19	15.8	21.73	40.66	50.64	24.49	39.13	28.29	33.18	6.73	7.27	8.78
Snx30	0.07	2.62	0.1	0.0	0.0	36.12	0.09	0.04	2.85	0.12	17.3	0.09	0.0	0.81	0.1	0.43	0.22	0.08	0.03	9.25	0.0	0.1	0.0	0.22	0.06	1.1	0.14	0.16	2.16	0.25	0.03	24.07	0.0	0.0	0.22	0.11	13.76	5.74	0.27	0.12	0.06	12.4	0.13	8.84	28.37	50.69	0.0	0.03	1.51	11.51	13.7	1.55	7.36	4.38	3.92	5.99	20.11	19.75	19.6
Spock2	3.79	88.11	5.41	8.3	0.0	7.31	16.8	18.2	14.32	0.52	23.1	1.93	49.54	34.41	26.43	2.64	41.03	5.49	9.07	41.48	32.56	24.44	19.77	17.29	3.66	19.29	1.2	22.31	5.53	27.19	22.31	16.17	2.5	1.3	23.58	7.14	33.48	6.32	23.38	21.29	13.93	21.64	1.48	0.82	43.77	84.21	7.47	35.35	10.82	11.35	13.11	30.49	25.0	17.99	11.86	15.34	393.08	392.03	397.52
Spop	93.53	15.24	39.14	72.25	1.94	6.21	127.58	72.82	44.16	102.63	4.54	73.73	0.0	144.38	12.96	84.93	0.86	0.07	74.53	54.83	57.6	22.05	81.27	113.93	69.25	54.41	0.09	40.67	0.09	123.58	81.89	28.31	0.0	34.29	54.99	90.35	35.48	17.67	48.23	116.58	47.8	104.32	44.24	113.92	233.52	182.04	83.94	58.39	30.11	119.33	132.25	129.14	157.7	346.08	229.37	283.8	147.78	141.77	148.44
Strada	0.21	0.6	0.57	0.07	0.0	0.0	0.38	0.0	1.55	0.25	0.63	0.19	0.0	0.09	0.0	3.24	0.0	0.22	0.12	0.13	0.4	50.26	0.52	7.71	22.51	0.61	21.12	0.13	0.48	42.96	0.18	0.0	0.33	0.0	0.24	0.22	56.57	0.0	12.79	0.27	1.15	0.1	43.62	0.77	0.0	69.1	0.1	0.26	38.67	0.0	18.43	7.41	22.83	13.48	18.76	14.43	25.68	27.12	25.96
Trnau1ap	1.15	0.0	0.0	0.28	0.0	0.33	34.21	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.07	0.0	0.0	0.0	0.0	39.41	4.78	45.66	0.0	29.79	0.0	12.33	0.91	0.0	9.9	25.94	0.0	0.78	0.0	0.0	2.4	0.0	40.57	31.91	5.08	4.68	0.21	5.17	2.41	56.56	1.28	85.96	0.0	65.53	19.7	0.0	4.54	7.41	8.39	1.64	6.91	8.24	23.42	24.08	23.63
Ywhah	580.98	445.93	763.61	155.86	218.12	43.56	463.18	375.33	102.25	38.75	294.58	766.46	0.0	422.06	540.88	630.95	389.46	477.7	610.99	499.28	444.15	711.33	439.33	551.11	549.7	700.51	564.08	132.96	137.94	711.24	447.31	531.25	61.55	581.89	629.08	819.8	326.16	386.29	1020.15	1187.12	561.2	942.29	764.58	869.96	361.48	886.5	240.72	391.99	852.6	548.54	1156.62	992.19	1498.67	1763.75	1507.12	1585.06	1236.59	1283.84	1205.67
Zcchc2	0.0	0.0	0.0	4.15	0.0	0.0	0.0	0.0	21.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.23	8.6	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55	0.0	2.06	0.0	0.0	0.0	8.31	0.0	3.8	1.55	0.0	52.57	3.31	0.69	0.0	0.0	5.63	3.05	1.32	3.65	3.3	4.17	14.75	12.98	14.03
Zfp692	0.0	0.0	0.0	0.0	0.0	0.0	7.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65	0.32	0.0	0.05	20.43	0.0	0.0	0.0	21.02	4.24	0.0	0.0	0.0	0.0	0.0	1.55	3.31	35.82	0.0	0.15	24.71	0.0	4.09	0.0	0.0	0.0	0.0	0.57	0.0	0.29	0.0	48.74	0.13	0.0	0.0	0.0	2.47	5.42	10.6	7.19	3.87	7.06	35.85	35.72	38.95
Zkscan17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	19.17	0.0	0.0	0.0	0.02	0.35	0.0	3.34	3.3	0.78	0.69	8.67	9.1	9.52
