	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_77	Ctgf_tdTpositive_cell_2	Ctgf_tdTpositive_cell_3	Cux2_tdTnegative_cell_4	Ndnf_tdTpositive_cell_4	Ndnf_tdTpositive_cell_7	Ndnf_tdTpositive_cell_20	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_14	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_70	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_80	Vip_tdTpositive_cell_16	Ntsr1_tdTpos_100cell_2	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Nme5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.21	0.0	0.0	0.0	9.28	0.0	36.89	0.0	0.0	0.0	23.63	22.63	142.68	84.93	102.41	0.0	0.0	156.79	0.0	0.0	57.21	11.43	13.08	13.93
Nob1	17.28	1.25	0.0	0.0	0.0	0.0	0.0	0.0	38.25	43.76	117.94	49.37	92.28	42.36	0.14	25.39	0.0	88.54	0.0	23.4	45.02	61.79	0.0	0.0	107.96	0.0	0.0	34.75	86.41	48.36	38.76	17.38	1.59	43.7	245.76	0.0	0.0	75.24	34.65	37.67	34.95
Npy	173305.25	115124.65	0.0	0.0	0.0	0.0	0.0	0.0	132042.44	149629.49	134232.96	130357.56	105498.11	116117.28	120987.76	132052.33	122963.43	126501.28	117863.77	130527.91	173863.58	126989.03	166048.87	191162.16	154857.31	124150.07	134158.33	153405.37	147732.76	141010.39	151963.58	985.16	145032.54	180453.32	8484.11	137580.94	1.5	0.0	214.21	196.57	200.76
Otx1	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.06	0.21	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98	0.0	0.0	0.38	0.0	0.0	4.21	5.06	5.76	5.71
P2ry1	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.14	0.0	0.0	0.0	2.48	2.36	2.11
Parg	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	5.16	0.02	0.0	0.0	0.0	0.48	23.68	0.0	0.09	2.29	12.27	9.98	0.0	9.78	1.17	0.58	45.46	0.0	0.0	0.0	0.07	0.0	7.53	9.42	0.58	0.0	66.62	0.96	0.0	6.61	22.44	21.15	23.7
Ppp1r9a	22.11	29.91	0.0	0.0	0.0	0.0	0.21	0.0	25.54	14.05	1.28	17.44	21.37	22.22	36.88	7.64	50.58	40.4	18.58	13.26	51.01	32.18	13.13	3.88	36.95	13.22	28.97	1.0	7.72	2.66	1.48	52.56	19.07	17.29	73.27	16.6	0.0	58.61	116.6	102.97	112.99
Ppp1r9b	2.67	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	1.04	0.0	0.05	8.45	0.18	0.0	0.48	0.06	0.06	3.42	0.22	0.0	0.0	1.05	1.29	0.0	1.2	0.82	0.45	1.72	0.07	9.17	52.02	0.0	0.0	1.42	507.05	542.75	527.15
Ppp3cb	153.94	9.39	0.0	0.0	0.0	0.0	0.0	0.0	20.76	29.88	10.61	57.08	3.81	25.92	45.0	37.94	67.83	13.79	6.57	7.85	23.27	72.19	34.77	37.76	0.3	17.62	29.64	1.71	10.62	14.85	16.17	112.61	41.51	1.99	191.68	30.79	0.0	79.57	247.23	241.42	227.54
Psmb11	2.45	2.29	0.45	0.75	3.83	0.19	2.51	0.0	1.78	3.22	1.58	0.66	2.45	2.18	1.38	2.11	2.12	2.42	2.28	2.92	2.18	2.84	1.87	2.4	1.21	1.03	2.38	2.6	1.67	2.95	1.15	3.68	3.32	1.5	5.97	2.08	0.03	2.55	0.88	0.7	0.78
Rabggtb	7.24	132.3	0.0	0.0	0.0	0.34	0.0	0.0	183.77	221.73	0.1	244.55	189.08	221.15	124.88	117.3	169.82	134.05	127.4	46.85	109.75	282.47	142.62	97.48	0.0	0.0	107.97	148.09	139.63	73.63	288.94	160.88	28.0	83.71	1024.98	180.52	0.0	200.4	62.89	59.09	58.78
Rap1gds1	115.78	36.34	0.0	0.0	0.0	0.0	0.0	0.0	88.29	84.24	18.27	70.34	120.48	40.6	72.14	79.76	63.24	99.78	174.83	73.47	87.65	48.01	8.02	1.03	29.57	38.23	175.93	64.52	34.07	59.64	65.02	82.22	13.7	2.53	140.71	3.01	9.87	241.35	284.57	290.45	264.54
Sat2	0.0	43.88	0.0	0.0	0.0	0.0	0.0	0.0	73.3	0.09	0.0	17.76	0.0	0.0	30.42	0.0	28.54	0.0	0.0	37.44	0.0	91.04	105.88	51.26	0.0	27.24	75.31	0.0	16.31	0.0	125.2	15.05	0.0	0.0	208.52	44.4	0.0	18.39	11.86	12.58	11.65
Sbf2	1.32	9.92	0.0	14.95	0.0	0.0	0.0	0.0	0.0	0.41	0.43	0.0	0.28	0.17	0.81	0.3	0.0	1.12	1.4	0.0	14.07	0.52	0.09	0.44	50.37	0.0	0.0	4.59	1.29	0.38	0.14	8.56	0.0	0.63	59.24	0.0	0.0	5.59	27.17	24.22	28.23
Six3os1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.1	0.0	0.0	0.0	2.5	2.83	2.72
Slc25a37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	39.2	3.83	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.0	0.0	0.0	20.41	21.45	0.0	1.05	8.21	5.81	0.0	96.5	20.5	0.0	4.6	23.0	22.03	23.41
Ssbp2	6.49	30.76	0.0	0.0	26.71	0.0	0.0	0.0	12.26	21.94	22.43	22.19	43.06	34.61	48.62	9.01	69.53	0.42	47.84	19.67	74.69	106.23	0.05	0.03	2.97	36.07	39.31	0.0	33.68	12.1	25.04	89.6	5.9	6.7	238.06	32.04	0.06	120.81	40.98	40.79	41.06
Tbce	1.91	36.26	0.0	0.0	0.0	1015.83	0.0	218.18	47.45	21.68	157.51	0.0	66.12	47.92	0.0	2.43	49.14	33.29	85.28	43.13	85.14	38.46	21.8	30.83	0.0	14.83	46.44	51.78	76.0	21.54	66.97	79.61	40.24	0.0	203.11	13.26	0.0	81.24	57.02	56.77	51.69
Tc2n	0.0	0.11	0.78	0.0	0.0	0.0	0.42	0.0	0.12	0.16	0.05	0.12	0.11	0.04	0.13	0.26	0.31	0.0	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.21	0.24	0.45	0.24	0.0	0.2	0.71	0.12	0.18	0.58	0.36	0.0	0.14	0.38	0.16	0.36
Tctn3	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	1.52	0.0	0.0	0.0	1.71	0.0	0.0	0.0	0.0	0.0	0.0	73.09	0.0	0.0	39.8	29.47	0.0	0.0	5.52	20.81	20.5	0.0	168.79	0.0	0.0	39.91	27.44	27.89	27.4
Tnrc6c	11.52	4.41	0.0	0.0	0.0	0.0	1.88	2.54	7.39	6.95	0.01	0.43	13.3	7.37	0.3	1.33	5.08	1.69	7.7	6.76	8.86	6.27	10.05	1.54	7.54	19.54	22.28	7.22	20.91	9.67	4.6	20.66	10.09	12.19	31.72	0.1	0.04	36.21	39.79	38.65	41.82
Traf7	0.0	0.0	0.0	0.0	0.0	0.69	0.39	0.0	0.06	132.65	0.05	0.0	82.91	0.04	0.1	0.12	0.0	0.17	0.0	32.02	0.29	0.11	1.06	0.0	0.0	0.43	0.02	25.31	21.08	0.0	51.52	20.18	28.85	0.16	87.51	0.0	0.0	20.28	42.68	44.58	43.65
Trank1	4.04	14.55	0.0	0.0	0.0	0.04	0.0	0.0	4.97	5.08	3.7	0.06	6.46	3.12	0.7	16.21	0.15	3.11	12.6	14.33	15.04	4.81	9.35	2.55	20.12	0.02	4.41	9.08	1.48	3.87	0.17	33.25	1.29	7.81	72.16	0.09	0.0	13.36	140.49	127.25	159.33
Trappc2	62.35	298.74	0.0	0.0	0.0	0.0	0.0	0.0	130.98	180.11	334.88	430.13	435.1	94.43	172.66	136.77	186.7	126.03	494.79	187.93	114.34	265.14	239.51	110.94	565.45	81.54	305.57	330.34	165.41	45.81	263.98	530.63	241.06	213.8	692.73	384.9	0.0	414.28	84.42	82.27	80.41
Trim63	0.0	0.14	0.0	0.0	0.0	1.14	0.25	0.0	0.18	0.24	0.21	0.3	0.0	0.05	0.12	0.63	0.48	0.0	0.32	0.0	0.41	0.47	0.19	0.24	0.0	0.46	0.22	0.0	0.0	0.29	0.23	1.75	0.16	0.0	1.99	0.0	0.0	0.0	0.54	0.42	0.48
Ugdh	82.33	0.33	0.0	0.0	0.0	0.0	0.0	0.0	49.36	1.56	10.24	6.56	0.05	49.64	124.35	50.91	0.64	6.65	1.49	0.69	5.71	4.2	64.78	0.0	124.03	4.92	99.15	1.03	0.0	119.86	0.1	22.64	47.28	28.18	138.24	0.0	0.0	5.37	21.41	22.72	19.05
Zc3h14	5.76	2.51	0.0	0.0	0.0	0.0	0.0	204.43	0.0	13.27	15.94	0.0	31.72	45.12	146.44	78.58	33.68	0.0	0.13	4.26	0.0	24.46	36.19	4.75	0.0	26.35	25.15	34.17	20.08	0.0	0.16	38.62	52.2	24.09	159.51	39.07	0.0	42.21	57.95	53.59	54.68
Zeb2	0.0	0.0	0.0	0.0	0.0	5.17	0.0	0.0	0.0	0.04	0.06	0.02	0.06	0.04	0.03	0.03	0.0	0.0	0.07	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.06	0.0	13.65	0.0	0.0	64.37	0.03	6.96	6.87	42.77	37.85	43.71
Zfp113	2.14	1.77	2.45	8.22	4.47	3.87	5.19	1.25	1.44	1.96	5.81	1.82	2.46	1.64	2.02	5.49	2.46	2.6	1.75	5.45	3.01	1.61	3.27	1.6	3.26	3.8	2.18	2.45	2.0	1.93	2.66	9.63	15.33	6.77	62.73	2.25	0.23	7.48	3.85	4.06	4.66
