	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_30	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Cux2_tdTnegative_cell_4	Gad2_tdTpositive_cell_20	Gad2_tdTpositive_cell_40	Gad2_tdTpositive_cell_48	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_44	Htr3a_tdTpositive_cell_91	Ndnf_tdTpositive_cell_19	Ndnf_tdTpositive_cell_20	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_36	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_70	Rbp4_tdTpositive_cell_165	Scnn1a.Tg3_tdTnegative_cell_22	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_39	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_69	Sst_tdTpositive_cell_72	Sst_tdTpositive_cell_80	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Fnip2	0.18	1.15	1.06	2.06	0.0	0.12	0.0	1.1	0.53	1.37	98.67	0.07	6.87	16.04	0.0	0.27	9.6	0.16	0.15	0.14	1.22	0.71	0.12	0.04	0.09	1.15	0.56	0.05	0.78	1.39	3.81	0.27	0.22	4.11	0.81	0.85	0.0	0.27	0.0	0.14	0.17	0.09	0.66	0.0	10.75	2.08	0.37	1.91	8.12	8.72	8.24
Fpgs	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	210.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.33	37.88	0.0	0.0	0.0	0.0	0.0	0.0	6.68	0.0	0.0	0.91	0.0	0.0	2.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.99	2.31	7.35	7.59	8.17
Fstl5	6.34	49.83	7.06	2.64	7.09	0.0	0.0	77.4	0.0	0.0	385.57	0.0	0.0	0.0	0.0	0.0	0.07	0.0	32.46	40.15	5.87	40.33	0.0	28.91	0.0	0.0	0.0	0.0	0.47	0.0	57.73	0.0	12.12	6.11	0.0	28.11	0.0	0.0	0.05	0.0	0.0	3.52	9.9	35.75	5.64	9.38	6.11	8.67	13.65	12.27	12.59
Fut11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76	123.61	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.33	27.65	1.85	0.0	0.0	0.0	6.85	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39	0.0	10.5	0.0	0.0	0.16	0.0	0.0	22.96	0.0	2.22	1.74	0.62	18.75	18.24	19.24
Fzr1	0.0	0.0	31.11	0.07	0.0	115.41	51.43	0.08	21.38	96.59	313.71	0.0	0.0	106.76	0.0	13.58	4.27	0.0	10.08	13.9	21.28	0.0	0.0	0.0	38.67	0.0	55.79	44.3	2.76	0.0	0.0	38.77	5.86	37.35	0.0	42.12	0.0	18.38	0.0	0.0	0.0	7.78	0.0	0.0	0.14	8.11	14.57	9.6	65.81	73.66	66.13
Gbp7	0.0	0.0	0.0	13.81	0.0	0.0	0.12	0.0	0.0	0.18	146.07	0.0	0.03	0.0	1.34	0.0	0.11	0.07	0.0	0.0	0.0	0.0	0.14	0.0	0.04	0.0	0.0	0.0	0.0	0.04	0.0	0.15	0.06	0.0	0.04	0.0	0.0	0.17	0.08	0.12	0.12	0.0	0.0	0.09	0.0	0.59	0.12	1.06	2.73	2.32	2.7
Glg1	51.95	0.0	0.0	19.44	4.21	0.0	0.0	35.1	55.7	0.53	419.37	25.57	82.28	0.11	0.0	19.54	44.56	65.15	15.46	33.83	55.23	102.6	41.72	0.0	96.55	0.0	2.93	32.55	34.08	0.0	72.7	0.0	0.38	18.6	0.0	4.99	0.0	44.94	54.16	61.65	1.24	28.21	29.72	0.0	0.86	21.68	23.42	14.27	109.25	104.06	112.59
Gm11541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.17
Gm14430	8.29	0.77	2.27	6.33	0.0	0.06	0.0	12.4	8.79	1.79	73.95	20.03	13.59	0.0	0.0	6.19	15.98	0.27	6.16	0.0	4.55	5.5	11.93	2.84	0.47	11.48	0.12	6.27	0.0	0.11	0.0	4.55	0.54	2.37	12.18	6.69	0.0	2.39	0.82	0.0	0.0	4.29	0.0	0.67	0.0	4.14	5.97	4.22	7.67	5.07	7.49
Gm14434	8.29	0.77	2.27	6.33	0.0	0.06	0.0	12.4	8.79	1.79	73.95	20.03	13.59	0.0	0.0	6.19	15.98	0.27	6.16	0.0	4.55	5.5	11.93	2.84	0.47	11.48	0.12	6.27	0.0	0.11	0.0	4.55	0.54	2.37	12.18	6.69	0.0	2.39	0.82	0.0	0.0	4.29	0.0	0.67	0.0	4.14	5.97	4.22	7.67	5.07	7.49
Gm20554	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.02	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.06	0.08
Gm4724	8.29	0.77	2.27	6.33	0.0	0.06	0.0	12.4	8.79	1.79	73.95	20.03	13.59	0.0	0.0	6.19	15.98	0.27	6.16	0.0	4.55	5.5	11.93	2.84	0.47	11.48	0.12	6.27	0.0	0.11	0.0	4.55	0.54	2.37	12.18	6.69	0.0	2.39	0.82	0.0	0.0	4.29	0.0	0.67	0.0	4.14	5.97	4.22	7.67	5.07	7.49
Gm5577	4.09	0.44	0.49	0.11	0.0	1.57	0.0	3.95	1.03	3.49	28.0	0.19	14.21	4.41	0.0	0.83	0.95	0.35	0.0	0.16	0.35	0.91	0.0	1.09	1.03	3.46	0.0	1.62	0.76	0.0	6.92	1.99	1.26	1.64	3.08	2.48	0.0	1.03	0.0	0.0	0.38	9.74	0.84	2.17	4.18	1.35	3.95	4.66	18.15	13.4	18.24
Gm6639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.12	0.0
Gna14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	251.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.23	0.16	0.21
Grin3a	13.91	0.0	23.01	1.35	3.09	0.76	0.0	0.0	0.0	0.0	376.78	0.0	0.0	0.0	0.0	0.15	3.08	80.33	17.97	28.33	0.0	39.75	19.62	20.92	16.86	0.0	1.74	0.0	34.16	0.0	9.02	0.0	37.03	56.54	10.13	0.0	0.0	0.77	18.58	0.52	7.16	10.19	9.42	91.6	0.0	0.0	0.0	0.0	17.67	16.34	17.57
Herc4	0.0	0.0	0.0	0.0	0.0	0.63	0.0	0.0	0.0	0.0	160.35	3.03	0.0	0.0	0.0	0.04	0.04	38.94	0.08	0.08	34.29	0.0	8.72	0.0	0.0	0.0	12.07	0.0	0.0	0.0	38.37	37.34	0.0	0.0	2.05	25.02	0.0	0.85	3.9	0.0	17.57	67.0	23.24	0.0	0.08	6.96	9.55	13.05	27.03	23.66	24.25
Hiat1	8.06	0.0	5.17	13.84	5.75	0.0	0.0	0.0	0.26	18.98	139.0	0.0	10.81	0.0	0.0	0.0	0.03	0.0	8.63	0.0	1.21	0.33	0.0	0.0	16.9	11.58	0.0	39.58	0.0	0.0	0.0	0.0	0.0	0.57	0.0	12.55	0.0	1.34	0.0	21.0	0.0	0.0	0.0	0.0	5.24	16.2	12.38	7.87	59.48	58.18	52.07
Hist1h2bq	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.47	0.06	0.06	0.0	0.0	0.0	0.08	0.03	0.0	0.05	0.0	0.15	0.09	0.07	0.04	0.46	0.33	0.0	0.0	0.0	0.06	0.07	0.0	0.41	0.06	0.19	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.23	0.0	0.07	0.11	0.53	0.38	0.28	0.38
Hist1h2br	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.47	0.06	0.06	0.0	0.0	0.0	0.08	0.03	0.0	0.05	0.0	0.15	0.09	0.07	0.04	0.46	0.33	0.0	0.0	0.0	0.06	0.07	0.0	0.41	0.06	0.19	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.23	0.0	0.07	0.11	0.53	0.38	0.28	0.38
Hmgn5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.79	6.01	12.68	8.64	7.31	9.35
Hnrnph3	0.8	0.0	7.23	0.0	0.0	13.87	0.0	65.51	0.0	0.0	314.23	88.75	86.69	0.0	0.0	145.64	11.89	0.08	12.68	3.65	0.0	28.64	62.59	28.93	3.57	22.34	72.66	62.05	9.05	6.34	0.0	72.74	71.3	13.28	21.34	55.28	2.8	51.36	7.88	61.95	7.08	29.8	0.0	3.58	0.0	15.89	21.0	23.02	28.62	29.1	30.71
Hoxb4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0
Hpgds	0.37	0.73	0.0	0.54	0.32	0.56	0.01	0.14	1.46	0.17	172.25	0.29	0.36	0.42	0.0	0.06	0.14	0.2	0.87	0.43	0.41	1.16	0.36	0.0	0.0	0.11	0.2	0.29	0.07	0.22	0.21	0.17	0.1	0.34	0.31	0.93	0.0	0.0	0.29	16.11	0.71	0.24	0.0	0.18	0.0	2.19	0.42	0.33	4.78	3.44	5.28
Hsf2bp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.34	0.18	0.0	0.0	0.0	0.06	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.16	0.09	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.24	0.26	0.14
Hspbap1	0.69	1.18	0.88	0.54	0.6	0.87	0.0	0.53	0.46	0.66	131.57	0.31	0.83	0.32	0.0	0.62	0.79	0.8	5.02	0.69	13.44	0.8	10.22	0.07	16.21	1.11	0.58	19.54	0.45	0.41	0.99	0.42	0.5	0.61	0.69	3.46	0.08	14.49	0.64	1.17	0.92	0.38	0.67	44.01	17.45	2.31	4.89	3.96	3.29	3.31	3.79
Htr3b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98	0.0	0.09	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.09	0.0	0.19	0.0	0.12	0.1	0.14	0.0	0.0	0.0
Il17ra	0.55	0.0	0.17	0.29	0.1	0.0	0.0	0.09	0.46	0.38	0.78	0.07	0.21	0.32	0.0	0.05	0.02	0.06	0.0	0.16	0.0	0.44	0.33	0.25	0.22	0.23	0.0	0.49	0.27	0.05	0.32	0.0	0.29	0.0	0.25	1.03	0.0	0.0	0.0	0.21	0.01	0.18	0.0	0.29	0.08	6.45	5.11	5.02	13.28	12.23	11.53
Itpripl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.01	0.03	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.04	0.0	0.04	0.0	0.0	0.0	0.0	0.05	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	3.29	3.75	3.33
Kctd12	0.0	25.73	0.0	38.66	5.94	7.39	0.0	0.09	0.0	0.1	151.08	0.0	0.31	0.0	0.0	0.0	3.37	0.02	0.03	0.0	0.0	0.05	0.06	0.0	0.08	0.0	0.05	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	12.41	0.0	0.0	0.0	0.0	3.58	0.0	2.55	16.94	0.0	1.7	0.62	0.79	50.31	45.97	46.67
Larp1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.24	0.0	0.0	274.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.72	0.0	0.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.15	14.77	0.0	0.0	59.59	0.0	0.0	0.53	0.0	2.74	0.0	3.37	1.02	6.19	18.32	17.89	16.87
Map4k4	6.51	0.23	0.0	0.0	13.42	1.03	0.0	4.71	0.0	0.0	44.86	0.51	1.59	4.7	0.0	1.28	0.95	0.87	6.77	4.48	5.55	0.11	1.18	2.85	1.02	1.29	0.0	14.68	0.0	0.0	0.0	5.26	3.55	6.45	1.01	0.71	1.02	0.0	8.0	2.41	0.38	4.57	0.0	0.0	3.47	1.49	1.35	2.34	65.51	65.81	71.26
Mapkapk5	6.41	0.0	0.0	1.92	0.0	0.0	0.0	1.54	5.52	0.0	229.32	0.0	0.0	23.53	202.82	0.0	1.76	0.05	0.0	1.42	0.0	0.0	0.35	4.12	0.23	0.0	0.0	17.33	0.0	2.68	1.16	0.51	0.0	0.43	0.0	7.38	0.0	0.52	1.21	2.4	0.0	18.31	0.0	1.26	0.69	3.53	2.82	5.37	32.62	34.64	35.22
Mpped2	1.08	29.88	52.91	0.0	0.0	0.0	0.0	0.0	0.0	0.22	251.93	0.0	0.0	0.0	0.0	0.0	8.68	47.42	0.0	13.27	40.03	0.0	68.13	0.0	43.37	45.14	0.0	23.06	9.74	0.0	4.41	1.76	25.43	0.07	0.63	25.92	0.15	58.21	0.0	16.73	28.23	4.86	18.17	0.0	8.6	25.96	27.48	35.5	35.43	33.87	33.34
Mrpl17	7.82	10.41	28.5	11.49	1.18	0.0	0.0	16.23	24.85	0.0	219.51	13.15	8.09	14.55	0.0	22.63	9.58	38.3	44.68	6.01	11.78	33.52	31.04	29.16	28.84	15.93	37.5	15.99	11.68	13.4	2.01	9.53	12.23	18.13	5.88	21.64	0.0	16.06	22.42	10.02	39.09	14.63	0.04	0.0	21.71	21.5	21.12	14.89	8.48	9.27	8.93
Mxd1	0.0	0.0	0.0	6.33	0.0	0.0	0.0	0.0	0.0	0.0	154.89	0.0	10.98	0.0	0.0	37.01	0.0	0.03	0.04	0.0	3.9	0.07	11.8	0.0	0.0	40.95	0.06	0.0	0.0	0.05	0.0	0.0	0.0	19.09	0.0	0.06	0.0	0.0	0.0	4.24	33.27	0.0	0.0	0.0	0.0	3.68	9.0	5.61	17.64	17.74	15.25
Myadm	55.45	36.69	8.09	32.44	9.87	0.26	0.0	6.47	0.0	0.18	402.03	0.0	6.13	0.0	0.0	24.26	0.2	8.8	0.12	33.97	0.0	6.66	0.28	71.69	0.9	77.75	13.92	4.85	0.43	20.38	17.44	56.66	58.35	82.36	15.28	61.42	0.0	46.19	37.43	21.11	86.09	18.26	5.6	0.0	35.75	98.66	102.35	115.21	55.98	54.68	53.61
Nfkbiz	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	261.18	0.0	0.0	5.47	0.0	0.0	0.0	0.0	0.0	0.0	2.81	0.0	0.0	0.0	0.0	11.19	0.0	0.0	0.0	0.0	0.0	24.69	0.0	0.0	0.0	1.32	0.0	0.0	18.18	0.0	0.0	0.0	0.0	0.0	0.0	0.08	1.95	1.77	4.91	4.29	3.75
Notch2	0.0	0.0	0.0	0.0	0.0	0.0	48.25	0.0	0.0	0.0	66.66	0.0	0.0	0.0	0.0	0.0	1.79	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	2.52	0.0	0.0	1.38	0.0	0.0	0.0	0.0	2.36	0.0	0.0	6.66	0.0	0.2	0.29	0.42	6.04	6.0	6.79
Npy	138375.8	13918.43	173305.25	40775.82	1.6	1.46	0.0	108594.8	82245.2	42632.64	14635.6	59230.28	34339.27	63494.68	0.0	132042.44	149629.49	134232.96	130357.56	120987.76	122165.94	132052.33	122963.43	117863.77	173863.58	101365.79	126989.03	166048.87	191162.16	154857.31	124150.07	153405.37	147732.76	110523.31	151963.58	985.16	0.0	145032.54	180453.32	128781.07	23340.13	137945.15	35571.91	32250.58	137580.94	0.6	0.0	0.7	214.21	196.57	200.76
Nrl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.62	0.63	0.54
Nup210l	0.0	0.0	1.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.3	0.0	0.0	0.88	0.0	0.0	0.0	0.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.12	0.0	0.22	0.23	0.36
Pamr1	28.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	441.69	0.0	0.0	0.0	0.0	36.03	43.64	140.48	58.37	0.23	139.87	0.33	0.0	0.0	67.0	0.0	0.61	0.11	0.07	0.0	28.48	0.0	0.0	0.0	83.7	15.05	0.0	0.0	39.81	0.0	0.0	41.47	0.0	0.0	0.64	13.99	18.55	12.16	34.14	34.31	32.92
Pappa2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.08	1.65	1.24	1.62
Pclo	39.79	43.57	12.98	26.47	8.0	11.66	0.0	10.74	24.69	41.55	188.64	20.82	57.91	1.17	0.0	18.75	31.54	16.51	15.31	18.57	18.89	56.7	19.9	32.78	56.79	58.06	30.92	24.95	47.52	48.56	30.77	56.82	10.33	18.11	19.72	19.57	0.0	25.08	35.53	30.03	79.41	26.72	54.34	33.0	33.47	30.42	26.21	21.95	60.14	52.02	64.43
Pcsk5	25.18	0.0	3.75	0.02	0.06	0.02	0.0	0.0	0.0	0.0	441.0	0.0	0.05	0.0	0.0	44.62	11.96	0.0	3.9	19.99	44.11	15.63	19.23	63.75	23.45	0.0	11.89	34.36	20.72	58.29	0.05	32.74	18.03	15.02	0.0	15.94	0.05	19.54	0.0	16.46	38.98	12.27	0.0	0.0	38.01	5.66	8.06	9.2	7.95	7.01	8.22
Pdcd11	11.1	1.47	0.67	0.0	3.86	0.0	0.0	0.74	13.82	0.0	84.95	3.34	0.0	0.0	0.0	0.41	0.01	6.33	15.08	0.0	0.35	0.96	0.95	0.35	0.0	0.0	1.86	0.53	0.0	0.0	1.0	0.0	0.48	0.8	0.0	0.59	0.0	0.0	0.0	0.53	0.0	0.4	1.15	1.43	0.0	0.73	0.68	0.85	12.87	12.55	12.83
Peg10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.07	0.0	1.68	0.0	0.0	7.47	0.0	0.0	1.92	0.0	0.0	0.64	0.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.52	0.0	0.0	1.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.35	0.0	0.0	0.25	0.31	12.92	13.6	13.6
Pgap1	0.0	4.14	3.02	0.53	0.0	0.0	0.0	1.61	19.58	0.0	122.32	0.02	15.74	1.61	0.0	5.5	0.67	42.31	0.08	4.99	9.49	2.68	18.91	6.74	0.0	0.0	20.56	29.8	0.44	8.24	0.0	15.77	9.43	46.69	2.18	4.94	0.0	23.8	9.64	4.1	35.68	10.16	0.0	0.04	17.24	4.11	2.88	5.07	14.52	12.46	12.69
Phtf1	2.06	0.0	25.71	4.59	38.89	0.25	0.0	0.0	0.24	0.0	304.16	0.18	1.44	3.22	0.0	0.28	0.0	0.0	23.83	0.0	33.27	0.0	1.72	36.48	0.17	0.21	0.0	0.0	0.0	0.0	0.0	11.48	0.0	41.47	16.18	23.43	0.0	31.45	0.0	7.82	17.89	0.0	39.53	0.0	0.0	18.06	10.34	6.05	39.72	36.2	36.1
Plekha1	80.09	14.74	0.21	17.9	0.0	0.0	0.0	3.72	112.38	144.87	221.15	0.0	103.48	0.12	0.0	29.57	29.26	0.0	0.62	0.03	26.18	10.69	0.23	35.3	1.26	0.0	0.88	0.19	71.96	2.12	0.15	33.51	0.0	11.6	1.41	34.26	31.55	6.04	0.14	0.0	0.0	33.29	16.72	62.58	29.98	47.87	47.38	52.81	75.15	80.27	81.24
Ppp3r2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	150.31	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.16	0.2
Pram1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.57	0.0	0.0	2.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.57	1.97	2.92
Prdm12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.64	0.21
Ptprk	0.09	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	1.53	0.05	0.25	0.0	0.0	0.0	0.06	0.04	0.09	0.02	0.0	0.25	0.0	0.0	0.04	0.02	0.0	0.0	0.0	0.2	0.16	0.09	0.0	0.04	0.0	8.04	0.0	0.0	0.14	0.1	0.17	0.0	0.06	0.08	0.0	0.1	0.0	0.28	30.75	29.92	32.35
Ptrh2	14.5	0.0	13.15	29.9	16.01	0.73	0.0	0.0	0.23	0.0	381.75	0.0	114.84	0.0	0.0	0.0	22.66	0.04	5.4	52.19	6.58	11.41	0.92	0.0	0.0	0.0	8.53	0.11	1.3	31.42	36.9	0.09	12.28	15.95	9.02	13.68	0.0	0.0	9.26	0.0	48.81	8.58	0.0	22.87	0.0	15.79	13.49	25.54	11.93	12.61	14.52
Rpe65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.86	0.0	0.24	0.0	0.0	0.0	0.0	0.49	0.0	0.34	0.0	0.02	0.0	0.35	0.14	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	3.44	0.0	0.0	2.65	2.18	1.91
Rpia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.74	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	9.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.17	0.0	0.0	2.48	0.0	0.0	0.38	0.0	0.0	0.0	1.02	0.59	0.79	11.67	10.89	11.81
Rprd2	2.02	0.1	12.26	0.0	6.69	0.0	0.0	35.56	0.0	2.22	68.88	0.0	24.96	15.61	0.0	0.33	6.99	3.44	3.08	2.53	5.39	6.21	1.73	0.0	6.31	0.0	11.67	0.0	0.0	0.11	0.0	0.0	1.03	8.12	4.91	1.46	0.0	14.66	0.0	4.98	20.55	0.88	28.12	0.0	13.8	8.95	5.32	4.92	15.22	15.23	16.63
Rsbn1	0.0	0.0	0.0	6.21	0.0	0.0	0.0	0.0	0.0	0.0	115.15	0.0	0.0	1.75	0.0	0.0	11.34	0.0	0.0	2.31	19.47	7.51	0.0	0.04	0.17	0.0	0.0	0.0	15.25	0.0	0.0	1.14	0.0	0.0	15.61	4.39	0.0	0.0	0.0	0.0	0.0	11.68	0.06	67.69	6.64	1.36	1.57	2.88	14.32	14.78	13.81
Rspo1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	10.29	8.47	9.06
Sema4a	12.37	0.0	0.0	0.0	0.52	0.12	0.0	0.0	0.0	0.0	214.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.76	22.67	23.05	0.0	0.4	0.0	0.0	41.09	0.0	0.0	1.16	0.0	0.0	7.27	0.0	0.0	9.16	0.0	0.0	0.0	0.0	0.53	1.2	0.0	69.84	1.55	8.31	9.13	11.42	40.74	40.5	42.58
