	Chrna2_tdTpositive_cell_4	Ctgf_tdTpositive_cell_13	Ctgf_tdTpositive_cell_14	Cux2_tdTpositive_cell_68	Htr3a_tdTpositive_cell_111	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_70	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_38	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_77	Rbp4_tdTpositive_cell_1	Rbp4_tdTpositive_cell_65	Rbp4_tdTpositive_cell_76	Rbp4_tdTpositive_cell_97	Rbp4_tdTpositive_cell_172	Rorb_tdTpositive_cell_50	Slc17a6_tdTpositive_cell_23	Slc17a6_tdTpositive_cell_24	Vip_tdTpositive_cell_69	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_11	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_25	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_32	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Plcl1	0.1	0.42	0.27	0.35	0.48	0.1	0.11	0.0	0.0	0.41	0.36	0.0	0.01	0.07	0.18	0.35	0.18	0.07	0.06	0.27	0.07	0.29	0.09	0.24	0.0	0.0	0.0	0.17	0.13	0.0	0.0	0.0	0.05	13.26	10.77	14.66
Pofut1	0.43	7.49	2.26	1.8	1.54	0.0	0.53	0.44	0.06	0.1	0.0	0.14	0.0	0.06	0.0	0.25	0.0	1.02	0.11	0.38	0.2	1.88	0.55	0.25	0.17	4.37	0.0	0.0	0.05	0.0	0.72	0.0	0.66	12.9	12.57	13.66
Pole	0.0	19.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81	0.74	1.08
Ppfia4	2.61	3.71	0.0	0.0	0.05	0.0	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.02	0.37	0.15	0.05	0.0	0.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.54	38.1	37.91	38.84
Prom2	0.0	25.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.16	0.31	0.17
Prpf3	55.54	107.23	16.11	12.31	0.0	0.0	0.0	57.95	111.01	0.0	0.0	0.0	28.19	46.26	0.06	0.0	10.59	1.34	0.0	8.51	0.35	0.0	111.17	0.0	0.0	0.0	0.0	61.8	0.0	0.0	45.41	3.34	49.39	16.36	17.62	15.51
Rad51	4.51	39.34	0.0	0.0	0.0	6.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	139.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.44	1.83	1.2
Rbpjl	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.13	0.65	0.0	0.0	0.27	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.66	0.38	0.54
Rsf1	0.0	32.03	0.59	0.27	0.18	0.04	1.89	0.03	2.34	0.09	0.0	0.05	1.0	0.21	0.56	3.06	0.04	18.29	0.24	27.22	15.38	46.44	0.0	0.16	2.03	0.0	29.26	5.51	7.43	0.0	21.71	17.59	0.49	15.12	13.02	16.06
S100a11	0.0	24.24	11.0	0.0	0.0	76.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65	0.0	0.0	0.0	0.0	16.87	19.44	13.77
Scaf8	14.97	5.2	2.83	0.0	6.11	0.0	19.46	0.0	0.0	0.0	0.0	0.0	0.64	0.6	22.67	10.85	0.0	0.0	1.78	0.31	5.34	0.0	0.0	0.0	0.0	0.4	0.17	2.15	19.14	0.0	0.0	8.1	1.47	35.04	33.15	35.57
Scube2	0.0	29.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61	1.14	0.74
Sema6c	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.99	16.94	16.69
Sh2b2	0.45	6.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.29	3.91	4.25
Slc25a10	17.81	65.02	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	1.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.23	9.36	9.16
Snhg1	0.0	227.88	108.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	156.08	0.0	0.0	0.0	6.37	0.0	0.0	0.0	0.0	1981.45	0.0	63.86	27.84	1.69	0.0	272.6	0.71	0.0	70.14	18.41	21.1	20.36
Tmem56	22.27	80.65	43.74	11.86	16.84	0.0	0.0	0.06	0.0	0.0	29.23	0.12	0.0	0.0	39.91	13.03	0.0	6.38	33.28	48.93	0.05	0.0	12.89	1.06	42.08	54.96	0.09	0.0	0.05	0.0	19.65	46.28	9.7	40.64	35.37	38.83
Tnni3	0.0	20.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.82	0.64
Treml1	0.0	66.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.31	0.08
Tril	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.66	22.0	27.44
Trp53i11	5.8	128.29	122.42	57.97	1.23	0.0	0.09	0.0	0.0	0.07	0.2	0.14	0.0	0.0	0.13	0.11	0.07	0.0	0.0	0.23	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	62.11	61.3	67.08
Utp6	17.62	38.85	0.63	3.57	36.4	7.05	2.9	2.57	0.6	0.6	0.92	53.23	20.13	2.42	0.92	3.16	26.11	17.43	0.08	6.51	1.54	1.95	6.92	0.81	1.83	40.37	0.53	1.48	2.96	1.59	6.13	2.43	17.93	27.71	26.96	28.11
Vax2	1.42	1.73	0.7	0.0	0.0	0.33	0.02	0.0	0.91	1.4	0.0	0.0	0.0	0.33	0.6	0.14	0.5	1.38	0.0	0.61	0.5	0.55	0.49	2.58	1.32	0.11	0.37	0.0	0.14	0.0	0.0	0.0	0.21	1.02	0.85	1.0
Vmn1r45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.06
Wfdc15a	0.0	1.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23
Xpa	0.0	0.0	0.0	0.0	1.4	0.0	0.0	0.0	0.0	119.17	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.6	0.0	0.0	0.0	12.5	18.92	0.26	5.17	9.76	12.19	10.62
Zmynd17	0.0	11.07	0.0	0.0	0.0	2.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.46	0.84
c12_tRNA-Ala-GCY_	0.0	91.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.67	37.77	0.0	0.0	0.0	0.0	37.45	0.0	0.0	0.0	15.26	0.0	0.0	25.12	14.09	29.71
c13_tRNA-Arg-CGY_	0.0	26.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7	1.7	0.0
c14_tRNA-Arg-CGY_	0.0	8.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85	0.0
c9_tRNA-Ala-GCG	0.0	25.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.37	7.18
c9_tRNA-Arg-CGY_	0.0	8.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7	0.0	0.0
