	Calb2_tdTpositive_cell_53	Calb2_tdTpositive_cell_58	Ctgf_tdTpositive_cell_3	Cux2_tdTnegative_cell_2	Cux2_tdTnegative_cell_11	Gad2_tdTpositive_cell_39	Ndnf_tdTnegative_cell_4	Ndnf_tdTnegative_cell_6	Ndnf_tdTnegative_cell_7	Ndnf_tdTnegative_cell_10	Ntsr1_tdTnegative_cell_11	Ntsr1_tdTnegative_cell_17	Ntsr1_tdTnegative_cell_20	Ntsr1_tdTnegative_cell_25	Ntsr1_tdTnegative_cell_33	Ntsr1_tdTnegative_cell_45	Scnn1a.Tg2_tdTnegative_cell_3	Scnn1a.Tg2_tdTnegative_cell_5	Scnn1a.Tg2_tdTnegative_cell_6	Scnn1a.Tg2_tdTnegative_cell_14	Scnn1a.Tg2_tdTnegative_cell_16	Scnn1a.Tg2_tdTnegative_cell_18	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Mum1l1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.42	1.93	6.43	1.88	2.3	1.77
Ndor1	0.14	0.45	0.0	0.16	0.25	0.0	0.38	0.7	0.0	0.0	3.09	1.42	0.39	0.36	260.24	3.06	0.25	0.69	0.83	5.03	1.1	0.5	1.71	3.25	1.05	20.14	19.31	22.51
Nhlh2	0.0	0.0	0.12	0.0	0.12	0.29	0.2	0.15	0.34	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.09	0.0	0.1	0.41	0.65	0.57
Nid1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.27	4.47	4.13
Nsun6	0.0	0.0	0.0	0.0	24.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.34	0.0	0.0	0.0	0.0	0.0	18.28	0.0	15.73	11.73	6.4	6.57	4.93	8.07
Opa1	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.65	0.0	0.0	0.2	0.0	0.22	25.94	0.18	64.74	0.0	0.36	23.25	17.9	20.59	91.34	81.74	84.07
Osbpl5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.16	0.0	0.23	0.1	0.0	0.0	0.0	0.0	2.74	2.43	3.55	18.03	17.89	19.24
P2rx5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74	1.02	0.98
Pbx3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.59	0.0	12.89	15.68	14.71
Pcdhb6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.56	2.76	2.74	1.94
Pemt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7	0.0	0.0	0.0	3.39	5.21	3.94	3.05	3.8	3.15
Pex14	0.0	395.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	1.86	6.79	10.14	48.28	53.86	50.16
Pgrmc2	0.0	0.0	0.0	0.0	1.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	3.72	0.0	0.53	0.14	0.0	0.0	15.25	12.45	18.79	62.84	62.1	60.62
Pik3c2g	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.15	0.0	0.0	0.0	0.0	0.01	0.04	0.14	0.18	0.11
Plod2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	4.42	4.02	4.12
Pnpla6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.73	0.0	0.0	0.0	0.09	0.0	315.45	0.0	0.08	0.0	0.09	0.06	0.0	3.75	5.69	2.48	30.55	30.03	32.54
Pou2af1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.11	0.12
Ppan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.78	0.0	0.0	0.0	0.0	0.0	3.44	2.51	5.27	16.98	18.97	17.22
Prkcz	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.15	0.1	0.45	0.0	0.2	0.07	0.0	55.25	55.19	54.68	177.01	178.52	171.75
Ptrh1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.79	2.38	6.58	7.54	5.56
Qsox1	0.0	0.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.15	0.0	0.0	0.0	0.0	7.07	7.39	7.2	19.22	20.71	19.77
Rab9b	0.13	0.0	0.0	0.0	0.11	0.57	0.0	0.08	0.43	0.0	0.42	0.0	0.0	0.0	0.18	0.0	0.25	0.1	0.25	0.04	0.15	0.11	17.33	13.64	11.04	18.22	15.89	16.93
Rad51l3	0.99	12.35	0.88	0.16	0.76	1.05	1.62	2.12	1.32	1.26	2.91	1.65	4.34	1.33	1.02	3.03	0.92	2.29	0.95	2.84	0.85	2.85	5.19	7.18	4.52	8.41	7.93	8.2
Rfc1	0.0	0.0	0.0	3.38	0.0	0.2	14.09	0.0	0.0	0.0	0.0	46.62	33.6	6.09	0.25	0.0	0.0	0.54	56.02	0.0	0.0	0.0	16.78	20.3	12.54	19.97	19.96	23.17
Rnf146	0.0	178.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.01	0.0	0.41	0.0	29.0	0.24	27.66	0.29	0.13	0.0	73.62	41.92	39.29	37.02	34.17	34.88
Rps15a	0.0	1.19	0.0	0.0	32.2	0.0	0.33	63.84	0.83	0.07	30.86	34.08	0.0	38.3	28.53	0.76	11.68	0.53	0.0	2.2	0.1	36.96	13.33	21.34	15.94	51.8	52.3	52.1
Sfrp4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.24	370.59	0.0	4.3	1.78	0.0	2.15	1.86	1.58
Sip1	0.0	0.0	0.0	16.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.39	395.33	0.0	55.21	33.43	29.18	10.75	11.06	9.78
Slc13a4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.19	9.91	7.23
Slc16a13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	426.7	0.0	0.17	0.0	0.0	0.0	0.0	0.0	1.66	3.41	0.83	4.81	5.24	5.24
Slc30a9	0.0	263.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.85	0.0	202.58	0.0	2.13	3.35	0.11	0.0	0.0	0.0	0.0	20.64	14.17	15.1	113.22	114.28	108.85
Slc8a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.13	0.0	0.1	0.0	0.05	0.1	0.08	0.07	0.02	0.08	33.96	29.78	30.49	45.22	37.06	47.99
Slco5a1	0.0	0.0	0.0	0.0	0.23	0.0	0.15	0.08	0.0	0.0	0.0	0.09	0.0	0.05	0.0	0.07	0.0	0.0	0.0	0.1	0.03	0.0	0.73	0.11	0.04	1.95	1.68	1.73
Slco6c1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.04
Snord116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.22	1.15	1.9
Snord116l1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.22	1.15	1.9
Snord116l2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.22	1.15	1.9
Stox1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.73	1.0	2.34	2.67	3.2	3.08
Syn1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.19	0.0	0.14	0.23	0.17	0.0	0.09	0.23	27.73	31.28	29.66	435.88	453.27	459.24
Tas2r137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1
Tbc1d25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	4.19	5.65	7.42	13.12	14.49	12.79
Tbck	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.11	2.44	12.61	11.99	13.82
Tctn2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.85	0.0	0.13	0.0	0.0	0.0	0.0	0.0	7.64	8.94	6.35	20.4	19.69	20.58
Tekt2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81	0.0	0.0	2.14	2.08	0.9
Thsd7b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.97	5.0	7.35	4.1	4.16	3.54
Tmem198b	0.0	0.0	0.98	1.69	0.0	0.25	0.0	0.0	2.42	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	1.63	0.69	0.62	1.16	1.29	2.49	9.51	9.26	10.95
Tmem62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.63	0.21	0.15	0.13	0.0	0.0	0.0	0.0	8.74	12.16	16.1	26.92	28.04	25.32
Trpv4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92	1.15	0.98
Ttc39d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.63	0.0	0.0	0.05	0.05	0.05
Ubxn1	0.0	0.0	0.0	0.0	93.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3	0.0	0.0	0.0	0.0	0.0	28.77	37.64	21.96	111.68	117.46	113.99
Vps53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.45	0.0	0.0	0.0	7.49	0.7	0.0	0.0	0.0	0.0	40.87	35.78	33.64	62.98	64.64	60.02
Wdr12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.21	0.3	0.13	0.19	0.0	124.05	0.76	120.16	92.41	91.66	22.03	22.57	23.16
Wibg	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.52	155.8	0.0	0.0	0.0	0.0	0.0	0.64	14.38	12.66	10.8	24.8	26.36	24.51
Zbtb8a	3.09	1.62	0.34	0.4	0.85	0.55	4.11	2.46	1.79	3.3	1.23	5.38	5.8	1.2	3.8	1.35	2.93	8.24	1.71	1.16	0.58	2.7	15.52	11.92	14.15	6.97	9.3	7.56
Zfp414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.24	0.0	0.0	0.76	1.15	0.0	1.09	0.0	0.0	722.24	0.49	0.0	0.0	0.66	61.26	74.19	61.85	42.11	46.54	44.2
Zfp931	0.28	1.68	0.0	0.0	0.0	1.11	0.12	10.17	0.0	0.0	0.0	0.0	0.0	0.0	476.67	35.63	0.0	0.0	0.31	0.0	0.0	0.0	9.73	12.82	9.51	4.45	4.51	6.09
Zmynd15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55	0.25	0.3
Zp3r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
