	Calb2_tdTpositive_cell_3	Calb2_tdTpositive_cell_8	Cux2_tdTpositive_cell_3	Cux2_tdTpositive_cell_8	Cux2_tdTpositive_cell_56	Cux2_tdTpositive_cell_65	Gad2_tdTpositive_cell_66	Nr5a1_tdTpositive_cell_3	Nr5a1_tdTpositive_cell_4	Nr5a1_tdTpositive_cell_9	Nr5a1_tdTpositive_cell_11	Nr5a1_tdTpositive_cell_14	Nr5a1_tdTpositive_cell_26	Nr5a1_tdTpositive_cell_33	Nr5a1_tdTpositive_cell_34	Nr5a1_tdTpositive_cell_37	Nr5a1_tdTpositive_cell_38	Nr5a1_tdTpositive_cell_41	Ntsr1_tdTpositive_cell_9	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_38	Rbp4_tdTpositive_cell_3	Rbp4_tdTpositive_cell_16	Rbp4_tdTpositive_cell_65	Rbp4_tdTpositive_cell_116	Rbp4_tdTpositive_cell_171	Rorb_tdTpositive_cell_3	Rorb_tdTpositive_cell_11	Rorb_tdTpositive_cell_33	Rorb_tdTpositive_cell_36	Rorb_tdTpositive_cell_38	Rorb_tdTpositive_cell_40	Rorb_tdTpositive_cell_43	Scnn1a.Tg3_tdTpositive_cell_7	Scnn1a.Tg3_tdTpositive_cell_44	Scnn1a.Tg3_tdTpositive_cell_58	Scnn1a.Tg3_tdTpositive_cell_62	Scnn1a.Tg3_tdTpositive_cell_66	Scnn1a.Tg3_tdTpositive_cell_85	Scnn1a.Tg3_tdTpositive_cell_97	Sst_tdTpositive_cell_27	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_37	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Gm14920	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	154.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.02	1.16	0.0	0.0	0.94	0.29	0.32
Gm20257	0.0	0.32	1.7	0.82	0.0	0.0	0.0	16.71	0.87	0.0	0.62	0.51	0.0	1.07	0.7	0.12	0.46	0.0	0.16	0.0	1.33	1.42	2.16	0.48	0.09	0.0	10.51	2.09	188.88	0.31	1.35	0.98	0.28	0.86	0.0	0.0	0.55	2.34	0.0	0.46	0.46	11.38	0.56	0.0	2.68	0.0	2.49	2.54	2.29
Gm88	0.0	0.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.82	0.0	12.55	0.0	0.0	0.46	5.39	0.06	20.18	0.0	0.0	0.0	0.0	1.95	0.11	0.0	16.84	0.0	0.0	65.12	0.0	0.58	0.0	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.66	0.66	2.29	1.28	0.24	47.98	56.84	50.95
Gm9833	0.0	0.0	0.0	0.0	0.0	0.0	0.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86	0.28	1.1
Gpr83	204.73	64.28	202.89	0.0	0.0	0.39	119.41	0.0	6.86	0.0	2.18	162.84	20.09	0.57	198.4	0.0	68.74	0.15	0.0	0.0	0.0	0.0	157.65	0.0	0.0	8.11	144.26	0.0	288.15	356.8	0.05	92.29	0.0	8.77	0.0	0.0	0.0	0.0	0.0	0.55	0.13	2.14	0.0	0.0	0.0	0.0	25.58	22.85	27.66
Hexim2	0.41	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	88.68	0.0	0.0	0.33	17.39	0.09	0.0	0.0	0.0	7.35	20.48	0.45	0.0	0.0	0.22	0.0	0.0	144.53	0.23	0.35	0.17	0.0	94.04	0.0	0.0	0.0	0.0	122.59	0.07	41.94	0.0	6.92	9.15	1.29	0.0	7.31	7.89	8.02
Hist1h4f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hmga1	0.0	0.0	0.0	6.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.08	0.0	0.0	0.0	0.0	33.07	110.39	0.0	0.0	0.0	0.0	0.0	0.0	3.99	7.3	0.0	0.0	0.0	27.31	33.51	45.49
Hmgn5	0.0	0.0	0.0	0.12	0.0	0.0	0.0	30.1	0.0	0.0	0.0	0.0	0.0	132.92	0.0	0.05	0.09	6.19	0.0	0.0	0.0	0.0	42.35	0.0	0.0	6.94	0.0	0.0	147.99	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	120.3	0.0	0.0	19.05	6.79	6.01	12.68	0.0	8.64	7.31	9.35
Il17rd	0.0	0.0	0.15	0.01	0.0	0.05	0.38	0.07	0.04	0.38	0.06	0.05	0.16	0.0	0.0	0.09	0.02	0.02	0.15	0.0	0.0	0.19	0.28	0.0	0.07	0.16	0.09	0.0	4.14	0.03	0.04	0.27	0.11	0.32	0.0	0.0	0.03	0.12	0.0	0.0	0.0	0.5	0.11	0.01	0.04	0.0	2.68	2.44	2.51
Islr2	0.0	2.71	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	3.12	0.62	0.02	0.63	0.0	0.0	0.0	4.58	0.0	0.0	0.0	0.18	0.33	0.0	7.03	0.0	0.91	0.44	0.52	1.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.89	1.24	0.91	0.84	0.0	42.31	52.28	43.91
Kcna3	0.0	39.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	104.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.74	0.0	0.0	0.0	0.0	0.0	12.14	9.97	13.68
Kcnq3	6.12	0.74	0.39	0.0	121.62	0.0	14.51	0.07	0.0	0.0	196.26	0.0	25.8	0.0	0.0	1.2	29.86	0.17	0.0	0.0	18.24	0.0	0.31	5.43	0.59	4.4	0.0	0.0	130.18	0.92	0.81	0.34	24.89	0.0	0.08	0.0	29.86	0.0	0.0	0.09	71.73	3.44	2.17	2.27	2.89	0.0	53.72	40.28	59.42
Kctd17	0.0	4.29	1.95	0.29	122.67	17.58	0.0	63.33	7.12	0.95	11.18	0.0	0.0	0.0	0.0	2.16	0.11	19.24	0.21	3.61	0.0	95.17	103.86	47.33	0.0	0.0	0.0	0.0	228.77	53.97	28.12	3.14	19.61	152.97	89.08	0.35	0.0	0.0	0.69	1.32	0.0	17.32	20.23	27.33	21.07	85.94	172.27	186.86	180.37
Lamb3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.31	1.14	1.03
Leng9	0.0	0.0	0.06	0.0	24.3	227.81	0.0	100.17	0.1	0.0	0.0	0.24	0.0	0.0	163.13	0.06	92.15	0.0	0.0	112.26	90.74	71.81	0.26	0.0	0.0	84.41	16.55	0.0	172.37	0.06	0.0	0.0	0.0	0.07	160.37	0.0	0.0	0.0	0.0	0.16	0.0	0.0	6.09	11.56	18.95	115.38	9.54	11.2	10.88
Leprotl1	31.46	172.38	0.12	6.33	0.0	216.6	105.25	122.99	0.13	126.43	47.04	15.93	29.13	0.17	0.0	40.68	103.64	1.01	98.53	75.66	18.07	112.33	28.43	27.31	130.53	28.67	216.09	23.12	288.89	9.08	65.34	0.09	5.17	0.24	0.0	0.0	45.92	2.24	0.0	21.83	19.31	75.06	46.69	51.05	47.07	147.77	72.1	74.01	65.1
Letm2	140.64	0.0	0.0	0.0	0.0	120.34	1.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	1.15	0.0	3.32	0.0	87.3	6.47	0.0	8.11	0.0	110.66	0.0	0.05	0.12	0.0	0.0	0.34	0.0	39.2	5.09	0.0	0.0	0.0	7.62	8.29	8.25	6.49	0.0	10.63	11.51	13.1
Lrrc42	0.0	0.08	2.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.0	0.0	113.72	0.0	0.0	0.0	0.0	0.21	2.54	0.0	0.0	24.47	0.0	0.0	0.0	5.36	20.3	11.31	22.82	0.0	23.89	25.49	23.96
Marveld2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.42	0.51
Mei1	0.0	0.0	0.0	20.67	45.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.64	0.03	16.95	0.0	0.0	8.68	0.0	0.0	0.0	169.31	0.0	0.07	0.0	0.0	0.45	0.17	1.3	0.0	4.21	3.13	4.37
Mfsd3	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.09	0.0	0.0	97.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.35	0.0	0.0	0.0	139.85	0.05	86.85	0.0	77.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.94	6.06	20.44	0.0	4.8	6.55	6.71
Mir128-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir1965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mosc2	0.0	2.5	8.48	0.0	0.0	0.23	0.0	0.0	57.72	103.29	0.0	0.0	0.0	27.67	0.0	59.82	23.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.46	0.0	88.59	19.37	39.36	0.0	2.74	0.0	0.0	26.5	0.0	69.34	0.0	31.9	0.0	1.29	3.2	2.58	1.3	0.0	49.26	52.45	53.08
Mrpl43	0.68	141.78	141.63	153.44	2.11	4.52	3.78	113.51	89.24	1.4	224.56	209.36	16.83	2.21	2.4	7.13	49.0	84.14	122.66	0.0	2.87	103.31	5.03	25.63	46.54	80.48	12.19	334.92	189.62	208.64	11.14	83.78	10.93	110.42	2.45	6.32	133.73	151.7	5.48	114.41	75.03	91.82	60.84	67.07	51.74	1.51	52.68	56.62	52.58
Mrpl50	74.1	183.93	0.05	135.62	403.31	266.04	137.24	63.27	0.08	342.34	7.01	0.19	29.51	3.06	182.22	87.3	126.02	0.23	211.92	35.11	30.4	95.4	0.0	198.39	110.4	104.21	37.38	53.97	502.39	365.9	0.05	49.1	40.84	106.86	40.14	0.0	158.06	0.0	0.0	135.51	164.1	149.47	169.23	108.98	131.3	0.15	35.29	37.7	34.87
Myl6b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.17	0.0	0.0	0.0	0.0	0.0	1.33	0.0	0.0	0.0	0.0	1.1	1.22	0.3	0.6	0.0	1.76	0.0	23.55	26.98	24.06
Ncapg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.68	0.0	3.45	4.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.55	0.0	4.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.41	0.23
Nipa2	0.0	0.18	0.0	0.0	209.77	0.0	0.0	0.0	107.32	8.83	0.13	7.94	0.0	0.0	0.0	0.0	39.44	0.06	0.0	0.0	0.15	0.0	0.0	0.0	0.0	1.96	0.0	0.0	75.45	0.0	35.51	58.95	0.0	32.81	401.63	0.0	0.0	0.0	0.0	0.0	0.5	0.0	9.31	4.45	4.2	0.0	27.5	25.96	23.65
Npc2	0.23	0.99	0.0	0.0	0.0	44.37	0.0	0.0	0.0	0.0	0.0	0.0	42.35	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.49	0.0	0.0	0.0	0.0	23.53	0.0	0.0	0.07	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.25	0.0	4.47	6.29	7.25	6.9	0.1	33.26	36.59	36.98
Nr1d2	0.0	26.86	0.02	0.0	0.12	20.68	0.0	170.01	0.04	202.3	0.12	0.0	0.0	30.04	8.15	37.16	47.03	0.03	44.5	0.07	0.0	37.99	0.09	122.1	113.45	36.42	0.0	0.0	370.87	1.43	0.0	43.08	85.72	70.6	0.0	0.0	0.0	0.0	117.08	6.31	0.0	11.34	17.84	14.04	11.05	0.0	79.32	76.52	64.11
Nr1h2	0.0	36.86	0.0	0.0	0.0	131.49	0.0	0.0	0.59	0.0	0.0	0.0	19.1	29.35	0.0	1.41	0.0	0.0	0.0	0.0	0.0	0.45	0.0	0.0	0.0	0.22	0.0	0.0	110.16	0.05	0.06	0.0	0.0	7.7	0.0	3.47	0.0	0.0	0.0	0.35	0.0	5.24	5.06	7.07	4.64	0.0	47.16	54.22	52.8
Nt5dc3	1.23	6.94	1.94	0.5	2.92	7.59	3.09	12.97	11.48	0.46	3.19	3.71	22.02	21.79	1.52	2.77	11.04	1.55	1.76	0.61	1.75	0.21	42.79	1.92	1.65	1.1	13.89	50.68	40.94	2.24	4.49	2.61	1.04	19.53	15.06	2.84	2.83	2.24	3.21	6.61	2.05	9.54	5.88	5.73	5.33	4.54	67.85	65.67	69.07
Nuak1	5.29	7.89	0.0	0.0	0.0	1.96	0.9	0.52	21.96	0.0	0.0	0.7	17.95	38.68	0.0	16.6	0.03	0.0	0.0	1.82	0.0	0.0	0.0	0.0	0.0	1.17	1.9	11.04	76.13	2.68	31.08	0.05	0.0	0.0	1.99	0.69	0.0	0.0	0.0	23.77	0.0	1.95	2.77	2.11	3.32	0.0	42.03	41.11	41.92
Nubp2	0.0	0.0	0.29	212.58	0.0	175.4	273.03	1.07	142.7	0.0	0.0	0.0	194.93	215.92	0.45	87.86	45.27	0.23	0.0	148.08	0.0	0.0	279.7	135.0	4.41	0.0	65.9	0.0	644.39	125.85	153.89	0.17	131.51	0.26	0.0	0.0	161.22	0.0	3.03	0.58	0.0	39.39	60.47	75.6	66.88	0.0	29.7	31.2	32.83
Olfr658	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.05	0.19	0.0	0.0	0.0	0.43	0.03	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.06	0.14
Papln	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.94	2.47	3.54
Parg	30.8	0.77	10.15	0.0	0.37	0.1	32.43	0.04	0.37	1.5	43.84	2.06	0.0	1.65	0.0	28.05	0.02	4.08	0.0	0.0	0.0	0.0	0.1	0.0	0.0	58.0	0.06	0.0	86.48	0.02	0.03	0.38	0.0	0.06	3.83	0.0	0.0	63.45	0.0	10.06	36.74	8.47	5.12	6.61	5.73	0.0	22.44	21.15	23.7
Pcif1	0.0	0.0	62.32	0.0	224.58	0.0	0.0	4.58	6.38	0.0	0.0	19.4	0.0	21.06	0.0	12.43	4.13	0.0	0.0	14.85	1.57	0.0	0.0	0.49	3.68	0.0	0.0	2.07	149.6	0.0	0.08	4.59	13.08	22.04	0.0	0.0	0.0	10.52	0.0	0.74	0.0	17.55	1.84	9.13	5.8	2.69	35.92	40.03	35.68
Pde4b	54.17	239.55	364.86	292.42	566.66	155.19	123.91	103.86	161.9	147.12	244.87	0.0	88.63	3.66	357.51	100.99	92.79	41.84	0.48	18.15	76.9	143.25	281.18	47.44	1.29	14.15	83.66	83.45	586.32	25.74	143.08	0.0	0.17	176.17	184.9	8.49	0.0	8.55	117.5	208.98	0.0	17.36	84.51	51.75	41.99	21.09	82.75	83.55	83.32
Pgm1	0.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0	0.39	36.69	0.0	3.63	0.0	0.0	0.0	0.47	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	45.62	7.94	0.0	95.47	90.16	89.75	0.0	0.13	0.0	0.0	0.0	0.0	0.45	0.0	0.0	0.0	9.29	15.17	10.5	7.06	0.0	10.78	10.67	10.38
Phactr3	74.59	0.39	0.18	8.45	66.88	0.0	0.0	0.0	0.0	22.91	0.0	0.0	67.19	46.4	0.0	0.0	0.0	0.03	28.33	41.22	6.1	0.0	24.77	0.06	3.2	7.8	0.0	0.0	93.61	17.14	1.83	0.0	0.0	0.0	0.0	0.0	0.0	25.3	40.59	0.21	10.52	3.27	3.37	5.36	3.93	0.0	66.7	67.73	71.18
Phf1	0.0	0.0	12.06	0.0	0.0	0.0	0.0	0.0	3.17	0.0	0.0	0.0	0.0	0.0	0.0	19.03	0.0	0.0	1.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.71	1.14	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.37	0.43	1.86	0.0	39.84	41.18	38.9
Phf21a	0.0	0.0	0.28	26.58	0.0	0.2	0.0	0.0	0.05	0.12	1.27	5.53	0.0	0.07	0.88	0.0	0.0	0.18	8.11	0.0	0.06	0.0	0.0	29.74	0.0	0.86	13.87	0.0	65.76	0.02	0.0	0.15	0.0	6.37	0.0	16.98	5.08	1.06	0.0	0.06	0.0	0.14	3.03	4.25	2.11	0.0	18.71	19.05	20.41
Pigw	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.37	0.0	0.0	0.0	0.49	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.19	0.0	0.45	88.74	0.0	46.94	0.22	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.07	2.45	2.16	0.06	6.0	4.95	5.9
Plekha8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	118.64	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.05	0.0	41.38	0.0	0.0	0.0	23.27	0.0	0.0	68.54	40.26	0.03	0.0	0.0	0.02	0.0	80.87	0.0	0.0	0.0	0.02	0.0	9.2	5.24	1.38	3.62	0.0	8.84	8.58	8.01
Plekho1	0.0	108.02	0.0	101.1	0.41	11.68	0.0	1.84	3.13	5.52	2.43	0.92	0.0	3.2	0.0	0.0	0.0	80.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	122.61	0.0	0.93	135.79	0.44	25.15	65.75	0.0	0.0	0.0	0.0	0.1	0.0	9.69	16.58	10.33	7.56	0.0	52.38	54.88	52.69
Plod3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.59	0.0	0.0	27.53	0.0	0.0	0.0	127.41	0.49	0.0	0.0	0.27	0.04	0.0	0.0	0.0	0.0	0.0	12.87	0.0	0.18	1.0	2.84	0.64	0.0	21.87	22.46	21.84
Polr3e	0.5	48.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.2	0.0	0.02	21.42	0.04	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	174.91	6.49	0.03	0.0	7.7	0.0	0.0	0.0	0.3	0.0	0.0	0.07	0.0	3.42	2.42	4.11	3.48	0.0	23.61	27.48	23.53
Pomt1	1.36	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.98	0.0	0.0	168.64	0.04	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.19	0.0	0.11	0.42	0.61	1.6	0.34	10.93	10.55	13.22
Pppde2	0.0	0.0	144.6	111.1	0.0	21.65	0.0	0.0	0.0	0.0	0.19	0.0	0.0	3.95	0.21	0.03	0.09	3.89	4.53	43.11	0.0	113.51	0.0	0.0	0.0	1.31	0.0	99.81	142.74	10.3	132.6	0.33	0.0	4.13	0.0	0.0	0.0	104.26	0.0	0.33	0.0	5.97	4.3	9.56	11.2	0.0	103.5	101.86	107.13
Ppt2	0.46	4.29	0.0	0.0	116.12	49.69	0.0	9.87	0.0	0.0	0.65	25.91	0.0	0.0	113.61	0.0	1.31	0.0	47.01	14.47	0.0	2.06	0.26	6.9	0.0	1.51	0.0	0.0	60.09	85.89	0.07	25.77	0.0	68.44	91.78	42.95	0.0	5.17	0.0	0.41	0.0	8.04	14.58	20.09	25.03	0.0	27.67	29.81	30.61
Prcc	0.38	0.07	0.1	0.0	0.0	0.21	0.0	1.39	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.31	0.0	0.22	0.0	0.28	37.75	1.02	0.0	91.63	0.16	0.22	0.12	39.01	47.22	0.0	0.0	0.0	0.0	0.0	0.07	0.15	0.15	2.93	5.23	1.36	0.0	40.62	42.51	39.66
Psd3	23.94	79.85	60.64	38.6	41.09	32.55	46.63	26.75	11.42	86.11	73.8	112.61	18.18	42.62	72.18	22.03	151.1	88.18	79.4	49.63	20.07	82.11	42.72	88.3	156.63	80.61	89.26	60.86	214.99	144.79	160.09	62.39	36.18	34.93	83.63	16.99	25.0	17.91	13.81	30.17	15.68	48.83	48.78	45.11	41.08	103.33	186.39	161.39	187.14
Ptprg	0.16	0.0	0.0	0.1	0.05	0.0	0.1	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.04	0.08	0.0	23.04	3.83	5.48	8.8	0.0	0.0	11.28	0.26	0.05	0.0	0.65	18.03	0.02	0.0	11.24	0.0	0.0	0.01	0.0	2.8	5.5	4.98	3.16	0.0	27.45	26.48	29.73
Rasa4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.39	0.0	0.0	0.0	0.0	0.0	3.0	0.0	80.23	0.0	0.04	49.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.1	0.12	0.75	0.0	5.56	5.17	4.58
Rassf5	0.0	0.0	0.0	0.0	0.0	15.39	0.0	0.06	0.0	9.89	0.0	0.0	0.0	0.0	0.0	0.0	1.82	0.0	0.0	0.0	104.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	117.15	0.0	0.0	0.0	0.08	0.0	0.0	2.69	0.0	0.0	0.0	0.4	0.09	6.49	12.13	11.47	5.69	0.0	21.93	21.35	19.75
Rbm33	152.02	10.74	0.0	0.02	0.0	10.04	0.14	0.02	27.61	52.29	10.23	40.21	0.0	0.0	0.0	0.02	4.52	0.0	0.0	0.0	0.04	0.57	0.05	0.02	21.87	1.45	0.0	0.0	61.03	4.19	0.07	0.23	0.0	0.01	2.4	0.0	3.66	17.41	0.0	0.03	0.0	4.41	6.28	3.93	4.32	0.0	31.73	30.47	35.36
Rhobtb3	0.0	0.0	0.02	3.27	3.9	0.0	0.0	0.0	0.0	0.0	0.0	4.36	18.07	0.0	0.0	0.45	0.05	0.07	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.05	0.11	13.46	0.0	0.0	4.85	0.0	0.0	0.0	83.83	0.0	0.05	0.0	6.74	2.09	1.04	1.39	0.0	13.77	13.12	13.53
Rnf122	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.51	0.0	4.29	0.0	3.66	4.15	4.44
Rnmtl1	0.0	133.4	0.0	0.0	0.0	130.36	0.0	0.0	4.11	0.0	0.0	175.75	0.0	0.0	0.0	1.39	101.63	0.0	0.0	0.0	0.27	0.0	249.01	0.0	0.0	0.0	159.67	0.0	186.08	143.07	0.0	0.0	0.0	0.17	0.0	0.0	118.03	0.0	0.0	0.56	119.95	18.24	17.93	15.44	15.64	0.0	14.25	15.82	13.67
Rpl22	0.0	85.72	6.33	0.0	7.84	149.4	3.14	0.0	40.11	15.61	0.0	0.2	161.51	16.63	0.0	13.38	159.89	2.17	9.1	30.54	122.72	26.66	0.0	10.63	0.0	47.39	7.46	243.32	269.36	16.87	0.0	9.96	9.31	20.43	209.03	0.0	20.35	0.0	191.42	16.4	0.0	45.04	30.8	42.82	35.67	14.3	81.32	88.47	82.39
Scamp5	132.92	11.17	130.2	0.0	2.05	0.0	15.76	158.56	15.92	1.61	5.08	122.44	143.85	0.0	0.0	54.19	6.6	23.19	10.91	24.3	0.0	73.74	8.93	16.5	15.29	2.25	2.52	31.09	188.28	67.15	2.76	16.54	61.76	2.57	0.0	2.36	46.39	169.29	0.33	0.81	133.67	15.95	35.23	38.38	39.81	0.0	323.92	334.22	327.86
