	Chrna2_tdTpositive_cell_18	Chrna2_tdTpositive_cell_67	Ctgf_tdTpositive_cell_12	Ctgf_tdTpositive_cell_14	Ctgf_tdTpositive_cell_15	Ctgf_tdTpositive_cell_16	Ctgf_tdTpositive_cell_20	Ctgf_tdTpositive_cell_21	Htr3a_tdTpositive_cell_93	Htr3a_tdTpositive_cell_97	Htr3a_tdTpositive_cell_106	Ntsr1_tdTpositive_cell_10	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_30	Ntsr1_tdTpositive_cell_31	Ntsr1_tdTpositive_cell_36	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_40	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_47	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_57	Rbp4_tdTpositive_cell_1	Rbp4_tdTpositive_cell_4	Rbp4_tdTpositive_cell_6	Rbp4_tdTpositive_cell_50	Rbp4_tdTpositive_cell_70	Rbp4_tdTpositive_cell_159	Rbp4_tdTpositive_cell_170	Rorb_tdTpositive_cell_43	Rorb_tdTpositive_cell_48	Scnn1a.Tg3_tdTnegative_cell_20	Slc17a6_tdTpositive_cell_24	Slc17a6_tdTpositive_cell_40	Sst_tdTpositive_cell_18	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_7	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Hist1h2bq	0.0	0.0	0.13	0.26	0.15	0.15	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.39	0.0	0.0	0.16	0.0	0.15	0.15	0.24	0.0	0.42	0.08	0.11	0.57	0.0	0.36	0.0	0.0	0.09	0.29	0.0	0.07	0.07	0.06	0.0	0.07	0.11	0.53	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.38	0.28	0.38
Hist1h2br	0.0	0.0	0.13	0.26	0.15	0.15	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.39	0.0	0.0	0.16	0.0	0.15	0.15	0.24	0.0	0.42	0.08	0.11	0.57	0.0	0.36	0.0	0.0	0.09	0.29	0.0	0.07	0.07	0.06	0.0	0.07	0.11	0.53	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.38	0.28	0.38
Hr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.0	0.0	1.24	0.0	0.0	0.46	0.22	1.37	0.88	0.06	0.0	3.47	0.0	0.0	0.0	0.0	17.26	19.01	18.77
Ighmbp2	0.0	0.27	0.43	0.73	0.59	0.32	0.21	0.39	0.28	0.12	0.85	0.2	5.87	0.06	0.36	0.26	0.02	0.7	0.48	0.7	0.85	0.52	0.53	0.4	7.01	0.97	1.15	36.23	0.46	4.74	0.31	0.29	9.85	0.21	0.14	0.42	1.02	4.08	4.03	1.29	3.32	0.15	3.4	1.03	1.06	0.83	1.13	0.46	0.07	0.3	0.13	0.36	0.22	0.21	6.15	6.87	6.15
Il20rb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.86	0.58
Insm2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	1.38	0.0	0.0	0.48	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.25	0.27	0.36
Iyd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97	1.59	0.67
Kcnk4	21.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.25	0.0	0.0	7.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.13	0.17	11.27	0.0	0.34	0.0	0.0	8.08	0.0	2.69	3.55	11.73	4.19	15.7	11.88	2.44	4.22	3.24	0.0	0.0	0.0	21.48	0.0	4.61	0.0	16.23	16.52	19.04
Ksr2	0.0	0.0	0.2	0.0	0.0	0.0	0.44	1.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.3	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.82	0.0	22.46	2.06	1.5	0.0	0.0	0.08	0.0	0.63	0.81	2.08	0.0	0.19	0.65	0.68	0.0	0.14	0.28	0.06	0.16	0.0	0.0	0.81	1.88	0.15	0.0	13.16	12.08	15.64
Lmbr1	1.53	0.73	0.12	9.74	1.93	6.0	0.33	19.48	0.06	0.55	29.13	2.12	0.0	0.03	0.0	10.89	0.0	0.08	0.08	0.0	5.03	34.27	0.1	5.68	0.0	0.0	3.29	5.29	44.73	61.35	29.1	0.17	79.09	1.17	0.02	0.05	4.28	10.01	0.52	4.3	3.37	14.03	5.75	2.62	6.95	6.77	6.69	0.58	1.11	0.0	27.13	127.47	0.55	0.0	20.96	21.03	19.99
Lrrc16b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.42	0.0	0.0	0.0	0.0	0.11	0.0	0.0	1.47	0.37	0.95	0.52	0.06	0.9	0.0	0.26	0.15	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.65	27.88	28.75
Man2a1	3.03	0.0	0.0	0.0	1.13	0.21	0.0	0.0	7.42	0.0	0.0	0.0	0.0	5.7	0.0	3.02	0.0	8.6	2.13	0.0	2.04	3.9	0.0	0.0	0.0	0.0	13.57	2.91	0.0	14.38	0.0	0.0	0.0	11.44	26.03	7.14	8.65	4.77	6.36	2.47	2.49	4.57	4.93	0.42	2.42	1.79	3.56	0.0	0.0	0.0	0.0	0.07	0.0	11.0	15.39	13.21	13.12
Mcc	0.0	0.99	2.48	3.14	2.22	1.86	1.57	1.11	1.03	0.96	1.03	1.16	2.09	0.52	0.0	0.76	1.11	1.44	2.06	0.76	1.88	0.8	1.49	1.9	0.82	12.13	1.82	1.11	0.39	31.46	0.57	0.79	0.92	0.55	2.59	21.88	1.24	3.66	5.4	1.38	12.53	3.65	4.34	2.56	5.4	4.07	5.42	1.13	0.27	1.43	0.45	0.92	0.88	0.65	6.31	6.03	6.25
Mir344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.79	0.0	8.39	1.58	1.73
Myo18b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.27	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.4	2.21	1.6	0.0	0.0	0.46	0.66	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85	0.93	1.19
Olfr692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71	0.67	1.16
Olfr975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pcp4	4061.01	3218.74	3820.49	4639.95	2818.82	3589.97	4341.13	3144.88	3283.35	3348.15	3629.17	4339.69	7467.74	5181.2	3621.88	2768.61	6240.76	4858.15	6808.32	7407.1	3733.22	6583.41	5456.32	3276.12	3758.52	3472.73	2429.01	2882.67	3535.48	1299.54	3911.49	3176.45	4710.66	7030.52	4796.79	5005.09	4246.61	4480.25	4373.65	4108.26	3507.01	3446.01	3901.08	5219.57	2919.09	3442.63	3306.12	7638.97	5202.71	6941.16	7178.2	6670.6	6291.11	8685.7	788.83	807.59	741.11
Peo1	0.0	0.16	27.58	5.41	0.59	0.0	0.35	0.39	0.47	0.0	1.06	0.0	0.0	0.0	0.0	0.17	0.31	0.28	0.15	0.0	0.0	0.19	0.0	0.0	0.0	0.09	0.0	0.44	0.41	24.89	0.0	0.13	0.0	0.17	0.15	0.0	6.95	0.9	0.23	3.18	6.77	7.53	2.32	2.2	3.63	1.59	3.07	0.09	0.62	0.33	0.0	0.0	0.0	0.0	11.52	10.95	10.76
Plch2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.28	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.0	0.0	0.0	0.0	0.0	1.27	0.0	0.0	0.47	0.34	0.0	0.0	0.0	0.42	0.0	0.0	0.0	49.35	50.0	54.36
Pou1f1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.12
Prkg1	0.3	0.25	0.99	1.16	0.89	0.12	2.46	1.6	0.34	0.13	0.25	7.76	0.35	0.23	0.14	0.14	0.05	0.84	1.07	0.05	0.12	0.28	0.22	0.56	0.1	0.06	0.1	0.37	0.08	3.88	0.0	0.26	0.14	0.59	0.63	0.17	3.98	0.15	1.63	1.09	3.71	1.29	1.31	3.62	2.61	3.42	2.97	0.16	0.16	0.19	0.15	0.18	0.04	0.16	5.98	5.38	6.26
Prss38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.08	0.17
Rd3	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.04	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.15	0.17
Sema6b	0.0	0.0	1.94	0.15	0.17	0.0	0.0	0.0	0.0	0.0	1.88	3.8	0.0	0.0	0.0	0.0	2.9	0.0	14.47	0.09	0.94	0.0	1.33	0.0	0.0	0.0	0.0	0.9	1.75	9.17	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.67	0.46	1.26	0.48	0.0	0.2	1.74	0.4	0.92	1.57	4.47	0.0	0.0	0.0	12.45	1.14	0.0	89.62	103.34	93.97
Serpinc1	0.0	0.0	0.0	0.0	10.01	0.0	0.25	0.8	0.71	0.0	0.0	0.0	0.0	0.0	1.8	0.0	0.87	1.19	0.0	0.16	0.2	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	22.42	0.54	0.0	0.0	0.0	1.89	0.0	0.68	0.0	0.0	1.89	0.14	5.74	1.15	0.37	1.11	1.12	0.16	0.3	0.0	0.0	0.0	3.2	0.99	0.0	0.09	0.09	0.14
Sesn2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.34	0.0	0.0	0.0	94.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.86	11.87	9.1
Sike1	0.0	0.0	1.74	0.0	0.0	0.0	0.0	0.21	0.11	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	7.93	0.0	0.12	0.13	0.0	0.18	0.0	0.0	0.0	2.31	0.11	0.5	60.03	0.1	0.14	0.0	0.0	0.12	0.0	1.52	0.38	0.41	0.0	7.14	0.41	0.18	4.73	2.03	3.69	1.61	0.08	1.06	0.0	0.6	0.0	0.0	0.0	25.68	23.76	25.84
Slc44a5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.12	0.0	0.0	0.0	0.0	0.0	6.66	2.92	0.0	0.0	0.0	0.29	4.52	0.0	0.0	0.43	0.33	0.34	0.39	0.0	0.0	0.0	0.0	0.0	0.0	6.71	6.51	7.08
Slco6d1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Smarcd3	0.0	0.0	0.0	0.33	0.0	0.38	0.0	0.0	1.78	0.0	57.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.93	3.92	0.0	1.54	1.46	1.58	0.0	0.0	0.0	6.74	0.0	9.99	0.0	1.1	0.0	0.0	0.0	2.55	6.25	0.42	6.08	0.78	2.29	6.07	0.14	2.44	3.68	4.04	4.28	0.95	1.2	0.0	0.0	3.1	0.0	0.0	88.45	93.11	89.65
Snora17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.28	0.0	0.0	10.43	0.0	0.0	0.0	2.77	9.67	0.0	0.0	0.0	0.0	2.92	0.0	0.0	0.0	4.27	0.0	81.0	0.0	0.0	5.16	22.49	0.0	3.02	19.11	9.59	12.02	4.54	0.0	0.0	0.0	2.65	4.0	4.52	4.58	8.46	3.82	14.92	22.51	12.71	0.0	0.0	4.06	1.93	11.68
Srebf1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	11.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.46	27.8	28.11
Tbxa2r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	1.3	0.93	1.01
Ticam1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.31	0.0	0.0	0.0	0.0	0.0	42.65	0.0	0.0	0.0	8.04	0.0	0.0	0.0	0.0	0.0	8.11	0.0	4.15	8.63	13.33	0.11	0.0	3.43	26.66	0.0	0.0	0.0	0.0	0.0	0.0	4.95	4.96	4.96
Tmem192	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.46	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	81.74	76.78	0.0	0.47	0.0	0.0	0.0	17.68	1.86	5.91	1.81	1.55	0.0	0.0	1.55	1.04	2.19	9.14	1.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.81	29.17	27.31
Tnpo1	11.29	0.0	0.33	0.61	0.0	0.0	0.0	0.0	0.33	0.0	1.17	0.0	0.0	0.65	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	5.22	17.59	0.0	0.0	0.0	1.06	1.73	21.74	0.0	0.0	0.0	0.0	0.0	0.0	5.6	0.59	0.26	0.06	1.87	1.58	3.45	0.91	1.37	0.76	1.21	0.0	0.32	0.0	0.0	0.0	0.0	0.0	27.68	24.03	28.16
Trim25	0.0	0.0	0.0	0.0	1.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.07	0.0	0.0	0.0	0.54	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.39	0.2	0.18	0.59	0.92	0.52	0.04	0.21	0.12	0.25	0.0	0.0	0.0	0.04	0.0	0.0	0.0	3.28	3.13	3.95
Tsen54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.17	0.0	1.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.32	0.0	0.15	0.88	0.0	2.22	0.31	1.76	1.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.6	8.72	8.1
Vipr1	2.65	0.17	0.0	0.0	0.0	0.0	0.0	0.0	3.25	0.0	0.0	0.0	12.66	0.0	0.0	0.0	8.62	0.04	0.39	0.28	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.95	32.21	0.0	0.0	0.0	0.71	0.0	0.0	0.14	0.87	0.87	3.96	1.15	0.35	2.49	0.32	1.27	1.18	0.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.95	18.84	15.92
Wnt3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.88	0.0	0.0	0.0	0.0	0.0	0.0	1.36	0.0	0.0	0.0	0.0	0.0	2.92	0.0	0.48	0.33	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8	1.97	1.5
Zbtb10	3.54	0.0	0.0	1.62	0.0	1.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	24.08	0.0	0.06	0.0	0.39	0.0	0.0	0.0	0.62	0.0	1.39	0.24	0.27	1.11	0.18	0.47	1.14	0.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.6	4.25	3.46
