	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_51	Ctgf_tdTpositive_cell_11	Ctgf_tdTpositive_cell_17	Htr3a_tdTpositive_cell_96	Htr3a_tdTpositive_cell_107	Htr3a_tdTpositive_cell_111	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_38	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_42	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_48	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_52	Ntsr1_tdTpositive_cell_77	Rbp4_tdTpositive_cell_1	Rbp4_tdTpositive_cell_159	Rorb_tdTpositive_cell_40	Scnn1a.Tg3_tdTpositive_cell_62	Slc17a6_tdTpositive_cell_3	Slc17a6_tdTpositive_cell_23	Slc17a6_tdTpositive_cell_24	Slc17a6_tdTpositive_cell_40	Sst_tdTpositive_cell_18	Vip_tdTpositive_cell_69	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_7	CAV_LP_Ipsi_tdTpos_cell_16	CAV_LP_Ipsi_tdTpos_cell_22	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_25	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Hist1h2br	0.0	0.13	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.25	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.31	0.09	0.07	0.0	0.07	0.11	0.53	0.0	0.0	0.0	0.0	0.07	0.0	0.28	0.0	0.0	0.0	0.38	0.28	0.38
Hnrnpm	27.35	0.0	26.86	2.42	79.06	0.52	53.45	0.0	1.23	14.12	16.6	92.95	13.87	160.99	17.76	0.82	180.39	92.73	272.05	0.2	0.0	28.31	94.58	1.25	60.88	0.0	43.54	0.0	26.89	45.63	52.56	23.72	19.49	28.99	9.19	0.0	0.0	25.82	12.33	13.58	5.04	5.65	20.93	0.0	104.16	98.6	100.25
Htr7	6.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.02	8.76	8.35
Il1rap	0.0	0.0	0.0	0.0	0.65	0.0	0.38	0.0	0.0	87.6	0.06	0.0	0.16	32.11	0.37	3.88	27.57	0.3	272.24	0.0	38.8	0.0	45.04	0.0	1.99	0.9	0.15	0.0	21.87	8.98	15.61	15.91	18.12	26.93	9.3	13.33	0.0	0.0	0.0	0.0	0.06	0.0	79.13	0.0	22.46	20.34	24.53
Irf9	0.0	0.24	0.63	0.0	0.29	0.0	0.0	5.56	0.0	0.64	0.13	0.15	0.33	0.38	0.15	0.13	0.14	0.18	111.05	0.0	0.44	0.19	0.56	2.55	0.46	0.25	0.04	0.19	6.08	4.12	0.44	2.81	2.37	5.48	0.29	0.0	0.0	27.92	0.0	0.0	0.1	16.09	3.24	0.0	13.97	12.58	10.7
Irgq	3.92	0.06	0.15	0.76	2.77	2.03	0.54	0.06	0.05	2.02	0.07	0.69	0.0	41.41	2.97	0.14	0.14	0.22	38.26	0.42	21.64	0.0	1.62	0.0	0.88	0.25	11.77	0.07	9.57	3.16	4.0	6.06	5.09	4.48	0.43	12.61	1.53	0.0	0.03	29.17	0.0	0.29	1.82	0.13	67.22	66.07	66.39
Itpk1	5.6	0.15	0.41	0.0	0.0	1.31	22.71	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	116.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	5.59	0.0	1.04	1.81	1.94	13.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.45	0.0	38.87	41.54	45.24
Larp1	0.19	0.0	1.75	0.4	1.03	22.54	1.17	0.05	0.0	0.82	0.0	0.0	7.43	3.15	2.5	0.0	40.98	0.08	25.91	38.98	1.59	0.0	15.61	0.0	44.47	27.94	3.18	0.07	10.79	6.39	6.24	10.51	6.59	9.69	0.0	7.93	0.0	0.0	0.0	5.78	0.0	0.0	0.05	0.0	53.52	50.27	54.8
Ldlrap1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.99	4.28	3.7
Lemd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	122.07	68.03	5.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.57	1.65	2.34
Lgi3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.84	0.0	0.11	142.29	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	3.93	1.12	0.0	0.19	2.16	2.18	0.0	2.83	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	78.19	93.27	93.65
Lipm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.1	0.11
Lrg1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33	2.3	2.29
Map3k11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.52	0.0	0.32	0.0	0.0	0.0	0.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.65	18.28	16.03
Mdn1	2.91	0.96	2.16	2.83	2.38	2.7	0.44	0.0	0.02	0.6	13.38	2.12	14.38	0.6	13.25	0.0	12.49	0.49	41.92	3.6	0.24	20.36	2.35	10.44	18.18	1.14	8.21	0.04	3.7	1.61	1.66	3.62	2.58	2.58	9.02	0.0	0.0	6.87	1.1	0.0	3.0	4.5	1.4	0.0	15.23	12.55	16.12
Mfi2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.47	0.93
Mill2	0.0	0.0	0.0	0.0	0.0	39.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	3.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.25	2.47	3.19
Mms19	44.11	6.71	0.0	0.0	0.0	43.22	19.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	77.04	0.13	197.56	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	10.25	1.61	6.35	13.44	12.58	9.69	0.0	0.0	0.0	0.0	0.0	14.46	0.0	0.0	0.0	26.23	26.59	26.33	25.8
Mta1	9.69	0.0	0.0	0.0	1.17	0.0	0.0	13.74	0.0	2.83	0.0	0.0	21.74	4.31	0.12	0.0	0.15	0.13	154.42	3.22	0.0	0.0	0.0	8.66	2.74	15.17	11.79	0.0	0.0	0.19	6.19	3.87	2.73	5.0	11.05	1.16	0.0	2.66	0.0	0.61	0.0	0.0	0.0	0.0	51.69	54.19	55.54
Myo1c	0.74	0.93	0.89	2.01	0.87	0.63	12.49	0.27	0.76	0.39	0.66	0.1	1.05	0.22	0.89	0.5	0.6	0.06	62.41	0.46	0.97	1.12	5.13	0.6	0.66	0.69	0.5	0.41	0.88	1.34	4.53	1.31	2.97	2.72	1.16	0.07	0.54	0.0	0.63	0.59	0.24	0.48	1.24	0.09	11.94	10.43	9.49
N4bp2l1	0.34	0.0	0.0	0.69	26.03	44.81	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	180.1	0.0	0.13	0.0	0.0	84.4	0.31	0.28	49.08	0.0	4.74	9.16	0.63	9.48	11.3	11.77	1.03	0.15	0.0	0.0	142.46	0.0	0.0	0.0	0.0	0.0	31.4	30.17	27.2
Nek5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.27	0.21
Nfatc4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.01	0.02	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.96	1.22	1.24
Nipbl	0.51	14.73	1.17	13.8	0.0	8.36	5.59	0.0	0.0	22.79	23.31	0.09	1.06	0.0	0.79	4.21	0.0	0.06	115.7	0.0	5.52	0.04	6.4	2.07	0.0	0.83	10.7	0.0	16.28	7.41	10.95	10.86	9.95	10.86	0.59	1.4	2.66	0.1	0.06	0.0	0.0	0.05	0.51	46.22	15.72	11.37	16.12
Nop14	0.0	9.91	34.29	39.06	13.63	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.34	0.13	83.73	0.0	8.36	128.47	0.0	0.09	0.0	31.81	0.0	0.0	51.59	18.04	0.0	0.53	10.98	15.8	3.64	11.08	6.81	16.61	15.98	0.0	0.0	0.0	0.0	5.92	173.55	0.0	25.16	17.17	18.85	18.06
Numa1	9.1	0.0	0.0	0.0	3.84	0.0	0.0	0.0	0.0	18.56	0.0	0.0	0.0	1.02	10.91	0.0	25.47	0.1	14.87	0.0	0.0	0.26	0.0	0.0	0.0	1.15	0.35	0.0	4.25	6.23	2.62	3.17	5.08	3.78	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.64	43.15	46.99
Nup155	5.14	0.98	5.19	21.27	0.0	30.12	0.0	0.0	0.0	4.1	0.0	0.0	12.11	0.0	0.0	8.86	0.07	0.0	78.83	42.87	5.21	0.43	0.0	0.0	0.09	0.72	3.25	0.0	0.33	1.47	3.87	5.82	4.83	4.87	34.0	17.19	0.0	0.0	0.0	12.17	0.0	0.07	0.0	0.0	12.0	10.48	10.27
Nusap1	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.93	0.0	0.48	0.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.96	1.8	2.14
Olfr1420	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.1	0.11
Oprd1	0.15	2.9	0.0	0.16	0.0	1.84	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.08	0.0	0.0	0.0	11.75	0.16	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.42	0.09	0.0	0.29	0.0	0.43	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	14.02	13.62	14.1
P2ry2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.4	0.68
P4ha3	0.43	0.18	0.46	0.0	0.0	0.18	0.44	0.15	0.0	0.0	0.39	0.0	0.73	0.0	0.33	1.09	0.18	0.29	101.03	0.0	0.9	0.25	0.78	0.0	0.0	0.0	0.14	0.1	0.0	0.0	0.24	0.13	2.06	1.42	0.12	0.0	0.0	0.12	0.0	28.47	0.0	0.0	0.15	0.11	3.51	3.19	3.45
Pag1	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.12	0.0	0.0	0.07	0.0	0.0	0.09	0.34	0.04	0.08	0.0	73.49	0.0	0.09	0.0	0.0	0.1	0.08	0.0	0.0	0.05	0.0	0.0	2.34	0.83	0.91	0.86	0.04	0.0	0.0	0.03	0.0	0.0	10.78	0.15	14.32	0.0	12.55	11.49	12.95
Pcdhga2	3.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	143.75	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.59	3.91	0.0	7.23	5.33	2.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.95	9.97	9.42
Pcp4	5117.81	4955.04	4159.66	5350.95	5130.46	3849.16	5293.38	7467.74	5853.47	5178.03	6240.76	5326.1	6808.32	7407.1	3680.68	6583.41	5620.14	5251.38	3276.12	3535.48	3706.04	5307.32	4815.87	3923.3	7030.52	4796.79	5005.09	5492.66	4480.25	4928.48	5219.57	2919.09	3442.63	3306.12	7638.97	5202.71	4255.66	4654.82	6941.16	7178.2	5557.87	6670.6	6291.11	8685.7	788.83	807.59	741.11
Pex11a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	104.06	0.21	117.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.46	7.07	10.32	2.46	5.38	0.0	2.78	0.0	0.0	0.0	66.57	0.0	0.0	0.0	0.0	9.94	10.56	9.91
Pi4kb	0.17	0.0	3.02	0.17	0.29	1.86	0.95	0.0	2.27	0.0	0.0	0.0	0.79	0.19	0.0	0.09	0.0	12.73	75.84	16.97	1.38	0.69	0.77	0.0	0.0	5.72	0.0	0.0	0.61	4.44	5.47	7.98	2.65	5.36	0.57	18.22	0.08	0.0	0.0	0.0	0.0	0.12	0.08	0.0	35.74	35.19	35.07
Pik3c2a	4.35	0.15	11.06	0.08	0.3	0.36	0.48	0.09	0.09	28.82	0.24	20.46	22.2	17.56	0.44	0.08	30.68	0.49	128.03	11.98	0.46	1.56	34.08	0.41	0.03	19.91	10.77	0.92	10.34	4.72	2.89	4.33	4.06	2.97	17.18	15.41	0.15	28.23	1.52	0.27	31.17	7.8	0.0	0.09	11.9	9.82	12.1
Pla2g4a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	134.79	0.0	0.0	0.41	0.0	72.89	0.0	0.0	0.0	101.3	0.0	1.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.52	0.0	0.0	0.1	0.6	1.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.05	3.1	3.57
Plcg1	9.59	0.09	0.0	0.0	0.0	3.71	9.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.18	19.75	3.25	13.16	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.85	2.21	5.54	4.69	3.42	9.6	0.07	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.58	47.21	51.72
Plk1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.92	3.18	2.13
Plod2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.08	0.0	0.0	0.0	0.0	0.0	0.0	30.2	0.06	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	23.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.42	4.02	4.12
Prr24	1.16	0.0	0.0	0.0	37.37	0.0	0.0	0.0	0.0	0.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	61.4	29.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.27	0.0	0.24	0.9	2.28	5.24	0.0	7.04	0.0	0.0	104.44	0.0	0.0	0.0	0.0	0.0	36.73	42.02	40.0
Prrt3	0.0	0.0	0.0	0.0	3.26	23.01	3.1	0.0	0.0	0.0	28.07	0.08	0.0	0.0	1.03	0.1	0.13	0.0	47.9	0.0	0.22	0.0	0.56	4.08	11.45	0.0	0.0	0.0	1.4	3.81	6.32	0.36	1.76	2.09	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	2.48	0.65	39.26	41.02	44.37
Prss52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.28	0.31
Rai2	25.77	0.0	8.94	0.0	0.0	0.0	0.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	123.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	369.9	0.0	7.08	3.66	0.68	0.0	0.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.96	10.39	9.98
Ralgds	29.28	16.25	0.0	0.0	0.0	0.0	8.54	0.0	0.0	0.0	54.57	0.0	51.3	0.0	0.09	0.0	78.2	0.1	84.38	0.0	0.0	25.26	0.0	0.0	55.85	0.14	16.93	0.37	6.15	1.5	1.42	5.87	7.06	6.95	0.09	0.0	0.08	0.0	0.0	1.67	0.0	0.0	0.0	0.0	60.54	63.25	59.45
Rasd2	13.02	0.09	0.0	0.37	0.43	0.0	0.43	0.57	0.43	73.57	0.12	0.1	0.7	0.61	0.58	0.15	1.31	0.9	7.57	0.44	0.43	0.2	1.11	0.87	0.83	0.41	29.21	0.32	0.26	8.51	6.66	5.3	4.27	3.54	1.12	3.62	0.58	0.27	1.13	0.51	0.99	0.64	0.57	0.35	129.85	133.27	128.26
Rasl10a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	147.66	0.0	15.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.13	1.2	7.93	6.12	11.22	16.18	0.0	0.0	0.0	0.27	0.0	0.22	0.0	0.0	0.0	0.0	60.71	61.9	57.04
Rnf207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.14	0.0	0.0	0.0	0.0	19.1	0.0	1.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.12	0.0	0.0	0.0	6.48	6.27	7.68
Rnf219	0.56	20.72	0.45	0.26	0.21	0.0	0.2	0.0	79.54	20.88	0.36	40.6	0.11	0.0	0.22	0.35	0.53	0.67	241.64	75.29	6.89	0.1	4.34	0.49	0.17	0.0	0.08	0.3	8.18	8.56	19.65	20.05	20.53	20.7	11.92	32.92	0.0	10.4	0.08	0.2	0.05	0.0	33.45	0.0	9.27	7.78	8.43
S100a6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.0	9.08	0.0	1.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.69	24.87	26.37
Sbf1	0.0	0.0	12.36	1.34	0.31	18.66	0.0	0.0	0.0	13.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	66.8	37.9	0.0	7.32	14.41	0.0	16.59	0.0	0.0	0.0	4.06	4.86	2.4	2.0	4.61	2.99	0.0	0.0	0.09	0.0	8.99	0.0	0.0	0.0	0.0	0.0	87.42	87.58	93.92
Scx	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.19	3.84	4.39
Sema3b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.24	1.65	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.83	2.23	2.45
Serpinb6c	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.99	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.22	0.24
Sgol1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.13	0.14
Slc19a3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.65	2.22	2.67
Slc26a5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.47	0.27
Slc39a8	0.19	0.0	0.0	0.15	0.0	0.0	0.44	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.28	0.18	0.0	0.05	0.99	0.0	0.33	0.0	0.0	0.0	0.19	0.0	0.06	0.0	0.22	0.12	0.29	0.0	0.0	0.09	0.0	0.09	0.0	0.0	0.17	0.0	0.0	0.13	0.15	0.07	3.14	3.04	3.32
Slc43a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.04	0.2
Smoc2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.03	10.37	10.17
Smpd3	10.76	0.0	0.0	0.13	0.0	0.96	0.38	0.0	0.0	2.76	0.0	0.0	0.12	30.16	0.07	0.31	9.99	13.02	6.52	0.18	5.37	0.89	0.0	0.15	0.45	0.1	0.18	0.55	5.51	5.21	5.34	8.62	6.02	3.94	0.0	0.0	0.0	0.0	0.0	36.77	0.12	0.0	0.04	0.05	52.6	55.28	52.37
Smyd4	0.61	4.02	2.21	2.61	5.4	2.65	3.17	2.97	93.7	1.81	26.07	1.91	2.07	47.08	1.71	1.12	2.26	0.77	175.76	14.13	3.13	1.36	1.72	9.66	2.98	4.4	5.91	1.32	7.25	1.83	6.37	10.56	5.76	10.73	2.4	0.49	0.25	0.3	0.29	0.96	1.21	0.75	0.26	2.13	9.91	9.46	8.02
Snora41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	105.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.48	0.0	0.0	0.0	0.0	2.56	2.41	1.32
Snora65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	137.5	0.0	0.0	0.0	152.52	0.0	0.0	0.0	0.0	41.08	0.0	0.0	0.0	0.0	23.73	0.0	6.55	0.0	11.14	0.0	0.0	28.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.02	14.72	16.13
Spata5	0.66	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19	0.0	7.05	0.0	0.0	4.36	7.54	2.42	0.92	0.0	0.0	0.0	0.0	6.07	0.0	0.0	5.04	5.14	6.44	0.51	5.08	7.27	0.89	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.75	8.56	9.34
