	"DMS.153"	"NCI.H1092"	"NCI.H187"	"NCI.H2141"	"NCI.H2171"	"NCI.H345"	"LU.65"	"HCC1599"	"HCC2218"	"CP66.MEL"	"DMS.79"	"LU.165"	"NCI.H128"	"SK.MM.2"	"COR.L88"	"EB.3"	"LC4.1"	"MN.60"	"SW684"	"RCC10RGB"	"LS.1034"	"NCI.H1836"	"COR.L95"	"ME.1"	"ROS.50"	"KLE"	"Calu.1"	"DV.90"	"KOSC.2"	"NCI.H1618"	"COLO.680N"	"Caov.3"	"HSC.3"	"HSC.4"	"HT.115"	"MFE.280"	"SNU.475"	"SW948"	"T84"	"COLO.678"	"Capan.2"	"EFO.21"	"EFE.184"	"PLC.PRF.5"	"BT.483"	"FU.OV.1"	"H2596"	"KG.1.C"	"MCAS"	"OVKATE"	"PC.3_.JPC.3."	"WM902B"	"BICR31"	"HCC202"	"HDQ.P1"	"BC.2"	"K19"	"K8"	"KYSE.30"	"NCI.H2172"	"NCI.H2444"	"OSA.80"	"OUMS.23"	"SCC90"	"UISO.MCC.1"	"NCI.H1404"	"RD.ES"	"COR.L311"	"NCI.H1184"	"NCI.H1926"	"EW7476"	"COR.L303"	"QGP.1"	"YMB.1.E"	"NCI.H865"	"JHOS.3"	"OACM5.1"	"SNU.175"	"SNU.61"	"NCI.H735"	"ZR.75.30"	"CL.40"	"Geo"
"AZD8055"	0.0	0.577253	0.336196	1.461756	0.0	1.976957	3.610693	0.0	0.591604	0.39676	0.921703	2.128236	0.0	0.0	0.728307	0.059896	0.926385	1.039775	0.380713	0.954957	1.087535	2.755882	1.903717	0.803328	0.469892	0.977653	0.0	0.0	0.0	0.0	2.658446	0.0	0.0	0.0	0.624912	0.929165	0.0	3.803059	2.88954	1.703253	0.818498	1.227207	0.0	0.0	0.765814	1.908895	0.0	0.0	0.0	2.228732	1.180843	0.0	0.0	2.069617	0.920199	0.0	0.0	0.0	0.0	1.356669	0.950651	0.0	0.0	1.380541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.563999	0.0	0.0	1.052717	0.984598	0.0	2.681407	0.0	1.883092	0.766149	3.142924
"SB590885"	0.0	0.718317	0.856046	0.624936	0.0	0.957439	1.125374	0.0	0.671405	0.393553	1.013339	0.917972	0.0	0.682311	0.923177	0.840631	0.700137	0.654328	1.639554	2.160089	0.819503	0.895267	1.053233	0.850752	0.49195	1.538214	0.0	0.0	0.0	0.0	0.869974	0.0	0.0	0.0	0.402334	1.071634	0.0	0.0	0.690993	1.309052	1.066133	1.286147	0.0	0.0	2.366375	1.065459	0.0	0.0	0.0	1.948688	1.15116	0.0	0.0	0.0	0.795108	0.0	0.0	0.0	0.0	1.375014	0.963724	0.0	0.0	1.393231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.18322	0.790614	0.0	1.207903	0.0	1.860714	1.37292	1.190419
"CCT007093"	0.0	0.872627	1.23202	0.828378	0.0	1.38973	1.588946	0.0	1.077272	1.205323	1.604205	1.239023	0.0	0.918794	1.234242	0.540748	0.473225	0.947123	0.543498	1.833256	1.141765	0.928226	1.51617	0.002236	0.0	0.679704	0.0	0.0	0.0	0.0	0.366737	0.0	0.0	0.0	0.477585	1.532315	0.0	2.331414	0.553991	0.872335	1.314427	0.385035	0.0	0.0	1.45172	0.0	0.0	0.0	0.0	2.914437	0.0	0.0	0.0	1.889829	1.19012	0.0	0.0	0.0	0.0	0.589717	0.912653	0.0	0.0	2.03911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.647109	0.0	0.0	1.329058	0.939038	0.0	1.291388	0.0	1.731543	1.928235	3.651985
"Serdemetan"	0.0	0.82016	0.869553	2.058231	0.0	2.135864	1.744779	0.0	1.763287	1.781731	0.038108	1.705636	0.0	0.619669	0.952651	2.159018	0.457735	2.008913	0.0	2.089506	0.941287	2.583037	0.0	2.262683	1.552727	0.474921	0.0	0.0	0.0	0.0	1.37858	0.0	0.0	0.0	0.574685	2.444343	0.0	2.361885	1.852327	1.016644	0.670832	0.0	0.0	0.0	1.165482	0.198245	0.0	0.0	0.0	2.166689	1.021686	0.0	0.0	1.719281	1.30245	0.0	0.0	0.0	0.0	0.0	0.062585	0.0	0.0	1.381765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.201549	0.0	0.0	0.507811	1.713968	0.0	2.219534	0.0	1.98254	1.82493	4.07712
"CCT-018159"	0.0	0.0	1.447801	1.202529	0.0	1.681669	2.140876	0.0	0.0	0.751322	0.844288	2.16795	0.0	1.875856	1.334941	0.629804	1.896964	1.438743	0.225777	2.417379	1.239786	1.937466	2.196105	1.640113	1.931442	1.884703	0.0	0.0	0.0	0.0	0.241446	0.0	0.0	0.0	0.681153	2.198651	0.0	2.860685	0.129506	0.167838	1.683378	1.598852	0.0	0.0	3.481623	0.671343	0.0	0.0	0.0	2.195876	0.0	0.0	0.0	2.396375	0.0	0.0	0.0	0.0	0.0	1.720437	1.055854	0.0	0.0	0.817609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.325999	0.0	0.0	1.881094	2.075293	0.0	2.413596	0.0	0.822011	2.663735	3.757796
"Rucaparib"	0.0	0.809701	1.080432	0.873571	0.0	1.232881	1.523863	0.0	1.295428	1.188382	0.0	1.387943	0.0	1.000046	0.793235	0.723893	1.022995	1.02104	1.121856	1.338509	0.294127	1.257278	1.44275	1.223463	0.498708	1.420943	0.0	0.0	0.0	0.0	0.528029	0.0	0.147322	0.0	0.667876	1.454715	0.0	2.072027	0.609621	1.430553	1.438724	0.211896	0.0	0.0	2.33286	1.128965	0.0	0.0	0.0	2.47898	0.0	0.0	0.0	1.748599	1.31584	0.0	0.0	0.0	0.0	1.78526	1.480581	0.0	0.0	1.830291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.796385	0.0	0.0	0.946935	1.198799	0.0	1.78626	0.0	2.37624	1.664264	2.940544
"Tamoxifen"	0.0	0.856266	0.95307	0.0	0.0	1.231407	1.083213	0.0	0.0	0.948862	0.8777	0.713173	0.0	0.815314	0.566987	0.0	0.075198	0.0	2.154037	0.0	1.009142	0.239112	0.855706	0.952657	1.242719	0.623399	0.0	0.0	0.438099	0.0	1.38125	0.0	0.0	0.0	0.0	0.0	0.0	2.082947	0.838221	1.62789	0.0	0.721758	0.0	0.0	3.064889	0.65458	0.0	0.0	0.0	2.566417	1.330474	0.0	0.0	1.647586	0.921776	0.0	0.0	0.0	0.0	1.700354	1.426596	0.0	0.0	1.542223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.488471	0.0	0.0	1.477822	0.987827	0.0	1.535195	0.0	2.481051	1.234212	3.293531
"Talazoparib"	0.0	0.728698	1.349153	1.539557	0.0	1.45143	1.431864	0.0	1.38334	1.113706	0.773609	1.323795	0.0	0.93982	1.798408	1.414608	0.0	0.369575	1.034147	1.275748	0.800479	1.696624	0.661618	1.679778	1.843981	1.488392	0.0	0.0	0.0	0.0	0.957275	0.0	0.0	0.0	0.865521	1.17751	0.0	2.091508	1.09314	1.498214	0.416732	1.025891	0.0	0.0	0.337078	1.110522	0.0	0.0	0.0	0.824082	0.807874	0.0	0.0	0.634335	1.51284	0.0	0.0	0.0	0.0	1.222112	1.512393	0.0	0.0	0.729492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.514346	0.0	0.0	0.506314	1.666724	0.0	1.792549	0.0	1.496745	0.116297	0.481102
"SGC0946"	0.0	0.0	0.77196	0.406951	0.0	1.091571	0.127579	0.0	1.10676	0.866528	1.122688	1.012278	0.0	0.0	1.192964	0.041506	0.450104	0.0	1.921752	2.671307	0.63567	0.908529	1.195007	0.86671	1.475869	1.982237	0.0	0.0	0.170782	0.0	1.223037	0.0	0.0	0.416208	0.0	1.064696	0.0	2.169547	0.0	1.643242	1.135509	1.627605	0.0	0.0	2.493498	1.182185	0.0	0.0	0.0	2.545082	1.288712	0.0	0.0	0.0	0.634627	0.0	0.0	0.0	0.0	1.512738	1.284216	0.0	0.0	1.297077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.521761	0.0	0.0	1.378667	0.7571	0.0	0.892838	0.0	2.682895	1.616097	3.760607
"XAV939"	0.0	0.756672	0.980133	0.45743	0.0	1.454628	1.660961	0.0	1.581741	1.140902	0.09564	0.844718	0.0	1.023782	1.005548	0.73361	0.942593	1.068797	2.285447	1.110809	0.560282	1.41259	1.599719	0.896848	1.336249	0.2044	0.0	0.0	0.0	0.0	1.624995	0.0	0.0	0.0	0.813932	1.564998	0.0	2.167912	0.612665	1.892669	0.0	0.91086	0.0	0.0	3.158716	0.707988	0.0	0.0	0.0	2.641596	1.535543	0.0	0.0	8.2E-5	0.132604	0.0	0.0	0.0	0.0	1.418462	1.476807	0.0	0.0	1.749605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.439071	0.0	0.0	0.0	1.229291	0.0	1.091987	0.0	2.559357	0.433486	0.0
"Dabrafenib"	0.0	0.825009	1.014781	0.876064	0.0	1.067545	0.976257	0.0	1.127035	0.245902	1.097039	0.10255	0.0	0.72925	1.044181	0.577562	0.167079	0.476353	1.237604	1.151102	0.974473	1.028057	1.060359	0.141627	1.206583	0.284747	0.0	0.0	0.0	0.0	0.93074	0.0	0.0	0.0	0.050125	1.063861	0.0	1.407568	0.72746	0.536705	0.548289	0.922749	0.0	0.0	1.686114	0.693424	0.0	0.0	0.0	1.273067	0.924948	0.0	0.0	1.07373	0.747034	0.0	0.0	0.0	0.0	1.239949	1.078669	0.0	0.0	1.279666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.410653	0.0	0.0	1.167282	0.999321	0.0	1.046077	0.0	1.068867	0.0	1.886407
"Temozolomide"	0.0	0.314046	0.468896	0.646179	0.0	0.007824	0.875452	0.0	1.268388	0.896637	1.084819	1.182037	0.0	0.458291	0.387237	0.549039	0.088345	0.0988	1.975967	2.214654	0.875864	0.0	1.204384	0.584354	0.590448	1.775705	0.0	0.0	0.0	0.0	1.243736	0.0	0.0	0.0	0.344525	1.136376	0.0	0.429101	0.205869	1.375129	1.176484	1.312241	0.0	0.0	2.944145	0.491096	0.0	0.0	0.0	2.370824	0.029714	0.0	0.0	1.306628	1.092145	0.0	0.0	0.0	0.0	1.615035	1.277737	0.0	0.0	0.492065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.169965	0.0	0.0	1.298544	0.530242	0.0	1.059099	0.0	2.289086	1.615148	1.705651
"Bleomycin (50 uM)"	0.0	1.565421	1.57413	1.577718	0.0	1.493469	1.789483	0.0	1.744915	0.736353	0.912249	1.79146	0.0	1.865092	1.567243	1.245463	0.579563	1.340098	0.629506	0.679967	1.163822	0.819655	1.589365	1.852227	1.173143	1.038652	0.0	0.0	0.0	0.0	1.242343	0.0	0.0	0.0	0.576289	1.598492	0.0	0.343089	1.144185	0.065266	0.745755	1.142167	0.0	0.0	1.919672	0.905967	0.0	0.0	0.0	2.688547	0.562704	0.0	0.0	1.587378	0.443624	0.0	0.0	0.0	0.0	1.252682	0.771517	0.0	0.0	1.299849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.891559	0.0	0.0	0.902256	1.712415	0.0	2.179914	0.0	2.306124	0.0	1.832942
"SN-38"	0.0	1.327197	0.0	1.232047	0.0	1.185687	2.972463	0.0	1.949611	1.185976	0.056066	2.06046	0.0	1.122222	1.198972	1.538056	0.550843	1.165886	1.863386	0.982475	1.031663	2.030662	1.64977	1.149278	0.630959	1.612125	0.0	0.0	0.0	0.0	1.238141	0.0	0.0	0.0	1.108649	1.209195	0.0	0.612036	1.976817	1.390059	1.854859	0.756812	0.0	0.0	1.588459	1.139722	0.0	0.0	0.0	2.819739	0.120552	0.0	0.0	2.32066	1.044944	0.0	0.0	0.0	0.0	2.674412	1.999454	0.0	0.0	1.46877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.248498	0.0	0.0	1.028518	1.669746	0.0	2.801915	0.0	3.271481	0.948918	0.796948
